date,감정평가
2020-03-20,42.77227
2020-03-21,20.59405
2020-03-22,22.57425
2020-03-23,40.59405
2020-03-24,33.26732
2020-03-25,33.86138
2020-03-26,36.0396
2020-03-27,33.86138
2020-03-28,23.76237
2020-03-29,12.87128
2020-03-30,41.78217
2020-03-31,46.73267
2020-04-01,43.96039
2020-04-02,40.99009
2020-04-03,44.75247
2020-04-04,12.47524
2020-04-05,12.67326
2020-04-06,34.0594
2020-04-07,34.65346
2020-04-08,32.87128
2020-04-09,34.45544
2020-04-10,28.11881
2020-04-11,14.25742
2020-04-12,13.66336
2020-04-13,34.25742
2020-04-14,32.67326
2020-04-15,11.68316
2020-04-16,33.0693
2020-04-17,33.0693
2020-04-18,12.47524
2020-04-19,15.44554
2020-04-20,35.64356
2020-04-21,38.0198
2020-04-22,37.0297
2020-04-23,41.98019
2020-04-24,37.82178
2020-04-25,10.89108
2020-04-26,11.48514
2020-04-27,35.0495
2020-04-28,34.85148
2020-04-29,31.28712
2020-04-30,12.0792
2020-05-01,14.45544
2020-05-02,13.0693
2020-05-03,8.91089
2020-05-04,32.47524
2020-05-05,14.45544
2020-05-06,40.39603
2020-05-07,34.65346
2020-05-08,30.69306
2020-05-09,15.84158
2020-05-10,13.86138
2020-05-11,35.44554
2020-05-12,35.44554
2020-05-13,39.60396
2020-05-14,35.84158
2020-05-15,30.49504
2020-05-16,13.86138
2020-05-17,10.49504
2020-05-18,33.66336
2020-05-19,37.22772
2020-05-20,34.45544
2020-05-21,29.70297
2020-05-22,37.62376
2020-05-23,16.0396
2020-05-24,19.20792
2020-05-25,41.58415
2020-05-26,39.0099
2020-05-27,35.64356
2020-05-28,31.88118
2020-05-29,37.62376
2020-05-30,15.24752
2020-05-31,15.84158
2020-06-01,41.58415
2020-06-02,35.0495
2020-06-03,39.60396
2020-06-04,38.61386
2020-06-05,33.46534
2020-06-06,15.44554
2020-06-07,18.21782
2020-06-08,34.85148
2020-06-09,44.35643
2020-06-10,41.38613
2020-06-11,39.80198
2020-06-12,38.41584
2020-06-13,14.45544
2020-06-14,16.63366
2020-06-15,36.83168
2020-06-16,37.0297
2020-06-17,37.62376
2020-06-18,32.0792
2020-06-19,37.22772
2020-06-20,15.0495
2020-06-21,15.84158
2020-06-22,42.17821
2020-06-23,38.41584
2020-06-24,41.58415
2020-06-25,33.46534
2020-06-26,38.61386
2020-06-27,15.84158
2020-06-28,11.68316
2020-06-29,32.67326
2020-06-30,40.0
2020-07-01,36.63366
2020-07-02,34.65346
2020-07-03,33.0693
2020-07-04,18.81188
2020-07-05,12.47524
2020-07-06,36.83168
2020-07-07,41.78217
2020-07-08,34.0594
2020-07-09,40.0
2020-07-10,33.86138
2020-07-11,22.17821
2020-07-12,16.63366
2020-07-13,36.23762
2020-07-14,42.77227
2020-07-15,40.79207
2020-07-16,35.84158
2020-07-17,35.0495
2020-07-18,13.46534
2020-07-19,16.63366
2020-07-20,38.41584
2020-07-21,42.37623
2020-07-22,39.40594
2020-07-23,41.58415
2020-07-24,35.84158
2020-07-25,13.86138
2020-07-26,14.85148
2020-07-27,37.22772
2020-07-28,42.37623
2020-07-29,40.19801
2020-07-30,38.81188
2020-07-31,36.83168
2020-08-01,14.45544
2020-08-02,13.0693
2020-08-03,35.64356
2020-08-04,34.85148
2020-08-05,37.42574
2020-08-06,32.0792
2020-08-07,36.0396
2020-08-08,12.27722
2020-08-09,11.68316
2020-08-10,35.44554
2020-08-11,37.42574
2020-08-12,35.0495
2020-08-13,39.80198
2020-08-14,36.43564
2020-08-15,15.84158
2020-08-16,12.87128
2020-08-17,16.43564
2020-08-18,43.96039
2020-08-19,42.57425
2020-08-20,44.55445
2020-08-21,35.64356
2020-08-22,12.67326
2020-08-23,16.0396
2020-08-24,39.0099
2020-08-25,40.39603
2020-08-26,39.0099
2020-08-27,45.74257
2020-08-28,32.47524
2020-08-29,12.27722
2020-08-30,16.23762
2020-08-31,40.39603
2020-09-01,44.55445
2020-09-02,38.81188
2020-09-03,34.85148
2020-09-04,30.89108
2020-09-05,15.64356
2020-09-06,17.0297
2020-09-07,37.82178
2020-09-08,41.18811
2020-09-09,44.35643
2020-09-10,88.31683
2020-09-11,72.47524
2020-09-12,25.54455
2020-09-13,18.41584
2020-09-14,48.51485
2020-09-15,50.099
2020-09-16,53.86138
2020-09-17,42.37623
2020-09-18,44.55445
2020-09-19,22.17821
2020-09-20,22.37623
2020-09-21,55.64356
2020-09-22,46.13861
2020-09-23,49.70297
2020-09-24,47.32673
2020-09-25,41.18811
2020-09-26,13.66336
2020-09-27,10.099
2020-09-28,37.62376
2020-09-29,32.0792
2020-09-30,9.90099
2020-10-01,9.70297
2020-10-02,11.68316
2020-10-03,10.29702
2020-10-04,16.83168
2020-10-05,52.67326
2020-10-06,49.10891
2020-10-07,48.91089
2020-10-08,42.57425
2020-10-09,14.0594
2020-10-10,14.45544
2020-10-11,15.44554
2020-10-12,47.32673
2020-10-13,49.50495
2020-10-14,52.87128
2020-10-15,49.10891
2020-10-16,42.97029
2020-10-17,18.0198
2020-10-18,20.59405
2020-10-19,51.28712
2020-10-20,52.87128
2020-10-21,52.67326
2020-10-22,40.0
2020-10-23,50.099
2020-10-24,19.40594
2020-10-25,20.79207
2020-10-26,49.10891
2020-10-27,45.14851
2020-10-28,48.71287
2020-10-29,42.17821
2020-10-30,40.99009
2020-10-31,20.79207
2020-11-01,22.97029
2020-11-02,44.55445
2020-11-03,38.21782
2020-11-04,31.28712
2020-11-05,42.17821
2020-11-06,35.84158
2020-11-07,16.23762
2020-11-08,14.85148
2020-11-09,48.11881
2020-11-10,48.71287
2020-11-11,45.54455
2020-11-12,47.72277
2020-11-13,38.21782
2020-11-14,17.42574
2020-11-15,18.41584
2020-11-16,44.55445
2020-11-17,50.89108
2020-11-18,45.34653
2020-11-19,46.93069
2020-11-20,36.43564
2020-11-21,16.0396
2020-11-22,15.64356
2020-11-23,46.73267
2020-11-24,40.19801
2020-11-25,40.59405
2020-11-26,44.55445
2020-11-27,43.36633
2020-11-28,18.21782
2020-11-29,22.37623
2020-11-30,50.69306
2020-12-01,42.57425
2020-12-02,45.14851
2020-12-03,45.54455
2020-12-04,37.62376
2020-12-05,16.63366
2020-12-06,18.61386
2020-12-07,45.34653
2020-12-08,54.0594
2020-12-09,44.35643
2020-12-10,44.35643
2020-12-11,44.55445
2020-12-12,14.25742
2020-12-13,19.20792
2020-12-14,48.11881
2020-12-15,47.52475
2020-12-16,47.32673
2020-12-17,49.50495
2020-12-18,44.75247
2020-12-19,16.83168
2020-12-20,14.25742
2020-12-21,45.74257
2020-12-22,42.97029
2020-12-23,42.57425
2020-12-24,35.0495
2020-12-25,17.42574
2020-12-26,17.0297
2020-12-27,17.82178
2020-12-28,45.14851
2020-12-29,43.56435
2020-12-30,36.43564
2020-12-31,35.24752
2021-01-01,16.43564
2021-01-02,16.0396
2021-01-03,14.85148
2021-01-04,46.53465
2021-01-05,42.17821
2021-01-06,36.0396
2021-01-07,44.55445
2021-01-08,37.82178
2021-01-09,19.80198
2021-01-10,15.84158
2021-01-11,41.38613
2021-01-12,39.0099
2021-01-13,43.96039
2021-01-14,48.11881
2021-01-15,46.93069
2021-01-16,21.78217
2021-01-17,18.41584
2021-01-18,51.28712
2021-01-19,49.90099
2021-01-20,49.50495
2021-01-21,46.33663
2021-01-22,39.20792
2021-01-23,18.81188
2021-01-24,18.61386
2021-01-25,50.29702
2021-01-26,50.69306
2021-01-27,55.24752
2021-01-28,44.35643
2021-01-29,37.82178
2021-01-30,19.80198
2021-01-31,19.40594
