date,바이오주식
2023-05-30,5.39772
2023-05-31,5.0071
2023-06-01,5.04261
2023-06-02,8.62926
2023-06-03,3.33806
2023-06-04,3.51562
2023-06-05,5.18465
2023-06-06,3.48011
2023-06-07,4.6875
2023-06-08,4.65198
2023-06-09,3.58664
2023-06-10,3.19602
2023-06-11,3.40909
2023-06-12,3.7642
2023-06-13,4.86505
2023-06-14,4.19034
2023-06-15,4.82954
2023-06-16,3.87073
2023-06-17,2.41477
2023-06-18,2.27272
2023-06-19,2.16619
2023-06-20,3.48011
2023-06-21,3.125
2023-06-22,2.5213
2023-06-23,2.5213
2023-06-24,1.52698
2023-06-25,1.17187
2023-06-26,3.72869
2023-06-27,3.69318
2023-06-28,3.26704
2023-06-29,3.33806
2023-06-30,3.08948
2023-07-01,1.8821
2023-07-02,1.70454
2023-07-03,4.6875
2023-07-04,3.79971
2023-07-05,4.72301
2023-07-06,3.83522
2023-07-07,3.40909
2023-07-08,2.05965
2023-07-09,1.77556
2023-07-10,3.65767
2023-07-11,4.97159
2023-07-12,4.54545
2023-07-13,4.33238
2023-07-14,4.22585
2023-07-15,3.30255
2023-07-16,2.55681
2023-07-17,3.7642
2023-07-18,5.78835
2023-07-19,6.21448
2023-07-20,7.38636
2023-07-21,9.97869
2023-07-22,5.22017
2023-07-23,4.47443
2023-07-24,6.49857
2023-07-25,7.13778
2023-07-26,10.29829
2023-07-27,11.5767
2023-07-28,8.48721
2023-07-29,4.79403
2023-07-30,3.65767
2023-07-31,5.71732
2023-08-01,8.70028
2023-08-02,5.93039
2023-08-03,12.35795
2023-08-04,7.84801
2023-08-05,4.54545
2023-08-06,4.43892
2023-08-07,5.14914
2023-08-08,4.33238
2023-08-09,10.51136
2023-08-10,7.56392
2023-08-11,6.71164
2023-08-12,3.30255
2023-08-13,4.33238
2023-08-14,6.35653
2023-08-15,3.94176
2023-08-16,6.25
2023-08-17,4.97159
2023-08-18,5.29119
2023-08-19,2.73437
2023-08-20,2.45028
2023-08-21,3.37357
2023-08-22,3.01846
2023-08-23,3.01846
2023-08-24,3.26704
2023-08-25,3.23153
2023-08-26,1.91761
2023-08-27,1.91761
2023-08-28,4.26136
2023-08-29,5.61079
2023-08-30,6.17897
2023-08-31,5.14914
2023-09-01,4.90056
2023-09-02,3.97727
2023-09-03,4.61647
2023-09-04,4.82954
2023-09-05,4.58096
2023-09-06,4.6875
2023-09-07,4.0838
2023-09-08,4.4034
2023-09-09,3.37357
2023-09-10,2.8409
2023-09-11,5.46875
2023-09-12,8.30965
2023-09-13,5.9659
2023-09-14,4.65198
2023-09-15,4.4034
2023-09-16,3.40909
2023-09-17,2.94744
2023-09-18,4.61647
2023-09-19,4.86505
2023-09-20,3.94176
2023-09-21,3.19602
2023-09-22,2.59232
2023-09-23,1.74005
2023-09-24,2.34375
2023-09-25,3.94176
2023-09-26,3.62215
2023-09-27,3.33806
2023-09-28,2.13068
2023-09-29,2.02414
2023-09-30,2.41477
2023-10-01,2.13068
2023-10-02,2.13068
2023-10-03,2.98295
2023-10-04,4.61647
2023-10-05,3.48011
2023-10-06,3.83522
2023-10-07,1.84659
2023-10-08,2.05965
2023-10-09,2.66335
2023-10-10,3.62215
2023-10-11,4.50994
2023-10-12,4.36789
2023-10-13,3.33806
2023-10-14,2.5213
2023-10-15,1.74005
2023-10-16,2.91193
2023-10-17,3.4446
2023-10-18,5.82386
2023-10-19,4.26136
2023-10-20,4.43892
2023-10-21,2.80539
2023-10-22,2.2017
2023-10-23,3.90625
2023-10-24,4.65198
2023-10-25,4.15482
2023-10-26,3.90625
2023-10-27,2.69886
2023-10-28,2.27272
2023-10-29,1.98863
2023-10-30,2.66335
2023-10-31,3.16051
2023-11-01,3.69318
2023-11-02,4.43892
2023-11-03,4.15482
2023-11-04,2.09517
2023-11-05,1.66903
2023-11-06,9.26846
2023-11-07,6.28551
2023-11-08,5.3267
2023-11-09,4.47443
2023-11-10,4.26136
2023-11-11,2.09517
2023-11-12,2.13068
2023-11-13,2.69886
2023-11-14,3.40909
2023-11-15,6.03693
2023-11-16,3.62215
2023-11-17,4.04829
2023-11-18,1.52698
2023-11-19,1.95312
2023-11-20,3.48011
2023-11-21,3.30255
2023-11-22,3.90625
2023-11-23,3.7642
2023-11-24,3.79971
2023-11-25,2.94744
2023-11-26,2.05965
2023-11-27,3.4446
2023-11-28,4.47443
2023-11-29,4.65198
2023-11-30,3.48011
2023-12-01,4.43892
2023-12-02,3.26704
2023-12-03,2.76988
2023-12-04,4.43892
2023-12-05,5.85937
2023-12-06,5.29119
2023-12-07,5.85937
2023-12-08,4.97159
2023-12-09,2.34375
2023-12-10,1.84659
2023-12-11,3.87073
2023-12-12,4.50994
2023-12-13,4.65198
2023-12-14,7.13778
2023-12-15,7.27982
2023-12-16,3.19602
2023-12-17,3.23153
2023-12-18,5.14914
2023-12-19,6.28551
2023-12-20,6.8892
2023-12-21,7.56392
2023-12-22,8.34517
2023-12-23,5.78835
2023-12-24,3.72869
2023-12-25,5.04261
2023-12-26,9.30397
2023-12-27,10.12073
2023-12-28,8.70028
2023-12-29,8.48721
2023-12-30,5.29119
2023-12-31,6.60511
2024-01-01,5.07812
2024-01-02,13.99147
2024-01-03,12.46448
2024-01-04,9.26846
2024-01-05,6.71164
2024-01-06,4.75852
2024-01-07,4.11931
2024-01-08,5.6463
2024-01-09,6.92471
2024-01-10,11.68323
2024-01-11,5.57528
2024-01-12,4.75852
2024-01-13,2.45028
2024-01-14,2.5213
2024-01-15,3.79971
2024-01-16,3.7642
2024-01-17,3.33806
2024-01-18,3.48011
2024-01-19,5.82386
2024-01-20,2.8409
2024-01-21,3.01846
2024-01-22,4.04829
2024-01-23,4.04829
2024-01-24,3.79971
2024-01-25,3.33806
2024-01-26,3.97727
2024-01-27,2.87642
2024-01-28,2.5213
2024-01-29,5.82386
2024-01-30,5.50426
2024-01-31,4.22585
2024-02-01,3.4446
2024-02-02,4.61647
2024-02-03,3.48011
2024-02-04,1.8821
2024-02-05,4.36789
2024-02-06,4.93607
2024-02-07,4.0838
2024-02-08,3.37357
2024-02-09,2.45028
2024-02-10,2.30823
2024-02-11,1.91761
2024-02-12,2.37926
2024-02-13,4.6875
2024-02-14,4.79403
2024-02-15,4.19034
2024-02-16,4.50994
2024-02-17,2.8409
2024-02-18,2.69886
2024-02-19,4.29687
2024-02-20,5.39772
2024-02-21,4.58096
2024-02-22,4.43892
2024-02-23,5.18465
2024-02-24,4.36789
2024-02-25,10.97301
2024-02-26,7.74147
2024-02-27,6.28551
2024-02-28,6.35653
2024-02-29,5.07812
2024-03-01,3.7642
2024-03-02,2.80539
2024-03-03,3.7642
2024-03-04,4.50994
2024-03-05,5.75284
2024-03-06,9.65909
2024-03-07,7.99005
2024-03-08,7.95454
2024-03-09,6.92471
2024-03-10,7.2088
2024-03-11,8.87784
2024-03-12,7.88352
2024-03-13,7.56392
2024-03-14,8.1321
2024-03-15,5.71732
2024-03-16,3.55113
2024-03-17,3.4446
2024-03-18,7.45738
2024-03-19,5.71732
2024-03-20,8.16761
