date,에르메스가방
2020-10-18,12.41771
2020-10-19,10.39221
2020-10-20,9.37945
2020-10-21,9.32191
2020-10-22,8.92372
2020-10-23,8.59227
2020-10-24,8.96515
2020-10-25,9.81908
2020-10-26,8.62219
2020-10-27,8.57386
2020-10-28,8.27233
2020-10-29,8.86617
2020-10-30,7.98002
2020-10-31,9.13087
2020-11-01,10.31395
2020-11-02,12.75606
2020-11-03,10.16434
2020-11-04,9.24365
2020-11-05,8.61759
2020-11-06,8.70966
2020-11-07,11.92284
2020-11-08,11.49012
2020-11-09,9.68098
2020-11-10,9.39557
2020-11-11,10.21497
2020-11-12,9.67177
2020-11-13,9.08944
2020-11-14,10.1206
2020-11-15,11.10574
2020-11-16,9.17921
2020-11-17,9.48303
2020-11-18,9.00197
2020-11-19,9.02039
2020-11-20,8.73267
2020-11-21,9.21834
2020-11-22,9.80987
2020-11-23,8.26313
2020-11-24,7.76135
2020-11-25,7.96621
2020-11-26,8.18947
2020-11-27,8.12502
2020-11-28,8.70045
2020-11-29,9.51756
2020-11-30,7.6946
2020-12-01,7.81199
2020-12-02,8.71196
2020-12-03,8.369
2020-12-04,9.29429
2020-12-05,9.58891
2020-12-06,9.80067
2020-12-07,8.26773
2020-12-08,12.85734
2020-12-09,10.05155
2020-12-10,9.29659
2020-12-11,8.64981
2020-12-12,9.34033
2020-12-13,8.87078
2020-12-14,8.05137
2020-12-15,8.15495
2020-12-16,8.24241
2020-12-17,7.89485
2020-12-18,8.14344
2020-12-19,8.82014
2020-12-20,10.97224
2020-12-21,9.19992
2020-12-22,8.79712
2020-12-23,8.40123
2020-12-24,9.68558
2020-12-25,10.74437
2020-12-26,12.09777
2020-12-27,10.78119
2020-12-28,9.01809
2020-12-29,8.43575
2020-12-30,8.93062
2020-12-31,8.01915
2021-01-01,8.82935
2021-01-02,9.92036
2021-01-03,9.01578
2021-01-04,8.27003
2021-01-05,8.02375
2021-01-06,7.53348
2021-01-07,7.45753
2021-01-08,7.278
2021-01-09,8.78331
2021-01-10,9.95028
2021-01-11,7.66238
2021-01-12,6.96266
2021-01-13,7.87644
2021-01-14,7.6923
2021-01-15,8.25392
2021-01-16,9.61193
2021-01-17,12.43152
2021-01-18,9.11015
2021-01-19,8.58767
2021-01-20,8.62449
2021-01-21,18.13285
2021-01-22,14.98641
2021-01-23,11.81696
2021-01-24,11.3221
2021-01-25,8.73267
2021-01-26,9.45541
2021-01-27,9.28508
2021-01-28,8.3667
2021-01-29,9.07793
2021-01-30,11.26455
2021-01-31,11.07351
2021-02-01,8.58997
2021-02-02,8.67743
2021-02-03,9.63494
2021-02-04,10.75127
2021-02-05,9.55669
2021-02-06,33.05712
2021-02-07,17.22828
2021-02-08,11.22312
2021-02-09,9.14468
2021-02-10,8.77871
2021-02-11,9.14008
2021-02-12,11.25304
2021-02-13,11.54997
2021-02-14,11.64203
2021-02-15,8.47719
2021-02-16,8.71196
2021-02-17,8.26082
2021-02-18,7.78667
2021-02-19,9.04571
2021-02-20,10.34157
2021-02-21,9.99171
2021-02-22,8.04677
2021-02-23,8.27694
2021-02-24,7.83041
2021-02-25,8.20558
2021-02-26,8.04446
2021-02-27,10.20347
2021-02-28,10.6569
2021-03-01,10.02854
2021-03-02,7.71762
2021-03-03,6.99949
2021-03-04,6.64503
2021-03-05,6.43327
2021-03-06,9.13087
2021-03-07,9.39326
2021-03-08,7.84882
2021-03-09,7.50126
2021-03-10,7.51967
2021-03-11,8.01915
2021-03-12,8.24932
2021-03-13,9.22754
2021-03-14,9.78686
2021-03-15,9.23445
2021-03-16,9.44851
2021-03-17,8.64291
2021-03-18,9.68558
2021-03-19,12.10237
2021-03-20,12.02872
2021-03-21,11.27836
2021-03-22,8.44726
2021-03-23,8.32067
2021-03-24,8.32067
2021-03-25,8.97896
2021-03-26,8.13193
2021-03-27,10.03084
2021-03-28,12.62256
2021-03-29,9.51295
2021-03-30,8.7603
2021-03-31,10.06536
2021-04-01,9.05952
2021-04-02,8.86157
2021-04-03,12.78138
2021-04-04,10.90779
2021-04-05,8.83625
2021-04-06,9.19302
2021-04-07,9.14008
2021-04-08,9.24596
2021-04-09,10.80191
2021-04-10,11.0643
2021-04-11,10.99986
2021-04-12,10.41292
2021-04-13,9.73852
2021-04-14,10.32546
2021-04-15,11.83077
2021-04-16,13.06449
2021-04-17,14.11177
2021-04-18,16.46411
2021-04-19,11.04359
2021-04-20,10.88247
2021-04-21,10.71214
2021-04-22,10.90088
2021-04-23,9.51526
2021-04-24,10.59706
2021-04-25,10.73976
2021-04-26,8.31607
2021-04-27,8.52782
2021-04-28,8.39893
2021-04-29,7.89255
2021-04-30,8.01915
2021-05-01,10.49578
2021-05-02,11.15177
2021-05-03,8.11121
2021-05-04,12.4085
2021-05-05,11.11724
2021-05-06,9.17
2021-05-07,9.35183
2021-05-08,10.71905
2021-05-09,10.70294
2021-05-10,9.3081
2021-05-11,8.89379
2021-05-12,8.65211
2021-05-13,7.89485
2021-05-14,8.84316
2021-05-15,11.17709
2021-05-16,12.25659
2021-05-17,8.73037
2021-05-18,8.52092
2021-05-19,10.19886
2021-05-20,8.39202
2021-05-21,8.18947
2021-05-22,9.56359
2021-05-23,9.9825
2021-05-24,8.78561
2021-05-25,8.38972
2021-05-26,8.29535
2021-05-27,8.26082
2021-05-28,9.14928
2021-05-29,10.2426
2021-05-30,9.05952
2021-05-31,8.18947
2021-06-01,7.8258
2021-06-02,8.02605
2021-06-03,8.32988
2021-06-04,8.37361
2021-06-05,10.3807
2021-06-06,9.97099
2021-06-07,7.73604
2021-06-08,7.19513
2021-06-09,7.08695
2021-06-10,7.20434
2021-06-11,7.23426
2021-06-12,8.66362
2021-06-13,9.66947
2021-06-14,7.39308
2021-06-15,8.46337
2021-06-16,8.12502
2021-06-17,7.74294
2021-06-18,7.48055
2021-06-19,8.69585
2021-06-20,8.41044
2021-06-21,6.6105
2021-06-22,7.30792
2021-06-23,7.2849
2021-06-24,7.18593
2021-06-25,7.16291
2021-06-26,8.72117
2021-06-27,9.06412
2021-06-28,9.53597
2021-06-29,8.93292
2021-06-30,7.76596
2021-07-01,7.8212
2021-07-02,7.73834
2021-07-03,10.1114
2021-07-04,9.26667
2021-07-05,7.06624
2021-07-06,9.09865
2021-07-07,7.44602
2021-07-08,8.87998
2021-07-09,8.80863
2021-07-10,9.54748
2021-07-11,9.09865
2021-07-12,6.57367
2021-07-13,6.53685
2021-07-14,6.58748
2021-07-15,6.04198
2021-07-16,6.80845
2021-07-17,8.02605
2021-07-18,7.30562
2021-07-19,6.60129
2021-07-20,6.42406
2021-07-21,5.97983
2021-07-22,6.63122
2021-07-23,6.90742
2021-07-24,6.86369
2021-07-25,6.59899
2021-07-26,6.36192
2021-07-27,6.12944
2021-07-28,6.39644
2021-07-29,6.27215
2021-07-30,6.59899
2021-07-31,7.06854
2021-08-01,8.55084
2021-08-02,6.06039
2021-08-03,6.29056
2021-08-04,6.66574
2021-08-05,6.8844
2021-08-06,6.38493
2021-08-07,7.6946
2021-08-08,7.89255
2021-08-09,6.67955
2021-08-10,7.38157
2021-08-11,8.72807
2021-08-12,20.2228
2021-08-13,25.72158
2021-08-14,14.27289
2021-08-15,11.1863
2021-08-16,12.83662
2021-08-17,10.15283
2021-08-18,9.38406
2021-08-19,9.4393
2021-08-20,9.39557
2021-08-21,11.20931
2021-08-22,11.26916
2021-08-23,8.91221
2021-08-24,8.48409
2021-08-25,8.5025
2021-08-26,9.64185
2021-08-27,8.67053
2021-08-28,10.81112
2021-08-29,13.30847
2021-08-30,9.60963
2021-08-31,9.05491
2021-09-01,8.45877
2021-09-02,8.59918
2021-09-03,8.46798
2021-09-04,10.28633
2021-09-05,11.78704
2021-09-06,10.18275
2021-09-07,13.22561
2021-09-08,9.62574
2021-09-09,9.0411
2021-09-10,8.78331
2021-09-11,10.96993
2021-09-12,12.06325
2021-09-13,9.89274
2021-09-14,9.42089
2021-09-15,8.87768
2021-09-16,8.41504
2021-09-17,8.45187
2021-09-18,9.26897
2021-09-19,9.77765
2021-09-20,9.74773
2021-09-21,10.61547
2021-09-22,10.74207
2021-09-23,9.11936
2021-09-24,9.7109
2021-09-25,11.47401
2021-09-26,11.49012
2021-09-27,24.65589
2021-09-28,19.52078
2021-09-29,17.94181
2021-09-30,12.75836
2021-10-01,11.75021
2021-10-02,15.74368
2021-10-03,20.25963
2021-10-04,21.89384
2021-10-05,12.28881
2021-10-06,10.05846
2021-10-07,9.69939
2021-10-08,9.79837
2021-10-09,11.48091
2021-10-10,13.06679
2021-10-11,11.78704
2021-10-12,9.7155
2021-10-13,8.57156
2021-10-14,9.59121
2021-10-15,10.22878
2021-10-16,10.90779
2021-10-17,10.73976
2021-10-18,8.2263
2021-10-19,8.50941
2021-10-20,8.46337
2021-10-21,9.48994
2021-10-22,8.70736
2021-10-23,10.12751
2021-10-24,10.22188
2021-10-25,8.16415
2021-10-26,10.18505
2021-10-27,9.55438
2021-10-28,8.3598
2021-10-29,8.23781
2021-10-30,10.85945
2021-10-31,9.81218
2021-11-01,8.29535
2021-11-02,8.69815
2021-11-03,11.09423
2021-11-04,10.1137
2021-11-05,9.42549
2021-11-06,10.56483
2021-11-07,10.48197
2021-11-08,8.86157
2021-11-09,8.44496
2021-11-10,9.14928
2021-11-11,9.4462
2021-11-12,9.60272
2021-11-13,9.46692
2021-11-14,9.79837
2021-11-15,8.12042
2021-11-16,8.60148
2021-11-17,9.32882
2021-11-18,9.16079
2021-11-19,8.35289
2021-11-20,10.62008
2021-11-21,10.05155
2021-11-22,8.33678
2021-11-23,7.92708
2021-11-24,9.0342
2021-11-25,8.14344
2021-11-26,8.32297
2021-11-27,9.55669
2021-11-28,9.72931
2021-11-29,8.17796
2021-11-30,24.17483
2021-12-01,20.01795
2021-12-02,10.3853
2021-12-03,9.25977
2021-12-04,11.48322
2021-12-05,11.15637
2021-12-06,9.75693
2021-12-07,9.66026
2021-12-08,9.54748
2021-12-09,9.41398
2021-12-10,8.85006
2021-12-11,10.44515
2021-12-12,10.62468
2021-12-13,8.48409
2021-12-14,8.903
2021-12-15,8.83625
2021-12-16,9.23905
2021-12-17,8.65442
2021-12-18,8.62219
2021-12-19,9.55208
2021-12-20,8.30916
2021-12-21,8.84316
2021-12-22,8.03296
2021-12-23,8.70275
2021-12-24,9.14928
2021-12-25,11.21852
2021-12-26,12.02642
2021-12-27,9.5774
2021-12-28,13.96906
2021-12-29,16.61142
2021-12-30,11.98038
2021-12-31,10.60396
2022-01-01,10.99525
2022-01-02,11.13796
2022-01-03,9.41168
2022-01-04,9.71781
2022-01-05,11.17479
2022-01-06,9.38866
2022-01-07,12.96091
2022-01-08,12.36477
2022-01-09,11.81466
2022-01-10,9.09174
2022-01-11,8.67283
2022-01-12,9.21834
2022-01-13,8.92141
2022-01-14,9.40477
2022-01-15,10.57174
2022-01-16,13.89541
2022-01-17,11.79164
2022-01-18,10.14822
2022-01-19,8.79252
2022-01-20,8.72577
2022-01-21,9.36104
2022-01-22,17.06025
2022-01-23,14.18312
2022-01-24,10.59706
2022-01-25,9.28278
2022-01-26,9.35644
2022-01-27,9.8421
2022-01-28,12.6801
2022-01-29,13.84016
2022-01-30,11.863
2022-01-31,11.17479
2022-02-01,12.88956
2022-02-02,15.24881
2022-02-03,11.76402
2022-02-04,12.71923
2022-02-05,13.87009
2022-02-06,14.8276
2022-02-07,10.69603
2022-02-08,9.47843
2022-02-09,11.36583
2022-02-10,10.00552
2022-02-11,9.92956
2022-02-12,11.31059
2022-02-13,11.39575
2022-02-14,9.64645
2022-02-15,9.38406
2022-02-16,12.18754
2022-02-17,10.42673
2022-02-18,11.11955
2022-02-19,11.75942
2022-02-20,11.4648
2022-02-21,8.91911
2022-02-22,8.97205
2022-02-23,9.27818
2022-02-24,8.99277
2022-02-25,10.04695
2022-02-26,11.48322
2022-02-27,10.73516
2022-02-28,8.27924
2022-03-01,9.21373
2022-03-02,8.25392
2022-03-03,8.45417
2022-03-04,9.02959
2022-03-05,10.28633
2022-03-06,9.60502
2022-03-07,8.72577
2022-03-08,8.40583
2022-03-09,8.29995
2022-03-10,7.50356
2022-03-11,8.31837
2022-03-12,9.90424
2022-03-13,11.11034
2022-03-14,8.99047
2022-03-15,12.43152
2022-03-16,9.12166
2022-03-17,9.45541
2022-03-18,9.01348
2022-03-19,10.60396
2022-03-20,17.49988
2022-03-21,12.45454
2022-03-22,10.70754
2022-03-23,9.1746
2022-03-24,8.96975
2022-03-25,10.28403
2022-03-26,11.29908
2022-03-27,11.58449
2022-03-28,8.61759
2022-03-29,8.75339
2022-03-30,9.04801
2022-03-31,9.12857
2022-04-01,8.60378
2022-04-02,10.02393
2022-04-03,9.80757
2022-04-04,8.3598
2022-04-05,8.43345
2022-04-06,9.63494
2022-04-07,9.63725
2022-04-08,9.3058
2022-04-09,10.41062
2022-04-10,10.53261
2022-04-11,8.29535
2022-04-12,8.20558
2022-04-13,8.2309
2022-04-14,9.11936
2022-04-15,9.72471
2022-04-16,12.36937
2022-04-17,10.50729
2022-04-18,8.51401
2022-04-19,8.35519
2022-04-20,8.79022
2022-04-21,8.65902
2022-04-22,8.15264
2022-04-23,9.68558
2022-04-24,9.77305
2022-04-25,8.77641
2022-04-26,8.94213
2022-04-27,8.28845
2022-04-28,8.53703
2022-04-29,8.60608
2022-04-30,10.05846
2022-05-01,9.60502
2022-05-02,8.10201
2022-05-03,8.12502
2022-05-04,7.93628
2022-05-05,9.0411
2022-05-06,8.48409
2022-05-07,9.45311
2022-05-08,9.56129
2022-05-09,8.5025
2022-05-10,8.03756
2022-05-11,8.10431
2022-05-12,8.01684
2022-05-13,9.01809
2022-05-14,9.50145
2022-05-15,10.21958
2022-05-16,8.46798
2022-05-17,8.56235
2022-05-18,8.61068
2022-05-19,8.9053
2022-05-20,8.91221
2022-05-21,9.78916
2022-05-22,9.81218
2022-05-23,8.42885
2022-05-24,8.6337
2022-05-25,8.45647
2022-05-26,8.58306
2022-05-27,8.7626
2022-05-28,9.39787
2022-05-29,10.00322
2022-05-30,8.91911
2022-05-31,8.18026
2022-06-01,10.03774
2022-06-02,8.17566
2022-06-03,7.52428
2022-06-04,8.85236
2022-06-05,9.77074
2022-06-06,10.06997
2022-06-07,7.6854
2022-06-08,7.73604
2022-06-09,7.99152
2022-06-10,8.50481
2022-06-11,9.40017
2022-06-12,9.46232
2022-06-13,8.02835
2022-06-14,9.08253
2022-06-15,8.25852
2022-06-16,7.32173
2022-06-17,7.11227
2022-06-18,8.0928
2022-06-19,8.73267
2022-06-20,7.65778
2022-06-21,7.20434
2022-06-22,7.77286
2022-06-23,7.17212
2022-06-24,7.30331
2022-06-25,8.16415
2022-06-26,8.24241
2022-06-27,7.06163
2022-06-28,7.13759
2022-06-29,6.93044
2022-06-30,6.82686
2022-07-01,6.58978
2022-07-02,7.12148
2022-07-03,7.70611
2022-07-04,6.80384
2022-07-05,6.54145
2022-07-06,7.98922
2022-07-07,7.51047
2022-07-08,7.04092
2022-07-09,8.12502
2022-07-10,8.38282
2022-07-11,6.69336
2022-07-12,6.73479
2022-07-13,6.70487
2022-07-14,6.25834
2022-07-15,6.58518
2022-07-16,7.10997
2022-07-17,7.58182
2022-07-18,6.51383
2022-07-19,6.82456
2022-07-20,6.7394
2022-07-21,6.66804
2022-07-22,6.92123
2022-07-23,7.83501
2022-07-24,9.08253
2022-07-25,7.45293
2022-07-26,6.87289
2022-07-27,7.17212
2022-07-28,6.67034
2022-07-29,6.46549
2022-07-30,7.86493
2022-07-31,8.26543
2022-08-01,7.31022
2022-08-02,7.48285
2022-08-03,7.63016
2022-08-04,7.87414
2022-08-05,7.86033
2022-08-06,9.23675
2022-08-07,12.8136
2022-08-08,9.45541
2022-08-09,7.78897
2022-08-10,8.04216
2022-08-11,8.45877
2022-08-12,8.06058
2022-08-13,8.75569
2022-08-14,8.94443
2022-08-15,9.40247
2022-08-16,7.91096
2022-08-17,8.18487
2022-08-18,7.89715
2022-08-19,7.53118
2022-08-20,9.20222
2022-08-21,9.29429
2022-08-22,8.42655
2022-08-23,8.38051
2022-08-24,8.34138
2022-08-25,8.04446
2022-08-26,8.03526
2022-08-27,9.28048
2022-08-28,9.582
2022-08-29,7.92938
2022-08-30,8.38512
2022-08-31,7.94319
2022-09-01,7.38618
2022-09-02,8.00764
2022-09-03,9.82599
2022-09-04,9.59121
2022-09-05,8.07208
2022-09-06,7.96851
2022-09-07,8.02145
2022-09-08,8.19638
2022-09-09,7.95009
2022-09-10,8.85006
2022-09-11,9.94107
2022-09-12,10.64079
2022-09-13,8.72807
2022-09-14,8.44726
2022-09-15,8.37131
2022-09-16,7.94089
2022-09-17,9.00658
2022-09-18,9.34493
2022-09-19,7.75675
2022-09-20,8.04446
2022-09-21,8.59457
2022-09-22,9.12396
2022-09-23,8.30226
2022-09-24,8.55774
2022-09-25,8.79942
2022-09-26,8.58076
2022-09-27,9.89274
2022-09-28,7.99152
2022-09-29,7.89946
2022-09-30,7.99613
2022-10-01,8.62219
2022-10-02,9.17
2022-10-03,9.0411
2022-10-04,7.71302
2022-10-05,8.02145
2022-10-06,8.79252
2022-10-07,13.86778
2022-10-08,14.26138
2022-10-09,12.62716
2022-10-10,10.26331
2022-10-11,8.25392
2022-10-12,8.33448
2022-10-13,7.9524
2022-10-14,8.15034
2022-10-15,8.93983
2022-10-16,13.33609
2022-10-17,8.59918
2022-10-18,8.25852
2022-10-19,8.33908
2022-10-20,7.34935
2022-10-21,11.18169
2022-10-22,9.61883
2022-10-23,8.79022
2022-10-24,7.19974
2022-10-25,7.32403
2022-10-26,7.93859
2022-10-27,7.54499
2022-10-28,7.64857
2022-10-29,8.44036
2022-10-30,7.23887
2022-10-31,6.32048
2022-11-01,6.58288
2022-11-02,7.23656
2022-11-03,7.43451
2022-11-04,8.94443
2022-11-05,8.60608
2022-11-06,8.70966
2022-11-07,7.6831
2022-11-08,7.72222
2022-11-09,7.61174
2022-11-10,7.9524
2022-11-11,9.93877
2022-11-12,10.42903
2022-11-13,10.66381
2022-11-14,8.38051
2022-11-15,8.20328
2022-11-16,8.15725
2022-11-17,7.50356
2022-11-18,8.06518
2022-11-19,8.18257
2022-11-20,8.69815
2022-11-21,7.11457
2022-11-22,7.33554
2022-11-23,7.50586
2022-11-24,7.1514
2022-11-25,6.7486
2022-11-26,7.88795
2022-11-27,8.12502
2022-11-28,6.76011
2022-11-29,6.50922
2022-11-30,6.86829
2022-12-01,6.6059
2022-12-02,6.70027
2022-12-03,6.36882
2022-12-04,7.86493
2022-12-05,6.92123
2022-12-06,6.64272
2022-12-07,7.12608
2022-12-08,7.16982
2022-12-09,7.20434
2022-12-10,8.92372
2022-12-11,9.42089
2022-12-12,7.85112
2022-12-13,7.59333
2022-12-14,7.60254
2022-12-15,8.20789
2022-12-16,7.44602
2022-12-17,9.15389
2022-12-18,8.46337
2022-12-19,7.78207
2022-12-20,7.48515
2022-12-21,7.18132
2022-12-22,8.03526
2022-12-23,7.39768
2022-12-24,8.23551
2022-12-25,9.05261
2022-12-26,7.71302
2022-12-27,7.71072
2022-12-28,8.11121
2022-12-29,7.96851
2022-12-30,8.0997
2022-12-31,8.10891
2023-01-01,8.07439
2023-01-02,7.29411
2023-01-03,7.74294
2023-01-04,8.42885
2023-01-05,9.21373
2023-01-06,9.64645
2023-01-07,11.38654
2023-01-08,12.74915
2023-01-09,10.37149
2023-01-10,9.35414
2023-01-11,9.59121
2023-01-12,9.59121
2023-01-13,9.37485
2023-01-14,11.22312
2023-01-15,11.11494
2023-01-16,9.98711
2023-01-17,9.25977
2023-01-18,9.07793
2023-01-19,8.83625
2023-01-20,8.8984
2023-01-21,9.18381
2023-01-22,10.21958
2023-01-23,10.74897
2023-01-24,11.63743
2023-01-25,9.0342
2023-01-26,9.11936
2023-01-27,11.71108
2023-01-28,10.62008
2023-01-29,10.7858
2023-01-30,8.74418
2023-01-31,8.12963
2023-02-01,8.50941
2023-02-02,8.07669
2023-02-03,8.24241
2023-02-04,9.5751
2023-02-05,10.30474
2023-02-06,8.07669
2023-02-07,8.46798
2023-02-08,8.60148
2023-02-09,8.61068
2023-02-10,9.41168
2023-02-11,12.79059
2023-02-12,11.95967
2023-02-13,9.9733
2023-02-14,9.95948
2023-02-15,9.69479
2023-02-16,9.18841
2023-02-17,9.8398
2023-02-18,11.52004
2023-02-19,12.10007
2023-02-20,10.06536
2023-02-21,9.41628
2023-02-22,9.60963
2023-02-23,10.39451
2023-02-24,11.27376
2023-02-25,11.77783
2023-02-26,11.52465
2023-02-27,9.01118
2023-02-28,9.13547
2023-03-01,10.94462
2023-03-02,9.66026
2023-03-03,10.76969
2023-03-04,12.12079
2023-03-05,12.33715
2023-03-06,8.57386
2023-03-07,9.33802
2023-03-08,9.67637
2023-03-09,8.40813
2023-03-10,9.45541
2023-03-11,13.52253
2023-03-12,13.60999
2023-03-13,11.062
2023-03-14,12.9448
2023-03-15,10.58555
2023-03-16,10.383
2023-03-17,10.72365
2023-03-18,13.3476
2023-03-19,13.26704
2023-03-20,9.91345
2023-03-21,10.60396
2023-03-22,9.71781
2023-03-23,10.03544
2023-03-24,9.9825
2023-03-25,10.54872
2023-03-26,10.66841
2023-03-27,8.41964
2023-03-28,9.05031
2023-03-29,8.38972
2023-03-30,8.45187
2023-03-31,8.16185
2023-04-01,8.78331
2023-04-02,8.60378
2023-04-03,7.35395
2023-04-04,7.45523
2023-04-05,8.08129
2023-04-06,7.90406
2023-04-07,8.29995
2023-04-08,9.63034
2023-04-09,9.32421
2023-04-10,7.90406
2023-04-11,8.28384
2023-04-12,8.43345
2023-04-13,8.57616
2023-04-14,9.94798
2023-04-15,11.00906
2023-04-16,10.86406
2023-04-17,8.97435
2023-04-18,8.25852
2023-04-19,8.38742
2023-04-20,8.20558
2023-04-21,8.07669
2023-04-22,9.65796
2023-04-23,11.71108
2023-04-24,10.77659
2023-04-25,9.14928
2023-04-26,8.80863
2023-04-27,13.92303
2023-04-28,14.14859
2023-04-29,12.44303
2023-04-30,11.14256
2023-05-01,10.05616
2023-05-02,8.41964
2023-05-03,8.20789
2023-05-04,8.56925
2023-05-05,10.47046
2023-05-06,10.72135
2023-05-07,11.18399
2023-05-08,9.39557
2023-05-09,8.88919
2023-05-10,9.50835
2023-05-11,9.25286
2023-05-12,8.67974
2023-05-13,9.40938
2023-05-14,9.67407
2023-05-15,8.5002
2023-05-16,7.98002
2023-05-17,7.8189
2023-05-18,7.89255
2023-05-19,8.04446
2023-05-20,9.08253
2023-05-21,9.02959
2023-05-22,8.97896
2023-05-23,8.92602
2023-05-24,8.87998
2023-05-25,8.03065
2023-05-26,8.03065
2023-05-27,8.85467
2023-05-28,9.7109
2023-05-29,9.11706
