date,LG전자주가
2020-12-29,9.71627
2020-12-30,9.18825
2020-12-31,2.09787
2021-01-01,1.23871
2021-01-02,1.48877
2021-01-03,1.40638
2021-01-04,9.90316
2021-01-05,8.61495
2021-01-06,8.88423
2021-01-07,10.46776
2021-01-08,13.03891
2021-01-09,2.25896
2021-01-10,1.71856
2021-01-11,11.87679
2021-01-12,10.40749
2021-01-13,8.82474
2021-01-14,9.13402
2021-01-15,7.45757
2021-01-16,1.03287
2021-01-17,0.85967
2021-01-18,7.09196
2021-01-19,7.68183
2021-01-20,13.51244
2021-01-21,14.88014
2021-01-22,11.99524
2021-01-23,1.52246
2021-01-24,1.21608
2021-01-25,8.75314
2021-01-26,8.28093
2021-01-27,7.55549
2021-01-28,6.69081
2021-01-29,8.08904
2021-01-30,1.16949
2021-01-31,0.94759
2021-02-01,6.96456
2021-02-02,6.34388
2021-02-03,6.391
2021-02-04,5.95668
2021-02-05,5.34522
2021-02-06,0.79466
2021-02-07,0.67226
2021-02-08,5.37497
2021-02-09,5.70189
2021-02-10,5.23835
2021-02-11,0.87915
2021-02-12,0.66489
2021-02-13,0.58408
2021-02-14,0.6054
2021-02-15,5.70031
2021-02-16,5.68004
2021-02-17,5.78822
2021-02-18,5.16202
2021-02-19,5.00646
2021-02-20,0.78071
2021-02-21,0.72964
2021-02-22,5.12464
2021-02-23,5.71847
2021-02-24,5.86114
2021-02-25,5.28679
2021-02-26,4.868
2021-02-27,0.70332
2021-02-28,1.25635
2021-03-01,0.88389
2021-03-02,4.66269
2021-03-03,4.12361
2021-03-04,4.06202
2021-03-05,4.09545
2021-03-06,0.62646
2021-03-07,0.78887
2021-03-08,4.31024
2021-03-09,4.25207
2021-03-10,4.09519
2021-03-11,4.34103
2021-03-12,4.27286
2021-03-13,0.69306
2021-03-14,0.58935
2021-03-15,3.90777
2021-03-16,4.65506
2021-03-17,4.29813
2021-03-18,4.19416
2021-03-19,3.49925
2021-03-20,0.56013
2021-03-21,0.47958
2021-03-22,3.6285
2021-03-23,4.41632
2021-03-24,3.75326
2021-03-25,3.44187
2021-03-26,4.41316
2021-03-27,0.67042
2021-03-28,0.58698
2021-03-29,4.09808
2021-03-30,5.61134
2021-03-31,4.91012
2021-04-01,5.65503
2021-04-02,4.98935
2021-04-03,0.75333
2021-04-04,0.76886
2021-04-05,8.55389
2021-04-06,6.73556
2021-04-07,6.16989
2021-04-08,5.08016
2021-04-09,4.69638
2021-04-10,0.64173
2021-04-11,0.68516
2021-04-12,4.64663
2021-04-13,4.29102
2021-04-14,5.07174
2021-04-15,7.48258
2021-04-16,5.88009
2021-04-17,0.82809
2021-04-18,0.80177
2021-04-19,5.89272
2021-04-20,4.93539
2021-04-21,4.77219
2021-04-22,4.45685
2021-04-23,4.29892
2021-04-24,0.61593
2021-04-25,0.50775
2021-04-26,4.81773
2021-04-27,4.08703
2021-04-28,3.69878
2021-04-29,4.06123
2021-04-30,3.96094
2021-05-01,0.49775
2021-05-02,0.43141
2021-05-03,4.20995
2021-05-04,3.81328
2021-05-05,0.70543
2021-05-06,4.32656
2021-05-07,3.56795
2021-05-08,0.47221
2021-05-09,0.40562
2021-05-10,3.83118
2021-05-11,3.87619
2021-05-12,3.74484
2021-05-13,3.78485
2021-05-14,3.32421
2021-05-15,0.45063
2021-05-16,0.40746
2021-05-17,3.1318
2021-05-18,3.0631
2021-05-19,0.52644
2021-05-20,2.9686
2021-05-21,2.97623
2021-05-22,0.39298
2021-05-23,0.33534
2021-05-24,2.8691
2021-05-25,3.21208
2021-05-26,3.03256
2021-05-27,3.21971
2021-05-28,3.09837
2021-05-29,0.39035
2021-05-30,0.3127
2021-05-31,2.92017
2021-06-01,2.86331
2021-06-02,2.78593
2021-06-03,3.62165
2021-06-04,2.82751
2021-06-05,0.39246
2021-06-06,0.36982
2021-06-07,3.24314
2021-06-08,2.84199
2021-06-09,2.64273
2021-06-10,2.66879
2021-06-11,2.62404
2021-06-12,0.35008
2021-06-13,0.31744
2021-06-14,3.88356
2021-06-15,3.38817
2021-06-16,3.02862
2021-06-17,2.88516
2021-06-18,2.97808
2021-06-19,0.41036
2021-06-20,0.36008
2021-06-21,4.21706
2021-06-22,3.67824
2021-06-23,3.36159
2021-06-24,4.59662
2021-06-25,3.91462
2021-06-26,0.51275
2021-06-27,0.42589
2021-06-28,3.49162
2021-06-29,3.24551
2021-06-30,3.49636
2021-07-01,3.32921
2021-07-02,3.61402
2021-07-03,0.59172
2021-07-04,0.45431
2021-07-05,4.14651
2021-07-06,5.072
2021-07-07,5.70399
2021-07-08,5.07332
2021-07-09,4.48133
2021-07-10,0.55302
2021-07-11,0.46116
2021-07-12,4.00674
2021-07-13,4.28444
2021-07-14,3.77906
2021-07-15,3.61191
2021-07-16,3.18681
2021-07-17,0.41141
2021-07-18,0.4022
2021-07-19,3.18892
2021-07-20,3.67219
2021-07-21,3.44635
2021-07-22,4.0099
2021-07-23,3.92883
2021-07-24,0.53091
2021-07-25,0.46405
2021-07-26,3.33606
2021-07-27,3.11864
2021-07-28,3.13232
2021-07-29,3.43845
2021-07-30,4.33893
2021-07-31,0.50591
2021-08-01,0.37956
2021-08-02,3.46451
2021-08-03,3.315
2021-08-04,3.6106
2021-08-05,3.24446
2021-08-06,3.00177
2021-08-07,0.37114
2021-08-08,0.32613
2021-08-09,3.69298
2021-08-10,3.28578
2021-08-11,3.21392
2021-08-12,3.39923
2021-08-13,3.61823
2021-08-14,0.4501
2021-08-15,0.33113
2021-08-16,0.56381
2021-08-17,3.09968
2021-08-18,3.0094
2021-08-19,3.11337
2021-08-20,3.07573
2021-08-21,0.38088
2021-08-22,0.3685
2021-08-23,4.73429
2021-08-24,3.92488
2021-08-25,3.35817
2021-08-26,3.01466
2021-08-27,2.85884
2021-08-28,0.37614
2021-08-29,0.32033
2021-08-30,3.16839
2021-08-31,3.34158
2021-09-01,3.06626
2021-09-02,2.86252
2021-09-03,6.39521
2021-09-04,1.17001
2021-09-05,0.77334
2021-09-06,4.75877
2021-09-07,3.52926
2021-09-08,3.4853
2021-09-09,3.23682
2021-09-10,4.14862
2021-09-11,0.54223
2021-09-12,0.44958
2021-09-13,3.4603
2021-09-14,3.34211
2021-09-15,3.07836
2021-09-16,2.92201
2021-09-17,3.14996
2021-09-18,0.42668
2021-09-19,0.24084
2021-09-20,0.22584
2021-09-21,0.25927
2021-09-22,0.31402
2021-09-23,3.26973
2021-09-24,3.00203
2021-09-25,0.43668
2021-09-26,0.41509
2021-09-27,2.90806
2021-09-28,3.58401
2021-09-29,3.66824
2021-09-30,3.64534
2021-10-01,3.01124
2021-10-02,0.44168
2021-10-03,0.34771
2021-10-04,0.54697
2021-10-05,3.17497
2021-10-06,3.2484
2021-10-07,3.10284
2021-10-08,3.12048
2021-10-09,0.39877
2021-10-10,0.32376
2021-10-11,0.46853
2021-10-12,3.45924
2021-10-13,3.38975
2021-10-14,3.086
2021-10-15,2.94781
2021-10-16,0.35455
2021-10-17,0.26585
2021-10-18,2.55455
2021-10-19,2.55192
2021-10-20,2.44479
2021-10-21,2.39109
2021-10-22,2.18578
2021-10-23,0.28006
2021-10-24,0.23768
2021-10-25,2.26133
2021-10-26,2.36214
2021-10-27,2.4211
2021-10-28,2.63931
2021-10-29,2.95096
2021-10-30,0.37614
2021-10-31,0.26269
2021-11-01,2.50086
2021-11-02,2.75408
2021-11-03,2.41057
2021-11-04,2.63957
2021-11-05,2.26975
2021-11-06,0.29296
2021-11-07,0.22215
2021-11-08,2.25396
2021-11-09,2.15656
2021-11-10,2.14919
2021-11-11,2.50086
2021-11-12,2.45795
2021-11-13,0.35561
2021-11-14,0.31428
2021-11-15,2.61325
2021-11-16,2.38557
2021-11-17,2.11103
2021-11-18,2.04127
2021-11-19,6.30098
2021-11-20,1.00708
2021-11-21,0.72148
2021-11-22,4.38157
2021-11-23,3.57796
2021-11-24,3.03125
2021-11-25,2.67142
2021-11-26,2.53376
2021-11-27,0.39061
2021-11-28,0.29928
2021-11-29,2.60088
2021-11-30,3.09231
2021-12-01,3.1339
2021-12-02,3.12943
2021-12-03,2.75118
2021-12-04,0.34639
2021-12-05,0.37114
2021-12-06,2.74697
2021-12-07,2.90016
2021-12-08,3.13417
2021-12-09,2.82462
2021-12-10,2.66827
2021-12-11,0.61093
2021-12-12,0.45932
2021-12-13,5.40603
2021-12-14,4.03886
2021-12-15,3.65245
2021-12-16,3.50241
2021-12-17,3.16575
2021-12-18,0.49985
2021-12-19,0.39219
2021-12-20,3.05652
2021-12-21,3.68219
2021-12-22,3.48873
2021-12-23,5.36575
2021-12-24,4.1373
2021-12-25,0.50169
2021-12-26,0.51143
2021-12-27,4.0307
2021-12-28,3.66271
2021-12-29,4.09519
2021-12-30,3.3837
2021-12-31,0.87152
2022-01-01,0.30402
2022-01-02,0.36192
2022-01-03,3.33264
2022-01-04,4.18126
2022-01-05,3.57506
2022-01-06,3.54532
2022-01-07,3.91435
2022-01-08,0.56066
2022-01-09,0.43852
2022-01-10,4.17494
2022-01-11,3.50978
2022-01-12,4.21206
2022-01-13,7.50758
2022-01-14,5.65398
2022-01-15,0.67489
2022-01-16,0.56803
2022-01-17,3.95094
2022-01-18,3.79959
2022-01-19,3.70562
2022-01-20,3.72273
2022-01-21,4.61926
2022-01-22,0.64041
2022-01-23,0.46932
2022-01-24,3.91856
2022-01-25,3.92462
2022-01-26,3.71352
2022-01-27,4.54845
2022-01-28,4.4966
2022-01-29,0.55329
2022-01-30,0.37035
2022-01-31,0.3814
2022-02-01,0.40983
2022-02-02,0.46642
2022-02-03,4.13309
2022-02-04,3.48899
2022-02-05,0.52512
2022-02-06,0.43694
2022-02-07,3.43582
2022-02-08,3.20102
2022-02-09,3.62376
2022-02-10,3.46661
2022-02-11,3.03783
2022-02-12,0.41773
2022-02-13,0.34639
2022-02-14,3.00703
2022-02-15,2.93833
2022-02-16,3.05968
2022-02-17,3.12864
2022-02-18,2.65537
2022-02-19,0.32534
2022-02-20,0.29638
2022-02-21,2.79014
2022-02-22,2.54271
2022-02-23,3.26788
2022-02-24,3.30921
2022-02-25,2.87305
2022-02-26,0.3864
2022-02-27,0.3685
2022-02-28,2.70327
2022-03-01,0.57908
2022-03-02,2.62036
2022-03-03,2.87963
2022-03-04,2.52139
2022-03-05,0.36456
2022-03-06,0.29217
2022-03-07,2.68169
2022-03-08,2.62431
2022-03-09,0.4093
2022-03-10,2.61983
2022-03-11,2.52376
2022-03-12,0.3893
2022-03-13,0.30559
2022-03-14,2.53639
2022-03-15,2.52718
2022-03-16,2.57087
2022-03-17,2.86752
2022-03-18,2.57403
2022-03-19,0.37535
2022-03-20,0.32033
2022-03-21,2.34082
2022-03-22,2.30081
2022-03-23,2.48849
2022-03-24,2.32318
2022-03-25,2.28765
2022-03-26,0.27848
2022-03-27,0.2419
2022-03-28,2.25501
2022-03-29,2.32739
2022-03-30,2.42215
2022-03-31,2.36767
2022-04-01,2.46874
2022-04-02,0.33455
2022-04-03,0.27638
2022-04-04,2.5206
2022-04-05,2.27238
2022-04-06,2.72907
2022-04-07,2.95412
2022-04-08,5.13965
2022-04-09,0.96891
2022-04-10,0.58671
2022-04-11,3.9212
2022-04-12,3.00361
2022-04-13,3.79011
2022-04-14,3.53637
2022-04-15,3.02651
2022-04-16,0.40062
2022-04-17,0.33218
2022-04-18,2.69643
2022-04-19,2.72802
2022-04-20,2.60404
2022-04-21,2.65221
2022-04-22,2.1842
2022-04-23,0.31033
2022-04-24,0.28585
2022-04-25,2.28607
2022-04-26,2.47164
2022-04-27,2.28291
2022-04-28,2.48875
2022-04-29,3.9212
2022-04-30,0.40009
2022-05-01,0.30165
2022-05-02,2.44795
2022-05-03,2.4519
2022-05-04,2.14709
2022-05-05,0.37087
2022-05-06,2.13945
2022-05-07,0.30217
2022-05-08,0.24295
2022-05-09,2.21816
2022-05-10,2.25027
2022-05-11,2.68143
2022-05-12,2.38794
2022-05-13,2.36635
2022-05-14,0.3435
2022-05-15,0.25532
2022-05-16,2.17973
2022-05-17,2.29528
2022-05-18,2.25027
2022-05-19,4.12098
2022-05-20,2.82857
2022-05-21,0.31902
2022-05-22,0.24821
2022-05-23,2.23816
2022-05-24,2.13893
2022-05-25,2.17025
2022-05-26,2.1642
2022-05-27,2.1484
2022-05-28,0.27532
2022-05-29,0.24058
2022-05-30,2.41373
2022-05-31,2.27501
2022-06-01,0.35376
2022-06-02,1.93598
2022-06-03,2.04417
2022-06-04,0.24979
2022-06-05,0.19873
2022-06-06,0.24637
2022-06-07,1.85175
2022-06-08,1.98468
2022-06-09,1.85991
2022-06-10,1.87992
2022-06-11,0.26822
2022-06-12,0.26348
2022-06-13,2.70749
2022-06-14,2.54824
2022-06-15,2.38688
2022-06-16,2.46585
2022-06-17,2.20184
2022-06-18,0.31639
2022-06-19,0.25637
2022-06-20,2.36003
2022-06-21,2.1742
2022-06-22,2.48664
2022-06-23,2.45085
2022-06-24,2.28975
2022-06-25,0.31165
2022-06-26,0.27269
2022-06-27,2.38662
2022-06-28,2.13445
2022-06-29,2.32213
2022-06-30,2.07102
2022-07-01,2.42531
2022-07-02,0.30875
2022-07-03,0.23558
2022-07-04,2.03627
2022-07-05,3.13285
2022-07-06,2.33792
2022-07-07,2.7446
2022-07-08,2.67037
2022-07-09,0.29507
2022-07-10,0.21557
2022-07-11,2.01758
2022-07-12,1.7233
2022-07-13,1.80385
2022-07-14,1.74989
2022-07-15,1.8357
2022-07-16,0.25321
2022-07-17,0.21505
2022-07-18,2.17578
2022-07-19,1.89545
2022-07-20,2.04838
2022-07-21,1.9423
2022-07-22,1.70856
2022-07-23,0.19715
2022-07-24,0.15793
2022-07-25,1.86649
2022-07-26,1.66803
2022-07-27,1.63144
2022-07-28,1.81885
2022-07-29,1.81675
2022-07-30,0.23584
2022-07-31,0.17977
2022-08-01,1.73173
2022-08-02,1.57616
2022-08-03,1.63697
2022-08-04,2.05496
2022-08-05,1.86702
2022-08-06,0.20478
2022-08-07,0.17477
2022-08-08,1.79437
2022-08-09,1.78384
2022-08-10,1.66013
2022-08-11,6.97535
2022-08-12,3.47556
2022-08-13,0.36561
2022-08-14,0.2419
2022-08-15,0.28348
2022-08-16,2.51112
2022-08-17,2.52823
2022-08-18,2.11234
2022-08-19,1.93625
2022-08-20,0.2032
2022-08-21,0.1703
2022-08-22,1.79095
2022-08-23,1.79542
2022-08-24,1.79753
2022-08-25,1.91124
2022-08-26,1.90966
2022-08-27,0.21794
2022-08-28,0.14819
2022-08-29,1.87729
2022-08-30,1.87308
2022-08-31,2.08392
2022-09-01,1.74462
2022-09-02,1.7641
2022-09-03,0.21241
2022-09-04,0.19767
2022-09-05,1.71462
2022-09-06,1.61012
2022-09-07,1.65565
2022-09-08,1.50509
2022-09-09,0.17793
2022-09-10,0.12555
2022-09-11,0.12766
2022-09-12,0.18583
2022-09-13,2.20658
2022-09-14,1.80859
2022-09-15,1.68645
2022-09-16,1.54379
2022-09-17,0.19952
2022-09-18,0.14924
2022-09-19,1.50904
2022-09-20,1.49799
2022-09-21,1.57063
2022-09-22,1.70514
2022-09-23,1.58037
2022-09-24,0.21083
2022-09-25,0.15924
2022-09-26,1.62828
2022-09-27,1.66513
2022-09-28,1.79121
2022-09-29,1.66513
2022-09-30,1.60985
2022-10-01,0.21557
2022-10-02,0.18951
2022-10-03,0.20873
2022-10-04,1.72304
2022-10-05,1.68013
2022-10-06,1.60064
2022-10-07,1.64828
2022-10-08,0.23716
2022-10-09,0.18583
2022-10-10,0.21373
2022-10-11,1.62828
2022-10-12,1.53747
2022-10-13,1.46245
2022-10-14,1.64565
2022-10-15,0.24532
2022-10-16,0.23189
2022-10-17,1.71146
2022-10-18,1.7741
2022-10-19,1.59827
2022-10-20,1.37427
2022-10-21,1.27767
2022-10-22,0.16082
2022-10-23,0.12897
2022-10-24,1.4335
2022-10-25,1.38348
2022-10-26,1.83649
2022-10-27,1.75673
2022-10-28,1.65381
2022-10-29,0.2211
2022-10-30,0.14003
2022-10-31,1.64223
2022-11-01,1.75621
2022-11-02,1.72857
2022-11-03,1.55484
2022-11-04,3.4803
2022-11-05,0.8631
2022-11-06,0.55881
2022-11-07,2.71959
2022-11-08,2.24079
2022-11-09,2.32897
2022-11-10,1.9552
2022-11-11,2.45295
2022-11-12,0.27374
2022-11-13,0.22479
2022-11-14,2.26554
2022-11-15,2.21158
2022-11-16,1.91019
2022-11-17,1.65434
2022-11-18,1.69803
2022-11-19,0.17451
2022-11-20,0.1345
2022-11-21,1.49325
2022-11-22,1.42797
2022-11-23,1.53721
2022-11-24,1.54326
2022-11-25,1.3927
2022-11-26,0.18346
2022-11-27,0.14608
2022-11-28,2.92438
2022-11-29,1.71172
2022-11-30,3.05046
2022-12-01,2.05417
2022-12-02,1.91624
2022-12-03,0.17425
2022-12-04,0.16477
2022-12-05,1.71935
2022-12-06,2.24027
2022-12-07,3.44187
2022-12-08,1.98758
2022-12-09,1.69277
2022-12-10,0.1853
2022-12-11,0.18109
2022-12-12,1.51825
2022-12-13,1.54537
2022-12-14,1.57511
2022-12-15,1.33558
2022-12-16,1.36322
2022-12-17,0.16003
2022-12-18,0.12266
2022-12-19,1.30504
2022-12-20,1.25372
2022-12-21,1.27346
2022-12-22,2.74592
2022-12-23,1.89045
2022-12-24,0.20399
2022-12-25,0.15714
2022-12-26,1.50772
2022-12-27,1.46614
2022-12-28,1.48061
2022-12-29,1.3977
2022-12-30,0.51249
2022-12-31,0.13187
2023-01-01,0.12213
2023-01-02,1.31005
2023-01-03,1.39822
2023-01-04,1.90782
2023-01-05,1.56642
2023-01-06,2.06154
2023-01-07,0.29875
2023-01-08,0.17951
2023-01-09,2.3245
2023-01-10,1.81938
2023-01-11,1.61433
2023-01-12,1.45008
2023-01-13,1.56011
2023-01-14,0.16556
2023-01-15,0.15609
2023-01-16,1.54879
2023-01-17,1.40349
2023-01-18,1.32768
2023-01-19,1.54036
2023-01-20,1.30215
2023-01-21,0.13924
2023-01-22,0.11555
2023-01-23,0.13213
2023-01-24,0.15477
2023-01-25,1.59722
2023-01-26,1.63591
2023-01-27,2.04075
2023-01-28,0.27348
2023-01-29,0.18425
2023-01-30,2.60404
2023-01-31,2.17525
2023-02-01,1.88624
2023-02-02,1.9244
2023-02-03,1.8428
2023-02-04,0.21426
2023-02-05,0.16661
2023-02-06,1.99205
2023-02-07,1.74805
2023-02-08,3.5082
2023-02-09,2.39715
2023-02-10,2.92754
2023-02-11,0.4322
2023-02-12,0.28822
2023-02-13,2.0647
2023-02-14,4.56188
2023-02-15,2.55692
2023-02-16,2.4898
2023-02-17,2.17446
2023-02-18,0.23663
2023-02-19,0.20346
2023-02-20,2.02258
2023-02-21,2.01521
2023-02-22,1.7491
2023-02-23,2.91912
2023-02-24,1.98863
2023-02-25,0.22873
2023-02-26,0.20162
2023-02-27,1.73252
2023-02-28,1.75015
2023-03-01,0.28901
2023-03-02,1.7133
2023-03-03,1.56221
2023-03-04,0.19636
2023-03-05,0.1653
2023-03-06,2.00653
2023-03-07,1.77305
2023-03-08,2.54455
2023-03-09,2.05759
2023-03-10,1.7591
2023-03-11,0.23716
2023-03-12,0.19083
2023-03-13,2.10734
2023-03-14,2.06075
2023-03-15,2.47217
2023-03-16,1.96915
2023-03-17,1.92756
2023-03-18,0.23031
2023-03-19,0.19425
2023-03-20,1.8078
2023-03-21,1.64697
2023-03-22,1.69172
2023-03-23,1.90677
2023-03-24,1.62644
2023-03-25,0.16898
2023-03-26,0.15372
2023-03-27,1.55721
2023-03-28,1.77753
2023-03-29,1.63275
2023-03-30,1.65118
2023-03-31,1.70303
2023-04-01,0.21347
2023-04-02,0.18372
2023-04-03,1.57037
2023-04-04,1.70067
2023-04-05,1.87044
2023-04-06,1.79095
2023-04-07,2.32924
2023-04-08,0.34955
2023-04-09,0.21636
2023-04-10,1.96441
2023-04-11,2.03943
2023-04-12,2.08865
2023-04-13,2.02258
2023-04-14,1.77753
2023-04-15,0.23084
2023-04-16,0.20715
2023-04-17,1.80069
2023-04-18,1.69198
2023-04-19,1.69672
2023-04-20,1.55142
2023-04-21,1.53378
2023-04-22,0.22031
2023-04-23,0.19846
2023-04-24,1.45008
2023-04-25,1.65723
2023-04-26,1.66302
2023-04-27,1.60538
2023-04-28,1.65434
2023-04-29,0.19715
2023-04-30,0.15161
2023-05-01,0.39641
2023-05-02,1.46087
2023-05-03,1.27714
2023-05-04,1.18738
2023-05-05,0.19794
2023-05-06,0.14793
2023-05-07,0.12845
2023-05-08,1.51746
2023-05-09,1.32979
2023-05-10,1.56037
2023-05-11,1.56958
2023-05-12,1.36664
2023-05-13,0.17451
2023-05-14,0.13871
2023-05-15,1.28135
2023-05-16,1.22371
2023-05-17,1.27109
2023-05-18,1.33295
2023-05-19,1.39375
2023-05-20,0.16188
2023-05-21,0.1295
2023-05-22,1.41797
2023-05-23,1.34295
2023-05-24,1.08315
2023-05-25,1.12895
2023-05-26,1.20449
2023-05-27,0.17714
2023-05-28,0.14319
