date,비트코인거래소
2020-03-20,8.09384
2020-03-21,5.13022
2020-03-22,4.28828
2020-03-23,6.2528
2020-03-24,6.84777
2020-03-25,6.94881
2020-03-26,5.92725
2020-03-27,5.09654
2020-03-28,4.46789
2020-03-29,3.23304
2020-03-30,4.77099
2020-03-31,5.57925
2020-04-01,4.62505
2020-04-02,4.5577
2020-04-03,4.46789
2020-04-04,3.70453
2020-04-05,3.36775
2020-04-06,4.77099
2020-04-07,5.38841
2020-04-08,4.59137
2020-04-09,4.6475
2020-04-10,3.3453
2020-04-11,3.15446
2020-04-12,3.05343
2020-04-13,3.82801
2020-04-14,3.6484
2020-04-15,2.63807
2020-04-16,3.6035
2020-04-17,3.79434
2020-04-18,2.89627
2020-04-19,2.46969
2020-04-20,3.19937
2020-04-21,3.12079
2020-04-22,3.28917
2020-04-23,2.98607
2020-04-24,3.88414
2020-04-25,2.77278
2020-04-26,2.54827
2020-04-27,3.52492
2020-04-28,3.51369
2020-04-29,4.31073
2020-04-30,6.06196
2020-05-01,3.48001
2020-05-02,3.07588
2020-05-03,2.75033
2020-05-04,2.88504
2020-05-05,2.17781
2020-05-06,2.55949
2020-05-07,2.67175
2020-05-08,3.06466
2020-05-09,2.57072
2020-05-10,2.18904
2020-05-11,2.6942
2020-05-12,2.3911
2020-05-13,2.02065
2020-05-14,2.87382
2020-05-15,2.58194
2020-05-16,2.20026
2020-05-17,1.81859
2020-05-18,2.85136
2020-05-19,2.78401
2020-05-20,2.91872
2020-05-21,2.68298
2020-05-22,2.37988
2020-05-23,2.20026
2020-05-24,2.23394
2020-05-25,2.81769
2020-05-26,2.59317
2020-05-27,2.46969
2020-05-28,2.05433
2020-05-29,2.0431
2020-05-30,1.97575
2020-05-31,1.87471
2020-06-01,3.10956
2020-06-02,3.31162
2020-06-03,3.00853
2020-06-04,3.00853
2020-06-05,2.73911
2020-06-06,2.06555
2020-06-07,2.41356
2020-06-08,3.53614
2020-06-09,3.14324
2020-06-10,2.92995
2020-06-11,3.23304
2020-06-12,2.70543
2020-06-13,2.12168
2020-06-14,2.17781
2020-06-15,3.71576
2020-06-16,3.71576
2020-06-17,3.07588
2020-06-18,3.10956
2020-06-19,2.59317
2020-06-20,2.07678
2020-06-21,2.31252
2020-06-22,2.81769
2020-06-23,2.75033
2020-06-24,2.78401
2020-06-25,2.32375
2020-06-26,2.6044
2020-06-27,1.75123
2020-06-28,1.82981
2020-06-29,2.16659
2020-06-30,2.33497
2020-07-01,2.40233
2020-07-02,1.82981
2020-07-03,2.27885
2020-07-04,1.71755
2020-07-05,1.74
2020-07-06,2.3911
2020-07-07,2.59317
2020-07-08,2.36865
2020-07-09,2.70543
2020-07-10,2.37988
2020-07-11,1.82981
2020-07-12,1.86349
2020-07-13,2.03188
2020-07-14,2.08801
2020-07-15,2.06555
2020-07-16,2.11046
2020-07-17,1.84104
2020-07-18,1.48181
2020-07-19,1.59407
2020-07-20,2.12168
2020-07-21,2.08801
2020-07-22,2.35743
2020-07-23,2.36865
2020-07-24,1.75123
2020-07-25,1.59407
2020-07-26,2.16659
2020-07-27,4.32195
2020-07-28,4.61383
2020-07-29,3.98518
2020-07-30,3.9066
2020-07-31,3.19937
2020-08-01,3.43511
2020-08-02,6.84777
2020-08-03,4.41176
2020-08-04,4.17602
2020-08-05,3.98518
2020-08-06,3.68208
2020-08-07,3.58105
2020-08-08,2.86259
2020-08-09,2.73911
2020-08-10,3.89537
2020-08-11,4.15356
2020-08-12,3.87292
2020-08-13,4.06376
2020-08-14,4.13111
2020-08-15,2.37988
2020-08-16,2.97485
2020-08-17,3.05343
2020-08-18,4.2995
2020-08-19,3.55859
2020-08-20,3.03098
2020-08-21,3.43511
2020-08-22,2.58194
2020-08-23,2.97485
2020-08-24,3.65963
2020-08-25,3.81679
2020-08-26,4.66995
2020-08-27,3.81679
2020-08-28,3.55859
2020-08-29,3.33408
2020-08-30,2.6493
2020-08-31,3.39021
2020-09-01,3.72698
2020-09-02,4.22092
2020-09-03,3.52492
2020-09-04,4.68118
2020-09-05,3.24427
2020-09-06,2.63807
2020-09-07,3.44634
2020-09-08,3.72698
2020-09-09,3.49124
2020-09-10,4.87202
2020-09-11,4.38931
2020-09-12,3.13201
2020-09-13,2.98607
2020-09-14,3.58105
2020-09-15,3.31162
2020-09-16,3.10956
2020-09-17,3.39021
2020-09-18,2.84014
2020-09-19,2.6493
2020-09-20,2.72788
2020-09-21,2.6044
2020-09-22,2.72788
2020-09-23,2.57072
2020-09-24,2.59317
2020-09-25,2.53704
2020-09-26,1.67265
2020-09-27,1.97575
2020-09-28,2.21149
2020-09-29,2.25639
2020-09-30,1.9533
2020-10-01,1.52671
2020-10-02,1.85226
2020-10-03,1.75123
2020-10-04,1.49303
2020-10-05,2.03188
2020-10-06,1.80736
2020-10-07,1.68387
2020-10-08,2.21149
2020-10-09,2.18904
2020-10-10,2.15536
2020-10-11,1.53794
2020-10-12,1.98697
2020-10-13,1.93084
2020-10-14,2.02065
2020-10-15,1.66142
2020-10-16,2.37988
2020-10-17,1.53794
2020-10-18,1.45936
2020-10-19,1.85226
2020-10-20,1.86349
2020-10-21,2.13291
2020-10-22,4.18724
2020-10-23,2.26762
2020-10-24,1.6951
2020-10-25,2.03188
2020-10-26,2.00942
2020-10-27,2.02065
2020-10-28,2.45846
2020-10-29,2.57072
2020-10-30,2.13291
2020-10-31,2.14414
2020-11-01,2.07678
2020-11-02,2.41356
2020-11-03,1.94207
2020-11-04,2.13291
2020-11-05,2.66052
2020-11-06,6.81409
2020-11-07,3.9066
2020-11-08,3.48001
2020-11-09,3.92905
2020-11-10,3.87292
2020-11-11,4.33318
2020-11-12,3.81679
2020-11-13,4.56892
2020-11-14,3.28917
2020-11-15,3.23304
2020-11-16,3.58105
2020-11-17,5.54557
2020-11-18,16.3224
2020-11-19,13.95374
2020-11-20,11.98922
2020-11-21,15.95195
2020-11-22,15.06511
2020-11-23,15.26717
2020-11-24,27.36865
2020-11-25,19.98203
2020-11-26,17.15312
2020-11-27,12.85361
2020-11-28,10.74315
2020-11-29,8.96946
2020-11-30,10.79928
2020-12-01,19.49932
2020-12-02,12.61787
2020-12-03,11.93309
2020-12-04,8.5092
2020-12-05,6.81409
2020-12-06,6.06196
2020-12-07,7.75707
2020-12-08,6.32016
2020-12-09,6.87022
2020-12-10,5.81499
2020-12-11,5.14144
2020-12-12,4.41176
2020-12-13,4.97305
2020-12-14,6.09564
2020-12-15,5.65783
2020-12-16,6.02828
2020-12-17,24.51728
2020-12-18,17.33273
2020-12-19,12.78625
2020-12-20,11.34934
2020-12-21,12.40458
2020-12-22,9.45217
2020-12-23,10.91154
2020-12-24,9.26133
2020-12-25,9.94611
2020-12-26,10.7656
2020-12-27,27.14414
2020-12-28,20.44229
2020-12-29,12.66277
2020-12-30,15.03143
2020-12-31,16.28872
2021-01-01,13.34755
2021-01-02,13.26897
2021-01-03,52.86259
2021-01-04,43.74719
2021-01-05,22.77727
2021-01-06,28.15446
2021-01-07,44.85855
2021-01-08,50.02245
2021-01-09,36.43915
2021-01-10,35.02469
2021-01-11,29.66995
2021-01-12,19.34216
2021-01-13,15.19982
2021-01-14,17.80422
2021-01-15,14.11091
2021-01-16,12.97709
2021-01-17,10.82173
2021-01-18,9.74405
2021-01-19,9.51953
2021-01-20,9.95734
2021-01-21,9.2052
2021-01-22,12.39335
2021-01-23,9.03682
2021-01-24,8.13875
2021-01-25,10.33902
2021-01-26,8.07139
2021-01-27,7.03861
2021-01-28,7.22945
2021-01-29,8.86843
2021-01-30,8.47552
2021-01-31,12.00044
2021-02-01,18.91558
2021-02-02,13.75168
2021-02-03,12.14638
2021-02-04,12.13515
2021-02-05,11.13605
2021-02-06,10.4176
2021-02-07,8.7674
2021-02-08,14.00987
2021-02-09,52.3462
2021-02-10,27.21149
2021-02-11,22.92321
2021-02-12,26.59407
2021-02-13,27.81769
2021-02-14,24.96632
2021-02-15,30.79254
2021-02-16,28.32285
2021-02-17,47.82218
2021-02-18,77.06555
2021-02-19,58.67759
2021-02-20,100.0
2021-02-21,66.69286
2021-02-22,74.79793
2021-02-23,52.23394
2021-02-24,39.78446
2021-02-25,30.6466
2021-02-26,26.25729
2021-02-27,24.32644
2021-02-28,18.16344
2021-03-01,18.67983
2021-03-02,17.50112
2021-03-03,16.54692
2021-03-04,17.15312
2021-03-05,13.79658
2021-03-06,12.04535
2021-03-07,11.97799
2021-03-08,12.05657
2021-03-09,16.83879
2021-03-10,18.74719
2021-03-11,19.45442
2021-03-12,21.60978
2021-03-13,26.58284
2021-03-14,40.17736
2021-03-15,38.05568
2021-03-16,35.8105
2021-03-17,29.14234
2021-03-18,31.42119
2021-03-19,27.48091
2021-03-20,29.79344
2021-03-21,23.67534
2021-03-22,25.52761
2021-03-23,28.9066
2021-03-24,23.59676
2021-03-25,20.62191
2021-03-26,14.75078
2021-03-27,11.86573
2021-03-28,12.43825
2021-03-29,18.80332
2021-03-30,22.94566
2021-03-31,31.70184
2021-04-01,39.93039
2021-04-02,62.98832
2021-04-03,49.7867
2021-04-04,33.17242
2021-04-05,54.65873
2021-04-06,52.72788
2021-04-07,53.3453
2021-04-08,33.82352
2021-04-09,29.68118
2021-04-10,24.87651
2021-04-11,24.82038
2021-04-12,25.92052
2021-04-13,26.53794
2021-04-14,32.07229
2021-04-15,28.44634
2021-04-16,37.92096
2021-04-17,37.98832
2021-04-18,30.39964
2021-04-19,37.80871
2021-04-20,58.87965
2021-04-21,51.6502
2021-04-22,65.94072
2021-04-23,64.08845
2021-04-24,38.21284
2021-04-25,24.0458
2021-04-26,27.71665
2021-04-27,27.11046
2021-04-28,21.01481
2021-04-29,15.6264
2021-04-30,14.9753
2021-05-01,17.73686
2021-05-02,15.96317
2021-05-03,19.65648
2021-05-04,23.92231
2021-05-05,25.57251
2021-05-06,22.49663
2021-05-07,24.67444
2021-05-08,18.46654
2021-05-09,17.36641
2021-05-10,19.533
2021-05-11,17.79299
2021-05-12,17.13066
2021-05-13,18.56757
2021-05-14,14.16704
2021-05-15,9.72159
2021-05-16,9.28378
2021-05-17,13.78536
2021-05-18,9.97979
2021-05-19,14.33542
2021-05-20,19.08396
2021-05-21,14.14458
2021-05-22,12.93219
2021-05-23,10.94521
2021-05-24,15.05388
2021-05-25,13.1118
2021-05-26,12.4607
2021-05-27,9.82263
2021-05-28,8.34081
2021-05-29,9.19398
2021-05-30,7.52132
2021-05-31,8.35204
2021-06-01,7.48765
2021-06-02,6.08441
2021-06-03,5.9497
2021-06-04,6.2079
2021-06-05,5.17512
2021-06-06,6.11809
2021-06-07,6.45487
2021-06-08,7.01616
2021-06-09,6.54467
2021-06-10,6.11809
2021-06-11,5.87112
2021-06-12,4.87202
2021-06-13,4.47911
2021-06-14,6.09564
2021-06-15,4.83834
2021-06-16,4.65873
2021-06-17,4.87202
2021-06-18,4.23215
2021-06-19,3.10956
2021-06-20,2.9973
2021-06-21,4.35563
2021-06-22,7.01616
2021-06-23,6.30893
2021-06-24,5.32105
2021-06-25,4.2546
2021-06-26,4.2995
2021-06-27,4.54647
2021-06-28,6.09564
2021-06-29,7.62236
2021-06-30,7.8132
2021-07-01,5.91603
2021-07-02,4.10866
2021-07-03,4.79344
2021-07-04,4.09744
2021-07-05,4.71486
2021-07-06,3.59227
2021-07-07,3.46879
2021-07-08,2.79524
2021-07-09,2.53704
2021-07-10,2.58194
2021-07-11,2.35743
2021-07-12,2.88504
2021-07-13,2.52581
2021-07-14,2.53704
2021-07-15,2.77278
2021-07-16,2.77278
2021-07-17,2.40233
2021-07-18,2.29007
2021-07-19,2.73911
2021-07-20,3.43511
2021-07-21,2.86259
2021-07-22,3.19937
2021-07-23,2.6942
2021-07-24,1.97575
2021-07-25,2.14414
2021-07-26,4.5577
2021-07-27,3.87292
2021-07-28,3.00853
2021-07-29,3.24427
2021-07-30,3.09833
2021-07-31,2.61562
2021-08-01,2.82891
2021-08-02,3.01975
2021-08-03,2.6493
2021-08-04,3.03098
2021-08-05,4.2995
2021-08-06,3.19937
2021-08-07,4.26582
2021-08-08,4.43421
2021-08-09,4.9057
2021-08-10,4.63628
2021-08-11,5.53435
2021-08-12,6.36506
2021-08-13,5.63538
2021-08-14,6.43242
2021-08-15,5.52312
2021-08-16,7.00493
2021-08-17,9.07049
2021-08-18,6.64571
2021-08-19,5.46699
2021-08-20,4.80466
2021-08-21,4.89447
2021-08-22,3.28917
2021-08-23,6.40996
2021-08-24,7.73462
2021-08-25,7.98158
2021-08-26,8.58778
2021-08-27,5.83744
2021-08-28,4.88325
2021-08-29,5.14144
2021-08-30,8.06017
2021-08-31,5.39964
2021-09-01,5.11899
2021-09-02,5.91603
2021-09-03,5.91603
2021-09-04,6.34261
2021-09-05,6.23035
2021-09-06,9.55321
2021-09-07,9.7665
2021-09-08,10.51863
2021-09-09,7.64481
2021-09-10,6.35383
2021-09-11,4.70363
2021-09-12,4.75976
2021-09-13,5.38841
2021-09-14,5.98338
2021-09-15,6.11809
2021-09-16,5.6017
2021-09-17,7.95913
2021-09-18,6.32016
2021-09-19,4.10866
2021-09-20,4.79344
2021-09-21,7.58868
2021-09-22,7.36416
2021-09-23,7.555
2021-09-24,13.78536
2021-09-25,10.05837
2021-09-26,6.65693
2021-09-27,7.80197
2021-09-28,6.12932
2021-09-29,4.9955
2021-09-30,4.68118
