date,코오롱오두막
2023-08-08,1.08774
2023-08-09,1.59535
2023-08-10,0.36258
2023-08-11,1.37781
2023-08-12,1.08774
2023-08-13,2.248
2023-08-14,1.08774
2023-08-15,1.08774
2023-08-16,2.32052
2023-08-17,1.59535
2023-08-18,1.37781
2023-08-19,1.52284
2023-08-20,1.59535
2023-08-21,0.94271
2023-08-22,1.74039
2023-08-23,2.03045
2023-08-24,2.248
2023-08-25,1.52284
2023-08-26,1.16026
2023-08-27,2.17548
2023-08-28,2.17548
2023-08-29,1.95794
2023-08-30,1.88542
2023-08-31,1.45032
2023-09-01,1.52284
2023-09-02,1.37781
2023-09-03,2.03045
2023-09-04,2.10297
2023-09-05,1.30529
2023-09-06,2.32052
2023-09-07,2.17548
2023-09-08,1.66787
2023-09-09,1.52284
2023-09-10,2.53807
2023-09-11,2.61058
2023-09-12,3.55329
2023-09-13,3.26323
2023-09-14,1.88542
2023-09-15,0.94271
2023-09-16,1.66787
2023-09-17,2.46555
2023-09-18,2.03045
2023-09-19,1.95794
2023-09-20,1.59535
2023-09-21,1.30529
2023-09-22,2.17548
2023-09-23,2.17548
2023-09-24,3.1182
2023-09-25,2.17548
2023-09-26,1.16026
2023-09-27,1.16026
2023-09-28,1.16026
2023-09-29,1.95794
2023-09-30,1.45032
2023-10-01,2.6831
2023-10-02,2.75562
2023-10-03,3.33575
2023-10-04,3.77084
2023-10-05,2.6831
2023-10-06,2.46555
2023-10-07,2.17548
2023-10-08,3.62581
2023-10-09,2.46555
2023-10-10,2.90065
2023-10-11,2.61058
2023-10-12,3.04568
2023-10-13,7.25163
2023-10-14,5.22117
2023-10-15,16.4612
2023-10-16,5.72878
2023-10-17,5.22117
2023-10-18,6.74401
2023-10-19,6.96156
2023-10-20,6.74401
2023-10-21,6.74401
2023-10-22,6.01885
2023-10-23,7.03408
2023-10-24,4.27846
2023-10-25,4.56852
2023-10-26,5.43872
2023-10-27,7.39666
2023-10-28,4.78607
2023-10-29,8.9195
2023-10-30,8.99202
2023-10-31,5.3662
2023-11-01,5.07614
2023-11-02,5.00362
2023-11-03,6.6715
2023-11-04,4.13343
2023-11-05,4.20594
2023-11-06,4.49601
2023-11-07,4.9311
2023-11-08,4.20594
2023-11-09,4.06091
2023-11-10,5.65627
2023-11-11,2.6831
2023-11-12,6.45395
2023-11-13,3.69833
2023-11-14,2.6831
2023-11-15,3.19071
2023-11-16,2.97316
2023-11-17,3.33575
2023-11-18,2.32052
2023-11-19,2.97316
2023-11-20,5.43872
2023-11-21,3.26323
2023-11-22,1.88542
2023-11-23,3.1182
2023-11-24,3.19071
2023-11-25,1.8129
2023-11-26,3.19071
2023-11-27,2.248
2023-11-28,2.46555
2023-11-29,2.39303
2023-11-30,0.72516
2023-12-01,1.88542
2023-12-02,1.30529
2023-12-03,2.17548
2023-12-04,2.03045
2023-12-05,3.04568
2023-12-06,2.10297
2023-12-07,1.88542
2023-12-08,2.03045
2023-12-09,1.01522
2023-12-10,2.17548
2023-12-11,2.03045
2023-12-12,1.88542
2023-12-13,2.82813
2023-12-14,1.45032
2023-12-15,1.37781
2023-12-16,2.97316
2023-12-17,1.52284
2023-12-18,1.59535
2023-12-19,1.08774
2023-12-20,5.58375
2023-12-21,2.10297
2023-12-22,1.01522
2023-12-23,1.59535
2023-12-24,2.17548
2023-12-25,2.248
2023-12-26,1.37781
2023-12-27,1.23277
2023-12-28,2.17548
2023-12-29,2.03045
2023-12-30,1.37781
2023-12-31,1.16026
2024-01-01,1.23277
2024-01-02,1.66787
2024-01-03,1.52284
2024-01-04,1.66787
2024-01-05,0.50761
2024-01-06,1.01522
2024-01-07,1.66787
2024-01-08,1.74039
2024-01-09,2.32052
2024-01-10,1.08774
2024-01-11,1.37781
2024-01-12,1.08774
2024-01-13,1.66787
2024-01-14,1.23277
2024-01-15,0.72516
2024-01-16,1.01522
2024-01-17,3.26323
2024-01-18,2.61058
2024-01-19,1.37781
2024-01-20,1.30529
2024-01-21,1.45032
2024-01-22,1.74039
2024-01-23,1.37781
2024-01-24,0.87019
2024-01-25,1.01522
2024-01-26,1.74039
2024-01-27,2.248
2024-01-28,1.95794
2024-01-29,1.52284
2024-01-30,1.16026
2024-01-31,1.16026
2024-02-01,0.65264
2024-02-02,0.65264
2024-02-03,0.94271
2024-02-04,1.52284
2024-02-05,2.46555
2024-02-06,1.45032
2024-02-07,0.87019
2024-02-08,1.16026
2024-02-09,0.50761
2024-02-10,1.37781
2024-02-11,1.8129
2024-02-12,2.03045
2024-02-13,2.32052
2024-02-14,1.08774
2024-02-15,0.72516
2024-02-16,1.45032
2024-02-17,1.8129
2024-02-18,2.17548
2024-02-19,2.248
2024-02-20,2.32052
2024-02-21,1.52284
2024-02-22,2.03045
2024-02-23,1.74039
2024-02-24,3.1182
2024-02-25,1.88542
2024-02-26,1.8129
2024-02-27,3.84336
2024-02-28,1.74039
2024-02-29,1.95794
2024-03-01,1.23277
2024-03-02,2.97316
2024-03-03,1.95794
2024-03-04,2.6831
2024-03-05,1.16026
2024-03-06,1.74039
2024-03-07,1.59535
2024-03-08,1.95794
2024-03-09,1.8129
2024-03-10,3.55329
2024-03-11,5.3662
2024-03-12,22.6976
2024-03-13,31.83466
2024-03-14,11.53009
2024-03-15,11.45757
2024-03-16,8.9195
2024-03-17,8.62944
2024-03-18,13.85061
2024-03-19,15.73604
2024-03-20,6.52646
