date,삼성증권주가
2020-09-13,3.00329
2020-09-14,29.78163
2020-09-15,27.22704
2020-09-16,27.41848
2020-09-17,24.88184
2020-09-18,22.97337
2020-09-19,1.94436
2020-09-20,1.74693
2020-09-21,23.17678
2020-09-22,22.28537
2020-09-23,24.22375
2020-09-24,20.87346
2020-09-25,20.46066
2020-09-26,1.84863
2020-09-27,1.49566
2020-09-28,19.42566
2020-09-29,21.74693
2020-09-30,1.69309
2020-10-01,1.14866
2020-10-02,1.10679
2020-10-03,1.21447
2020-10-04,1.24439
2020-10-05,22.82979
2020-10-06,21.11277
2020-10-07,20.21537
2020-10-08,25.59377
2020-10-09,3.03918
2020-10-10,1.8247
2020-10-11,1.90248
2020-10-12,31.14567
2020-10-13,27.92701
2020-10-14,24.09811
2020-10-15,24.82201
2020-10-16,21.95632
2020-10-17,2.22554
2020-10-18,1.69309
2020-10-19,26.90996
2020-10-20,24.00837
2020-10-21,25.49207
2020-10-22,31.25336
2020-10-23,28.87825
2020-10-24,3.60155
2020-10-25,3.49985
2020-10-26,29.90726
2020-10-27,27.11337
2020-10-28,28.59706
2020-10-29,27.2749
2020-10-30,24.42716
2020-10-31,2.42895
2020-11-01,2.01615
2020-11-02,26.5151
2020-11-03,25.92282
2020-11-04,24.57074
2020-11-05,25.26473
2020-11-06,22.51271
2020-11-07,2.1717
2020-11-08,1.48369
2020-11-09,26.09033
2020-11-10,28.90816
2020-11-11,38.22913
2020-11-12,34.81304
2020-11-13,32.59347
2020-11-14,4.21178
2020-11-15,3.02722
2020-11-16,56.54801
2020-11-17,53.89171
2020-11-18,41.67514
2020-11-19,36.88303
2020-11-20,33.84385
2020-11-21,4.50493
2020-11-22,3.62548
2020-11-23,52.77295
2020-11-24,56.23691
2020-11-25,48.20221
2020-11-26,45.64163
2020-11-27,41.86658
2020-11-28,5.37241
2020-11-29,4.36135
2020-11-30,39.1026
2020-12-01,44.19982
2020-12-02,48.06461
2020-12-03,46.9997
2020-12-04,62.51869
2020-12-05,9.17738
2020-12-06,8.65091
2020-12-07,54.825
2020-12-08,47.19114
2020-12-09,48.02273
2020-12-10,47.26892
2020-12-11,53.20969
2020-12-12,6.22793
2020-12-13,5.56386
2020-12-14,45.64762
2020-12-15,46.80825
2020-12-16,49.75172
2020-12-17,47.05952
2020-12-18,42.16571
2020-12-19,4.2058
2020-12-20,4.33143
2020-12-21,41.71103
2020-12-22,36.38647
2020-12-23,39.25216
2020-12-24,43.15883
2020-12-25,5.60574
2020-12-26,4.29554
2020-12-27,3.68531
2020-12-28,44.32545
2020-12-29,48.55518
2020-12-30,50.97218
2020-12-31,8.36374
2021-01-01,3.05713
2021-01-02,2.96141
2021-01-03,3.03918
2021-01-04,46.81423
2021-01-05,46.87406
2021-01-06,70.39784
2021-01-07,71.98923
2021-01-08,76.37451
2021-01-09,9.21328
2021-01-10,8.05862
2021-01-11,100.0
2021-01-12,75.96769
2021-01-13,66.29374
2021-01-14,54.48399
2021-01-15,50.99611
2021-01-16,4.79808
2021-01-17,4.25366
2021-01-18,48.95004
2021-01-19,56.70954
2021-01-20,50.90038
2021-01-21,52.47382
2021-01-22,46.18606
2021-01-23,4.93568
2021-01-24,4.08016
2021-01-25,49.60215
2021-01-26,47.16123
2021-01-27,43.50583
2021-01-28,37.72061
2021-01-29,40.05982
2021-01-30,4.43314
2021-01-31,2.93748
2021-02-01,44.32545
2021-02-02,42.78193
2021-02-03,39.70685
2021-02-04,36.45228
2021-02-05,37.83428
2021-02-06,4.481
2021-02-07,3.46993
2021-02-08,41.48369
2021-02-09,37.43344
2021-02-10,33.83188
2021-02-11,3.76906
2021-02-12,2.39904
2021-02-13,2.30332
2021-02-14,2.97337
2021-02-15,39.13849
2021-02-16,34.85492
2021-02-17,30.21836
2021-02-18,29.997
2021-02-19,30.12862
2021-02-20,3.38618
2021-02-21,2.90756
2021-02-22,30.71492
2021-02-23,30.33801
2021-02-24,31.10379
2021-02-25,33.06012
2021-02-26,30.80466
2021-02-27,3.18276
2021-02-28,3.58959
2021-03-01,4.58271
2021-03-02,31.04397
2021-03-03,38.39664
2021-03-04,37.28985
2021-03-05,32.39006
2021-03-06,3.00927
2021-03-07,3.1708
2021-03-08,31.7559
2021-03-09,32.27639
2021-03-10,31.17559
2021-03-11,37.33173
2021-03-12,35.53694
2021-03-13,3.84684
2021-03-14,3.26652
2021-03-15,37.85222
2021-03-16,35.2737
2021-03-17,28.39365
2021-03-18,33.69428
2021-03-19,31.58839
2021-03-20,5.15704
2021-03-21,4.10409
2021-03-22,35.01645
2021-03-23,31.0679
2021-03-24,28.66886
2021-03-25,31.33113
2021-03-26,31.94735
2021-03-27,3.04516
2021-03-28,2.6862
2021-03-29,29.14747
2021-03-30,30.78073
2021-03-31,36.2728
2021-04-01,32.01316
2021-04-02,32.48579
2021-04-03,3.42207
2021-04-04,2.50074
2021-04-05,32.23451
2021-04-06,45.18097
2021-04-07,60.45468
2021-04-08,51.55848
2021-04-09,46.03649
2021-04-10,4.29554
2021-04-11,3.32037
2021-04-12,40.98713
2021-04-13,38.40263
2021-04-14,36.58988
2021-04-15,35.62069
2021-04-16,36.26682
2021-04-17,3.02123
2021-04-18,2.66227
2021-04-19,32.37212
2021-04-20,40.16751
2021-04-21,32.83278
2021-04-22,32.84475
2021-04-23,40.58031
2021-04-24,3.78701
2021-04-25,2.63834
2021-04-26,38.84534
2021-04-27,41.2384
2021-04-28,38.90517
2021-04-29,36.05145
2021-04-30,36.76936
2021-05-01,3.24857
2021-05-02,2.66826
2021-05-03,35.13012
2021-05-04,33.4131
2021-05-05,4.11606
2021-05-06,39.94017
2021-05-07,39.3778
2021-05-08,5.64762
2021-05-09,4.42716
2021-05-10,74.53784
2021-05-11,60.71193
2021-05-12,53.0661
2021-05-13,47.69368
2021-05-14,43.17678
2021-05-15,4.58869
2021-05-16,3.99042
2021-05-17,42.69219
2021-05-18,41.77086
2021-05-19,9.23721
2021-05-20,39.97008
2021-05-21,39.68291
2021-05-22,6.0664
2021-05-23,5.76129
2021-05-24,42.72808
2021-05-25,44.64851
2021-05-26,43.92461
2021-05-27,44.92372
2021-05-28,43.75112
2021-05-29,4.67244
2021-05-30,3.36224
2021-05-31,47.32874
2021-06-01,47.38259
2021-06-02,44.0323
2021-06-03,50.1705
2021-06-04,40.47262
2021-06-05,4.28357
2021-06-06,3.73317
2021-06-07,40.62817
2021-06-08,36.51211
2021-06-09,34.3763
2021-06-10,36.14119
2021-06-11,35.73437
2021-06-12,4.43912
2021-06-13,3.3084
2021-06-14,35.18994
2021-06-15,40.75979
2021-06-16,40.53245
2021-06-17,34.32844
2021-06-18,33.43703
2021-06-19,4.61262
2021-06-20,3.97846
2021-06-21,34.03529
2021-06-22,35.67454
2021-06-23,32.43793
2021-06-24,35.0344
2021-06-25,41.17858
2021-06-26,7.02363
2021-06-27,5.49207
2021-06-28,44.12802
2021-06-29,38.19323
2021-06-30,38.71373
2021-07-01,31.57642
2021-07-02,31.30122
2021-07-03,3.68531
2021-07-04,3.10499
2021-07-05,32.91055
2021-07-06,31.27729
2021-07-07,31.12174
2021-07-08,28.45348
2021-07-09,29.56027
2021-07-10,3.71522
2021-07-11,2.9973
2021-07-12,29.87137
2021-07-13,29.90128
2021-07-14,25.45019
2021-07-15,34.57971
2021-07-16,30.09273
2021-07-17,3.49386
2021-07-18,5.58779
2021-07-19,32.73107
2021-07-20,28.8603
2021-07-21,27.92102
2021-07-22,30.57732
2021-07-23,30.05683
2021-07-24,3.21268
2021-07-25,2.91355
2021-07-26,26.3775
2021-07-27,26.9997
2021-07-28,24.92372
2021-07-29,27.95692
2021-07-30,27.02961
2021-07-31,4.17588
2021-08-01,3.42805
2021-08-02,27.14328
2021-08-03,26.74244
2021-08-04,32.65928
2021-08-05,29.8594
2021-08-06,29.84145
2021-08-07,4.0682
2021-08-08,3.78701
2021-08-09,34.48399
2021-08-10,40.7239
2021-08-11,40.61621
2021-08-12,44.0682
2021-08-13,37.82231
2021-08-14,4.18785
2021-08-15,2.96739
2021-08-16,5.43822
2021-08-17,31.73795
2021-08-18,32.25845
2021-08-19,30.66108
2021-08-20,30.16452
2021-08-21,3.41609
2021-08-22,3.44002
2021-08-23,35.93778
2021-08-24,37.80436
2021-08-25,36.63176
2021-08-26,35.53694
2021-08-27,42.39306
2021-08-28,4.24768
2021-08-29,3.37421
2021-08-30,41.54352
2021-08-31,41.92641
2021-09-01,36.75142
2021-09-02,43.87077
2021-09-03,39.2043
2021-09-04,4.08615
2021-09-05,3.18276
2021-09-06,32.18067
2021-09-07,30.94825
2021-09-08,31.10379
2021-09-09,28.33981
2021-09-10,29.34489
2021-09-11,3.12892
2021-09-12,2.68022
2021-09-13,28.35177
2021-09-14,31.67215
2021-09-15,28.63894
2021-09-16,26.49715
2021-09-17,30.78073
2021-09-18,5.18097
2021-09-19,4.94765
2021-09-20,4.22375
2021-09-21,3.80496
2021-09-22,4.97158
2021-09-23,33.89171
2021-09-24,31.74992
2021-09-25,4.85192
2021-09-26,4.80406
2021-09-27,31.00807
2021-09-28,28.65689
2021-09-29,32.22255
2021-09-30,30.97218
2021-10-01,28.84235
2021-10-02,3.46993
2021-10-03,2.67424
2021-10-04,4.87586
2021-10-05,28.65689
2021-10-06,29.06969
2021-10-07,27.86718
2021-10-08,24.01435
2021-10-09,2.84175
2021-10-10,1.95632
2021-10-11,3.05115
2021-10-12,25.85103
2021-10-13,26.12623
2021-10-14,27.83727
2021-10-15,27.1014
2021-10-16,3.09303
2021-10-17,2.65031
2021-10-18,24.87586
2021-10-19,26.93389
2021-10-20,26.78432
2021-10-21,25.89889
2021-10-22,24.21776
2021-10-23,2.71612
2021-10-24,2.50673
2021-10-25,25.33652
2021-10-26,25.83906
2021-10-27,26.09632
2021-10-28,25.83906
2021-10-29,24.55279
2021-10-30,3.08704
2021-10-31,2.8956
2021-11-01,23.26054
2021-11-02,26.70655
2021-11-03,25.77325
2021-11-04,25.21687
2021-11-05,22.61441
2021-11-06,3.59557
2021-11-07,3.32635
2021-11-08,25.2408
2021-11-09,26.99371
2021-11-10,24.72629
2021-11-11,22.36912
2021-11-12,25.66556
2021-11-13,3.66138
2021-11-14,3.33233
2021-11-15,26.1023
2021-11-16,26.06042
2021-11-17,24.02632
2021-11-18,21.49566
2021-11-19,23.10499
2021-11-20,2.81184
2021-11-21,3.68531
2021-11-22,27.24498
2021-11-23,25.08525
2021-11-24,24.19383
2021-11-25,22.33921
2021-11-26,22.40502
2021-11-27,3.59557
2021-11-28,3.18875
2021-11-29,24.36733
2021-11-30,28.08256
2021-12-01,28.42357
2021-12-02,27.22105
2021-12-03,29.39276
2021-12-04,5.08525
2021-12-05,5.21687
2021-12-06,39.93419
2021-12-07,38.78552
2021-12-08,40.02393
2021-12-09,37.14029
2021-12-10,32.21657
2021-12-11,5.28866
2021-12-12,5.33054
2021-12-13,41.96829
2021-12-14,41.53754
2021-12-15,36.30272
2021-12-16,35.97367
2021-12-17,41.34609
2021-12-18,6.0664
2021-12-19,5.516
2021-12-20,36.4104
2021-12-21,38.7556
2021-12-22,35.17798
2021-12-23,35.4472
2021-12-24,34.08914
2021-12-25,5.43224
2021-12-26,5.70744
2021-12-27,36.72749
2021-12-28,40.49057
2021-12-29,52.9285
2021-12-30,38.59407
2021-12-31,9.38677
2022-01-01,3.62548
2022-01-02,4.13999
2022-01-03,35.28567
2022-01-04,33.12593
2022-01-05,30.01495
2022-01-06,35.24977
2022-01-07,35.07627
2022-01-08,4.63655
2022-01-09,4.03828
2022-01-10,30.55339
2022-01-11,30.30212
2022-01-12,33.53275
2022-01-13,30.29614
2022-01-14,27.7236
2022-01-15,3.96051
2022-01-16,3.30242
2022-01-17,25.15106
2022-01-18,25.88094
2022-01-19,26.40741
2022-01-20,27.56206
2022-01-21,25.09123
2022-01-22,3.35626
2022-01-23,2.77594
2022-01-24,25.86299
2022-01-25,27.54412
2022-01-26,27.41848
2022-01-27,29.71582
2022-01-28,30.57134
2022-01-29,4.46305
2022-01-30,3.88872
2022-01-31,4.69039
2022-02-01,3.0332
2022-02-02,3.32635
2022-02-03,34.81902
2022-02-04,31.37301
2022-02-05,5.22285
2022-02-06,7.11935
2022-02-07,30.82261
2022-02-08,29.82949
2022-02-09,30.72689
2022-02-10,27.69967
2022-02-11,26.73048
2022-02-12,4.64253
2022-02-13,4.1699
2022-02-14,25.33054
2022-02-15,24.42117
2022-02-16,27.239
2022-02-17,26.74842
2022-02-18,22.80586
2022-02-19,3.35626
2022-02-20,3.46395
2022-02-21,23.8947
2022-02-22,22.91953
2022-02-23,23.18875
2022-02-24,25.52796
2022-02-25,25.3784
2022-02-26,4.19982
2022-02-27,3.36224
2022-02-28,23.10499
2022-03-01,4.93568
2022-03-02,22.30332
2022-03-03,23.78701
2022-03-04,21.93837
2022-03-05,3.49985
2022-03-06,3.39216
2022-03-07,24.15794
2022-03-08,22.83577
2022-03-09,3.45198
2022-03-10,23.82291
2022-03-11,23.28447
2022-03-12,3.69727
2022-03-13,3.10499
2022-03-14,23.08106
2022-03-15,24.00837
2022-03-16,24.82799
2022-03-17,31.67215
2022-03-18,25.77924
2022-03-19,3.78103
2022-03-20,2.91355
2022-03-21,23.88274
2022-03-22,22.54262
2022-03-23,23.56565
2022-03-24,21.8247
2022-03-25,20.89739
2022-03-26,3.68531
2022-03-27,2.49476
2022-03-28,21.06491
2022-03-29,22.56057
2022-03-30,21.81274
2022-03-31,22.69219
2022-04-01,20.73586
2022-04-02,3.1708
2022-04-03,2.69817
2022-04-04,20.6521
2022-04-05,20.29314
2022-04-06,23.63146
2022-04-07,24.88782
2022-04-08,23.70924
2022-04-09,4.54681
2022-04-10,3.96051
2022-04-11,24.11008
2022-04-12,22.57852
2022-04-13,25.44421
2022-04-14,26.2758
2022-04-15,23.78103
2022-04-16,4.30152
2022-04-17,3.58959
2022-04-18,21.8965
2022-04-19,22.45288
2022-04-20,26.49715
2022-04-21,27.59796
2022-04-22,27.91504
2022-04-23,4.69638
2022-04-24,3.64343
2022-04-25,26.6527
2022-04-26,25.27071
2022-04-27,27.20311
2022-04-28,27.31079
2022-04-29,27.79539
2022-04-30,4.79808
2022-05-01,3.7571
2022-05-02,25.77325
2022-05-03,24.63057
2022-05-04,23.32037
2022-05-05,4.66646
2022-05-06,22.99132
2022-05-07,3.21866
2022-05-08,2.80586
2022-05-09,24.08615
2022-05-10,25.29464
2022-05-11,25.04337
2022-05-12,25.44421
2022-05-13,28.22614
2022-05-14,3.74513
2022-05-15,2.85372
2022-05-16,25.9288
2022-05-17,24.75022
2022-05-18,25.17499
2022-05-19,25.49207
2022-05-20,27.97487
2022-05-21,4.3075
2022-05-22,3.11696
2022-05-23,25.7553
2022-05-24,25.01944
2022-05-25,26.34759
2022-05-26,26.64074
2022-05-27,27.38259
2022-05-28,4.9297
2022-05-29,4.12204
2022-05-30,27.93897
2022-05-31,26.50314
2022-06-01,5.85103
2022-06-02,23.73317
2022-06-03,23.97846
2022-06-04,3.66736
2022-06-05,3.06311
2022-06-06,3.36224
2022-06-07,20.90338
2022-06-08,22.6204
2022-06-09,21.35207
2022-06-10,21.69309
2022-06-11,3.91265
2022-06-12,3.12294
2022-06-13,26.71253
2022-06-14,28.01675
2022-06-15,25.72539
2022-06-16,27.18516
2022-06-17,26.2399
2022-06-18,3.76308
2022-06-19,2.92551
2022-06-20,24.8938
2022-06-21,25.70744
2022-06-22,26.50912
2022-06-23,26.30571
2022-06-24,26.54501
2022-06-25,3.80496
2022-06-26,3.38019
2022-06-27,25.35447
2022-06-28,23.35028
2022-06-29,21.75291
2022-06-30,22.51869
2022-07-01,24.02632
2022-07-02,3.44002
2022-07-03,3.21866
2022-07-04,24.0682
2022-07-05,24.66646
2022-07-06,26.4134
2022-07-07,26.22793
2022-07-08,24.12204
2022-07-09,3.15883
2022-07-10,2.61441
2022-07-11,22.26742
2022-07-12,26.16212
2022-07-13,25.9647
2022-07-14,25.0673
2022-07-15,27.28686
2022-07-16,4.04427
2022-07-17,3.46395
2022-07-18,33.59258
2022-07-19,27.29883
2022-07-20,29.72778
2022-07-21,29.27909
2022-07-22,25.31259
2022-07-23,3.30242
2022-07-24,2.95542
2022-07-25,26.15016
2022-07-26,23.71522
2022-07-27,22.43493
2022-07-28,26.2758
2022-07-29,26.35357
2022-07-30,3.26054
2022-07-31,2.86568
2022-08-01,25.16302
2022-08-02,22.17768
2022-08-03,24.23571
2022-08-04,23.94854
2022-08-05,27.47233
2022-08-06,3.18875
2022-08-07,2.78193
2022-08-08,26.11426
2022-08-09,25.71343
2022-08-10,23.73915
2022-08-11,27.67574
2022-08-12,26.89799
2022-08-13,4.05623
2022-08-14,2.82979
2022-08-15,3.24259
2022-08-16,26.91594
2022-08-17,25.36045
2022-08-18,24.0682
2022-08-19,22.74603
2022-08-20,3.20071
2022-08-21,2.65629
2022-08-22,22.05204
2022-08-23,22.64433
2022-08-24,22.93748
2022-08-25,23.56565
2022-08-26,21.62129
2022-08-27,2.77594
2022-08-28,2.23152
2022-08-29,22.91953
2022-08-30,22.8956
2022-08-31,22.7221
2022-09-01,20.90338
2022-09-02,20.23332
2022-09-03,3.00927
2022-09-04,2.57852
2022-09-05,20.32306
2022-09-06,19.73676
2022-09-07,20.09572
2022-09-08,18.50433
2022-09-09,2.96141
2022-09-10,3.01525
2022-09-11,2.758
2022-09-12,3.25456
2022-09-13,28.67484
2022-09-14,23.35626
2022-09-15,21.723
2022-09-16,21.2384
2022-09-17,3.45797
2022-09-18,4.6545
2022-09-19,24.22375
2022-09-20,22.35118
2022-09-21,21.86658
2022-09-22,23.39216
2022-09-23,22.90158
2022-09-24,4.6186
2022-09-25,3.68531
2022-09-26,28.39365
2022-09-27,29.09362
2022-09-28,28.3099
2022-09-29,27.87915
2022-09-30,26.33562
2022-10-01,4.13401
2022-10-02,3.80496
2022-10-03,5.00149
2022-10-04,28.15435
2022-10-05,26.70056
2022-10-06,25.77325
2022-10-07,24.09213
2022-10-08,3.61352
2022-10-09,3.00927
2022-10-10,3.19473
2022-10-11,23.99042
2022-10-12,23.84684
2022-10-13,23.75112
2022-10-14,25.67155
2022-10-15,3.76906
2022-10-16,3.29045
2022-10-17,25.09721
2022-10-18,27.12533
2022-10-19,25.66556
2022-10-20,31.40891
2022-10-21,27.89709
2022-10-22,5.28866
2022-10-23,4.79808
2022-10-24,30.9303
2022-10-25,28.63894
2022-10-26,28.96799
2022-10-27,32.08495
2022-10-28,29.73975
2022-10-29,3.56565
2022-10-30,2.78791
2022-10-31,26.85611
2022-11-01,27.36464
2022-11-02,24.7562
2022-11-03,25.00149
2022-11-04,23.94256
2022-11-05,3.18875
2022-11-06,2.45288
2022-11-07,25.46814
2022-11-08,30.1705
2022-11-09,29.69189
2022-11-10,25.13909
2022-11-11,35.46515
2022-11-12,4.32545
2022-11-13,3.29644
2022-11-14,29.66796
2022-11-15,25.97666
2022-11-16,25.49805
2022-11-17,21.8965
2022-11-18,23.57164
2022-11-19,2.83577
2022-11-20,2.26144
2022-11-21,21.65121
2022-11-22,21.80676
2022-11-23,23.62548
2022-11-24,27.69368
2022-11-25,23.50583
2022-11-26,2.77594
2022-11-27,2.34519
2022-11-28,21.28028
2022-11-29,22.99132
2022-11-30,24.79808
2022-12-01,27.07149
2022-12-02,21.84863
2022-12-03,2.36912
2022-12-04,2.38109
2022-12-05,22.90756
2022-12-06,19.82052
2022-12-07,20.47262
2022-12-08,20.81364
2022-12-09,23.29045
2022-12-10,3.12294
2022-12-11,2.61441
2022-12-12,20.97517
2022-12-13,21.5495
2022-12-14,22.12982
2022-12-15,20.22135
2022-12-16,19.46754
2022-12-17,2.76398
2022-12-18,2.54262
2022-12-19,19.18037
2022-12-20,19.15644
2022-12-21,19.77265
2022-12-22,20.67603
2022-12-23,19.98205
2022-12-24,2.60843
2022-12-25,2.4469
2022-12-26,20.43673
2022-12-27,22.01615
2022-12-28,27.62189
2022-12-29,23.00927
2022-12-30,7.60394
2022-12-31,1.91444
2023-01-01,1.5854
2023-01-02,21.55548
2023-01-03,23.9306
2023-01-04,25.19294
2023-01-05,25.6895
2023-01-06,25.60574
2023-01-07,3.11696
2023-01-08,2.02213
2023-01-09,26.00658
2023-01-10,23.8588
2023-01-11,22.15973
2023-01-12,20.84355
2023-01-13,25.33054
2023-01-14,2.91953
2023-01-15,2.44092
2023-01-16,26.29374
2023-01-17,23.55369
2023-01-18,20.05982
2023-01-19,21.50164
2023-01-20,19.30002
2023-01-21,2.19563
2023-01-22,1.86658
2023-01-23,1.76488
2023-01-24,1.97427
2023-01-25,23.92461
2023-01-26,23.87077
2023-01-27,23.61352
2023-01-28,3.8588
2023-01-29,3.21866
2023-01-30,22.59647
2023-01-31,21.33413
2023-02-01,22.99132
2023-02-02,23.7212
2023-02-03,21.42387
2023-02-04,2.24349
2023-02-05,1.78282
2023-02-06,18.63595
2023-02-07,18.71373
2023-02-08,23.90068
2023-02-09,20.47262
2023-02-10,19.30002
2023-02-11,2.06401
2023-02-12,1.50762
2023-02-13,19.38976
2023-02-14,19.67095
2023-02-15,18.91115
2023-02-16,21.43583
2023-02-17,18.73167
2023-02-18,2.24349
2023-02-19,1.4478
2023-02-20,18.64193
2023-02-21,18.43254
2023-02-22,18.11546
2023-02-23,19.81453
2023-02-24,17.74454
2023-02-25,1.90846
2023-02-26,1.64522
2023-02-27,16.86509
2023-02-28,16.79329
2023-03-01,2.96739
2023-03-02,18.74364
2023-03-03,16.68561
2023-03-04,2.05204
2023-03-05,1.56147
2023-03-06,17.47532
2023-03-07,16.96679
2023-03-08,17.27789
2023-03-09,17.13431
2023-03-10,16.5839
2023-03-11,2.54262
2023-03-12,2.11187
2023-03-13,19.59317
2023-03-14,19.31797
2023-03-15,20.75979
2023-03-16,18.64193
2023-03-17,19.26413
2023-03-18,2.22554
2023-03-19,1.71103
2023-03-20,18.49835
2023-03-21,17.87615
2023-03-22,18.27101
2023-03-23,17.6548
2023-03-24,16.39844
2023-03-25,2.01017
2023-03-26,1.33413
2023-03-27,16.24289
2023-03-28,17.7565
2023-03-29,17.4813
2023-03-30,18.0317
2023-03-31,19.15644
2023-04-01,1.95034
2023-04-02,1.73496
2023-04-03,16.33861
2023-04-04,16.63176
2023-04-05,18.68381
2023-04-06,16.05145
2023-04-07,19.60514
2023-04-08,2.01615
2023-04-09,1.75889
2023-04-10,20.18546
2023-04-11,23.22464
2023-04-12,22.43493
2023-04-13,23.22464
2023-04-14,25.61172
2023-04-15,2.38707
2023-04-16,1.92043
2023-04-17,22.20759
2023-04-18,21.52557
2023-04-19,20.14956
2023-04-20,21.10679
2023-04-21,17.86419
2023-04-22,1.87256
2023-04-23,1.57941
2023-04-24,17.34968
2023-04-25,17.66078
2023-04-26,16.49416
2023-04-27,19.40173
2023-04-28,17.85222
2023-04-29,2.37511
2023-04-30,1.51361
2023-05-01,4.54083
2023-05-02,17.49326
2023-05-03,16.63176
2023-05-04,16.91893
2023-05-05,3.7571
2023-05-06,2.12982
2023-05-07,1.59138
2023-05-08,20.29314
2023-05-09,16.75142
2023-05-10,17.54711
2023-05-11,18.91714
2023-05-12,16.87705
2023-05-13,1.74095
2023-05-14,1.36404
2023-05-15,16.73347
2023-05-16,17.76248
2023-05-17,16.12922
2023-05-18,16.64373
2023-05-19,18.10349
2023-05-20,1.91444
2023-05-21,1.51959
2023-05-22,20.5504
2023-05-23,19.73676
2023-05-24,18.97098
2023-05-25,17.08046
2023-05-26,18.09751
2023-05-27,1.92043
2023-05-28,1.53155
