date,금리전망
2020-03-20,2.01904
2020-03-21,1.44761
2020-03-22,1.82857
2020-03-23,2.78095
2020-03-24,2.55238
2020-03-25,2.43809
2020-03-26,2.66666
2020-03-27,1.37142
2020-03-28,1.10476
2020-03-29,0.83809
2020-03-30,1.82857
2020-03-31,2.59047
2020-04-01,1.33333
2020-04-02,1.6
2020-04-03,1.29523
2020-04-04,0.7238
2020-04-05,0.30476
2020-04-06,1.5619
2020-04-07,1.25714
2020-04-08,1.98095
2020-04-09,1.94285
2020-04-10,1.37142
2020-04-11,0.7238
2020-04-12,0.95238
2020-04-13,1.71428
2020-04-14,2.09523
2020-04-15,1.48571
2020-04-16,2.24761
2020-04-17,1.40952
2020-04-18,0.91428
2020-04-19,1.29523
2020-04-20,1.82857
2020-04-21,2.09523
2020-04-22,1.63809
2020-04-23,2.13333
2020-04-24,1.75238
2020-04-25,0.91428
2020-04-26,1.14285
2020-04-27,1.67619
2020-04-28,1.98095
2020-04-29,1.79047
2020-04-30,1.37142
2020-05-01,0.41904
2020-05-02,0.7619
2020-05-03,0.49523
2020-05-04,1.71428
2020-05-05,1.37142
2020-05-06,2.59047
2020-05-07,2.55238
2020-05-08,1.67619
2020-05-09,1.40952
2020-05-10,1.10476
2020-05-11,2.43809
2020-05-12,2.93333
2020-05-13,1.79047
2020-05-14,2.28571
2020-05-15,1.48571
2020-05-16,0.91428
2020-05-17,0.60952
2020-05-18,1.5238
2020-05-19,2.3619
2020-05-20,2.01904
2020-05-21,2.74285
2020-05-22,2.47619
2020-05-23,1.10476
2020-05-24,1.21904
2020-05-25,2.3238
2020-05-26,3.08571
2020-05-27,3.69523
2020-05-28,7.42857
2020-05-29,1.63809
2020-05-30,0.91428
2020-05-31,0.87619
2020-06-01,1.82857
2020-06-02,1.71428
2020-06-03,1.5619
2020-06-04,1.82857
2020-06-05,1.98095
2020-06-06,0.91428
2020-06-07,0.8
2020-06-08,1.86666
2020-06-09,2.43809
2020-06-10,1.67619
2020-06-11,2.17142
2020-06-12,1.40952
2020-06-13,0.41904
2020-06-14,1.21904
2020-06-15,1.98095
2020-06-16,1.29523
2020-06-17,1.90476
2020-06-18,0.95238
2020-06-19,1.6
2020-06-20,0.57142
2020-06-21,0.83809
2020-06-22,1.79047
2020-06-23,1.98095
2020-06-24,1.90476
2020-06-25,1.63809
2020-06-26,1.90476
2020-06-27,1.29523
2020-06-28,1.25714
2020-06-29,2.97142
2020-06-30,2.78095
2020-07-01,2.24761
2020-07-02,1.79047
2020-07-03,1.18095
2020-07-04,1.18095
2020-07-05,1.10476
2020-07-06,1.90476
2020-07-07,1.5619
2020-07-08,1.75238
2020-07-09,1.94285
2020-07-10,1.71428
2020-07-11,1.10476
2020-07-12,0.91428
2020-07-13,2.78095
2020-07-14,2.85714
2020-07-15,2.97142
2020-07-16,2.89523
2020-07-17,2.55238
2020-07-18,1.18095
2020-07-19,1.63809
2020-07-20,2.89523
2020-07-21,3.27619
2020-07-22,2.70476
2020-07-23,2.97142
2020-07-24,2.4
2020-07-25,1.37142
2020-07-26,1.40952
2020-07-27,2.74285
2020-07-28,2.3238
2020-07-29,2.20952
2020-07-30,2.89523
2020-07-31,2.43809
2020-08-01,1.86666
2020-08-02,1.02857
2020-08-03,2.78095
2020-08-04,2.70476
2020-08-05,2.93333
2020-08-06,2.20952
2020-08-07,2.20952
2020-08-08,1.02857
2020-08-09,1.33333
2020-08-10,2.70476
2020-08-11,2.47619
2020-08-12,2.51428
2020-08-13,3.73333
2020-08-14,2.74285
2020-08-15,0.87619
2020-08-16,1.82857
2020-08-17,1.02857
2020-08-18,3.08571
2020-08-19,3.39047
2020-08-20,2.59047
2020-08-21,2.78095
2020-08-22,0.95238
2020-08-23,1.71428
2020-08-24,2.66666
2020-08-25,3.1238
2020-08-26,3.1619
2020-08-27,2.59047
2020-08-28,2.3238
2020-08-29,1.21904
2020-08-30,0.95238
2020-08-31,2.13333
2020-09-01,2.93333
2020-09-02,1.75238
2020-09-03,1.98095
2020-09-04,2.01904
2020-09-05,0.68571
2020-09-06,1.02857
2020-09-07,2.05714
2020-09-08,1.86666
2020-09-09,2.47619
2020-09-10,2.20952
2020-09-11,2.62857
2020-09-12,1.67619
2020-09-13,2.09523
2020-09-14,2.89523
2020-09-15,2.97142
2020-09-16,2.78095
2020-09-17,1.79047
2020-09-18,1.40952
2020-09-19,0.68571
2020-09-20,0.49523
2020-09-21,1.5238
2020-09-22,1.5619
2020-09-23,1.37142
2020-09-24,1.6
2020-09-25,2.05714
2020-09-26,0.60952
2020-09-27,1.33333
2020-09-28,2.09523
2020-09-29,1.25714
2020-09-30,0.41904
2020-10-01,0.68571
2020-10-02,0.99047
2020-10-03,0.91428
2020-10-04,1.86666
2020-10-05,2.85714
2020-10-06,1.63809
2020-10-07,2.89523
2020-10-08,2.89523
2020-10-09,1.5238
2020-10-10,1.40952
2020-10-11,1.25714
2020-10-12,2.43809
2020-10-13,2.3238
2020-10-14,2.97142
2020-10-15,2.66666
2020-10-16,1.90476
2020-10-17,0.95238
2020-10-18,1.5238
2020-10-19,2.97142
2020-10-20,3.42857
2020-10-21,3.88571
2020-10-22,2.66666
2020-10-23,3.00952
2020-10-24,1.44761
2020-10-25,1.6
2020-10-26,3.46666
2020-10-27,3.42857
2020-10-28,3.61904
2020-10-29,2.3619
2020-10-30,2.55238
2020-10-31,1.63809
2020-11-01,1.71428
2020-11-02,2.89523
2020-11-03,3.04761
2020-11-04,3.27619
2020-11-05,4.53333
2020-11-06,4.41904
2020-11-07,1.98095
2020-11-08,2.93333
2020-11-09,5.29523
2020-11-10,5.5238
2020-11-11,4.53333
2020-11-12,4.60952
2020-11-13,4.45714
2020-11-14,2.93333
2020-11-15,3.2
2020-11-16,4.8
2020-11-17,5.02857
2020-11-18,4.38095
2020-11-19,4.7619
2020-11-20,4.34285
2020-11-21,2.93333
2020-11-22,2.85714
2020-11-23,3.9238
2020-11-24,4.11428
2020-11-25,3.80952
2020-11-26,4.91428
2020-11-27,3.65714
2020-11-28,2.17142
2020-11-29,2.93333
2020-11-30,4.07619
2020-12-01,3.80952
2020-12-02,4.60952
2020-12-03,4.45714
2020-12-04,3.84761
2020-12-05,3.04761
2020-12-06,3.08571
2020-12-07,4.41904
2020-12-08,4.11428
2020-12-09,5.10476
2020-12-10,3.84761
2020-12-11,4.0
2020-12-12,1.82857
2020-12-13,2.20952
2020-12-14,3.23809
2020-12-15,3.50476
2020-12-16,5.21904
2020-12-17,3.77142
2020-12-18,2.55238
2020-12-19,1.5238
2020-12-20,1.79047
2020-12-21,3.58095
2020-12-22,3.35238
2020-12-23,2.78095
2020-12-24,2.47619
2020-12-25,1.75238
2020-12-26,1.5238
2020-12-27,1.98095
2020-12-28,3.31428
2020-12-29,2.24761
2020-12-30,3.61904
2020-12-31,3.08571
2021-01-01,3.27619
2021-01-02,3.39047
2021-01-03,3.08571
2021-01-04,5.67619
2021-01-05,5.63809
2021-01-06,7.46666
2021-01-07,7.31428
2021-01-08,7.00952
2021-01-09,4.45714
2021-01-10,5.40952
2021-01-11,8.53333
2021-01-12,8.83809
2021-01-13,8.95238
2021-01-14,8.07619
2021-01-15,6.55238
2021-01-16,5.21904
2021-01-17,4.15238
2021-01-18,5.18095
2021-01-19,6.3619
2021-01-20,6.4
2021-01-21,6.3619
2021-01-22,6.13333
2021-01-23,4.45714
2021-01-24,5.5619
2021-01-25,11.27619
2021-01-26,12.38095
2021-01-27,12.41904
2021-01-28,10.13333
2021-01-29,9.21904
2021-01-30,4.83809
2021-01-31,6.13333
2021-02-01,8.45714
2021-02-02,8.87619
2021-02-03,8.57142
2021-02-04,6.62857
2021-02-05,5.48571
2021-02-06,3.35238
2021-02-07,6.28571
2021-02-08,8.83809
2021-02-09,10.09523
2021-02-10,8.57142
2021-02-11,4.7619
2021-02-12,4.8
2021-02-13,5.29523
2021-02-14,7.04761
2021-02-15,9.44761
2021-02-16,10.97142
2021-02-17,14.09523
2021-02-18,13.98095
2021-02-19,12.60952
2021-02-20,8.11428
2021-02-21,8.22857
2021-02-22,12.99047
2021-02-23,18.89523
2021-02-24,15.1238
2021-02-25,8.11428
2021-02-26,8.30476
2021-02-27,4.0
2021-02-28,4.64761
2021-03-01,6.24761
2021-03-02,7.23809
2021-03-03,7.1238
2021-03-04,8.34285
2021-03-05,5.94285
2021-03-06,3.04761
2021-03-07,2.93333
2021-03-08,6.17142
2021-03-09,7.08571
2021-03-10,6.05714
2021-03-11,4.45714
2021-03-12,5.06666
2021-03-13,3.65714
2021-03-14,3.73333
2021-03-15,5.06666
2021-03-16,4.19047
2021-03-17,5.21904
2021-03-18,4.26666
2021-03-19,4.03809
2021-03-20,2.62857
2021-03-21,2.66666
2021-03-22,4.8
2021-03-23,3.50476
2021-03-24,4.26666
2021-03-25,3.84761
2021-03-26,3.42857
2021-03-27,2.28571
2021-03-28,2.93333
2021-03-29,3.73333
2021-03-30,3.80952
2021-03-31,3.73333
2021-04-01,3.46666
2021-04-02,2.74285
2021-04-03,1.67619
2021-04-04,2.05714
2021-04-05,2.89523
2021-04-06,3.42857
2021-04-07,3.1238
2021-04-08,2.62857
2021-04-09,2.01904
2021-04-10,2.05714
2021-04-11,1.48571
2021-04-12,3.2
2021-04-13,3.00952
2021-04-14,3.2
2021-04-15,2.66666
2021-04-16,2.01904
2021-04-17,1.18095
2021-04-18,1.75238
2021-04-19,2.24761
2021-04-20,2.13333
2021-04-21,2.4
2021-04-22,3.54285
2021-04-23,2.70476
2021-04-24,2.01904
2021-04-25,2.70476
2021-04-26,4.45714
2021-04-27,5.82857
2021-04-28,4.11428
2021-04-29,4.95238
2021-04-30,3.1619
2021-05-01,2.3238
2021-05-02,3.08571
2021-05-03,6.05714
2021-05-04,6.3619
2021-05-05,7.1238
2021-05-06,6.28571
2021-05-07,5.33333
2021-05-08,3.04761
2021-05-09,4.30476
2021-05-10,5.6
2021-05-11,6.3238
2021-05-12,5.98095
2021-05-13,6.85714
2021-05-14,4.60952
2021-05-15,3.27619
2021-05-16,2.51428
2021-05-17,4.07619
2021-05-18,3.77142
2021-05-19,2.70476
2021-05-20,5.02857
2021-05-21,2.85714
2021-05-22,2.43809
2021-05-23,2.24761
2021-05-24,3.88571
2021-05-25,4.7619
2021-05-26,4.8
2021-05-27,7.2
2021-05-28,4.45714
2021-05-29,2.59047
2021-05-30,3.9619
2021-05-31,4.53333
2021-06-01,2.89523
2021-06-02,3.46666
2021-06-03,3.58095
2021-06-04,4.26666
2021-06-05,2.66666
2021-06-06,2.62857
2021-06-07,4.64761
2021-06-08,4.57142
2021-06-09,3.65714
2021-06-10,4.7619
2021-06-11,4.34285
2021-06-12,2.74285
2021-06-13,2.17142
2021-06-14,4.30476
2021-06-15,2.81904
2021-06-16,4.38095
2021-06-17,3.54285
2021-06-18,2.66666
2021-06-19,1.90476
2021-06-20,1.75238
2021-06-21,2.85714
2021-06-22,2.24761
2021-06-23,1.86666
2021-06-24,2.24761
2021-06-25,2.24761
2021-06-26,0.91428
2021-06-27,0.7238
2021-06-28,2.4
2021-06-29,1.21904
2021-06-30,1.82857
2021-07-01,2.17142
2021-07-02,1.6
2021-07-03,1.37142
2021-07-04,0.7238
2021-07-05,2.17142
2021-07-06,2.24761
2021-07-07,1.75238
2021-07-08,1.75238
2021-07-09,1.63809
2021-07-10,0.83809
2021-07-11,1.10476
2021-07-12,1.82857
2021-07-13,2.4
2021-07-14,2.85714
2021-07-15,2.01904
2021-07-16,2.13333
2021-07-17,0.53333
2021-07-18,0.64761
2021-07-19,1.82857
2021-07-20,1.90476
2021-07-21,2.01904
2021-07-22,1.71428
2021-07-23,1.63809
2021-07-24,0.68571
2021-07-25,0.68571
2021-07-26,1.63809
2021-07-27,2.51428
2021-07-28,1.63809
2021-07-29,2.09523
2021-07-30,1.48571
2021-07-31,1.18095
2021-08-01,1.21904
2021-08-02,2.09523
2021-08-03,2.09523
2021-08-04,2.09523
2021-08-05,2.09523
2021-08-06,2.3238
2021-08-07,1.10476
2021-08-08,1.10476
2021-08-09,2.89523
2021-08-10,3.80952
2021-08-11,2.89523
2021-08-12,2.89523
2021-08-13,3.42857
2021-08-14,1.18095
2021-08-15,1.29523
2021-08-16,1.44761
2021-08-17,2.85714
2021-08-18,3.69523
2021-08-19,3.61904
2021-08-20,4.11428
2021-08-21,2.20952
2021-08-22,1.90476
2021-08-23,4.34285
2021-08-24,3.77142
2021-08-25,4.87619
2021-08-26,7.31428
2021-08-27,2.74285
2021-08-28,1.67619
2021-08-29,1.25714
2021-08-30,2.20952
2021-08-31,2.20952
2021-09-01,1.86666
2021-09-02,1.44761
2021-09-03,2.3238
2021-09-04,1.5619
2021-09-05,1.37142
2021-09-06,2.13333
