date,연금저축
2020-03-20,20.56387
2020-03-21,17.49745
2020-03-22,17.33759
2020-03-23,20.98532
2020-03-24,22.72925
2020-03-25,23.86281
2020-03-26,22.67112
2020-03-27,19.34311
2020-03-28,14.91062
2020-03-29,17.52652
2020-03-30,26.71123
2020-03-31,24.7929
2020-04-01,21.15971
2020-04-02,19.98256
2020-04-03,21.13064
2020-04-04,14.85249
2020-04-05,17.83171
2020-04-06,19.63377
2020-04-07,17.80264
2020-04-08,18.73274
2020-04-09,16.3203
2020-04-10,17.17773
2020-04-11,12.58538
2020-04-12,14.89609
2020-04-13,17.77357
2020-04-14,15.65179
2020-04-15,13.95146
2020-04-16,15.82618
2020-04-17,16.61095
2020-04-18,11.80061
2020-04-19,14.12585
2020-04-20,18.32582
2020-04-21,16.34936
2020-04-22,17.74451
2020-04-23,15.4338
2020-04-24,16.37843
2020-04-25,12.45458
2020-04-26,13.02136
2020-04-27,16.21857
2020-04-28,16.11684
2020-04-29,20.91265
2020-04-30,11.16116
2020-05-01,11.24836
2020-05-02,11.1321
2020-05-03,14.40197
2020-05-04,18.50021
2020-05-05,14.73623
2020-05-06,16.30576
2020-05-07,16.01511
2020-05-08,18.19502
2020-05-09,12.03313
2020-05-10,12.51271
2020-05-11,19.6919
2020-05-12,20.54933
2020-05-13,18.9362
2020-05-14,17.17773
2020-05-15,14.76529
2020-05-16,12.70164
2020-05-17,14.03865
2020-05-18,18.81993
2020-05-19,18.8926
2020-05-20,19.45938
2020-05-21,20.15695
2020-05-22,15.89885
2020-05-23,11.77154
2020-05-24,13.92239
2020-05-25,21.49396
2020-05-26,23.61575
2020-05-27,18.31129
2020-05-28,16.3203
2020-05-29,13.09402
2020-05-30,10.31826
2020-05-31,11.23383
2020-06-01,18.41302
2020-06-02,18.10783
2020-06-03,20.09882
2020-06-04,23.13617
2020-06-05,18.95073
2020-06-06,12.6871
2020-06-07,12.04766
2020-06-08,16.88708
2020-06-09,15.94245
2020-06-10,15.69539
2020-06-11,15.37567
2020-06-12,12.58538
2020-06-13,9.46083
2020-06-14,10.3328
2020-06-15,15.04141
2020-06-16,13.50094
2020-06-17,14.09678
2020-06-18,12.23659
2020-06-19,12.64351
2020-06-20,9.05391
2020-06-21,9.41723
2020-06-22,13.53001
2020-06-23,13.03589
2020-06-24,13.6608
2020-06-25,24.24066
2020-06-26,12.70164
2020-06-27,9.08298
2020-06-28,9.98401
2020-06-29,13.15215
2020-06-30,13.80613
2020-07-01,12.91963
2020-07-02,11.87327
2020-07-03,11.40822
2020-07-04,8.05115
2020-07-05,10.37639
2020-07-06,13.84973
2020-07-07,14.69263
2020-07-08,14.79436
2020-07-09,13.15215
2020-07-10,12.07673
2020-07-11,9.30097
2020-07-12,11.96047
2020-07-13,15.72445
2020-07-14,15.2594
2020-07-15,13.83519
2020-07-16,13.16669
2020-07-17,12.71617
2020-07-18,9.4027
2020-07-19,9.91135
2020-07-20,15.62272
2020-07-21,16.11684
2020-07-22,17.58465
2020-07-23,15.52099
2020-07-24,14.48917
2020-07-25,10.31826
2020-07-26,12.12033
2020-07-27,17.22133
2020-07-28,17.35212
2020-07-29,16.48016
2020-07-30,16.02964
2020-07-31,14.5473
2020-08-01,12.00406
2020-08-02,13.31201
2020-08-03,16.08777
2020-08-04,17.29399
2020-08-05,17.13413
2020-08-06,17.26493
2020-08-07,15.02688
2020-08-08,13.05042
2020-08-09,14.28571
2020-08-10,17.51198
2020-08-11,17.33759
2020-08-12,16.29123
2020-08-13,14.76529
2020-08-14,12.83243
2020-08-15,9.89681
2020-08-16,9.79508
2020-08-17,11.68434
2020-08-18,13.44281
2020-08-19,14.92515
2020-08-20,13.32655
2020-08-21,13.60267
2020-08-22,8.83592
2020-08-23,9.43176
2020-08-24,14.15491
2020-08-25,14.48917
2020-08-26,14.75076
2020-08-27,14.72169
2020-08-28,12.39645
2020-08-29,10.69611
2020-08-30,11.29196
2020-08-31,15.52099
2020-09-01,16.87254
2020-09-02,16.69815
2020-09-03,14.77982
2020-09-04,12.33832
2020-09-05,10.91411
2020-09-06,10.62345
2020-09-07,14.72169
2020-09-08,14.95422
2020-09-09,15.53553
2020-09-10,15.56459
2020-09-11,12.62897
2020-09-12,9.34457
2020-09-13,9.66429
2020-09-14,13.00683
2020-09-15,13.6608
2020-09-16,16.78535
2020-09-17,13.93692
2020-09-18,15.44833
2020-09-19,9.80962
2020-09-20,10.12934
2020-09-21,13.06496
2020-09-22,13.80613
2020-09-23,12.74524
2020-09-24,10.76878
2020-09-25,12.00406
2020-09-26,8.98125
2020-09-27,9.38817
2020-09-28,14.02412
2020-09-29,11.23383
2020-09-30,8.31274
2020-10-01,8.99578
2020-10-02,8.53073
2020-10-03,10.76878
2020-10-04,11.81514
2020-10-05,15.18674
2020-10-06,14.6345
2020-10-07,15.59366
2020-10-08,12.97776
2020-10-09,9.92588
2020-10-10,9.4463
2020-10-11,11.37916
2020-10-12,14.86702
2020-10-13,14.95422
2020-10-14,14.60543
2020-10-15,13.89332
2020-10-16,12.41098
2020-10-17,9.24284
2020-10-18,9.11204
2020-10-19,13.50094
2020-10-20,12.99229
2020-10-21,14.53277
2020-10-22,12.99229
2020-10-23,11.26289
2020-10-24,7.49891
2020-10-25,10.04214
2020-10-26,13.34108
2020-10-27,13.15215
2020-10-28,13.63173
2020-10-29,19.86629
2020-10-30,15.28847
2020-10-31,10.26013
2020-11-01,19.95349
2020-11-02,15.55006
2020-11-03,16.81441
2020-11-04,13.95146
2020-11-05,13.42828
2020-11-06,13.02136
2020-11-07,9.34457
2020-11-08,11.90233
2020-11-09,16.75628
2020-11-10,15.02688
2020-11-11,15.20127
2020-11-12,16.39296
2020-11-13,14.16945
2020-11-14,10.30373
2020-11-15,12.83243
2020-11-16,17.22133
2020-11-17,18.38395
2020-11-18,19.38671
2020-11-19,17.42479
2020-11-20,17.49745
2020-11-21,12.78883
2020-11-22,14.40197
2020-11-23,17.62825
2020-11-24,18.58741
2020-11-25,20.14242
2020-11-26,18.28222
2020-11-27,90.07411
2020-11-28,16.61095
2020-11-29,18.47115
2020-11-30,27.13268
2020-12-01,30.01017
2020-12-02,25.46141
2020-12-03,21.91541
2020-12-04,22.45313
2020-12-05,16.65455
2020-12-06,17.0324
2020-12-07,27.5396
2020-12-08,26.62403
2020-12-09,44.06336
2020-12-10,35.03851
2020-12-11,27.10361
2020-12-12,17.45385
2020-12-13,19.47391
2020-12-14,39.15128
2020-12-15,41.65092
2020-12-16,28.76035
2020-12-17,29.80671
2020-12-18,25.01089
2020-12-19,20.02615
2020-12-20,21.55209
2020-12-21,34.2392
2020-12-22,30.92573
2020-12-23,36.66618
2020-12-24,43.08966
2020-12-25,34.86411
2020-12-26,28.46969
2020-12-27,30.80947
2020-12-28,48.58305
2020-12-29,53.00101
2020-12-30,50.70483
2020-12-31,43.39485
2021-01-01,19.8227
2021-01-02,21.78462
2021-01-03,25.14169
2021-01-04,30.48975
2021-01-05,29.89391
2021-01-06,29.85031
2021-01-07,31.47798
2021-01-08,30.67868
2021-01-09,21.29051
2021-01-10,24.0372
2021-01-11,32.43714
2021-01-12,30.1555
2021-01-13,31.52158
2021-01-14,31.14372
2021-01-15,50.98096
2021-01-16,38.80249
2021-01-17,58.39267
2021-01-18,81.89216
2021-01-19,83.79595
2021-01-20,99.782
2021-01-21,99.59308
2021-01-22,89.59453
2021-01-23,59.4245
2021-01-24,56.98299
2021-01-25,92.41389
2021-01-26,84.261
2021-01-27,73.75381
2021-01-28,65.09228
2021-01-29,53.53872
2021-01-30,31.62331
2021-01-31,32.49527
2021-02-01,50.58857
2021-02-02,45.82182
2021-02-03,44.58654
2021-02-04,56.8522
2021-02-05,40.18311
2021-02-06,27.01642
2021-02-07,28.61502
2021-02-08,40.12498
2021-02-09,43.23499
2021-02-10,37.45095
2021-02-11,23.71748
2021-02-12,21.87182
2021-02-13,25.43234
2021-02-14,27.83025
2021-02-15,45.64743
2021-02-16,48.69931
2021-02-17,44.6156
2021-02-18,42.53742
2021-02-19,43.62737
2021-02-20,23.74654
2021-02-21,24.8801
2021-02-22,41.65092
2021-02-23,40.80802
2021-02-24,36.08487
2021-02-25,40.38657
2021-02-26,30.8676
2021-02-27,21.39223
2021-02-28,28.93474
2021-03-01,33.42537
2021-03-02,34.73332
2021-03-03,30.9112
2021-03-04,28.64409
2021-03-05,26.5223
2021-03-06,20.50574
2021-03-07,25.59221
2021-03-08,27.85932
2021-03-09,27.32161
2021-03-10,39.31114
2021-03-11,31.08559
2021-03-12,25.46141
2021-03-13,16.64002
2021-03-14,19.92442
2021-03-15,23.25243
2021-03-16,27.91745
2021-03-17,24.50225
2021-03-18,21.53756
2021-03-19,20.40401
2021-03-20,15.65179
2021-03-21,15.65179
2021-03-22,22.96177
2021-03-23,21.52303
2021-03-24,22.94724
2021-03-25,41.08414
2021-03-26,21.74102
2021-03-27,17.10507
2021-03-28,17.1196
2021-03-29,21.58116
2021-03-30,21.40677
2021-03-31,19.95349
2021-04-01,17.49745
2021-04-02,16.21857
2021-04-03,12.58538
2021-04-04,15.04141
2021-04-05,18.73274
