date,전세자금대출금리
2020-03-20,13.8088
2020-03-21,10.77389
2020-03-22,13.17653
2020-03-23,19.42336
2020-03-24,16.13555
2020-03-25,16.54021
2020-03-26,15.30096
2020-03-27,13.96054
2020-03-28,9.96459
2020-03-29,9.96459
2020-03-30,15.07334
2020-03-31,16.03439
2020-04-01,15.80677
2020-04-02,14.36519
2020-04-03,11.8614
2020-04-04,10.26808
2020-04-05,10.24279
2020-04-06,16.16084
2020-04-07,14.87101
2020-04-08,13.07536
2020-04-09,12.87303
2020-04-10,11.00151
2020-04-11,10.4957
2020-04-12,10.26808
2020-04-13,13.96054
2020-04-14,13.07536
2020-04-15,9.20586
2020-04-16,14.39049
2020-04-17,13.27769
2020-04-18,10.14162
2020-04-19,12.84774
2020-04-20,16.31259
2020-04-21,14.11229
2020-04-22,13.40414
2020-04-23,12.31664
2020-04-24,11.27971
2020-04-25,7.7137
2020-04-26,8.8265
2020-04-27,15.22508
2020-04-28,12.1396
2020-04-29,10.57157
2020-04-30,8.11836
2020-05-01,6.98027
2020-05-02,6.82852
2020-05-03,7.96661
2020-05-04,13.83409
2020-05-05,10.4704
2020-05-06,16.33788
2020-05-07,12.29135
2020-05-08,10.7486
2020-05-09,7.94132
2020-05-10,7.91603
2020-05-11,14.03641
2020-05-12,15.02276
2020-05-13,12.56954
2020-05-14,11.48204
2020-05-15,10.26808
2020-05-16,7.25847
2020-05-17,9.43348
2020-05-18,15.80677
2020-05-19,12.74658
2020-05-20,13.45472
2020-05-21,11.98786
2020-05-22,11.55791
2020-05-23,7.7137
2020-05-24,8.77592
2020-05-25,14.8963
2020-05-26,12.46838
2020-05-27,12.79716
2020-05-28,14.46636
2020-05-29,11.83611
2020-05-30,9.20586
2020-05-31,10.79919
2020-06-01,15.42741
2020-06-02,15.07334
2020-06-03,12.9742
2020-06-04,12.696
2020-06-05,10.57157
2020-06-06,7.63783
2020-06-07,7.68841
2020-06-08,14.56752
2020-06-09,12.94891
2020-06-10,13.22711
2020-06-11,12.1396
2020-06-12,11.55791
2020-06-13,8.87708
2020-06-14,9.55993
2020-06-15,15.02276
2020-06-16,14.0617
2020-06-17,14.01112
2020-06-18,12.46838
2020-06-19,11.40617
2020-06-20,8.32068
2020-06-21,9.12999
2020-06-22,15.04805
2020-06-23,13.15123
2020-06-24,11.65907
2020-06-25,11.05209
2020-06-26,8.92766
2020-06-27,6.77794
2020-06-28,9.45877
2020-06-29,13.90996
2020-06-30,11.63378
2020-07-01,11.5832
2020-07-02,10.36924
2020-07-03,9.76226
2020-07-04,7.76428
2020-07-05,9.23115
2020-07-06,13.10065
2020-07-07,12.39251
2020-07-08,12.06373
2020-07-09,11.73495
2020-07-10,10.97622
2020-07-11,8.59888
2020-07-12,8.90237
2020-07-13,13.22711
2020-07-14,12.49367
2020-07-15,14.21345
2020-07-16,15.09863
2020-07-17,11.10268
2020-07-18,7.78958
2020-07-19,8.52301
2020-07-20,13.8088
2020-07-21,12.62013
2020-07-22,11.45675
2020-07-23,11.88669
2020-07-24,9.40819
2020-07-25,6.52503
2020-07-26,8.49772
2020-07-27,13.58118
2020-07-28,14.84572
2020-07-29,12.62013
2020-07-30,12.9742
2020-07-31,12.08902
2020-08-01,8.67475
2020-08-02,7.81487
2020-08-03,13.70763
2020-08-04,13.37885
2020-08-05,11.20384
2020-08-06,11.78553
2020-08-07,10.59686
2020-08-08,7.91603
2020-08-09,8.39656
2020-08-10,13.88467
2020-08-11,12.36722
2020-08-12,12.34193
2020-08-13,12.54425
2020-08-14,9.35761
2020-08-15,6.44916
2020-08-16,5.66514
2020-08-17,11.53262
2020-08-18,12.74658
2020-08-19,13.05007
2020-08-20,12.34193
2020-08-21,10.2175
2020-08-22,7.4355
2020-08-23,8.52301
2020-08-24,12.92362
2020-08-25,12.31664
2020-08-26,11.20384
2020-08-27,11.81082
2020-08-28,9.71168
2020-08-29,7.23318
2020-08-30,7.10672
2020-08-31,11.63378
2020-09-01,11.60849
2020-09-02,10.69802
2020-09-03,10.19221
2020-09-04,9.61052
2020-09-05,7.30905
2020-09-06,7.7137
2020-09-07,12.696
2020-09-08,12.56954
2020-09-09,12.29135
2020-09-10,12.19018
2020-09-11,10.31866
2020-09-12,8.06777
2020-09-13,8.64946
2020-09-14,12.4178
2020-09-15,12.82245
2020-09-16,11.17855
2020-09-17,11.305
2020-09-18,9.50935
2020-09-19,7.38492
2020-09-20,5.89276
2020-09-21,9.91401
2020-09-22,10.24279
2020-09-23,9.30703
2020-09-24,8.52301
2020-09-25,8.11836
2020-09-26,5.86747
2020-09-27,5.91805
2020-09-28,8.97824
2020-09-29,7.53667
2020-09-30,3.54071
2020-10-01,3.81891
2020-10-02,3.97066
2020-10-03,5.46282
2020-10-04,7.78958
2020-10-05,12.49367
2020-10-06,12.82245
2020-10-07,12.62013
2020-10-08,10.72331
2020-10-09,7.7137
2020-10-10,8.21952
2020-10-11,8.34597
2020-10-12,15.19979
2020-10-13,13.85938
2020-10-14,13.40414
2020-10-15,11.98786
2020-10-16,11.25442
2020-10-17,7.33434
2020-10-18,7.68841
2020-10-19,13.58118
2020-10-20,11.43146
2020-10-21,11.81082
2020-10-22,10.26808
2020-10-23,9.81284
2020-10-24,6.47445
2020-10-25,7.33434
2020-10-26,13.37885
2020-10-27,11.73495
2020-10-28,11.63378
2020-10-29,12.21547
2020-10-30,8.80121
2020-10-31,6.70207
2020-11-01,6.55032
2020-11-02,10.95093
2020-11-03,11.33029
2020-11-04,11.27971
2020-11-05,9.55993
2020-11-06,8.85179
2020-11-07,7.30905
2020-11-08,7.48609
2020-11-09,13.22711
2020-11-10,10.62215
2020-11-11,11.20384
2020-11-12,8.14365
2020-11-13,9.23115
2020-11-14,6.98027
2020-11-15,6.65149
2020-11-16,13.58118
2020-11-17,10.4957
2020-11-18,9.28174
2020-11-19,9.88872
2020-11-20,8.14365
2020-11-21,6.80323
2020-11-22,6.6262
2020-11-23,12.16489
2020-11-24,10.34395
2020-11-25,9.9393
2020-11-26,10.54628
2020-11-27,9.55993
2020-11-28,6.52503
2020-11-29,7.1573
2020-11-30,10.82448
2020-12-01,10.34395
2020-12-02,10.87506
2020-12-03,10.87506
2020-12-04,9.18057
2020-12-05,7.03085
2020-12-06,8.52301
2020-12-07,10.44511
2020-12-08,10.54628
2020-12-09,9.83813
2020-12-10,10.26808
2020-12-11,9.1047
2020-12-12,6.75265
2020-12-13,8.34597
2020-12-14,11.43146
2020-12-15,10.92564
2020-12-16,10.87506
2020-12-17,10.06575
2020-12-18,8.14365
2020-12-19,6.85381
2020-12-20,7.61254
2020-12-21,10.69802
2020-12-22,10.52099
2020-12-23,10.59686
2020-12-24,7.00556
2020-12-25,5.28578
2020-12-26,7.73899
2020-12-27,7.94132
2020-12-28,13.17653
2020-12-29,10.82448
2020-12-30,10.31866
2020-12-31,9.35761
2021-01-01,6.39858
2021-01-02,8.19423
2021-01-03,9.28174
2021-01-04,14.41578
2021-01-05,14.54223
2021-01-06,12.34193
2021-01-07,10.77389
2021-01-08,10.36924
2021-01-09,9.28174
2021-01-10,10.44511
2021-01-11,16.03439
2021-01-12,12.84774
2021-01-13,12.74658
2021-01-14,13.70763
2021-01-15,12.19018
2021-01-16,10.09104
2021-01-17,9.53464
2021-01-18,15.55386
2021-01-19,14.01112
2021-01-20,13.20182
2021-01-21,13.30298
2021-01-22,13.37885
2021-01-23,10.62215
2021-01-24,10.79919
2021-01-25,14.41578
2021-01-26,15.02276
2021-01-27,14.23874
2021-01-28,12.54425
2021-01-29,11.10268
2021-01-30,9.53464
2021-01-31,10.57157
2021-02-01,13.8088
2021-02-02,13.68234
2021-02-03,13.02478
2021-02-04,11.78553
2021-02-05,9.91401
2021-02-06,9.23115
2021-02-07,9.40819
2021-02-08,12.89833
2021-02-09,11.96256
2021-02-10,8.14365
2021-02-11,6.77794
2021-02-12,5.94334
2021-02-13,7.10672
2021-02-14,7.84016
2021-02-15,16.18614
2021-02-16,14.46636
2021-02-17,13.42943
2021-02-18,11.40617
2021-02-19,9.91401
2021-02-20,7.96661
2021-02-21,9.9393
2021-02-22,14.41578
2021-02-23,12.9742
2021-02-24,10.82448
2021-02-25,9.71168
2021-02-26,8.44714
2021-02-27,8.06777
2021-02-28,7.94132
