date,국채수익률
2020-08-11,4.22163
2020-08-12,10.55408
2020-08-13,4.48548
2020-08-14,5.80474
2020-08-15,3.0343
2020-08-16,3.29815
2020-08-17,4.35356
2020-08-18,4.88126
2020-08-19,5.14511
2020-08-20,3.69393
2020-08-21,4.48548
2020-08-22,3.16622
2020-08-23,2.50659
2020-08-24,5.40897
2020-08-25,6.72823
2020-08-26,5.93667
2020-08-27,5.27704
2020-08-28,3.95778
2020-08-29,1.71503
2020-08-30,4.22163
2020-08-31,3.562
2020-09-01,6.33245
2020-09-02,5.14511
2020-09-03,5.54089
2020-09-04,5.93667
2020-09-05,3.43007
2020-09-06,5.40897
2020-09-07,6.33245
2020-09-08,5.80474
2020-09-09,4.0897
2020-09-10,3.562
2020-09-11,3.95778
2020-09-12,3.69393
2020-09-13,4.35356
2020-09-14,5.27704
2020-09-15,3.82585
2020-09-16,5.80474
2020-09-17,5.40897
2020-09-18,3.95778
2020-09-19,2.90237
2020-09-20,2.24274
2020-09-21,2.77044
2020-09-22,3.16622
2020-09-23,3.82585
2020-09-24,4.74934
2020-09-25,2.77044
2020-09-26,2.77044
2020-09-27,2.77044
2020-09-28,0.92348
2020-09-29,1.58311
2020-09-30,1.84696
2020-10-01,2.24274
2020-10-02,3.0343
2020-10-03,1.31926
2020-10-04,4.0897
2020-10-05,6.33245
2020-10-06,4.74934
2020-10-07,5.01319
2020-10-08,4.22163
2020-10-09,2.37467
2020-10-10,1.84696
2020-10-11,3.43007
2020-10-12,3.82585
2020-10-13,2.37467
2020-10-14,2.63852
2020-10-15,4.61741
2020-10-16,4.22163
2020-10-17,1.31926
2020-10-18,2.37467
2020-10-19,2.77044
2020-10-20,3.82585
2020-10-21,5.93667
2020-10-22,3.16622
2020-10-23,3.562
2020-10-24,1.97889
2020-10-25,1.71503
2020-10-26,3.562
2020-10-27,3.562
2020-10-28,1.71503
2020-10-29,2.77044
2020-10-30,4.0897
2020-10-31,1.0554
2020-11-01,2.77044
2020-11-02,5.54089
2020-11-03,3.16622
2020-11-04,3.82585
2020-11-05,6.86015
2020-11-06,3.82585
2020-11-07,1.45118
2020-11-08,1.84696
2020-11-09,2.90237
2020-11-10,2.77044
2020-11-11,3.82585
2020-11-12,3.43007
2020-11-13,1.84696
2020-11-14,1.97889
2020-11-15,1.31926
2020-11-16,2.11081
2020-11-17,3.95778
2020-11-18,3.95778
2020-11-19,4.48548
2020-11-20,4.35356
2020-11-21,2.90237
2020-11-22,1.84696
2020-11-23,2.63852
2020-11-24,4.48548
2020-11-25,3.16622
2020-11-26,3.16622
2020-11-27,3.69393
2020-11-28,2.24274
2020-11-29,3.29815
2020-11-30,4.0897
2020-12-01,3.16622
2020-12-02,5.40897
2020-12-03,6.46437
2020-12-04,4.48548
2020-12-05,3.29815
2020-12-06,1.45118
2020-12-07,3.43007
2020-12-08,4.61741
2020-12-09,5.14511
2020-12-10,4.35356
2020-12-11,4.22163
2020-12-12,1.71503
2020-12-13,3.82585
2020-12-14,2.77044
2020-12-15,2.77044
2020-12-16,5.93667
2020-12-17,4.48548
2020-12-18,2.77044
2020-12-19,1.45118
2020-12-20,1.84696
2020-12-21,2.11081
2020-12-22,1.97889
2020-12-23,5.27704
2020-12-24,2.63852
2020-12-25,1.58311
2020-12-26,2.11081
2020-12-27,3.0343
2020-12-28,3.16622
2020-12-29,3.82585
2020-12-30,1.71503
2020-12-31,2.37467
2021-01-01,3.0343
2021-01-02,1.58311
2021-01-03,2.90237
2021-01-04,1.84696
2021-01-05,2.63852
2021-01-06,9.36675
2021-01-07,9.49868
2021-01-08,5.80474
2021-01-09,4.74934
2021-01-10,5.01319
2021-01-11,8.17941
2021-01-12,19.26121
2021-01-13,17.15039
2021-01-14,10.94986
2021-01-15,9.36675
2021-01-16,3.95778
2021-01-17,4.61741
2021-01-18,3.95778
2021-01-19,5.93667
2021-01-20,6.20052
2021-01-21,3.43007
2021-01-22,3.82585
2021-01-23,3.29815
2021-01-24,2.11081
2021-01-25,4.0897
2021-01-26,6.0686
2021-01-27,4.22163
2021-01-28,3.43007
2021-01-29,3.562
2021-01-30,4.0897
2021-01-31,3.29815
2021-02-01,4.22163
2021-02-02,4.74934
2021-02-03,4.74934
2021-02-04,4.22163
2021-02-05,5.67282
2021-02-06,3.562
2021-02-07,2.77044
2021-02-08,5.40897
2021-02-09,5.67282
2021-02-10,3.82585
2021-02-11,3.82585
2021-02-12,3.69393
2021-02-13,4.0897
2021-02-14,2.77044
2021-02-15,6.20052
2021-02-16,8.70712
2021-02-17,17.15039
2021-02-18,8.97097
2021-02-19,10.68601
2021-02-20,11.47757
2021-02-21,6.0686
2021-02-22,13.06068
2021-02-23,20.05277
2021-02-24,17.54617
2021-02-25,18.60158
2021-02-26,73.87862
2021-02-27,35.3562
2021-02-28,26.12137
2021-03-01,31.13456
2021-03-02,33.11345
2021-03-03,21.37203
2021-03-04,34.56464
2021-03-05,43.00791
2021-03-06,21.37203
2021-03-07,14.77572
2021-03-08,23.35092
2021-03-09,25.19788
2021-03-10,29.28759
2021-03-11,19.39313
2021-03-12,20.31662
2021-03-13,12.40105
2021-03-14,10.15831
2021-03-15,18.07387
2021-03-16,15.83113
2021-03-17,18.2058
2021-03-18,18.7335
2021-03-19,25.32981
2021-03-20,12.53298
2021-03-21,8.83905
2021-03-22,14.64379
2021-03-23,14.90765
2021-03-24,12.79683
2021-03-25,10.15831
2021-03-26,9.1029
2021-03-27,6.86015
2021-03-28,7.12401
2021-03-29,6.86015
2021-03-30,7.65171
2021-03-31,11.08179
2021-04-01,10.68601
2021-04-02,6.72823
2021-04-03,6.0686
2021-04-04,7.12401
2021-04-05,7.12401
2021-04-06,7.51978
2021-04-07,8.17941
2021-04-08,8.44327
2021-04-09,8.83905
2021-04-10,7.78364
2021-04-11,9.36675
2021-04-12,10.15831
2021-04-13,17.01846
2021-04-14,12.6649
2021-04-15,11.74142
2021-04-16,14.90765
2021-04-17,8.57519
2021-04-18,9.6306
2021-04-19,12.79683
2021-04-20,21.89973
2021-04-21,14.77572
2021-04-22,10.55408
2021-04-23,9.6306
2021-04-24,7.78364
2021-04-25,7.91556
2021-04-26,9.1029
2021-04-27,8.04749
2021-04-28,9.89445
2021-04-29,7.78364
2021-04-30,8.57519
2021-05-01,3.82585
2021-05-02,6.0686
2021-05-03,7.91556
2021-05-04,12.53298
2021-05-05,7.51978
2021-05-06,8.57519
2021-05-07,9.49868
2021-05-08,5.54089
2021-05-09,5.93667
2021-05-10,8.04749
2021-05-11,10.29023
2021-05-12,12.00527
2021-05-13,12.1372
2021-05-14,7.78364
2021-05-15,6.5963
2021-05-16,4.61741
2021-05-17,10.68601
2021-05-18,8.17941
2021-05-19,5.40897
2021-05-20,10.55408
2021-05-21,6.33245
2021-05-22,5.27704
2021-05-23,3.82585
2021-05-24,8.31134
2021-05-25,8.04749
2021-05-26,11.34564
2021-05-27,8.83905
2021-05-28,9.36675
2021-05-29,6.46437
2021-05-30,6.0686
2021-05-31,7.38786
2021-06-01,6.5963
2021-06-02,8.17941
2021-06-03,10.02638
2021-06-04,8.31134
2021-06-05,5.01319
2021-06-06,5.27704
2021-06-07,9.76253
2021-06-08,11.08179
2021-06-09,12.40105
2021-06-10,13.32453
2021-06-11,9.49868
2021-06-12,7.25593
2021-06-13,4.22163
2021-06-14,11.74142
2021-06-15,11.60949
2021-06-16,10.29023
2021-06-17,11.47757
2021-06-18,12.1372
2021-06-19,8.17941
2021-06-20,4.74934
2021-06-21,10.02638
2021-06-22,11.34564
2021-06-23,10.68601
2021-06-24,11.21372
2021-06-25,10.15831
2021-06-26,6.46437
2021-06-27,6.72823
2021-06-28,11.60949
2021-06-29,11.21372
2021-06-30,11.74142
2021-07-01,12.79683
2021-07-02,10.42216
2021-07-03,7.65171
2021-07-04,8.04749
2021-07-05,10.29023
2021-07-06,16.09498
2021-07-07,13.06068
2021-07-08,17.6781
2021-07-09,17.41424
2021-07-10,9.36675
2021-07-11,5.54089
2021-07-12,13.19261
2021-07-13,15.1715
2021-07-14,10.68601
2021-07-15,11.21372
2021-07-16,11.34564
2021-07-17,4.74934
2021-07-18,3.16622
2021-07-19,12.92875
2021-07-20,21.76781
2021-07-21,15.83113
2021-07-22,15.43535
2021-07-23,11.47757
2021-07-24,5.80474
2021-07-25,3.43007
2021-07-26,9.76253
2021-07-27,10.68601
2021-07-28,8.97097
2021-07-29,6.99208
2021-07-30,6.99208
2021-07-31,4.61741
2021-08-01,3.43007
2021-08-02,7.38786
2021-08-03,11.47757
2021-08-04,9.76253
2021-08-05,9.1029
2021-08-06,6.72823
2021-08-07,5.40897
2021-08-08,6.5963
2021-08-09,10.68601
2021-08-10,7.12401
2021-08-11,9.76253
2021-08-12,8.57519
2021-08-13,7.91556
2021-08-14,5.40897
2021-08-15,5.27704
2021-08-16,7.65171
2021-08-17,10.15831
2021-08-18,10.15831
2021-08-19,12.6649
2021-08-20,9.36675
2021-08-21,6.99208
2021-08-22,4.61741
2021-08-23,12.40105
2021-08-24,10.15831
2021-08-25,11.60949
2021-08-26,12.6649
2021-08-27,10.42216
2021-08-28,6.5963
2021-08-29,2.77044
2021-08-30,9.49868
2021-08-31,9.49868
2021-09-01,9.36675
2021-09-02,9.6306
2021-09-03,11.60949
2021-09-04,5.14511
2021-09-05,4.61741
2021-09-06,8.57519
2021-09-07,9.6306
2021-09-08,9.49868
2021-09-09,12.00527
2021-09-10,14.37994
2021-09-11,4.35356
2021-09-12,3.69393
2021-09-13,8.31134
2021-09-14,11.74142
2021-09-15,9.23482
2021-09-16,7.91556
2021-09-17,6.99208
2021-09-18,5.93667
2021-09-19,2.63852
2021-09-20,6.72823
2021-09-21,7.51978
2021-09-22,8.57519
2021-09-23,9.36675
2021-09-24,12.53298
2021-09-25,6.33245
2021-09-26,5.80474
2021-09-27,12.26912
2021-09-28,19.65699
2021-09-29,29.94722
2021-09-30,22.29551
2021-10-01,16.49076
2021-10-02,6.5963
2021-10-03,4.0897
2021-10-04,17.15039
2021-10-05,22.42744
2021-10-06,34.69656
2021-10-07,25.59366
2021-10-08,18.2058
2021-10-09,8.97097
2021-10-10,7.25593
2021-10-11,11.21372
2021-10-12,21.2401
2021-10-13,20.7124
2021-10-14,22.82321
2021-10-15,16.09498
2021-10-16,5.93667
2021-10-17,3.43007
2021-10-18,16.22691
2021-10-19,12.40105
2021-10-20,14.37994
2021-10-21,14.51187
2021-10-22,10.42216
2021-10-23,3.0343
2021-10-24,4.48548
2021-10-25,10.68601
2021-10-26,10.94986
2021-10-27,15.03957
2021-10-28,22.82321
2021-10-29,23.35092
2021-10-30,10.42216
2021-10-31,5.40897
2021-11-01,20.18469
2021-11-02,18.99736
2021-11-03,18.33773
2021-11-04,19.12928
2021-11-05,15.96306
2021-11-06,6.20052
2021-11-07,3.562
2021-11-08,13.98416
2021-11-09,16.88654
2021-11-10,15.43535
2021-11-11,13.72031
2021-11-12,11.34564
2021-11-13,5.01319
2021-11-14,3.43007
2021-11-15,10.68601
2021-11-16,12.40105
2021-11-17,13.19261
2021-11-18,12.00527
2021-11-19,16.62269
2021-11-20,5.27704
2021-11-21,4.0897
2021-11-22,14.37994
2021-11-23,22.16358
2021-11-24,22.69129
2021-11-25,23.48284
2021-11-26,16.49076
2021-11-27,6.72823
2021-11-28,5.01319
2021-11-29,17.6781
2021-11-30,18.33773
2021-12-01,17.54617
2021-12-02,15.1715
2021-12-03,12.92875
2021-12-04,5.93667
2021-12-05,4.74934
2021-12-06,14.51187
2021-12-07,12.26912
2021-12-08,12.53298
2021-12-09,10.02638
2021-12-10,12.79683
2021-12-11,4.35356
2021-12-12,2.50659
2021-12-13,10.29023
2021-12-14,8.57519
2021-12-15,12.26912
2021-12-16,10.94986
2021-12-17,10.29023
2021-12-18,3.82585
2021-12-19,1.97889
2021-12-20,11.47757
2021-12-21,10.29023
2021-12-22,12.40105
2021-12-23,12.79683
2021-12-24,11.08179
2021-12-25,1.97889
2021-12-26,1.97889
2021-12-27,9.1029
2021-12-28,8.31134
2021-12-29,10.42216
2021-12-30,12.79683
2021-12-31,4.22163
2022-01-01,1.45118
2022-01-02,2.63852
2022-01-03,8.17941
2022-01-04,12.92875
2022-01-05,16.49076
2022-01-06,16.09498
2022-01-07,13.06068
2022-01-08,6.20052
2022-01-09,4.22163
2022-01-10,14.51187
2022-01-11,17.81002
2022-01-12,12.6649
2022-01-13,12.1372
2022-01-14,12.6649
2022-01-15,6.33245
2022-01-16,3.95778
2022-01-17,9.76253
2022-01-18,9.76253
2022-01-19,19.78891
2022-01-20,14.90765
2022-01-21,11.34564
2022-01-22,6.20052
2022-01-23,4.0897
2022-01-24,13.19261
2022-01-25,13.85224
2022-01-26,8.44327
2022-01-27,12.53298
2022-01-28,8.44327
2022-01-29,3.16622
2022-01-30,2.77044
2022-01-31,4.22163
2022-02-01,5.01319
2022-02-02,4.48548
2022-02-03,7.38786
2022-02-04,7.78364
2022-02-05,6.72823
2022-02-06,5.14511
2022-02-07,8.57519
2022-02-08,10.02638
2022-02-09,12.53298
2022-02-10,8.70712
2022-02-11,12.53298
2022-02-12,6.20052
2022-02-13,3.562
2022-02-14,8.83905
2022-02-15,9.6306
2022-02-16,7.38786
2022-02-17,7.78364
2022-02-18,6.5963
2022-02-19,4.0897
2022-02-20,1.84696
2022-02-21,8.04749
2022-02-22,10.02638
2022-02-23,7.38786
2022-02-24,10.15831
2022-02-25,8.70712
2022-02-26,5.54089
2022-02-27,2.37467
2022-02-28,9.76253
2022-03-01,7.65171
2022-03-02,11.08179
2022-03-03,10.94986
2022-03-04,9.89445
2022-03-05,3.0343
2022-03-06,3.43007
2022-03-07,10.55408
2022-03-08,8.31134
2022-03-09,3.82585
2022-03-10,7.65171
2022-03-11,9.6306
2022-03-12,4.88126
2022-03-13,3.82585
2022-03-14,9.36675
2022-03-15,14.11609
2022-03-16,12.40105
2022-03-17,13.19261
2022-03-18,12.79683
2022-03-19,5.01319
2022-03-20,3.29815
2022-03-21,8.83905
2022-03-22,14.11609
2022-03-23,18.07387
2022-03-24,13.19261
2022-03-25,9.1029
2022-03-26,6.5963
2022-03-27,3.43007
2022-03-28,18.99736
2022-03-29,37.59894
2022-03-30,19.39313
2022-03-31,18.99736
2022-04-01,12.92875
2022-04-02,5.93667
2022-04-03,5.01319
2022-04-04,18.86543
2022-04-05,17.81002
2022-04-06,21.50395
2022-04-07,21.10817
2022-04-08,17.94195
2022-04-09,6.46437
2022-04-10,4.88126
2022-04-11,20.05277
2022-04-12,26.51715
2022-04-13,19.92084
2022-04-14,21.10817
2022-04-15,15.56728
2022-04-16,3.69393
2022-04-17,3.43007
2022-04-18,14.90765
2022-04-19,17.41424
2022-04-20,21.89973
2022-04-21,14.51187
2022-04-22,17.41424
2022-04-23,6.20052
2022-04-24,4.48548
2022-04-25,18.7335
2022-04-26,19.65699
2022-04-27,17.94195
2022-04-28,13.19261
2022-04-29,14.24802
2022-04-30,5.14511
2022-05-01,5.27704
2022-05-02,14.11609
2022-05-03,18.60158
2022-05-04,12.6649
2022-05-05,7.65171
2022-05-06,18.60158
2022-05-07,5.80474
2022-05-08,3.562
2022-05-09,14.90765
2022-05-10,16.35883
2022-05-11,16.49076
2022-05-12,17.41424
2022-05-13,14.37994
2022-05-14,7.51978
2022-05-15,4.0897
2022-05-16,11.21372
2022-05-17,14.64379
2022-05-18,13.98416
2022-05-19,16.62269
2022-05-20,12.00527
2022-05-21,5.27704
2022-05-22,4.48548
2022-05-23,12.92875
2022-05-24,14.51187
2022-05-25,11.87335
2022-05-26,14.11609
2022-05-27,6.99208
2022-05-28,4.35356
2022-05-29,2.90237
2022-05-30,11.74142
2022-05-31,10.94986
2022-06-01,6.33245
2022-06-02,13.19261
2022-06-03,13.19261
2022-06-04,6.20052
2022-06-05,3.29815
2022-06-06,5.27704
2022-06-07,12.1372
2022-06-08,14.11609
2022-06-09,12.26912
2022-06-10,12.1372
2022-06-11,7.51978
2022-06-12,4.22163
2022-06-13,25.32981
2022-06-14,24.14248
2022-06-15,31.26649
2022-06-16,24.80211
2022-06-17,23.87862
2022-06-18,8.04749
2022-06-19,8.83905
2022-06-20,18.07387
2022-06-21,16.49076
2022-06-22,16.49076
2022-06-23,14.11609
2022-06-24,14.64379
2022-06-25,6.99208
2022-06-26,3.43007
2022-06-27,17.15039
2022-06-28,13.06068
2022-06-29,13.06068
2022-06-30,14.37994
2022-07-01,13.19261
2022-07-02,5.01319
2022-07-03,4.0897
2022-07-04,12.40105
2022-07-05,12.26912
2022-07-06,15.30343
2022-07-07,14.11609
2022-07-08,13.45646
2022-07-09,3.82585
2022-07-10,4.35356
2022-07-11,15.6992
2022-07-12,16.49076
2022-07-13,19.78891
2022-07-14,21.2401
2022-07-15,17.01846
2022-07-16,5.54089
2022-07-17,5.01319
2022-07-18,14.64379
2022-07-19,15.6992
2022-07-20,15.83113
2022-07-21,15.96306
2022-07-22,16.49076
2022-07-23,6.46437
2022-07-24,4.35356
2022-07-25,14.11609
2022-07-26,14.24802
2022-07-27,16.88654
2022-07-28,22.42744
2022-07-29,16.62269
2022-07-30,5.40897
2022-07-31,2.37467
2022-08-01,14.90765
2022-08-02,14.51187
2022-08-03,16.35883
2022-08-04,17.81002
2022-08-05,16.35883
2022-08-06,5.93667
2022-08-07,5.40897
2022-08-08,19.52506
2022-08-09,20.18469
2022-08-10,17.81002
2022-08-11,18.60158
2022-08-12,17.28232
2022-08-13,3.95778
2022-08-14,4.22163
2022-08-15,4.88126
2022-08-16,17.54617
2022-08-17,17.6781
2022-08-18,17.94195
2022-08-19,13.45646
2022-08-20,4.48548
2022-08-21,3.29815
2022-08-22,16.49076
2022-08-23,17.6781
2022-08-24,14.77572
2022-08-25,25.19788
2022-08-26,24.93403
2022-08-27,7.78364
2022-08-28,4.61741
2022-08-29,20.05277
2022-08-30,22.03166
2022-08-31,23.48284
2022-09-01,21.63588
2022-09-02,19.39313
2022-09-03,4.88126
2022-09-04,4.48548
2022-09-05,17.81002
2022-09-06,14.24802
2022-09-07,17.28232
2022-09-08,12.79683
2022-09-09,5.67282
2022-09-10,3.82585
2022-09-11,2.50659
2022-09-12,5.27704
2022-09-13,15.56728
2022-09-14,25.19788
2022-09-15,17.28232
2022-09-16,18.2058
2022-09-17,5.27704
2022-09-18,3.43007
2022-09-19,19.78891
2022-09-20,27.17678
2022-09-21,24.14248
2022-09-22,33.64116
2022-09-23,34.43271
2022-09-24,12.6649
2022-09-25,5.27704
2022-09-26,32.45382
2022-09-27,37.07124
2022-09-28,40.50131
2022-09-29,48.81266
2022-09-30,30.60686
2022-10-01,10.42216
2022-10-02,7.65171
2022-10-03,23.61477
2022-10-04,40.50131
2022-10-05,29.8153
2022-10-06,29.15567
2022-10-07,29.41952
2022-10-08,12.79683
2022-10-09,7.65171
2022-10-10,15.1715
2022-10-11,33.77308
2022-10-12,36.54353
2022-10-13,28.49604
2022-10-14,28.23218
2022-10-15,14.24802
2022-10-16,10.02638
2022-10-17,25.85751
2022-10-18,26.51715
2022-10-19,30.87071
2022-10-20,43.53562
2022-10-21,58.97097
2022-10-22,21.89973
2022-10-23,14.64379
2022-10-24,47.36147
2022-10-25,40.10554
2022-10-26,35.62005
2022-10-27,36.54353
2022-10-28,29.55145
2022-10-29,13.72031
2022-10-30,6.72823
2022-10-31,21.76781
2022-11-01,23.7467
2022-11-02,22.82321
2022-11-03,38.3905
2022-11-04,29.68337
2022-11-05,11.34564
2022-11-06,7.38786
2022-11-07,21.10817
2022-11-08,28.75989
2022-11-09,23.7467
2022-11-10,22.42744
2022-11-11,30.87071
2022-11-12,7.25593
2022-11-13,6.99208
2022-11-14,19.92084
2022-11-15,19.39313
2022-11-16,19.39313
2022-11-17,20.18469
2022-11-18,20.7124
2022-11-19,7.65171
2022-11-20,5.27704
2022-11-21,17.54617
2022-11-22,18.99736
2022-11-23,17.54617
2022-11-24,17.28232
2022-11-25,18.7335
2022-11-26,5.14511
2022-11-27,5.67282
2022-11-28,17.81002
2022-11-29,17.01846
2022-11-30,18.60158
2022-12-01,15.6992
2022-12-02,18.7335
2022-12-03,5.40897
2022-12-04,4.61741
2022-12-05,13.45646
2022-12-06,16.62269
2022-12-07,20.97625
2022-12-08,20.7124
2022-12-09,15.30343
2022-12-10,5.14511
2022-12-11,6.0686
2022-12-12,14.51187
2022-12-13,15.96306
2022-12-14,18.33773
2022-12-15,19.52506
2022-12-16,17.01846
2022-12-17,7.25593
2022-12-18,5.54089
2022-12-19,14.37994
2022-12-20,36.14775
2022-12-21,28.10026
2022-12-22,18.07387
2022-12-23,20.05277
2022-12-24,7.38786
2022-12-25,4.35356
2022-12-26,17.6781
2022-12-27,18.33773
2022-12-28,20.31662
2022-12-29,18.33773
2022-12-30,9.89445
2022-12-31,7.51978
2023-01-01,4.48548
2023-01-02,14.64379
2023-01-03,19.26121
2023-01-04,21.10817
2023-01-05,17.81002
2023-01-06,19.65699
2023-01-07,6.46437
2023-01-08,6.72823
2023-01-09,24.53825
2023-01-10,21.76781
2023-01-11,20.44854
2023-01-12,22.29551
2023-01-13,22.82321
2023-01-14,7.78364
2023-01-15,6.33245
2023-01-16,19.92084
2023-01-17,29.41952
2023-01-18,34.56464
2023-01-19,23.48284
2023-01-20,19.52506
2023-01-21,7.12401
2023-01-22,4.35356
2023-01-23,5.14511
2023-01-24,10.68601
2023-01-25,17.6781
2023-01-26,18.86543
2023-01-27,17.41424
2023-01-28,5.01319
2023-01-29,4.74934
2023-01-30,15.30343
2023-01-31,16.35883
2023-02-01,14.37994
2023-02-02,18.46965
2023-02-03,13.72031
2023-02-04,9.89445
2023-02-05,5.80474
2023-02-06,20.44854
2023-02-07,24.01055
2023-02-08,21.76781
2023-02-09,18.07387
2023-02-10,21.89973
2023-02-11,9.1029
2023-02-12,3.95778
2023-02-13,20.84432
2023-02-14,19.92084
2023-02-15,23.7467
2023-02-16,21.50395
2023-02-17,29.94722
2023-02-18,11.21372
2023-02-19,7.38786
2023-02-20,20.97625
2023-02-21,26.38522
2023-02-22,38.3905
2023-02-23,28.62796
2023-02-24,23.35092
2023-02-25,10.29023
2023-02-26,6.33245
2023-02-27,22.55936
2023-02-28,31.26649
2023-03-01,15.56728
2023-03-02,44.72295
2023-03-03,41.55672
2023-03-04,13.45646
2023-03-05,8.17941
2023-03-06,26.12137
2023-03-07,34.96042
2023-03-08,43.40369
2023-03-09,36.93931
2023-03-10,43.53562
2023-03-11,19.26121
2023-03-12,14.11609
2023-03-13,62.79683
2023-03-14,70.31662
2023-03-15,54.74934
2023-03-16,58.57519
2023-03-17,43.66754
2023-03-18,17.01846
2023-03-19,13.58839
2023-03-20,43.66754
2023-03-21,48.68073
2023-03-22,41.68865
2023-03-23,52.63852
2023-03-24,48.15303
2023-03-25,14.64379
2023-03-26,14.64379
2023-03-27,40.23746
2023-03-28,42.87598
2023-03-29,42.08443
2023-03-30,42.34828
2023-03-31,32.71767
2023-04-01,14.24802
2023-04-02,8.17941
2023-04-03,33.90501
2023-04-04,34.43271
2023-04-05,38.65435
2023-04-06,37.20316
2023-04-07,28.49604
2023-04-08,9.89445
2023-04-09,7.65171
2023-04-10,27.17678
2023-04-11,37.33509
2023-04-12,30.343
2023-04-13,35.8839
2023-04-14,29.55145
2023-04-15,11.21372
2023-04-16,6.86015
2023-04-17,33.50923
2023-04-18,32.98153
2023-04-19,29.94722
2023-04-20,29.28759
2023-04-21,27.70448
2023-04-22,11.34564
2023-04-23,5.93667
2023-04-24,32.45382
2023-04-25,37.46701
2023-04-26,30.73878
2023-04-27,27.04485
2023-04-28,25.85751
2023-04-29,6.72823
2023-04-30,5.01319
2023-05-01,10.29023
2023-05-02,27.57255
2023-05-03,27.04485
2023-05-04,25.46174
2023-05-05,13.32453
2023-05-06,9.36675
2023-05-07,8.31134
2023-05-08,23.21899
2023-05-09,26.12137
2023-05-10,24.53825
2023-05-11,23.48284
2023-05-12,23.48284
2023-05-13,6.46437
2023-05-14,5.40897
2023-05-15,21.50395
2023-05-16,22.16358
2023-05-17,20.7124
2023-05-18,22.82321
2023-05-19,27.3087
2023-05-20,7.51978
2023-05-21,5.67282
2023-05-22,25.32981
2023-05-23,35.09234
2023-05-24,28.10026
2023-05-25,40.63324
2023-05-26,37.86279
2023-05-27,11.34564
2023-05-28,6.86015
2023-05-29,12.00527
