date,미국환율
2020-07-06,5.69909
2020-07-07,6.2776
2020-07-08,5.16922
2020-07-09,5.16017
2020-07-10,4.81296
2020-07-11,1.78358
2020-07-12,1.56869
2020-07-13,5.17714
2020-07-14,5.07704
2020-07-15,5.02445
2020-07-16,4.60429
2020-07-17,4.02126
2020-07-18,1.54268
2020-07-19,1.44541
2020-07-20,4.36338
2020-07-21,5.18223
2020-07-22,5.64085
2020-07-23,4.96734
2020-07-24,4.76432
2020-07-25,1.82712
2020-07-26,1.46577
2020-07-27,5.78448
2020-07-28,6.36864
2020-07-29,5.81728
2020-07-30,6.3268
2020-07-31,6.26063
2020-08-01,1.98377
2020-08-02,1.68631
2020-08-03,4.90004
2020-08-04,4.65292
2020-08-05,5.43218
2020-08-06,5.94961
2020-08-07,5.23595
2020-08-08,1.9357
2020-08-09,1.64277
2020-08-10,5.29646
2020-08-11,5.30324
2020-08-12,4.94189
2020-08-13,4.98939
2020-08-14,4.20731
2020-08-15,1.68857
2020-08-16,1.321
2020-08-17,2.47745
2020-08-18,5.06291
2020-08-19,5.2416
2020-08-20,6.18825
2020-08-21,5.00636
2020-08-22,1.96115
2020-08-23,1.69197
2020-08-24,5.64367
2020-08-25,5.13303
2020-08-26,4.98713
2020-08-27,4.72417
2020-08-28,4.58902
2020-08-29,1.99055
2020-08-30,1.68235
2020-08-31,5.73698
2020-09-01,5.78675
2020-09-02,5.22916
2020-09-03,4.92945
2020-09-04,5.42256
2020-09-05,1.8882
2020-09-06,1.55116
2020-09-07,4.40523
2020-09-08,4.38544
2020-09-09,5.06517
2020-09-10,4.47931
2020-09-11,4.01504
2020-09-12,1.6292
2020-09-13,1.36059
2020-09-14,4.49062
2020-09-15,5.32134
2020-09-16,6.10456
2020-09-17,5.83594
2020-09-18,8.01142
2020-09-19,2.54022
2020-09-20,1.91873
2020-09-21,7.76147
2020-09-22,6.92453
2020-09-23,5.66856
2020-09-24,6.12718
2020-09-25,5.15678
2020-09-26,1.94248
2020-09-27,1.54041
2020-09-28,4.89495
2020-09-29,4.29044
2020-09-30,1.9357
2020-10-01,1.74173
2020-10-02,2.13532
2020-10-03,1.83165
2020-10-04,1.55003
2020-10-05,6.01181
2020-10-06,5.81106
2020-10-07,5.32982
2020-10-08,6.0514
2020-10-09,2.87047
2020-10-10,2.15398
2020-10-11,1.86671
2020-10-12,7.46571
2020-10-13,6.71077
2020-10-14,7.02632
2020-10-15,5.97449
2020-10-16,4.97186
2020-10-17,1.9357
2020-10-18,1.62637
2020-10-19,5.55546
2020-10-20,5.9236
2020-10-21,7.11963
2020-10-22,6.63782
2020-10-23,6.2465
2020-10-24,2.54474
2020-10-25,2.00752
2020-10-26,7.15299
2020-10-27,6.70512
2020-10-28,6.20748
2020-10-29,6.62312
2020-10-30,6.29174
2020-10-31,2.30271
2020-11-01,1.92722
2020-11-02,6.05592
2020-11-03,5.46441
2020-11-04,8.50453
2020-11-05,8.89133
2020-11-06,8.19916
2020-11-07,2.73249
2020-11-08,2.59111
2020-11-09,9.70678
2020-11-10,8.82008
2020-11-11,8.29926
2020-11-12,6.99126
2020-11-13,6.39522
2020-11-14,2.4667
2020-11-15,2.12401
2020-11-16,8.4378
2020-11-17,8.00689
2020-11-18,8.00011
2020-11-19,8.40501
2020-11-20,7.42782
2020-11-21,2.78395
2020-11-22,2.6307
2020-11-23,7.86326
2020-11-24,7.5675
2020-11-25,7.97636
2020-11-26,7.61161
2020-11-27,7.5347
2020-11-28,3.12664
2020-11-29,2.47631
2020-11-30,6.98843
2020-12-01,6.49192
2020-12-02,7.50699
2020-12-03,9.22102
2020-12-04,11.22176
2020-12-05,4.01617
2020-12-06,3.07518
2020-12-07,10.25758
2020-12-08,9.33638
2020-12-09,8.58992
2020-12-10,7.95261
2020-12-11,7.62914
2020-12-12,3.02032
2020-12-13,2.60694
2020-12-14,8.1183
2020-12-15,7.61557
2020-12-16,7.35035
2020-12-17,7.0201
2020-12-18,7.31868
2020-12-19,2.86651
2020-12-20,2.41241
2020-12-21,8.22857
2020-12-22,8.78785
2020-12-23,7.09531
2020-12-24,6.24819
2020-12-25,2.69007
2020-12-26,2.18226
2020-12-27,2.25125
2020-12-28,7.5183
2020-12-29,7.32321
2020-12-30,8.53168
2020-12-31,7.22764
2021-01-01,2.86651
2021-01-02,2.58998
2021-01-03,2.45822
2021-01-04,9.05533
2021-01-05,8.34223
2021-01-06,7.80105
2021-01-07,7.12245
2021-01-08,8.36881
2021-01-09,3.16566
2021-01-10,2.47688
2021-01-11,8.55826
2021-01-12,7.51095
2021-01-13,6.86911
2021-01-14,6.72208
2021-01-15,6.49475
2021-01-16,2.79356
2021-01-17,2.28574
2021-01-18,7.4086
2021-01-19,7.20502
2021-01-20,6.68702
2021-01-21,6.77015
2021-01-22,5.95753
2021-01-23,2.64201
2021-01-24,2.05276
2021-01-25,6.61746
2021-01-26,6.51511
2021-01-27,6.10512
2021-01-28,8.99765
2021-01-29,8.76975
2021-01-30,3.28724
2021-01-31,2.43051
2021-02-01,7.4544
2021-02-02,6.48514
2021-02-03,6.46704
2021-02-04,6.07628
2021-02-05,6.93245
2021-02-06,2.59507
2021-02-07,2.11722
2021-02-08,6.98334
2021-02-09,6.93245
2021-02-10,7.05629
2021-02-11,3.06387
2021-02-12,2.59846
2021-02-13,2.32815
2021-02-14,2.13079
2021-02-15,7.62292
2021-02-16,8.52376
2021-02-17,7.20841
2021-02-18,6.49475
2021-02-19,5.77657
2021-02-20,2.28913
2021-02-21,1.84522
2021-02-22,6.26572
2021-02-23,6.84706
2021-02-24,6.30418
2021-02-25,5.9219
2021-02-26,7.98541
2021-02-27,2.71382
2021-02-28,2.02674
2021-03-01,3.35623
2021-03-02,7.4708
2021-03-03,5.91907
2021-03-04,6.06101
2021-03-05,6.58184
2021-03-06,2.25407
2021-03-07,1.8373
2021-03-08,6.71982
2021-03-09,7.82593
2021-03-10,7.35205
2021-03-11,6.85101
2021-03-12,6.64461
2021-03-13,2.37735
2021-03-14,1.85822
2021-03-15,6.00277
2021-03-16,5.8235
2021-03-17,5.13925
2021-03-18,6.15319
2021-03-19,5.35301
2021-03-20,1.98716
2021-03-21,1.66822
2021-03-22,5.16979
2021-03-23,4.86781
2021-03-24,4.66706
2021-03-25,4.78129
2021-03-26,4.26612
2021-03-27,1.74852
2021-03-28,1.53646
2021-03-29,4.58054
2021-03-30,4.40297
2021-03-31,4.66932
2021-04-01,4.83162
2021-04-02,4.35886
2021-04-03,1.77792
2021-04-04,1.47991
2021-04-05,4.53303
2021-04-06,5.5809
2021-04-07,5.90889
2021-04-08,5.23538
2021-04-09,4.99901
2021-04-10,1.9046
2021-04-11,1.62524
2021-04-12,5.03689
2021-04-13,4.68855
2021-04-14,5.71719
2021-04-15,5.38241
2021-04-16,4.84632
2021-04-17,1.89724
2021-04-18,1.63146
2021-04-19,4.81578
2021-04-20,5.38581
2021-04-21,5.06291
2021-04-22,4.43407
2021-04-23,4.13096
2021-04-24,1.71628
2021-04-25,1.48217
2021-04-26,4.74227
2021-04-27,5.23369
2021-04-28,4.26386
2021-04-29,5.34961
2021-04-30,4.48497
2021-05-01,1.91308
2021-05-02,1.61902
2021-05-03,5.21955
2021-05-04,4.79543
2021-05-05,2.50233
2021-05-06,5.01936
2021-05-07,4.06933
2021-05-08,1.80281
2021-05-09,1.4997
2021-05-10,5.26422
2021-05-11,5.11776
2021-05-12,5.01201
2021-05-13,5.89193
2021-05-14,4.93454
2021-05-15,1.74117
2021-05-16,1.45672
2021-05-17,5.6007
2021-05-18,5.35131
2021-05-19,2.60977
2021-05-20,4.8548
2021-05-21,4.114
2021-05-22,1.66935
2021-05-23,1.40922
2021-05-24,4.41202
2021-05-25,4.76319
2021-05-26,5.20202
2021-05-27,5.33491
2021-05-28,4.8384
2021-05-29,1.74286
2021-05-30,1.49348
2021-05-31,6.13057
2021-06-01,7.01557
2021-06-02,5.72002
2021-06-03,5.30268
2021-06-04,4.53134
2021-06-05,1.65125
2021-06-06,1.38999
2021-06-07,5.4039
2021-06-08,5.55206
2021-06-09,4.9679
2021-06-10,4.61164
2021-06-11,4.90231
2021-06-12,1.63429
2021-06-13,1.38321
2021-06-14,4.72304
2021-06-15,4.71173
2021-06-16,4.32154
2021-06-17,7.2627
2021-06-18,6.39466
2021-06-19,1.97132
2021-06-20,1.5636
2021-06-21,6.50493
2021-06-22,5.30211
2021-06-23,5.52888
2021-06-24,5.11776
2021-06-25,4.9221
2021-06-26,1.71572
2021-06-27,1.37812
2021-06-28,4.99165
2021-06-29,4.7434
2021-06-30,7.10492
2021-07-01,4.45952
2021-07-02,4.16037
2021-07-03,1.5653
2021-07-04,1.2718
2021-07-05,4.86894
2021-07-06,4.32437
2021-07-07,4.95999
2021-07-08,6.76223
2021-07-09,6.82104
2021-07-10,2.17321
2021-07-11,1.72307
2021-07-12,5.61596
2021-07-13,5.29476
2021-07-14,5.86648
2021-07-15,5.50117
2021-07-16,4.88647
2021-07-17,1.70102
2021-07-18,1.38321
2021-07-19,5.35414
2021-07-20,6.09494
2021-07-21,5.65894
2021-07-22,5.1449
2021-07-23,4.45556
2021-07-24,1.66539
2021-07-25,1.43919
2021-07-26,5.17601
2021-07-27,4.75188
2021-07-28,4.95263
2021-07-29,5.01314
2021-07-30,4.81974
2021-07-31,1.69649
2021-08-01,1.43467
2021-08-02,4.62917
2021-08-03,4.30231
2021-08-04,4.65405
2021-08-05,4.68233
2021-08-06,4.22314
2021-08-07,1.74399
2021-08-08,1.66369
2021-08-09,5.02276
2021-08-10,4.92775
2021-08-11,5.84499
2021-08-12,6.40766
2021-08-13,7.66137
2021-08-14,2.60186
2021-08-15,2.02561
2021-08-16,3.64633
2021-08-17,10.08058
2021-08-18,8.36768
2021-08-19,8.64138
2021-08-20,8.57974
2021-08-21,2.71665
2021-08-22,2.25916
2021-08-23,8.00633
2021-08-24,7.59465
2021-08-25,6.76167
2021-08-26,6.55922
2021-08-27,5.63915
2021-08-28,2.14437
2021-08-29,1.73664
2021-08-30,5.98693
2021-08-31,6.33698
2021-09-01,6.3268
2021-09-02,5.64367
2021-09-03,5.35753
2021-09-04,2.01826
2021-09-05,1.68688
2021-09-06,5.34848
2021-09-07,5.04085
2021-09-08,5.57864
2021-09-09,5.52379
2021-09-10,5.17261
2021-09-11,1.91873
2021-09-12,1.70611
2021-09-13,5.99146
2021-09-14,5.05442
2021-09-15,5.45706
2021-09-16,5.05556
2021-09-17,5.07591
2021-09-18,1.94135
2021-09-19,1.5308
2021-09-20,3.28837
2021-09-21,3.73907
2021-09-22,3.61862
2021-09-23,8.51415
2021-09-24,6.43085
2021-09-25,2.2111
2021-09-26,1.90686
2021-09-27,6.06045
2021-09-28,6.55413
2021-09-29,7.06817
2021-09-30,5.87779
2021-10-01,5.51304
2021-10-02,2.05615
2021-10-03,1.64447
2021-10-04,2.67537
2021-10-05,6.39522
2021-10-06,7.31868
2021-10-07,7.06477
2021-10-08,6.18146
2021-10-09,2.17321
2021-10-10,1.77227
2021-10-11,3.06726
2021-10-12,8.46721
2021-10-13,6.4071
2021-10-14,6.54451
2021-10-15,5.99032
2021-10-16,2.14719
2021-10-17,1.75757
2021-10-18,5.76017
2021-10-19,6.06384
2021-10-20,6.20239
2021-10-21,5.70418
2021-10-22,4.88591
2021-10-23,1.84691
2021-10-24,1.61223
2021-10-25,6.19164
2021-10-26,6.4365
2021-10-27,5.76695
2021-10-28,5.67704
2021-10-29,5.05386
2021-10-30,1.97246
2021-10-31,1.72307
2021-11-01,5.31795
2021-11-02,5.2286
2021-11-03,5.22125
2021-11-04,5.57921
2021-11-05,5.22634
2021-11-06,1.9487
2021-11-07,1.69027
2021-11-08,5.3236
2021-11-09,8.34959
2021-11-10,5.33435
2021-11-11,5.52209
2021-11-12,4.76828
2021-11-13,1.47029
2021-11-14,1.31365
2021-11-15,4.96281
2021-11-16,5.33322
2021-11-17,5.10928
2021-11-18,4.90061
2021-11-19,4.61729
2021-11-20,2.08047
2021-11-21,1.81016
2021-11-22,5.58147
2021-11-23,5.3909
2021-11-24,5.05612
2021-11-25,5.11041
2021-11-26,5.44801
2021-11-27,2.36321
2021-11-28,2.03353
2021-11-29,6.05932
2021-11-30,6.07458
2021-12-01,6.73735
2021-12-02,6.41784
2021-12-03,5.22464
2021-12-04,2.13079
2021-12-05,1.68066
2021-12-06,5.05216
2021-12-07,4.80504
2021-12-08,5.16526
2021-12-09,5.10419
2021-12-10,4.4386
2021-12-11,1.72929
2021-12-12,1.55342
2021-12-13,4.6156
2021-12-14,4.5189
2021-12-15,4.33511
2021-12-16,4.455
2021-12-17,4.01278
2021-12-18,1.59074
2021-12-19,1.53363
2021-12-20,5.44745
2021-12-21,5.36206
2021-12-22,4.74905
2021-12-23,4.46574
2021-12-24,3.82842
2021-12-25,1.37585
2021-12-26,1.49404
2021-12-27,4.28535
2021-12-28,4.29609
2021-12-29,3.89402
2021-12-30,4.06141
2021-12-31,3.26688
2022-01-01,1.50875
2022-01-02,1.51327
2022-01-03,4.90457
2022-01-04,5.31512
2022-01-05,6.11021
2022-01-06,7.26779
2022-01-07,6.2137
2022-01-08,2.3881
2022-01-09,2.07368
2022-01-10,6.17694
2022-01-11,5.57808
2022-01-12,5.599
2022-01-13,5.5204
2022-01-14,5.15169
2022-01-15,1.92665
2022-01-16,1.64164
2022-01-17,4.81748
2022-01-18,4.74227
2022-01-19,4.67102
2022-01-20,4.46631
2022-01-21,4.46857
2022-01-22,1.89046
2022-01-23,1.60318
2022-01-24,5.00466
2022-01-25,5.62954
2022-01-26,4.90287
2022-01-27,5.92812
2022-01-28,5.75055
2022-01-29,2.2733
2022-01-30,1.76718
2022-01-31,2.02618
2022-02-01,2.53852
2022-02-02,2.76189
2022-02-03,6.25611
2022-02-04,5.36206
2022-02-05,2.21732
2022-02-06,1.76039
2022-02-07,5.10306
2022-02-08,4.84915
2022-02-09,4.63709
2022-02-10,4.56131
2022-02-11,4.38205
2022-02-12,1.95379
2022-02-13,1.49744
2022-02-14,4.9368
2022-02-15,4.80278
2022-02-16,4.36395
2022-02-17,4.35377
2022-02-18,3.96754
2022-02-19,1.63768
2022-02-20,1.47142
2022-02-21,4.67724
2022-02-22,4.9204
2022-02-23,4.6648
2022-02-24,7.49795
2022-02-25,6.55469
2022-02-26,2.26312
2022-02-27,1.76831
2022-02-28,6.03952
2022-03-01,2.96038
2022-03-02,5.43105
2022-03-03,4.82257
2022-03-04,6.31718
2022-03-05,2.49158
2022-03-06,1.95888
2022-03-07,8.66513
2022-03-08,8.96711
2022-03-09,3.61919
2022-03-10,7.09474
2022-03-11,6.58184
2022-03-12,2.7257
2022-03-13,2.16642
2022-03-14,7.84177
2022-03-15,7.90341
2022-03-16,7.26835
2022-03-17,9.23233
2022-03-18,7.94469
2022-03-19,2.89987
2022-03-20,2.26425
2022-03-21,6.60389
2022-03-22,6.35338
2022-03-23,6.21935
2022-03-24,5.51531
2022-03-25,5.39938
2022-03-26,2.2275
2022-03-27,1.88311
2022-03-28,5.89419
2022-03-29,5.81559
2022-03-30,6.86741
2022-03-31,5.85574
2022-04-01,4.83614
2022-04-02,2.04654
2022-04-03,1.68066
2022-04-04,5.18392
2022-04-05,5.00409
2022-04-06,5.08496
2022-04-07,4.90853
2022-04-08,4.58845
2022-04-09,1.84578
2022-04-10,1.57547
2022-04-11,5.84103
2022-04-12,6.13453
2022-04-13,5.80767
2022-04-14,5.49834
2022-04-15,4.56244
2022-04-16,1.74173
2022-04-17,1.58283
2022-04-18,5.24387
2022-04-19,5.45932
2022-04-20,6.0989
2022-04-21,5.46611
2022-04-22,5.91624
2022-04-23,2.18791
2022-04-24,1.90968
2022-04-25,7.95487
2022-04-26,7.15016
2022-04-27,9.24816
2022-04-28,9.26965
2022-04-29,8.76636
2022-04-30,3.00958
2022-05-01,2.31119
2022-05-02,7.52113
2022-05-03,6.65535
2022-05-04,6.23801
2022-05-05,3.24596
2022-05-06,7.15921
2022-05-07,2.35926
2022-05-08,2.19696
2022-05-09,7.57542
2022-05-10,7.44931
2022-05-11,6.56826
2022-05-12,9.56767
2022-05-13,7.57938
2022-05-14,2.53795
2022-05-15,2.17999
2022-05-16,7.55902
2022-05-17,7.34978
2022-05-18,7.46232
2022-05-19,7.51378
2022-05-20,6.74018
2022-05-21,2.49893
2022-05-22,2.13815
2022-05-23,7.24969
2022-05-24,6.70625
2022-05-25,5.88401
2022-05-26,6.06101
2022-05-27,6.07006
2022-05-28,2.26934
2022-05-29,1.90912
2022-05-30,7.99389
2022-05-31,8.31339
2022-06-01,3.52079
2022-06-02,7.08004
2022-06-03,6.52189
2022-06-04,2.3553
2022-06-05,1.81016
2022-06-06,2.71948
2022-06-07,6.80295
2022-06-08,6.33924
2022-06-09,5.8891
2022-06-10,6.70398
2022-06-11,3.337
2022-06-12,2.42203
2022-06-13,10.45664
2022-06-14,9.92111
2022-06-15,8.44968
2022-06-16,8.86702
2022-06-17,8.08324
2022-06-18,2.9994
2022-06-19,2.44125
2022-06-20,8.41914
2022-06-21,6.98334
2022-06-22,9.07116
2022-06-23,10.3294
2022-06-24,7.97183
2022-06-25,2.80826
2022-06-26,2.47914
2022-06-27,8.91961
2022-06-28,7.51548
2022-06-29,7.48381
2022-06-30,7.60313
2022-07-01,7.02179
2022-07-02,2.50798
2022-07-03,2.15115
2022-07-04,6.58749
2022-07-05,8.11321
2022-07-06,10.31752
2022-07-07,8.08211
2022-07-08,6.94319
2022-07-09,2.58489
2022-07-10,2.22806
2022-07-11,7.29606
2022-07-12,9.57163
2022-07-13,8.35072
2022-07-14,8.8936
2022-07-15,10.89037
2022-07-16,3.35227
2022-07-17,2.68781
2022-07-18,8.83365
2022-07-19,8.57748
2022-07-20,8.6001
2022-07-21,7.57711
2022-07-22,7.1151
2022-07-23,2.68329
2022-07-24,2.37792
2022-07-25,7.28249
2022-07-26,7.04894
2022-07-27,6.43537
2022-07-28,9.01631
2022-07-29,7.60652
2022-07-30,2.86029
2022-07-31,2.37905
2022-08-01,7.06873
2022-08-02,6.71925
2022-08-03,6.80464
2022-08-04,6.35281
2022-08-05,6.91718
2022-08-06,2.6126
2022-08-07,2.19583
2022-08-08,6.67458
2022-08-09,5.77261
2022-08-10,6.13905
2022-08-11,6.56544
2022-08-12,5.71775
2022-08-13,2.36095
2022-08-14,1.89329
2022-08-15,2.93946
2022-08-16,7.1971
2022-08-17,6.29683
2022-08-18,7.40238
2022-08-19,8.70981
2022-08-20,3.6616
2022-08-21,2.84954
2022-08-22,11.86133
2022-08-23,10.9096
2022-08-24,9.64741
2022-08-25,8.8591
2022-08-26,7.45157
2022-08-27,3.58639
2022-08-28,2.86029
2022-08-29,11.33599
2022-08-30,8.63799
2022-08-31,9.01122
2022-09-01,9.12545
2022-09-02,9.57955
2022-09-03,3.54567
2022-09-04,2.98187
2022-09-05,11.51751
2022-09-06,10.09924
2022-09-07,13.45378
2022-09-08,10.95541
2022-09-09,4.77903
2022-09-10,3.87988
2022-09-11,3.41504
2022-09-12,4.62634
2022-09-13,12.38555
2022-09-14,15.94593
2022-09-15,12.74238
2022-09-16,11.72731
2022-09-17,4.28365
2022-09-18,3.54737
2022-09-19,11.3439
2022-09-20,9.84081
2022-09-21,9.72149
2022-09-22,16.5414
2022-09-23,12.21194
2022-09-24,5.78788
2022-09-25,4.54887
2022-09-26,18.91084
2022-09-27,15.06998
2022-09-28,17.44281
2022-09-29,14.86583
2022-09-30,13.04379
2022-10-01,4.91588
2022-10-02,4.15585
2022-10-03,5.76356
2022-10-04,13.13258
2022-10-05,13.10826
2022-10-06,14.82511
2022-10-07,11.80196
2022-10-08,4.77281
2022-10-09,3.66103
2022-10-10,5.45706
2022-10-11,13.10487
2022-10-12,10.89603
2022-10-13,10.66078
2022-10-14,10.3622
2022-10-15,4.87516
2022-10-16,3.81033
2022-10-17,12.15709
2022-10-18,11.77425
2022-10-19,11.1194
2022-10-20,10.41931
2022-10-21,10.50301
2022-10-22,4.42672
2022-10-23,3.21429
2022-10-24,10.33336
2022-10-25,10.00424
2022-10-26,10.28359
2022-10-27,11.02044
2022-10-28,8.85401
2022-10-29,3.58243
2022-10-30,2.61939
2022-10-31,8.71886
2022-11-01,10.0212
2022-11-02,9.27644
2022-11-03,10.53524
2022-11-04,8.71603
2022-11-05,4.07102
2022-11-06,3.33022
2022-11-07,11.76181
2022-11-08,15.30862
2022-11-09,18.37758
2022-11-10,16.18853
2022-11-11,24.91701
2022-11-12,8.01198
2022-11-13,5.49721
2022-11-14,18.75929
2022-11-15,16.05451
2022-11-16,13.69072
2022-11-17,13.024
2022-11-18,12.22043
2022-11-19,4.48666
2022-11-20,3.59996
2022-11-21,11.81044
2022-11-22,11.2342
2022-11-23,9.72431
2022-11-24,11.74145
2022-11-25,9.71583
2022-11-26,3.89289
2022-11-27,3.33248
2022-11-28,9.86795
2022-11-29,9.84646
2022-11-30,11.02496
2022-12-01,14.43435
2022-12-02,10.79707
2022-12-03,3.78036
2022-12-04,3.43484
2022-12-05,10.87793
2022-12-06,10.92826
2022-12-07,10.44137
2022-12-08,9.2493
2022-12-09,9.4427
2022-12-10,3.67517
2022-12-11,3.2567
2022-12-12,9.12262
2022-12-13,9.43195
2022-12-14,10.34127
2022-12-15,9.68812
2022-12-16,9.09265
2022-12-17,3.67234
2022-12-18,3.24596
2022-12-19,8.83196
2022-12-20,10.39613
2022-12-21,10.95767
2022-12-22,10.71394
2022-12-23,9.5196
2022-12-24,3.62937
2022-12-25,3.06839
2022-12-26,9.2623
2022-12-27,9.75768
2022-12-28,9.3132
2022-12-29,8.72847
2022-12-30,7.84007
2022-12-31,3.88837
2023-01-01,3.28328
2023-01-02,9.57106
2023-01-03,10.04891
2023-01-04,9.59708
2023-01-05,8.67475
2023-01-06,8.84383
2023-01-07,4.34359
2023-01-08,3.48743
2023-01-09,12.25323
2023-01-10,10.99895
2023-01-11,9.69774
2023-01-12,9.17295
2023-01-13,9.57163
2023-01-14,4.15358
2023-01-15,3.4829
2023-01-16,9.68586
2023-01-17,8.83987
2023-01-18,9.41159
2023-01-19,9.44835
2023-01-20,7.66081
2023-01-21,3.32287
2023-01-22,2.86481
2023-01-23,3.58017
2023-01-24,4.6122
2023-01-25,9.29567
2023-01-26,8.79181
2023-01-27,7.99445
2023-01-28,3.81146
2023-01-29,3.28781
2023-01-30,9.05137
2023-01-31,8.72677
2023-02-01,8.4576
2023-02-02,10.23496
2023-02-03,8.42254
2023-02-04,4.70042
2023-02-05,3.95
2023-02-06,12.80232
2023-02-07,11.53278
2023-02-08,10.84344
2023-02-09,9.64458
2023-02-10,9.19048
2023-02-11,4.44029
2023-02-12,3.5649
2023-02-13,10.82025
2023-02-14,10.49848
2023-02-15,11.38518
2023-02-16,11.20818
2023-02-17,12.73446
2023-02-18,5.18053
2023-02-19,3.79506
2023-02-20,10.55277
2023-02-21,9.75372
2023-02-22,10.99895
2023-02-23,11.02722
2023-02-24,10.27624
2023-02-25,5.1975
2023-02-26,3.83917
2023-02-27,13.06359
2023-02-28,11.78103
2023-03-01,6.7922
2023-03-02,12.00214
2023-03-03,9.92733
2023-03-04,4.15019
2023-03-05,3.58809
2023-03-06,10.02516
2023-03-07,9.54166
2023-03-08,12.20063
2023-03-09,10.13374
2023-03-10,10.17162
2023-03-11,4.25424
2023-03-12,3.56264
2023-03-13,13.85755
2023-03-14,12.52862
2023-03-15,10.79311
2023-03-16,10.50527
2023-03-17,9.5558
2023-03-18,3.87819
2023-03-19,3.23012
2023-03-20,9.84986
2023-03-21,8.7805
2023-03-22,8.02499
2023-03-23,14.6549
2023-03-24,12.20403
2023-03-25,4.30175
2023-03-26,3.2765
2023-03-27,9.61517
2023-03-28,8.85345
2023-03-29,8.04987
2023-03-30,8.11038
2023-03-31,8.10133
2023-04-01,3.44445
2023-04-02,2.91345
2023-04-03,10.12243
2023-04-04,9.35222
2023-04-05,8.89755
2023-04-06,8.9575
2023-04-07,7.64328
2023-04-08,3.14134
2023-04-09,2.89196
2023-04-10,8.60972
2023-04-11,8.79577
2023-04-12,8.76806
2023-04-13,9.67681
2023-04-14,10.73882
2023-04-15,3.68592
2023-04-16,3.16566
2023-04-17,9.39067
2023-04-18,8.83026
2023-04-19,9.55184
2023-04-20,9.65645
2023-04-21,8.57522
2023-04-22,3.79393
2023-04-23,3.14021
2023-04-24,9.38219
2023-04-25,9.81479
2023-04-26,10.45777
2023-04-27,9.87643
2023-04-28,8.36316
2023-04-29,3.70175
2023-04-30,3.12438
2023-05-01,5.08949
2023-05-02,9.21989
2023-05-03,9.25269
2023-05-04,10.81064
2023-05-05,4.84689
2023-05-06,3.94152
2023-05-07,3.21146
2023-05-08,9.9098
2023-05-09,8.59275
2023-05-10,8.27438
2023-05-11,8.51019
2023-05-12,8.34167
2023-05-13,4.05745
2023-05-14,3.23804
2023-05-15,9.74467
2023-05-16,8.77597
2023-05-17,8.57013
2023-05-18,8.60519
2023-05-19,8.80199
2023-05-20,3.52927
2023-05-21,3.09441
2023-05-22,10.38595
2023-05-23,10.90281
2023-05-24,9.43252
2023-05-25,9.25438
2023-05-26,8.21443
2023-05-27,3.48403
2023-05-28,2.95982
2023-05-29,4.11909
