date,고덕아르테온
2020-08-15,23.25457
2020-08-16,24.28495
2020-08-17,27.05631
2020-08-18,25.70616
2020-08-19,25.72392
2020-08-20,26.22135
2020-08-21,34.44661
2020-08-22,37.83975
2020-08-23,28.47752
2020-08-24,31.53313
2020-08-25,28.72623
2020-08-26,30.37839
2020-08-27,26.82536
2020-08-28,25.52851
2020-08-29,23.2368
2020-08-30,20.92734
2020-08-31,25.42192
2020-09-01,24.17836
2020-09-02,23.89411
2020-09-03,23.91188
2020-09-04,28.03339
2020-09-05,26.38124
2020-09-06,29.93426
2020-09-07,29.20589
2020-09-08,27.67809
2020-09-09,86.35636
2020-09-10,63.58145
2020-09-11,43.50683
2020-09-12,28.83282
2020-09-13,29.52567
2020-09-14,33.06093
2020-09-15,32.84775
2020-09-16,35.88559
2020-09-17,27.41161
2020-09-18,27.30502
2020-09-19,25.40415
2020-09-20,21.19381
2020-09-21,31.92396
2020-09-22,27.9268
2020-09-23,23.09468
2020-09-24,24.14283
2020-09-25,24.65802
2020-09-26,25.52851
2020-09-27,43.25812
2020-09-28,31.69301
2020-09-29,25.35086
2020-09-30,20.87404
2020-10-01,19.71931
2020-10-02,21.26487
2020-10-03,22.54396
2020-10-04,22.45514
2020-10-05,29.65002
2020-10-06,25.42192
2020-10-07,25.59957
2020-10-08,34.85521
2020-10-09,26.36347
2020-10-10,23.39669
2020-10-11,21.85112
2020-10-12,28.86836
2020-10-13,25.35086
2020-10-14,23.98294
2020-10-15,22.75715
2020-10-16,21.47806
2020-10-17,19.062
2020-10-18,20.66086
2020-10-19,25.2798
2020-10-20,31.12453
2020-10-21,35.12169
2020-10-22,26.06146
2020-10-23,22.13537
2020-10-24,22.08207
2020-10-25,21.95771
2020-10-26,22.59726
2020-10-27,22.40184
2020-10-28,20.78521
2020-10-29,22.68608
2020-10-30,20.34109
2020-10-31,17.97832
2020-11-01,17.37431
2020-11-02,20.9451
2020-11-03,20.41215
2020-11-04,30.20074
2020-11-05,24.64025
2020-11-06,22.98809
2020-11-07,21.21158
2020-11-08,19.11529
2020-11-09,23.07692
2020-11-10,27.42938
2020-11-11,26.13252
2020-11-12,28.54858
2020-11-13,25.56404
2020-11-14,24.054
2020-11-15,21.63794
2020-11-16,23.2901
2020-11-17,21.78006
2020-11-18,21.65571
2020-11-19,23.27233
2020-11-20,22.79268
2020-11-21,20.5365
2020-11-22,20.87404
2020-11-23,22.65055
2020-11-24,21.38923
2020-11-25,19.70154
2020-11-26,20.50097
2020-11-27,19.23965
2020-11-28,19.79037
2020-11-29,18.83105
2020-11-30,20.82074
2020-12-01,18.84881
2020-12-02,19.02647
2020-12-03,18.51128
2020-12-04,19.54165
2020-12-05,18.49351
2020-12-06,16.93018
2020-12-07,20.76745
2020-12-08,24.26718
2020-12-09,21.53135
2020-12-10,19.68378
2020-12-11,21.69124
2020-12-12,18.63563
2020-12-13,16.36169
2020-12-14,20.5898
2020-12-15,19.8259
2020-12-16,18.51128
2020-12-17,20.62533
2020-12-18,19.34624
2020-12-19,19.18635
2020-12-20,16.45052
2020-12-21,18.13821
2020-12-22,18.56457
2020-12-23,17.019
2020-12-24,20.74968
2020-12-25,16.98347
2020-12-26,17.96056
2020-12-27,19.04423
2020-12-28,51.60774
2020-12-29,48.41001
2020-12-30,45.62089
2020-12-31,31.39101
2021-01-01,25.54627
2021-01-02,23.18351
2021-01-03,21.26487
2021-01-04,29.75661
2021-01-05,26.84313
2021-01-06,26.38124
2021-01-07,31.97726
2021-01-08,33.96695
2021-01-09,29.9165
2021-01-10,39.13661
2021-01-11,32.38585
2021-01-12,27.42938
2021-01-13,24.35601
2021-01-14,45.14123
2021-01-15,45.23005
2021-01-16,35.19275
2021-01-17,39.72286
2021-01-18,27.76692
2021-01-19,24.35601
2021-01-20,25.06661
2021-01-21,23.20127
2021-01-22,24.1073
2021-01-23,24.4093
2021-01-24,22.45514
2021-01-25,23.41446
2021-01-26,24.44483
2021-01-27,24.88896
2021-01-28,24.39154
2021-01-29,21.83336
2021-01-30,19.18635
2021-01-31,17.21442
2021-02-01,19.98578
2021-02-02,24.44483
2021-02-03,22.97033
2021-02-04,21.65571
2021-02-05,19.71931
2021-02-06,17.28548
2021-02-07,20.09237
2021-02-08,23.02362
2021-02-09,22.20643
2021-02-10,18.35139
2021-02-11,16.11298
2021-02-12,16.21957
2021-02-13,17.28548
2021-02-14,20.37662
2021-02-15,22.01101
2021-02-16,31.71078
2021-02-17,26.66548
2021-02-18,23.41446
2021-02-19,20.51874
2021-02-20,20.51874
2021-02-21,19.55942
2021-02-22,21.56688
2021-02-23,21.28264
2021-02-24,19.02647
2021-02-25,18.81328
2021-02-26,19.54165
2021-02-27,18.42245
2021-02-28,18.26256
2021-03-01,19.25741
2021-03-02,23.2368
2021-03-03,21.85112
2021-03-04,20.82074
2021-03-05,19.23965
2021-03-06,16.52158
2021-03-07,17.76514
2021-03-08,19.09753
2021-03-09,17.85397
2021-03-10,19.364
2021-03-11,18.31586
2021-03-12,17.35654
2021-03-13,16.37946
2021-03-14,18.61787
2021-03-15,19.66601
2021-03-16,22.89927
2021-03-17,20.35885
2021-03-18,18.33362
2021-03-19,18.17374
2021-03-20,16.55711
2021-03-21,18.12044
2021-03-22,20.03908
2021-03-23,19.34624
2021-03-24,18.68893
2021-03-25,17.49866
2021-03-26,15.77544
2021-03-27,15.97086
2021-03-28,15.56226
2021-03-29,18.04938
2021-03-30,16.52158
2021-03-31,15.59779
2021-04-01,15.63332
2021-04-02,17.00124
2021-04-03,17.8362
2021-04-04,24.8712
2021-04-05,23.07692
2021-04-06,20.80298
2021-04-07,18.9554
2021-04-08,25.72392
2021-04-09,20.48321
2021-04-10,17.37431
2021-04-11,18.13821
2021-04-12,18.15597
2021-04-13,19.11529
2021-04-14,29.59673
2021-04-15,27.39385
2021-04-16,29.06377
2021-04-17,22.01101
2021-04-18,16.18404
2021-04-19,17.44537
2021-04-20,17.0723
2021-04-21,15.5445
2021-04-22,15.82874
2021-04-23,15.36685
2021-04-24,14.92272
2021-04-25,13.41268
2021-04-26,15.22472
2021-04-27,15.18919
2021-04-28,17.40984
2021-04-29,15.47344
2021-04-30,13.62586
2021-05-01,12.87972
2021-05-02,13.37715
2021-05-03,13.1462
2021-05-04,13.51927
2021-05-05,11.9737
2021-05-06,14.40753
2021-05-07,16.04192
2021-05-08,14.05222
2021-05-09,13.44821
2021-05-10,15.17143
2021-05-11,14.65624
2021-05-12,14.22988
2021-05-13,13.43044
2021-05-14,14.56741
2021-05-15,13.9634
2021-05-16,13.43044
2021-05-17,14.90495
2021-05-18,12.34677
2021-05-19,13.21726
2021-05-20,13.59033
2021-05-21,14.62071
2021-05-22,15.52673
2021-05-23,14.35423
2021-05-24,14.92272
2021-05-25,14.12329
2021-05-26,15.17143
2021-05-27,15.43791
2021-05-28,13.75022
2021-05-29,13.37715
2021-05-30,12.66654
2021-05-31,14.35423
2021-06-01,15.77544
2021-06-02,15.45567
2021-06-03,16.27287
2021-06-04,14.56741
2021-06-05,14.97601
2021-06-06,14.58518
2021-06-07,15.52673
2021-06-08,15.42014
2021-06-09,15.79321
2021-06-10,15.5445
2021-06-11,14.3187
2021-06-12,14.38976
2021-06-13,12.57772
2021-06-14,16.96571
2021-06-15,15.65109
2021-06-16,15.34908
2021-06-17,15.70438
2021-06-18,16.37946
2021-06-19,15.04707
2021-06-20,14.19435
2021-06-21,17.12559
2021-06-22,17.67631
2021-06-23,17.8362
2021-06-24,16.78806
2021-06-25,15.88203
2021-06-26,13.89234
2021-06-27,14.01669
2021-06-28,16.94794
2021-06-29,17.49866
2021-06-30,14.26541
2021-07-01,16.07745
2021-07-02,20.50097
2021-07-03,15.27802
2021-07-04,14.56741
2021-07-05,17.28548
2021-07-06,16.00639
2021-07-07,13.44821
2021-07-08,15.26025
2021-07-09,13.99893
2021-07-10,14.03446
2021-07-11,22.65055
2021-07-12,20.11014
2021-07-13,16.00639
2021-07-14,16.23734
2021-07-15,16.93018
2021-07-16,15.58003
2021-07-17,16.52158
2021-07-18,16.07745
2021-07-19,17.49866
2021-07-20,17.37431
2021-07-21,14.83389
2021-07-22,18.36915
2021-07-23,16.18404
2021-07-24,14.46082
2021-07-25,13.98116
2021-07-26,15.65109
2021-07-27,15.0826
2021-07-28,13.71469
2021-07-29,13.76798
2021-07-30,13.09291
2021-07-31,12.40007
2021-08-01,13.16397
2021-08-02,15.66885
2021-08-03,15.52673
2021-08-04,14.95825
2021-08-05,15.4912
2021-08-06,15.34908
2021-08-07,12.7376
2021-08-08,12.41783
2021-08-09,15.20696
2021-08-10,16.27287
2021-08-11,14.674
2021-08-12,15.10037
2021-08-13,14.92272
2021-08-14,13.80351
2021-08-15,12.18688
2021-08-16,14.05222
2021-08-17,16.61041
2021-08-18,14.99378
2021-08-19,17.64078
2021-08-20,14.7806
2021-08-21,14.53188
2021-08-22,15.31355
2021-08-23,17.30325
2021-08-24,17.23219
2021-08-25,16.94794
2021-08-26,17.94279
2021-08-27,15.8998
2021-08-28,17.00124
2021-08-29,16.07745
2021-08-30,16.91241
2021-08-31,16.09522
2021-09-01,14.38976
2021-09-02,16.32616
2021-09-03,17.32101
2021-09-04,14.54965
2021-09-05,14.70953
2021-09-06,15.9531
2021-09-07,15.52673
2021-09-08,13.99893
2021-09-09,15.72215
2021-09-10,16.717
2021-09-11,14.85166
2021-09-12,15.58003
2021-09-13,15.77544
2021-09-14,14.35423
2021-09-15,13.30609
2021-09-16,14.46082
2021-09-17,12.04476
2021-09-18,12.04476
2021-09-19,11.60063
2021-09-20,10.58802
2021-09-21,11.52957
2021-09-22,14.56741
2021-09-23,14.94048
2021-09-24,14.12329
2021-09-25,14.74507
2021-09-26,14.62071
2021-09-27,15.31355
2021-09-28,16.84135
2021-09-29,14.17658
2021-09-30,14.05222
2021-10-01,13.53704
2021-10-02,13.50151
2021-10-03,13.25279
2021-10-04,14.51412
2021-10-05,14.7806
2021-10-06,14.79836
2021-10-07,14.38976
2021-10-08,13.30609
2021-10-09,12.13359
2021-10-10,11.70723
2021-10-11,13.9101
2021-10-12,15.1359
2021-10-13,15.43791
2021-10-14,19.13306
2021-10-15,16.00639
2021-10-16,11.08545
2021-10-17,10.19719
2021-10-18,12.57772
2021-10-19,12.47113
2021-10-20,12.50666
2021-10-21,11.5651
2021-10-22,10.99662
2021-10-23,10.73014
2021-10-24,11.06768
2021-10-25,13.53704
2021-10-26,11.81382
2021-10-27,11.95594
2021-10-28,11.04992
2021-10-29,11.76052
2021-10-30,11.33416
2021-10-31,11.2631
2021-11-01,13.35938
2021-11-02,12.61325
2021-11-03,12.22241
2021-11-04,10.0906
2021-11-05,11.15651
2021-11-06,14.58518
2021-11-07,11.54734
2021-11-08,13.39491
2021-11-09,12.08029
2021-11-10,11.9737
2021-11-11,10.90779
2021-11-12,11.2631
2021-11-13,10.48143
2021-11-14,11.10321
2021-11-15,12.98632
2021-11-16,11.45851
2021-11-17,11.08545
2021-11-18,12.41783
2021-11-19,11.06768
2021-11-20,10.46367
2021-11-21,10.69461
2021-11-22,12.61325
2021-11-23,12.66654
2021-11-24,11.6184
2021-11-25,11.36969
2021-11-26,12.15135
2021-11-27,11.42298
2021-11-28,11.60063
2021-11-29,12.45336
2021-11-30,12.24018
2021-12-01,12.027
2021-12-02,10.73014
2021-12-03,11.49404
2021-12-04,10.62355
2021-12-05,10.00177
2021-12-06,11.79605
2021-12-07,12.09806
2021-12-08,12.86196
2021-12-09,10.57026
2021-12-10,11.38745
2021-12-11,12.25794
2021-12-12,10.4459
2021-12-13,12.40007
2021-12-14,11.86711
2021-12-15,11.83158
2021-12-16,11.51181
2021-12-17,12.71984
2021-12-18,12.13359
2021-12-19,10.19719
2021-12-20,13.5548
2021-12-21,11.81382
2021-12-22,12.40007
2021-12-23,11.42298
2021-12-24,11.17427
2021-12-25,10.26825
2021-12-26,11.22757
2021-12-27,13.28832
2021-12-28,19.27518
2021-12-29,15.81097
2021-12-30,12.66654
2021-12-31,10.37484
2022-01-01,8.5095
2022-01-02,10.96109
2022-01-03,13.51927
2022-01-04,12.82643
2022-01-05,14.7806
2022-01-06,13.44821
2022-01-07,13.30609
2022-01-08,11.90264
2022-01-09,11.52957
2022-01-10,14.372
2022-01-11,14.56741
2022-01-12,13.85681
2022-01-13,14.14105
2022-01-14,13.87457
2022-01-15,12.63101
2022-01-16,11.72499
2022-01-17,11.93817
2022-01-18,13.37715
2022-01-19,12.93302
2022-01-20,14.81613
2022-01-21,13.07514
2022-01-22,12.61325
2022-01-23,11.49404
2022-01-24,13.92787
2022-01-25,13.59033
2022-01-26,12.77313
2022-01-27,12.48889
2022-01-28,11.36969
2022-01-29,10.57026
2022-01-30,9.29117
2022-01-31,9.20234
2022-02-01,9.57541
2022-02-02,12.027
2022-02-03,14.372
2022-02-04,14.74507
2022-02-05,12.25794
2022-02-06,12.00923
2022-02-07,12.027
2022-02-08,14.7273
2022-02-09,11.84935
2022-02-10,12.027
2022-02-11,14.12329
2022-02-12,11.70723
2022-02-13,10.89003
2022-02-14,12.027
2022-02-15,18.38692
2022-02-16,13.85681
2022-02-17,13.87457
2022-02-18,14.21211
2022-02-19,11.74276
2022-02-20,11.77829
2022-02-21,13.50151
2022-02-22,12.7909
2022-02-23,13.1462
2022-02-24,13.23503
2022-02-25,12.09806
2022-02-26,11.76052
2022-02-27,10.01954
2022-02-28,12.95079
2022-03-01,10.90779
2022-03-02,11.86711
2022-03-03,11.38745
2022-03-04,10.90779
2022-03-05,11.08545
2022-03-06,11.17427
2022-03-07,12.80866
2022-03-08,14.94048
2022-03-09,12.61325
2022-03-10,12.20465
2022-03-11,14.03446
2022-03-12,14.35423
2022-03-13,13.64363
2022-03-14,15.56226
2022-03-15,15.38461
2022-03-16,15.97086
2022-03-17,14.3187
2022-03-18,14.372
2022-03-19,14.674
2022-03-20,12.00923
2022-03-21,13.89234
2022-03-22,12.70207
2022-03-23,13.46597
2022-03-24,15.06484
2022-03-25,13.64363
2022-03-26,11.92041
2022-03-27,10.30378
2022-03-28,12.59548
2022-03-29,12.34677
2022-03-30,11.9737
2022-03-31,12.64878
2022-04-01,12.11582
2022-04-02,11.13874
2022-04-03,10.57026
2022-04-04,12.08029
2022-04-05,11.6184
2022-04-06,10.99662
2022-04-07,10.76567
2022-04-08,10.58802
2022-04-09,10.3926
2022-04-10,9.18457
2022-04-11,11.90264
2022-04-12,11.38745
2022-04-13,10.69461
2022-04-14,10.51696
2022-04-15,11.76052
2022-04-16,10.37484
2022-04-17,10.97885
2022-04-18,11.74276
2022-04-19,12.36454
2022-04-20,11.68946
2022-04-21,11.6184
2022-04-22,9.37999
2022-04-23,10.65908
2022-04-24,12.08029
2022-04-25,13.92787
2022-04-26,19.15082
2022-04-27,14.99378
2022-04-28,13.71469
2022-04-29,12.68431
2022-04-30,11.65393
2022-05-01,10.62355
2022-05-02,10.48143
2022-05-03,12.00923
2022-05-04,11.68946
2022-05-05,11.04992
2022-05-06,10.99662
2022-05-07,11.77829
2022-05-08,10.16166
2022-05-09,13.00408
2022-05-10,11.6717
2022-05-11,12.68431
2022-05-12,11.2098
2022-05-13,10.55249
2022-05-14,11.58287
2022-05-15,9.82412
2022-05-16,12.91526
2022-05-17,13.37715
2022-05-18,11.38745
2022-05-19,11.95594
2022-05-20,11.65393
2022-05-21,11.13874
2022-05-22,10.94332
2022-05-23,13.07514
2022-05-24,12.20465
2022-05-25,12.82643
2022-05-26,12.96855
2022-05-27,12.027
2022-05-28,12.57772
2022-05-29,12.15135
2022-05-30,13.57257
2022-05-31,11.22757
2022-06-01,11.90264
2022-06-02,10.81897
2022-06-03,10.8012
2022-06-04,11.03215
2022-06-05,10.92556
2022-06-06,12.50666
2022-06-07,11.2631
2022-06-08,13.43044
2022-06-09,13.30609
2022-06-10,12.75537
2022-06-11,10.65908
2022-06-12,12.75537
2022-06-13,12.45336
2022-06-14,12.08029
2022-06-15,12.50666
2022-06-16,12.45336
2022-06-17,12.84419
2022-06-18,12.4356
2022-06-19,11.10321
2022-06-20,13.59033
2022-06-21,31.92396
2022-06-22,25.9904
2022-06-23,17.62302
2022-06-24,16.57488
2022-06-25,14.95825
2022-06-26,13.23503
2022-06-27,17.12559
2022-06-28,15.1359
2022-06-29,13.76798
2022-06-30,14.24764
2022-07-01,14.01669
2022-07-02,12.68431
2022-07-03,12.98632
2022-07-04,18.54681
2022-07-05,18.81328
2022-07-06,20.5898
2022-07-07,17.37431
2022-07-08,16.21957
2022-07-09,12.7376
2022-07-10,11.54734
2022-07-11,15.10037
2022-07-12,20.71415
2022-07-13,28.51305
2022-07-14,18.33362
2022-07-15,15.86427
2022-07-16,15.43791
2022-07-17,13.83904
2022-07-18,15.98863
2022-07-19,13.98116
2022-07-20,13.51927
2022-07-21,15.56226
2022-07-22,13.98116
2022-07-23,12.52442
2022-07-24,13.09291
2022-07-25,15.79321
2022-07-26,13.94563
2022-07-27,13.5548
2022-07-28,16.94794
2022-07-29,15.40238
2022-07-30,14.372
2022-07-31,18.54681
2022-08-01,16.16628
2022-08-02,15.43791
2022-08-03,16.13075
2022-08-04,16.45052
2022-08-05,20.83851
2022-08-06,17.05453
2022-08-07,14.40753
2022-08-08,15.66885
2022-08-09,16.43275
2022-08-10,15.77544
2022-08-11,18.36915
2022-08-12,15.31355
2022-08-13,12.87972
2022-08-14,12.84419
2022-08-15,14.7273
2022-08-16,17.40984
2022-08-17,15.01154
2022-08-18,14.62071
2022-08-19,16.16628
2022-08-20,17.56972
2022-08-21,15.65109
2022-08-22,27.73139
2022-08-23,45.44324
2022-08-24,68.91099
2022-08-25,43.5779
2022-08-26,100.0
2022-08-27,61.57399
2022-08-28,41.30396
2022-08-29,43.43577
2022-08-30,30.36063
2022-08-31,26.62995
2022-09-01,26.84313
2022-09-02,26.02593
2022-09-03,34.58873
2022-09-04,28.3887
2022-09-05,28.99271
2022-09-06,34.32225
2022-09-07,31.88843
2022-09-08,31.76407
2022-09-09,25.47521
2022-09-10,19.55942
2022-09-11,20.42991
2022-09-12,24.67578
2022-09-13,30.92911
2022-09-14,42.36987
2022-09-15,34.65979
2022-09-16,26.91419
2022-09-17,24.51589
2022-09-18,21.21158
2022-09-19,26.91419
2022-09-20,27.71362
2022-09-21,32.03055
2022-09-22,35.42369
2022-09-23,44.39509
2022-09-24,38.4793
2022-09-25,30.23627
2022-09-26,34.25119
2022-09-27,37.32456
2022-09-28,32.42138
2022-09-29,29.40131
2022-09-30,24.14283
2022-10-01,22.63279
2022-10-02,30.75146
2022-10-03,27.96233
2022-10-04,27.32279
2022-10-05,24.85343
2022-10-06,23.60987
2022-10-07,23.44999
2022-10-08,20.96287
2022-10-09,20.92734
2022-10-10,23.04139
2022-10-11,22.75715
2022-10-12,27.28726
2022-10-13,26.61218
2022-10-14,26.70101
2022-10-15,36.36525
2022-10-16,34.32225
2022-10-17,36.15206
2022-10-18,29.27695
2022-10-19,29.5612
2022-10-20,29.96979
2022-10-21,25.42192
2022-10-22,22.49067
2022-10-23,22.08207
2022-10-24,25.61733
2022-10-25,25.36862
2022-10-26,30.25404
2022-10-27,28.58411
2022-10-28,27.5715
2022-10-29,33.23858
2022-10-30,19.22188
2022-10-31,27.76692
2022-11-01,26.59442
2022-11-02,25.51074
2022-11-03,28.53082
2022-11-04,29.13483
2022-11-05,38.37271
2022-11-06,32.77669
2022-11-07,36.43631
2022-11-08,36.72055
2022-11-09,39.72286
2022-11-10,38.53259
2022-11-11,30.57381
2022-11-12,28.97495
2022-11-13,27.67809
2022-11-14,36.22313
2022-11-15,34.97957
2022-11-16,37.28903
2022-11-17,33.71824
2022-11-18,32.03055
2022-11-19,29.9165
2022-11-20,27.58926
2022-11-21,48.00142
2022-11-22,38.65695
2022-11-23,35.12169
2022-11-24,34.42885
2022-11-25,33.48729
2022-11-26,27.58926
2022-11-27,25.04885
2022-11-28,29.61449
2022-11-29,27.66033
2022-11-30,31.55089
2022-12-01,29.54343
2022-12-02,27.09184
2022-12-03,20.98063
2022-12-04,24.01847
2022-12-05,29.33025
2022-12-06,31.4976
2022-12-07,33.29188
2022-12-08,30.18298
2022-12-09,28.31764
2022-12-10,27.14514
2022-12-11,31.78184
2022-12-12,52.56706
2022-12-13,33.75377
2022-12-14,32.10161
2022-12-15,34.53544
2022-12-16,31.95949
2022-12-17,30.2718
2022-12-18,54.05933
2022-12-19,33.87813
2022-12-20,26.38124
2022-12-21,26.96748
2022-12-22,27.73139
2022-12-23,25.51074
2022-12-24,22.59726
2022-12-25,23.44999
2022-12-26,27.25173
2022-12-27,25.65286
2022-12-28,25.67063
2022-12-29,25.33309
2022-12-30,21.99324
2022-12-31,21.31817
2023-01-01,21.83336
2023-01-02,27.30502
2023-01-03,28.44199
2023-01-04,25.20874
2023-01-05,28.83282
2023-01-06,24.12506
2023-01-07,24.14283
2023-01-08,21.85112
2023-01-09,22.9348
2023-01-10,22.54396
2023-01-11,21.83336
2023-01-12,21.90442
2023-01-13,20.27003
2023-01-14,21.05169
2023-01-15,21.3004
2023-01-16,23.66317
2023-01-17,20.46544
2023-01-18,22.0643
2023-01-19,18.97317
2023-01-20,17.76514
2023-01-21,15.22472
2023-01-22,15.50897
2023-01-23,16.16628
2023-01-24,16.45052
2023-01-25,21.60241
2023-01-26,22.27749
2023-01-27,19.13306
2023-01-28,19.73707
2023-01-29,18.56457
2023-01-30,21.69124
2023-01-31,19.61271
2023-02-01,23.07692
2023-02-02,21.88665
2023-02-03,20.96287
2023-02-04,18.01385
2023-02-05,19.66601
2023-02-06,21.86889
2023-02-07,18.67116
2023-02-08,21.65571
2023-02-09,19.95025
2023-02-10,19.63048
2023-02-11,18.10268
2023-02-12,18.6001
2023-02-13,20.00355
2023-02-14,17.96056
2023-02-15,17.67631
2023-02-16,15.36685
2023-02-17,15.52673
2023-02-18,14.53188
2023-02-19,14.51412
2023-02-20,17.99609
2023-02-21,15.52673
2023-02-22,13.11067
2023-02-23,12.77313
2023-02-24,13.05738
2023-02-25,12.98632
2023-02-26,13.53704
2023-02-27,13.69692
2023-02-28,14.76283
2023-03-01,14.08775
2023-03-02,12.7376
2023-03-03,12.50666
2023-03-04,14.95825
2023-03-05,13.35938
2023-03-06,18.12044
2023-03-07,14.38976
2023-03-08,13.05738
2023-03-09,12.77313
2023-03-10,10.4459
2023-03-11,10.4459
2023-03-12,8.84704
2023-03-13,11.31639
2023-03-14,11.51181
2023-03-15,13.94563
2023-03-16,12.82643
2023-03-17,11.65393
2023-03-18,11.2098
2023-03-19,10.46367
2023-03-20,13.34162
2023-03-21,12.64878
2023-03-22,12.15135
2023-03-23,14.19435
2023-03-24,10.3926
2023-03-25,9.69976
2023-03-26,11.86711
2023-03-27,11.63616
2023-03-28,10.92556
2023-03-29,10.58802
2023-03-30,10.21495
2023-03-31,9.78859
2023-04-01,10.00177
2023-04-02,8.81151
2023-04-03,10.28601
2023-04-04,10.37484
2023-04-05,9.13128
2023-04-06,9.18457
2023-04-07,9.14904
2023-04-08,8.77598
2023-04-09,8.26079
2023-04-10,9.29117
2023-04-11,10.23272
2023-04-12,8.98916
2023-04-13,8.70492
2023-04-14,9.07798
2023-04-15,8.72268
2023-04-16,9.18457
2023-04-17,10.51696
2023-04-18,9.57541
2023-04-19,9.41552
2023-04-20,9.89518
2023-04-21,9.84189
2023-04-22,8.31408
2023-04-23,8.40291
2023-04-24,9.6287
2023-04-25,8.95363
2023-04-26,8.22526
2023-04-27,8.1009
2023-04-28,8.54503
2023-04-29,7.07052
2023-04-30,7.67454
2023-05-01,7.92325
2023-05-02,8.49173
2023-05-03,7.3903
2023-05-04,8.29632
2023-05-05,8.43844
2023-05-06,7.2837
2023-05-07,9.30893
2023-05-08,9.6287
2023-05-09,9.52211
2023-05-10,9.09575
2023-05-11,9.14904
2023-05-12,9.18457
2023-05-13,9.11351
2023-05-14,9.00692
2023-05-15,9.73529
2023-05-16,8.66939
2023-05-17,8.97139
2023-05-18,9.04245
2023-05-19,9.50435
2023-05-20,9.16681
2023-05-21,8.06537
2023-05-22,9.07798
2023-05-23,10.30378
2023-05-24,9.50435
2023-05-25,9.37999
2023-05-26,9.6287
2023-05-27,8.77598
2023-05-28,7.79889
2023-05-29,10.51696
