date,피한정후견인
2020-07-24,39.97378
2020-07-25,25.29488
2020-07-26,27.78505
2020-07-27,42.72608
2020-07-28,40.36697
2020-07-29,39.44954
2020-07-30,41.15334
2020-07-31,34.07601
2020-08-01,30.0131
2020-08-02,27.78505
2020-08-03,39.05635
2020-08-04,36.173
2020-08-05,35.38663
2020-08-06,38.40104
2020-08-07,32.63433
2020-08-08,26.47444
2020-08-09,28.3093
2020-08-10,42.46395
2020-08-11,48.75491
2020-08-12,49.67234
2020-08-13,44.03669
2020-08-14,35.64875
2020-08-15,25.42595
2020-08-16,38.79423
2020-08-17,41.02228
2020-08-18,44.42988
2020-08-19,45.74049
2020-08-20,41.93971
2020-08-21,36.173
2020-08-22,30.79947
2020-08-23,31.32372
2020-08-24,45.87155
2020-08-25,46.92005
2020-08-26,40.10484
2020-08-27,39.18741
2020-08-28,38.40104
2020-08-29,27.65399
2020-08-30,28.44036
2020-08-31,38.00786
2020-09-01,43.51245
2020-09-02,49.93446
2020-09-03,48.75491
2020-09-04,39.71166
2020-09-05,29.35779
2020-09-06,32.63433
2020-09-07,49.27916
2020-09-08,51.76933
2020-09-09,54.9148
2020-09-10,51.90039
2020-09-11,45.34731
2020-09-12,33.28964
2020-09-13,36.43512
2020-09-14,61.59895
2020-09-15,60.81258
2020-09-16,59.10878
2020-09-17,53.211
2020-09-18,52.16251
2020-09-19,38.26998
2020-09-20,35.77981
2020-09-21,48.49279
2020-09-22,52.29357
2020-09-23,43.64351
2020-09-24,46.52686
2020-09-25,36.04193
2020-09-26,33.02752
2020-09-27,33.68283
2020-09-28,42.33289
2020-09-29,38.40104
2020-09-30,29.75098
2020-10-01,33.28964
2020-10-02,38.79423
2020-10-03,38.92529
2020-10-04,44.95412
2020-10-05,55.17693
2020-10-06,52.42463
2020-10-07,61.20576
2020-10-08,55.30799
2020-10-09,50.58977
2020-10-10,50.19659
2020-10-11,57.01179
2020-10-12,68.15203
2020-10-13,67.10353
2020-10-14,74.0498
2020-10-15,73.26343
2020-10-16,65.66186
2020-10-17,67.75884
2020-10-18,77.4574
2020-10-19,100.0
2020-10-20,96.19921
2020-10-21,88.20445
2020-10-22,71.03538
2020-10-23,52.29357
2020-10-24,46.26474
2020-10-25,51.24508
2020-10-26,56.74967
2020-10-27,50.45871
2020-10-28,56.09436
2020-10-29,48.62385
2020-10-30,37.35255
2020-10-31,18.34862
2020-11-01,30.40629
2020-11-02,39.44954
2020-11-03,38.92529
2020-11-04,33.15858
2020-11-05,31.19266
2020-11-06,32.63433
2020-11-07,21.10091
2020-11-08,23.98427
2020-11-09,40.89121
2020-11-10,40.10484
2020-11-11,43.64351
2020-11-12,41.93971
2020-11-13,33.68283
2020-11-14,25.42595
2020-11-15,30.14416
2020-11-16,39.97378
2020-11-17,44.03669
2020-11-18,52.5557
2020-11-19,53.34207
2020-11-20,38.53211
2020-11-21,28.70249
2020-11-22,29.48885
2020-11-23,47.31323
2020-11-24,42.07077
2020-11-25,44.29882
2020-11-26,41.2844
2020-11-27,43.11926
2020-11-28,26.73656
2020-11-29,25.03276
2020-11-30,36.173
2020-12-01,38.92529
2020-12-02,39.05635
2020-12-03,37.48361
2020-12-04,36.04193
2020-12-05,28.70249
2020-12-06,29.75098
2020-12-07,42.9882
2020-12-08,43.38138
2020-12-09,40.76015
2020-12-10,49.14809
2020-12-11,39.97378
2020-12-12,31.58584
2020-12-13,31.19266
2020-12-14,41.15334
2020-12-15,42.46395
2020-12-16,48.75491
2020-12-17,38.00786
2020-12-18,35.64875
2020-12-19,23.98427
2020-12-20,25.29488
2020-12-21,30.27522
2020-12-22,33.28964
2020-12-23,31.58584
2020-12-24,24.9017
2020-12-25,19.39711
2020-12-26,18.47968
2020-12-27,25.29488
2020-12-28,36.69724
2020-12-29,32.76539
2020-12-30,36.95937
2020-12-31,24.37745
2021-01-01,21.75622
2021-01-02,34.33813
2021-01-03,31.19266
2021-01-04,40.10484
2021-01-05,49.01703
2021-01-06,56.35648
2021-01-07,43.11926
2021-01-08,41.54652
2021-01-09,30.0131
2021-01-10,29.09567
2021-01-11,44.42988
2021-01-12,44.16775
2021-01-13,49.14809
2021-01-14,42.72608
2021-01-15,38.00786
2021-01-16,32.37221
2021-01-17,35.64875
2021-01-18,44.95412
2021-01-19,50.19659
2021-01-20,49.14809
2021-01-21,53.86631
2021-01-22,40.23591
2021-01-23,31.06159
2021-01-24,26.08125
2021-01-25,34.86238
2021-01-26,42.72608
2021-01-27,33.94495
2021-01-28,41.02228
2021-01-29,36.04193
2021-01-30,24.11533
2021-01-31,28.96461
2021-02-01,47.31323
2021-02-02,41.67758
2021-02-03,41.54652
2021-02-04,39.05635
2021-02-05,37.22149
2021-02-06,22.67365
2021-02-07,33.28964
2021-02-08,36.69724
2021-02-09,37.48361
2021-02-10,27.39187
2021-02-11,15.98951
2021-02-12,18.0865
2021-02-13,16.25163
2021-02-14,24.63958
2021-02-15,44.95412
2021-02-16,43.25032
2021-02-17,40.89121
2021-02-18,38.00786
2021-02-19,28.96461
2021-02-20,27.52293
2021-02-21,25.95019
2021-02-22,40.36697
2021-02-23,38.00786
2021-02-24,43.11926
2021-02-25,38.92529
2021-02-26,29.75098
2021-02-27,22.01834
2021-02-28,23.46002
2021-03-01,30.66841
2021-03-02,41.2844
2021-03-03,37.22149
2021-03-04,57.27391
2021-03-05,44.03669
2021-03-06,36.43512
2021-03-07,35.38663
2021-03-08,51.11402
2021-03-09,55.30799
2021-03-10,55.04587
2021-03-11,54.78374
2021-03-12,44.692
2021-03-13,31.58584
2021-03-14,29.75098
2021-03-15,47.44429
2021-03-16,47.96854
2021-03-17,44.56094
2021-03-18,43.90563
2021-03-19,36.30406
2021-03-20,31.45478
2021-03-21,29.09567
2021-03-22,48.23066
2021-03-23,52.42463
2021-03-24,50.8519
2021-03-25,76.67103
2021-03-26,52.29357
2021-03-27,30.66841
2021-03-28,31.19266
2021-03-29,59.23984
2021-03-30,61.20576
2021-03-31,52.29357
2021-04-01,53.34207
2021-04-02,52.5557
2021-04-03,30.0131
2021-04-04,31.32372
2021-04-05,59.76408
2021-04-06,49.27916
2021-04-07,51.90039
2021-04-08,51.24508
2021-04-09,46.65792
2021-04-10,31.32372
2021-04-11,37.35255
2021-04-12,65.39973
2021-04-13,60.55045
2021-04-14,61.0747
2021-04-15,60.94364
2021-04-16,54.9148
2021-04-17,42.07077
2021-04-18,52.81782
2021-04-19,62.90956
2021-04-20,79.29226
2021-04-21,72.73918
2021-04-22,55.43905
2021-04-23,55.30799
2021-04-24,32.24115
2021-04-25,34.99344
2021-04-26,57.14285
2021-04-27,50.06553
2021-04-28,55.30799
2021-04-29,44.82306
2021-04-30,43.11926
2021-05-01,23.32896
2021-05-02,23.72214
2021-05-03,43.51245
2021-05-04,44.03669
2021-05-05,30.14416
2021-05-06,46.00262
2021-05-07,41.93971
2021-05-08,26.73656
2021-05-09,31.45478
2021-05-10,56.22542
2021-05-11,60.94364
2021-05-12,49.41022
2021-05-13,51.37614
2021-05-14,42.46395
2021-05-15,28.83355
2021-05-16,24.24639
2021-05-17,48.23066
2021-05-18,48.36173
2021-05-19,32.24115
2021-05-20,52.16251
2021-05-21,51.90039
2021-05-22,28.17824
2021-05-23,24.24639
2021-05-24,48.0996
2021-05-25,47.05111
2021-05-26,46.3958
2021-05-27,44.692
2021-05-28,38.79423
2021-05-29,26.86762
2021-05-30,25.81913
2021-05-31,45.21625
2021-06-01,43.64351
2021-06-02,46.65792
2021-06-03,43.64351
2021-06-04,40.36697
2021-06-05,28.44036
2021-06-06,32.37221
2021-06-07,46.92005
2021-06-08,46.3958
2021-06-09,48.36173
2021-06-10,47.70642
2021-06-11,45.34731
2021-06-12,32.63433
2021-06-13,32.11009
2021-06-14,59.89515
2021-06-15,52.81782
2021-06-16,47.83748
2021-06-17,44.03669
2021-06-18,38.40104
2021-06-19,32.24115
2021-06-20,26.34338
2021-06-21,48.0996
2021-06-22,43.38138
2021-06-23,42.59501
2021-06-24,44.692
2021-06-25,36.30406
2021-06-26,22.54259
2021-06-27,23.72214
2021-06-28,37.8768
2021-06-29,41.2844
2021-06-30,44.29882
2021-07-01,45.47837
2021-07-02,30.40629
2021-07-03,19.7903
2021-07-04,26.08125
2021-07-05,41.67758
2021-07-06,40.89121
2021-07-07,42.33289
2021-07-08,37.09043
2021-07-09,34.73132
2021-07-10,22.54259
2021-07-11,22.93577
2021-07-12,40.62909
2021-07-13,45.47837
2021-07-14,38.53211
2021-07-15,44.56094
2021-07-16,41.93971
2021-07-17,23.85321
2021-07-18,27.39187
2021-07-19,42.33289
2021-07-20,37.22149
2021-07-21,37.74574
2021-07-22,42.20183
2021-07-23,36.95937
2021-07-24,18.34862
2021-07-25,20.05242
2021-07-26,39.31847
2021-07-27,41.02228
2021-07-28,32.89646
2021-07-29,42.20183
2021-07-30,36.30406
2021-07-31,23.1979
2021-08-01,22.67365
2021-08-02,33.02752
2021-08-03,41.67758
2021-08-04,42.85714
2021-08-05,38.79423
2021-08-06,35.25557
2021-08-07,26.86762
2021-08-08,27.12975
2021-08-09,45.47837
2021-08-10,47.18217
2021-08-11,45.87155
2021-08-12,44.42988
2021-08-13,43.38138
2021-08-14,28.96461
2021-08-15,41.54652
2021-08-16,33.68283
2021-08-17,51.76933
2021-08-18,48.49279
2021-08-19,41.2844
2021-08-20,40.76015
2021-08-21,28.70249
2021-08-22,26.86762
2021-08-23,43.64351
2021-08-24,45.08519
2021-08-25,48.88597
2021-08-26,45.21625
2021-08-27,42.59501
2021-08-28,31.06159
2021-08-29,27.78505
2021-08-30,52.29357
2021-08-31,59.76408
2021-09-01,50.58977
2021-09-02,50.06553
2021-09-03,41.67758
2021-09-04,33.68283
2021-09-05,31.7169
2021-09-06,55.9633
2021-09-07,62.51638
2021-09-08,57.6671
2021-09-09,57.6671
2021-09-10,47.44429
2021-09-11,33.68283
2021-09-12,29.48885
2021-09-13,50.19659
2021-09-14,45.08519
2021-09-15,46.26474
2021-09-16,46.00262
2021-09-17,38.00786
2021-09-18,26.73656
2021-09-19,27.26081
2021-09-20,26.08125
2021-09-21,28.3093
2021-09-22,36.173
2021-09-23,51.24508
2021-09-24,51.37614
2021-09-25,34.4692
2021-09-26,40.23591
2021-09-27,60.28833
2021-09-28,63.30275
2021-09-29,61.0747
2021-09-30,55.83224
2021-10-01,46.26474
2021-10-02,39.05635
2021-10-03,44.692
2021-10-04,52.81782
2021-10-05,65.13761
2021-10-06,64.61336
2021-10-07,57.53604
2021-10-08,52.42463
2021-10-09,42.46395
2021-10-10,43.90563
2021-10-11,50.98296
2021-10-12,68.9384
2021-10-13,69.33158
2021-10-14,67.62778
2021-10-15,58.71559
2021-10-16,47.44429
2021-10-17,57.79816
2021-10-18,69.06946
2021-10-19,74.96723
2021-10-20,65.53079
2021-10-21,61.59895
2021-10-22,44.42988
2021-10-23,36.95937
2021-10-24,43.38138
2021-10-25,56.74967
2021-10-26,60.41939
2021-10-27,55.30799
2021-10-28,49.14809
2021-10-29,41.80865
2021-10-30,21.10091
2021-10-31,26.86762
2021-11-01,44.692
2021-11-02,43.11926
2021-11-03,44.42988
2021-11-04,49.27916
2021-11-05,36.30406
2021-11-06,26.73656
2021-11-07,25.16382
2021-11-08,53.86631
2021-11-09,50.98296
2021-11-10,41.80865
2021-11-11,40.36697
2021-11-12,33.68283
2021-11-13,27.52293
2021-11-14,25.81913
2021-11-15,47.70642
2021-11-16,51.5072
2021-11-17,48.62385
2021-11-18,46.92005
2021-11-19,44.82306
2021-11-20,22.67365
2021-11-21,22.14941
2021-11-22,48.88597
2021-11-23,40.76015
2021-11-24,47.57536
2021-11-25,44.03669
2021-11-26,38.92529
2021-11-27,22.41153
2021-11-28,20.05242
2021-11-29,41.02228
2021-11-30,42.72608
2021-12-01,45.60943
2021-12-02,39.97378
2021-12-03,43.11926
2021-12-04,25.81913
2021-12-05,31.97903
2021-12-06,49.01703
2021-12-07,55.43905
2021-12-08,50.72083
2021-12-09,49.93446
2021-12-10,47.70642
2021-12-11,30.79947
2021-12-12,37.8768
2021-12-13,56.22542
2021-12-14,47.57536
2021-12-15,45.74049
2021-12-16,41.2844
2021-12-17,37.48361
2021-12-18,23.32896
2021-12-19,17.56225
2021-12-20,46.52686
2021-12-21,43.64351
2021-12-22,44.29882
2021-12-23,40.62909
2021-12-24,29.48885
2021-12-25,16.90694
2021-12-26,19.39711
2021-12-27,39.84272
2021-12-28,44.56094
2021-12-29,41.02228
2021-12-30,37.22149
2021-12-31,30.53735
2022-01-01,20.70773
2022-01-02,29.48885
2022-01-03,45.74049
2022-01-04,51.76933
2022-01-05,47.83748
2022-01-06,51.11402
2022-01-07,44.692
2022-01-08,26.34338
2022-01-09,27.12975
2022-01-10,51.24508
2022-01-11,53.07994
2022-01-12,52.94888
2022-01-13,61.20576
2022-01-14,42.46395
2022-01-15,32.50327
2022-01-16,32.50327
2022-01-17,54.39056
2022-01-18,53.73525
2022-01-19,56.48754
2022-01-20,49.01703
2022-01-21,39.71166
2022-01-22,22.93577
2022-01-23,22.54259
2022-01-24,48.88597
2022-01-25,42.9882
2022-01-26,43.77457
2022-01-27,41.93971
2022-01-28,32.24115
2022-01-29,17.038
2022-01-30,17.43119
2022-01-31,16.38269
2022-02-01,14.54783
2022-02-02,23.46002
2022-02-03,39.18741
2022-02-04,43.25032
2022-02-05,28.3093
2022-02-06,28.04718
2022-02-07,49.41022
2022-02-08,41.93971
2022-02-09,47.18217
2022-02-10,40.49803
2022-02-11,40.23591
2022-02-12,25.55701
2022-02-13,24.63958
2022-02-14,44.03669
2022-02-15,46.26474
2022-02-16,37.22149
2022-02-17,45.47837
2022-02-18,42.72608
2022-02-19,25.16382
2022-02-20,28.04718
2022-02-21,45.60943
2022-02-22,42.20183
2022-02-23,47.18217
2022-02-24,38.13892
2022-02-25,38.92529
2022-02-26,20.70773
2022-02-27,26.6055
2022-02-28,38.53211
2022-03-01,27.26081
2022-03-02,39.31847
2022-03-03,49.27916
2022-03-04,42.85714
2022-03-05,25.03276
2022-03-06,23.85321
2022-03-07,44.42988
2022-03-08,47.31323
2022-03-09,29.48885
2022-03-10,42.72608
2022-03-11,41.41546
2022-03-12,23.06684
2022-03-13,28.57142
2022-03-14,49.01703
2022-03-15,48.88597
2022-03-16,49.93446
2022-03-17,51.24508
2022-03-18,44.692
2022-03-19,27.65399
2022-03-20,28.44036
2022-03-21,47.70642
2022-03-22,51.90039
2022-03-23,43.38138
2022-03-24,46.52686
2022-03-25,38.13892
2022-03-26,22.41153
2022-03-27,25.68807
2022-03-28,42.9882
2022-03-29,38.66317
2022-03-30,41.67758
2022-03-31,34.60026
2022-04-01,31.7169
2022-04-02,23.59108
2022-04-03,22.14941
2022-04-04,32.89646
2022-04-05,42.59501
2022-04-06,39.18741
2022-04-07,36.69724
2022-04-08,37.09043
2022-04-09,23.98427
2022-04-10,22.01834
2022-04-11,38.92529
2022-04-12,50.19659
2022-04-13,44.29882
2022-04-14,43.90563
2022-04-15,41.54652
2022-04-16,30.40629
2022-04-17,32.37221
2022-04-18,49.14809
2022-04-19,49.41022
2022-04-20,50.58977
2022-04-21,48.23066
2022-04-22,34.07601
2022-04-23,29.35779
2022-04-24,32.50327
2022-04-25,50.32765
2022-04-26,39.31847
2022-04-27,39.31847
2022-04-28,39.31847
2022-04-29,28.70249
2022-04-30,15.98951
2022-05-01,18.34862
2022-05-02,34.33813
2022-05-03,41.67758
2022-05-04,38.00786
2022-05-05,23.85321
2022-05-06,31.97903
2022-05-07,23.06684
2022-05-08,20.05242
2022-05-09,42.9882
2022-05-10,46.78899
2022-05-11,45.21625
2022-05-12,47.31323
2022-05-13,37.35255
2022-05-14,22.28047
2022-05-15,20.83879
2022-05-16,41.67758
2022-05-17,42.9882
2022-05-18,42.72608
2022-05-19,42.46395
2022-05-20,31.32372
2022-05-21,18.61074
2022-05-22,22.93577
2022-05-23,39.31847
2022-05-24,39.5806
2022-05-25,44.692
2022-05-26,42.72608
2022-05-27,31.32372
2022-05-28,21.88728
2022-05-29,21.75622
2022-05-30,39.44954
2022-05-31,37.35255
2022-06-01,31.58584
2022-06-02,40.76015
2022-06-03,41.15334
2022-06-04,24.24639
2022-06-05,22.93577
2022-06-06,29.09567
2022-06-07,45.87155
2022-06-08,44.42988
2022-06-09,42.85714
2022-06-10,42.59501
2022-06-11,28.44036
2022-06-12,35.91087
2022-06-13,48.36173
2022-06-14,53.73525
2022-06-15,54.78374
2022-06-16,52.81782
2022-06-17,35.25557
2022-06-18,27.65399
2022-06-19,24.37745
2022-06-20,45.87155
2022-06-21,40.89121
2022-06-22,42.85714
2022-06-23,38.26998
2022-06-24,32.76539
2022-06-25,22.67365
2022-06-26,23.72214
2022-06-27,42.59501
2022-06-28,41.41546
2022-06-29,35.25557
2022-06-30,32.37221
2022-07-01,32.50327
2022-07-02,20.4456
2022-07-03,23.59108
2022-07-04,36.173
2022-07-05,37.22149
2022-07-06,38.13892
2022-07-07,39.84272
2022-07-08,32.11009
2022-07-09,24.37745
2022-07-10,23.46002
2022-07-11,42.20183
2022-07-12,41.02228
2022-07-13,37.74574
2022-07-14,42.20183
2022-07-15,37.22149
2022-07-16,22.54259
2022-07-17,22.01834
2022-07-18,42.72608
2022-07-19,41.2844
2022-07-20,40.76015
2022-07-21,37.8768
2022-07-22,34.99344
2022-07-23,21.88728
2022-07-24,23.85321
2022-07-25,41.41546
2022-07-26,49.01703
2022-07-27,38.00786
2022-07-28,40.89121
2022-07-29,39.97378
2022-07-30,23.85321
2022-07-31,26.47444
2022-08-01,38.66317
2022-08-02,39.97378
2022-08-03,44.03669
2022-08-04,39.44954
2022-08-05,39.71166
2022-08-06,31.32372
2022-08-07,24.37745
2022-08-08,40.36697
2022-08-09,42.46395
2022-08-10,40.49803
2022-08-11,38.00786
2022-08-12,33.68283
2022-08-13,23.59108
2022-08-14,20.57667
2022-08-15,26.21231
2022-08-16,41.67758
2022-08-17,40.89121
2022-08-18,46.92005
2022-08-19,37.35255
2022-08-20,26.08125
2022-08-21,23.46002
2022-08-22,41.93971
2022-08-23,41.93971
2022-08-24,38.92529
2022-08-25,40.10484
2022-08-26,31.84796
2022-08-27,18.34862
2022-08-28,25.16382
2022-08-29,46.3958
2022-08-30,42.46395
2022-08-31,37.09043
2022-09-01,38.66317
2022-09-02,38.26998
2022-09-03,25.03276
2022-09-04,29.35779
2022-09-05,43.25032
2022-09-06,43.90563
2022-09-07,41.54652
2022-09-08,34.99344
2022-09-09,20.96985
2022-09-10,12.58191
2022-09-11,19.00393
2022-09-12,31.7169
2022-09-13,55.70117
2022-09-14,55.43905
2022-09-15,52.03145
2022-09-16,41.15334
2022-09-17,34.20707
2022-09-18,32.11009
2022-09-19,61.20576
2022-09-20,64.4823
2022-09-21,55.17693
2022-09-22,51.37614
2022-09-23,53.73525
2022-09-24,31.58584
2022-09-25,34.07601
2022-09-26,55.17693
2022-09-27,55.83224
2022-09-28,52.03145
2022-09-29,52.29357
2022-09-30,42.20183
2022-10-01,31.45478
2022-10-02,34.07601
2022-10-03,33.94495
2022-10-04,57.53604
2022-10-05,53.60419
2022-10-06,54.78374
2022-10-07,44.16775
2022-10-08,34.4692
2022-10-09,35.64875
2022-10-10,47.18217
2022-10-11,61.59895
2022-10-12,63.30275
2022-10-13,61.99213
2022-10-14,53.47313
2022-10-15,50.72083
2022-10-16,60.02621
2022-10-17,85.19003
2022-10-18,79.68545
2022-10-19,78.11271
2022-10-20,68.15203
2022-10-21,57.6671
2022-10-22,34.73132
2022-10-23,44.16775
2022-10-24,63.95806
2022-10-25,63.04062
2022-10-26,60.68152
2022-10-27,50.45871
2022-10-28,40.10484
2022-10-29,21.4941
2022-10-30,23.85321
2022-10-31,43.25032
2022-11-01,39.05635
2022-11-02,47.05111
2022-11-03,40.49803
2022-11-04,34.4692
2022-11-05,23.59108
2022-11-06,18.87287
2022-11-07,41.93971
2022-11-08,43.64351
2022-11-09,43.90563
2022-11-10,42.9882
2022-11-11,34.99344
2022-11-12,22.14941
2022-11-13,25.03276
2022-11-14,43.38138
2022-11-15,44.16775
2022-11-16,44.692
2022-11-17,41.15334
2022-11-18,34.20707
2022-11-19,24.24639
2022-11-20,23.98427
2022-11-21,44.95412
2022-11-22,44.95412
2022-11-23,45.08519
2022-11-24,45.87155
2022-11-25,35.38663
2022-11-26,22.01834
2022-11-27,20.70773
2022-11-28,43.25032
2022-11-29,34.86238
2022-11-30,41.41546
2022-12-01,36.69724
2022-12-02,36.95937
2022-12-03,21.88728
2022-12-04,23.85321
2022-12-05,48.0996
2022-12-06,38.66317
2022-12-07,43.90563
2022-12-08,47.44429
2022-12-09,42.07077
2022-12-10,23.59108
2022-12-11,29.61992
2022-12-12,42.9882
2022-12-13,48.88597
2022-12-14,44.56094
2022-12-15,43.11926
2022-12-16,37.35255
2022-12-17,20.31454
2022-12-18,21.88728
2022-12-19,35.25557
2022-12-20,43.11926
2022-12-21,33.28964
2022-12-22,40.49803
2022-12-23,31.97903
2022-12-24,13.89252
2022-12-25,15.07208
2022-12-26,34.86238
2022-12-27,35.38663
2022-12-28,32.24115
2022-12-29,31.97903
2022-12-30,24.50851
2022-12-31,15.3342
2023-01-01,16.12057
2023-01-02,33.02752
2023-01-03,39.5806
2023-01-04,39.05635
2023-01-05,37.35255
2023-01-06,32.11009
2023-01-07,23.06684
2023-01-08,25.55701
2023-01-09,41.54652
2023-01-10,42.46395
2023-01-11,46.92005
2023-01-12,43.77457
2023-01-13,33.68283
2023-01-14,23.06684
2023-01-15,26.6055
2023-01-16,44.95412
2023-01-17,45.08519
2023-01-18,43.77457
2023-01-19,41.93971
2023-01-20,30.14416
2023-01-21,17.16906
2023-01-22,13.76146
2023-01-23,15.46526
2023-01-24,22.93577
2023-01-25,34.73132
2023-01-26,38.40104
2023-01-27,35.1245
2023-01-28,18.0865
2023-01-29,20.83879
2023-01-30,33.28964
2023-01-31,36.8283
2023-02-01,30.66841
2023-02-02,34.20707
2023-02-03,33.15858
2023-02-04,15.98951
2023-02-05,16.51376
2023-02-06,33.81389
2023-02-07,38.00786
2023-02-08,31.97903
2023-02-09,33.81389
2023-02-10,31.06159
2023-02-11,17.30013
2023-02-12,22.41153
2023-02-13,37.8768
2023-02-14,38.26998
2023-02-15,38.13892
2023-02-16,32.89646
2023-02-17,33.94495
2023-02-18,29.48885
2023-02-19,21.4941
2023-02-20,40.89121
2023-02-21,36.95937
2023-02-22,35.64875
2023-02-23,37.61467
2023-02-24,29.35779
2023-02-25,17.69331
2023-02-26,18.61074
2023-02-27,29.61992
2023-02-28,24.11533
2023-03-01,22.01834
2023-03-02,37.09043
2023-03-03,33.02752
2023-03-04,19.39711
2023-03-05,22.54259
2023-03-06,41.2844
2023-03-07,40.76015
2023-03-08,32.63433
2023-03-09,39.18741
2023-03-10,33.4207
2023-03-11,28.57142
2023-03-12,22.41153
2023-03-13,40.10484
2023-03-14,45.60943
2023-03-15,46.92005
2023-03-16,49.54128
2023-03-17,36.69724
2023-03-18,22.14941
2023-03-19,23.1979
2023-03-20,41.15334
2023-03-21,39.44954
2023-03-22,37.35255
2023-03-23,40.49803
2023-03-24,28.57142
2023-03-25,22.80471
2023-03-26,21.23197
2023-03-27,39.18741
2023-03-28,34.60026
2023-03-29,34.07601
2023-03-30,31.7169
2023-03-31,23.1979
2023-04-01,15.07208
2023-04-02,18.21756
2023-04-03,32.89646
2023-04-04,35.64875
2023-04-05,35.25557
2023-04-06,35.1245
2023-04-07,26.6055
2023-04-08,22.28047
2023-04-09,21.62516
2023-04-10,44.95412
2023-04-11,44.29882
2023-04-12,54.39056
2023-04-13,39.84272
2023-04-14,42.07077
2023-04-15,31.19266
2023-04-16,30.40629
2023-04-17,44.56094
2023-04-18,44.16775
2023-04-19,49.93446
2023-04-20,47.44429
2023-04-21,34.20707
2023-04-22,29.09567
2023-04-23,31.58584
2023-04-24,47.96854
2023-04-25,45.08519
2023-04-26,42.33289
2023-04-27,34.73132
2023-04-28,25.81913
2023-04-29,14.94102
2023-04-30,12.97509
2023-05-01,19.92136
2023-05-02,33.94495
2023-05-03,28.57142
2023-05-04,26.47444
2023-05-05,17.30013
2023-05-06,18.21756
2023-05-07,18.7418
2023-05-08,36.8283
2023-05-09,34.86238
2023-05-10,30.27522
2023-05-11,36.69724
2023-05-12,33.81389
2023-05-13,17.038
2023-05-14,24.24639
2023-05-15,40.62909
2023-05-16,35.25557
2023-05-17,38.40104
2023-05-18,35.77981
2023-05-19,25.55701
2023-05-20,17.30013
2023-05-21,19.65923
2023-05-22,36.56618
2023-05-23,34.86238
2023-05-24,35.51769
2023-05-25,35.38663
2023-05-26,26.21231
2023-05-27,12.97509
2023-05-28,16.90694
2023-05-29,23.32896
