date,연말정산소득공제
2020-10-30,16.21427
2020-10-31,6.606
2020-11-01,6.77565
2020-11-02,6.99156
2020-11-03,6.19987
2020-11-04,5.06374
2020-11-05,5.55726
2020-11-06,4.67818
2020-11-07,3.36212
2020-11-08,3.81965
2020-11-09,5.17684
2020-11-10,5.80403
2020-11-11,5.45445
2020-11-12,5.13571
2020-11-13,5.04832
2020-11-14,3.7374
2020-11-15,4.34916
2020-11-16,5.57783
2020-11-17,5.13571
2020-11-18,6.32839
2020-11-19,5.29508
2020-11-20,5.62924
2020-11-21,4.33374
2020-11-22,5.09459
2020-11-23,6.47748
2020-11-24,14.38926
2020-11-25,9.37178
2020-11-26,8.66234
2020-11-27,7.93748
2020-11-28,5.91198
2020-11-29,6.63684
2020-11-30,9.41291
2020-12-01,10.4565
2020-12-02,9.78819
2020-12-03,9.7265
2020-12-04,9.35636
2020-12-05,6.971
2020-12-06,7.01213
2020-12-07,9.64939
2020-12-08,9.69566
2020-12-09,11.54122
2020-12-10,12.63109
2020-12-11,8.59551
2020-12-12,6.49804
2020-12-13,6.65227
2020-12-14,12.25066
2020-12-15,15.65905
2020-12-16,12.3689
2020-12-17,15.22208
2020-12-18,12.58482
2020-12-19,9.46432
2020-12-20,10.59531
2020-12-21,22.21879
2020-12-22,20.87188
2020-12-23,25.27246
2020-12-24,23.9307
2020-12-25,13.72609
2020-12-26,13.78264
2020-12-27,16.08574
2020-12-28,23.97696
2020-12-29,23.03105
2020-12-30,20.08533
2020-12-31,19.29878
2021-01-01,11.53608
2021-01-02,12.18383
2021-01-03,13.25313
2021-01-04,21.02097
2021-01-05,22.48611
2021-01-06,20.08019
2021-01-07,17.15504
2021-01-08,15.55624
2021-01-09,11.752
2021-01-10,12.68764
2021-01-11,25.05654
2021-01-12,18.73843
2021-01-13,27.42648
2021-01-14,33.18938
2021-01-15,71.30372
2021-01-16,30.51614
2021-01-17,26.97923
2021-01-18,64.04482
2021-01-19,58.78572
2021-01-20,55.06374
2021-01-21,47.47069
2021-01-22,34.90129
2021-01-23,17.9673
2021-01-24,18.13695
2021-01-25,35.19432
2021-01-26,30.34135
2021-01-27,23.86387
2021-01-28,22.07999
2021-01-29,16.19884
2021-01-30,8.24079
2021-01-31,8.41558
2021-02-01,14.99588
2021-02-02,13.46391
2021-02-03,11.90623
2021-02-04,10.51819
2021-02-05,9.42319
2021-02-06,5.83487
2021-02-07,4.99691
2021-02-08,9.50544
2021-02-09,9.87045
2021-02-10,7.22804
2021-02-11,3.57803
2021-02-12,3.09993
2021-02-13,3.08965
2021-02-14,4.19494
2021-02-15,10.13263
2021-02-16,9.78819
2021-02-17,10.62101
2021-02-18,10.39995
2021-02-19,8.46699
2021-02-20,3.9893
2021-02-21,3.55747
2021-02-22,8.36417
2021-02-23,8.57495
2021-02-24,7.34628
2021-02-25,7.50565
2021-02-26,5.69093
2021-02-27,3.13592
2021-02-28,2.94057
2021-03-01,3.26958
2021-03-02,4.91466
2021-03-03,4.62677
2021-03-04,4.38001
2021-03-05,4.55994
2021-03-06,2.35965
2021-03-07,2.62183
2021-03-08,4.68332
2021-03-09,4.48282
2021-03-10,5.31564
2021-03-11,3.22331
2021-03-12,2.65268
2021-03-13,2.01007
2021-03-14,1.56796
2021-03-15,3.15134
2021-03-16,2.83261
2021-03-17,2.51388
2021-03-18,2.34423
2021-03-19,2.53444
2021-03-20,1.87127
2021-03-21,2.14373
2021-03-22,2.51388
2021-03-23,2.47789
2021-03-24,2.51388
2021-03-25,3.18219
2021-03-26,2.81719
2021-03-27,2.01007
2021-03-28,2.25683
2021-03-29,3.13592
2021-03-30,3.12564
2021-03-31,3.39296
2021-04-01,3.04852
2021-04-02,2.3031
2021-04-03,1.95866
2021-04-04,1.85585
2021-04-05,3.0331
2021-04-06,2.8943
2021-04-07,2.57042
2021-04-08,2.67324
2021-04-09,2.80176
2021-04-10,2.06662
2021-04-11,2.17458
2021-04-12,3.08451
2021-04-13,3.1462
2021-04-14,2.67324
2021-04-15,2.54472
2021-04-16,2.1643
2021-04-17,1.60394
2021-04-18,1.67592
2021-04-19,2.53958
2021-04-20,2.39049
2021-04-21,2.45733
2021-04-22,2.26711
2021-04-23,1.96894
2021-04-24,1.25951
2021-04-25,1.40859
2021-04-26,2.05634
2021-04-27,2.44704
2021-04-28,2.11803
2021-04-29,2.1643
2021-04-30,2.13345
2021-05-01,2.24655
2021-05-02,1.94324
2021-05-03,3.2336
2021-05-04,3.19761
2021-05-05,2.11289
2021-05-06,2.65782
2021-05-07,2.4162
2021-05-08,1.22866
2021-05-09,1.29035
2021-05-10,2.88402
2021-05-11,2.60127
2021-05-12,2.10775
2021-05-13,2.25169
2021-05-14,1.9638
2021-05-15,1.06929
2021-05-16,1.34176
2021-05-17,1.93296
2021-05-18,1.83528
2021-05-19,1.18239
2021-05-20,1.59366
2021-05-21,1.55768
2021-05-22,1.0076
2021-05-23,0.93049
2021-05-24,1.45486
2021-05-25,1.44458
2021-05-26,1.12584
2021-05-27,1.14641
2021-05-28,0.89965
2021-05-29,0.62718
2021-05-30,0.72486
2021-05-31,1.24922
2021-06-01,0.7557
2021-06-02,0.53464
2021-06-03,0.60662
2021-06-04,0.63746
2021-06-05,0.45239
2021-06-06,0.43697
2021-06-07,0.48838
2021-06-08,0.57577
2021-06-09,0.6426
2021-06-10,0.87908
2021-06-11,0.72486
2021-06-12,0.35986
2021-06-13,0.30845
2021-06-14,0.50894
2021-06-15,0.7557
2021-06-16,0.76598
2021-06-17,0.74028
2021-06-18,0.71457
2021-06-19,0.46781
2021-06-20,0.62718
2021-06-21,0.77112
2021-06-22,0.83281
2021-06-23,0.83796
2021-06-24,0.81225
2021-06-25,0.82767
2021-06-26,0.64774
2021-06-27,0.72486
2021-06-28,0.94077
2021-06-29,0.93563
2021-06-30,0.98704
2021-07-01,1.07958
2021-07-02,0.77626
2021-07-03,0.80197
2021-07-04,0.66317
2021-07-05,1.10528
2021-07-06,1.11042
2021-07-07,1.05387
2021-07-08,1.16183
2021-07-09,1.20296
2021-07-10,1.07958
2021-07-11,1.33662
2021-07-12,1.69648
2021-07-13,1.59366
2021-07-14,1.62965
2021-07-15,1.46
2021-07-16,1.41887
2021-07-17,1.22352
2021-07-18,1.43944
2021-07-19,1.56796
2021-07-20,2.09747
2021-07-21,2.20542
2021-07-22,2.19
2021-07-23,2.69895
2021-07-24,2.12317
2021-07-25,1.95352
2021-07-26,2.67324
2021-07-27,2.3031
2021-07-28,2.13345
2021-07-29,2.13859
2021-07-30,2.43676
2021-07-31,1.78387
2021-08-01,1.86099
2021-08-02,2.62183
2021-08-03,2.39049
2021-08-04,2.41106
2021-08-05,2.62697
2021-08-06,2.43676
2021-08-07,1.97923
2021-08-08,1.87127
2021-08-09,2.83775
2021-08-10,3.47008
2021-08-11,2.96627
2021-08-12,2.83261
2021-08-13,3.55233
2021-08-14,2.54986
2021-08-15,2.29796
2021-08-16,2.79662
2021-08-17,3.41867
2021-08-18,3.1462
2021-08-19,3.21817
2021-08-20,2.93543
2021-08-21,2.50359
2021-08-22,2.13345
2021-08-23,3.1205
2021-08-24,3.53691
2021-08-25,3.69627
2021-08-26,4.57536
2021-08-27,3.23874
2021-08-28,2.42648
2021-08-29,2.85831
2021-08-30,3.9893
2021-08-31,4.02529
2021-09-01,4.08184
2021-09-02,3.63972
2021-09-03,3.29015
2021-09-04,2.91486
2021-09-05,3.11536
2021-09-06,4.68846
2021-09-07,4.29261
2021-09-08,3.7374
2021-09-09,3.77853
2021-09-10,3.70141
2021-09-11,2.63212
2021-09-12,2.63212
2021-09-13,3.61402
2021-09-14,3.3981
2021-09-15,3.44951
2021-09-16,3.05881
2021-09-17,3.04852
2021-09-18,2.40078
2021-09-19,1.90211
2021-09-20,2.14373
2021-09-21,2.39564
2021-09-22,2.6424
2021-09-23,4.03557
2021-09-24,4.41599
2021-09-25,3.11536
2021-09-26,3.11022
2021-09-27,3.97902
2021-09-28,4.04585
2021-09-29,3.72712
2021-09-30,3.89163
2021-10-01,3.56261
2021-10-02,2.63212
2021-10-03,2.49845
2021-10-04,3.15134
2021-10-05,3.80937
2021-10-06,3.40838
2021-10-07,3.54205
2021-10-08,3.23874
2021-10-09,2.46247
2021-10-10,2.56014
2021-10-11,3.69627
2021-10-12,3.63972
2021-10-13,3.5112
2021-10-14,3.60888
2021-10-15,3.27472
2021-10-16,2.34423
2021-10-17,2.68352
2021-10-18,3.36726
2021-10-19,3.23874
2021-10-20,3.44951
2021-10-21,3.31585
2021-10-22,2.82233
2021-10-23,2.61669
2021-10-24,2.82747
2021-10-25,3.99958
2021-10-26,3.84536
2021-10-27,3.46493
2021-10-28,3.76825
2021-10-29,8.14826
2021-10-30,5.93769
2021-10-31,3.95332
2021-11-01,5.74234
2021-11-02,6.0148
2021-11-03,4.74501
2021-11-04,4.09726
2021-11-05,4.04585
2021-11-06,3.17705
2021-11-07,3.66543
2021-11-08,4.52909
2021-11-09,4.71416
2021-11-10,5.31564
2021-11-11,5.13057
2021-11-12,4.55994
2021-11-13,4.2412
2021-11-14,3.9893
2021-11-15,5.89142
2021-11-16,5.81945
2021-11-17,5.45959
2021-11-18,4.94036
2021-11-19,5.23339
2021-11-20,3.63972
2021-11-21,4.07156
2021-11-22,5.58297
2021-11-23,5.63952
2021-11-24,6.53403
2021-11-25,11.82911
2021-11-26,6.88875
2021-11-27,4.85811
2021-11-28,5.65494
2021-11-29,7.61361
2021-11-30,8.12769
2021-12-01,8.56981
2021-12-02,8.57495
2021-12-03,9.96298
2021-12-04,6.68311
2021-12-05,8.51326
2021-12-06,11.85996
2021-12-07,11.70573
2021-12-08,10.98601
2021-12-09,11.21221
2021-12-10,11.35615
2021-12-11,8.61608
2021-12-12,11.33045
2021-12-13,12.62595
2021-12-14,11.43327
2021-12-15,11.11453
2021-12-16,11.14024
2021-12-17,8.7446
2021-12-18,7.38741
2021-12-19,8.58523
2021-12-20,13.38165
2021-12-21,13.26341
2021-12-22,12.3689
2021-12-23,16.91342
2021-12-24,16.40962
2021-12-25,9.9527
2021-12-26,12.86757
2021-12-27,19.25765
2021-12-28,19.82829
2021-12-29,18.12667
2021-12-30,20.18301
2021-12-31,20.97984
2022-01-01,12.86757
2022-01-02,15.83384
2022-01-03,26.33148
2022-01-04,30.31564
2022-01-05,30.81431
2022-01-06,27.41106
2022-01-07,27.35965
2022-01-08,16.83631
2022-01-09,21.56076
2022-01-10,54.04585
2022-01-11,46.22146
2022-01-12,44.1754
2022-01-13,47.79457
2022-01-14,50.39584
2022-01-15,48.78675
2022-01-16,35.87291
2022-01-17,100.0
2022-01-18,88.85461
2022-01-19,68.57906
2022-01-20,73.71992
2022-01-21,63.03721
2022-01-22,30.78346
2022-01-23,30.32078
2022-01-24,64.22475
2022-01-25,56.9967
2022-01-26,43.37343
2022-01-27,35.1789
2022-01-28,26.32634
2022-01-29,10.62101
2022-01-30,7.89636
2022-01-31,6.39522
2022-02-01,6.61628
2022-02-02,8.8834
2022-02-03,23.0002
2022-02-04,19.67921
2022-02-05,8.75488
2022-02-06,8.79086
2022-02-07,18.25519
2022-02-08,17.12934
2022-02-09,16.40962
2022-02-10,16.19884
2022-02-11,13.09891
2022-02-12,6.25128
2022-02-13,6.17931
2022-02-14,13.52046
2022-02-15,15.23236
2022-02-16,14.87764
2022-02-17,13.15031
2022-02-18,11.52066
2022-02-19,6.06621
2022-02-20,5.01747
2022-02-21,12.93954
2022-02-22,12.27123
2022-02-23,10.98601
2022-02-24,10.23031
2022-02-25,10.94488
2022-02-26,6.40037
2022-02-27,4.65247
2022-02-28,7.60847
2022-03-01,5.27966
2022-03-02,6.36952
2022-03-03,6.47748
2022-03-04,6.25642
2022-03-05,3.7117
2022-03-06,3.51634
2022-03-07,4.9198
2022-03-08,4.85297
2022-03-09,3.18219
2022-03-10,7.42854
2022-03-11,5.61381
2022-03-12,2.81719
2022-03-13,2.68866
2022-03-14,3.52148
2022-03-15,4.02529
2022-03-16,3.15648
2022-03-17,2.92514
2022-03-18,2.94571
2022-03-19,2.15402
2022-03-20,2.04606
2022-03-21,3.06909
2022-03-22,2.69895
2022-03-23,2.42648
2022-03-24,2.66296
2022-03-25,2.96113
2022-03-26,2.19
2022-03-27,1.72218
2022-03-28,2.54986
2022-03-29,2.64754
2022-03-30,2.69895
2022-03-31,2.98169
2022-04-01,2.4419
2022-04-02,1.73761
2022-04-03,1.76845
2022-04-04,2.68866
2022-04-05,2.76064
2022-04-06,2.62697
2022-04-07,2.53958
2022-04-08,2.555
2022-04-09,1.75817
2022-04-10,1.68106
2022-04-11,2.72465
2022-04-12,2.56528
2022-04-13,2.45219
2022-04-14,2.5293
2022-04-15,2.65268
2022-04-16,1.52169
2022-04-17,1.94324
2022-04-18,2.70409
2022-04-19,2.52416
2022-04-20,2.6681
2022-04-21,2.84289
2022-04-22,2.44704
2022-04-23,1.96894
2022-04-24,1.95866
2022-04-25,3.36726
2022-04-26,3.09479
2022-04-27,2.65268
2022-04-28,2.30824
2022-04-29,2.61669
2022-04-30,1.91239
2022-05-01,3.21303
2022-05-02,6.79621
2022-05-03,5.89142
2022-05-04,5.24881
2022-05-05,3.35698
2022-05-06,4.26691
2022-05-07,2.76064
2022-05-08,3.26958
2022-05-09,5.56755
2022-05-10,5.1717
2022-05-11,4.72444
2022-05-12,4.22578
2022-05-13,3.97388
2022-05-14,2.09747
2022-05-15,2.13345
2022-05-16,4.1024
2022-05-17,3.68085
2022-05-18,3.71684
2022-05-19,3.82994
2022-05-20,3.56775
2022-05-21,1.97409
2022-05-22,2.17458
2022-05-23,3.57803
2022-05-24,3.34155
2022-05-25,3.2593
2022-05-26,2.7812
2022-05-27,2.39564
2022-05-28,1.67077
2022-05-29,2.03578
2022-05-30,3.33641
2022-05-31,3.40324
2022-06-01,1.51655
2022-06-02,1.75303
2022-06-03,1.69134
2022-06-04,1.16697
2022-06-05,1.15669
2022-06-06,1.22352
2022-06-07,1.55768
2022-06-08,1.73246
2022-06-09,1.49599
2022-06-10,1.6862
2022-06-11,1.30577
2022-06-12,1.2338
2022-06-13,1.89697
2022-06-14,1.70676
2022-06-15,1.72732
2022-06-16,1.75817
2022-06-17,1.65021
2022-06-18,0.99218
2022-06-19,1.58338
2022-06-20,1.97409
2022-06-21,2.03063
2022-06-22,1.78901
2022-06-23,1.71704
2022-06-24,1.97923
2022-06-25,1.29035
2022-06-26,1.18239
2022-06-27,1.92782
2022-06-28,2.00493
2022-06-29,1.75817
2022-06-30,1.94838
2022-07-01,1.50627
2022-07-02,1.24408
2022-07-03,1.49084
2022-07-04,1.77359
2022-07-05,1.97409
2022-07-06,1.9638
2022-07-07,1.83014
2022-07-08,1.84042
2022-07-09,1.095
2022-07-10,1.40859
2022-07-11,1.86613
2022-07-12,2.22085
2022-07-13,1.825
2022-07-14,1.84556
2022-07-15,1.69134
2022-07-16,1.17725
2022-07-17,1.53197
2022-07-18,1.9381
2022-07-19,2.12317
2022-07-20,2.07176
2022-07-21,3.42895
2022-07-22,3.21303
2022-07-23,1.85585
2022-07-24,2.35965
2022-07-25,3.70141
2022-07-26,2.62697
2022-07-27,2.56528
2022-07-28,2.43676
2022-07-29,2.58585
2022-07-30,2.0769
2022-07-31,1.72732
2022-08-01,2.61669
2022-08-02,2.65782
2022-08-03,2.61155
2022-08-04,2.6424
2022-08-05,3.03824
2022-08-06,2.04092
2022-08-07,1.92268
2022-08-08,2.75035
2022-08-09,2.49331
2022-08-10,3.07423
2022-08-11,2.64754
2022-08-12,2.71951
2022-08-13,1.71704
2022-08-14,1.76845
2022-08-15,2.39564
2022-08-16,3.16162
2022-08-17,3.33641
2022-08-18,2.94057
2022-08-19,2.86859
2022-08-20,2.12317
2022-08-21,2.59099
2022-08-22,3.39296
2022-08-23,2.97141
2022-08-24,3.16676
2022-08-25,3.31071
2022-08-26,3.1205
2022-08-27,2.38535
2022-08-28,2.44704
2022-08-29,2.81205
2022-08-30,3.40838
2022-08-31,3.49064
2022-09-01,3.32099
2022-09-02,2.80176
2022-09-03,1.89697
2022-09-04,2.17972
2022-09-05,2.85317
2022-09-06,2.94057
2022-09-07,2.93028
2022-09-08,2.85317
2022-09-09,2.14887
2022-09-10,1.85585
2022-09-11,2.14887
2022-09-12,2.6424
2022-09-13,3.81451
2022-09-14,3.9893
2022-09-15,3.62944
2022-09-16,2.86345
2022-09-17,2.04606
2022-09-18,2.54986
2022-09-19,3.05881
2022-09-20,3.39296
2022-09-21,3.40838
2022-09-22,3.29529
2022-09-23,3.44951
2022-09-24,2.14887
2022-09-25,2.69381
2022-09-26,3.47522
2022-09-27,3.30557
2022-09-28,3.59346
2022-09-29,3.34155
2022-09-30,3.16162
2022-10-01,2.21571
2022-10-02,1.90211
2022-10-03,2.25169
2022-10-04,3.62944
2022-10-05,3.5986
2022-10-06,3.1462
2022-10-07,2.97655
2022-10-08,1.95352
2022-10-09,2.33909
2022-10-10,2.74007
2022-10-11,3.56261
2022-10-12,3.35184
2022-10-13,3.23874
2022-10-14,2.92
2022-10-15,2.24141
2022-10-16,2.36479
2022-10-17,3.47008
2022-10-18,3.3981
2022-10-19,3.59346
2022-10-20,3.44437
2022-10-21,3.57803
2022-10-22,2.43162
2022-10-23,3.01768
2022-10-24,3.71684
2022-10-25,4.68332
2022-10-26,4.05613
2022-10-27,8.5441
2022-10-28,4.53937
2022-10-29,2.47275
2022-10-30,2.06148
2022-10-31,3.63458
2022-11-01,3.82994
2022-11-02,3.81965
2022-11-03,3.47008
2022-11-04,2.86859
2022-11-05,2.66296
2022-11-06,2.61669
2022-11-07,3.78367
2022-11-08,5.51614
2022-11-09,4.77585
2022-11-10,4.15895
2022-11-11,3.56261
2022-11-12,2.60641
2022-11-13,2.88916
2022-11-14,3.90191
2022-11-15,4.02015
2022-11-16,4.15381
2022-11-17,3.68085
2022-11-18,3.6243
2022-11-19,2.66296
2022-11-20,3.86592
2022-11-21,4.9198
2022-11-22,4.71416
2022-11-23,4.1024
2022-11-24,3.78367
2022-11-25,4.33374
2022-11-26,3.13592
2022-11-27,3.69113
2022-11-28,4.96607
2022-11-29,5.146
2022-11-30,5.2848
2022-12-01,5.24367
2022-12-02,4.44684
2022-12-03,3.43409
2022-12-04,4.16923
2022-12-05,6.4929
2022-12-06,6.50318
2022-12-07,6.35924
2022-12-08,6.7448
2022-12-09,9.3615
2022-12-10,3.90705
2022-12-11,6.45691
2022-12-12,9.27411
2022-12-13,7.79868
2022-12-14,6.53917
2022-12-15,5.71663
2022-12-16,5.89142
2022-12-17,4.66275
2022-12-18,5.876
2022-12-19,6.62656
2022-12-20,6.69339
2022-12-21,6.80649
2022-12-22,6.84762
2022-12-23,7.35657
2022-12-24,4.91466
2022-12-25,5.23339
2022-12-26,8.8834
2022-12-27,8.42586
2022-12-28,8.11741
2022-12-29,8.58523
2022-12-30,7.80382
2022-12-31,5.22311
2023-01-01,5.01747
2023-01-02,9.24326
2023-01-03,9.16101
2023-01-04,10.53876
2023-01-05,9.33066
2023-01-06,6.92987
2023-01-07,4.67304
2023-01-08,5.63438
2023-01-09,9.44375
2023-01-10,10.96031
2023-01-11,11.29446
2023-01-12,10.77524
2023-01-13,10.91404
2023-01-14,6.66769
2023-01-15,20.30125
2023-01-16,49.05408
2023-01-17,37.57454
2023-01-18,34.82418
2023-01-19,28.55233
2023-01-20,21.43224
2023-01-21,8.32819
2023-01-22,7.06868
2023-01-23,10.32284
2023-01-24,12.76989
2023-01-25,35.75981
2023-01-26,29.99691
2023-01-27,20.28069
2023-01-28,8.5184
2023-01-29,7.8141
2023-01-30,18.32202
2023-01-31,16.13715
2023-02-01,11.71087
2023-02-02,10.32798
2023-02-03,8.93481
2023-02-04,4.02529
2023-02-05,3.27472
2023-02-06,8.72403
2023-02-07,8.9091
2023-02-08,8.09685
2023-02-09,7.47995
2023-02-10,7.01727
2023-02-11,3.285
2023-02-12,2.82747
2023-02-13,7.01213
2023-02-14,8.066
2023-02-15,8.25107
2023-02-16,6.88361
2023-02-17,6.20501
2023-02-18,2.76064
2023-02-19,2.63726
2023-02-20,6.2667
2023-02-21,6.82706
2023-02-22,5.65494
2023-02-23,5.27452
2023-02-24,4.72444
2023-02-25,2.67324
2023-02-26,2.19514
2023-02-27,3.95332
2023-02-28,4.34916
2023-03-01,2.70923
2023-03-02,3.11022
2023-03-03,3.22331
2023-03-04,1.95352
2023-03-05,1.51141
2023-03-06,2.65782
2023-03-07,2.77606
2023-03-08,2.36993
2023-03-09,2.85317
2023-03-10,3.99444
2023-03-11,1.61937
2023-03-12,1.42915
2023-03-13,1.97923
2023-03-14,1.81472
2023-03-15,1.98951
2023-03-16,1.77359
2023-03-17,1.52169
2023-03-18,1.02303
2023-03-19,1.04359
2023-03-20,1.65021
2023-03-21,1.74789
2023-03-22,1.66563
2023-03-23,1.56282
2023-03-24,1.59366
2023-03-25,1.13098
2023-03-26,1.13612
2023-03-27,1.62965
2023-03-28,1.65021
2023-03-29,1.36232
2023-03-30,1.67077
2023-03-31,1.67077
2023-04-01,1.23894
2023-04-02,1.22352
2023-04-03,1.63479
2023-04-04,1.55768
2023-04-05,1.73246
2023-04-06,1.73761
2023-04-07,1.42915
2023-04-08,1.16697
2023-04-09,0.9819
2023-04-10,2.09747
2023-04-11,2.03578
2023-04-12,1.98951
2023-04-13,1.61937
2023-04-14,1.75303
2023-04-15,1.095
2023-04-16,1.26979
2023-04-17,1.6862
2023-04-18,1.56796
2023-04-19,1.5988
2023-04-20,1.49084
2023-04-21,1.30063
2023-04-22,1.06929
2023-04-23,1.16697
2023-04-24,1.63479
2023-04-25,1.70162
2023-04-26,1.47028
2023-04-27,1.30063
2023-04-28,1.41373
2023-04-29,1.02817
2023-04-30,1.02303
2023-05-01,2.51388
2023-05-02,3.05367
2023-05-03,2.61155
2023-05-04,2.67838
2023-05-05,1.91754
2023-05-06,1.60394
2023-05-07,1.73246
2023-05-08,2.84289
2023-05-09,2.68866
2023-05-10,2.74521
2023-05-11,2.56528
2023-05-12,2.11803
2023-05-13,1.33662
2023-05-14,1.4857
2023-05-15,2.33395
2023-05-16,2.19
2023-05-17,2.10261
2023-05-18,2.21056
2023-05-19,1.79415
2023-05-20,1.18753
2023-05-21,1.22352
2023-05-22,2.29282
2023-05-23,2.33395
2023-05-24,1.99979
2023-05-25,2.00493
2023-05-26,1.66049
2023-05-27,1.24408
2023-05-28,1.21838
2023-05-29,1.62965
