date,소득세법
2020-03-20,36.3777
2020-03-21,10.91331
2020-03-22,10.13931
2020-03-23,42.72445
2020-03-24,46.43962
2020-03-25,43.80804
2020-03-26,45.89783
2020-03-27,38.31269
2020-03-28,11.06811
2020-03-29,12.4613
2020-03-30,38.54489
2020-03-31,39.93808
2020-04-01,39.31888
2020-04-02,41.02167
2020-04-03,40.32507
2020-04-04,11.6099
2020-04-05,10.91331
2020-04-06,46.74922
2020-04-07,50.61919
2020-04-08,50.0
2020-04-09,48.45201
2020-04-10,38.46749
2020-04-11,10.44891
2020-04-12,11.5325
2020-04-13,39.00928
2020-04-14,36.8421
2020-04-15,11.4551
2020-04-16,37.2291
2020-04-17,37.0743
2020-04-18,13.00309
2020-04-19,12.0743
2020-04-20,45.12383
2020-04-21,53.63777
2020-04-22,49.3034
2020-04-23,48.9938
2020-04-24,39.78328
2020-04-25,12.2291
2020-04-26,10.99071
2020-04-27,45.20123
2020-04-28,46.67182
2020-04-29,37.3065
2020-04-30,11.7647
2020-05-01,15.78947
2020-05-02,9.98452
2020-05-03,11.8421
2020-05-04,37.0743
2020-05-05,15.40247
2020-05-06,52.70897
2020-05-07,53.63777
2020-05-08,48.68421
2020-05-09,16.71826
2020-05-10,15.71207
2020-05-11,48.9938
2020-05-12,67.41486
2020-05-13,63.08049
2020-05-14,58.74613
2020-05-15,52.32198
2020-05-16,17.02786
2020-05-17,17.26006
2020-05-18,62.4613
2020-05-19,68.65325
2020-05-20,65.09287
2020-05-21,61.8421
2020-05-22,53.94736
2020-05-23,19.42724
2020-05-24,18.80804
2020-05-25,62.69349
2020-05-26,66.40866
2020-05-27,71.05263
2020-05-28,65.09287
2020-05-29,52.32198
2020-05-30,14.55108
2020-05-31,14.31888
2020-06-01,51.47058
2020-06-02,49.1486
2020-06-03,42.80185
2020-06-04,47.60061
2020-06-05,42.33746
2020-06-06,13.08049
2020-06-07,11.7647
2020-06-08,48.68421
2020-06-09,56.03715
2020-06-10,51.54798
2020-06-11,50.38699
2020-06-12,44.19504
2020-06-13,14.31888
2020-06-14,12.3839
2020-06-15,47.75541
2020-06-16,54.10216
2020-06-17,57.35294
2020-06-18,57.89473
2020-06-19,51.70278
2020-06-20,14.78328
2020-06-21,13.39009
2020-06-22,54.33436
2020-06-23,53.09597
2020-06-24,53.25077
2020-06-25,55.72755
2020-06-26,47.05882
2020-06-27,15.86687
2020-06-28,14.55108
2020-06-29,56.57894
2020-06-30,55.41795
2020-07-01,45.04643
2020-07-02,47.91021
2020-07-03,41.95046
2020-07-04,10.60371
2020-07-05,14.00928
2020-07-06,53.79256
2020-07-07,57.50773
2020-07-08,57.43034
2020-07-09,60.60371
2020-07-10,53.79256
2020-07-11,14.55108
2020-07-12,17.56965
2020-07-13,59.67492
2020-07-14,57.73993
2020-07-15,50.07739
2020-07-16,46.98142
2020-07-17,38.08049
2020-07-18,11.5325
2020-07-19,15.01547
2020-07-20,46.28482
2020-07-21,52.24458
2020-07-22,63.00309
2020-07-23,58.20433
2020-07-24,45.35603
2020-07-25,11.6099
2020-07-26,13.93188
2020-07-27,47.52321
2020-07-28,56.26934
2020-07-29,60.83591
2020-07-30,54.72136
2020-07-31,43.34365
2020-08-01,9.52012
2020-08-02,14.24148
2020-08-03,39.24148
2020-08-04,73.839
2020-08-05,49.7678
2020-08-06,46.59442
2020-08-07,44.19504
2020-08-08,14.31888
2020-08-09,13.62229
2020-08-10,44.65944
2020-08-11,49.3808
2020-08-12,35.13931
2020-08-13,41.79566
2020-08-14,35.37151
2020-08-15,11.3777
2020-08-16,9.52012
2020-08-17,15.32507
2020-08-18,42.02786
2020-08-19,42.10526
2020-08-20,42.41486
2020-08-21,41.09907
2020-08-22,12.1517
2020-08-23,12.4613
2020-08-24,42.95665
2020-08-25,40.09287
2020-08-26,43.11145
2020-08-27,39.47368
2020-08-28,36.5325
2020-08-29,14.16408
2020-08-30,10.44891
2020-08-31,40.09287
2020-09-01,35.83591
2020-09-02,41.48606
2020-09-03,40.01547
2020-09-04,39.00928
2020-09-05,12.2291
2020-09-06,13.62229
2020-09-07,42.41486
2020-09-08,45.66563
2020-09-09,41.64086
2020-09-10,44.89164
2020-09-11,35.68111
2020-09-12,12.0743
2020-09-13,13.54489
2020-09-14,40.63467
2020-09-15,39.62848
2020-09-16,43.73065
2020-09-17,46.90402
2020-09-18,39.70588
2020-09-19,12.4613
2020-09-20,11.3777
2020-09-21,41.71826
2020-09-22,46.13003
2020-09-23,44.42724
2020-09-24,34.44272
2020-09-25,33.04953
2020-09-26,9.52012
2020-09-27,11.6873
2020-09-28,44.27244
2020-09-29,32.43034
2020-09-30,12.61609
2020-10-01,8.35913
2020-10-02,9.13312
2020-10-03,11.6099
2020-10-04,12.61609
2020-10-05,43.88544
2020-10-06,47.05882
2020-10-07,46.28482
2020-10-08,44.04024
2020-10-09,14.47368
2020-10-10,15.32507
2020-10-11,12.69349
2020-10-12,43.18885
2020-10-13,42.41486
2020-10-14,40.78947
2020-10-15,34.90712
2020-10-16,31.11455
2020-10-17,12.3839
2020-10-18,12.61609
2020-10-19,46.43962
2020-10-20,42.64705
2020-10-21,42.80185
2020-10-22,45.20123
2020-10-23,34.13312
2020-10-24,12.4613
2020-10-25,14.93808
2020-10-26,50.30959
2020-10-27,50.46439
2020-10-28,49.1486
2020-10-29,45.58823
2020-10-30,38.00309
2020-10-31,13.00309
2020-11-01,13.08049
2020-11-02,50.77399
2020-11-03,44.19504
2020-11-04,50.92879
2020-11-05,44.04024
2020-11-06,42.95665
2020-11-07,12.4613
2020-11-08,13.08049
2020-11-09,52.39938
2020-11-10,45.51083
2020-11-11,50.15479
2020-11-12,49.9226
2020-11-13,43.96284
2020-11-14,10.91331
2020-11-15,11.14551
2020-11-16,49.3034
2020-11-17,53.32817
2020-11-18,56.34674
2020-11-19,43.49845
2020-11-20,39.62848
2020-11-21,13.31269
2020-11-22,16.33126
2020-11-23,53.48297
2020-11-24,50.77399
2020-11-25,50.38699
2020-11-26,49.1486
2020-11-27,49.226
2020-11-28,14.31888
2020-11-29,15.71207
2020-11-30,51.31578
2020-12-01,64.39628
2020-12-02,67.56965
2020-12-03,54.72136
2020-12-04,40.09287
2020-12-05,15.01547
2020-12-06,13.93188
2020-12-07,52.78637
2020-12-08,51.39318
2020-12-09,51.23839
2020-12-10,57.27554
2020-12-11,51.16099
2020-12-12,16.79566
2020-12-13,15.32507
2020-12-14,59.59752
2020-12-15,61.14551
2020-12-16,57.66253
2020-12-17,61.6873
2020-12-18,53.63777
2020-12-19,18.80804
2020-12-20,16.79566
2020-12-21,61.6099
2020-12-22,57.73993
2020-12-23,55.49535
2020-12-24,45.20123
2020-12-25,15.24767
2020-12-26,17.87925
2020-12-27,17.33746
2020-12-28,62.4613
2020-12-29,63.31269
2020-12-30,56.88854
2020-12-31,35.68111
2021-01-01,12.3065
2021-01-02,15.86687
2021-01-03,17.95665
2021-01-04,66.09907
2021-01-05,68.88544
2021-01-06,75.61919
2021-01-07,65.86687
2021-01-08,58.59133
2021-01-09,15.71207
2021-01-10,17.41486
2021-01-11,60.75851
2021-01-12,62.77089
2021-01-13,66.33126
2021-01-14,65.01547
2021-01-15,71.74922
2021-01-16,19.11764
2021-01-17,20.35603
2021-01-18,83.66873
2021-01-19,94.73684
2021-01-20,94.11764
2021-01-21,100.0
2021-01-22,78.17337
2021-01-23,18.57585
2021-01-24,21.90402
2021-01-25,85.60371
2021-01-26,86.3777
2021-01-27,79.10216
2021-01-28,80.10835
2021-01-29,67.87925
2021-01-30,17.87925
2021-01-31,16.71826
2021-02-01,65.71207
2021-02-02,70.74303
2021-02-03,64.86068
2021-02-04,68.34365
2021-02-05,53.01857
2021-02-06,12.84829
2021-02-07,14.24148
2021-02-08,66.48606
2021-02-09,64.39628
2021-02-10,45.97523
2021-02-11,10.75851
2021-02-12,9.44272
2021-02-13,12.77089
2021-02-14,14.78328
2021-02-15,66.17647
2021-02-16,68.88544
2021-02-17,66.56346
2021-02-18,76.47058
2021-02-19,66.09907
2021-02-20,16.40866
2021-02-21,17.87925
2021-02-22,69.11764
2021-02-23,69.50464
2021-02-24,61.7647
2021-02-25,69.96904
2021-02-26,56.73374
2021-02-27,11.6873
2021-02-28,12.2291
2021-03-01,14.70588
2021-03-02,62.69349
2021-03-03,60.29411
2021-03-04,58.35913
2021-03-05,55.49535
2021-03-06,13.77708
2021-03-07,13.62229
2021-03-08,61.7647
2021-03-09,60.99071
2021-03-10,58.12693
2021-03-11,51.70278
2021-03-12,46.67182
2021-03-13,13.39009
2021-03-14,12.69349
2021-03-15,51.39318
2021-03-16,50.15479
2021-03-17,50.92879
2021-03-18,45.43343
2021-03-19,36.6873
2021-03-20,12.92569
2021-03-21,15.71207
2021-03-22,50.30959
2021-03-23,51.39318
2021-03-24,52.78637
2021-03-25,52.08978
2021-03-26,41.48606
2021-03-27,12.1517
2021-03-28,11.06811
2021-03-29,42.49226
2021-03-30,52.86377
2021-03-31,50.07739
2021-04-01,45.97523
2021-04-02,44.73684
2021-04-03,13.23529
2021-04-04,14.00928
2021-04-05,50.61919
2021-04-06,58.35913
2021-04-07,58.28173
2021-04-08,50.85139
2021-04-09,44.81424
2021-04-10,13.15789
2021-04-11,12.61609
2021-04-12,58.74613
2021-04-13,50.92879
2021-04-14,47.36842
2021-04-15,46.67182
2021-04-16,42.33746
2021-04-17,13.23529
2021-04-18,11.5325
2021-04-19,53.40557
2021-04-20,50.69659
2021-04-21,52.78637
2021-04-22,51.39318
2021-04-23,45.82043
2021-04-24,11.22291
2021-04-25,12.3839
2021-04-26,55.10835
2021-04-27,53.40557
2021-04-28,55.95975
2021-04-29,56.65634
2021-04-30,48.14241
2021-05-01,13.00309
2021-05-02,16.95046
2021-05-03,57.66253
2021-05-04,63.08049
2021-05-05,19.11764
2021-05-06,56.81114
2021-05-07,54.72136
2021-05-08,13.08049
2021-05-09,14.86068
2021-05-10,57.97213
2021-05-11,64.16408
2021-05-12,59.67492
2021-05-13,62.77089
2021-05-14,58.66873
2021-05-15,17.87925
2021-05-16,17.41486
2021-05-17,71.43962
2021-05-18,63.69969
2021-05-19,20.89783
2021-05-20,67.87925
2021-05-21,61.6099
2021-05-22,16.79566
2021-05-23,18.49845
2021-05-24,70.51083
2021-05-25,73.839
2021-05-26,66.56346
2021-05-27,65.40247
2021-05-28,53.32817
2021-05-29,14.93808
2021-05-30,17.10526
2021-05-31,60.44891
2021-06-01,53.79256
2021-06-02,52.32198
2021-06-03,48.29721
2021-06-04,38.62229
2021-06-05,12.61609
2021-06-06,12.69349
2021-06-07,47.67801
2021-06-08,49.226
2021-06-09,52.39938
2021-06-10,47.05882
2021-06-11,36.3777
2021-06-12,9.28792
2021-06-13,11.7647
2021-06-14,44.04024
2021-06-15,47.67801
2021-06-16,40.40247
2021-06-17,45.82043
2021-06-18,41.48606
2021-06-19,10.21671
2021-06-20,10.06191
2021-06-21,41.09907
2021-06-22,47.98761
2021-06-23,50.54179
2021-06-24,51.54798
2021-06-25,41.33126
2021-06-26,8.74613
2021-06-27,9.44272
2021-06-28,47.67801
2021-06-29,50.38699
2021-06-30,46.20743
2021-07-01,35.91331
2021-07-02,39.47368
2021-07-03,11.06811
2021-07-04,9.67492
2021-07-05,41.33126
2021-07-06,45.89783
2021-07-07,41.40866
2021-07-08,45.74303
2021-07-09,34.59752
2021-07-10,10.13931
2021-07-11,10.06191
2021-07-12,42.80185
2021-07-13,42.49226
2021-07-14,36.14551
2021-07-15,42.33746
2021-07-16,33.74613
2021-07-17,8.82352
2021-07-18,12.4613
2021-07-19,46.36222
2021-07-20,48.60681
2021-07-21,44.27244
2021-07-22,40.94427
2021-07-23,32.04334
2021-07-24,9.36532
2021-07-25,11.22291
2021-07-26,42.18266
2021-07-27,54.48916
2021-07-28,49.613
2021-07-29,48.839
2021-07-30,39.93808
2021-07-31,9.52012
2021-08-01,11.6099
2021-08-02,48.839
2021-08-03,51.39318
2021-08-04,44.58204
2021-08-05,43.26625
2021-08-06,34.36532
2021-08-07,10.52631
2021-08-08,11.14551
2021-08-09,50.46439
2021-08-10,46.28482
2021-08-11,45.12383
2021-08-12,48.52941
2021-08-13,38.23529
2021-08-14,12.1517
2021-08-15,12.69349
2021-08-16,14.47368
2021-08-17,44.73684
2021-08-18,44.04024
2021-08-19,48.9938
2021-08-20,41.87306
2021-08-21,12.3839
2021-08-22,12.3839
2021-08-23,52.01238
2021-08-24,47.98761
2021-08-25,55.18575
2021-08-26,51.00619
2021-08-27,41.02167
2021-08-28,11.14551
2021-08-29,12.69349
2021-08-30,52.01238
2021-08-31,45.66563
2021-09-01,44.34984
2021-09-02,41.64086
2021-09-03,39.24148
2021-09-04,10.91331
2021-09-05,11.3777
2021-09-06,45.43343
2021-09-07,46.59442
2021-09-08,49.4582
2021-09-09,44.65944
2021-09-10,36.9969
2021-09-11,13.00309
2021-09-12,13.62229
2021-09-13,39.31888
2021-09-14,45.89783
2021-09-15,42.64705
2021-09-16,41.79566
2021-09-17,26.78018
2021-09-18,7.35294
2021-09-19,9.90712
2021-09-20,6.81114
2021-09-21,8.66873
2021-09-22,9.59752
2021-09-23,38.46749
2021-09-24,38.54489
2021-09-25,11.5325
2021-09-26,12.77089
2021-09-27,50.30959
2021-09-28,41.64086
2021-09-29,39.16408
2021-09-30,46.43962
2021-10-01,34.44272
2021-10-02,8.59133
2021-10-03,10.91331
2021-10-04,13.46749
2021-10-05,41.48606
2021-10-06,43.73065
2021-10-07,44.73684
2021-10-08,32.89473
2021-10-09,8.28173
2021-10-10,10.13931
2021-10-11,12.4613
2021-10-12,37.53869
2021-10-13,44.96904
2021-10-14,37.0743
2021-10-15,31.73374
2021-10-16,9.59752
2021-10-17,10.91331
2021-10-18,36.06811
2021-10-19,34.52012
2021-10-20,35.68111
