date,유산
2020-08-18,3.17165
2020-08-19,2.87594
2020-08-20,2.79009
2020-08-21,2.75671
2020-08-22,2.26069
2020-08-23,2.26546
2020-08-24,2.9141
2020-08-25,2.84256
2020-08-26,3.36719
2020-08-27,2.99995
2020-08-28,3.00949
2020-08-29,2.38946
2020-08-30,2.38469
2020-08-31,3.2098
2020-09-01,3.14303
2020-09-02,3.26226
2020-09-03,3.36242
2020-09-04,2.88548
2020-09-05,2.40854
2020-09-06,2.67563
2020-09-07,3.64382
2020-09-08,4.08737
2020-09-09,5.18433
2020-09-10,4.38784
2020-09-11,4.00629
2020-09-12,2.98087
2020-09-13,2.69471
2020-09-14,3.6772
2020-09-15,3.41012
2020-09-16,3.59135
2020-09-17,3.60566
2020-09-18,3.06195
2020-09-19,2.34654
2020-09-20,2.17007
2020-09-21,3.16688
2020-09-22,3.12395
2020-09-23,3.14303
2020-09-24,2.89979
2020-09-25,3.08103
2020-09-26,2.25115
2020-09-27,2.34654
2020-09-28,3.02856
2020-09-29,2.71378
2020-09-30,2.59932
2020-10-01,2.337
2020-10-02,2.8521
2020-10-03,2.53255
2020-10-04,2.26069
2020-10-05,3.4435
2020-10-06,3.43873
2020-10-07,3.99675
2020-10-08,3.22888
2020-10-09,2.78055
2020-10-10,2.72332
2020-10-11,2.67086
2020-10-12,3.17165
2020-10-13,4.50708
2020-10-14,3.19072
2020-10-15,4.45461
2020-10-16,3.90136
2020-10-17,2.79009
2020-10-18,2.58978
2020-10-19,3.21457
2020-10-20,100.0
2020-10-21,7.54995
2020-10-22,4.96017
2020-10-23,3.85844
2020-10-24,2.87117
2020-10-25,3.19072
2020-10-26,3.9586
2020-10-27,3.72967
2020-10-28,3.42919
2020-10-29,2.92364
2020-10-30,2.72332
2020-10-31,2.37516
2020-11-01,2.36085
2020-11-02,2.81871
2020-11-03,2.85687
2020-11-04,2.53732
2020-11-05,2.76625
2020-11-06,2.44193
2020-11-07,2.20823
2020-11-08,2.38946
2020-11-09,2.70901
2020-11-10,2.62793
2020-11-11,2.90456
2020-11-12,2.45624
2020-11-13,2.05561
2020-11-14,1.96022
2020-11-15,2.40854
2020-11-16,2.8044
2020-11-17,2.66609
2020-11-18,2.74717
2020-11-19,2.75194
2020-11-20,2.58978
2020-11-21,2.18915
2020-11-22,2.40854
2020-11-23,3.18595
2020-11-24,2.97133
2020-11-25,2.90456
2020-11-26,3.03333
2020-11-27,2.53255
2020-11-28,2.18438
2020-11-29,2.37516
2020-11-30,2.89025
2020-12-01,2.78055
2020-12-02,2.99995
2020-12-03,2.48485
2020-12-04,2.53255
2020-12-05,2.28931
2020-12-06,2.18915
2020-12-07,2.55162
2020-12-08,2.5707
2020-12-09,2.92364
2020-12-10,2.56593
2020-12-11,2.35608
2020-12-12,2.49916
2020-12-13,2.14622
2020-12-14,2.76148
2020-12-15,2.79486
2020-12-16,2.7424
2020-12-17,2.98087
2020-12-18,2.55639
2020-12-19,2.17007
2020-12-20,2.1653
2020-12-21,2.89025
2020-12-22,2.48008
2020-12-23,2.32746
2020-12-24,2.26546
2020-12-25,2.15576
2020-12-26,2.10807
2020-12-27,1.98407
2020-12-28,2.46577
2020-12-29,2.32746
2020-12-30,2.53732
2020-12-31,2.17007
2021-01-01,2.02222
2021-01-02,2.06514
2021-01-03,2.26546
2021-01-04,2.55639
2021-01-05,2.56116
2021-01-06,2.40854
2021-01-07,2.14622
2021-01-08,2.29885
2021-01-09,2.53255
2021-01-10,2.03176
2021-01-11,2.52778
2021-01-12,2.53255
2021-01-13,2.65178
2021-01-14,2.59455
2021-01-15,2.46577
2021-01-16,2.24638
2021-01-17,2.09853
2021-01-18,2.88548
2021-01-19,2.90933
2021-01-20,3.09057
2021-01-21,2.79486
2021-01-22,2.58978
2021-01-23,1.98883
2021-01-24,1.9793
2021-01-25,2.55162
2021-01-26,2.49439
2021-01-27,2.34177
2021-01-28,2.27977
2021-01-29,2.34654
2021-01-30,1.9793
2021-01-31,2.1033
2021-02-01,2.38946
2021-02-02,2.4467
2021-02-03,2.31792
2021-02-04,2.32269
2021-02-05,2.15576
2021-02-06,2.23207
2021-02-07,2.09376
2021-02-08,2.72332
2021-02-09,2.22254
2021-02-10,2.38469
2021-02-11,2.20346
2021-02-12,2.06991
2021-02-13,2.53255
2021-02-14,3.17642
2021-02-15,3.12872
2021-02-16,2.74717
2021-02-17,2.54685
2021-02-18,2.73763
2021-02-19,2.51824
2021-02-20,2.15099
2021-02-21,2.16053
2021-02-22,2.6804
2021-02-23,2.53732
2021-02-24,2.37516
2021-02-25,2.29408
2021-02-26,2.28454
2021-02-27,1.93637
2021-02-28,1.90299
2021-03-01,6.21452
2021-03-02,5.02694
2021-03-03,3.43396
2021-03-04,3.19072
2021-03-05,2.95702
2021-03-06,2.57547
2021-03-07,2.37993
2021-03-08,2.81871
2021-03-09,3.00472
2021-03-10,2.47054
2021-03-11,2.43239
2021-03-12,2.71378
2021-03-13,2.17484
2021-03-14,2.21777
2021-03-15,2.89502
2021-03-16,2.52778
2021-03-17,2.45624
2021-03-18,2.48485
2021-03-19,2.46101
2021-03-20,2.27023
2021-03-21,2.17007
2021-03-22,2.64224
2021-03-23,2.65178
2021-03-24,2.65178
2021-03-25,2.41808
2021-03-26,2.28454
2021-03-27,2.09853
2021-03-28,2.27023
2021-03-29,2.94271
2021-03-30,2.70424
2021-03-31,2.66609
2021-04-01,2.34177
2021-04-02,2.43239
2021-04-03,2.1033
2021-04-04,2.12238
2021-04-05,2.48485
2021-04-06,2.58978
2021-04-07,2.61363
2021-04-08,2.70424
2021-04-09,2.37993
2021-04-10,2.27023
2021-04-11,2.13669
2021-04-12,3.32427
2021-04-13,2.95702
2021-04-14,2.66609
2021-04-15,2.89502
2021-04-16,2.59455
2021-04-17,2.37993
2021-04-18,2.34177
2021-04-19,2.84733
2021-04-20,2.64701
2021-04-21,2.62793
2021-04-22,2.72332
2021-04-23,2.38469
2021-04-24,2.26069
2021-04-25,2.1653
2021-04-26,3.04287
2021-04-27,2.5707
2021-04-28,3.0381
2021-04-29,2.62793
2021-04-30,2.39423
2021-05-01,2.13669
2021-05-02,1.96022
2021-05-03,2.53255
2021-05-04,2.39423
2021-05-05,1.73606
2021-05-06,2.69471
2021-05-07,2.51824
2021-05-08,2.17484
2021-05-09,2.15576
2021-05-10,2.93318
2021-05-11,2.68517
2021-05-12,2.56116
2021-05-13,2.40377
2021-05-14,2.25115
2021-05-15,2.09853
2021-05-16,2.45147
2021-05-17,2.72332
2021-05-18,2.77102
2021-05-19,2.20346
2021-05-20,2.96179
2021-05-21,2.66609
2021-05-22,2.41331
2021-05-23,2.35608
2021-05-24,2.87117
2021-05-25,3.33857
2021-05-26,3.02379
2021-05-27,2.69471
2021-05-28,2.41331
2021-05-29,2.8664
2021-05-30,3.71536
2021-05-31,3.30996
2021-06-01,2.79486
2021-06-02,2.72332
2021-06-03,2.83779
2021-06-04,3.0381
2021-06-05,2.46101
2021-06-06,2.40854
2021-06-07,3.25273
2021-06-08,3.36242
2021-06-09,2.92841
2021-06-10,3.12395
2021-06-11,2.97133
2021-06-12,2.57547
2021-06-13,2.69471
2021-06-14,2.8044
2021-06-15,2.79486
2021-06-16,2.67086
2021-06-17,2.47531
2021-06-18,2.60409
2021-06-19,2.1033
2021-06-20,2.28931
2021-06-21,2.68517
2021-06-22,2.89979
2021-06-23,2.37039
2021-06-24,2.50393
2021-06-25,2.46101
2021-06-26,2.20346
2021-06-27,2.1653
2021-06-28,2.73286
2021-06-29,2.59932
2021-06-30,2.41808
2021-07-01,2.24161
2021-07-02,2.29885
2021-07-03,2.26546
2021-07-04,2.08899
2021-07-05,2.66132
2021-07-06,2.56116
2021-07-07,2.30838
2021-07-08,2.48485
2021-07-09,2.60886
2021-07-10,2.38946
2021-07-11,2.18438
2021-07-12,2.7424
2021-07-13,2.49916
2021-07-14,2.4467
2021-07-15,2.4467
2021-07-16,2.15099
2021-07-17,2.07468
2021-07-18,2.1033
2021-07-19,2.6184
2021-07-20,2.5707
2021-07-21,2.46101
2021-07-22,2.78532
2021-07-23,2.87117
2021-07-24,2.07468
2021-07-25,1.84098
2021-07-26,2.4467
2021-07-27,2.29885
2021-07-28,2.43716
2021-07-29,2.37516
2021-07-30,2.47531
2021-07-31,1.92206
2021-08-01,1.97453
2021-08-02,2.48008
2021-08-03,2.51347
2021-08-04,2.43716
2021-08-05,2.29885
2021-08-06,2.12715
2021-08-07,1.89345
2021-08-08,2.23684
2021-08-09,2.54685
2021-08-10,2.40377
2021-08-11,2.32269
2021-08-12,2.62316
2021-08-13,2.59932
2021-08-14,1.95545
2021-08-15,1.89822
2021-08-16,2.53255
2021-08-17,2.41331
2021-08-18,2.37516
2021-08-19,2.38469
2021-08-20,2.48008
2021-08-21,2.11284
2021-08-22,2.12238
2021-08-23,2.52301
2021-08-24,2.72332
2021-08-25,2.60409
2021-08-26,2.32746
2021-08-27,2.40854
2021-08-28,2.14146
2021-08-29,2.38946
2021-08-30,2.5087
2021-08-31,2.53255
2021-09-01,2.58501
2021-09-02,2.36562
2021-09-03,2.23684
2021-09-04,2.14146
2021-09-05,2.01745
2021-09-06,2.60409
2021-09-07,2.78055
2021-09-08,2.71855
2021-09-09,2.40854
2021-09-10,2.42285
2021-09-11,2.05084
2021-09-12,2.13669
2021-09-13,2.5707
2021-09-14,2.58024
2021-09-15,2.58024
2021-09-16,2.43716
2021-09-17,2.37516
2021-09-18,2.19869
2021-09-19,1.80283
2021-09-20,1.55005
2021-09-21,2.18915
2021-09-22,2.93318
2021-09-23,3.00472
2021-09-24,2.30361
2021-09-25,2.31315
2021-09-26,2.2273
2021-09-27,2.62793
2021-09-28,2.7424
2021-09-29,2.6184
2021-09-30,2.38946
2021-10-01,2.28454
2021-10-02,1.91252
2021-10-03,1.89345
2021-10-04,2.46577
2021-10-05,2.75671
2021-10-06,2.50393
2021-10-07,2.52778
2021-10-08,2.27023
2021-10-09,2.02222
2021-10-10,2.14146
2021-10-11,2.19392
2021-10-12,2.53255
2021-10-13,2.23684
2021-10-14,2.57547
2021-10-15,2.337
2021-10-16,2.05084
2021-10-17,1.93637
2021-10-18,2.64224
2021-10-19,2.42762
2021-10-20,2.4467
2021-10-21,2.51824
2021-10-22,2.04607
2021-10-23,1.81237
2021-10-24,1.98407
2021-10-25,2.38469
2021-10-26,2.39423
2021-10-27,2.41331
2021-10-28,2.36562
2021-10-29,2.11284
2021-10-30,1.81237
2021-10-31,2.17484
2021-11-01,2.32746
2021-11-02,2.28931
2021-11-03,2.42285
2021-11-04,2.65655
2021-11-05,2.00791
2021-11-06,1.90299
2021-11-07,2.14622
2021-11-08,2.71378
2021-11-09,2.5707
2021-11-10,2.47054
2021-11-11,2.26546
2021-11-12,2.26069
2021-11-13,2.00314
2021-11-14,1.9793
2021-11-15,2.79963
2021-11-16,2.53732
2021-11-17,2.49916
2021-11-18,2.27977
2021-11-19,2.66609
2021-11-20,2.42762
2021-11-21,1.95545
2021-11-22,2.35608
2021-11-23,2.38946
2021-11-24,2.79486
2021-11-25,2.21777
2021-11-26,2.15576
2021-11-27,2.01268
2021-11-28,2.09376
2021-11-29,2.58024
2021-11-30,2.49916
2021-12-01,2.63747
2021-12-02,2.30838
2021-12-03,2.0413
2021-12-04,2.09853
2021-12-05,1.76944
2021-12-06,2.5707
2021-12-07,2.77102
2021-12-08,2.46101
2021-12-09,2.28454
2021-12-10,2.38946
2021-12-11,1.99837
2021-12-12,1.88391
2021-12-13,2.32746
2021-12-14,2.58978
2021-12-15,2.55162
2021-12-16,2.20346
2021-12-17,2.19392
2021-12-18,1.85052
2021-12-19,1.8696
2021-12-20,2.15576
2021-12-21,2.17961
2021-12-22,1.77421
2021-12-23,2.14146
2021-12-24,1.8696
2021-12-25,1.58821
2021-12-26,2.1033
2021-12-27,2.59932
2021-12-28,2.10807
2021-12-29,2.25115
2021-12-30,2.12238
2021-12-31,1.94114
2022-01-01,2.11284
2022-01-02,2.0413
2022-01-03,2.25115
2022-01-04,2.35131
2022-01-05,2.32746
2022-01-06,2.49916
2022-01-07,2.35131
2022-01-08,2.04607
2022-01-09,2.11761
2022-01-10,2.59932
2022-01-11,2.61363
2022-01-12,2.24161
2022-01-13,2.38469
2022-01-14,2.32746
2022-01-15,2.01268
2022-01-16,1.94114
2022-01-17,2.38946
2022-01-18,2.37993
2022-01-19,2.35131
2022-01-20,2.69948
2022-01-21,2.47054
2022-01-22,2.15576
2022-01-23,2.09853
2022-01-24,2.17007
2022-01-25,2.28931
2022-01-26,2.35608
2022-01-27,2.40377
2022-01-28,2.337
2022-01-29,2.12238
2022-01-30,1.7599
2022-01-31,2.06514
2022-02-01,2.07945
2022-02-02,2.30838
2022-02-03,2.63747
2022-02-04,2.08422
2022-02-05,2.16053
2022-02-06,2.16053
2022-02-07,2.37993
2022-02-08,2.48962
2022-02-09,2.36085
2022-02-10,2.19392
2022-02-11,2.24638
2022-02-12,1.86006
2022-02-13,1.96976
2022-02-14,2.71855
2022-02-15,2.28931
2022-02-16,2.47054
2022-02-17,2.213
2022-02-18,2.09853
2022-02-19,2.17007
2022-02-20,1.97453
2022-02-21,2.41808
2022-02-22,2.62793
2022-02-23,2.62316
2022-02-24,2.37993
2022-02-25,2.17961
2022-02-26,1.90775
2022-02-27,1.96976
2022-02-28,2.14622
2022-03-01,2.06991
2022-03-02,2.24161
2022-03-03,1.96499
2022-03-04,2.2273
2022-03-05,2.05084
2022-03-06,1.92206
2022-03-07,2.38946
2022-03-08,2.71378
2022-03-09,1.96499
2022-03-10,2.26069
2022-03-11,2.22254
2022-03-12,2.27023
2022-03-13,2.16053
2022-03-14,2.70424
2022-03-15,2.399
2022-03-16,2.22254
2022-03-17,2.62793
2022-03-18,2.62793
2022-03-19,2.25115
2022-03-20,2.275
2022-03-21,2.36562
2022-03-22,2.62793
2022-03-23,2.62316
2022-03-24,2.34654
2022-03-25,2.48485
2022-03-26,5.14618
2022-03-27,3.30042
2022-03-28,3.17165
2022-03-29,3.05241
2022-03-30,2.84256
2022-03-31,2.43716
2022-04-01,2.28931
2022-04-02,2.00791
2022-04-03,2.36085
2022-04-04,2.67563
2022-04-05,2.53732
2022-04-06,2.32269
2022-04-07,2.49439
2022-04-08,2.15099
2022-04-09,1.95068
2022-04-10,2.39423
2022-04-11,2.56593
2022-04-12,2.45624
2022-04-13,2.82825
2022-04-14,2.55639
2022-04-15,2.4467
2022-04-16,2.43716
2022-04-17,2.22254
2022-04-18,2.61363
2022-04-19,3.26226
2022-04-20,3.3195
2022-04-21,2.91887
2022-04-22,2.56116
2022-04-23,2.67563
2022-04-24,2.51824
2022-04-25,2.97133
2022-04-26,2.8521
2022-04-27,2.53255
2022-04-28,2.40854
2022-04-29,2.2273
2022-04-30,2.08422
2022-05-01,2.21777
2022-05-02,2.38469
2022-05-03,2.337
2022-05-04,2.54208
2022-05-05,1.83144
2022-05-06,2.03176
2022-05-07,2.06514
2022-05-08,2.275
2022-05-09,2.70424
2022-05-10,2.58978
2022-05-11,2.49916
2022-05-12,2.36085
2022-05-13,2.34177
2022-05-14,1.98883
2022-05-15,2.03176
2022-05-16,2.42762
2022-05-17,2.47054
2022-05-18,2.58978
2022-05-19,2.40377
2022-05-20,2.58024
2022-05-21,2.15099
2022-05-22,2.29885
2022-05-23,2.67563
2022-05-24,2.71378
2022-05-25,3.11441
2022-05-26,2.56116
2022-05-27,2.26069
2022-05-28,1.98407
2022-05-29,2.00314
2022-05-30,2.5087
2022-05-31,2.22254
2022-06-01,2.06991
2022-06-02,2.51347
2022-06-03,2.45147
2022-06-04,2.01745
2022-06-05,1.97453
2022-06-06,2.19392
2022-06-07,2.67563
2022-06-08,3.41965
2022-06-09,2.53255
2022-06-10,2.35608
2022-06-11,2.25115
2022-06-12,2.337
2022-06-13,2.59455
2022-06-14,2.52778
2022-06-15,2.64701
2022-06-16,2.53255
2022-06-17,2.68994
2022-06-18,2.69471
2022-06-19,2.55639
2022-06-20,2.59932
2022-06-21,2.42762
2022-06-22,2.40854
2022-06-23,2.65655
2022-06-24,2.19869
2022-06-25,2.275
2022-06-26,1.96022
2022-06-27,2.37993
2022-06-28,2.8044
2022-06-29,2.64224
2022-06-30,2.99995
2022-07-01,4.59293
2022-07-02,2.58978
2022-07-03,2.23684
2022-07-04,2.76148
2022-07-05,2.62316
2022-07-06,2.27023
2022-07-07,2.52778
2022-07-08,2.25115
2022-07-09,1.87437
2022-07-10,2.13669
2022-07-11,2.66132
2022-07-12,2.37516
2022-07-13,2.213
2022-07-14,2.09853
2022-07-15,2.01745
2022-07-16,2.00314
2022-07-17,1.9936
2022-07-18,2.88548
2022-07-19,2.65655
2022-07-20,2.29885
2022-07-21,2.83779
2022-07-22,2.41331
2022-07-23,2.23207
2022-07-24,1.88391
2022-07-25,2.32269
2022-07-26,2.18915
2022-07-27,2.44193
2022-07-28,2.38469
2022-07-29,2.31315
2022-07-30,1.89822
2022-07-31,1.9316
2022-08-01,2.20823
2022-08-02,2.21777
2022-08-03,2.13669
2022-08-04,2.27023
2022-08-05,2.0413
2022-08-06,2.87117
2022-08-07,1.81714
2022-08-08,2.28931
2022-08-09,1.9936
2022-08-10,2.30361
2022-08-11,2.06991
2022-08-12,2.17484
2022-08-13,1.82191
2022-08-14,1.6979
2022-08-15,2.03176
2022-08-16,2.13192
2022-08-17,2.36562
2022-08-18,2.275
2022-08-19,54.05637
2022-08-20,26.46539
2022-08-21,13.89803
2022-08-22,10.21128
2022-08-23,6.65808
2022-08-24,5.54204
2022-08-25,4.24953
2022-08-26,4.36876
2022-08-27,3.92521
2022-08-28,3.92998
2022-08-29,3.68674
2022-08-30,4.35923
2022-08-31,3.41012
2022-09-01,2.92364
2022-09-02,2.70424
2022-09-03,2.83302
2022-09-04,2.69948
2022-09-05,2.72809
2022-09-06,2.76148
2022-09-07,2.77102
2022-09-08,2.48962
2022-09-09,2.15576
2022-09-10,2.43716
2022-09-11,2.13669
2022-09-12,2.41808
2022-09-13,2.94748
2022-09-14,3.16211
2022-09-15,3.00949
2022-09-16,2.40377
2022-09-17,2.38469
2022-09-18,2.29885
2022-09-19,2.82348
2022-09-20,2.37516
2022-09-21,2.43716
2022-09-22,2.27977
2022-09-23,1.97453
2022-09-24,2.09853
2022-09-25,2.08899
2022-09-26,2.45147
2022-09-27,2.43716
2022-09-28,2.46101
2022-09-29,2.14146
2022-09-30,2.18438
2022-10-01,1.95545
2022-10-02,2.05084
2022-10-03,2.42762
2022-10-04,2.65655
2022-10-05,2.40377
2022-10-06,2.41808
2022-10-07,2.35131
2022-10-08,2.08422
2022-10-09,1.93637
2022-10-10,2.213
2022-10-11,2.54685
2022-10-12,2.53255
2022-10-13,2.66132
2022-10-14,2.91887
2022-10-15,2.06038
2022-10-16,2.6804
2022-10-17,2.65178
2022-10-18,2.54685
2022-10-19,2.66609
2022-10-20,2.58024
2022-10-21,2.30361
2022-10-22,2.02699
2022-10-23,2.40377
2022-10-24,2.70424
2022-10-25,2.58024
2022-10-26,2.37993
2022-10-27,2.54208
2022-10-28,2.34654
2022-10-29,1.9793
2022-10-30,1.84575
2022-10-31,2.53255
2022-11-01,2.24161
2022-11-02,2.30838
2022-11-03,2.44193
2022-11-04,2.11761
2022-11-05,2.03653
2022-11-06,2.32746
2022-11-07,2.50393
2022-11-08,2.33223
2022-11-09,2.51824
2022-11-10,2.399
2022-11-11,1.96976
2022-11-12,2.02699
2022-11-13,1.93637
2022-11-14,2.57547
2022-11-15,2.49439
2022-11-16,2.32746
2022-11-17,2.27023
2022-11-18,2.05561
2022-11-19,1.8696
2022-11-20,1.83144
2022-11-21,2.16053
2022-11-22,2.45624
2022-11-23,2.48962
2022-11-24,2.20346
2022-11-25,2.09376
2022-11-26,2.0413
2022-11-27,2.12238
2022-11-28,2.37039
2022-11-29,2.32746
2022-11-30,2.33223
2022-12-01,2.13192
2022-12-02,2.34654
2022-12-03,1.98883
2022-12-04,2.06991
2022-12-05,2.31315
2022-12-06,2.43716
2022-12-07,2.4467
2022-12-08,2.32269
2022-12-09,2.05084
2022-12-10,2.09376
2022-12-11,1.9316
2022-12-12,2.26546
2022-12-13,2.46577
2022-12-14,2.20346
2022-12-15,2.02699
2022-12-16,2.09853
2022-12-17,2.01268
2022-12-18,2.58978
2022-12-19,2.14146
2022-12-20,2.24638
2022-12-21,2.01268
2022-12-22,2.06514
2022-12-23,1.77421
2022-12-24,1.62636
2022-12-25,1.68359
2022-12-26,2.05561
2022-12-27,2.15576
2022-12-28,1.92206
2022-12-29,1.77421
2022-12-30,1.7456
2022-12-31,1.77898
2023-01-01,1.64067
2023-01-02,2.36562
2023-01-03,2.08899
2023-01-04,2.38469
2023-01-05,2.01268
2023-01-06,2.08422
2023-01-07,1.92683
2023-01-08,1.89822
2023-01-09,2.43716
2023-01-10,2.47531
2023-01-11,2.50393
2023-01-12,2.36085
2023-01-13,2.43716
2023-01-14,2.28931
2023-01-15,1.98883
2023-01-16,2.27977
2023-01-17,2.40854
2023-01-18,2.36562
2023-01-19,2.21777
2023-01-20,1.97453
2023-01-21,1.55959
2023-01-22,1.83621
2023-01-23,1.88391
2023-01-24,2.22254
2023-01-25,2.17007
2023-01-26,2.43716
2023-01-27,2.28454
2023-01-28,2.17961
2023-01-29,1.92206
2023-01-30,2.58024
2023-01-31,3.1478
2023-02-01,2.78055
2023-02-02,2.80917
2023-02-03,2.89502
2023-02-04,2.20346
2023-02-05,2.213
2023-02-06,2.35608
2023-02-07,2.399
2023-02-08,2.66132
2023-02-09,2.38469
2023-02-10,2.29885
2023-02-11,2.03653
2023-02-12,2.11761
2023-02-13,2.57547
2023-02-14,2.37516
2023-02-15,2.18438
2023-02-16,2.35131
2023-02-17,2.29885
2023-02-18,2.06038
2023-02-19,2.02699
2023-02-20,2.45624
2023-02-21,2.23207
2023-02-22,2.11761
2023-02-23,2.30361
2023-02-24,1.96022
2023-02-25,1.97453
2023-02-26,1.98407
2023-02-27,2.27023
2023-02-28,2.02222
2023-03-01,1.9316
2023-03-02,2.19392
2023-03-03,1.95068
2023-03-04,1.96499
2023-03-05,1.82191
2023-03-06,2.10807
2023-03-07,2.1653
2023-03-08,2.12238
2023-03-09,2.15099
2023-03-10,1.98883
2023-03-11,1.64067
2023-03-12,1.96022
2023-03-13,2.06514
2023-03-14,2.35608
2023-03-15,2.27977
2023-03-16,2.14622
2023-03-17,2.06991
2023-03-18,1.83144
2023-03-19,2.11284
2023-03-20,2.37993
2023-03-21,2.29885
2023-03-22,2.18438
2023-03-23,2.41808
2023-03-24,2.19869
2023-03-25,1.98883
2023-03-26,1.97453
2023-03-27,2.38469
2023-03-28,2.09853
2023-03-29,2.36085
2023-03-30,2.15099
2023-03-31,2.23684
2023-04-01,1.90299
2023-04-02,1.99837
2023-04-03,2.58024
2023-04-04,2.23207
2023-04-05,2.46577
2023-04-06,2.09376
2023-04-07,2.05084
2023-04-08,1.89345
2023-04-09,2.28454
2023-04-10,2.60409
2023-04-11,2.58978
2023-04-12,2.37993
2023-04-13,2.47054
2023-04-14,2.09853
2023-04-15,2.1033
2023-04-16,2.25115
2023-04-17,2.5087
2023-04-18,2.33223
2023-04-19,2.52778
2023-04-20,2.60886
2023-04-21,2.22254
2023-04-22,1.87437
2023-04-23,1.87437
2023-04-24,2.45624
2023-04-25,2.83302
2023-04-26,2.49916
2023-04-27,2.5087
2023-04-28,2.15099
2023-04-29,1.74083
2023-04-30,1.90299
2023-05-01,2.14622
2023-05-02,2.12715
2023-05-03,2.28931
2023-05-04,2.07945
2023-05-05,1.8076
2023-05-06,2.03653
2023-05-07,2.30838
2023-05-08,3.0381
2023-05-09,2.47531
2023-05-10,2.47531
2023-05-11,2.30838
2023-05-12,2.21777
2023-05-13,2.15099
2023-05-14,2.29408
2023-05-15,2.51824
2023-05-16,2.63747
2023-05-17,2.34177
2023-05-18,4.34969
2023-05-19,2.98087
2023-05-20,2.19869
2023-05-21,2.58024
2023-05-22,2.92364
2023-05-23,2.73763
2023-05-24,2.62793
2023-05-25,2.30361
2023-05-26,2.15576
2023-05-27,1.9316
2023-05-28,2.19392
2023-05-29,2.31315
2023-05-30,2.79486
