date,외국인순매수
2020-10-13,3.12256
2020-10-14,3.51288
2020-10-15,3.39578
2020-10-16,2.96643
2020-10-17,0.8587
2020-10-18,1.05386
2020-10-19,3.00546
2020-10-20,4.29352
2020-10-21,2.77127
2020-10-22,2.88836
2020-10-23,2.49804
2020-10-24,0.54644
2020-10-25,0.58548
2020-10-26,2.61514
2020-10-27,2.9274
2020-10-28,2.73224
2020-10-29,2.49804
2020-10-30,1.91256
2020-10-31,0.39032
2020-11-01,0.46838
2020-11-02,1.60031
2020-11-03,1.24902
2020-11-04,1.8345
2020-11-05,4.33255
2020-11-06,3.9032
2020-11-07,0.7416
2020-11-08,1.05386
2020-11-09,4.02029
2020-11-10,3.35675
2020-11-11,4.48868
2020-11-12,4.44964
2020-11-13,4.879
2020-11-14,1.91256
2020-11-15,1.7174
2020-11-16,5.38641
2020-11-17,5.58157
2020-11-18,4.56674
2020-11-19,4.25448
2020-11-20,4.44964
2020-11-21,1.05386
2020-11-22,1.56128
2020-11-23,8.27478
2020-11-24,10.07025
2020-11-25,6.51834
2020-11-26,5.7377
2020-11-27,4.13739
2020-11-28,1.91256
2020-11-29,1.79547
2020-11-30,6.51834
2020-12-01,4.17642
2020-12-02,4.13739
2020-12-03,4.33255
2020-12-04,6.36221
2020-12-05,1.8345
2020-12-06,2.41998
2020-12-07,5.54254
2020-12-08,4.25448
2020-12-09,4.44964
2020-12-10,4.72287
2020-12-11,3.70804
2020-12-12,1.09289
2020-12-13,1.20999
2020-12-14,4.6448
2020-12-15,3.47384
2020-12-16,4.56674
2020-12-17,4.25448
2020-12-18,3.00546
2020-12-19,0.7416
2020-12-20,1.36612
2020-12-21,3.669
2020-12-22,3.59094
2020-12-23,4.95706
2020-12-24,3.70804
2020-12-25,1.48321
2020-12-26,0.81967
2020-12-27,2.06869
2020-12-28,4.33255
2020-12-29,5.11319
2020-12-30,3.82513
2020-12-31,0.7416
2021-01-01,0.66354
2021-01-02,0.81967
2021-01-03,0.93676
2021-01-04,4.6448
2021-01-05,4.21545
2021-01-06,5.11319
2021-01-07,5.15222
2021-01-08,8.43091
2021-01-09,2.49804
2021-01-10,2.73224
2021-01-11,6.94769
2021-01-12,6.47931
2021-01-13,5.58157
2021-01-14,5.54254
2021-01-15,3.98126
2021-01-16,1.52224
2021-01-17,1.13192
2021-01-18,4.33255
2021-01-19,4.02029
2021-01-20,4.02029
2021-01-21,5.69867
2021-01-22,5.15222
2021-01-23,2.49804
2021-01-24,1.9516
2021-01-25,5.15222
2021-01-26,5.7377
2021-01-27,3.94223
2021-01-28,4.05932
2021-01-29,5.03512
2021-01-30,1.44418
2021-01-31,1.44418
2021-02-01,4.37158
2021-02-02,3.82513
2021-02-03,3.70804
2021-02-04,3.82513
2021-02-05,3.55191
2021-02-06,0.54644
2021-02-07,1.20999
2021-02-08,3.98126
2021-02-09,3.59094
2021-02-10,4.21545
2021-02-11,1.48321
2021-02-12,0.50741
2021-02-13,0.58548
2021-02-14,0.78064
2021-02-15,4.09836
2021-02-16,4.09836
2021-02-17,3.31772
2021-02-18,3.62997
2021-02-19,2.88836
2021-02-20,1.44418
2021-02-21,0.78064
2021-02-22,3.51288
2021-02-23,2.73224
2021-02-24,7.45511
2021-02-25,4.48868
2021-02-26,3.00546
2021-02-27,0.58548
2021-02-28,1.20999
2021-03-01,1.09289
2021-03-02,3.35675
2021-03-03,3.00546
2021-03-04,2.9274
2021-03-05,2.14676
2021-03-06,0.58548
2021-03-07,1.17096
2021-03-08,4.44964
2021-03-09,3.35675
2021-03-10,4.95706
2021-03-11,5.69867
2021-03-12,3.94223
2021-03-13,1.17096
2021-03-14,1.36612
2021-03-15,3.51288
2021-03-16,2.9274
2021-03-17,3.00546
2021-03-18,3.12256
2021-03-19,2.22482
2021-03-20,1.05386
2021-03-21,1.28805
2021-03-22,2.96643
2021-03-23,3.62997
2021-03-24,3.43481
2021-03-25,2.65417
2021-03-26,2.53708
2021-03-27,1.28805
2021-03-28,1.09289
2021-03-29,3.16159
2021-03-30,3.47384
2021-03-31,3.04449
2021-04-01,3.669
2021-04-02,2.61514
2021-04-03,0.46838
2021-04-04,0.46838
2021-04-05,3.35675
2021-04-06,4.60577
2021-04-07,4.33255
2021-04-08,5.23028
2021-04-09,3.47384
2021-04-10,0.9758
2021-04-11,1.7174
2021-04-12,3.74707
2021-04-13,4.41061
2021-04-14,4.83996
2021-04-15,3.9032
2021-04-16,4.56674
2021-04-17,1.67837
2021-04-18,1.63934
2021-04-19,3.55191
2021-04-20,3.86416
2021-04-21,3.35675
2021-04-22,4.02029
2021-04-23,2.8103
2021-04-24,0.93676
2021-04-25,1.48321
2021-04-26,3.669
2021-04-27,2.22482
2021-04-28,2.9274
2021-04-29,2.88836
2021-04-30,2.77127
2021-05-01,0.58548
2021-05-02,0.62451
2021-05-03,2.6932
2021-05-04,2.18579
2021-05-05,0.58548
2021-05-06,2.26385
2021-05-07,2.26385
2021-05-08,0.9758
2021-05-09,0.46838
2021-05-10,2.73224
2021-05-11,2.6932
2021-05-12,3.23965
2021-05-13,3.7861
2021-05-14,2.73224
2021-05-15,0.62451
2021-05-16,1.32708
2021-05-17,2.45901
2021-05-18,2.49804
2021-05-19,1.40515
2021-05-20,2.6932
2021-05-21,1.91256
2021-05-22,0.54644
2021-05-23,0.89773
2021-05-24,2.38095
2021-05-25,2.6932
2021-05-26,2.84933
2021-05-27,2.57611
2021-05-28,2.73224
2021-05-29,0.58548
2021-05-30,0.93676
2021-05-31,2.84933
2021-06-01,2.73224
2021-06-02,2.30288
2021-06-03,4.33255
2021-06-04,2.30288
2021-06-05,0.7416
2021-06-06,0.7416
2021-06-07,2.73224
2021-06-08,3.04449
2021-06-09,3.12256
2021-06-10,3.04449
2021-06-11,2.61514
2021-06-12,0.58548
2021-06-13,0.81967
2021-06-14,2.8103
2021-06-15,3.16159
2021-06-16,3.55191
2021-06-17,2.61514
2021-06-18,3.51288
2021-06-19,0.66354
2021-06-20,0.78064
2021-06-21,2.57611
2021-06-22,2.84933
2021-06-23,3.04449
2021-06-24,3.12256
2021-06-25,2.34192
2021-06-26,1.52224
2021-06-27,0.58548
2021-06-28,3.00546
2021-06-29,1.79547
2021-06-30,1.99063
2021-07-01,2.57611
2021-07-02,2.22482
2021-07-03,1.01483
2021-07-04,0.81967
2021-07-05,2.84933
2021-07-06,2.9274
2021-07-07,2.34192
2021-07-08,2.88836
2021-07-09,2.49804
2021-07-10,0.93676
2021-07-11,1.13192
2021-07-12,3.08352
2021-07-13,2.73224
2021-07-14,2.57611
2021-07-15,2.6932
2021-07-16,2.26385
2021-07-17,0.78064
2021-07-18,1.09289
2021-07-19,2.22482
2021-07-20,2.88836
2021-07-21,1.79547
2021-07-22,2.65417
2021-07-23,1.87353
2021-07-24,0.70257
2021-07-25,0.35128
2021-07-26,1.44418
2021-07-27,2.88836
2021-07-28,2.18579
2021-07-29,2.49804
2021-07-30,2.57611
2021-07-31,0.54644
2021-08-01,0.81967
2021-08-02,2.53708
2021-08-03,3.23965
2021-08-04,4.02029
2021-08-05,3.82513
2021-08-06,3.59094
2021-08-07,1.05386
2021-08-08,1.60031
2021-08-09,3.27868
2021-08-10,3.39578
2021-08-11,3.16159
2021-08-12,3.55191
2021-08-13,4.21545
2021-08-14,1.52224
2021-08-15,1.13192
2021-08-16,1.40515
2021-08-17,5.26932
2021-08-18,3.86416
2021-08-19,5.03512
2021-08-20,6.8306
2021-08-21,1.63934
2021-08-22,2.45901
2021-08-23,5.58157
2021-08-24,5.03512
2021-08-25,3.86416
2021-08-26,3.59094
2021-08-27,3.27868
2021-08-28,1.01483
2021-08-29,1.75644
2021-08-30,4.44964
2021-08-31,7.06479
2021-09-01,6.08899
2021-09-02,5.42544
2021-09-03,3.47384
2021-09-04,1.13192
2021-09-05,1.67837
2021-09-06,2.9274
2021-09-07,3.51288
2021-09-08,3.51288
2021-09-09,3.39578
2021-09-10,2.65417
2021-09-11,0.70257
2021-09-12,1.09289
2021-09-13,3.70804
2021-09-14,3.55191
2021-09-15,3.20062
2021-09-16,3.08352
2021-09-17,2.96643
2021-09-18,2.18579
2021-09-19,1.60031
2021-09-20,0.46838
2021-09-22,0.70257
2021-09-23,3.39578
2021-09-24,3.08352
2021-09-25,1.48321
2021-09-26,1.09289
2021-09-27,3.98126
2021-09-28,3.669
2021-09-29,3.20062
2021-09-30,2.22482
2021-10-01,3.08352
2021-10-02,1.32708
2021-10-03,0.39032
2021-10-04,1.09289
2021-10-05,4.37158
2021-10-06,5.19125
2021-10-07,4.05932
2021-10-08,1.91256
2021-10-09,1.17096
2021-10-10,0.9758
2021-10-11,0.8587
2021-10-12,2.22482
2021-10-13,2.73224
2021-10-14,4.60577
2021-10-15,2.73224
2021-10-16,1.01483
2021-10-17,0.66354
2021-10-18,2.49804
2021-10-19,2.41998
2021-10-20,2.06869
2021-10-21,1.52224
2021-10-22,1.79547
2021-10-23,0.42935
2021-10-24,0.62451
2021-10-25,1.56128
2021-10-26,3.669
2021-10-27,2.02966
2021-10-28,2.73224
2021-10-29,2.77127
2021-10-30,0.8587
2021-10-31,0.50741
2021-11-01,1.79547
2021-11-02,2.53708
2021-11-03,2.38095
2021-11-04,2.10772
2021-11-05,1.99063
2021-11-06,0.54644
2021-11-07,0.23419
2021-11-08,2.22482
2021-11-09,2.73224
2021-11-10,2.61514
2021-11-11,2.30288
2021-11-12,2.8103
2021-11-13,0.62451
2021-11-14,0.78064
2021-11-15,2.14676
2021-11-16,2.65417
2021-11-17,2.06869
2021-11-18,2.41998
2021-11-19,2.45901
2021-11-20,1.13192
2021-11-21,0.8587
2021-11-22,3.47384
2021-11-23,2.73224
2021-11-24,1.79547
2021-11-25,2.65417
2021-11-26,3.43481
2021-11-27,1.28805
2021-11-28,1.13192
2021-11-29,3.86416
2021-11-30,4.80093
2021-12-01,5.42544
2021-12-02,5.46448
2021-12-03,3.12256
2021-12-04,0.39032
2021-12-05,0.27322
2021-12-06,2.14676
2021-12-07,2.10772
2021-12-08,2.49804
2021-12-09,2.18579
2021-12-10,1.67837
2021-12-11,0.78064
2021-12-12,1.36612
2021-12-13,3.31772
2021-12-14,2.02966
2021-12-15,2.02966
2021-12-16,3.08352
2021-12-17,2.88836
2021-12-18,1.28805
2021-12-19,1.17096
2021-12-20,3.669
2021-12-21,3.00546
2021-12-22,3.98126
2021-12-23,4.13739
2021-12-24,2.53708
2021-12-25,0.70257
2021-12-26,1.24902
2021-12-27,2.14676
2021-12-28,1.99063
2021-12-29,2.26385
2021-12-30,1.99063
2021-12-31,1.13192
2022-01-01,0.7416
2022-01-02,0.78064
2022-01-03,3.39578
2022-01-04,4.09836
2022-01-05,4.56674
2022-01-06,4.05932
2022-01-07,2.02966
2022-01-08,1.28805
2022-01-09,0.81967
2022-01-10,2.06869
2022-01-11,2.9274
2022-01-12,1.99063
2022-01-13,1.56128
2022-01-14,2.73224
2022-01-15,0.81967
2022-01-16,1.28805
2022-01-17,1.60031
2022-01-18,1.32708
2022-01-19,1.63934
2022-01-20,1.67837
2022-01-21,0.9758
2022-01-22,0.23419
2022-01-23,0.81967
2022-01-24,2.34192
2022-01-25,4.72287
2022-01-26,2.38095
2022-01-27,4.29352
2022-01-28,4.05932
2022-01-29,1.13192
2022-01-30,0.9758
2022-01-31,0.70257
2022-02-01,0.78064
2022-02-02,1.44418
2022-02-03,3.9032
2022-02-04,3.74707
2022-02-05,1.24902
2022-02-06,1.56128
2022-02-07,3.04449
2022-02-08,3.7861
2022-02-09,1.79547
2022-02-10,2.26385
2022-02-11,1.36612
2022-02-12,0.62451
2022-02-13,0.62451
2022-02-14,2.22482
2022-02-15,2.26385
2022-02-16,1.67837
2022-02-17,2.30288
2022-02-18,2.9274
2022-02-19,0.89773
2022-02-20,0.81967
2022-02-21,1.9516
2022-02-22,2.73224
2022-02-23,1.36612
2022-02-24,3.55191
2022-02-25,1.67837
2022-02-26,0.50741
2022-02-27,1.60031
2022-02-28,3.43481
2022-03-01,1.44418
2022-03-02,3.35675
2022-03-03,4.09836
2022-03-04,3.00546
2022-03-05,1.52224
2022-03-06,1.67837
2022-03-07,3.12256
2022-03-08,3.47384
2022-03-09,1.13192
2022-03-10,3.47384
2022-03-11,2.49804
2022-03-12,1.40515
2022-03-13,2.14676
2022-03-14,4.68384
2022-03-15,3.51288
2022-03-16,3.62997
2022-03-17,5.23028
2022-03-18,3.27868
2022-03-19,1.52224
2022-03-20,2.02966
2022-03-21,3.16159
2022-03-22,4.17642
2022-03-23,5.89383
2022-03-24,5.38641
2022-03-25,3.59094
2022-03-26,0.78064
2022-03-27,0.70257
2022-03-28,4.41061
2022-03-29,4.72287
2022-03-30,4.33255
2022-03-31,3.82513
2022-04-01,1.9516
2022-04-02,0.62451
2022-04-03,0.7416
2022-04-04,2.22482
2022-04-05,2.77127
2022-04-06,1.99063
2022-04-07,2.26385
2022-04-08,1.75644
2022-04-09,0.46838
2022-04-10,0.81967
2022-04-11,2.53708
2022-04-12,2.84933
2022-04-13,3.00546
2022-04-14,2.88836
2022-04-15,1.79547
2022-04-16,0.89773
2022-04-17,0.93676
2022-04-18,1.9516
2022-04-19,2.18579
2022-04-20,1.99063
2022-04-21,1.7174
2022-04-22,1.87353
2022-04-23,1.20999
2022-04-24,0.46838
2022-04-25,2.45901
2022-04-26,1.79547
2022-04-27,2.22482
2022-04-28,1.87353
2022-04-29,2.22482
2022-04-30,0.81967
2022-05-01,0.62451
2022-05-02,2.30288
2022-05-03,1.99063
2022-05-04,1.87353
2022-05-05,0.35128
2022-05-06,1.79547
2022-05-07,0.7416
2022-05-08,0.19516
2022-05-09,1.63934
2022-05-10,1.67837
2022-05-11,1.36612
2022-05-12,2.26385
2022-05-13,1.99063
2022-05-14,0.62451
2022-05-15,0.62451
2022-05-16,1.9516
2022-05-17,1.67837
2022-05-18,1.9516
2022-05-19,1.67837
2022-05-20,1.9516
2022-05-21,0.27322
2022-05-22,0.39032
2022-05-23,1.91256
2022-05-24,1.87353
2022-05-25,1.87353
2022-05-26,1.52224
2022-05-27,1.32708
2022-05-28,0.66354
2022-05-29,0.27322
2022-05-30,2.02966
2022-05-31,2.9274
2022-06-01,2.14676
2022-06-02,2.96643
2022-06-03,2.57611
2022-06-04,1.05386
2022-06-05,1.48321
2022-06-06,1.13192
2022-06-07,2.18579
2022-06-08,1.79547
2022-06-09,2.84933
2022-06-10,1.91256
2022-06-11,0.39032
2022-06-12,0.31225
2022-06-13,3.04449
2022-06-14,3.00546
2022-06-15,2.77127
2022-06-16,1.75644
2022-06-17,1.75644
2022-06-18,0.50741
2022-06-19,0.39032
2022-06-20,2.57611
2022-06-21,2.14676
2022-06-22,2.9274
2022-06-23,3.31772
2022-06-24,2.53708
2022-06-25,1.36612
2022-06-26,1.09289
2022-06-27,2.65417
2022-06-28,2.53708
2022-06-29,1.79547
2022-06-30,1.8345
2022-07-01,2.45901
2022-07-02,0.46838
2022-07-03,0.9758
2022-07-04,3.00546
2022-07-05,2.61514
2022-07-06,2.8103
2022-07-07,2.38095
2022-07-08,2.22482
2022-07-09,1.09289
2022-07-10,0.50741
2022-07-11,2.53708
2022-07-12,2.73224
2022-07-13,1.8345
2022-07-14,3.23965
2022-07-15,1.79547
2022-07-16,0.54644
2022-07-17,1.05386
2022-07-18,2.41998
2022-07-19,2.53708
2022-07-20,3.27868
2022-07-21,3.20062
2022-07-22,2.26385
2022-07-23,0.58548
2022-07-24,1.09289
2022-07-25,2.02966
2022-07-26,2.6932
2022-07-27,2.65417
2022-07-28,3.00546
2022-07-29,3.27868
2022-07-30,0.7416
2022-07-31,2.10772
2022-08-01,3.31772
2022-08-02,2.96643
2022-08-03,3.9032
2022-08-04,4.05932
2022-08-05,4.879
2022-08-06,1.24902
2022-08-07,1.56128
2022-08-08,4.09836
2022-08-09,3.98126
2022-08-10,3.43481
2022-08-11,4.44964
2022-08-12,3.59094
2022-08-13,1.87353
2022-08-14,1.05386
2022-08-15,1.36612
2022-08-16,4.29352
2022-08-17,3.47384
2022-08-18,2.88836
2022-08-19,3.20062
2022-08-20,0.89773
2022-08-21,1.60031
2022-08-22,3.62997
2022-08-23,3.00546
2022-08-24,4.72287
2022-08-25,3.86416
2022-08-26,4.05932
2022-08-27,1.09289
2022-08-28,2.10772
2022-08-29,4.33255
2022-08-30,3.669
2022-08-31,3.9032
2022-09-01,2.9274
2022-09-02,1.40515
2022-09-03,0.66354
2022-09-04,0.78064
2022-09-05,1.32708
2022-09-06,1.8345
2022-09-07,1.75644
2022-09-08,1.36612
2022-09-09,0.39032
2022-09-10,0.46838
2022-09-11,1.05386
2022-09-12,0.46838
2022-09-13,3.27868
2022-09-14,2.9274
2022-09-15,2.41998
2022-09-16,1.87353
2022-09-17,0.58548
2022-09-18,0.81967
2022-09-19,2.18579
2022-09-20,1.48321
2022-09-21,1.09289
2022-09-22,1.40515
2022-09-23,1.56128
2022-09-24,0.70257
2022-09-25,0.31225
2022-09-26,2.22482
2022-09-27,2.10772
2022-09-28,3.12256
2022-09-29,2.88836
2022-09-30,2.18579
2022-10-01,0.66354
2022-10-02,0.62451
2022-10-03,0.58548
2022-10-04,1.60031
2022-10-05,1.44418
2022-10-06,1.48321
2022-10-07,1.24902
2022-10-08,0.46838
2022-10-09,0.31225
2022-10-10,0.27322
2022-10-11,1.44418
2022-10-12,1.8345
2022-10-13,2.22482
2022-10-14,1.60031
2022-10-15,0.81967
2022-10-16,0.62451
2022-10-17,1.79547
2022-10-18,3.9032
2022-10-19,3.23965
2022-10-20,2.57611
2022-10-21,1.67837
2022-10-22,0.62451
2022-10-23,0.46838
2022-10-24,1.75644
2022-10-25,1.52224
2022-10-26,2.49804
2022-10-27,2.84933
2022-10-28,1.44418
2022-10-29,0.78064
2022-10-30,0.27322
2022-10-31,1.60031
2022-11-01,2.84933
2022-11-02,2.65417
2022-11-03,1.99063
2022-11-04,1.48321
2022-11-05,0.89773
2022-11-06,0.50741
2022-11-07,2.57611
2022-11-08,2.30288
2022-11-09,3.98126
2022-11-10,3.51288
2022-11-11,3.98126
2022-11-12,1.05386
2022-11-13,1.48321
2022-11-14,3.7861
2022-11-15,2.14676
2022-11-16,2.14676
2022-11-17,2.53708
2022-11-18,2.10772
2022-11-19,0.54644
2022-11-20,0.39032
2022-11-21,1.7174
2022-11-22,1.60031
2022-11-23,1.17096
2022-11-24,1.9516
2022-11-25,1.36612
2022-11-26,0.27322
2022-11-27,0.50741
2022-11-28,0.8587
2022-11-29,1.24902
2022-11-30,3.23965
2022-12-01,2.02966
2022-12-02,1.9516
2022-12-03,0.35128
2022-12-04,0.93676
2022-12-05,1.28805
2022-12-06,1.40515
2022-12-07,0.93676
2022-12-08,1.79547
2022-12-09,1.7174
2022-12-10,0.50741
2022-12-11,0.66354
2022-12-12,1.7174
2022-12-13,1.44418
2022-12-14,1.67837
2022-12-15,1.24902
2022-12-16,1.01483
2022-12-17,0.46838
2022-12-18,0.66354
2022-12-19,1.28805
2022-12-20,0.93676
2022-12-21,1.09289
2022-12-22,1.52224
2022-12-23,1.05386
2022-12-24,0.62451
2022-12-26,0.7416
2022-12-27,1.44418
2022-12-28,1.24902
2022-12-29,1.01483
2022-12-30,0.23419
2022-12-31,0.27322
2023-01-01,0.27322
2023-01-02,0.9758
2023-01-03,1.20999
2023-01-04,1.32708
2023-01-05,1.87353
2023-01-06,1.36612
2023-01-07,0.27322
2023-01-08,0.58548
2023-01-09,2.30288
2023-01-10,1.52224
2023-01-11,1.44418
2023-01-12,1.99063
2023-01-13,2.06869
2023-01-14,1.01483
2023-01-15,0.66354
2023-01-16,1.8345
2023-01-17,1.79547
2023-01-18,2.02966
2023-01-19,2.06869
2023-01-20,1.63934
2023-01-21,0.50741
2023-01-22,0.27322
2023-01-23,0.66354
2023-01-24,0.89773
2023-01-25,2.61514
2023-01-26,4.13739
2023-01-27,4.56674
2023-01-28,1.09289
2023-01-29,1.60031
2023-01-30,3.31772
2023-01-31,2.53708
2023-02-01,3.82513
2023-02-02,2.57611
2023-02-03,3.12256
2023-02-04,1.09289
2023-02-05,0.7416
2023-02-06,2.14676
2023-02-07,2.88836
2023-02-08,2.65417
2023-02-09,2.77127
2023-02-10,2.10772
2023-02-11,0.93676
2023-02-12,0.31225
2023-02-13,3.70804
2023-02-14,2.88836
2023-02-15,2.65417
2023-02-16,2.9274
2023-02-17,2.61514
2023-02-18,1.01483
2023-02-19,1.56128
2023-02-20,2.9274
2023-02-21,2.38095
2023-02-22,2.34192
2023-02-23,1.75644
2023-02-24,1.28805
2023-02-25,0.39032
2023-02-26,1.01483
2023-02-27,1.44418
2023-02-28,1.40515
2023-03-01,0.35128
2023-03-02,2.49804
2023-03-03,1.24902
2023-03-04,0.66354
2023-03-05,0.8587
2023-03-06,2.34192
2023-03-07,2.8103
2023-03-08,1.9516
2023-03-09,2.57611
2023-03-10,2.38095
2023-03-11,0.31225
2023-03-12,0.42935
2023-03-13,2.18579
2023-03-14,1.99063
2023-03-15,1.9516
2023-03-16,1.7174
2023-03-17,1.60031
2023-03-18,0.9758
2023-03-19,0.78064
2023-03-20,1.24902
2023-03-21,2.22482
2023-03-22,2.06869
2023-03-23,2.18579
2023-03-24,2.10772
2023-03-25,0.89773
2023-03-26,0.7416
2023-03-27,1.60031
2023-03-28,2.34192
2023-03-29,2.38095
2023-03-30,2.96643
2023-03-31,3.47384
2023-04-01,1.28805
2023-04-02,1.01483
2023-04-03,3.20062
2023-04-04,2.61514
2023-04-05,2.73224
2023-04-06,1.87353
2023-04-07,2.22482
2023-04-08,0.81967
2023-04-09,0.62451
2023-04-10,2.6932
2023-04-11,3.08352
2023-04-12,3.35675
2023-04-13,2.88836
2023-04-14,2.10772
2023-04-15,0.8587
2023-04-16,0.70257
2023-04-17,3.04449
2023-04-18,3.16159
2023-04-19,2.34192
2023-04-20,2.88836
2023-04-21,3.00546
2023-04-22,1.05386
2023-04-23,0.58548
2023-04-24,2.30288
2023-04-25,3.51288
2023-04-26,2.34192
2023-04-27,2.57611
2023-04-28,1.79547
2023-04-29,1.01483
2023-04-30,0.66354
2023-05-01,0.54644
2023-05-02,1.8345
2023-05-03,1.75644
2023-05-04,1.36612
2023-05-05,0.27322
2023-05-06,0.35128
2023-05-07,0.58548
2023-05-08,2.30288
2023-05-09,2.61514
2023-05-10,1.79547
2023-05-11,1.91256
2023-05-12,1.20999
2023-05-13,0.35128
2023-05-14,0.58548
2023-05-15,1.7174
2023-05-16,1.52224
2023-05-17,2.22482
2023-05-18,2.30288
2023-05-19,2.45901
2023-05-20,1.28805
2023-05-21,1.05386
2023-05-22,3.43481
2023-05-23,2.61514
2023-05-24,2.02966
2023-05-25,2.10772
2023-05-26,2.26385
2023-05-27,0.9758
2023-05-28,0.78064
2023-05-29,1.24902
2023-05-30,3.31772
2023-05-31,2.30288
2023-06-01,1.7174
2023-06-02,1.60031
