date,스테이블코인
2023-05-29,0.64159
2023-05-30,0.85546
2023-05-31,0.82872
2023-06-01,1.08715
2023-06-02,0.88219
2023-06-03,0.86437
2023-06-04,0.82872
2023-06-05,0.52575
2023-06-06,0.72179
2023-06-07,0.84655
2023-06-08,1.11388
2023-06-09,0.74852
2023-06-10,1.24754
2023-06-11,0.93566
2023-06-12,0.99803
2023-06-13,0.77526
2023-06-14,0.96239
2023-06-15,0.7307
2023-06-16,0.70397
2023-06-17,0.34753
2023-06-18,0.34753
2023-06-19,0.7307
2023-06-20,0.65941
2023-06-21,2.7446
2023-06-22,12.37747
2023-06-23,4.70504
2023-06-24,4.17929
2023-06-25,3.01194
2023-06-26,1.83567
2023-06-27,1.2119
2023-06-28,1.1317
2023-06-29,0.96239
2023-06-30,1.08715
2023-07-01,0.54357
2023-07-02,0.56139
2023-07-03,0.87328
2023-07-04,0.72179
2023-07-05,1.06041
2023-07-06,0.91783
2023-07-07,0.7307
2023-07-08,0.56139
2023-07-09,0.46337
2023-07-10,0.83764
2023-07-11,0.64159
2023-07-12,0.84655
2023-07-13,0.61486
2023-07-14,0.99803
2023-07-15,0.51684
2023-07-16,0.46337
2023-07-17,0.70397
2023-07-18,0.79308
2023-07-19,1.2921
2023-07-20,0.87328
2023-07-21,0.98021
2023-07-22,1.26537
2023-07-23,1.59508
2023-07-24,1.62181
2023-07-25,0.68615
2023-07-26,0.90892
2023-07-27,2.1743
2023-07-28,2.53965
2023-07-29,1.11388
2023-07-30,0.82872
2023-07-31,0.8109
2023-08-01,0.67724
2023-08-02,0.99803
2023-08-03,0.57921
2023-08-04,0.56139
2023-08-05,0.33862
2023-08-06,0.37426
2023-08-07,0.94457
2023-08-08,5.30208
2023-08-09,4.55355
2023-08-10,2.49509
2023-08-11,1.55052
2023-08-12,1.06041
2023-08-13,0.88219
2023-08-14,1.11388
2023-08-15,0.98912
2023-08-16,1.26537
2023-08-17,1.51488
2023-08-18,0.8911
2023-08-19,0.61486
2023-08-20,0.61486
2023-08-21,1.02477
2023-08-22,1.06041
2023-08-23,1.35448
2023-08-24,0.84655
2023-08-25,0.67724
2023-08-26,0.60595
2023-08-27,0.50793
2023-08-28,0.83764
2023-08-29,0.94457
2023-08-30,0.90892
2023-08-31,0.75744
2023-09-01,0.68615
2023-09-02,1.0515
2023-09-03,0.37426
2023-09-04,0.67724
2023-09-05,0.98912
2023-09-06,1.59508
2023-09-07,0.88219
2023-09-08,1.20299
2023-09-09,0.84655
2023-09-10,0.87328
2023-09-11,0.79308
2023-09-12,1.20299
2023-09-13,1.06932
2023-09-14,1.04259
2023-09-15,1.84459
2023-09-16,0.84655
2023-09-17,0.5703
2023-09-18,0.8911
2023-09-19,0.88219
2023-09-20,1.09606
2023-09-21,2.12974
2023-09-22,1.82676
2023-09-23,0.67724
2023-09-24,0.67724
2023-09-25,1.30992
2023-09-26,0.8911
2023-09-27,0.94457
2023-09-28,0.41882
2023-09-29,0.45446
2023-09-30,0.50793
2023-10-01,0.32079
2023-10-02,0.42773
2023-10-03,0.48119
2023-10-04,0.78417
2023-10-05,0.80199
2023-10-06,0.8109
2023-10-07,0.54357
2023-10-08,1.04259
2023-10-09,0.73961
2023-10-10,0.74852
2023-10-11,0.71288
2023-10-12,0.65941
2023-10-13,0.56139
2023-10-14,0.51684
2023-10-15,0.43664
2023-10-16,0.59704
2023-10-17,0.53466
2023-10-18,0.9713
2023-10-19,0.6505
2023-10-20,1.39903
2023-10-21,0.86437
2023-10-22,0.64159
2023-10-23,1.47032
2023-10-24,1.0515
2023-10-25,1.23863
2023-10-26,1.28319
2023-10-27,0.99803
2023-10-28,0.86437
2023-10-29,0.67724
2023-10-30,0.91783
2023-10-31,1.19408
2023-11-01,1.39903
2023-11-02,1.18517
2023-11-03,0.92675
2023-11-04,0.79308
2023-11-05,0.9713
2023-11-06,1.1317
2023-11-07,1.22972
2023-11-08,1.2119
2023-11-09,1.32774
2023-11-10,0.84655
2023-11-11,0.67724
2023-11-12,0.75744
2023-11-13,0.94457
2023-11-14,0.80199
2023-11-15,1.24754
2023-11-16,1.28319
2023-11-17,1.10497
2023-11-18,0.55248
2023-11-19,0.67724
2023-11-20,0.91783
2023-11-21,1.11388
2023-11-22,0.70397
2023-11-23,0.75744
2023-11-24,1.09606
2023-11-25,0.9713
2023-11-26,1.08715
2023-11-27,0.98912
2023-11-28,1.19408
2023-11-29,0.9713
2023-11-30,0.69506
2023-12-01,0.80199
2023-12-02,0.62377
2023-12-03,0.63268
2023-12-04,1.07823
2023-12-05,0.8911
2023-12-06,1.42577
2023-12-07,5.63179
2023-12-08,1.24754
2023-12-09,1.35448
2023-12-10,0.87328
2023-12-11,0.86437
2023-12-12,1.22081
2023-12-13,1.32774
2023-12-14,1.95152
2023-12-15,2.71787
2023-12-16,1.26537
2023-12-17,0.92675
2023-12-18,1.55052
2023-12-19,1.95152
2023-12-20,1.82676
2023-12-21,1.40794
2023-12-22,1.19408
2023-12-23,1.87132
2023-12-24,2.35252
2023-12-25,4.93673
2023-12-26,3.32382
2023-12-27,2.46836
2023-12-28,1.91587
2023-12-29,1.2921
2023-12-30,0.99803
2023-12-31,0.73961
2024-01-01,2.34361
2024-01-02,1.36339
2024-01-03,1.14952
2024-01-04,0.98912
2024-01-05,0.96239
2024-01-06,1.48814
2024-01-07,1.02477
2024-01-08,1.6129
2024-01-09,1.43468
2024-01-10,1.35448
2024-01-11,2.04063
2024-01-12,1.80894
2024-01-13,1.88023
2024-01-14,1.88023
2024-01-15,1.63072
2024-01-16,1.88023
2024-01-17,1.47032
2024-01-18,1.6129
2024-01-19,1.31883
2024-01-20,0.85546
2024-01-21,0.76635
2024-01-22,1.04259
2024-01-23,1.58617
2024-01-24,1.18517
2024-01-25,1.00695
2024-01-26,1.56834
2024-01-27,1.16734
2024-01-28,0.95348
2024-01-29,1.99607
2024-01-30,1.80894
2024-01-31,1.38121
2024-02-01,1.16734
2024-02-02,1.88914
2024-02-03,1.49705
2024-02-04,1.39012
2024-02-05,1.1317
2024-02-06,0.82872
2024-02-07,0.82872
2024-02-08,1.2119
2024-02-09,0.68615
2024-02-10,0.72179
2024-02-11,0.8911
2024-02-12,1.0515
2024-02-13,1.6931
2024-02-14,2.67332
2024-02-15,2.02281
2024-02-16,2.0139
2024-02-17,1.62181
2024-02-18,1.0515
2024-02-19,2.85154
2024-02-20,2.03172
2024-02-21,1.57725
2024-02-22,1.48814
2024-02-23,1.39903
2024-02-24,0.8911
2024-02-25,0.81981
2024-02-26,0.93566
2024-02-27,1.6931
2024-02-28,1.44359
2024-02-29,1.75548
2024-03-01,1.22972
2024-03-02,1.4525
2024-03-03,4.58919
2024-03-04,2.84263
2024-03-05,2.39707
2024-03-06,1.78221
2024-03-07,2.73569
2024-03-08,2.32578
2024-03-09,2.89609
2024-03-10,1.66636
2024-03-11,1.76439
2024-03-12,2.31687
2024-03-13,3.69809
2024-03-14,2.38816
2024-03-15,1.59508
2024-03-16,1.38121
2024-03-17,1.40794
2024-03-18,1.57725
2024-03-19,1.24754
2024-03-20,1.5327
