date,부동산매물
2021-02-13,47.7024
2021-02-14,59.73741
2021-02-15,81.18161
2021-02-16,82.49452
2021-02-17,61.26914
2021-02-18,59.73741
2021-02-19,57.33041
2021-02-20,56.67396
2021-02-21,51.42231
2021-02-22,80.74398
2021-02-23,72.21006
2021-02-24,67.83369
2021-02-25,56.45514
2021-02-26,60.8315
2021-02-27,52.29759
2021-02-28,56.45514
2021-03-01,51.64113
2021-03-02,64.98905
2021-03-03,63.45733
2021-03-04,60.17505
2021-03-05,59.08096
2021-03-06,50.1094
2021-03-07,51.85995
2021-03-08,71.77242
2021-03-09,64.11378
2021-03-10,70.02188
2021-03-11,62.58205
2021-03-12,57.76805
2021-03-13,53.39168
2021-03-14,58.86214
2021-03-15,69.36542
2021-03-16,92.77899
2021-03-17,96.28008
2021-03-18,89.27789
2021-03-19,78.99343
2021-03-20,67.61487
2021-03-21,68.70897
2021-03-22,82.49452
2021-03-23,75.92997
2021-03-24,80.52516
2021-03-25,66.52078
2021-03-26,58.4245
2021-03-27,53.17286
2021-03-28,53.6105
2021-03-29,66.7396
2021-03-30,66.08315
2021-03-31,65.20787
2021-04-01,48.35886
2021-04-02,44.85776
2021-04-03,48.35886
2021-04-04,45.73304
2021-04-05,65.64551
2021-04-06,64.55142
2021-04-07,64.77024
2021-04-08,57.54923
2021-04-09,54.92341
2021-04-10,45.2954
2021-04-11,52.95404
2021-04-12,77.89934
2021-04-13,74.17943
2021-04-14,61.9256
2021-04-15,65.20787
2021-04-16,56.0175
2021-04-17,45.95185
2021-04-18,43.32603
2021-04-19,61.48796
2021-04-20,69.58424
2021-04-21,59.51859
2021-04-22,59.51859
2021-04-23,47.04595
2021-04-24,44.42013
2021-04-25,39.82494
2021-04-26,63.45733
2021-04-27,55.57986
2021-04-28,53.6105
2021-04-29,57.11159
2021-04-30,41.57549
2021-05-01,41.35667
2021-05-02,38.51203
2021-05-03,57.98687
2021-05-04,61.70678
2021-05-05,43.54485
2021-05-06,50.32822
2021-05-07,43.54485
2021-05-08,35.01094
2021-05-09,45.73304
2021-05-10,56.67396
2021-05-11,61.70678
2021-05-12,54.70459
2021-05-13,55.57986
2021-05-14,46.17067
2021-05-15,39.16849
2021-05-16,43.54485
2021-05-17,53.6105
2021-05-18,54.70459
2021-05-19,45.95185
2021-05-20,54.48577
2021-05-21,56.23632
2021-05-22,42.8884
2021-05-23,41.57549
2021-05-24,58.4245
2021-05-25,50.1094
2021-05-26,54.04814
2021-05-27,61.26914
2021-05-28,49.89059
2021-05-29,45.2954
2021-05-30,41.79431
2021-05-31,55.57986
2021-06-01,61.9256
2021-06-02,64.55142
2021-06-03,67.61487
2021-06-04,51.64113
2021-06-05,43.98249
2021-06-06,42.01312
2021-06-07,61.26914
2021-06-08,62.58205
2021-06-09,60.61269
2021-06-10,54.70459
2021-06-11,55.14223
2021-06-12,41.57549
2021-06-13,47.92122
2021-06-14,57.98687
2021-06-15,57.98687
2021-06-16,51.2035
2021-06-17,60.61269
2021-06-18,51.85995
2021-06-19,38.73085
2021-06-20,44.63894
2021-06-21,58.20568
2021-06-22,57.33041
2021-06-23,58.20568
2021-06-24,67.61487
2021-06-25,49.67177
2021-06-26,43.54485
2021-06-27,40.26258
2021-06-28,60.17505
2021-06-29,57.54923
2021-06-30,46.38949
2021-07-01,47.04595
2021-07-02,50.98468
2021-07-03,43.54485
2021-07-04,45.07658
2021-07-05,59.73741
2021-07-06,55.14223
2021-07-07,47.48358
2021-07-08,50.98468
2021-07-09,45.51422
2021-07-10,44.85776
2021-07-11,48.14004
2021-07-12,66.08315
2021-07-13,59.73741
2021-07-14,50.98468
2021-07-15,53.6105
2021-07-16,50.1094
2021-07-17,39.82494
2021-07-18,46.60831
2021-07-19,63.23851
2021-07-20,65.64551
2021-07-21,56.0175
2021-07-22,56.89277
2021-07-23,51.42231
2021-07-24,48.14004
2021-07-25,44.85776
2021-07-26,55.36105
2021-07-27,55.79868
2021-07-28,58.4245
2021-07-29,57.76805
2021-07-30,51.2035
2021-07-31,38.51203
2021-08-01,39.60612
2021-08-02,63.67614
2021-08-03,55.36105
2021-08-04,56.23632
2021-08-05,60.17505
2021-08-06,61.26914
2021-08-07,49.45295
2021-08-08,52.07877
2021-08-09,66.30196
2021-08-10,71.77242
2021-08-11,66.52078
2021-08-12,65.64551
2021-08-13,61.26914
2021-08-14,48.14004
2021-08-15,55.57986
2021-08-16,66.7396
2021-08-17,81.18161
2021-08-18,73.52297
2021-08-19,70.02188
2021-08-20,64.98905
2021-08-21,58.64332
2021-08-22,61.9256
2021-08-23,68.05251
2021-08-24,72.6477
2021-08-25,68.05251
2021-08-26,74.17943
2021-08-27,68.49015
2021-08-28,58.64332
2021-08-29,61.48796
2021-08-30,71.77242
2021-08-31,62.58205
2021-09-01,79.43107
2021-09-02,64.11378
2021-09-03,65.20787
2021-09-04,56.0175
2021-09-05,61.05032
2021-09-06,63.67614
2021-09-07,67.39606
2021-09-08,59.73741
2021-09-09,62.58205
2021-09-10,60.61269
2021-09-11,49.45295
2021-09-12,47.26477
2021-09-13,68.27133
2021-09-14,61.26914
2021-09-15,60.39387
2021-09-16,52.07877
2021-09-17,50.98468
2021-09-18,40.70021
2021-09-19,35.66739
2021-09-20,31.94748
2021-09-21,42.45076
2021-09-22,49.89059
2021-09-23,78.55579
2021-09-24,64.55142
2021-09-25,50.76586
2021-09-26,56.45514
2021-09-27,82.71334
2021-09-28,72.21006
2021-09-29,64.55142
2021-09-30,61.26914
2021-10-01,55.14223
2021-10-02,47.04595
2021-10-03,47.92122
2021-10-04,67.61487
2021-10-05,81.40043
2021-10-06,63.89496
2021-10-07,68.49015
2021-10-08,64.77024
2021-10-09,59.51859
2021-10-10,45.51422
2021-10-11,54.48577
2021-10-12,65.86433
2021-10-13,61.9256
2021-10-14,72.42888
2021-10-15,69.1466
2021-10-16,50.76586
2021-10-17,47.26477
2021-10-18,66.52078
2021-10-19,73.08533
2021-10-20,59.73741
2021-10-21,61.9256
2021-10-22,55.57986
2021-10-23,51.42231
2021-10-24,50.76586
2021-10-25,66.52078
2021-10-26,70.45951
2021-10-27,62.14442
2021-10-28,65.86433
2021-10-29,63.89496
2021-10-30,56.23632
2021-10-31,52.29759
2021-11-01,70.67833
2021-11-02,68.05251
2021-11-03,57.33041
2021-11-04,64.3326
2021-11-05,48.14004
2021-11-06,43.32603
2021-11-07,44.85776
2021-11-08,66.30196
2021-11-09,64.11378
2021-11-10,61.70678
2021-11-11,55.57986
2021-11-12,46.38949
2021-11-13,37.19912
2021-11-14,49.45295
2021-11-15,59.29978
2021-11-16,60.39387
2021-11-17,54.92341
2021-11-18,52.73522
2021-11-19,55.57986
2021-11-20,46.17067
2021-11-21,41.57549
2021-11-22,62.14442
2021-11-23,59.51859
2021-11-24,51.2035
2021-11-25,52.95404
2021-11-26,44.63894
2021-11-27,42.45076
2021-11-28,38.51203
2021-11-29,56.45514
2021-11-30,61.48796
2021-12-01,61.48796
2021-12-02,50.98468
2021-12-03,54.48577
2021-12-04,42.23194
2021-12-05,46.60831
2021-12-06,60.39387
2021-12-07,59.73741
2021-12-08,53.6105
2021-12-09,46.38949
2021-12-10,56.0175
2021-12-11,45.95185
2021-12-12,47.92122
2021-12-13,63.45733
2021-12-14,60.8315
2021-12-15,46.60831
2021-12-16,62.14442
2021-12-17,59.08096
2021-12-18,38.94967
2021-12-19,40.4814
2021-12-20,60.17505
2021-12-21,49.01531
2021-12-22,55.57986
2021-12-23,49.89059
2021-12-24,43.54485
2021-12-25,36.9803
2021-12-26,42.8884
2021-12-27,56.45514
2021-12-28,60.8315
2021-12-29,51.42231
2021-12-30,50.32822
2021-12-31,43.10722
2022-01-01,34.13566
2022-01-02,42.01312
2022-01-03,56.67396
2022-01-04,56.0175
2022-01-05,57.98687
2022-01-06,49.01531
2022-01-07,49.89059
2022-01-08,41.57549
2022-01-09,47.48358
2022-01-10,56.89277
2022-01-11,54.92341
2022-01-12,48.14004
2022-01-13,50.54704
2022-01-14,49.23413
2022-01-15,41.79431
2022-01-16,47.48358
2022-01-17,49.01531
2022-01-18,59.51859
2022-01-19,50.32822
2022-01-20,49.67177
2022-01-21,43.76367
2022-01-22,41.79431
2022-01-23,47.26477
2022-01-24,48.57768
2022-01-25,47.92122
2022-01-26,45.2954
2022-01-27,48.35886
2022-01-28,48.79649
2022-01-29,36.76148
2022-01-30,30.19693
2022-01-31,28.00875
2022-02-01,34.13566
2022-02-02,46.60831
2022-02-03,59.73741
2022-02-04,61.26914
2022-02-05,54.48577
2022-02-06,55.57986
2022-02-07,64.55142
2022-02-08,65.20787
2022-02-09,57.33041
2022-02-10,60.8315
2022-02-11,57.54923
2022-02-12,60.61269
2022-02-13,53.82932
2022-02-14,66.7396
2022-02-15,63.23851
2022-02-16,55.57986
2022-02-17,60.61269
2022-02-18,56.67396
2022-02-19,52.95404
2022-02-20,43.76367
2022-02-21,65.20787
2022-02-22,58.86214
2022-02-23,57.11159
2022-02-24,62.80087
2022-02-25,57.11159
2022-02-26,49.45295
2022-02-27,38.73085
2022-02-28,58.64332
2022-03-01,42.8884
2022-03-02,55.36105
2022-03-03,51.2035
2022-03-04,40.26258
2022-03-05,51.85995
2022-03-06,46.60831
2022-03-07,54.92341
2022-03-08,47.26477
2022-03-09,33.69803
2022-03-10,55.79868
2022-03-11,49.01531
2022-03-12,53.6105
2022-03-13,50.32822
2022-03-14,69.80306
2022-03-15,68.49015
2022-03-16,64.77024
2022-03-17,53.17286
2022-03-18,57.33041
2022-03-19,51.64113
2022-03-20,46.82713
2022-03-21,55.79868
2022-03-22,56.23632
2022-03-23,54.70459
2022-03-24,61.48796
2022-03-25,50.76586
2022-03-26,45.73304
2022-03-27,46.38949
2022-03-28,66.30196
2022-03-29,71.55361
2022-03-30,61.26914
2022-03-31,61.70678
2022-04-01,59.73741
2022-04-02,47.48358
2022-04-03,46.82713
2022-04-04,54.04814
2022-04-05,54.04814
2022-04-06,53.82932
2022-04-07,63.67614
2022-04-08,51.64113
2022-04-09,41.57549
2022-04-10,44.85776
2022-04-11,65.64551
2022-04-12,60.8315
2022-04-13,57.98687
2022-04-14,58.4245
2022-04-15,54.70459
2022-04-16,51.64113
2022-04-17,52.07877
2022-04-18,65.20787
2022-04-19,69.36542
2022-04-20,57.54923
2022-04-21,61.05032
2022-04-22,46.82713
2022-04-23,49.89059
2022-04-24,45.07658
2022-04-25,64.77024
2022-04-26,71.55361
2022-04-27,52.95404
2022-04-28,45.2954
2022-04-29,45.51422
2022-04-30,39.82494
2022-05-01,42.23194
2022-05-02,54.48577
2022-05-03,57.54923
2022-05-04,45.73304
2022-05-05,41.57549
2022-05-06,55.36105
2022-05-07,44.42013
2022-05-08,43.54485
2022-05-09,59.29978
2022-05-10,55.79868
2022-05-11,72.86652
2022-05-12,59.08096
2022-05-13,53.6105
2022-05-14,38.94967
2022-05-15,41.13785
2022-05-16,61.70678
2022-05-17,56.89277
2022-05-18,56.67396
2022-05-19,55.79868
2022-05-20,60.61269
2022-05-21,36.54266
2022-05-22,38.73085
2022-05-23,60.61269
2022-05-24,53.39168
2022-05-25,54.26695
2022-05-26,49.89059
2022-05-27,51.42231
2022-05-28,43.98249
2022-05-29,45.73304
2022-05-30,61.05032
2022-05-31,56.23632
2022-06-01,50.98468
2022-06-02,49.89059
2022-06-03,47.92122
2022-06-04,46.82713
2022-06-05,38.29321
2022-06-06,47.48358
2022-06-07,57.11159
2022-06-08,61.9256
2022-06-09,54.92341
2022-06-10,54.92341
2022-06-11,50.32822
2022-06-12,42.23194
2022-06-13,75.92997
2022-06-14,62.14442
2022-06-15,67.17724
2022-06-16,62.14442
2022-06-17,54.48577
2022-06-18,46.38949
2022-06-19,43.54485
2022-06-20,62.14442
2022-06-21,64.77024
2022-06-22,60.61269
2022-06-23,58.64332
2022-06-24,63.23851
2022-06-25,42.8884
2022-06-26,41.13785
2022-06-27,58.4245
2022-06-28,52.51641
2022-06-29,59.51859
2022-06-30,55.57986
2022-07-01,44.20131
2022-07-02,36.54266
2022-07-03,41.35667
2022-07-04,60.8315
2022-07-05,59.29978
2022-07-06,61.48796
2022-07-07,53.39168
2022-07-08,52.07877
2022-07-09,37.85557
2022-07-10,45.73304
2022-07-11,59.95623
2022-07-12,58.4245
2022-07-13,62.80087
2022-07-14,60.17505
2022-07-15,60.8315
2022-07-16,40.91903
2022-07-17,45.2954
2022-07-18,59.51859
2022-07-19,52.73522
2022-07-20,54.48577
2022-07-21,61.26914
2022-07-22,54.48577
2022-07-23,36.9803
2022-07-24,50.32822
2022-07-25,60.17505
2022-07-26,59.51859
2022-07-27,59.51859
2022-07-28,54.26695
2022-07-29,47.48358
2022-07-30,38.94967
2022-07-31,38.51203
2022-08-01,60.8315
2022-08-02,44.85776
2022-08-03,52.73522
2022-08-04,53.17286
2022-08-05,49.89059
2022-08-06,41.79431
2022-08-07,42.8884
2022-08-08,55.79868
2022-08-09,61.05032
2022-08-10,46.38949
2022-08-11,55.14223
2022-08-12,51.85995
2022-08-13,33.47921
2022-08-14,39.16849
2022-08-15,53.39168
2022-08-16,66.08315
2022-08-17,56.45514
2022-08-18,50.76586
2022-08-19,60.17505
2022-08-20,43.76367
2022-08-21,39.82494
2022-08-22,61.48796
2022-08-23,62.80087
2022-08-24,58.20568
2022-08-25,56.89277
2022-08-26,50.98468
2022-08-27,40.70021
2022-08-28,42.8884
2022-08-29,54.48577
2022-08-30,54.04814
2022-08-31,51.2035
2022-09-01,52.73522
2022-09-02,56.67396
2022-09-03,34.35448
2022-09-04,38.07439
2022-09-05,52.73522
2022-09-06,48.14004
2022-09-07,50.76586
2022-09-08,36.32385
2022-09-09,29.75929
2022-09-10,26.03938
2022-09-11,37.63676
2022-09-12,41.57549
2022-09-13,58.4245
2022-09-14,72.42888
2022-09-15,57.98687
2022-09-16,58.20568
2022-09-17,35.01094
2022-09-18,46.17067
2022-09-19,50.98468
2022-09-20,66.95842
2022-09-21,57.76805
2022-09-22,71.11597
2022-09-23,54.48577
2022-09-24,36.54266
2022-09-25,39.60612
2022-09-26,54.48577
2022-09-27,55.57986
2022-09-28,52.95404
2022-09-29,59.08096
2022-09-30,60.17505
2022-10-01,44.20131
2022-10-02,41.79431
2022-10-03,63.67614
2022-10-04,63.23851
2022-10-05,79.43107
2022-10-06,66.7396
2022-10-07,59.08096
2022-10-08,40.4814
2022-10-09,45.51422
2022-10-10,57.11159
2022-10-11,75.92997
2022-10-12,72.42888
2022-10-13,64.55142
2022-10-14,65.64551
2022-10-15,58.86214
2022-10-16,58.20568
2022-10-17,73.30415
2022-10-18,65.42669
2022-10-19,72.6477
2022-10-20,68.05251
2022-10-21,68.05251
2022-10-22,51.85995
2022-10-23,49.23413
2022-10-24,72.21006
2022-10-25,72.6477
2022-10-26,64.11378
2022-10-27,65.42669
2022-10-28,56.0175
2022-10-29,54.26695
2022-10-30,39.60612
2022-10-31,64.3326
2022-11-01,66.52078
2022-11-02,73.08533
2022-11-03,64.77024
2022-11-04,62.36323
2022-11-05,54.04814
2022-11-06,49.23413
2022-11-07,69.80306
2022-11-08,57.98687
2022-11-09,63.23851
2022-11-10,78.99343
2022-11-11,60.39387
2022-11-12,49.23413
2022-11-13,58.86214
2022-11-14,71.55361
2022-11-15,79.21225
2022-11-16,76.80525
2022-11-17,67.61487
2022-11-18,63.45733
2022-11-19,48.57768
2022-11-20,55.79868
2022-11-21,75.71115
2022-11-22,65.20787
2022-11-23,68.49015
2022-11-24,60.8315
2022-11-25,61.26914
2022-11-26,52.95404
2022-11-27,61.9256
2022-11-28,63.89496
2022-11-29,65.86433
2022-11-30,71.99124
2022-12-01,64.77024
2022-12-02,57.33041
2022-12-03,41.13785
2022-12-04,50.54704
2022-12-05,68.70897
2022-12-06,68.70897
2022-12-07,73.74179
2022-12-08,78.77461
2022-12-09,74.39824
2022-12-10,54.04814
2022-12-11,51.85995
2022-12-12,75.27352
2022-12-13,77.68052
2022-12-14,65.64551
2022-12-15,66.30196
2022-12-16,67.17724
2022-12-17,50.1094
2022-12-18,61.70678
2022-12-19,66.95842
2022-12-20,70.89715
2022-12-21,69.80306
2022-12-22,69.58424
2022-12-23,64.11378
2022-12-24,53.6105
2022-12-25,54.04814
2022-12-26,77.68052
2022-12-27,70.02188
2022-12-28,76.58643
2022-12-29,71.77242
2022-12-30,63.23851
2022-12-31,51.85995
2023-01-01,59.29978
2023-01-02,94.74835
2023-01-03,98.46827
2023-01-04,76.58643
2023-01-05,85.33916
2023-01-06,86.21444
2023-01-07,69.80306
2023-01-08,73.74179
2023-01-09,88.1838
2023-01-10,93.87308
2023-01-11,100.0
2023-01-12,87.52735
2023-01-13,82.71334
2023-01-14,74.39824
2023-01-15,70.02188
2023-01-16,85.33916
2023-01-17,85.7768
2023-01-18,79.64989
2023-01-19,84.68271
2023-01-20,54.92341
2023-01-21,46.38949
2023-01-22,50.98468
2023-01-23,57.76805
2023-01-24,78.99343
2023-01-25,89.93435
2023-01-26,87.96498
2023-01-27,89.05908
2023-01-28,70.89715
2023-01-29,71.11597
2023-01-30,93.87308
2023-01-31,92.12253
2023-02-01,95.40481
2023-02-02,91.24726
2023-02-03,85.12035
2023-02-04,66.7396
2023-02-05,65.64551
2023-02-06,99.78118
2023-02-07,91.6849
2023-02-08,94.52954
2023-02-09,93.87308
2023-02-10,89.49671
2023-02-11,80.08752
2023-02-12,61.70678
2023-02-13,88.84026
2023-02-14,87.30853
2023-02-15,82.27571
2023-02-16,92.77899
2023-02-17,78.77461
2023-02-18,65.20787
2023-02-19,69.58424
2023-02-20,85.99562
2023-02-21,85.7768
2023-02-22,76.80525
2023-02-23,80.9628
2023-02-24,80.74398
2023-02-25,64.98905
2023-02-26,70.89715
2023-02-27,81.40043
2023-02-28,82.27571
2023-03-01,70.67833
2023-03-02,73.52297
2023-03-03,74.83588
2023-03-04,67.17724
2023-03-05,80.74398
2023-03-06,79.64989
2023-03-07,90.15317
2023-03-08,73.08533
2023-03-09,72.86652
2023-03-10,66.7396
2023-03-11,62.80087
2023-03-12,50.98468
2023-03-13,81.83807
2023-03-14,87.74617
2023-03-15,76.36761
2023-03-16,73.08533
2023-03-17,60.61269
2023-03-18,65.86433
2023-03-19,56.0175
2023-03-20,82.49452
2023-03-21,73.30415
2023-03-22,74.17943
2023-03-23,85.33916
2023-03-24,68.49015
2023-03-25,52.29759
2023-03-26,61.05032
2023-03-27,71.55361
2023-03-28,75.49234
2023-03-29,71.77242
2023-03-30,70.02188
2023-03-31,56.45514
2023-04-01,52.51641
2023-04-02,55.79868
2023-04-03,61.05032
2023-04-04,64.98905
2023-04-05,72.21006
2023-04-06,68.92778
2023-04-07,61.26914
2023-04-08,58.86214
2023-04-09,61.48796
2023-04-10,76.14879
2023-04-11,81.18161
2023-04-12,64.98905
2023-04-13,67.61487
2023-04-14,65.20787
2023-04-15,57.11159
2023-04-16,56.67396
2023-04-17,75.71115
2023-04-18,70.89715
2023-04-19,69.36542
2023-04-20,67.39606
2023-04-21,68.05251
2023-04-22,59.73741
2023-04-23,49.89059
2023-04-24,80.30634
2023-04-25,72.86652
2023-04-26,67.39606
2023-04-27,61.9256
2023-04-28,64.55142
2023-04-29,54.26695
2023-04-30,43.54485
2023-05-01,66.30196
2023-05-02,73.74179
2023-05-03,66.30196
2023-05-04,68.49015
2023-05-05,54.70459
2023-05-06,53.82932
2023-05-07,52.73522
2023-05-08,65.20787
2023-05-09,71.11597
2023-05-10,67.83369
2023-05-11,70.67833
2023-05-12,61.70678
2023-05-13,54.48577
2023-05-14,53.39168
2023-05-15,70.89715
2023-05-16,81.61925
2023-05-17,70.89715
2023-05-18,63.45733
2023-05-19,64.77024
2023-05-20,46.17067
2023-05-21,52.29759
2023-05-22,62.80087
2023-05-23,71.33479
2023-05-24,60.17505
2023-05-25,68.05251
2023-05-26,58.86214
2023-05-27,42.01312
2023-05-28,51.85995
