date,헤데라코인
2022-01-02,4.5911
2022-01-03,7.03012
2022-01-04,18.55571
2022-01-05,11.52558
2022-01-06,6.55188
2022-01-07,6.26494
2022-01-08,5.5954
2022-01-09,4.97369
2022-01-10,5.73888
2022-01-11,4.16068
2022-01-12,5.88235
2022-01-13,6.45624
2022-01-14,3.44332
2022-01-15,2.15208
2022-01-16,3.87374
2022-01-17,18.65136
2022-01-18,7.41272
2022-01-19,6.64753
2022-01-20,5.5954
2022-01-21,4.06504
2022-01-22,3.68244
2022-01-23,3.15638
2022-01-24,3.5868
2022-01-25,2.58249
2022-01-26,2.72596
2022-01-27,3.06073
2022-01-28,3.01291
2022-01-29,2.82161
2022-01-30,3.01291
2022-01-31,2.0086
2022-02-01,2.91726
2022-02-02,2.91726
2022-02-03,4.5911
2022-02-04,11.5734
2022-02-05,8.60832
2022-02-06,7.41272
2022-02-07,8.51267
2022-02-08,6.31276
2022-02-09,5.26064
2022-02-10,6.21712
2022-02-11,3.63462
2022-02-12,5.5954
2022-02-13,6.40841
2022-02-14,4.5911
2022-02-15,15.16021
2022-02-16,6.02582
2022-02-17,4.87804
2022-02-18,4.11286
2022-02-19,3.29985
2022-02-20,3.01291
2022-02-21,2.58249
2022-02-22,5.11716
2022-02-23,10.18651
2022-02-24,3.5868
2022-02-25,2.53467
2022-02-26,4.54328
2022-02-27,3.49115
2022-02-28,2.67814
2022-03-01,4.16068
2022-03-02,4.54328
2022-03-03,3.49115
2022-03-04,3.06073
2022-03-05,1.91296
2022-03-06,1.96078
2022-03-07,2.72596
2022-03-08,3.06073
2022-03-09,2.53467
2022-03-10,4.35198
2022-03-11,3.68244
2022-03-12,2.67814
2022-03-13,4.73457
2022-03-14,4.44763
2022-03-15,4.16068
2022-03-16,2.77379
2022-03-17,2.77379
2022-03-18,3.92156
2022-03-19,3.92156
2022-03-20,3.53897
2022-03-21,3.82592
2022-03-22,4.7824
2022-03-23,5.02152
2022-03-24,5.73888
2022-03-25,5.64323
2022-03-26,3.92156
2022-03-27,8.89526
2022-03-28,9.66044
2022-03-29,9.03873
2022-03-30,10.61692
2022-03-31,8.32137
2022-04-01,8.13008
2022-04-02,7.69966
2022-04-03,7.41272
2022-04-04,6.9823
2022-04-05,5.16499
2022-04-06,6.59971
2022-04-07,6.16929
2022-04-08,5.64323
2022-04-09,3.10856
2022-04-10,2.0086
2022-04-11,4.06504
2022-04-12,3.01291
2022-04-13,5.5954
2022-04-14,4.7824
2022-04-15,6.07364
2022-04-16,5.64323
2022-04-17,6.02582
2022-04-18,5.7867
2022-04-19,5.21281
2022-04-20,4.68675
2022-04-21,5.64323
2022-04-22,5.64323
2022-04-23,4.97369
2022-04-24,3.92156
2022-04-25,6.12147
2022-04-26,6.791
2022-04-27,5.16499
2022-04-28,6.26494
2022-04-29,4.83022
2022-04-30,3.49115
2022-05-01,6.69536
2022-05-02,5.5954
2022-05-03,7.50836
2022-05-04,4.25633
2022-05-05,3.2042
2022-05-06,4.3998
2022-05-07,3.96939
2022-05-08,3.87374
2022-05-09,4.20851
2022-05-10,3.5868
2022-05-11,2.86944
2022-05-12,3.87374
2022-05-13,3.5868
2022-05-14,2.48684
2022-05-15,2.24772
2022-05-16,2.53467
2022-05-17,3.10856
2022-05-18,1.91296
2022-05-19,1.91296
2022-05-20,2.43902
2022-05-21,1.09995
2022-05-22,2.1999
2022-05-23,3.82592
2022-05-24,3.25203
2022-05-25,2.24772
2022-05-26,3.49115
2022-05-27,2.48684
2022-05-28,1.67384
2022-05-29,1.43472
2022-05-30,2.15208
2022-05-31,2.3912
2022-06-01,3.15638
2022-06-02,4.16068
2022-06-03,3.25203
2022-06-04,2.15208
2022-06-05,4.87804
2022-06-06,3.44332
2022-06-07,2.10425
2022-06-08,3.3955
2022-06-09,3.49115
2022-06-10,2.77379
2022-06-11,2.67814
2022-06-12,3.87374
2022-06-13,2.67814
2022-06-14,1.72166
2022-06-15,2.29555
2022-06-16,1.91296
2022-06-17,1.72166
2022-06-18,1.76948
2022-06-19,1.48254
2022-06-20,3.06073
2022-06-21,5.30846
2022-06-22,3.53897
2022-06-23,1.1956
2022-06-24,1.09995
2022-06-25,1.43472
2022-06-26,1.86513
2022-06-27,2.72596
2022-06-28,2.82161
2022-06-29,3.10856
2022-06-30,2.48684
2022-07-01,1.62601
2022-07-02,1.53036
2022-07-03,1.86513
2022-07-04,1.38689
2022-07-05,3.06073
2022-07-06,2.82161
2022-07-07,2.05643
2022-07-08,1.72166
2022-07-09,1.76948
2022-07-10,2.29555
2022-07-11,2.91726
2022-07-12,1.57819
2022-07-13,1.48254
2022-07-14,1.14777
2022-07-15,1.1956
2022-07-16,0.66953
2022-07-17,1.57819
2022-07-18,1.57819
2022-07-19,2.48684
2022-07-20,3.5868
2022-07-21,1.72166
2022-07-22,1.05212
2022-07-23,1.0043
2022-07-24,3.87374
2022-07-25,2.67814
2022-07-26,2.82161
2022-07-27,1.72166
2022-07-28,2.67814
2022-07-29,2.3912
2022-07-30,2.0086
2022-07-31,3.96939
2022-08-01,2.72596
2022-08-02,2.10425
2022-08-03,1.43472
2022-08-04,2.67814
2022-08-05,2.86944
2022-08-06,1.96078
2022-08-07,1.48254
2022-08-08,3.3955
2022-08-09,2.29555
2022-08-10,2.34337
2022-08-11,3.68244
2022-08-12,3.49115
2022-08-13,2.34337
2022-08-14,2.34337
2022-08-15,1.76948
2022-08-16,3.44332
2022-08-17,2.34337
2022-08-18,2.72596
2022-08-19,2.82161
2022-08-20,1.1956
2022-08-21,1.53036
2022-08-22,0.813
2022-08-23,2.72596
2022-08-24,2.1999
2022-08-25,2.72596
2022-08-26,3.2042
2022-08-27,1.29124
2022-08-28,1.24342
2022-08-29,2.05643
2022-08-30,1.67384
2022-08-31,2.72596
2022-09-01,2.53467
2022-09-02,2.58249
2022-09-03,2.10425
2022-09-04,1.67384
2022-09-05,4.35198
2022-09-06,3.73027
2022-09-07,1.76948
2022-09-08,1.05212
2022-09-09,1.67384
2022-09-10,1.43472
2022-09-11,1.38689
2022-09-12,1.91296
2022-09-13,20.99473
2022-09-14,7.03012
2022-09-15,3.68244
2022-09-16,2.77379
2022-09-17,1.96078
2022-09-18,2.77379
2022-09-19,4.06504
2022-09-20,2.67814
2022-09-21,2.67814
2022-09-22,1.53036
2022-09-23,3.06073
2022-09-24,3.25203
2022-09-25,2.48684
2022-09-26,3.25203
2022-09-27,3.15638
2022-09-28,1.96078
2022-09-29,1.96078
2022-09-30,2.10425
2022-10-01,2.29555
2022-10-02,1.72166
2022-10-03,2.10425
2022-10-04,2.43902
2022-10-05,3.25203
2022-10-06,2.91726
2022-10-07,2.96508
2022-10-08,2.96508
2022-10-09,2.0086
2022-10-10,3.53897
2022-10-11,9.75609
2022-10-12,44.47632
2022-10-13,37.97226
2022-10-14,21.28168
2022-10-15,12.19512
2022-10-16,9.23003
2022-10-17,7.65184
2022-10-18,8.46484
2022-10-19,4.54328
2022-10-20,3.92156
2022-10-21,4.54328
2022-10-22,2.24772
2022-10-23,4.01721
2022-10-24,4.63892
2022-10-25,4.16068
2022-10-26,3.10856
2022-10-27,4.25633
2022-10-28,5.64323
2022-10-29,3.77809
2022-10-30,5.49976
2022-10-31,5.40411
2022-11-01,6.21712
2022-11-02,5.88235
2022-11-03,4.68675
2022-11-04,3.82592
2022-11-05,5.45193
2022-11-06,4.5911
2022-11-07,6.40841
2022-11-08,6.07364
2022-11-09,4.7824
2022-11-10,3.34768
2022-11-11,3.29985
2022-11-12,2.48684
2022-11-13,2.34337
2022-11-14,4.06504
2022-11-15,2.29555
2022-11-16,2.0086
2022-11-17,4.3998
2022-11-18,3.29985
2022-11-19,1.96078
2022-11-20,2.58249
2022-11-21,2.10425
2022-11-22,2.43902
2022-11-23,2.63032
2022-11-24,3.01291
2022-11-25,3.63462
2022-11-26,2.58249
2022-11-27,2.15208
2022-11-28,1.62601
2022-11-29,1.09995
2022-11-30,1.38689
2022-12-01,1.38689
2022-12-02,1.24342
2022-12-03,1.81731
2022-12-04,1.53036
2022-12-05,1.96078
2022-12-06,1.86513
2022-12-07,1.76948
2022-12-08,1.53036
2022-12-09,1.62601
2022-12-10,0.95648
2022-12-11,1.81731
2022-12-12,1.57819
2022-12-13,1.72166
2022-12-14,1.67384
2022-12-15,9.70827
2022-12-16,3.34768
2022-12-17,2.43902
2022-12-18,1.1956
2022-12-19,1.57819
2022-12-20,1.57819
2022-12-21,1.86513
2022-12-22,1.62601
2022-12-23,0.90865
2022-12-24,1.0043
2022-12-25,0.71736
2022-12-26,0.95648
2022-12-27,0.71736
2022-12-28,1.43472
2022-12-29,1.14777
2022-12-30,1.57819
2022-12-31,2.48684
2023-01-01,3.82592
2023-01-02,2.05643
2023-01-03,0.95648
2023-01-04,1.05212
2023-01-05,1.57819
2023-01-06,1.29124
2023-01-07,1.1956
2023-01-08,1.33907
2023-01-09,1.43472
2023-01-10,1.09995
2023-01-11,1.05212
2023-01-12,1.09995
2023-01-13,1.14777
2023-01-14,2.58249
2023-01-15,1.81731
2023-01-16,2.3912
2023-01-17,1.86513
2023-01-18,2.43902
2023-01-19,3.01291
2023-01-20,3.44332
2023-01-21,9.5648
2023-01-22,3.10856
2023-01-23,1.81731
2023-01-24,2.96508
2023-01-25,2.67814
2023-01-26,2.63032
2023-01-27,1.57819
2023-01-28,1.29124
2023-01-29,1.29124
2023-01-30,1.67384
2023-01-31,1.43472
2023-02-01,1.57819
2023-02-02,2.34337
2023-02-03,1.96078
2023-02-04,2.10425
2023-02-05,2.24772
2023-02-06,2.1999
2023-02-07,6.74318
2023-02-08,8.89526
2023-02-09,3.73027
2023-02-10,5.978
2023-02-11,26.97274
2023-02-12,35.96365
2023-02-13,8.99091
2023-02-14,6.55188
2023-02-15,4.87804
2023-02-16,3.2042
2023-02-17,2.91726
2023-02-18,2.91726
2023-02-19,2.67814
2023-02-20,4.30416
2023-02-21,4.06504
2023-02-22,3.06073
2023-02-23,3.06073
2023-02-24,2.05643
2023-02-25,4.01721
2023-02-26,3.5868
2023-02-27,5.54758
2023-02-28,4.87804
2023-03-01,4.7824
2023-03-02,5.49976
2023-03-03,3.77809
2023-03-04,2.10425
2023-03-05,2.43902
2023-03-06,2.34337
2023-03-07,1.67384
2023-03-08,1.72166
2023-03-09,2.05643
2023-03-10,2.72596
2023-03-11,2.10425
2023-03-12,2.0086
2023-03-13,2.48684
2023-03-14,2.67814
2023-03-15,2.82161
2023-03-16,2.82161
2023-03-17,3.15638
2023-03-18,2.82161
2023-03-19,3.68244
2023-03-20,3.34768
2023-03-21,3.15638
2023-03-22,2.43902
2023-03-23,2.1999
2023-03-24,3.01291
2023-03-25,1.33907
2023-03-26,2.53467
2023-03-27,2.3912
2023-03-28,2.15208
2023-03-29,2.77379
2023-03-30,6.16929
2023-03-31,23.52941
2023-04-01,17.55141
2023-04-02,10.04304
2023-04-03,5.06934
2023-04-04,7.41272
2023-04-05,7.93878
2023-04-06,5.93017
2023-04-07,4.68675
2023-04-08,3.34768
2023-04-09,2.82161
2023-04-10,3.82592
2023-04-11,3.49115
2023-04-12,3.82592
2023-04-13,3.01291
2023-04-14,5.11716
2023-04-15,7.1736
2023-04-16,4.16068
2023-04-17,3.44332
2023-04-18,3.68244
2023-04-19,2.86944
2023-04-20,2.96508
2023-04-21,2.77379
2023-04-22,1.81731
2023-04-23,1.62601
2023-04-24,4.5911
2023-04-25,3.2042
2023-04-26,3.2042
2023-04-27,2.24772
2023-04-28,2.3912
2023-04-29,1.09995
2023-04-30,15.11238
2023-05-01,8.84744
2023-05-02,4.63892
2023-05-03,5.5954
2023-05-04,4.25633
2023-05-05,2.10425
2023-05-06,1.29124
2023-05-07,1.67384
2023-05-08,2.77379
2023-05-09,3.10856
2023-05-10,2.34337
2023-05-11,2.24772
2023-05-12,3.3955
2023-05-13,1.86513
2023-05-14,1.24342
2023-05-15,1.72166
2023-05-16,1.24342
2023-05-17,1.43472
2023-05-18,1.48254
2023-05-19,1.24342
2023-05-20,1.38689
2023-05-21,1.14777
2023-05-22,2.58249
2023-05-23,2.10425
2023-05-24,1.62601
2023-05-25,2.05643
2023-05-26,1.33907
2023-05-27,1.38689
2023-05-28,1.76948
2023-05-29,1.81731
2023-05-30,1.24342
2023-05-31,1.48254
2023-06-01,1.33907
2023-06-02,0.95648
2023-06-03,1.0043
2023-06-04,1.81731
2023-06-05,2.48684
2023-06-06,1.62601
2023-06-07,1.57819
2023-06-08,1.76948
2023-06-09,1.43472
2023-06-10,2.82161
2023-06-11,1.72166
2023-06-12,2.67814
2023-06-13,3.10856
2023-06-14,3.10856
2023-06-15,2.96508
2023-06-16,3.2042
2023-06-17,1.29124
2023-06-18,0.62171
2023-06-19,1.62601
2023-06-20,1.38689
2023-06-21,4.35198
2023-06-22,3.34768
2023-06-23,3.25203
2023-06-24,1.91296
2023-06-25,4.06504
2023-06-26,3.49115
2023-06-27,2.34337
2023-06-28,2.86944
2023-06-29,1.96078
2023-06-30,2.1999
2023-07-01,1.62601
2023-07-02,2.29555
2023-07-03,1.62601
2023-07-04,1.86513
2023-07-05,2.53467
2023-07-06,2.77379
2023-07-07,2.48684
2023-07-08,1.86513
2023-07-09,1.57819
2023-07-10,2.24772
2023-07-11,2.3912
2023-07-12,3.34768
2023-07-13,2.34337
2023-07-14,3.96939
2023-07-15,2.29555
2023-07-16,1.81731
2023-07-17,3.29985
2023-07-18,10.61692
2023-07-19,22.19033
2023-07-20,22.95552
2023-07-21,8.03443
2023-07-22,4.11286
2023-07-23,4.01721
2023-07-24,7.26924
2023-07-25,6.16929
2023-07-26,3.49115
2023-07-27,2.63032
2023-07-28,2.63032
2023-07-29,2.82161
2023-07-30,1.86513
2023-07-31,3.96939
2023-08-01,4.49545
2023-08-02,6.40841
2023-08-03,13.62984
2023-08-04,5.30846
2023-08-05,3.5868
2023-08-06,4.7824
2023-08-07,16.45145
2023-08-08,17.934
2023-08-09,38.21138
2023-08-10,8.60832
2023-08-11,4.83022
2023-08-12,3.53897
2023-08-13,3.68244
2023-08-14,45.38498
2023-08-15,100.0
2023-08-16,44.57197
2023-08-17,19.27307
2023-08-18,15.82974
2023-08-19,27.4988
2023-08-20,21.3295
2023-08-21,26.25538
2023-08-22,17.45576
2023-08-23,18.17312
2023-08-24,10.3778
2023-08-25,9.32568
2023-08-26,7.93878
2023-08-27,10.85604
2023-08-28,11.09516
2023-08-29,10.23433
2023-08-30,8.3692
2023-08-31,7.03012
2023-09-01,8.03443
2023-09-02,7.26924
2023-09-03,5.64323
2023-09-04,7.84313
2023-09-05,3.96939
2023-09-06,5.64323
2023-09-07,3.82592
2023-09-08,3.68244
2023-09-09,2.48684
2023-09-10,2.63032
2023-09-11,3.92156
2023-09-12,3.87374
2023-09-13,3.34768
2023-09-14,35.38976
2023-09-15,10.42563
2023-09-16,6.31276
2023-09-17,3.44332
2023-09-18,3.92156
2023-09-19,4.30416
2023-09-20,3.82592
2023-09-21,4.5911
2023-09-22,2.24772
2023-09-23,3.63462
2023-09-24,4.68675
2023-09-25,5.11716
2023-09-26,3.63462
2023-09-27,3.5868
2023-09-28,1.86513
2023-09-29,2.48684
2023-09-30,1.81731
2023-10-01,2.63032
2023-10-02,3.01291
2023-10-03,4.3998
2023-10-04,6.02582
2023-10-05,4.97369
2023-10-06,4.54328
2023-10-07,4.06504
2023-10-08,2.53467
2023-10-09,3.2042
2023-10-10,4.49545
2023-10-11,4.44763
2023-10-12,4.06504
2023-10-13,3.53897
2023-10-14,2.53467
2023-10-15,3.44332
2023-10-16,5.16499
2023-10-17,4.3998
2023-10-18,9.75609
2023-10-19,5.45193
2023-10-20,5.5954
2023-10-21,4.16068
2023-10-22,5.54758
2023-10-23,6.45624
2023-10-24,9.46915
2023-10-25,6.36059
2023-10-26,7.26924
2023-10-27,6.12147
2023-10-28,6.74318
2023-10-29,3.68244
2023-10-30,5.73888
2023-10-31,8.79961
2023-11-01,7.65184
2023-11-02,12.33859
2023-11-03,7.31707
2023-11-04,6.74318
2023-11-05,8.60832
2023-11-06,8.94308
2023-11-07,15.39933
2023-11-08,9.75609
2023-11-09,9.99521
2023-11-10,10.28216
2023-11-11,8.60832
2023-11-12,8.27355
2023-11-13,10.90387
2023-11-14,11.04734
2023-11-15,12.33859
2023-11-16,14.39502
2023-11-17,26.20755
2023-11-18,15.5428
2023-11-19,8.22572
2023-11-20,20.51649
2023-11-21,13.82113
2023-11-22,12.19512
2023-11-23,11.956
2023-11-24,9.32568
2023-11-25,7.84313
2023-11-26,6.02582
2023-11-27,7.26924
2023-11-28,9.61262
2023-11-29,7.03012
2023-11-30,6.36059
2023-12-01,6.12147
2023-12-02,4.16068
2023-12-03,5.16499
2023-12-04,14.3472
2023-12-05,11.28646
2023-12-06,26.25538
2023-12-07,19.46437
2023-12-08,11.5734
2023-12-09,15.87757
2023-12-10,11.28646
2023-12-11,12.43424
2023-12-12,8.65614
2023-12-13,11.47776
2023-12-14,13.58201
2023-12-15,19.08177
2023-12-16,9.51697
2023-12-17,7.36489
2023-12-18,7.41272
2023-12-19,7.65184
2023-12-20,12.38641
2023-12-21,13.72549
2023-12-22,17.02534
2023-12-23,8.27355
2023-12-24,9.75609
2023-12-25,9.03873
2023-12-26,10.47345
2023-12-27,10.18651
2023-12-28,10.18651
2023-12-29,8.70396
2023-12-30,5.54758
2023-12-31,4.35198
2024-01-01,7.03012
2024-01-02,18.26877
2024-01-03,14.63414
2024-01-04,13.29507
2024-01-05,8.1779
2024-01-06,7.36489
2024-01-07,5.40411
2024-01-08,12.67336
2024-01-09,10.23433
2024-01-10,8.41702
2024-01-11,14.77761
2024-01-12,10.09086
2024-01-13,7.50836
2024-01-14,7.69966
2024-01-15,9.89956
2024-01-16,8.84744
2024-01-17,7.26924
2024-01-18,6.59971
2024-01-19,7.60401
2024-01-20,4.5911
2024-01-21,5.5954
2024-01-22,5.45193
2024-01-23,7.22142
2024-01-24,5.88235
2024-01-25,4.63892
2024-01-26,4.92587
2024-01-27,3.92156
2024-01-28,3.87374
2024-01-29,4.7824
2024-01-30,4.3998
2024-01-31,3.49115
2024-02-01,3.3955
2024-02-02,5.64323
2024-02-03,6.16929
2024-02-04,3.87374
2024-02-05,4.5911
2024-02-06,19.84696
2024-02-07,27.45098
2024-02-08,14.87326
2024-02-09,7.79531
2024-02-10,7.03012
2024-02-11,5.02152
2024-02-12,5.5954
2024-02-13,7.03012
2024-02-14,6.36059
2024-02-15,8.3692
2024-02-16,8.51267
2024-02-17,6.50406
2024-02-18,9.94739
2024-02-19,31.70731
2024-02-20,58.05834
2024-02-21,22.28598
2024-02-22,18.12529
2024-02-23,21.37733
2024-02-24,8.70396
2024-02-25,8.75179
2024-02-26,8.89526
2024-02-27,11.71688
2024-02-28,14.39502
2024-02-29,20.37302
2024-03-01,12.81683
2024-03-02,14.68197
2024-03-03,13.19942
2024-03-04,16.92969
2024-03-05,25.01195
2024-03-06,17.79053
2024-03-07,25.72931
2024-03-08,17.83835
2024-03-09,12.57771
2024-03-10,12.00382
2024-03-11,13.43854
2024-03-12,18.46006
2024-03-13,24.58153
2024-03-14,17.79053
2024-03-15,14.1559
2024-03-16,8.99091
2024-03-17,8.22572
2024-03-18,8.32137
2024-03-19,9.27785
2024-03-20,9.66044
