date,임대아파트
2021-03-24,40.19851
2021-03-25,41.77005
2021-03-26,35.02894
2021-03-27,30.85194
2021-03-28,36.55913
2021-03-29,40.69478
2021-03-30,40.07444
2021-03-31,38.04797
2021-04-01,32.2167
2021-04-02,28.61869
2021-04-03,25.43424
2021-04-04,28.7014
2021-04-05,37.17948
2021-04-06,35.732
2021-04-07,38.25475
2021-04-08,32.34077
2021-04-09,26.22001
2021-04-10,25.8478
2021-04-11,29.40446
2021-04-12,32.91976
2021-04-13,30.81058
2021-04-14,31.88585
2021-04-15,32.09263
2021-04-16,30.14888
2021-04-17,30.43837
2021-04-18,32.17535
2021-04-19,39.78494
2021-04-20,29.85938
2021-04-21,33.1679
2021-04-22,28.24648
2021-04-23,25.22746
2021-04-24,23.69727
2021-04-25,26.75765
2021-04-26,31.84449
2021-04-27,29.32175
2021-04-28,30.19023
2021-04-29,26.84036
2021-04-30,26.88172
2021-05-01,22.70471
2021-05-02,22.91149
2021-05-03,29.44582
2021-05-04,27.04714
2021-05-05,24.35897
2021-05-06,35.19437
2021-05-07,32.05128
2021-05-08,30.10752
2021-05-09,33.25062
2021-05-10,39.5368
2021-05-11,35.85607
2021-05-12,29.69396
2021-05-13,32.17535
2021-05-14,29.90074
2021-05-15,23.86269
2021-05-16,28.32919
2021-05-17,33.33333
2021-05-18,31.22415
2021-05-19,29.03225
2021-05-20,36.06286
2021-05-21,27.99834
2021-05-22,23.5732
2021-05-23,29.69396
2021-05-24,35.85607
2021-05-25,35.11166
2021-05-26,33.70554
2021-05-27,34.07775
2021-05-28,33.1679
2021-05-29,26.75765
2021-05-30,28.0397
2021-05-31,35.48387
2021-06-01,37.6344
2021-06-02,35.48387
2021-06-03,36.10421
2021-06-04,31.47229
2021-06-05,26.22001
2021-06-06,29.07361
2021-06-07,36.84863
2021-06-08,38.00661
2021-06-09,33.82961
2021-06-10,39.12324
2021-06-11,31.88585
2021-06-12,27.29528
2021-06-13,31.80314
2021-06-14,37.05541
2021-06-15,36.39371
2021-06-16,35.40115
2021-06-17,40.36393
2021-06-18,42.47311
2021-06-19,32.63027
2021-06-20,36.10421
2021-06-21,47.35318
2021-06-22,42.30769
2021-06-23,36.6832
2021-06-24,32.67162
2021-06-25,33.99503
2021-06-26,27.54342
2021-06-27,33.82961
2021-06-28,35.64929
2021-06-29,36.06286
2021-06-30,33.78825
2021-07-01,32.75434
2021-07-02,29.19768
2021-07-03,25.55831
2021-07-04,30.81058
2021-07-05,39.28866
2021-07-06,38.99917
2021-07-07,33.78825
2021-07-08,28.78411
2021-07-09,29.07361
2021-07-10,24.85525
2021-07-11,28.24648
2021-07-12,34.1191
2021-07-13,32.71298
2021-07-14,33.4574
2021-07-15,30.85194
2021-07-16,29.36311
2021-07-17,25.59966
2021-07-18,29.69396
2021-07-19,35.81472
2021-07-20,35.52522
2021-07-21,31.76178
2021-07-22,29.98345
2021-07-23,29.69396
2021-07-24,27.17121
2021-07-25,30.85194
2021-07-26,35.77336
2021-07-27,35.69065
2021-07-28,34.16046
2021-07-29,32.17535
2021-07-30,31.10008
2021-07-31,27.99834
2021-08-01,29.07361
2021-08-02,36.10421
2021-08-03,37.88254
2021-08-04,34.78081
2021-08-05,34.78081
2021-08-06,29.44582
2021-08-07,30.02481
2021-08-08,30.56244
2021-08-09,40.03308
2021-08-10,38.99917
2021-08-11,38.95781
2021-08-12,37.9239
2021-08-13,33.00248
2021-08-14,30.72787
2021-08-15,32.13399
2021-08-16,40.36393
2021-08-17,42.14226
2021-08-18,38.08933
2021-08-19,36.76592
2021-08-20,38.13068
2021-08-21,33.74689
2021-08-22,36.6832
2021-08-23,51.65425
2021-08-24,45.03722
2021-08-25,43.25889
2021-08-26,41.52191
2021-08-27,35.40115
2021-08-28,35.0703
2021-08-29,36.72456
2021-08-30,52.31596
2021-08-31,46.40198
2021-09-01,48.84201
2021-09-02,46.02977
2021-09-03,38.75103
2021-09-04,31.84449
2021-09-05,38.21339
2021-09-06,48.92473
2021-09-07,43.87923
2021-09-08,38.99917
2021-09-09,36.26964
2021-09-10,31.14143
2021-09-11,27.25392
2021-09-12,32.75434
2021-09-13,33.62282
2021-09-14,32.63027
2021-09-15,30.72787
2021-09-16,32.63027
2021-09-17,27.91563
2021-09-18,23.82133
2021-09-19,25.47559
2021-09-20,30.43837
2021-09-21,37.9239
2021-09-22,39.61952
2021-09-23,45.244
2021-09-24,37.46898
2021-09-25,30.47973
2021-09-26,34.57402
2021-09-27,45.94706
2021-09-28,46.52605
2021-09-29,43.42431
2021-09-30,45.36807
2021-10-01,42.55583
2021-10-02,32.71298
2021-10-03,35.89743
2021-10-04,38.04797
2021-10-05,43.79652
2021-10-06,39.78494
2021-10-07,37.51033
2021-10-08,29.11497
2021-10-09,24.8966
2021-10-10,32.91976
2021-10-11,37.59305
2021-10-12,37.67576
2021-10-13,35.85607
2021-10-14,35.40115
2021-10-15,31.92721
2021-10-16,26.799
2021-10-17,29.23904
2021-10-18,35.0703
2021-10-19,35.15301
2021-10-20,26.05459
2021-10-21,30.6038
2021-10-22,28.08105
2021-10-23,22.53928
2021-10-24,28.57733
2021-10-25,39.66087
2021-10-26,33.08519
2021-10-27,30.52109
2021-10-28,29.77667
2021-10-29,27.33664
2021-10-30,26.22001
2021-10-31,26.67493
2021-11-01,30.39702
2021-11-02,31.59636
2021-11-03,42.18362
2021-11-04,41.14971
2021-11-05,30.97601
2021-11-06,26.50951
2021-11-07,31.76178
2021-11-08,36.51778
2021-11-09,34.98759
2021-11-10,32.05128
2021-11-11,28.74276
2021-11-12,27.7502
2021-11-13,27.46071
2021-11-14,34.78081
2021-11-15,40.44665
2021-11-16,40.81885
2021-11-17,34.69809
2021-11-18,33.95368
2021-11-19,32.05128
2021-11-20,29.9421
2021-11-21,35.56658
2021-11-22,43.17617
2021-11-23,36.311
2021-11-24,34.90488
2021-11-25,33.95368
2021-11-26,30.56244
2021-11-27,26.22001
2021-11-28,32.58891
2021-11-29,39.86765
2021-11-30,38.75103
2021-12-01,31.92721
2021-12-02,36.39371
2021-12-03,33.04383
2021-12-04,30.02481
2021-12-05,34.57402
2021-12-06,48.51116
2021-12-07,44.41687
2021-12-08,38.46153
2021-12-09,42.01819
2021-12-10,34.36724
2021-12-11,30.02481
2021-12-12,33.25062
2021-12-13,40.94292
2021-12-14,36.76592
2021-12-15,37.84119
2021-12-16,41.35649
2021-12-17,32.5062
2021-12-18,75.26881
2021-12-19,49.58643
2021-12-20,50.12406
2021-12-21,42.01819
2021-12-22,42.05955
2021-12-23,39.28866
2021-12-24,29.6526
2021-12-25,29.69396
2021-12-26,34.98759
2021-12-27,42.6799
2021-12-28,43.38296
2021-12-29,37.9239
2021-12-30,30.14888
2021-12-31,29.52853
2022-01-01,32.2167
2022-01-02,35.27708
2022-01-03,37.13813
2022-01-04,38.37882
2022-01-05,37.96526
2022-01-06,39.41273
2022-01-07,39.41273
2022-01-08,38.70967
2022-01-09,43.92059
2022-01-10,46.52605
2022-01-11,43.83788
2022-01-12,42.59718
2022-01-13,50.57899
2022-01-14,44.25144
2022-01-15,40.23986
2022-01-16,45.07857
2022-01-17,42.96939
2022-01-18,39.33002
2022-01-19,39.16459
2022-01-20,36.76592
2022-01-21,34.28453
2022-01-22,34.44995
2022-01-23,44.41687
2022-01-24,44.12737
2022-01-25,40.36393
2022-01-26,35.85607
2022-01-27,34.03639
2022-01-28,38.83374
2022-01-29,38.21339
2022-01-30,42.88668
2022-01-31,46.02977
2022-02-01,53.55665
2022-02-02,56.98924
2022-02-03,58.56079
2022-02-04,50.70306
2022-02-05,45.98842
2022-02-06,47.72539
2022-02-07,49.17287
2022-02-08,43.92059
2022-02-09,40.81885
2022-02-10,41.7287
2022-02-11,40.36393
2022-02-12,36.76592
2022-02-13,39.24731
2022-02-14,44.87179
2022-02-15,48.67659
2022-02-16,38.13068
2022-02-17,41.85277
2022-02-18,46.48469
2022-02-19,38.66832
2022-02-20,38.70967
2022-02-21,43.42431
2022-02-22,41.93548
2022-02-23,40.61207
2022-02-24,39.04052
2022-02-25,32.87841
2022-02-26,28.08105
2022-02-27,33.54011
2022-02-28,41.4392
2022-03-01,34.57402
2022-03-02,37.55169
2022-03-03,32.42349
2022-03-04,29.03225
2022-03-05,29.23904
2022-03-06,31.10008
2022-03-07,39.08188
2022-03-08,37.38626
2022-03-09,27.99834
2022-03-10,38.08933
2022-03-11,34.61538
2022-03-12,31.22415
2022-03-13,40.86021
2022-03-14,42.88668
2022-03-15,42.05955
2022-03-16,44.16873
2022-03-17,39.95037
2022-03-18,35.11166
2022-03-19,33.33333
2022-03-20,34.36724
2022-03-21,40.23986
2022-03-22,37.09677
2022-03-23,37.46898
2022-03-24,35.77336
2022-03-25,34.07775
2022-03-26,36.22828
2022-03-27,35.19437
2022-03-28,38.13068
2022-03-29,35.19437
2022-03-30,34.65674
2022-03-31,34.98759
2022-04-01,29.85938
2022-04-02,23.98676
2022-04-03,30.19023
2022-04-04,29.85938
2022-04-05,31.63771
2022-04-06,33.04383
2022-04-07,29.40446
2022-04-08,26.30272
2022-04-09,23.24234
2022-04-10,22.74607
2022-04-11,30.93465
2022-04-12,30.27295
2022-04-13,31.22415
2022-04-14,29.77667
2022-04-15,27.7502
2022-04-16,27.17121
2022-04-17,27.62613
2022-04-18,38.95781
2022-04-19,39.04052
2022-04-20,34.1191
2022-04-21,30.52109
2022-04-22,30.23159
2022-04-23,28.32919
2022-04-24,28.45326
2022-04-25,41.10835
2022-04-26,35.93879
2022-04-27,35.98014
2022-04-28,32.91976
2022-04-29,32.09263
2022-04-30,29.85938
2022-05-01,38.50289
2022-05-02,39.45409
2022-05-03,36.311
2022-05-04,30.10752
2022-05-05,28.37055
2022-05-06,31.84449
2022-05-07,33.91232
2022-05-08,37.55169
2022-05-09,38.75103
2022-05-10,36.9727
2022-05-11,34.07775
2022-05-12,31.96856
2022-05-13,32.38213
2022-05-14,29.6526
2022-05-15,31.51364
2022-05-16,36.35235
2022-05-17,35.19437
2022-05-18,31.18279
2022-05-19,34.36724
2022-05-20,31.10008
2022-05-21,26.05459
2022-05-22,28.49462
2022-05-23,33.12655
2022-05-24,36.60049
2022-05-25,34.53267
2022-05-26,34.53267
2022-05-27,31.76178
2022-05-28,28.24648
2022-05-29,30.19023
2022-05-30,37.67576
2022-05-31,34.4086
2022-06-01,33.41604
2022-06-02,36.6832
2022-06-03,30.56244
2022-06-04,27.66749
2022-06-05,25.80645
2022-06-06,31.2655
2022-06-07,32.63027
2022-06-08,31.47229
2022-06-09,35.732
2022-06-10,39.37138
2022-06-11,29.28039
2022-06-12,31.2655
2022-06-13,37.9239
2022-06-14,36.0215
2022-06-15,35.27708
2022-06-16,31.92721
2022-06-17,30.27295
2022-06-18,30.47973
2022-06-19,36.47642
2022-06-20,38.04797
2022-06-21,36.64185
2022-06-22,37.79983
2022-06-23,33.00248
2022-06-24,31.67907
2022-06-25,28.24648
2022-06-26,34.57402
2022-06-27,37.38626
2022-06-28,42.76261
2022-06-29,34.28453
2022-06-30,32.58891
2022-07-01,39.12324
2022-07-02,30.14888
2022-07-03,36.76592
2022-07-04,36.311
2022-07-05,38.8751
2022-07-06,40.488
2022-07-07,36.10421
2022-07-08,32.38213
2022-07-09,27.00578
2022-07-10,28.49462
2022-07-11,37.88254
2022-07-12,36.51778
2022-07-13,32.54755
2022-07-14,34.53267
2022-07-15,32.91976
2022-07-16,32.46484
2022-07-17,34.90488
2022-07-18,47.02233
2022-07-19,41.27377
2022-07-20,47.02233
2022-07-21,48.30438
2022-07-22,38.91645
2022-07-23,37.67576
2022-07-24,36.26964
2022-07-25,44.58229
2022-07-26,42.59718
2022-07-27,42.30769
2022-07-28,37.01406
2022-07-29,32.79569
2022-07-30,31.72043
2022-07-31,33.29197
2022-08-01,47.35318
2022-08-02,46.23655
2022-08-03,46.36062
2022-08-04,43.13482
2022-08-05,39.33002
2022-08-06,36.60049
2022-08-07,39.70223
2022-08-08,54.34243
2022-08-09,56.90653
2022-08-10,58.27129
2022-08-11,64.0612
2022-08-12,57.23738
2022-08-13,56.49296
2022-08-14,75.43424
2022-08-15,45.16129
2022-08-16,38.50289
2022-08-17,39.78494
2022-08-18,34.32588
2022-08-19,30.81058
2022-08-20,26.799
2022-08-21,30.06617
2022-08-22,35.93879
2022-08-23,35.69065
2022-08-24,36.06286
2022-08-25,32.29942
2022-08-26,29.15632
2022-08-27,26.55086
2022-08-28,32.17535
2022-08-29,38.00661
2022-08-30,36.80727
2022-08-31,32.29942
2022-09-01,31.63771
2022-09-02,27.46071
2022-09-03,24.2349
2022-09-04,26.26137
2022-09-05,31.10008
2022-09-06,28.0397
2022-09-07,23.69727
2022-09-08,22.74607
2022-09-09,24.68982
2022-09-10,33.20926
2022-09-11,34.86352
2022-09-12,39.08188
2022-09-13,43.79652
2022-09-14,44.21009
2022-09-15,38.62696
2022-09-16,32.63027
2022-09-17,33.29197
2022-09-18,34.28453
2022-09-19,42.01819
2022-09-20,37.30355
2022-09-21,40.19851
2022-09-22,31.72043
2022-09-23,31.22415
2022-09-24,23.11827
2022-09-25,25.72373
2022-09-26,33.62282
2022-09-27,31.30686
2022-09-28,32.29942
2022-09-29,30.56244
2022-09-30,25.88916
2022-10-01,21.46401
2022-10-02,27.54342
2022-10-03,37.09677
2022-10-04,45.45078
2022-10-05,39.74358
2022-10-06,39.57816
2022-10-07,29.03225
2022-10-08,23.98676
2022-10-09,27.21257
2022-10-10,31.76178
2022-10-11,37.42762
2022-10-12,45.03722
2022-10-13,41.85277
2022-10-14,44.54094
2022-10-15,48.34574
2022-10-16,43.01075
2022-10-17,39.78494
2022-10-18,35.11166
2022-10-19,35.60794
2022-10-20,33.91232
2022-10-21,29.23904
2022-10-22,26.88172
2022-10-23,34.1191
2022-10-24,36.51778
2022-10-25,38.83374
2022-10-26,42.05955
2022-10-27,36.64185
2022-10-28,33.4574
2022-10-29,25.93052
2022-10-30,22.58064
2022-10-31,33.41604
2022-11-01,32.00992
2022-11-02,30.6038
2022-11-03,28.82547
2022-11-04,29.73531
2022-11-05,26.05459
2022-11-06,28.28784
2022-11-07,39.90901
2022-11-08,37.51033
2022-11-09,32.17535
2022-11-10,31.43093
2022-11-11,29.90074
2022-11-12,27.17121
2022-11-13,29.77667
2022-11-14,34.03639
2022-11-15,33.12655
2022-11-16,32.00992
2022-11-17,32.71298
2022-11-18,28.41191
2022-11-19,25.26881
2022-11-20,27.7502
2022-11-21,35.93879
2022-11-22,32.58891
2022-11-23,32.87841
2022-11-24,28.24648
2022-11-25,24.81389
2022-11-26,24.60711
2022-11-27,27.0885
2022-11-28,32.91976
2022-11-29,29.6526
2022-11-30,25.59966
2022-12-01,24.15219
2022-12-02,23.90405
2022-12-03,21.54673
2022-12-04,25.06203
2022-12-05,29.9421
2022-12-06,29.32175
2022-12-07,27.79156
2022-12-08,26.05459
2022-12-09,25.93052
2022-12-10,23.20099
2022-12-11,29.19768
2022-12-12,33.54011
2022-12-13,29.15632
2022-12-14,29.48717
2022-12-15,26.55086
2022-12-16,30.14888
2022-12-17,26.09594
2022-12-18,28.41191
2022-12-19,31.43093
2022-12-20,30.68651
2022-12-21,31.10008
2022-12-22,28.7014
2022-12-23,25.06203
2022-12-24,22.66335
2022-12-25,28.16377
2022-12-26,35.85607
2022-12-27,35.64929
2022-12-28,33.37468
2022-12-29,31.555
2022-12-30,27.37799
2022-12-31,26.92307
2023-01-01,30.39702
2023-01-02,40.36393
2023-01-03,39.5368
2023-01-04,40.98428
2023-01-05,34.98759
2023-01-06,30.68651
2023-01-07,29.9421
2023-01-08,34.36724
2023-01-09,58.22994
2023-01-10,48.38709
2023-01-11,42.18362
2023-01-12,35.60794
2023-01-13,33.99503
2023-01-14,29.11497
2023-01-15,31.72043
2023-01-16,42.88668
2023-01-17,38.17204
2023-01-18,37.51033
2023-01-19,30.52109
2023-01-20,31.18279
2023-01-21,28.12241
2023-01-22,39.90901
2023-01-23,42.59718
2023-01-24,43.09346
2023-01-25,46.07113
2023-01-26,42.34904
2023-01-27,36.311
2023-01-28,31.72043
2023-01-29,36.6832
2023-01-30,46.77419
2023-01-31,44.16873
2023-02-01,40.52936
2023-02-02,36.88999
2023-02-03,34.61538
2023-02-04,32.58891
2023-02-05,39.45409
2023-02-06,42.14226
2023-02-07,41.31513
2023-02-08,38.13068
2023-02-09,42.88668
2023-02-10,35.77336
2023-02-11,36.88999
2023-02-12,40.69478
2023-02-13,49.62779
2023-02-14,46.11248
2023-02-15,41.02564
2023-02-16,37.09677
2023-02-17,37.59305
2023-02-18,35.77336
2023-02-19,37.6344
2023-02-20,43.17617
2023-02-21,40.61207
2023-02-22,42.34904
2023-02-23,38.83374
2023-02-24,34.32588
2023-02-25,30.72787
2023-02-26,35.56658
2023-02-27,45.49214
2023-02-28,43.79652
2023-03-01,48.51116
2023-03-02,50.08271
2023-03-03,47.47725
2023-03-04,43.13482
2023-03-05,45.69892
2023-03-06,49.0488
2023-03-07,45.82299
2023-03-08,42.76261
2023-03-09,42.51447
2023-03-10,39.49545
2023-03-11,34.69809
2023-03-12,36.51778
2023-03-13,46.52605
2023-03-14,45.20264
2023-03-15,42.96939
2023-03-16,41.60463
2023-03-17,41.10835
2023-03-18,36.55913
2023-03-19,41.93548
2023-03-20,50.08271
2023-03-21,47.89081
2023-03-22,41.19106
2023-03-23,41.60463
2023-03-24,35.3598
2023-03-25,32.00992
2023-03-26,38.91645
2023-03-27,46.27791
2023-03-28,44.41687
2023-03-29,42.51447
2023-03-30,39.08188
2023-03-31,32.54755
2023-04-01,29.98345
2023-04-02,36.35235
2023-04-03,42.6799
2023-04-04,44.0033
2023-04-05,37.22084
2023-04-06,36.0215
2023-04-07,35.98014
2023-04-08,27.83291
2023-04-09,33.08519
2023-04-10,40.69478
2023-04-11,40.488
2023-04-12,40.7775
2023-04-13,38.8751
2023-04-14,37.2622
2023-04-15,39.90901
2023-04-16,42.47311
2023-04-17,53.18444
2023-04-18,90.15715
2023-04-19,57.0306
2023-04-20,49.09015
2023-04-21,47.97353
2023-04-22,58.43672
2023-04-23,56.86517
2023-04-24,60.42183
2023-04-25,56.03804
2023-04-26,56.36889
2023-04-27,48.67659
2023-04-28,43.67245
2023-04-29,51.73697
2023-04-30,59.71877
2023-05-01,34.32588
2023-05-02,30.27295
2023-05-03,31.67907
2023-05-04,28.82547
2023-05-05,26.1373
2023-05-06,30.39702
2023-05-07,32.25806
2023-05-08,38.42018
2023-05-09,36.06286
2023-05-10,32.42349
2023-05-11,36.35235
2023-05-12,28.78411
2023-05-13,22.49793
2023-05-14,35.0703
2023-05-15,36.72456
2023-05-16,33.70554
2023-05-17,31.555
2023-05-18,28.28784
2023-05-19,26.42679
2023-05-20,23.77998
2023-05-21,27.95698
2023-05-22,34.32588
2023-05-23,32.00992
2023-05-24,28.86683
2023-05-25,29.03225
2023-05-26,23.82133
2023-05-27,21.71215
2023-05-28,33.12655
2023-05-29,31.34822
