date,자동차의무보험
2020-07-17,27.46113
2020-07-18,11.65803
2020-07-19,9.58549
2020-07-20,27.46113
2020-07-21,32.90155
2020-07-22,24.09326
2020-07-23,42.22797
2020-07-24,39.11917
2020-07-25,13.4715
2020-07-26,13.73056
2020-07-27,33.16062
2020-07-28,26.1658
2020-07-29,24.61139
2020-07-30,34.19689
2020-07-31,31.08808
2020-08-01,24.35233
2020-08-02,12.17616
2020-08-03,28.75647
2020-08-04,22.02072
2020-08-05,23.83419
2020-08-06,31.60621
2020-08-07,30.31088
2020-08-08,14.76683
2020-08-09,11.65803
2020-08-10,23.57512
2020-08-11,30.82901
2020-08-12,25.64766
2020-08-13,39.11917
2020-08-14,25.64766
2020-08-15,15.54404
2020-08-16,14.2487
2020-08-17,18.91191
2020-08-18,43.52331
2020-08-19,36.78756
2020-08-20,37.30569
2020-08-21,32.64248
2020-08-22,18.13471
2020-08-23,11.65803
2020-08-24,41.96891
2020-08-25,34.71502
2020-08-26,28.23834
2020-08-27,42.48704
2020-08-28,33.67875
2020-08-29,14.50777
2020-08-30,10.62176
2020-08-31,36.01036
2020-09-01,28.23834
2020-09-02,32.12435
2020-09-03,40.67357
2020-09-04,36.26943
2020-09-05,13.4715
2020-09-06,15.28497
2020-09-07,37.82383
2020-09-08,29.01554
2020-09-09,32.64248
2020-09-10,36.26943
2020-09-11,34.45595
2020-09-12,12.6943
2020-09-13,10.88082
2020-09-14,31.08808
2020-09-15,35.23316
2020-09-16,38.0829
2020-09-17,36.52849
2020-09-18,24.35233
2020-09-19,11.39896
2020-09-20,13.98963
2020-09-21,33.16062
2020-09-22,43.26424
2020-09-23,27.7202
2020-09-24,34.97409
2020-09-25,30.82901
2020-09-26,14.76683
2020-09-27,13.73056
2020-09-28,46.89119
2020-09-29,31.08808
2020-09-30,15.8031
2020-10-01,7.77202
2020-10-02,10.62176
2020-10-03,14.76683
2020-10-04,13.21243
2020-10-05,40.15544
2020-10-06,28.4974
2020-10-07,49.48186
2020-10-08,30.31088
2020-10-09,16.32124
2020-10-10,12.43523
2020-10-11,12.6943
2020-10-12,37.56476
2020-10-13,49.74093
2020-10-14,30.56994
2020-10-15,37.30569
2020-10-16,33.67875
2020-10-17,11.65803
2020-10-18,15.54404
2020-10-19,36.26943
2020-10-20,25.90673
2020-10-21,37.30569
2020-10-22,44.30051
2020-10-23,30.82901
2020-10-24,21.24352
2020-10-25,18.65284
2020-10-26,37.30569
2020-10-27,43.52331
2020-10-28,22.27979
2020-10-29,38.0829
2020-10-30,29.27461
2020-10-31,13.4715
2020-11-01,12.17616
2020-11-02,26.42487
2020-11-03,26.42487
2020-11-04,23.05699
2020-11-05,30.82901
2020-11-06,24.87046
2020-11-07,15.28497
2020-11-08,13.21243
2020-11-09,30.56994
2020-11-10,28.23834
2020-11-11,25.90673
2020-11-12,36.52849
2020-11-13,33.16062
2020-11-14,15.54404
2020-11-15,9.84455
2020-11-16,30.56994
2020-11-17,35.49222
2020-11-18,29.53367
2020-11-19,32.38341
2020-11-20,31.08808
2020-11-21,12.43523
2020-11-22,12.95336
2020-11-23,22.79792
2020-11-24,27.97927
2020-11-25,23.31606
2020-11-26,40.15544
2020-11-27,31.86528
2020-11-28,17.87564
2020-11-29,15.28497
2020-11-30,36.01036
2020-12-01,26.68393
2020-12-02,38.8601
2020-12-03,38.0829
2020-12-04,35.49222
2020-12-05,16.32124
2020-12-06,15.28497
2020-12-07,30.56994
2020-12-08,30.82901
2020-12-09,33.41968
2020-12-10,42.22797
2020-12-11,34.97409
2020-12-12,20.98445
2020-12-13,15.28497
2020-12-14,28.75647
2020-12-15,26.68393
2020-12-16,28.23834
2020-12-17,43.26424
2020-12-18,34.19689
2020-12-19,11.13989
2020-12-20,13.98963
2020-12-21,33.67875
2020-12-22,26.943
2020-12-23,38.8601
2020-12-24,31.60621
2020-12-25,14.50777
2020-12-26,14.76683
2020-12-27,16.58031
2020-12-28,44.81865
2020-12-29,31.60621
2020-12-30,46.11398
2020-12-31,32.38341
2021-01-01,18.39378
2021-01-02,13.73056
2021-01-03,15.54404
2021-01-04,37.30569
2021-01-05,34.71502
2021-01-06,28.23834
2021-01-07,43.00518
2021-01-08,31.86528
2021-01-09,17.35751
2021-01-10,10.88082
2021-01-11,31.34715
2021-01-12,28.23834
2021-01-13,30.82901
2021-01-14,41.45077
2021-01-15,34.19689
2021-01-16,13.21243
2021-01-17,12.17616
2021-01-18,33.41968
2021-01-19,32.38341
2021-01-20,33.93782
2021-01-21,30.05181
2021-01-22,28.75647
2021-01-23,16.32124
2021-01-24,10.62176
2021-01-25,36.26943
2021-01-26,33.16062
2021-01-27,26.42487
2021-01-28,45.59585
2021-01-29,36.01036
2021-01-30,16.32124
2021-01-31,19.17098
2021-02-01,32.38341
2021-02-02,29.53367
2021-02-03,24.61139
2021-02-04,31.60621
2021-02-05,26.68393
2021-02-06,19.43005
2021-02-07,17.09844
2021-02-08,30.05181
2021-02-09,27.97927
2021-02-10,32.38341
2021-02-11,18.91191
2021-02-12,14.50777
2021-02-13,10.62176
2021-02-14,16.06217
2021-02-15,32.12435
2021-02-16,29.27461
2021-02-17,26.943
2021-02-18,36.52849
2021-02-19,26.1658
2021-02-20,18.39378
2021-02-21,16.06217
2021-02-22,35.23316
2021-02-23,26.68393
2021-02-24,36.52849
2021-02-25,41.96891
2021-02-26,32.64248
2021-02-27,21.50259
2021-02-28,15.28497
2021-03-01,18.13471
2021-03-02,52.59067
2021-03-03,39.37823
2021-03-04,42.74611
2021-03-05,32.38341
2021-03-06,14.2487
2021-03-07,10.62176
2021-03-08,43.78238
2021-03-09,29.79274
2021-03-10,33.67875
2021-03-11,38.0829
2021-03-12,37.04663
2021-03-13,12.43523
2021-03-14,12.43523
2021-03-15,35.75129
2021-03-16,23.05699
2021-03-17,31.60621
2021-03-18,40.4145
2021-03-19,28.23834
2021-03-20,11.13989
2021-03-21,16.58031
2021-03-22,33.16062
2021-03-23,29.01554
2021-03-24,25.64766
2021-03-25,28.75647
2021-03-26,30.31088
2021-03-27,19.43005
2021-03-28,20.46632
2021-03-29,38.60103
2021-03-30,36.52849
2021-03-31,41.45077
2021-04-01,36.26943
2021-04-02,32.90155
2021-04-03,17.87564
2021-04-04,13.4715
2021-04-05,26.68393
2021-04-06,26.42487
2021-04-07,23.57512
2021-04-08,31.34715
2021-04-09,30.05181
2021-04-10,12.43523
2021-04-11,13.98963
2021-04-12,30.82901
2021-04-13,26.943
2021-04-14,25.90673
2021-04-15,36.01036
2021-04-16,24.35233
2021-04-17,13.73056
2021-04-18,16.83937
2021-04-19,34.97409
2021-04-20,34.19689
2021-04-21,29.79274
2021-04-22,37.56476
2021-04-23,21.76165
2021-04-24,9.58549
2021-04-25,10.88082
2021-04-26,38.0829
2021-04-27,26.68393
2021-04-28,27.97927
2021-04-29,29.53367
2021-04-30,19.68911
2021-05-01,19.43005
2021-05-02,12.6943
2021-05-03,36.01036
2021-05-04,32.12435
2021-05-05,16.06217
2021-05-06,39.37823
2021-05-07,32.12435
2021-05-08,17.35751
2021-05-09,14.50777
2021-05-10,31.34715
2021-05-11,31.86528
2021-05-12,31.08808
2021-05-13,37.04663
2021-05-14,25.90673
2021-05-15,15.0259
2021-05-16,13.73056
2021-05-17,36.01036
2021-05-18,25.3886
2021-05-19,15.28497
2021-05-20,34.45595
2021-05-21,24.09326
2021-05-22,13.98963
2021-05-23,11.39896
2021-05-24,30.82901
2021-05-25,28.23834
2021-05-26,31.08808
2021-05-27,33.16062
2021-05-28,31.08808
2021-05-29,11.65803
2021-05-30,17.87564
2021-05-31,33.67875
2021-06-01,22.79792
2021-06-02,26.1658
2021-06-03,28.4974
2021-06-04,30.31088
2021-06-05,18.39378
2021-06-06,16.32124
2021-06-07,38.0829
2021-06-08,28.4974
2021-06-09,28.23834
2021-06-10,39.6373
2021-06-11,31.34715
2021-06-12,14.2487
2021-06-13,17.35751
2021-06-14,31.60621
2021-06-15,26.42487
2021-06-16,22.53886
2021-06-17,36.78756
2021-06-18,29.27461
2021-06-19,13.73056
2021-06-20,10.88082
2021-06-21,34.71502
2021-06-22,27.20207
2021-06-23,28.75647
2021-06-24,36.01036
2021-06-25,31.60621
2021-06-26,18.13471
2021-06-27,18.65284
2021-06-28,34.71502
2021-06-29,26.68393
2021-06-30,34.71502
2021-07-01,29.79274
2021-07-02,23.57512
2021-07-03,10.88082
2021-07-04,9.58549
2021-07-05,34.19689
2021-07-06,25.90673
2021-07-07,29.53367
2021-07-08,33.41968
2021-07-09,31.86528
2021-07-10,14.2487
2021-07-11,18.13471
2021-07-12,45.59585
2021-07-13,38.34196
2021-07-14,39.37823
2021-07-15,32.90155
2021-07-16,32.90155
2021-07-17,13.73056
2021-07-18,12.6943
2021-07-19,31.86528
2021-07-20,34.45595
2021-07-21,26.1658
2021-07-22,31.34715
2021-07-23,30.56994
2021-07-24,11.39896
2021-07-25,8.29015
2021-07-26,28.23834
2021-07-27,29.79274
2021-07-28,30.82901
2021-07-29,43.26424
2021-07-30,32.90155
2021-07-31,19.68911
2021-08-01,18.91191
2021-08-02,41.70984
2021-08-03,37.04663
2021-08-04,28.23834
2021-08-05,34.45595
2021-08-06,29.79274
2021-08-07,21.76165
2021-08-08,13.4715
2021-08-09,32.64248
2021-08-10,33.16062
2021-08-11,29.53367
2021-08-12,34.97409
2021-08-13,29.79274
2021-08-14,19.17098
2021-08-15,13.4715
2021-08-16,28.23834
2021-08-17,41.70984
2021-08-18,33.16062
2021-08-19,40.67357
2021-08-20,31.08808
2021-08-21,13.4715
2021-08-22,16.32124
2021-08-23,33.93782
2021-08-24,36.01036
2021-08-25,31.08808
2021-08-26,37.30569
2021-08-27,32.90155
2021-08-28,15.8031
2021-08-29,11.13989
2021-08-30,30.82901
2021-08-31,34.97409
2021-09-01,34.45595
2021-09-02,33.16062
2021-09-03,33.16062
2021-09-04,8.80829
2021-09-05,14.50777
2021-09-06,37.30569
2021-09-07,33.93782
2021-09-08,34.97409
2021-09-09,37.04663
2021-09-10,38.0829
2021-09-11,15.28497
2021-09-12,16.83937
2021-09-13,35.75129
2021-09-14,30.56994
2021-09-15,31.08808
2021-09-16,48.18652
2021-09-17,32.38341
2021-09-18,19.43005
2021-09-19,22.27979
2021-09-20,15.8031
2021-09-21,12.95336
2021-09-22,18.13471
2021-09-23,47.92746
2021-09-24,30.82901
2021-09-25,17.35751
2021-09-26,14.2487
2021-09-27,37.56476
2021-09-28,27.20207
2021-09-29,29.79274
2021-09-30,35.49222
2021-10-01,37.56476
2021-10-02,15.8031
2021-10-03,10.88082
2021-10-04,13.98963
2021-10-05,29.79274
2021-10-06,24.61139
2021-10-07,37.04663
2021-10-08,38.60103
2021-10-09,20.72538
2021-10-10,13.4715
2021-10-11,12.6943
2021-10-12,43.78238
2021-10-13,36.26943
2021-10-14,41.45077
2021-10-15,35.23316
2021-10-16,14.76683
2021-10-17,12.17616
2021-10-18,43.26424
2021-10-19,30.31088
2021-10-20,33.41968
2021-10-21,34.45595
2021-10-22,31.60621
2021-10-23,17.61658
2021-10-24,11.13989
2021-10-25,41.70984
2021-10-26,32.64248
2021-10-27,27.97927
2021-10-28,40.67357
2021-10-29,26.68393
2021-10-30,12.43523
2021-10-31,15.54404
2021-11-01,33.41968
2021-11-02,28.23834
2021-11-03,25.64766
2021-11-04,34.97409
2021-11-05,30.56994
2021-11-06,16.32124
2021-11-07,12.6943
2021-11-08,38.8601
2021-11-09,33.16062
2021-11-10,28.4974
2021-11-11,37.82383
2021-11-12,30.56994
2021-11-13,19.43005
2021-11-14,12.17616
2021-11-15,34.19689
2021-11-16,28.23834
2021-11-17,23.05699
2021-11-18,33.16062
2021-11-19,32.12435
2021-11-20,11.13989
2021-11-21,14.50777
2021-11-22,34.19689
2021-11-23,31.60621
2021-11-24,31.60621
2021-11-25,30.82901
2021-11-26,32.64248
2021-11-27,12.17616
2021-11-28,12.95336
2021-11-29,32.38341
2021-11-30,32.12435
2021-12-01,28.4974
2021-12-02,40.67357
2021-12-03,26.68393
2021-12-04,12.43523
2021-12-05,14.76683
2021-12-06,37.56476
2021-12-07,32.64248
2021-12-08,27.46113
2021-12-09,39.89637
2021-12-10,32.12435
2021-12-11,18.13471
2021-12-12,16.32124
2021-12-13,32.90155
2021-12-14,34.97409
2021-12-15,29.27461
2021-12-16,29.79274
2021-12-17,29.27461
2021-12-18,17.61658
2021-12-19,18.13471
2021-12-20,33.67875
2021-12-21,33.41968
2021-12-22,27.7202
2021-12-23,42.74611
2021-12-24,29.53367
2021-12-25,12.6943
2021-12-26,15.54404
2021-12-27,37.30569
2021-12-28,29.79274
2021-12-29,27.20207
2021-12-30,29.53367
2021-12-31,41.1917
2022-01-01,15.0259
2022-01-02,14.50777
2022-01-03,32.12435
2022-01-04,31.86528
2022-01-05,31.86528
2022-01-06,35.75129
2022-01-07,33.67875
2022-01-08,18.39378
2022-01-09,18.65284
2022-01-10,31.86528
2022-01-11,25.12953
2022-01-12,24.87046
2022-01-13,32.12435
2022-01-14,30.31088
2022-01-15,13.4715
2022-01-16,18.91191
2022-01-17,31.34715
2022-01-18,27.20207
2022-01-19,27.97927
2022-01-20,38.8601
2022-01-21,24.35233
2022-01-22,16.06217
2022-01-23,8.29015
2022-01-24,19.68911
2022-01-25,25.12953
2022-01-26,26.68393
2022-01-27,41.45077
2022-01-28,31.34715
2022-01-29,18.13471
2022-01-30,9.84455
2022-01-31,13.4715
2022-02-01,10.36269
2022-02-02,16.58031
2022-02-03,44.81865
2022-02-04,39.37823
2022-02-05,19.68911
2022-02-06,13.4715
2022-02-07,32.38341
2022-02-08,37.30569
2022-02-09,32.90155
2022-02-10,35.49222
2022-02-11,35.23316
2022-02-12,15.8031
2022-02-13,13.98963
2022-02-14,28.75647
2022-02-15,30.05181
2022-02-16,29.01554
2022-02-17,39.11917
2022-02-18,33.93782
2022-02-19,19.43005
2022-02-20,11.65803
2022-02-21,38.0829
2022-02-22,33.16062
2022-02-23,28.4974
2022-02-24,37.30569
2022-02-25,36.52849
2022-02-26,15.8031
2022-02-27,17.61658
2022-02-28,39.11917
2022-03-01,16.06217
2022-03-02,34.45595
2022-03-03,40.93264
2022-03-04,30.31088
2022-03-05,12.17616
2022-03-06,15.8031
2022-03-07,33.41968
2022-03-08,32.90155
2022-03-09,17.61658
2022-03-10,37.56476
2022-03-11,37.04663
2022-03-12,18.65284
2022-03-13,21.76165
2022-03-14,38.34196
2022-03-15,36.78756
2022-03-16,38.60103
2022-03-17,42.48704
2022-03-18,34.97409
2022-03-19,15.28497
2022-03-20,14.76683
2022-03-21,31.08808
2022-03-22,31.60621
2022-03-23,27.97927
2022-03-24,42.22797
2022-03-25,34.45595
2022-03-26,15.28497
2022-03-27,15.0259
2022-03-28,27.7202
2022-03-29,25.12953
2022-03-30,26.42487
2022-03-31,38.60103
2022-04-01,34.97409
2022-04-02,16.58031
2022-04-03,12.17616
2022-04-04,26.1658
2022-04-05,27.97927
2022-04-06,28.4974
2022-04-07,37.04663
2022-04-08,34.71502
2022-04-09,17.61658
2022-04-10,12.43523
2022-04-11,36.52849
2022-04-12,32.64248
2022-04-13,33.16062
2022-04-14,33.67875
2022-04-15,29.53367
2022-04-16,16.32124
2022-04-17,14.76683
2022-04-18,27.46113
2022-04-19,29.79274
2022-04-20,23.31606
2022-04-21,37.56476
2022-04-22,29.53367
2022-04-23,14.76683
2022-04-24,14.50777
2022-04-25,35.75129
2022-04-26,29.27461
2022-04-27,31.08808
2022-04-28,32.38341
2022-04-29,30.05181
2022-04-30,14.2487
2022-05-01,11.65803
2022-05-02,29.01554
2022-05-03,26.42487
2022-05-04,29.79274
2022-05-05,17.35751
2022-05-06,30.56994
2022-05-07,10.88082
2022-05-08,11.39896
2022-05-09,38.0829
2022-05-10,38.34196
2022-05-11,36.01036
2022-05-12,41.1917
2022-05-13,37.82383
2022-05-14,19.94818
2022-05-15,13.21243
2022-05-16,37.30569
2022-05-17,29.53367
2022-05-18,23.57512
2022-05-19,40.15544
2022-05-20,36.52849
2022-05-21,17.35751
2022-05-22,17.35751
2022-05-23,31.34715
2022-05-24,34.19689
2022-05-25,31.08808
2022-05-26,38.0829
2022-05-27,26.1658
2022-05-28,12.95336
2022-05-29,11.65803
2022-05-30,45.85492
2022-05-31,33.41968
2022-06-01,17.35751
2022-06-02,41.96891
2022-06-03,38.0829
2022-06-04,17.87564
2022-06-05,10.36269
2022-06-06,16.06217
2022-06-07,32.64248
2022-06-08,33.41968
2022-06-09,38.60103
2022-06-10,31.08808
2022-06-11,16.32124
2022-06-12,17.87564
2022-06-13,37.30569
2022-06-14,31.60621
2022-06-15,38.8601
2022-06-16,36.78756
2022-06-17,27.7202
2022-06-18,11.13989
2022-06-19,13.98963
2022-06-20,40.4145
2022-06-21,30.56994
2022-06-22,29.79274
2022-06-23,37.30569
2022-06-24,32.38341
2022-06-25,15.0259
2022-06-26,16.58031
2022-06-27,30.31088
2022-06-28,35.23316
2022-06-29,27.97927
2022-06-30,37.56476
2022-07-01,33.16062
2022-07-02,16.32124
2022-07-03,17.09844
2022-07-04,37.04663
2022-07-05,45.85492
2022-07-06,34.71502
2022-07-07,39.6373
2022-07-08,34.97409
2022-07-09,18.13471
2022-07-10,15.28497
2022-07-11,36.78756
2022-07-12,35.49222
2022-07-13,34.45595
2022-07-14,41.1917
2022-07-15,35.75129
2022-07-16,19.17098
2022-07-17,17.09844
2022-07-18,40.67357
2022-07-19,34.19689
2022-07-20,27.97927
2022-07-21,34.19689
2022-07-22,29.53367
2022-07-23,15.8031
2022-07-24,31.60621
2022-07-25,46.63212
2022-07-26,35.49222
2022-07-27,26.1658
2022-07-28,40.4145
2022-07-29,35.23316
2022-07-30,19.94818
2022-07-31,13.4715
2022-08-01,30.56994
2022-08-02,31.08808
2022-08-03,27.20207
2022-08-04,34.97409
2022-08-05,31.08808
2022-08-06,16.06217
2022-08-07,15.28497
2022-08-08,36.01036
2022-08-09,37.56476
2022-08-10,38.34196
2022-08-11,45.59585
2022-08-12,39.11917
2022-08-13,17.61658
2022-08-14,13.21243
2022-08-15,13.73056
2022-08-16,33.41968
2022-08-17,36.01036
2022-08-18,44.04145
2022-08-19,36.52849
2022-08-20,17.87564
2022-08-21,19.94818
2022-08-22,38.60103
2022-08-23,37.82383
2022-08-24,37.56476
2022-08-25,38.0829
2022-08-26,31.34715
2022-08-27,18.65284
2022-08-28,10.62176
2022-08-29,34.97409
2022-08-30,34.97409
2022-08-31,31.34715
2022-09-01,35.49222
2022-09-02,29.01554
2022-09-03,18.13471
2022-09-04,13.73056
2022-09-05,29.01554
2022-09-06,30.56994
2022-09-07,40.15544
2022-09-08,34.71502
2022-09-09,20.46632
2022-09-10,10.36269
2022-09-11,12.17616
2022-09-12,16.58031
2022-09-13,42.22797
2022-09-14,43.78238
2022-09-15,51.5544
2022-09-16,38.34196
2022-09-17,18.65284
2022-09-18,17.09844
2022-09-19,33.41968
2022-09-20,34.19689
2022-09-21,29.53367
2022-09-22,45.07772
2022-09-23,29.01554
2022-09-24,14.2487
2022-09-25,14.2487
2022-09-26,29.53367
2022-09-27,35.23316
2022-09-28,33.93782
2022-09-29,32.38341
2022-09-30,36.26943
2022-10-01,12.6943
2022-10-02,8.29015
2022-10-03,11.65803
2022-10-04,21.76165
2022-10-05,31.60621
2022-10-06,31.34715
2022-10-07,28.4974
2022-10-08,9.06735
2022-10-09,5.18134
2022-10-10,11.13989
2022-10-11,29.79274
2022-10-12,27.20207
2022-10-13,32.64248
2022-10-14,26.1658
2022-10-15,9.32642
2022-10-16,9.84455
2022-10-17,34.45595
2022-10-18,31.86528
2022-10-19,28.4974
2022-10-20,33.67875
2022-10-21,25.3886
2022-10-22,13.98963
2022-10-23,10.88082
2022-10-24,27.46113
2022-10-25,23.31606
2022-10-26,17.61658
2022-10-27,30.31088
2022-10-28,25.90673
2022-10-29,13.4715
2022-10-30,8.80829
2022-10-31,31.08808
2022-11-01,23.31606
2022-11-02,27.46113
2022-11-03,26.68393
2022-11-04,24.35233
2022-11-05,16.32124
2022-11-06,12.6943
2022-11-07,28.4974
2022-11-08,23.31606
2022-11-09,25.64766
2022-11-10,34.45595
2022-11-11,20.20725
2022-11-12,12.95336
2022-11-13,5.95854
2022-11-14,25.90673
2022-11-15,24.87046
2022-11-16,22.79792
2022-11-17,27.7202
2022-11-18,19.43005
2022-11-19,13.73056
2022-11-20,9.58549
2022-11-21,24.09326
2022-11-22,21.24352
2022-11-23,26.68393
2022-11-24,26.68393
2022-11-25,22.79792
2022-11-26,12.6943
2022-11-27,8.29015
2022-11-28,23.05699
2022-11-29,23.57512
2022-11-30,22.79792
2022-12-01,35.75129
2022-12-02,27.46113
2022-12-03,10.36269
2022-12-04,10.36269
2022-12-05,26.68393
2022-12-06,18.13471
2022-12-07,26.943
2022-12-08,36.26943
2022-12-09,28.23834
2022-12-10,14.2487
2022-12-11,14.2487
2022-12-12,25.12953
2022-12-13,26.943
2022-12-14,26.1658
2022-12-15,33.16062
2022-12-16,22.53886
2022-12-17,13.21243
2022-12-18,8.03108
2022-12-19,26.68393
2022-12-20,25.64766
2022-12-21,26.943
2022-12-22,30.05181
2022-12-23,27.20207
2022-12-24,9.06735
2022-12-25,8.80829
2022-12-26,21.76165
2022-12-27,29.53367
2022-12-28,28.75647
2022-12-29,31.86528
2022-12-30,24.09326
2022-12-31,14.76683
2023-01-01,13.4715
2023-01-02,24.09326
2023-01-03,29.01554
2023-01-04,28.75647
2023-01-05,35.49222
2023-01-06,27.46113
2023-01-07,15.0259
2023-01-08,9.84455
2023-01-09,26.943
2023-01-10,28.23834
2023-01-11,29.01554
2023-01-12,37.56476
2023-01-13,33.16062
2023-01-14,16.58031
2023-01-15,12.43523
2023-01-16,30.82901
2023-01-17,31.86528
2023-01-18,26.68393
2023-01-19,37.82383
2023-01-20,26.42487
2023-01-21,13.4715
2023-01-22,13.21243
2023-01-23,10.62176
2023-01-24,13.4715
2023-01-25,35.23316
2023-01-26,40.67357
2023-01-27,27.20207
2023-01-28,17.87564
2023-01-29,12.17616
2023-01-30,25.12953
2023-01-31,25.90673
2023-02-01,27.46113
2023-02-02,35.49222
2023-02-03,27.20207
2023-02-04,9.06735
2023-02-05,8.54922
2023-02-06,24.87046
2023-02-07,25.3886
2023-02-08,27.46113
2023-02-09,34.19689
2023-02-10,31.60621
2023-02-11,15.8031
2023-02-12,13.73056
2023-02-13,30.31088
2023-02-14,31.08808
2023-02-15,27.97927
2023-02-16,34.97409
2023-02-17,25.12953
2023-02-18,12.6943
2023-02-19,12.17616
2023-02-20,33.67875
2023-02-21,26.68393
2023-02-22,25.3886
2023-02-23,37.82383
2023-02-24,33.41968
2023-02-25,15.54404
2023-02-26,15.28497
2023-02-27,35.49222
2023-02-28,27.20207
2023-03-01,16.32124
2023-03-02,35.75129
2023-03-03,29.79274
2023-03-04,19.17098
2023-03-05,11.39896
2023-03-06,30.05181
2023-03-07,26.943
2023-03-08,20.98445
2023-03-09,37.30569
2023-03-10,30.05181
2023-03-11,13.4715
2023-03-12,10.36269
2023-03-13,29.01554
2023-03-14,28.4974
2023-03-15,33.41968
2023-03-16,34.71502
2023-03-17,24.35233
2023-03-18,11.13989
2023-03-19,13.21243
2023-03-20,27.46113
2023-03-21,31.08808
2023-03-22,31.34715
2023-03-23,34.71502
2023-03-24,25.64766
2023-03-25,14.2487
2023-03-26,9.58549
2023-03-27,35.75129
2023-03-28,29.27461
2023-03-29,22.53886
2023-03-30,27.97927
2023-03-31,25.90673
2023-04-01,13.4715
2023-04-02,11.13989
2023-04-03,32.12435
2023-04-04,24.35233
2023-04-05,19.94818
2023-04-06,32.38341
2023-04-07,28.75647
2023-04-08,11.39896
2023-04-09,14.2487
2023-04-10,29.27461
2023-04-11,25.90673
2023-04-12,24.35233
2023-04-13,34.45595
2023-04-14,26.42487
2023-04-15,12.17616
2023-04-16,11.39896
2023-04-17,28.4974
2023-04-18,28.75647
2023-04-19,35.75129
2023-04-20,39.11917
2023-04-21,27.97927
2023-04-22,15.54404
2023-04-23,8.80829
2023-04-24,34.71502
2023-04-25,27.7202
2023-04-26,24.35233
2023-04-27,30.82901
2023-04-28,27.46113
2023-04-29,12.6943
2023-04-30,10.10362
2023-05-01,16.83937
2023-05-02,25.90673
2023-05-03,35.23316
2023-05-04,25.3886
2023-05-05,14.50777
2023-05-06,10.36269
2023-05-07,8.80829
2023-05-08,29.79274
2023-05-09,24.87046
2023-05-10,28.23834
2023-05-11,32.90155
2023-05-12,25.12953
2023-05-13,19.68911
2023-05-14,10.10362
2023-05-15,28.75647
2023-05-16,29.79274
2023-05-17,26.943
2023-05-18,30.82901
2023-05-19,33.93782
2023-05-20,14.50777
2023-05-21,13.98963
2023-05-22,30.05181
2023-05-23,27.20207
2023-05-24,32.12435
2023-05-25,36.26943
2023-05-26,28.75647
2023-05-27,15.28497
2023-05-28,9.58549
