date,걷기앱테크
2020-03-26,1.83823
2020-03-28,2.57352
2020-04-04,2.20588
2020-04-07,4.41176
2020-04-10,2.94117
2020-04-14,2.20588
2020-04-22,1.83823
2020-04-23,2.94117
2020-04-25,1.83823
2020-04-30,2.57352
2020-05-01,2.20588
2020-07-10,4.41176
2020-07-14,1.83823
2020-07-26,2.57352
2020-08-23,2.94117
2020-09-01,1.83823
2020-09-04,2.20588
2020-09-05,2.94117
2020-09-07,2.57352
2020-09-10,2.20588
2020-09-13,1.83823
2020-09-21,1.83823
2020-09-26,1.83823
2020-10-12,1.83823
2020-10-16,1.83823
2020-11-06,2.94117
2020-11-15,2.94117
2020-11-16,3.30882
2020-11-21,1.83823
2020-12-12,1.83823
2020-12-13,1.83823
2020-12-18,1.83823
2020-12-31,3.30882
2021-01-03,3.30882
2021-01-07,1.83823
2021-01-09,2.94117
2021-01-10,2.20588
2021-01-16,1.83823
2021-01-17,3.67647
2021-01-21,1.83823
2021-01-22,2.20588
2021-01-23,6.25
2021-01-24,2.94117
2021-01-25,3.30882
2021-01-29,2.57352
2021-01-31,4.77941
2021-02-01,2.20588
2021-02-02,5.5147
2021-02-03,3.67647
2021-02-04,1.83823
2021-02-05,3.30882
2021-02-06,2.20588
2021-02-09,3.67647
2021-02-10,3.30882
2021-02-12,1.83823
2021-02-13,2.57352
2021-02-14,2.20588
2021-02-17,1.83823
2021-02-20,2.20588
2021-02-21,2.94117
2021-02-22,2.20588
2021-02-24,2.94117
2021-03-01,1.83823
2021-03-08,1.83823
2021-03-10,5.14705
2021-03-13,2.94117
2021-03-14,2.94117
2021-03-15,2.57352
2021-03-16,1.83823
2021-03-17,2.57352
2021-03-20,1.83823
2021-03-23,3.67647
2021-03-24,2.94117
2021-03-25,3.67647
2021-03-28,2.20588
2021-03-31,1.83823
2021-04-04,4.41176
2021-04-05,2.20588
2021-04-06,1.83823
2021-04-07,4.04411
2021-04-08,1.83823
2021-04-09,1.83823
2021-04-11,5.14705
2021-04-12,4.41176
2021-04-14,2.57352
2021-04-15,2.94117
2021-04-17,3.30882
2021-04-19,2.57352
2021-04-20,1.83823
2021-04-22,1.83823
2021-04-28,2.57352
2021-05-01,2.94117
2021-05-07,2.20588
2021-05-11,2.57352
2021-05-12,2.57352
2021-05-14,2.20588
2021-05-19,1.83823
2021-05-22,1.83823
2021-05-24,2.20588
2021-05-29,2.94117
2021-05-30,1.83823
2021-06-01,1.83823
2021-06-21,1.83823
2021-06-22,2.57352
2021-06-25,4.41176
2021-06-26,3.67647
2021-07-01,1.83823
2021-07-02,2.57352
2021-07-17,1.83823
2021-07-19,1.83823
2021-07-20,2.20588
2021-07-23,1.83823
2021-08-01,2.20588
2021-08-05,2.20588
2021-08-16,2.20588
2021-08-24,1.83823
2021-08-29,4.77941
2021-08-30,2.20588
2021-09-05,2.57352
2021-09-06,1.83823
2021-09-13,2.20588
2021-09-14,2.20588
2021-09-15,1.83823
2021-09-19,2.20588
2021-09-22,2.57352
2021-09-23,2.20588
2021-09-25,2.20588
2021-09-26,5.14705
2021-09-29,1.83823
2021-09-30,2.20588
2021-10-03,3.67647
2021-10-05,1.83823
2021-10-06,1.83823
2021-10-07,3.30882
2021-10-09,4.41176
2021-10-11,2.20588
2021-10-14,4.04411
2021-10-16,1.83823
2021-10-22,2.20588
2021-10-23,2.94117
2021-10-24,1.83823
2021-10-25,1.83823
2021-10-26,2.20588
2021-11-02,3.30882
2021-11-04,3.67647
2021-11-09,2.20588
2021-11-18,3.30882
2021-11-24,1.83823
2021-12-09,2.20588
2021-12-10,1.83823
2021-12-11,1.83823
2021-12-12,2.20588
2021-12-16,1.83823
2021-12-19,2.94117
2022-01-05,2.20588
2022-01-06,2.20588
2022-01-15,5.14705
2022-01-19,1.83823
2022-01-21,1.83823
2022-01-29,2.20588
2022-01-30,1.83823
2022-01-31,3.30882
2022-02-02,5.14705
2022-02-03,2.57352
2022-02-04,1.83823
2022-02-06,3.30882
2022-02-07,3.30882
2022-02-09,1.83823
2022-02-11,2.57352
2022-02-13,2.20588
2022-02-15,2.57352
2022-02-16,2.20588
2022-02-17,1.83823
2022-02-19,2.57352
2022-02-21,1.83823
2022-02-22,1.83823
2022-02-23,1.83823
2022-02-24,4.04411
2022-02-25,2.94117
2022-02-26,1.83823
2022-03-01,2.94117
2022-03-02,3.67647
2022-03-03,2.57352
2022-03-04,1.83823
2022-03-05,2.20588
2022-03-06,5.5147
2022-03-08,2.57352
2022-03-12,2.57352
2022-03-14,19.11764
2022-03-15,3.30882
2022-03-16,4.04411
2022-03-17,4.41176
2022-03-19,3.67647
2022-03-20,5.5147
2022-03-21,1.83823
2022-03-22,2.20588
2022-03-24,4.41176
2022-03-26,2.20588
2022-03-28,2.94117
2022-03-30,1.83823
2022-03-31,3.30882
2022-04-01,3.67647
2022-04-02,2.57352
2022-04-03,6.25
2022-04-04,1.83823
2022-04-05,4.41176
2022-04-06,2.20588
2022-04-07,4.04411
2022-04-08,4.04411
2022-04-09,1.83823
2022-04-10,2.20588
2022-04-13,3.30882
2022-04-16,1.83823
2022-04-17,5.14705
2022-04-18,2.57352
2022-04-19,2.94117
2022-04-20,4.77941
2022-04-21,6.25
2022-04-22,2.94117
2022-04-23,9.92647
2022-04-24,7.72058
2022-04-25,6.25
2022-04-26,5.14705
2022-04-27,3.67647
2022-04-28,4.77941
2022-04-29,6.25
2022-04-30,5.88235
2022-05-01,3.30882
2022-05-02,4.41176
2022-05-03,5.14705
2022-05-04,3.30882
2022-05-05,6.61764
2022-05-06,5.5147
2022-05-07,3.30882
2022-05-08,12.13235
2022-05-09,9.92647
2022-05-10,8.45588
2022-05-11,9.92647
2022-05-12,4.41176
2022-05-13,4.41176
2022-05-14,6.61764
2022-05-15,5.5147
2022-05-16,6.98529
2022-05-17,7.35294
2022-05-18,8.82352
2022-05-19,9.55882
2022-05-20,5.14705
2022-05-21,4.41176
2022-05-22,3.30882
2022-05-23,14.33823
2022-05-24,5.5147
2022-05-25,8.45588
2022-05-26,6.98529
2022-05-27,4.41176
2022-05-28,7.35294
2022-05-29,9.92647
2022-05-30,8.08823
2022-05-31,21.32352
2022-06-01,22.05882
2022-06-02,16.91176
2022-06-03,14.33823
2022-06-04,9.92647
2022-06-05,15.07352
2022-06-06,17.27941
2022-06-07,12.5
2022-06-08,20.95588
2022-06-09,18.0147
2022-06-10,16.91176
2022-06-11,16.54411
2022-06-12,15.44117
2022-06-13,22.79411
2022-06-14,19.85294
2022-06-15,17.64705
2022-06-16,19.48529
2022-06-17,11.7647
2022-06-18,20.22058
2022-06-19,14.70588
2022-06-20,19.11764
2022-06-21,13.60294
2022-06-22,15.80882
2022-06-23,16.91176
2022-06-24,18.0147
2022-06-25,12.86764
2022-06-26,20.58823
2022-06-27,13.23529
2022-06-28,13.23529
2022-06-29,34.92647
2022-06-30,36.7647
2022-07-01,18.75
2022-07-02,12.13235
2022-07-03,26.83823
2022-07-04,19.85294
2022-07-05,21.32352
2022-07-06,17.64705
2022-07-07,11.02941
2022-07-08,13.60294
2022-07-09,17.27941
2022-07-10,19.85294
2022-07-11,15.80882
2022-07-12,11.7647
2022-07-13,9.55882
2022-07-14,23.89705
2022-07-15,16.17647
2022-07-16,9.19117
2022-07-17,13.60294
2022-07-18,8.45588
2022-07-19,15.07352
2022-07-20,28.30882
2022-07-21,16.54411
2022-07-22,16.54411
2022-07-23,15.80882
2022-07-24,14.70588
2022-07-25,20.58823
2022-07-26,14.70588
2022-07-27,12.5
2022-07-28,16.17647
2022-07-29,9.19117
2022-07-30,22.42647
2022-07-31,40.44117
2022-08-01,28.30882
2022-08-02,20.95588
2022-08-03,23.16176
2022-08-04,12.5
2022-08-05,11.7647
2022-08-06,19.85294
2022-08-07,58.08823
2022-08-08,22.79411
2022-08-09,23.16176
2022-08-10,39.70588
2022-08-11,23.52941
2022-08-12,14.70588
2022-08-13,16.54411
2022-08-14,15.80882
2022-08-15,41.54411
2022-08-16,38.60294
2022-08-17,24.2647
2022-08-18,28.67647
2022-08-19,30.14705
2022-08-20,26.10294
2022-08-21,38.60294
2022-08-22,29.04411
2022-08-23,21.32352
2022-08-24,21.32352
2022-08-25,26.83823
2022-08-26,22.42647
2022-08-27,17.27941
2022-08-28,22.05882
2022-08-29,22.42647
2022-08-30,21.69117
2022-08-31,19.11764
2022-09-01,23.89705
2022-09-02,20.95588
2022-09-03,23.52941
2022-09-04,16.91176
2022-09-05,11.02941
2022-09-06,26.10294
2022-09-07,17.64705
2022-09-08,15.80882
2022-09-09,18.75
2022-09-10,18.38235
2022-09-11,19.48529
2022-09-12,25.36764
2022-09-13,16.91176
2022-09-14,32.72058
2022-09-15,16.91176
2022-09-16,19.11764
2022-09-17,28.67647
2022-09-18,35.29411
2022-09-19,26.83823
2022-09-20,25.0
2022-09-21,22.05882
2022-09-22,26.47058
2022-09-23,27.20588
2022-09-24,23.16176
2022-09-25,24.63235
2022-09-26,19.48529
2022-09-27,22.79411
2022-09-28,31.98529
2022-09-29,33.08823
2022-09-30,25.73529
2022-10-01,21.32352
2022-10-02,23.89705
2022-10-03,24.2647
2022-10-04,39.33823
2022-10-05,31.25
2022-10-06,26.47058
2022-10-07,18.0147
2022-10-08,24.63235
2022-10-09,30.88235
2022-10-10,16.54411
2022-10-11,20.22058
2022-10-12,26.47058
2022-10-13,25.36764
2022-10-14,18.38235
2022-10-15,27.94117
2022-10-16,25.73529
2022-10-17,33.82352
2022-10-18,15.07352
2022-10-19,19.11764
2022-10-20,21.32352
2022-10-21,21.69117
2022-10-22,17.64705
2022-10-23,77.94117
2022-10-24,32.72058
2022-10-25,41.17647
2022-10-26,23.89705
2022-10-27,21.69117
2022-10-28,20.22058
2022-10-29,25.73529
2022-10-30,19.85294
2022-10-31,21.69117
2022-11-01,23.16176
2022-11-02,20.58823
2022-11-03,22.42647
2022-11-04,12.86764
2022-11-05,18.38235
2022-11-06,13.97058
2022-11-07,16.17647
2022-11-08,28.30882
2022-11-09,25.36764
2022-11-10,24.63235
2022-11-11,13.97058
2022-11-12,17.64705
2022-11-13,19.48529
2022-11-14,16.17647
2022-11-15,15.44117
2022-11-16,13.23529
2022-11-17,15.07352
2022-11-18,13.97058
2022-11-19,10.29411
2022-11-20,16.91176
2022-11-21,19.11764
2022-11-22,12.86764
2022-11-23,21.32352
2022-11-24,19.48529
2022-11-25,18.0147
2022-11-26,15.44117
2022-11-27,14.33823
2022-11-28,12.13235
2022-11-29,16.91176
2022-11-30,8.45588
2022-12-01,12.13235
2022-12-02,9.92647
2022-12-03,9.55882
2022-12-04,15.80882
2022-12-05,9.92647
2022-12-06,9.92647
2022-12-07,13.60294
2022-12-08,10.29411
2022-12-09,8.08823
2022-12-10,10.29411
2022-12-11,16.54411
2022-12-12,14.70588
2022-12-13,15.44117
2022-12-14,13.97058
2022-12-15,10.66176
2022-12-16,10.29411
2022-12-17,9.55882
2022-12-18,11.7647
2022-12-19,10.66176
2022-12-20,13.60294
2022-12-21,13.60294
2022-12-22,12.5
2022-12-23,7.72058
2022-12-24,8.08823
2022-12-25,11.39705
2022-12-26,17.64705
2022-12-27,12.86764
2022-12-28,17.27941
2022-12-29,19.11764
2022-12-30,18.75
2022-12-31,12.13235
2023-01-01,19.48529
2023-01-02,19.11764
2023-01-03,20.22058
2023-01-04,18.38235
2023-01-05,11.7647
2023-01-06,10.29411
2023-01-07,18.0147
2023-01-08,15.07352
2023-01-09,7.35294
2023-01-10,17.64705
2023-01-11,17.27941
2023-01-12,17.64705
2023-01-13,16.91176
2023-01-14,22.05882
2023-01-15,13.23529
2023-01-16,14.33823
2023-01-17,20.95588
2023-01-18,13.97058
2023-01-19,15.07352
2023-01-20,10.29411
2023-01-21,8.82352
2023-01-22,86.02941
2023-01-23,24.2647
2023-01-24,20.95588
2023-01-25,21.69117
2023-01-26,25.73529
2023-01-27,20.22058
2023-01-28,20.95588
2023-01-29,24.63235
2023-01-30,22.05882
2023-01-31,24.2647
2023-02-01,20.22058
2023-02-02,26.10294
2023-02-03,34.55882
2023-02-04,50.36764
2023-02-05,21.69117
2023-02-06,25.0
2023-02-07,29.41176
2023-02-08,34.92647
2023-02-09,27.57352
2023-02-10,36.7647
2023-02-11,26.83823
2023-02-12,20.58823
2023-02-13,8.82352
2023-02-14,23.52941
2023-02-15,29.04411
2023-02-16,23.89705
2023-02-17,34.19117
2023-02-18,17.27941
2023-02-19,24.63235
2023-02-20,21.32352
2023-02-21,25.73529
2023-02-22,37.5
2023-02-23,21.32352
2023-02-24,23.89705
2023-02-25,22.42647
2023-02-26,29.41176
2023-02-27,24.63235
2023-02-28,33.82352
2023-03-01,33.82352
2023-03-02,25.36764
2023-03-03,21.32352
2023-03-04,20.95588
2023-03-05,29.77941
2023-03-06,22.42647
2023-03-07,25.0
2023-03-08,25.36764
2023-03-09,22.79411
2023-03-10,18.75
2023-03-11,19.85294
2023-03-12,29.41176
2023-03-13,21.32352
2023-03-14,25.0
2023-03-15,30.14705
2023-03-16,24.2647
2023-03-17,22.42647
2023-03-18,19.11764
2023-03-19,28.67647
2023-03-20,20.95588
2023-03-21,24.63235
2023-03-22,25.0
2023-03-23,21.69117
2023-03-24,18.38235
2023-03-25,22.79411
2023-03-26,22.79411
2023-03-27,26.83823
2023-03-28,30.5147
2023-03-29,23.16176
2023-03-30,27.57352
2023-03-31,24.63235
2023-04-01,27.20588
2023-04-02,23.16176
2023-04-03,23.89705
2023-04-04,14.33823
2023-04-05,20.22058
2023-04-06,22.42647
2023-04-07,19.48529
2023-04-08,19.85294
2023-04-09,21.69117
2023-04-10,21.32352
2023-04-11,25.36764
2023-04-12,22.42647
2023-04-13,18.0147
2023-04-14,12.86764
2023-04-15,15.07352
2023-04-16,13.60294
2023-04-17,20.95588
2023-04-18,24.2647
2023-04-19,20.95588
2023-04-20,19.48529
2023-04-21,23.16176
2023-04-22,19.48529
2023-04-23,19.85294
2023-04-24,19.48529
2023-04-25,16.54411
2023-04-26,20.95588
2023-04-27,27.20588
2023-04-28,20.95588
2023-04-29,21.32352
2023-04-30,23.89705
2023-05-01,26.10294
2023-05-02,26.10294
2023-05-03,15.44117
2023-05-04,18.75
2023-05-05,14.70588
2023-05-06,22.42647
2023-05-07,13.97058
2023-05-08,18.38235
2023-05-09,16.91176
2023-05-10,24.2647
2023-05-11,19.85294
2023-05-12,15.80882
2023-05-13,13.60294
2023-05-14,20.22058
2023-05-15,14.70588
2023-05-16,16.17647
2023-05-17,15.07352
2023-05-18,18.38235
2023-05-19,19.85294
2023-05-20,19.48529
2023-05-21,19.85294
2023-05-22,19.85294
2023-05-23,13.23529
2023-05-24,18.75
2023-05-25,21.32352
2023-05-26,16.17647
2023-05-27,18.75
2023-05-28,19.85294
2023-05-29,15.07352
2023-05-30,16.91176
2023-05-31,20.95588
2023-06-01,28.67647
2023-06-02,13.97058
2023-06-03,22.79411
2023-06-04,33.08823
2023-06-05,21.69117
2023-06-06,28.67647
2023-06-07,23.89705
2023-06-08,16.17647
2023-06-09,19.11764
2023-06-10,8.82352
2023-06-11,15.44117
2023-06-12,19.85294
2023-06-13,15.44117
2023-06-14,22.79411
2023-06-15,18.38235
2023-06-16,22.42647
2023-06-17,19.11764
2023-06-18,18.75
2023-06-19,13.97058
2023-06-20,17.27941
2023-06-21,20.95588
2023-06-22,13.23529
2023-06-23,13.97058
2023-06-24,17.27941
2023-06-25,16.91176
2023-06-26,13.97058
2023-06-27,19.85294
2023-06-28,22.79411
2023-06-29,17.27941
2023-06-30,18.38235
2023-07-01,25.36764
2023-07-02,15.07352
2023-07-03,21.32352
2023-07-04,16.17647
2023-07-05,13.97058
2023-07-06,12.86764
2023-07-07,17.27941
2023-07-08,11.02941
2023-07-09,17.64705
2023-07-10,9.92647
2023-07-11,13.97058
2023-07-12,9.55882
2023-07-13,4.77941
2023-07-14,9.55882
2023-07-15,10.29411
2023-07-16,16.91176
2023-07-17,15.80882
2023-07-18,10.29411
2023-07-19,14.70588
2023-07-20,11.02941
2023-07-21,11.39705
2023-07-22,9.55882
2023-07-23,10.66176
2023-07-24,9.92647
2023-07-25,12.86764
2023-07-26,10.29411
2023-07-27,13.23529
2023-07-28,15.80882
2023-07-29,9.55882
2023-07-30,7.35294
2023-07-31,11.39705
2023-08-01,22.05882
2023-08-02,11.7647
2023-08-03,11.02941
2023-08-04,19.48529
2023-08-05,13.97058
2023-08-06,7.72058
2023-08-07,8.45588
2023-08-08,12.86764
2023-08-09,16.17647
2023-08-10,13.97058
2023-08-11,18.38235
2023-08-12,6.25
2023-08-13,13.60294
2023-08-14,12.5
2023-08-15,14.33823
2023-08-16,18.75
2023-08-17,11.39705
2023-08-18,13.60294
2023-08-19,12.13235
2023-08-20,18.0147
2023-08-21,17.64705
2023-08-22,10.29411
2023-08-23,12.5
2023-08-24,14.33823
2023-08-25,12.5
2023-08-26,15.07352
2023-08-27,13.97058
2023-08-28,10.29411
2023-08-29,12.86764
2023-08-30,16.17647
2023-08-31,17.64705
2023-09-01,10.29411
2023-09-02,18.38235
2023-09-03,20.22058
2023-09-04,14.33823
2023-09-05,16.91176
