date,적금특판
2020-08-27,8.55298
2020-08-28,5.94405
2020-08-29,4.03442
2020-08-30,4.41097
2020-08-31,7.93437
2020-09-01,7.23507
2020-09-02,8.01506
2020-09-03,6.67025
2020-09-04,6.91231
2020-09-05,4.43786
2020-09-06,4.78752
2020-09-07,6.64335
2020-09-08,6.77783
2020-09-09,7.18128
2020-09-10,8.14954
2020-09-11,7.04679
2020-09-12,4.41097
2020-09-13,4.1689
2020-09-14,7.50403
2020-09-15,9.22538
2020-09-16,8.20333
2020-09-17,6.93921
2020-09-18,5.97095
2020-09-19,3.44271
2020-09-20,4.27649
2020-09-21,7.07369
2020-09-22,6.50887
2020-09-23,7.10059
2020-09-24,5.64819
2020-09-25,7.28886
2020-09-26,4.06132
2020-09-27,4.65303
2020-09-28,7.10059
2020-09-29,6.53577
2020-09-30,4.08821
2020-10-01,3.30823
2020-10-02,3.73856
2020-10-03,3.73856
2020-10-04,4.62614
2020-10-05,7.79989
2020-10-06,7.0199
2020-10-07,6.67025
2020-10-08,7.04679
2020-10-09,4.03442
2020-10-10,3.68477
2020-10-11,3.65788
2020-10-12,7.93437
2020-10-13,7.98816
2020-10-14,7.90747
2020-10-15,7.45024
2020-10-16,6.61646
2020-10-17,3.57719
2020-10-18,4.78752
2020-10-19,8.04195
2020-10-20,9.06401
2020-10-21,8.98332
2020-10-22,10.16675
2020-10-23,8.01506
2020-10-24,4.59924
2020-10-25,4.59924
2020-10-26,8.47229
2020-10-27,8.20333
2020-10-28,8.33781
2020-10-29,8.36471
2020-10-30,7.79989
2020-10-31,4.08821
2020-11-01,5.21785
2020-11-02,9.41366
2020-11-03,8.57988
2020-11-04,6.77783
2020-11-05,6.993
2020-11-06,7.20817
2020-11-07,4.41097
2020-11-08,4.30338
2020-11-09,9.19849
2020-11-10,8.87573
2020-11-11,7.98816
2020-11-12,8.52608
2020-11-13,7.0199
2020-11-14,3.84615
2020-11-15,3.92684
2020-11-16,7.66541
2020-11-17,7.93437
2020-11-18,6.77783
2020-11-19,7.31576
2020-11-20,6.40129
2020-11-21,3.30823
2020-11-22,3.11995
2020-11-23,6.21301
2020-11-24,6.93921
2020-11-25,7.0199
2020-11-26,6.37439
2020-11-27,4.57235
2020-11-28,4.43786
2020-11-29,3.76546
2020-11-30,8.36471
2020-12-01,8.68746
2020-12-02,9.1178
2020-12-03,9.17159
2020-12-04,7.07369
2020-12-05,5.08337
2020-12-06,5.83647
2020-12-07,8.25712
2020-12-08,8.01506
2020-12-09,9.30607
2020-12-10,8.92953
2020-12-11,7.77299
2020-12-12,4.8951
2020-12-13,4.78752
2020-12-14,9.1447
2020-12-15,8.47229
2020-12-16,8.71436
2020-12-17,8.90263
2020-12-18,7.85368
2020-12-19,6.18612
2020-12-20,5.70199
2020-12-21,10.86605
2020-12-22,10.19365
2020-12-23,13.60946
2020-12-24,11.40398
2020-12-25,8.71436
2020-12-26,8.14954
2020-12-27,10.00537
2020-12-28,14.52393
2020-12-29,12.6143
2020-12-30,14.41635
2020-12-31,12.82947
2021-01-01,13.98601
2021-01-02,12.99085
2021-01-03,12.21086
2021-01-04,19.36525
2021-01-05,20.95212
2021-01-06,19.36525
2021-01-07,16.8639
2021-01-08,15.06186
2021-01-09,10.32813
2021-01-10,15.89564
2021-01-11,15.81495
2021-01-12,17.10597
2021-01-13,15.94943
2021-01-14,19.87627
2021-01-15,18.37009
2021-01-16,9.7902
2021-01-17,10.05917
2021-01-18,13.50188
2021-01-19,17.15976
2021-01-20,17.13286
2021-01-21,16.05701
2021-01-22,14.95427
2021-01-23,9.33297
2021-01-24,10.59709
2021-01-25,19.47283
2021-01-26,17.40182
2021-01-27,16.43356
2021-01-28,17.75147
2021-01-29,16.40667
2021-01-30,8.55298
2021-01-31,8.74125
2021-02-01,18.02044
2021-02-02,18.47767
2021-02-03,22.32383
2021-02-04,22.37762
2021-02-05,17.5632
2021-02-06,10.65088
2021-02-07,10.65088
2021-02-08,15.76116
2021-02-09,13.47498
2021-02-10,12.72189
2021-02-11,7.7192
2021-02-12,6.10543
2021-02-13,7.39644
2021-02-14,10.62399
2021-02-15,14.98117
2021-02-16,13.63636
2021-02-17,11.83431
2021-02-18,9.95158
2021-02-19,10.00537
2021-02-20,5.5944
2021-02-21,6.64335
2021-02-22,11.56535
2021-02-23,11.18881
2021-02-24,9.0909
2021-02-25,10.40882
2021-02-26,9.92469
2021-02-27,5.13717
2021-02-28,5.13717
2021-03-01,6.96611
2021-03-02,10.5164
2021-03-03,10.48951
2021-03-04,10.16675
2021-03-05,7.98816
2021-03-06,5.48682
2021-03-07,5.21785
2021-03-08,9.68262
2021-03-09,8.57988
2021-03-10,9.25228
2021-03-11,8.14954
2021-03-12,7.20817
2021-03-13,4.1689
2021-03-14,4.70683
2021-03-15,9.01022
2021-03-16,8.12264
2021-03-17,8.25712
2021-03-18,8.01506
2021-03-19,6.993
2021-03-20,4.76062
2021-03-21,4.73372
2021-03-22,8.28402
2021-03-23,8.49919
2021-03-24,7.7461
2021-03-25,8.28402
2021-03-26,6.88542
2021-03-27,4.35718
2021-03-28,4.38407
2021-03-29,8.3916
2021-03-30,7.85368
2021-03-31,6.93921
2021-04-01,7.63851
2021-04-02,6.07853
2021-04-03,3.57719
2021-04-04,4.33028
2021-04-05,7.58472
2021-04-06,6.80473
2021-04-07,7.15438
2021-04-08,5.86336
2021-04-09,5.51371
2021-04-10,3.79236
2021-04-11,3.36202
2021-04-12,6.56266
2021-04-13,5.83647
2021-04-14,5.89026
2021-04-15,7.0199
2021-04-16,6.05164
2021-04-17,2.68961
2021-04-18,4.06132
2021-04-19,7.12748
2021-04-20,6.10543
2021-04-21,5.00268
2021-04-22,6.26681
2021-04-23,6.18612
2021-04-24,3.4696
2021-04-25,3.22754
2021-04-26,5.83647
2021-04-27,5.75578
2021-04-28,5.54061
2021-04-29,5.45992
2021-04-30,6.69714
2021-05-01,3.87305
2021-05-02,4.30338
2021-05-03,7.53093
2021-05-04,6.3206
2021-05-05,4.46476
2021-05-06,6.69714
2021-05-07,6.26681
2021-05-08,4.11511
2021-05-09,3.81925
2021-05-10,7.7192
2021-05-11,5.97095
2021-05-12,6.23991
2021-05-13,4.78752
2021-05-14,5.5944
2021-05-15,3.17374
2021-05-16,3.01237
2021-05-17,5.40613
2021-05-18,4.84131
2021-05-19,4.00753
2021-05-20,6.85852
2021-05-21,6.64335
2021-05-22,3.41581
2021-05-23,4.06132
2021-05-24,7.26196
2021-05-25,8.55298
2021-05-26,8.28402
2021-05-27,5.94405
2021-05-28,5.99784
2021-05-29,3.52339
2021-05-30,3.84615
2021-05-31,7.93437
2021-06-01,8.4454
2021-06-02,7.28886
2021-06-03,6.75094
2021-06-04,5.11027
2021-06-05,3.79236
2021-06-06,3.98063
2021-06-07,7.15438
2021-06-08,6.05164
2021-06-09,6.93921
2021-06-10,6.96611
2021-06-11,6.85852
2021-06-12,3.89994
2021-06-13,3.84615
2021-06-14,8.09575
2021-06-15,9.7902
2021-06-16,9.35987
2021-06-17,7.93437
2021-06-18,7.15438
2021-06-19,4.67993
2021-06-20,4.49166
2021-06-21,9.44055
2021-06-22,9.1447
2021-06-23,11.40398
2021-06-24,33.21678
2021-06-25,17.29424
2021-06-26,11.75363
2021-06-27,10.08606
2021-06-28,17.85906
2021-06-29,17.88596
2021-06-30,13.3405
2021-07-01,13.63636
2021-07-02,11.45777
2021-07-03,7.42334
2021-07-04,8.17643
2021-07-05,12.77568
2021-07-06,13.52877
2021-07-07,11.26949
2021-07-08,12.34534
2021-07-09,9.44055
2021-07-10,8.71436
2021-07-11,8.28402
2021-07-12,13.47498
2021-07-13,14.33566
2021-07-14,13.52877
2021-07-15,12.6412
2021-07-16,11.78052
2021-07-17,8.25712
2021-07-18,8.20333
2021-07-19,13.52877
2021-07-20,13.60946
2021-07-21,12.02259
2021-07-22,12.26465
2021-07-23,11.2426
2021-07-24,8.60677
2021-07-25,8.31091
2021-07-26,11.51156
2021-07-27,12.37224
2021-07-28,12.82947
2021-07-29,12.23776
2021-07-30,10.67778
2021-07-31,7.66541
2021-08-01,8.76815
2021-08-02,13.3674
2021-08-03,13.3674
2021-08-04,12.6412
2021-08-05,11.69983
2021-08-06,10.11296
2021-08-07,6.69714
2021-08-08,6.67025
2021-08-09,11.43087
2021-08-10,12.88327
2021-08-11,11.69983
2021-08-12,10.67778
2021-08-13,9.52124
2021-08-14,7.39644
2021-08-15,6.50887
2021-08-16,9.35987
2021-08-17,12.96395
2021-08-18,11.2426
2021-08-19,11.13501
2021-08-20,10.03227
2021-08-21,6.69714
2021-08-22,6.85852
2021-08-23,13.23292
2021-08-24,11.40398
2021-08-25,13.28671
2021-08-26,15.03496
2021-08-27,13.58257
2021-08-28,8.55298
2021-08-29,9.22538
2021-08-30,14.09359
2021-08-31,14.87358
2021-09-01,18.04733
2021-09-02,14.0398
2021-09-03,11.51156
2021-09-04,7.77299
2021-09-05,8.20333
2021-09-06,11.915
2021-09-07,13.44809
2021-09-08,12.69499
2021-09-09,11.51156
2021-09-10,11.915
2021-09-11,8.55298
2021-09-12,7.88058
2021-09-13,11.00053
2021-09-14,10.57019
2021-09-15,9.95158
2021-09-16,10.27434
2021-09-17,11.00053
2021-09-18,6.56266
2021-09-19,5.80957
2021-09-20,5.16406
2021-09-21,5.70199
2021-09-22,6.2937
2021-09-23,12.50672
2021-09-24,12.45293
2021-09-25,7.63851
2021-09-26,7.50403
2021-09-27,12.31845
2021-09-28,11.88811
2021-09-29,10.43571
2021-09-30,11.67294
2021-10-01,11.61915
2021-10-02,7.07369
2021-10-03,6.91231
2021-10-04,7.93437
2021-10-05,11.75363
2021-10-06,11.45777
2021-10-07,10.97364
2021-10-08,8.55298
2021-10-09,6.45508
2021-10-10,5.97095
2021-10-11,8.3916
2021-10-12,17.45562
2021-10-13,13.66325
2021-10-14,11.61915
2021-10-15,11.26949
2021-10-16,6.10543
2021-10-17,7.04679
2021-10-18,11.45777
2021-10-19,10.86605
2021-10-20,11.00053
2021-10-21,9.60193
2021-10-22,8.06885
2021-10-23,6.42818
2021-10-24,6.91231
2021-10-25,12.04948
2021-10-26,10.11296
2021-10-27,11.43087
2021-10-28,8.95642
2021-10-29,8.47229
2021-10-30,5.54061
2021-10-31,6.42818
2021-11-01,10.91984
2021-11-02,10.5164
2021-11-03,10.27434
2021-11-04,9.46745
2021-11-05,10.16675
2021-11-06,6.21301
2021-11-07,6.15922
2021-11-08,10.83916
2021-11-09,10.86605
2021-11-10,11.02743
2021-11-11,9.65572
2021-11-12,12.45293
2021-11-13,6.77783
2021-11-14,6.64335
2021-11-15,10.70467
2021-11-16,11.00053
2021-11-17,10.43571
2021-11-18,9.06401
2021-11-19,10.94674
2021-11-20,7.31576
2021-11-21,7.07369
2021-11-22,11.40398
2021-11-23,9.89779
2021-11-24,10.00537
2021-11-25,13.60946
2021-11-26,11.69983
2021-11-27,7.15438
2021-11-28,6.85852
2021-11-29,10.94674
2021-11-30,13.07154
2021-12-01,13.50188
2021-12-02,14.92738
2021-12-03,12.72189
2021-12-04,11.40398
2021-12-05,9.844
2021-12-06,15.00806
2021-12-07,14.01291
2021-12-08,14.30876
2021-12-09,13.17912
2021-12-10,13.25981
2021-12-11,7.28886
2021-12-12,7.79989
2021-12-13,14.68531
2021-12-14,13.63636
2021-12-15,13.01775
2021-12-16,14.47014
2021-12-17,11.00053
2021-12-18,8.25712
2021-12-19,7.61161
2021-12-20,13.3136
2021-12-21,12.85637
2021-12-22,12.85637
2021-12-23,13.12533
2021-12-24,11.915
2021-12-25,8.95642
2021-12-26,9.17159
2021-12-27,12.93706
2021-12-28,15.16944
2021-12-29,13.71705
2021-12-30,12.74878
2021-12-31,13.07154
2022-01-01,12.18396
2022-01-02,12.37224
2022-01-03,21.51694
2022-01-04,19.76869
2022-01-05,20.06455
2022-01-06,18.90801
2022-01-07,14.36256
2022-01-08,12.02259
2022-01-09,11.43087
2022-01-10,20.27972
2022-01-11,16.70252
2022-01-12,15.97633
2022-01-13,20.71005
2022-01-14,20.30661
2022-01-15,13.55567
2022-01-16,12.31845
2022-01-17,25.17482
2022-01-18,19.23076
2022-01-19,22.16245
2022-01-20,26.62721
2022-01-21,27.08445
2022-01-22,15.4922
2022-01-23,16.59494
2022-01-24,28.05271
2022-01-25,32.16783
2022-01-26,30.82302
2022-01-27,27.461
2022-01-28,29.88165
2022-01-29,17.5363
2022-01-30,15.27703
2022-01-31,14.84669
2022-02-01,20.3604
2022-02-02,23.05002
2022-02-03,36.17536
2022-02-04,28.53684
2022-02-05,19.36525
2022-02-06,19.95696
2022-02-07,32.73265
2022-02-08,28.24098
2022-02-09,26.92307
2022-02-10,25.90102
2022-02-11,23.58795
2022-02-12,15.92253
2022-02-13,18.15492
2022-02-14,26.19688
2022-02-15,28.24098
2022-02-16,25.04034
2022-02-17,27.21893
2022-02-18,25.68585
2022-02-19,17.91285
2022-02-20,24.93275
2022-02-21,39.18773
2022-02-22,32.11403
2022-02-23,31.76438
2022-02-24,28.18719
2022-02-25,28.1334
2022-02-26,21.03281
2022-02-27,18.9618
2022-02-28,34.53469
2022-03-01,28.50995
2022-03-02,33.32436
2022-03-03,31.76438
2022-03-04,28.8327
2022-03-05,18.93491
2022-03-06,18.77353
2022-03-07,29.69338
2022-03-08,26.43894
2022-03-09,13.93222
2022-03-10,27.21893
2022-03-11,25.47068
2022-03-12,17.64389
2022-03-13,16.8908
2022-03-14,25.36309
2022-03-15,23.85691
2022-03-16,26.68101
2022-03-17,30.68854
2022-03-18,24.26035
2022-03-19,18.82732
2022-03-20,17.91285
2022-03-21,29.98924
2022-03-22,35.8526
2022-03-23,26.89618
2022-03-24,28.1334
2022-03-25,28.40236
2022-03-26,18.55836
2022-03-27,17.80527
2022-03-28,29.98924
2022-03-29,30.41958
2022-03-30,28.94029
2022-03-31,29.42442
2022-04-01,30.9844
2022-04-02,17.5632
2022-04-03,18.34319
2022-04-04,31.89887
2022-04-05,30.15061
2022-04-06,28.77891
2022-04-07,29.31683
2022-04-08,26.89618
2022-04-09,15.14254
2022-04-10,14.90048
2022-04-11,26.92307
2022-04-12,27.05755
2022-04-13,26.89618
2022-04-14,28.56374
2022-04-15,24.20656
2022-04-16,18.23561
2022-04-17,16.40667
2022-04-18,31.11888
2022-04-19,35.31468
2022-04-20,29.15545
2022-04-21,27.78375
2022-04-22,26.08929
2022-04-23,16.24529
2022-04-24,16.91769
2022-04-25,33.0823
2022-04-26,30.17751
2022-04-27,26.41204
2022-04-28,29.50511
2022-04-29,26.0086
2022-04-30,18.07423
2022-05-01,18.50457
2022-05-02,30.33889
2022-05-03,30.2582
2022-05-04,25.20172
2022-05-05,19.15008
2022-05-06,28.1334
2022-05-07,17.69768
2022-05-08,17.5363
2022-05-09,31.33405
2022-05-10,31.22646
2022-05-11,29.34373
2022-05-12,27.48789
2022-05-13,24.55621
2022-05-14,14.63152
2022-05-15,16.00322
2022-05-16,28.1334
2022-05-17,28.8327
2022-05-18,25.71274
2022-05-19,23.58795
2022-05-20,23.1845
2022-05-21,15.68047
2022-05-22,16.94459
2022-05-23,30.17751
2022-05-24,31.44163
2022-05-25,36.76707
2022-05-26,34.50779
2022-05-27,33.35126
2022-05-28,17.21355
2022-05-29,15.76116
2022-05-30,33.48574
2022-05-31,29.90855
2022-06-01,26.08929
2022-06-02,33.13609
2022-06-03,34.02366
2022-06-04,16.70252
2022-06-05,16.43356
2022-06-06,19.58041
2022-06-07,32.70575
2022-06-08,32.46369
2022-06-09,31.17267
2022-06-10,31.17267
2022-06-11,16.91769
2022-06-12,16.81011
2022-06-13,30.90371
2022-06-14,32.70575
2022-06-15,31.84507
2022-06-16,56.40129
2022-06-17,40.47875
2022-06-18,21.89349
2022-06-19,22.56589
2022-06-20,40.85529
2022-06-21,41.71597
2022-06-22,36.79397
2022-06-23,32.27541
2022-06-24,34.454
2022-06-25,20.11834
2022-06-26,20.49488
2022-06-27,37.65465
2022-06-28,37.86982
2022-06-29,36.76707
2022-06-30,33.94298
2022-07-01,34.40021
2022-07-02,19.31145
2022-07-03,21.75901
2022-07-04,38.43464
2022-07-05,44.21732
2022-07-06,41.74287
2022-07-07,37.86982
2022-07-08,31.89887
2022-07-09,17.42872
2022-07-10,18.55836
2022-07-11,34.64228
2022-07-12,36.28294
2022-07-13,51.61377
2022-07-14,56.07853
2022-07-15,48.41312
2022-07-16,28.91339
2022-07-17,27.461
2022-07-18,54.38407
2022-07-19,47.20279
2022-07-20,43.11457
2022-07-21,48.19795
2022-07-22,47.66003
2022-07-23,23.83001
2022-07-24,24.36793
2022-07-25,56.18612
2022-07-26,50.34965
2022-07-27,40.66702
2022-07-28,36.22915
2022-07-29,37.73534
2022-07-30,20.79074
2022-07-31,22.99623
2022-08-01,41.12426
2022-08-02,42.44217
2022-08-03,43.06078
2022-08-04,39.56428
2022-08-05,37.78913
2022-08-06,23.74932
2022-08-07,22.37762
2022-08-08,41.15115
2022-08-09,36.47122
2022-08-10,39.10704
2022-08-11,38.21947
2022-08-12,33.56643
2022-08-13,19.23076
2022-08-14,21.14039
2022-08-15,22.91554
2022-08-16,37.305
2022-08-17,39.4298
2022-08-18,36.01398
2022-08-19,34.88434
2022-08-20,21.73211
2022-08-21,23.80311
2022-08-22,41.90424
2022-08-23,40.64012
2022-08-24,37.65465
2022-08-25,49.75793
2022-08-26,45.96557
2022-08-27,24.12587
2022-08-28,22.56589
2022-08-29,46.01936
2022-08-30,44.21732
2022-08-31,40.45185
2022-09-01,44.86282
2022-09-02,38.46153
2022-09-03,26.0355
2022-09-04,24.15277
2022-09-05,42.98009
2022-09-06,45.83109
2022-09-07,41.31253
2022-09-08,38.99946
2022-09-09,19.79558
2022-09-10,17.34803
2022-09-11,21.92038
2022-09-12,30.66164
2022-09-13,78.88649
2022-09-14,71.59763
2022-09-15,57.45024
2022-09-16,51.45239
2022-09-17,32.59817
2022-09-18,32.43679
2022-09-19,61.18881
2022-09-20,58.17643
2022-09-21,52.39376
2022-09-22,55.72888
2022-09-23,50.45723
2022-09-24,29.82786
2022-09-25,33.10919
2022-09-26,54.84131
2022-09-27,54.70683
2022-09-28,55.91715
2022-09-29,53.41581
2022-09-30,52.0441
2022-10-01,27.4341
2022-10-02,28.37547
2022-10-03,31.17267
2022-10-04,57.66541
2022-10-05,61.37708
2022-10-06,83.40505
2022-10-07,84.64228
2022-10-08,37.86982
2022-10-09,37.60086
2022-10-10,42.98009
2022-10-11,70.68316
2022-10-12,85.69123
2022-10-13,93.49112
2022-10-14,96.18074
2022-10-15,60.03227
2022-10-16,57.7461
2022-10-17,95.77729
2022-10-18,100.0
2022-10-19,93.97525
2022-10-20,82.73265
2022-10-21,70.4142
2022-10-22,40.26358
2022-10-23,38.91877
2022-10-24,78.1065
2022-10-25,87.86982
2022-10-26,79.72027
2022-10-27,91.20494
2022-10-28,73.61484
2022-10-29,39.08015
2022-10-30,40.88219
2022-10-31,82.70575
2022-11-01,82.59817
2022-11-02,85.63743
2022-11-03,76.27756
2022-11-04,71.89349
2022-11-05,42.09252
2022-11-06,40.77461
2022-11-07,72.91554
2022-11-08,72.88864
2022-11-09,79.20925
2022-11-10,88.0043
2022-11-11,76.89618
2022-11-12,42.65734
2022-11-13,48.14416
2022-11-14,86.82087
2022-11-15,81.14577
2022-11-16,76.11619
2022-11-17,68.04733
2022-11-18,58.74125
2022-11-19,35.34158
2022-11-20,37.52017
2022-11-21,77.11135
2022-11-22,78.72512
2022-11-23,75.04034
2022-11-24,79.72027
2022-11-25,74.28725
2022-11-26,45.99246
2022-11-27,46.01936
2022-11-28,92.57665
2022-11-29,89.32221
2022-11-30,82.30231
2022-12-01,92.01183
2022-12-02,77.51479
2022-12-03,40.72081
2022-12-04,41.09736
2022-12-05,75.52447
2022-12-06,76.94997
2022-12-07,82.94782
2022-12-08,79.31683
2022-12-09,62.6143
2022-12-10,36.36363
2022-12-11,38.6767
2022-12-12,61.43087
2022-12-13,61.83431
2022-12-14,56.53577
2022-12-15,54.2227
2022-12-16,48.25174
2022-12-17,26.19688
2022-12-18,30.01613
2022-12-19,45.53523
2022-12-20,47.1221
2022-12-21,46.53039
2022-12-22,42.06562
2022-12-23,43.19526
2022-12-24,25.55137
2022-12-25,25.90102
2022-12-26,46.23453
2022-12-27,40.20979
2022-12-28,38.43464
2022-12-29,37.52017
2022-12-30,35.61054
2022-12-31,24.42173
2023-01-01,32.08714
2023-01-02,65.25013
2023-01-03,52.60892
2023-01-04,50.61861
2023-01-05,46.20763
2023-01-06,39.02635
2023-01-07,25.25551
2023-01-08,26.14308
2023-01-09,40.31737
2023-01-10,47.60623
2023-01-11,39.94082
2023-01-12,40.26358
2023-01-13,43.73318
2023-01-14,26.33136
2023-01-15,26.81549
2023-01-16,41.44701
2023-01-17,38.56912
2023-01-18,36.14846
2023-01-19,31.14577
2023-01-20,34.23883
2023-01-21,20.84454
2023-01-22,20.57557
2023-01-23,19.31145
2023-01-24,23.45346
2023-01-25,46.50349
2023-01-26,36.63259
2023-01-27,32.89402
2023-01-28,19.93006
2023-01-29,20.62937
2023-01-30,32.73265
2023-01-31,33.13609
2023-02-01,33.96987
2023-02-02,29.98924
2023-02-03,23.56105
2023-02-04,15.57288
2023-02-05,15.78805
2023-02-06,25.52447
2023-02-07,23.72243
2023-02-08,22.32383
2023-02-09,22.37762
2023-02-10,20.87143
2023-02-11,13.77084
2023-02-12,13.28671
2023-02-13,22.64658
2023-02-14,20.71005
2023-02-15,20.3873
2023-02-16,20.54868
2023-02-17,18.34319
2023-02-18,12.56051
2023-02-19,12.21086
2023-02-20,21.43625
2023-02-21,22.61968
2023-02-22,21.14039
2023-02-23,18.10112
2023-02-24,20.52178
2023-02-25,13.20602
2023-02-26,14.28187
2023-02-27,21.19419
2023-02-28,19.25766
2023-03-01,16.81011
2023-03-02,18.85422
2023-03-03,17.07907
2023-03-04,11.10812
2023-03-05,11.72673
2023-03-06,17.37493
2023-03-07,16.8908
2023-03-08,17.26734
2023-03-09,15.19634
2023-03-10,15.57288
2023-03-11,9.70952
2023-03-12,11.13501
2023-03-13,15.38461
2023-03-14,16.1377
2023-03-15,15.84185
2023-03-16,14.30876
2023-03-17,14.20118
2023-03-18,8.4185
2023-03-19,8.68746
2023-03-20,17.72458
2023-03-21,15.97633
2023-03-22,15.06186
2023-03-23,15.30392
2023-03-24,14.71221
2023-03-25,9.57504
2023-03-26,8.36471
2023-03-27,14.57772
2023-03-28,12.23776
2023-03-29,13.44809
2023-03-30,12.18396
2023-03-31,12.13017
2023-04-01,7.98816
2023-04-02,7.18128
2023-04-03,12.91016
2023-04-04,14.01291
2023-04-05,13.50188
2023-04-06,12.53362
2023-04-07,10.81226
2023-04-08,6.13232
2023-04-09,7.15438
2023-04-10,12.74878
2023-04-11,13.17912
2023-04-12,11.13501
2023-04-13,10.13986
2023-04-14,9.73641
2023-04-15,5.35233
2023-04-16,6.23991
2023-04-17,11.51156
2023-04-18,11.32329
2023-04-19,11.18881
2023-04-20,10.43571
2023-04-21,9.62883
2023-04-22,6.64335
2023-04-23,6.05164
2023-04-24,12.88327
2023-04-25,14.20118
2023-04-26,12.42603
2023-04-27,11.32329
2023-04-28,10.16675
2023-04-29,7.07369
2023-04-30,6.53577
2023-05-01,9.46745
2023-05-02,11.51156
2023-05-03,12.15707
2023-05-04,9.7902
2023-05-05,7.07369
2023-05-06,5.70199
2023-05-07,6.61646
2023-05-08,11.00053
2023-05-09,10.67778
2023-05-10,12.69499
2023-05-11,10.48951
2023-05-12,9.03711
2023-05-13,5.67509
2023-05-14,5.94405
2023-05-15,11.16191
2023-05-16,12.91016
2023-05-17,13.04464
2023-05-18,10.5433
2023-05-19,10.78536
2023-05-20,6.34749
2023-05-21,6.34749
2023-05-22,12.58741
2023-05-23,11.86121
2023-05-24,12.29155
2023-05-25,12.96395
2023-05-26,11.10812
2023-05-27,6.69714
2023-05-28,6.58956
2023-05-29,7.42334
