date,가계부어플추천
2020-11-03,23.27215
2020-11-04,18.78172
2020-11-05,21.00741
2020-11-06,18.82077
2020-11-07,14.95509
2020-11-08,17.64935
2020-11-09,20.61694
2020-11-10,24.09215
2020-11-11,23.07692
2020-11-12,18.93791
2020-11-13,17.02459
2020-11-14,13.43225
2020-11-15,16.86841
2020-11-16,21.86645
2020-11-17,20.57789
2020-11-18,21.67122
2020-11-19,21.86645
2020-11-20,21.82741
2020-11-21,17.06364
2020-11-22,22.60835
2020-11-23,22.88168
2020-11-24,22.45216
2020-11-25,26.43498
2020-11-26,19.95314
2020-11-27,18.27411
2020-11-28,18.58648
2020-11-29,21.94455
2020-11-30,29.40257
2020-12-01,37.17297
2020-12-02,29.83209
2020-12-03,26.43498
2020-12-04,28.73877
2020-12-05,18.62553
2020-12-06,21.78836
2020-12-07,26.27879
2020-12-08,23.3893
2020-12-09,21.35884
2020-12-10,26.47403
2020-12-11,23.89691
2020-12-12,18.78172
2020-12-13,21.35884
2020-12-14,27.64545
2020-12-15,25.41975
2020-12-16,24.59976
2020-12-17,21.39789
2020-12-18,21.82741
2020-12-19,20.10933
2020-12-20,24.95119
2020-12-21,28.2702
2020-12-22,25.53689
2020-12-23,24.13119
2020-12-24,23.3893
2020-12-25,21.86645
2020-12-26,24.44357
2020-12-27,32.68254
2020-12-28,40.25771
2020-12-29,37.29012
2020-12-30,35.02538
2020-12-31,36.39203
2021-01-01,72.90121
2021-01-02,69.66028
2021-01-03,66.49746
2021-01-04,63.25654
2021-01-05,55.99375
2021-01-06,46.93479
2021-01-07,33.9711
2021-01-08,34.28348
2021-01-09,27.41116
2021-01-10,35.53299
2021-01-11,42.75673
2021-01-12,33.58063
2021-01-13,35.06442
2021-01-14,34.86919
2021-01-15,36.93869
2021-01-16,30.22256
2021-01-17,33.89301
2021-01-18,33.2292
2021-01-19,32.01874
2021-01-20,32.13588
2021-01-21,30.96446
2021-01-22,26.51308
2021-01-23,26.08356
2021-01-24,28.38734
2021-01-25,40.25771
2021-01-26,31.1597
2021-01-27,28.2702
2021-01-28,26.16165
2021-01-29,24.36548
2021-01-30,23.42834
2021-01-31,33.2292
2021-02-01,46.15384
2021-02-02,31.86255
2021-02-03,27.6064
2021-02-04,24.795
2021-02-05,23.07692
2021-02-06,18.74267
2021-02-07,20.18742
2021-02-08,23.975
2021-02-09,20.10933
2021-02-10,18.70363
2021-02-11,13.23701
2021-02-12,13.62748
2021-02-13,15.11128
2021-02-14,23.15501
2021-02-15,27.09878
2021-02-16,24.56071
2021-02-17,18.3522
2021-02-18,18.85982
2021-02-19,18.97696
2021-02-20,14.44748
2021-02-21,16.75126
2021-02-22,20.22647
2021-02-23,21.28074
2021-02-24,18.66458
2021-02-25,22.53026
2021-02-26,20.30456
2021-02-27,20.07028
2021-02-28,21.08551
2021-03-01,38.34439
2021-03-02,34.43967
2021-03-03,25.41975
2021-03-04,23.62358
2021-03-05,17.21983
2021-03-06,15.81413
2021-03-07,18.82077
2021-03-08,22.53026
2021-03-09,17.6103
2021-03-10,18.07887
2021-03-11,16.75126
2021-03-12,12.37797
2021-03-13,11.20655
2021-03-14,13.00273
2021-03-15,16.08746
2021-03-16,15.03319
2021-03-17,16.71222
2021-03-18,13.93986
2021-03-19,12.88559
2021-03-20,12.84654
2021-03-21,14.7989
2021-03-22,18.31315
2021-03-23,16.32174
2021-03-24,17.18078
2021-03-25,16.24365
2021-03-26,17.21983
2021-03-27,12.22178
2021-03-28,17.18078
2021-03-29,17.84459
2021-03-30,16.00937
2021-03-31,21.28074
2021-04-01,25.30261
2021-04-02,17.88363
2021-04-03,15.18937
2021-04-04,17.21983
2021-04-05,23.77977
2021-04-06,17.18078
2021-04-07,15.77508
2021-04-08,12.41702
2021-04-09,13.00273
2021-04-10,13.08082
2021-04-11,15.03319
2021-04-12,16.32174
2021-04-13,17.45411
2021-04-14,14.7989
2021-04-15,15.11128
2021-04-16,11.83131
2021-04-17,12.14369
2021-04-18,15.38461
2021-04-19,18.58648
2021-04-20,17.18078
2021-04-21,18.27411
2021-04-22,14.25224
2021-04-23,14.48652
2021-04-24,11.67512
2021-04-25,15.57985
2021-04-26,18.31315
2021-04-27,15.03319
2021-04-28,15.97032
2021-04-29,17.02459
2021-04-30,16.08746
2021-05-01,20.22647
2021-05-02,18.78172
2021-05-03,22.76454
2021-05-04,16.90745
2021-05-05,15.50175
2021-05-06,16.9465
2021-05-07,13.3932
2021-05-08,11.75322
2021-05-09,15.93127
2021-05-10,18.78172
2021-05-11,16.59508
2021-05-12,16.36079
2021-05-13,13.97891
2021-05-14,11.83131
2021-05-15,11.90941
2021-05-16,15.22842
2021-05-17,17.84459
2021-05-18,14.75985
2021-05-19,16.98555
2021-05-20,19.99219
2021-05-21,16.51698
2021-05-22,11.94845
2021-05-23,16.32174
2021-05-24,22.6474
2021-05-25,23.27215
2021-05-26,19.56267
2021-05-27,16.08746
2021-05-28,14.057
2021-05-29,13.19796
2021-05-30,18.85982
2021-05-31,23.19406
2021-06-01,28.77782
2021-06-02,22.60835
2021-06-03,18.85982
2021-06-04,15.38461
2021-06-05,11.44084
2021-06-06,15.11128
2021-06-07,19.21124
2021-06-08,16.2827
2021-06-09,14.75985
2021-06-10,17.14174
2021-06-11,12.76844
2021-06-12,10.15228
2021-06-13,12.80749
2021-06-14,18.93791
2021-06-15,20.92932
2021-06-16,17.18078
2021-06-17,14.48652
2021-06-18,14.60367
2021-06-19,12.37797
2021-06-20,14.75985
2021-06-21,21.94455
2021-06-22,17.84459
2021-06-23,16.24365
2021-06-24,16.51698
2021-06-25,19.836
2021-06-26,14.29129
2021-06-27,15.61889
2021-06-28,19.99219
2021-06-29,18.97696
2021-06-30,24.67786
2021-07-01,28.23115
2021-07-02,19.56267
2021-07-03,16.51698
2021-07-04,17.33697
2021-07-05,20.61694
2021-07-06,17.6103
2021-07-07,16.32174
2021-07-08,13.27606
2021-07-09,12.45607
2021-07-10,10.65989
2021-07-11,14.99414
2021-07-12,16.90745
2021-07-13,16.47793
2021-07-14,13.78367
2021-07-15,17.29793
2021-07-16,14.25224
2021-07-17,11.75322
2021-07-18,13.43225
2021-07-19,14.72081
2021-07-20,17.37602
2021-07-21,16.9465
2021-07-22,15.30652
2021-07-23,14.56462
2021-07-24,13.00273
2021-07-25,14.91604
2021-07-26,19.05505
2021-07-27,14.01796
2021-07-28,12.69035
2021-07-29,13.74463
2021-07-30,13.27606
2021-07-31,11.28465
2021-08-01,19.91409
2021-08-02,21.35884
2021-08-03,15.65794
2021-08-04,15.61889
2021-08-05,14.44748
2021-08-06,14.01796
2021-08-07,10.73799
2021-08-08,13.23701
2021-08-09,13.11987
2021-08-10,16.04841
2021-08-11,14.60367
2021-08-12,12.92463
2021-08-13,12.92463
2021-08-14,9.80085
2021-08-15,11.47989
2021-08-16,13.93986
2021-08-17,17.02459
2021-08-18,14.7989
2021-08-19,14.56462
2021-08-20,12.18274
2021-08-21,11.79226
2021-08-22,13.93986
2021-08-23,17.84459
2021-08-24,15.89222
2021-08-25,19.21124
2021-08-26,18.78172
2021-08-27,13.15892
2021-08-28,11.79226
2021-08-29,15.18937
2021-08-30,17.6103
2021-08-31,19.48457
2021-09-01,25.26356
2021-09-02,17.25888
2021-09-03,15.5408
2021-09-04,12.53416
2021-09-05,14.52557
2021-09-06,16.98555
2021-09-07,15.11128
2021-09-08,16.39984
2021-09-09,12.53416
2021-09-10,16.47793
2021-09-11,15.81413
2021-09-12,18.23506
2021-09-13,19.0941
2021-09-14,16.24365
2021-09-15,15.93127
2021-09-16,15.11128
2021-09-17,12.96368
2021-09-18,9.48848
2021-09-19,10.54275
2021-09-20,8.82467
2021-09-21,11.01132
2021-09-22,14.25224
2021-09-23,16.08746
2021-09-24,17.21983
2021-09-25,14.95509
2021-09-26,16.71222
2021-09-27,19.05505
2021-09-28,15.61889
2021-09-29,17.10269
2021-09-30,19.17219
2021-10-01,20.61694
2021-10-02,16.47793
2021-10-03,15.4627
2021-10-04,24.795
2021-10-05,21.28074
2021-10-06,18.11792
2021-10-07,16.59508
2021-10-08,12.92463
2021-10-09,12.02655
2021-10-10,13.00273
2021-10-11,16.98555
2021-10-12,19.25029
2021-10-13,15.4627
2021-10-14,13.00273
2021-10-15,13.3932
2021-10-16,10.46466
2021-10-17,14.01796
2021-10-18,15.38461
2021-10-19,12.7294
2021-10-20,12.37797
2021-10-21,13.27606
2021-10-22,11.01132
2021-10-23,9.37133
2021-10-24,15.73604
2021-10-25,18.89886
2021-10-26,17.18078
2021-10-27,15.93127
2021-10-28,13.58844
2021-10-29,11.51893
2021-10-30,12.41702
2021-10-31,16.9465
2021-11-01,26.39593
2021-11-02,19.05505
2021-11-03,18.70363
2021-11-04,15.18937
2021-11-05,12.18274
2021-11-06,11.01132
2021-11-07,13.31511
2021-11-08,14.48652
2021-11-09,13.70558
2021-11-10,16.79031
2021-11-11,13.93986
2021-11-12,13.78367
2021-11-13,10.03514
2021-11-14,13.86177
2021-11-15,17.02459
2021-11-16,15.81413
2021-11-17,14.72081
2021-11-18,14.91604
2021-11-19,10.77704
2021-11-20,10.34752
2021-11-21,13.19796
2021-11-22,15.93127
2021-11-23,14.52557
2021-11-24,13.4713
2021-11-25,16.98555
2021-11-26,13.62748
2021-11-27,9.48848
2021-11-28,13.70558
2021-11-29,16.24365
2021-11-30,18.54744
2021-12-01,24.28738
2021-12-02,18.00078
2021-12-03,15.38461
2021-12-04,14.44748
2021-12-05,14.877
2021-12-06,19.836
2021-12-07,15.89222
2021-12-08,16.00937
2021-12-09,14.64271
2021-12-10,13.78367
2021-12-11,11.71417
2021-12-12,15.07223
2021-12-13,18.4303
2021-12-14,16.67317
2021-12-15,16.75126
2021-12-16,16.08746
2021-12-17,12.29988
2021-12-18,12.14369
2021-12-19,14.01796
2021-12-20,18.23506
2021-12-21,18.11792
2021-12-22,16.71222
2021-12-23,16.82936
2021-12-24,15.18937
2021-12-25,15.03319
2021-12-26,19.17219
2021-12-27,23.975
2021-12-28,26.63022
2021-12-29,22.68645
2021-12-30,25.77118
2021-12-31,28.50449
2022-01-01,50.76142
2022-01-02,61.88988
2022-01-03,56.57946
2022-01-04,42.87387
2022-01-05,38.57868
2022-01-06,31.97969
2022-01-07,24.20929
2022-01-08,21.82741
2022-01-09,28.73877
2022-01-10,34.24443
2022-01-11,29.6759
2022-01-12,27.48926
2022-01-13,23.07692
2022-01-14,19.99219
2022-01-15,18.54744
2022-01-16,20.30456
2022-01-17,25.77118
2022-01-18,25.06833
2022-01-19,22.02264
2022-01-20,23.23311
2022-01-21,21.55408
2022-01-22,19.05505
2022-01-23,25.34166
2022-01-24,24.32643
2022-01-25,29.79304
2022-01-26,23.85786
2022-01-27,20.10933
2022-01-28,18.31315
2022-01-29,17.25888
2022-01-30,18.58648
2022-01-31,17.25888
2022-02-01,22.84263
2022-02-02,33.50253
2022-02-03,36.27489
2022-02-04,24.795
2022-02-05,22.33502
2022-02-06,26.2007
2022-02-07,25.84927
2022-02-08,20.22647
2022-02-09,20.18742
2022-02-10,26.35689
2022-02-11,17.76649
2022-02-12,15.57985
2022-02-13,18.85982
2022-02-14,21.35884
2022-02-15,21.1636
2022-02-16,18.97696
2022-02-17,17.72745
2022-02-18,16.16556
2022-02-19,16.86841
2022-02-20,20.85122
2022-02-21,26.16165
2022-02-22,22.17883
2022-02-23,21.71026
2022-02-24,20.89027
2022-02-25,25.06833
2022-02-26,18.00078
2022-02-27,21.12456
2022-02-28,33.85396
2022-03-01,41.46817
2022-03-02,31.62827
2022-03-03,22.84263
2022-03-04,19.05505
2022-03-05,76.57165
2022-03-06,61.69465
2022-03-07,41.93674
2022-03-08,35.68918
2022-03-09,35.84537
2022-03-10,32.29207
2022-03-11,29.44162
2022-03-12,25.4588
2022-03-13,31.43303
2022-03-14,28.58258
2022-03-15,26.27879
2022-03-16,22.29597
2022-03-17,20.38266
2022-03-18,19.32838
2022-03-19,17.49316
2022-03-20,21.86645
2022-03-21,24.40452
2022-03-22,22.45216
2022-03-23,22.95978
2022-03-24,20.03123
2022-03-25,22.60835
2022-03-26,20.30456
2022-03-27,21.12456
2022-03-28,24.32643
2022-03-29,21.28074
2022-03-30,19.016
2022-03-31,24.59976
2022-04-01,29.05115
2022-04-02,17.72745
2022-04-03,20.89027
2022-04-04,22.6474
2022-04-05,21.9836
2022-04-06,20.81218
2022-04-07,18.89886
2022-04-08,17.41507
2022-04-09,14.75985
2022-04-10,15.85318
2022-04-11,19.25029
2022-04-12,16.86841
2022-04-13,17.45411
2022-04-14,20.65599
2022-04-15,14.17415
2022-04-16,12.10464
2022-04-17,14.44748
2022-04-18,17.84459
2022-04-19,14.56462
2022-04-20,14.72081
2022-04-21,15.4627
2022-04-22,18.31315
2022-04-23,14.83795
2022-04-24,16.98555
2022-04-25,24.7169
2022-04-26,21.71026
2022-04-27,17.18078
2022-04-28,17.41507
2022-04-29,15.11128
2022-04-30,15.81413
2022-05-01,24.09215
2022-05-02,26.78641
2022-05-03,20.46075
2022-05-04,16.79031
2022-05-05,14.21319
2022-05-06,14.877
2022-05-07,10.85513
2022-05-08,14.56462
2022-05-09,18.03982
2022-05-10,20.96837
2022-05-11,17.80554
2022-05-12,15.81413
2022-05-13,13.23701
2022-05-14,9.25419
2022-05-15,15.15033
2022-05-16,17.53221
2022-05-17,14.25224
2022-05-18,15.42366
2022-05-19,15.73604
2022-05-20,14.33033
2022-05-21,12.69035
2022-05-22,14.52557
2022-05-23,17.6884
2022-05-24,17.92268
2022-05-25,21.47598
2022-05-26,18.39125
2022-05-27,14.7989
2022-05-28,11.40179
2022-05-29,12.96368
2022-05-30,22.21788
2022-05-31,21.31979
2022-06-01,27.33307
2022-06-02,25.4588
2022-06-03,18.39125
2022-06-04,12.92463
2022-06-05,13.19796
2022-06-06,16.98555
2022-06-07,19.17219
2022-06-08,17.80554
2022-06-09,15.57985
2022-06-10,13.82272
2022-06-11,11.2456
2022-06-12,13.11987
2022-06-13,16.32174
2022-06-14,18.54744
2022-06-15,19.32838
2022-06-16,14.95509
2022-06-17,13.58844
2022-06-18,11.08941
2022-06-19,12.57321
2022-06-20,18.19601
2022-06-21,18.82077
2022-06-22,16.67317
2022-06-23,13.74463
2022-06-24,14.68176
2022-06-25,11.67512
2022-06-26,16.00937
2022-06-27,18.39125
2022-06-28,17.37602
2022-06-29,16.63412
2022-06-30,18.97696
2022-07-01,22.95978
2022-07-02,16.32174
2022-07-03,16.71222
2022-07-04,20.03123
2022-07-05,19.79695
2022-07-06,15.5408
2022-07-07,14.91604
2022-07-08,14.40843
2022-07-09,9.37133
2022-07-10,12.45607
2022-07-11,17.6884
2022-07-12,16.24365
2022-07-13,15.5408
2022-07-14,12.80749
2022-07-15,12.41702
2022-07-16,9.8399
2022-07-17,13.15892
2022-07-18,17.37602
2022-07-19,16.43889
2022-07-20,16.24365
2022-07-21,15.18937
2022-07-22,13.51034
2022-07-23,9.05896
2022-07-24,13.35415
2022-07-25,23.54549
2022-07-26,18.4303
2022-07-27,16.90745
2022-07-28,15.93127
2022-07-29,14.17415
2022-07-30,14.83795
2022-07-31,17.53221
2022-08-01,29.0121
2022-08-02,23.54549
2022-08-03,19.56267
2022-08-04,15.97032
2022-08-05,14.057
2022-08-06,11.55798
2022-08-07,13.70558
2022-08-08,19.36743
2022-08-09,14.40843
2022-08-10,19.99219
2022-08-11,15.22842
2022-08-12,12.80749
2022-08-13,11.40179
2022-08-14,11.16751
2022-08-15,15.50175
2022-08-16,19.67981
2022-08-17,20.03123
2022-08-18,14.99414
2022-08-19,17.21983
2022-08-20,12.26083
2022-08-21,12.96368
2022-08-22,20.61694
2022-08-23,18.23506
2022-08-24,18.93791
2022-08-25,24.67786
2022-08-26,17.88363
2022-08-27,12.29988
2022-08-28,16.63412
2022-08-29,17.14174
2022-08-30,19.40648
2022-08-31,23.50644
2022-09-01,29.40257
2022-09-02,18.15696
2022-09-03,13.31511
2022-09-04,15.89222
2022-09-05,17.64935
2022-09-06,14.60367
2022-09-07,13.78367
2022-09-08,12.84654
2022-09-09,8.47325
2022-09-10,7.7704
2022-09-11,11.2456
2022-09-12,16.63412
2022-09-13,20.61694
2022-09-14,19.05505
2022-09-15,17.37602
2022-09-16,13.97891
2022-09-17,12.7294
2022-09-18,38.1882
2022-09-19,30.10542
2022-09-20,23.11597
2022-09-21,19.836
2022-09-22,16.47793
2022-09-23,17.49316
2022-09-24,11.01132
2022-09-25,14.72081
2022-09-26,19.79695
2022-09-27,19.32838
2022-09-28,15.22842
2022-09-29,14.99414
2022-09-30,17.57126
2022-10-01,19.67981
2022-10-02,18.15696
2022-10-03,24.7169
2022-10-04,23.81882
2022-10-05,22.84263
2022-10-06,18.89886
2022-10-07,15.30652
2022-10-08,12.18274
2022-10-09,13.11987
2022-10-10,18.85982
2022-10-11,22.13978
2022-10-12,19.52362
2022-10-13,17.37602
2022-10-14,15.69699
2022-10-15,11.9875
2022-10-16,15.69699
2022-10-17,19.016
2022-10-18,17.37602
2022-10-19,16.24365
2022-10-20,16.9465
2022-10-21,15.81413
2022-10-22,10.85513
2022-10-23,14.72081
2022-10-24,21.47598
2022-10-25,30.18352
2022-10-26,22.80359
2022-10-27,18.89886
2022-10-28,14.1351
2022-10-29,11.44084
2022-10-30,13.08082
2022-10-31,23.54549
2022-11-01,43.03006
2022-11-02,40.21866
2022-11-03,29.36352
2022-11-04,23.54549
2022-11-05,18.00078
2022-11-06,21.82741
2022-11-07,26.04451
2022-11-08,20.53885
2022-11-09,20.92932
2022-11-10,26.00546
2022-11-11,20.53885
2022-11-12,13.66653
2022-11-13,20.42171
2022-11-14,24.795
2022-11-15,23.58453
2022-11-16,21.59312
2022-11-17,18.62553
2022-11-18,16.32174
2022-11-19,13.51034
2022-11-20,18.00078
2022-11-21,22.68645
2022-11-22,24.7169
2022-11-23,22.21788
2022-11-24,19.36743
2022-11-25,23.93596
2022-11-26,17.49316
2022-11-27,21.59312
2022-11-28,26.82545
2022-11-29,24.59976
2022-11-30,28.85591
2022-12-01,37.17297
2022-12-02,25.49785
2022-12-03,17.21983
2022-12-04,22.29597
2022-12-05,23.74072
2022-12-06,21.71026
2022-12-07,23.85786
2022-12-08,23.35025
2022-12-09,21.47598
2022-12-10,16.32174
2022-12-11,20.26552
2022-12-12,27.99687
2022-12-13,31.27684
2022-12-14,27.45021
2022-12-15,26.31784
2022-12-16,19.48457
2022-12-17,17.41507
2022-12-18,21.78836
2022-12-19,27.05974
2022-12-20,28.58258
2022-12-21,25.81023
2022-12-22,21.47598
2022-12-23,22.45216
2022-12-24,19.32838
2022-12-25,22.68645
2022-12-26,35.49394
2022-12-27,35.02538
2022-12-28,32.17493
2022-12-29,32.13588
2022-12-30,30.45685
2022-12-31,35.33775
2023-01-01,80.7497
2023-01-02,100.0
2023-01-03,61.69465
2023-01-04,50.17571
2023-01-05,52.28426
2023-01-06,34.94728
2023-01-07,35.80632
2023-01-08,47.63764
2023-01-09,45.45099
2023-01-10,43.1472
2023-01-11,37.87582
2023-01-12,31.39398
2023-01-13,27.37212
2023-01-14,24.09215
2023-01-15,31.47208
2023-01-16,43.03006
2023-01-17,35.25966
2023-01-18,29.32448
2023-01-19,27.33307
2023-01-20,26.98164
2023-01-21,19.25029
2023-01-22,19.17219
2023-01-23,25.02928
2023-01-24,36.54822
2023-01-25,49.62905
2023-01-26,41.11675
2023-01-27,32.37016
2023-01-28,25.49785
2023-01-29,30.10542
2023-01-30,38.1882
2023-01-31,42.09293
2023-02-01,52.36235
2023-02-02,38.81296
2023-02-03,28.66067
2023-02-04,21.9836
2023-02-05,27.09878
2023-02-06,32.4873
2023-02-07,28.77782
2023-02-08,25.69308
2023-02-09,23.19406
2023-02-10,26.98164
2023-02-11,20.53885
2023-02-12,24.24834
2023-02-13,29.40257
2023-02-14,26.90355
2023-02-15,24.95119
2023-02-16,24.32643
2023-02-17,21.86645
2023-02-18,16.71222
2023-02-19,20.4998
2023-02-20,28.93401
2023-02-21,28.11401
2023-02-22,25.81023
2023-02-23,23.70167
2023-02-24,26.78641
2023-02-25,20.26552
2023-02-26,23.975
2023-02-27,33.03397
2023-02-28,33.15111
2023-03-01,45.02147
2023-03-02,35.92346
2023-03-03,27.91878
2023-03-04,22.37407
2023-03-05,26.23975
2023-03-06,27.05974
2023-03-07,23.66263
2023-03-08,22.5693
2023-03-09,21.55408
2023-03-10,19.836
2023-03-11,14.33033
2023-03-12,20.14837
2023-03-13,22.06169
2023-03-14,19.0941
2023-03-15,21.9055
2023-03-16,22.17883
2023-03-17,16.67317
2023-03-18,12.96368
2023-03-19,17.02459
2023-03-20,22.29597
2023-03-21,21.78836
2023-03-22,22.84263
2023-03-23,19.016
2023-03-24,21.28074
2023-03-25,15.18937
2023-03-26,18.62553
2023-03-27,23.70167
2023-03-28,19.13315
2023-03-29,16.67317
2023-03-30,17.33697
2023-03-31,16.71222
2023-04-01,21.63217
2023-04-02,21.35884
2023-04-03,27.37212
2023-04-04,22.60835
2023-04-05,24.87309
2023-04-06,19.28934
2023-04-07,14.7989
2023-04-08,13.62748
2023-04-09,15.97032
2023-04-10,23.85786
2023-04-11,19.67981
2023-04-12,18.78172
2023-04-13,19.64076
2023-04-14,14.99414
2023-04-15,13.74463
2023-04-16,15.81413
2023-04-17,21.55408
2023-04-18,19.71885
2023-04-19,17.6103
2023-04-20,17.02459
2023-04-21,13.97891
2023-04-22,10.89418
2023-04-23,15.30652
2023-04-24,20.18742
2023-04-25,24.48262
2023-04-26,22.33502
2023-04-27,20.85122
2023-04-28,17.72745
2023-04-29,15.15033
2023-04-30,17.96173
2023-05-01,31.39398
2023-05-02,25.61499
2023-05-03,20.18742
2023-05-04,15.50175
2023-05-05,13.93986
2023-05-06,14.52557
2023-05-07,18.19601
2023-05-08,22.33502
2023-05-09,21.2417
2023-05-10,23.58453
2023-05-11,17.76649
2023-05-12,15.18937
2023-05-13,11.55798
2023-05-14,13.43225
2023-05-15,19.36743
2023-05-16,16.75126
2023-05-17,18.00078
2023-05-18,14.7989
2023-05-19,17.06364
2023-05-20,11.12846
2023-05-21,16.36079
2023-05-22,20.4998
2023-05-23,19.0941
2023-05-24,16.86841
2023-05-25,21.20265
2023-05-26,16.08746
2023-05-27,12.7294
2023-05-28,13.4713
2023-05-29,18.4303
