date,보장성보험
2020-10-22,28.02101
2020-10-23,24.16812
2020-10-24,11.7338
2020-10-25,7.70577
2020-10-26,27.14535
2020-10-27,31.69877
2020-10-28,28.89667
2020-10-29,22.59194
2020-10-30,20.84063
2020-10-31,8.05604
2020-11-01,8.58143
2020-11-02,15.41155
2020-11-03,21.01576
2020-11-04,18.91418
2020-11-05,23.29246
2020-11-06,18.56392
2020-11-07,12.25919
2020-11-08,11.7338
2020-11-09,23.81786
2020-11-10,24.16812
2020-11-11,25.7443
2020-11-12,21.36602
2020-11-13,23.11733
2020-11-14,13.66024
2020-11-15,12.25919
2020-11-16,25.91943
2020-11-17,29.24693
2020-11-18,29.0718
2020-11-19,26.09457
2020-11-20,19.43957
2020-11-21,10.33274
2020-11-22,14.18563
2020-11-23,24.16812
2020-11-24,22.06654
2020-11-25,27.67075
2020-11-26,21.89141
2020-11-27,24.86865
2020-11-28,13.13485
2020-11-29,20.31523
2020-11-30,23.81786
2020-12-01,23.4676
2020-12-02,22.06654
2020-12-03,28.37127
2020-12-04,18.21366
2020-12-05,12.60945
2020-12-06,10.50788
2020-12-07,22.24168
2020-12-08,26.44483
2020-12-09,28.37127
2020-12-10,30.64798
2020-12-11,26.2697
2020-12-12,21.19089
2020-12-13,15.06129
2020-12-14,25.39404
2020-12-15,28.19614
2020-12-16,23.99299
2020-12-17,25.39404
2020-12-18,21.36602
2020-12-19,11.7338
2020-12-20,13.13485
2020-12-21,23.4676
2020-12-22,23.99299
2020-12-23,21.36602
2020-12-24,24.34325
2020-12-25,8.05604
2020-12-26,11.03327
2020-12-27,11.55866
2020-12-28,29.0718
2020-12-29,33.80035
2020-12-30,26.97022
2020-12-31,19.08931
2021-01-01,9.63222
2021-01-02,12.78458
2021-01-03,9.45709
2021-01-04,26.61996
2021-01-05,25.56917
2021-01-06,26.61996
2021-01-07,25.56917
2021-01-08,23.81786
2021-01-09,12.43432
2021-01-10,17.16287
2021-01-11,29.0718
2021-01-12,29.59719
2021-01-13,26.61996
2021-01-14,32.57443
2021-01-15,75.13134
2021-01-16,33.80035
2021-01-17,31.17338
2021-01-18,89.31698
2021-01-19,85.46409
2021-01-20,100.0
2021-01-21,92.46935
2021-01-22,73.90542
2021-01-23,32.57443
2021-01-24,33.97548
2021-01-25,73.02977
2021-01-26,67.95096
2021-01-27,57.96847
2021-01-28,49.7373
2021-01-29,44.30823
2021-01-30,17.68826
2021-01-31,18.38879
2021-02-01,38.17863
2021-02-02,35.55166
2021-02-03,39.92994
2021-02-04,34.50087
2021-02-05,28.02101
2021-02-06,14.0105
2021-02-07,15.58669
2021-02-08,31.69877
2021-02-09,40.8056
2021-02-10,19.96497
2021-02-11,9.63222
2021-02-12,12.08406
2021-02-13,9.98248
2021-02-14,13.83537
2021-02-15,31.52364
2021-02-16,37.4781
2021-02-17,42.03152
2021-02-18,35.02626
2021-02-19,38.87915
2021-02-20,18.56392
2021-02-21,20.66549
2021-02-22,35.90192
2021-02-23,35.90192
2021-02-24,36.60245
2021-02-25,39.22942
2021-02-26,28.5464
2021-02-27,16.28721
2021-02-28,15.41155
2021-03-01,19.61471
2021-03-02,30.29772
2021-03-03,30.12259
2021-03-04,29.94746
2021-03-05,29.77232
2021-03-06,17.86339
2021-03-07,17.338
2021-03-08,27.49562
2021-03-09,30.47285
2021-03-10,30.99824
2021-03-11,33.97548
2021-03-12,26.61996
2021-03-13,12.25919
2021-03-14,9.63222
2021-03-15,24.69352
2021-03-16,24.16812
2021-03-17,29.24693
2021-03-18,28.37127
2021-03-19,32.04903
2021-03-20,16.8126
2021-03-21,16.63747
2021-03-22,36.25218
2021-03-23,30.29772
2021-03-24,33.27495
2021-03-25,31.52364
2021-03-26,24.69352
2021-03-27,12.95971
2021-03-28,15.41155
2021-03-29,29.42206
2021-03-30,29.0718
2021-03-31,21.01576
2021-04-01,19.08931
2021-04-02,16.28721
2021-04-03,14.0105
2021-04-04,12.08406
2021-04-05,20.31523
2021-04-06,17.16287
2021-04-07,18.03852
2021-04-08,21.54115
2021-04-09,20.31523
2021-04-10,12.25919
2021-04-11,15.41155
2021-04-12,18.91418
2021-04-13,21.36602
2021-04-14,27.32049
2021-04-15,25.56917
2021-04-16,21.19089
2021-04-17,11.7338
2021-04-18,9.28196
2021-04-19,23.11733
2021-04-20,19.08931
2021-04-21,18.38879
2021-04-22,25.21891
2021-04-23,16.28721
2021-04-24,8.75656
2021-04-25,12.25919
2021-04-26,26.61996
2021-04-27,29.42206
2021-04-28,24.16812
2021-04-29,32.04903
2021-04-30,32.22416
2021-05-01,21.36602
2021-05-02,18.03852
2021-05-03,28.37127
2021-05-04,26.09457
2021-05-05,17.16287
2021-05-06,29.77232
2021-05-07,25.7443
2021-05-08,12.25919
2021-05-09,8.4063
2021-05-10,27.14535
2021-05-11,27.84588
2021-05-12,29.42206
2021-05-13,27.32049
2021-05-14,21.89141
2021-05-15,14.88616
2021-05-16,16.63747
2021-05-17,26.09457
2021-05-18,22.9422
2021-05-19,15.76182
2021-05-20,22.24168
2021-05-21,21.89141
2021-05-22,11.38353
2021-05-23,13.48511
2021-05-24,23.99299
2021-05-25,33.62521
2021-05-26,27.32049
2021-05-27,31.52364
2021-05-28,25.56917
2021-05-29,15.41155
2021-05-30,14.71103
2021-05-31,20.84063
2021-06-01,22.06654
2021-06-02,22.06654
2021-06-03,22.76707
2021-06-04,21.89141
2021-06-05,17.16287
2021-06-06,12.78458
2021-06-07,18.73905
2021-06-08,26.61996
2021-06-09,34.15061
2021-06-10,25.91943
2021-06-11,23.11733
2021-06-12,16.63747
2021-06-13,13.30998
2021-06-14,25.56917
2021-06-15,23.29246
2021-06-16,25.39404
2021-06-17,22.76707
2021-06-18,24.69352
2021-06-19,14.0105
2021-06-20,14.71103
2021-06-21,25.04378
2021-06-22,20.84063
2021-06-23,24.69352
2021-06-24,24.69352
2021-06-25,20.84063
2021-06-26,10.50788
2021-06-27,9.80735
2021-06-28,23.4676
2021-06-29,29.59719
2021-06-30,25.04378
2021-07-01,23.11733
2021-07-02,20.84063
2021-07-03,9.10683
2021-07-04,8.75656
2021-07-05,16.98774
2021-07-06,20.49036
2021-07-07,16.28721
2021-07-08,17.86339
2021-07-09,19.43957
2021-07-10,10.33274
2021-07-11,10.68301
2021-07-12,17.68826
2021-07-13,22.41681
2021-07-14,23.4676
2021-07-15,16.11208
2021-07-16,13.83537
2021-07-17,14.0105
2021-07-18,11.03327
2021-07-19,18.56392
2021-07-20,23.11733
2021-07-21,21.89141
2021-07-22,21.89141
2021-07-23,16.28721
2021-07-24,11.03327
2021-07-25,10.85814
2021-07-26,18.38879
2021-07-27,18.73905
2021-07-28,16.98774
2021-07-29,19.26444
2021-07-30,21.36602
2021-07-31,10.33274
2021-08-01,11.2084
2021-08-02,20.84063
2021-08-03,20.49036
2021-08-04,21.01576
2021-08-05,18.38879
2021-08-06,14.71103
2021-08-07,8.93169
2021-08-08,8.23117
2021-08-09,19.61471
2021-08-10,24.69352
2021-08-11,19.96497
2021-08-12,23.4676
2021-08-13,15.58669
2021-08-14,9.80735
2021-08-15,6.83012
2021-08-16,13.66024
2021-08-17,21.36602
2021-08-18,22.06654
2021-08-19,16.8126
2021-08-20,16.11208
2021-08-21,10.15761
2021-08-22,8.75656
2021-08-23,18.21366
2021-08-24,20.49036
2021-08-25,19.08931
2021-08-26,19.61471
2021-08-27,18.56392
2021-08-28,8.75656
2021-08-29,9.28196
2021-08-30,23.64273
2021-08-31,18.03852
2021-09-01,17.86339
2021-09-02,24.34325
2021-09-03,22.24168
2021-09-04,8.75656
2021-09-05,8.4063
2021-09-06,16.8126
2021-09-07,16.11208
2021-09-08,17.68826
2021-09-09,16.98774
2021-09-10,15.06129
2021-09-11,9.10683
2021-09-12,9.63222
2021-09-13,17.86339
2021-09-14,18.21366
2021-09-15,14.71103
2021-09-16,14.71103
2021-09-17,14.88616
2021-09-18,7.53064
2021-09-19,9.98248
2021-09-20,6.65499
2021-09-21,9.45709
2021-09-22,9.98248
2021-09-23,19.78984
2021-09-24,18.21366
2021-09-25,13.13485
2021-09-26,8.75656
2021-09-27,21.01576
2021-09-28,18.91418
2021-09-29,16.28721
2021-09-30,18.73905
2021-10-01,16.28721
2021-10-02,6.83012
2021-10-03,6.65499
2021-10-04,12.95971
2021-10-05,20.1401
2021-10-06,18.91418
2021-10-07,19.61471
2021-10-08,15.41155
2021-10-09,5.95446
2021-10-10,9.28196
2021-10-11,9.98248
2021-10-12,11.90893
2021-10-13,16.98774
2021-10-14,16.46234
2021-10-15,16.11208
2021-10-16,5.25394
2021-10-17,4.90367
2021-10-18,12.95971
2021-10-19,18.56392
2021-10-20,15.76182
2021-10-21,19.43957
2021-10-22,25.21891
2021-10-23,6.65499
2021-10-24,7.00525
2021-10-25,20.84063
2021-10-26,22.76707
2021-10-27,22.06654
2021-10-28,22.24168
2021-10-29,16.63747
2021-10-30,14.36077
2021-10-31,12.08406
2021-11-01,19.26444
2021-11-02,26.2697
2021-11-03,23.64273
2021-11-04,22.06654
2021-11-05,19.61471
2021-11-06,12.43432
2021-11-07,9.80735
2021-11-08,21.36602
2021-11-09,17.86339
2021-11-10,20.31523
2021-11-11,21.36602
2021-11-12,19.43957
2021-11-13,11.7338
2021-11-14,9.98248
2021-11-15,21.89141
2021-11-16,21.01576
2021-11-17,27.14535
2021-11-18,19.26444
2021-11-19,18.03852
2021-11-20,10.50788
2021-11-21,12.25919
2021-11-22,21.89141
2021-11-23,25.04378
2021-11-24,24.86865
2021-11-25,22.24168
2021-11-26,18.03852
2021-11-27,12.08406
2021-11-28,14.88616
2021-11-29,18.03852
2021-11-30,22.76707
2021-12-01,18.21366
2021-12-02,18.38879
2021-12-03,16.8126
2021-12-04,11.55866
2021-12-05,11.55866
2021-12-06,20.49036
2021-12-07,21.71628
2021-12-08,26.44483
2021-12-09,22.41681
2021-12-10,17.86339
2021-12-11,11.2084
2021-12-12,11.55866
2021-12-13,20.31523
2021-12-14,23.29246
2021-12-15,22.59194
2021-12-16,18.91418
2021-12-17,14.71103
2021-12-18,14.71103
2021-12-19,11.38353
2021-12-20,24.34325
2021-12-21,25.39404
2021-12-22,21.36602
2021-12-23,19.61471
2021-12-24,18.21366
2021-12-25,6.30472
2021-12-26,8.58143
2021-12-27,18.56392
2021-12-28,16.63747
2021-12-29,19.61471
2021-12-30,24.51838
2021-12-31,14.36077
2022-01-01,6.12959
2022-01-02,12.78458
2022-01-03,23.4676
2022-01-04,20.1401
2022-01-05,18.91418
2022-01-06,23.4676
2022-01-07,20.1401
2022-01-08,10.33274
2022-01-09,9.28196
2022-01-10,24.34325
2022-01-11,21.54115
2022-01-12,22.06654
2022-01-13,21.01576
2022-01-14,21.71628
2022-01-15,21.89141
2022-01-16,23.64273
2022-01-17,72.15411
2022-01-18,73.73029
2022-01-19,65.14886
2022-01-20,78.63397
2022-01-21,59.54465
2022-01-22,23.64273
2022-01-23,26.61996
2022-01-24,70.05253
2022-01-25,61.64623
2022-01-26,48.68651
2022-01-27,43.25744
2022-01-28,27.67075
2022-01-29,13.66024
2022-01-30,13.13485
2022-01-31,11.7338
2022-02-01,12.08406
2022-02-02,12.08406
2022-02-03,35.72679
2022-02-04,30.82311
2022-02-05,14.71103
2022-02-06,16.46234
2022-02-07,28.5464
2022-02-08,29.24693
2022-02-09,29.77232
2022-02-10,36.42732
2022-02-11,24.16812
2022-02-12,12.60945
2022-02-13,11.38353
2022-02-14,32.04903
2022-02-15,27.32049
2022-02-16,26.44483
2022-02-17,25.7443
2022-02-18,26.2697
2022-02-19,13.13485
2022-02-20,14.88616
2022-02-21,26.61996
2022-02-22,30.64798
2022-02-23,22.24168
2022-02-24,28.37127
2022-02-25,23.4676
2022-02-26,13.83537
2022-02-27,13.48511
2022-02-28,21.71628
2022-03-01,11.7338
2022-03-02,18.91418
2022-03-03,16.8126
2022-03-04,17.338
2022-03-05,12.60945
2022-03-06,9.45709
2022-03-07,21.89141
2022-03-08,21.71628
2022-03-09,9.10683
2022-03-10,14.71103
2022-03-11,16.8126
2022-03-12,9.80735
2022-03-13,13.30998
2022-03-14,18.21366
2022-03-15,24.86865
2022-03-16,21.71628
2022-03-17,21.19089
2022-03-18,18.56392
2022-03-19,10.50788
2022-03-20,11.03327
2022-03-21,19.78984
2022-03-22,22.59194
2022-03-23,23.4676
2022-03-24,22.59194
2022-03-25,21.89141
2022-03-26,9.80735
2022-03-27,13.66024
2022-03-28,18.73905
2022-03-29,19.08931
2022-03-30,18.21366
2022-03-31,19.43957
2022-04-01,18.03852
2022-04-02,8.93169
2022-04-03,12.43432
2022-04-04,17.86339
2022-04-05,21.89141
2022-04-06,21.19089
2022-04-07,21.36602
2022-04-08,16.8126
2022-04-09,11.38353
2022-04-10,11.90893
2022-04-11,20.31523
2022-04-12,16.46234
2022-04-13,19.78984
2022-04-14,22.9422
2022-04-15,19.61471
2022-04-16,13.13485
2022-04-17,9.63222
2022-04-18,14.5359
2022-04-19,18.73905
2022-04-20,20.31523
2022-04-21,21.19089
2022-04-22,17.338
2022-04-23,12.60945
2022-04-24,10.85814
2022-04-25,17.16287
2022-04-26,17.68826
2022-04-27,21.54115
2022-04-28,17.51313
2022-04-29,13.48511
2022-04-30,8.23117
2022-05-01,10.50788
2022-05-02,19.61471
2022-05-03,23.11733
2022-05-04,16.28721
2022-05-05,11.7338
2022-05-06,14.71103
2022-05-07,9.80735
2022-05-08,11.2084
2022-05-09,28.89667
2022-05-10,26.79509
2022-05-11,32.04903
2022-05-12,26.09457
2022-05-13,22.59194
2022-05-14,18.56392
2022-05-15,17.86339
2022-05-16,30.47285
2022-05-17,27.32049
2022-05-18,23.99299
2022-05-19,29.24693
2022-05-20,27.49562
2022-05-21,15.41155
2022-05-22,17.68826
2022-05-23,32.39929
2022-05-24,31.8739
2022-05-25,27.49562
2022-05-26,24.51838
2022-05-27,21.71628
2022-05-28,11.03327
2022-05-29,12.78458
2022-05-30,22.9422
2022-05-31,21.54115
2022-06-01,9.63222
2022-06-02,16.8126
2022-06-03,16.8126
2022-06-04,8.4063
2022-06-05,10.68301
2022-06-06,12.78458
2022-06-07,20.84063
2022-06-08,14.88616
2022-06-09,15.93695
2022-06-10,12.95971
2022-06-11,9.10683
2022-06-12,11.38353
2022-06-13,20.1401
2022-06-14,21.19089
2022-06-15,22.06654
2022-06-16,21.71628
2022-06-17,15.23642
2022-06-18,8.23117
2022-06-19,8.4063
2022-06-20,15.76182
2022-06-21,16.8126
2022-06-22,14.71103
2022-06-23,16.8126
2022-06-24,11.55866
2022-06-25,7.35551
2022-06-26,5.6042
2022-06-27,19.61471
2022-06-28,19.43957
2022-06-29,12.78458
2022-06-30,13.48511
2022-07-01,12.25919
2022-07-02,5.77933
2022-07-03,4.90367
2022-07-04,14.88616
2022-07-05,19.26444
2022-07-06,15.41155
2022-07-07,14.71103
2022-07-08,13.66024
2022-07-09,4.55341
2022-07-10,6.12959
2022-07-11,13.83537
2022-07-12,15.41155
2022-07-13,15.58669
2022-07-14,15.23642
2022-07-15,12.25919
2022-07-16,8.05604
2022-07-17,6.83012
2022-07-18,15.06129
2022-07-19,16.63747
2022-07-20,14.18563
2022-07-21,16.46234
2022-07-22,11.7338
2022-07-23,9.63222
2022-07-24,10.15761
2022-07-25,18.03852
2022-07-26,13.66024
2022-07-27,16.8126
2022-07-28,19.08931
2022-07-29,14.71103
2022-07-30,6.65499
2022-07-31,7.88091
2022-08-01,13.30998
2022-08-02,14.88616
2022-08-03,13.66024
2022-08-04,15.23642
2022-08-05,15.76182
2022-08-06,7.53064
2022-08-07,6.65499
2022-08-08,12.78458
2022-08-09,15.93695
2022-08-10,16.8126
2022-08-11,17.51313
2022-08-12,14.88616
2022-08-13,8.05604
2022-08-14,4.20315
2022-08-15,7.70577
2022-08-16,14.18563
2022-08-17,17.68826
2022-08-18,14.88616
2022-08-19,15.23642
2022-08-20,8.23117
2022-08-21,5.42907
2022-08-22,16.8126
2022-08-23,13.48511
2022-08-24,16.28721
2022-08-25,19.43957
2022-08-26,14.88616
2022-08-27,7.18038
2022-08-28,8.05604
2022-08-29,17.68826
2022-08-30,17.86339
2022-08-31,17.68826
2022-09-01,16.28721
2022-09-02,14.5359
2022-09-03,8.23117
2022-09-04,10.33274
2022-09-05,15.93695
2022-09-06,19.08931
2022-09-07,15.93695
2022-09-08,15.76182
2022-09-09,6.65499
2022-09-10,6.47985
2022-09-11,5.6042
2022-09-12,9.28196
2022-09-13,16.8126
2022-09-14,19.96497
2022-09-15,17.68826
2022-09-16,15.23642
2022-09-17,7.88091
2022-09-18,6.83012
2022-09-19,18.03852
2022-09-20,17.16287
2022-09-21,14.88616
2022-09-22,15.76182
2022-09-23,15.58669
2022-09-24,9.10683
2022-09-25,7.35551
2022-09-26,15.23642
2022-09-27,15.23642
2022-09-28,19.26444
2022-09-29,16.8126
2022-09-30,11.90893
2022-10-01,5.6042
2022-10-02,5.0788
2022-10-03,7.70577
2022-10-04,12.78458
2022-10-05,17.68826
2022-10-06,18.91418
2022-10-07,12.95971
2022-10-08,6.47985
2022-10-09,4.20315
2022-10-10,8.05604
2022-10-11,14.88616
2022-10-12,16.98774
2022-10-13,22.06654
2022-10-14,18.38879
2022-10-15,7.35551
2022-10-16,10.50788
2022-10-17,14.71103
2022-10-18,19.43957
2022-10-19,23.99299
2022-10-20,21.19089
2022-10-21,24.34325
2022-10-22,6.47985
2022-10-23,8.93169
2022-10-24,18.21366
2022-10-25,20.1401
2022-10-26,16.46234
2022-10-27,15.41155
2022-10-28,15.58669
2022-10-29,7.88091
2022-10-30,7.88091
2022-10-31,15.58669
2022-11-01,16.28721
2022-11-02,19.61471
2022-11-03,15.93695
2022-11-04,13.83537
2022-11-05,9.98248
2022-11-06,11.38353
2022-11-07,15.06129
2022-11-08,16.63747
2022-11-09,14.36077
2022-11-10,23.11733
2022-11-11,15.41155
2022-11-12,7.70577
2022-11-13,6.65499
2022-11-14,16.63747
2022-11-15,19.43957
2022-11-16,17.68826
2022-11-17,15.23642
2022-11-18,14.88616
2022-11-19,6.47985
2022-11-20,8.75656
2022-11-21,19.61471
2022-11-22,16.63747
2022-11-23,18.73905
2022-11-24,11.7338
2022-11-25,15.93695
2022-11-26,7.00525
2022-11-27,10.68301
2022-11-28,15.93695
2022-11-29,16.98774
2022-11-30,19.61471
2022-12-01,16.28721
2022-12-02,13.66024
2022-12-03,10.85814
2022-12-04,10.68301
2022-12-05,19.43957
2022-12-06,16.46234
2022-12-07,18.21366
2022-12-08,19.26444
2022-12-09,16.11208
2022-12-10,8.05604
2022-12-11,7.70577
2022-12-12,19.43957
2022-12-13,23.11733
2022-12-14,28.89667
2022-12-15,17.51313
2022-12-16,19.96497
2022-12-17,8.93169
2022-12-18,10.15761
2022-12-19,15.76182
2022-12-20,18.73905
2022-12-21,21.36602
2022-12-22,19.43957
2022-12-23,15.23642
2022-12-24,7.70577
2022-12-25,10.33274
2022-12-26,22.06654
2022-12-27,25.7443
2022-12-28,18.38879
2022-12-29,18.21366
2022-12-30,16.46234
2022-12-31,6.83012
2023-01-01,9.10683
2023-01-02,14.36077
2023-01-03,16.28721
2023-01-04,25.21891
2023-01-05,17.86339
2023-01-06,17.338
2023-01-07,6.30472
2023-01-08,9.10683
2023-01-09,19.78984
2023-01-10,21.89141
2023-01-11,25.56917
2023-01-12,22.06654
2023-01-13,20.84063
2023-01-14,11.7338
2023-01-15,21.71628
2023-01-16,74.95621
2023-01-17,73.2049
2023-01-18,65.14886
2023-01-19,69.52714
2023-01-20,56.21716
2023-01-21,17.86339
2023-01-22,15.06129
2023-01-23,14.0105
2023-01-24,23.64273
2023-01-25,77.05779
2023-01-26,70.05253
2023-01-27,48.33625
2023-01-28,21.71628
2023-01-29,17.51313
2023-01-30,56.39229
2023-01-31,50.26269
2023-02-01,37.65323
2023-02-02,33.45008
2023-02-03,28.72154
2023-02-04,17.16287
2023-02-05,12.95971
2023-02-06,28.02101
2023-02-07,30.99824
2023-02-08,30.82311
2023-02-09,29.77232
2023-02-10,25.04378
2023-02-11,10.85814
2023-02-12,9.63222
2023-02-13,28.72154
2023-02-14,31.69877
2023-02-15,33.62521
2023-02-16,27.84588
2023-02-17,24.86865
2023-02-18,12.60945
2023-02-19,9.10683
2023-02-20,26.2697
2023-02-21,32.39929
2023-02-22,29.42206
2023-02-23,30.64798
2023-02-24,23.11733
2023-02-25,9.10683
2023-02-26,11.55866
2023-02-27,22.9422
2023-02-28,23.4676
2023-03-01,10.85814
2023-03-02,17.51313
2023-03-03,24.34325
2023-03-04,9.80735
2023-03-05,8.75656
2023-03-06,21.01576
2023-03-07,21.19089
2023-03-08,18.03852
2023-03-09,23.4676
2023-03-10,20.66549
2023-03-11,5.95446
2023-03-12,9.10683
2023-03-13,17.51313
2023-03-14,22.59194
2023-03-15,18.38879
2023-03-16,17.16287
2023-03-17,15.41155
2023-03-18,7.00525
2023-03-19,8.05604
2023-03-20,17.51313
2023-03-21,22.59194
2023-03-22,19.96497
2023-03-23,19.08931
2023-03-24,16.98774
2023-03-25,5.0788
2023-03-26,5.0788
2023-03-27,17.338
2023-03-28,18.91418
2023-03-29,19.08931
2023-03-30,16.63747
2023-03-31,11.90893
2023-04-01,6.30472
2023-04-02,5.6042
2023-04-03,13.66024
2023-04-04,16.98774
2023-04-05,19.26444
2023-04-06,16.63747
2023-04-07,12.25919
2023-04-08,6.47985
2023-04-09,7.88091
2023-04-10,15.76182
2023-04-11,20.84063
2023-04-12,16.8126
2023-04-13,18.38879
2023-04-14,12.95971
2023-04-15,5.25394
2023-04-16,8.05604
2023-04-17,16.28721
2023-04-18,16.98774
2023-04-19,18.56392
2023-04-20,16.28721
2023-04-21,18.73905
2023-04-22,7.35551
2023-04-23,7.18038
2023-04-24,19.26444
2023-04-25,20.84063
2023-04-26,17.16287
2023-04-27,14.18563
2023-04-28,14.88616
2023-04-29,6.12959
2023-04-30,5.42907
2023-05-01,16.63747
2023-05-02,27.32049
2023-05-03,22.76707
2023-05-04,22.06654
2023-05-05,10.33274
2023-05-06,11.90893
2023-05-07,10.85814
2023-05-08,24.51838
2023-05-09,19.26444
2023-05-10,24.69352
2023-05-11,22.76707
2023-05-12,16.63747
2023-05-13,7.70577
2023-05-14,7.35551
2023-05-15,24.34325
2023-05-16,20.84063
2023-05-17,17.68826
2023-05-18,23.4676
2023-05-19,16.63747
2023-05-20,7.53064
2023-05-21,6.47985
2023-05-22,24.69352
2023-05-23,19.96497
2023-05-24,21.01576
2023-05-25,18.56392
2023-05-26,13.83537
2023-05-27,6.65499
2023-05-28,8.05604
