date,보험조회
2023-05-21,27.25199
2023-05-22,63.39794
2023-05-23,61.57354
2023-05-24,58.72291
2023-05-25,64.65222
2023-05-26,57.46864
2023-05-27,32.61117
2023-05-28,25.31356
2023-05-29,37.2862
2023-05-30,68.87115
2023-05-31,66.93272
2023-06-01,61.00342
2023-06-02,47.66248
2023-06-03,32.83922
2023-06-04,30.10262
2023-06-05,51.88141
2023-06-06,34.20752
2023-06-07,56.78449
2023-06-08,57.69669
2023-06-09,53.24971
2023-06-10,29.64652
2023-06-11,28.50627
2023-06-12,61.23147
2023-06-13,61.80159
2023-06-14,57.92474
2023-06-15,60.09122
2023-06-16,55.18814
2023-06-17,32.61117
2023-06-18,25.99771
2023-06-19,63.62599
2023-06-20,60.31927
2023-06-21,63.39794
2023-06-22,58.26681
2023-06-23,54.27594
2023-06-24,35.0057
2023-06-25,27.59407
2023-06-26,68.98517
2023-06-27,66.36259
2023-06-28,61.34549
2023-06-29,59.17901
2023-06-30,51.08323
2023-07-01,33.75142
2023-07-02,30.44469
2023-07-03,64.42417
2023-07-04,60.09122
2023-07-05,59.63511
2023-07-06,55.30216
2023-07-07,46.97833
2023-07-08,29.07639
2023-07-09,31.69897
2023-07-10,63.51197
2023-07-11,61.11744
2023-07-12,64.42417
2023-07-13,58.72291
2023-07-14,52.67958
2023-07-15,32.95324
2023-07-16,30.33067
2023-07-17,61.34549
2023-07-18,60.31927
2023-07-19,58.60889
2023-07-20,57.92474
2023-07-21,54.96009
2023-07-22,31.81299
2023-07-23,31.35689
2023-07-24,64.08209
2023-07-25,68.07297
2023-07-26,62.82782
2023-07-27,61.00342
2023-07-28,54.04789
2023-07-29,35.0057
2023-07-30,30.78677
2023-07-31,58.26681
2023-08-01,57.24059
2023-08-02,53.47776
2023-08-03,52.22348
2023-08-04,52.10946
2023-08-05,29.53249
2023-08-06,28.39224
2023-08-07,57.46864
2023-08-08,62.02964
2023-08-09,55.41619
2023-08-10,61.91562
2023-08-11,60.20524
2023-08-12,31.92702
2023-08-13,31.24287
2023-08-14,55.41619
2023-08-15,38.76852
2023-08-16,58.60889
2023-08-17,55.53021
2023-08-18,52.56556
2023-08-19,30.78677
2023-08-20,29.76054
2023-08-21,72.06385
2023-08-22,58.83694
2023-08-23,63.96807
2023-08-24,61.23147
2023-08-25,62.71379
2023-08-26,32.61117
2023-08-27,31.01482
2023-08-28,61.91562
2023-08-29,63.16989
2023-08-30,62.94184
2023-08-31,61.80159
2023-09-01,55.64424
2023-09-02,38.08437
2023-09-03,31.24287
2023-09-04,59.86316
2023-09-05,61.11744
2023-09-06,60.09122
2023-09-07,60.66134
2023-09-08,54.73204
2023-09-09,30.90079
2023-09-10,31.47092
2023-09-11,63.05587
2023-09-12,66.36259
2023-09-13,58.03876
2023-09-14,52.45153
2023-09-15,49.37286
2023-09-16,31.69897
2023-09-17,31.12884
2023-09-18,59.63511
2023-09-19,59.63511
2023-09-20,61.68757
2023-09-21,58.95096
2023-09-22,48.34663
2023-09-23,22.23489
2023-09-24,28.05017
2023-09-25,69.66932
2023-09-26,60.77537
2023-09-27,51.08323
2023-09-28,46.06613
2023-09-29,32.04104
2023-09-30,29.19042
2023-10-01,26.90992
2023-10-02,34.77765
2023-10-03,34.20752
2023-10-04,63.28392
2023-10-05,69.66932
2023-10-06,53.36374
2023-10-07,26.22576
2023-10-08,22.23489
2023-10-09,29.64652
2023-10-10,63.28392
2023-10-11,62.48574
2023-10-12,60.43329
2023-10-13,53.47776
2023-10-14,29.64652
2023-10-15,24.28734
2023-10-16,62.48574
2023-10-17,63.05587
2023-10-18,56.55644
2023-10-19,54.96009
2023-10-20,56.44241
2023-10-21,28.73432
2023-10-22,26.56784
2023-10-23,57.35461
2023-10-24,64.53819
2023-10-25,67.16077
2023-10-26,53.81984
2023-10-27,53.81984
2023-10-28,30.55872
2023-10-29,31.01482
2023-10-30,68.187
2023-10-31,62.94184
2023-11-01,54.73204
2023-11-02,57.01254
2023-11-03,51.65336
2023-11-04,27.70809
2023-11-05,27.13797
2023-11-06,66.02052
2023-11-07,57.81071
2023-11-08,51.88141
2023-11-09,58.72291
2023-11-10,49.37286
2023-11-11,28.84834
2023-11-12,31.01482
2023-11-13,58.38084
2023-11-14,62.82782
2023-11-15,60.31927
2023-11-16,53.36374
2023-11-17,48.46066
2023-11-18,35.57582
2023-11-19,35.23375
2023-11-20,62.71379
2023-11-21,60.31927
2023-11-22,62.02964
2023-11-23,59.52109
2023-11-24,52.33751
2023-11-25,31.47092
2023-11-26,30.33067
2023-11-27,72.63397
2023-11-28,64.08209
2023-11-29,62.71379
2023-11-30,57.24059
2023-12-01,51.76738
2023-12-02,29.98859
2023-12-03,27.93614
2023-12-04,59.63511
2023-12-05,57.81071
2023-12-06,62.82782
2023-12-07,57.35461
2023-12-08,54.27594
2023-12-09,32.15507
2023-12-10,29.07639
2023-12-11,70.12542
2023-12-12,62.02964
2023-12-13,62.71379
2023-12-14,58.03876
2023-12-15,56.67046
2023-12-16,34.89167
2023-12-17,32.38312
2023-12-18,63.62599
2023-12-19,63.16989
2023-12-20,60.54732
2023-12-21,59.40706
2023-12-22,54.27594
2023-12-23,31.58494
2023-12-24,27.59407
2023-12-25,28.16419
2023-12-26,73.43215
2023-12-27,63.51197
2023-12-28,58.83694
2023-12-29,56.55644
2023-12-30,33.52337
2023-12-31,31.01482
2024-01-01,34.5496
2024-01-02,66.36259
2024-01-03,65.33637
2024-01-04,65.33637
2024-01-05,59.17901
2024-01-06,35.68985
2024-01-07,33.40935
2024-01-08,58.60889
2024-01-09,68.187
2024-01-10,66.70467
2024-01-11,63.62599
2024-01-12,53.36374
2024-01-13,39.79475
2024-01-14,35.23375
2024-01-15,75.37058
2024-01-16,75.14253
2024-01-17,71.26567
2024-01-18,69.32725
2024-01-19,70.35347
2024-01-20,42.07525
2024-01-21,40.4789
2024-01-22,75.4846
2024-01-23,77.309
2024-01-24,69.21322
2024-01-25,72.63397
2024-01-26,61.68757
2024-01-27,37.62827
2024-01-28,39.5667
2024-01-29,67.84492
2024-01-30,65.90649
2024-01-31,60.88939
2024-02-01,59.29304
2024-02-02,55.30216
2024-02-03,31.92702
2024-02-04,27.25199
2024-02-05,66.59064
2024-02-06,55.41619
2024-02-07,59.40706
2024-02-08,57.24059
2024-02-09,33.29532
2024-02-10,43.32953
2024-02-11,31.01482
2024-02-12,36.03192
2024-02-13,75.25655
2024-02-14,68.52907
2024-02-15,66.24857
2024-02-16,55.07411
2024-02-17,32.95324
2024-02-18,29.98859
2024-02-19,56.67046
2024-02-20,64.99429
2024-02-21,66.8187
2024-02-22,59.40706
2024-02-23,59.63511
2024-02-24,31.92702
2024-02-25,34.5496
2024-02-26,63.62599
2024-02-27,66.36259
2024-02-28,54.96009
2024-02-29,53.36374
2024-03-01,29.07639
2024-03-02,29.53249
2024-03-03,29.53249
2024-03-04,54.50399
2024-03-05,63.62599
2024-03-06,55.98631
2024-03-07,53.59179
2024-03-08,55.87229
2024-03-09,36.25997
2024-03-10,30.10262
2024-03-11,59.17901
2024-03-12,55.53021
2024-03-13,51.19726
2024-03-14,48.91676
2024-03-15,50.17103
2024-03-16,28.62029
2024-03-17,28.62029
2024-03-18,54.50399
2024-03-19,58.83694
2024-03-20,60.09122
