date,건강보험료
2020-12-24,0.96487
2020-12-25,0.4038
2020-12-26,0.37442
2020-12-27,0.44585
2020-12-28,1.34678
2020-12-29,1.32893
2020-12-30,1.48849
2020-12-31,1.534
2021-01-01,0.77247
2021-01-02,0.72178
2021-01-03,0.6106
2021-01-04,1.84909
2021-01-05,1.65439
2021-01-06,1.47236
2021-01-07,1.24771
2021-01-08,1.19701
2021-01-09,0.45968
2021-01-10,0.56797
2021-01-11,1.77248
2021-01-12,1.29264
2021-01-13,1.00461
2021-01-14,0.9424
2021-01-15,1.20335
2021-01-16,0.43203
2021-01-17,0.39862
2021-01-18,1.17282
2021-01-19,1.19817
2021-01-20,1.31049
2021-01-21,1.56799
2021-01-22,1.26902
2021-01-23,0.45161
2021-01-24,0.39862
2021-01-25,1.72294
2021-01-26,1.25116
2021-01-27,1.45623
2021-01-28,1.83124
2021-01-29,1.82087
2021-01-30,0.72984
2021-01-31,0.72235
2021-02-01,1.83181
2021-02-02,1.45508
2021-02-03,1.178
2021-02-04,0.99021
2021-02-05,1.15381
2021-02-06,0.47235
2021-02-07,0.45046
2021-02-08,1.22524
2021-02-09,1.12501
2021-02-10,1.52075
2021-02-11,0.51498
2021-02-12,0.40265
2021-02-13,0.38882
2021-02-14,0.40265
2021-02-15,1.05415
2021-02-16,0.98445
2021-02-17,0.85657
2021-02-18,0.69067
2021-02-19,0.73963
2021-02-20,0.32373
2021-02-21,0.28917
2021-02-22,0.803
2021-02-23,0.83699
2021-02-24,0.91763
2021-02-25,1.38884
2021-02-26,1.21141
2021-02-27,0.56682
2021-02-28,0.51152
2021-03-01,0.56452
2021-03-02,1.2287
2021-03-03,1.0628
2021-03-04,0.89113
2021-03-05,0.78917
2021-03-06,0.33295
2021-03-07,0.31912
2021-03-08,0.91187
2021-03-09,0.86982
2021-03-10,1.15496
2021-03-11,0.78457
2021-03-12,0.63019
2021-03-13,0.25806
2021-03-14,0.26094
2021-03-15,0.74655
2021-03-16,0.8848
2021-03-17,0.6901
2021-03-18,0.60945
2021-03-19,0.60254
2021-03-20,0.31163
2021-03-21,0.28917
2021-03-22,0.64286
2021-03-23,0.79551
2021-03-24,0.72984
2021-03-25,0.92339
2021-03-26,0.58698
2021-03-27,0.28744
2021-03-28,0.27995
2021-03-29,0.88249
2021-03-30,1.14344
2021-03-31,1.19874
2021-04-01,1.00807
2021-04-02,0.74194
2021-04-03,0.36175
2021-04-04,0.35023
2021-04-05,1.04091
2021-04-06,0.90438
2021-04-07,0.86348
2021-04-08,0.8848
2021-04-09,0.92685
2021-04-10,0.34562
2021-04-11,0.32085
2021-04-12,1.10657
2021-04-13,0.92915
2021-04-14,0.81049
2021-04-15,0.7909
2021-04-16,0.73387
2021-04-17,0.2667
2021-04-18,0.25461
2021-04-19,0.95104
2021-04-20,1.33642
2021-04-21,1.69241
2021-04-22,1.30761
2021-04-23,2.55475
2021-04-24,0.55588
2021-04-25,0.47235
2021-04-26,1.17224
2021-04-27,0.89056
2021-04-28,0.99252
2021-04-29,1.22178
2021-04-30,1.40554
2021-05-01,0.55703
2021-05-02,0.53456
2021-05-03,1.37674
2021-05-04,1.44183
2021-05-05,0.47811
2021-05-06,1.20277
2021-05-07,1.04321
2021-05-08,0.4182
2021-05-09,0.41935
2021-05-10,2.23159
2021-05-11,1.15266
2021-05-12,0.95623
2021-05-13,0.9666
2021-05-14,0.83123
2021-05-15,0.28802
2021-05-16,0.36636
2021-05-17,0.90035
2021-05-18,0.70392
2021-05-19,0.33007
2021-05-20,0.93607
2021-05-21,0.84908
2021-05-22,0.24769
2021-05-23,0.39458
2021-05-24,1.09217
2021-05-25,1.37098
2021-05-26,0.91187
2021-05-27,1.08526
2021-05-28,0.99079
2021-05-29,0.4159
2021-05-30,0.39401
2021-05-31,1.20277
2021-06-01,0.95796
2021-06-02,0.78457
2021-06-03,0.66648
2021-06-04,0.71947
2021-06-05,0.28168
2021-06-06,0.28802
2021-06-07,0.72984
2021-06-08,0.63537
2021-06-09,0.6515
2021-06-10,1.0916
2021-06-11,0.56855
2021-06-12,0.22523
2021-06-13,0.21889
2021-06-14,0.54551
2021-06-15,0.58871
2021-06-16,0.46774
2021-06-17,0.42857
2021-06-18,0.45968
2021-06-19,0.20967
2021-06-20,0.22235
2021-06-21,0.553
2021-06-22,0.55876
2021-06-23,0.56049
2021-06-24,0.84908
2021-06-25,0.93779
2021-06-26,0.33813
2021-06-27,0.29666
2021-06-28,0.75749
2021-06-29,2.24484
2021-06-30,1.98331
2021-07-01,2.13712
2021-07-02,1.35427
2021-07-03,0.52765
2021-07-04,0.78629
2021-07-05,1.55992
2021-07-06,0.98273
2021-07-07,0.77708
2021-07-08,0.78226
2021-07-09,0.80473
2021-07-10,0.41763
2021-07-11,0.30299
2021-07-12,1.31107
2021-07-13,1.33296
2021-07-14,0.80818
2021-07-15,0.68721
2021-07-16,0.49078
2021-07-17,0.24539
2021-07-18,0.23963
2021-07-19,0.60484
2021-07-20,0.57604
2021-07-21,0.63191
2021-07-22,0.62788
2021-07-23,0.99367
2021-07-24,0.86348
2021-07-25,0.74655
2021-07-26,9.68559
2021-07-27,9.51854
2021-07-28,4.20857
2021-07-29,2.69357
2021-07-30,2.05993
2021-07-31,1.01671
2021-08-01,0.87328
2021-08-02,1.99311
2021-08-03,1.62213
2021-08-04,1.19125
2021-08-05,1.26902
2021-08-06,0.9977
2021-08-07,0.4879
2021-08-08,0.49539
2021-08-09,1.19644
2021-08-10,1.7817
2021-08-11,1.26268
2021-08-12,3.00694
2021-08-13,1.21026
2021-08-14,0.60138
2021-08-15,0.59735
2021-08-16,0.78399
2021-08-17,1.41591
2021-08-18,1.28342
2021-08-19,1.36176
2021-08-20,1.15093
2021-08-21,0.5432
2021-08-22,0.53917
2021-08-23,1.04148
2021-08-24,2.1567
2021-08-25,2.59622
2021-08-26,3.05418
2021-08-27,4.58415
2021-08-28,1.64863
2021-08-29,1.36176
2021-08-30,8.04732
2021-08-31,5.43669
2021-09-01,3.79209
2021-09-02,3.85315
2021-09-03,3.25579
2021-09-04,1.70739
2021-09-05,3.8134
2021-09-06,9.88951
2021-09-07,6.25064
2021-09-08,4.51387
2021-09-09,4.27021
2021-09-10,4.05304
2021-09-11,2.0438
2021-09-12,1.24598
2021-09-13,2.26903
2021-09-14,1.80589
2021-09-15,1.60485
2021-09-16,1.3249
2021-09-17,1.07028
2021-09-18,0.62615
2021-09-19,0.59044
2021-09-20,0.60369
2021-09-21,0.79033
2021-09-22,0.66878
2021-09-23,1.20105
2021-09-24,1.27939
2021-09-25,0.47811
2021-09-26,0.39401
2021-09-27,1.06164
2021-09-28,0.93549
2021-09-29,0.9257
2021-09-30,1.38653
2021-10-01,1.1492
2021-10-02,0.49597
2021-10-03,0.42857
2021-10-04,0.50749
2021-10-05,1.05934
2021-10-06,0.87731
2021-10-07,0.84735
2021-10-08,0.84447
2021-10-09,0.34447
2021-10-10,0.322
2021-10-11,0.35887
2021-10-12,0.85888
2021-10-13,0.69413
2021-10-14,0.61636
2021-10-15,0.58641
2021-10-16,0.26498
2021-10-17,0.21659
2021-10-18,0.47005
2021-10-19,0.48157
2021-10-20,0.50115
2021-10-21,0.55472
2021-10-22,0.43952
2021-10-23,0.21256
2021-10-24,0.22753
2021-10-25,0.6803
2021-10-26,0.55645
2021-10-27,0.80761
2021-10-28,0.84044
2021-10-29,0.78745
2021-10-30,0.4326
2021-10-31,0.38018
2021-11-01,0.84044
2021-11-02,0.68145
2021-11-03,0.53053
2021-11-04,0.5023
2021-11-05,0.47523
2021-11-06,0.23675
2021-11-07,0.24597
2021-11-08,0.56221
2021-11-09,0.60081
2021-11-10,0.81913
2021-11-11,0.55127
2021-11-12,0.42512
2021-11-13,0.20391
2021-11-14,0.2235
2021-11-15,0.48906
2021-11-16,0.6659
2021-11-17,0.65092
2021-11-18,0.51325
2021-11-19,0.72466
2021-11-20,0.32431
2021-11-21,0.29954
2021-11-22,0.74482
2021-11-23,1.54898
2021-11-24,2.38539
2021-11-25,2.58125
2021-11-26,2.17917
2021-11-27,0.83411
2021-11-28,0.63134
2021-11-29,1.65324
2021-11-30,2.13654
2021-12-01,1.64921
2021-12-02,1.47063
2021-12-03,1.17052
2021-12-04,0.57373
2021-12-05,0.53226
2021-12-06,1.38077
2021-12-07,1.00865
2021-12-08,0.90093
2021-12-09,1.4931
2021-12-10,1.8779
2021-12-11,0.66302
2021-12-12,0.49021
2021-12-13,1.05358
2021-12-14,0.8295
2021-12-15,0.85484
2021-12-16,0.82662
2021-12-17,0.76556
2021-12-18,0.36348
2021-12-19,0.40495
2021-12-20,1.10312
2021-12-21,1.0121
2021-12-22,1.10773
2021-12-23,1.20853
2021-12-24,0.90899
2021-12-25,0.49482
2021-12-26,0.45622
2021-12-27,1.0507
2021-12-28,1.08526
2021-12-29,1.30819
2021-12-30,1.39805
2021-12-31,1.35427
2022-01-01,0.678
2022-01-02,0.62615
2022-01-03,1.60024
2022-01-04,1.4234
2022-01-05,1.42801
2022-01-06,1.29206
2022-01-07,1.10888
2022-01-08,0.53111
2022-01-09,0.5144
2022-01-10,2.87848
2022-01-11,1.58815
2022-01-12,1.08238
2022-01-13,0.93549
2022-01-14,0.8727
2022-01-15,0.49539
2022-01-16,0.4326
2022-01-17,1.26499
2022-01-18,1.12731
2022-01-19,1.11118
2022-01-20,1.30243
2022-01-21,1.16475
2022-01-22,0.46429
2022-01-23,0.4447
2022-01-24,1.57951
2022-01-25,1.73907
2022-01-26,1.2863
2022-01-27,1.41418
2022-01-28,1.63423
2022-01-29,0.73503
2022-01-30,0.50864
2022-01-31,0.50115
2022-02-01,0.50288
2022-02-02,0.54608
2022-02-03,1.90439
2022-02-04,1.64575
2022-02-05,0.68433
2022-02-06,0.5697
2022-02-07,1.63365
2022-02-08,1.27478
2022-02-09,1.25865
2022-02-10,2.01384
2022-02-11,1.106
2022-02-12,0.43664
2022-02-13,0.39401
2022-02-14,0.93376
2022-02-15,0.87846
2022-02-16,0.7742
2022-02-17,0.72466
2022-02-18,0.75288
2022-02-19,0.40611
2022-02-20,0.35772
2022-02-21,0.88019
2022-02-22,0.80703
2022-02-23,0.80473
2022-02-24,0.80473
2022-02-25,0.93722
2022-02-26,0.46601
2022-02-27,0.42684
2022-02-28,1.0939
2022-03-01,0.5432
2022-03-02,1.12328
2022-03-03,1.22524
2022-03-04,1.12558
2022-03-05,0.53802
2022-03-06,0.46544
2022-03-07,0.99655
2022-03-08,0.9666
2022-03-09,0.46601
2022-03-10,1.4378
2022-03-11,1.03399
2022-03-12,0.44585
2022-03-13,0.46256
2022-03-14,0.90899
2022-03-15,0.8295
2022-03-16,0.70565
2022-03-17,0.6636
2022-03-18,0.60599
2022-03-19,0.32546
2022-03-20,0.32834
2022-03-21,0.76383
2022-03-22,0.66821
2022-03-23,0.85657
2022-03-24,0.80012
2022-03-25,0.86176
2022-03-26,0.33756
2022-03-27,0.29147
2022-03-28,0.6394
2022-03-29,0.74309
2022-03-30,1.15208
2022-03-31,1.39805
2022-04-01,1.13941
2022-04-02,0.46141
2022-04-03,0.40323
2022-04-04,1.00634
2022-04-05,1.12962
2022-04-06,0.91187
2022-04-07,0.90957
2022-04-08,1.06049
2022-04-09,0.4159
2022-04-10,0.40553
2022-04-11,1.29379
2022-04-12,1.11349
2022-04-13,0.96314
2022-04-14,0.86809
2022-04-15,0.86003
2022-04-16,0.36521
2022-04-17,0.31336
2022-04-18,0.87616
2022-04-19,1.14575
2022-04-20,1.42628
2022-04-21,2.20739
2022-04-22,2.38539
2022-04-23,0.98273
2022-04-24,1.30128
2022-04-25,5.11008
2022-04-26,1.93838
2022-04-27,1.50404
2022-04-28,1.57317
2022-04-29,1.80992
2022-04-30,0.70046
2022-05-01,0.7333
2022-05-02,1.65958
2022-05-03,1.45739
2022-05-04,1.63077
2022-05-05,0.55761
2022-05-06,1.08641
2022-05-07,0.4856
2022-05-08,0.56913
2022-05-09,1.56799
2022-05-10,2.56684
2022-05-11,1.36983
2022-05-12,1.13826
2022-05-13,1.00519
2022-05-14,0.39747
2022-05-15,0.38134
2022-05-16,1.00231
2022-05-17,0.91706
2022-05-18,0.78629
2022-05-19,0.78917
2022-05-20,1.08929
2022-05-21,0.39862
2022-05-22,0.36981
2022-05-23,0.92973
2022-05-24,1.02305
2022-05-25,1.50635
2022-05-26,1.09275
2022-05-27,1.06856
2022-05-28,0.52535
2022-05-29,0.4977
2022-05-30,1.26383
2022-05-31,1.36464
2022-06-01,0.56567
2022-06-02,1.04955
2022-06-03,1.00346
2022-06-04,0.43836
2022-06-05,0.39631
2022-06-06,0.40323
2022-06-07,0.94643
2022-06-08,0.84735
2022-06-09,1.01095
2022-06-10,1.58469
2022-06-11,0.50922
2022-06-12,0.80703
2022-06-13,1.34045
2022-06-14,0.9568
2022-06-15,0.97984
2022-06-16,0.80818
2022-06-17,0.83699
2022-06-18,0.44873
2022-06-19,0.40323
2022-06-20,0.7742
2022-06-21,0.91763
2022-06-22,0.85715
2022-06-23,0.82143
2022-06-24,1.12213
2022-06-25,0.49309
2022-06-26,0.44873
2022-06-27,0.77362
2022-06-28,1.24194
2022-06-29,4.38426
2022-06-30,3.70395
2022-07-01,1.98907
2022-07-02,0.83238
2022-07-03,0.88192
2022-07-04,1.43377
2022-07-05,1.56338
2022-07-06,1.24828
2022-07-07,1.27824
2022-07-08,1.43607
2022-07-09,0.60254
2022-07-10,0.80761
2022-07-11,1.6158
2022-07-12,1.31568
2022-07-13,1.13422
2022-07-14,1.35773
2022-07-15,0.97293
2022-07-16,0.51267
2022-07-17,0.74712
2022-07-18,1.07201
2022-07-19,1.12962
2022-07-20,1.22006
2022-07-21,1.43838
2022-07-22,1.08872
2022-07-23,0.48675
2022-07-24,0.6538
2022-07-25,1.32086
2022-07-26,0.981
2022-07-27,1.14056
2022-07-28,1.28112
2022-07-29,1.33008
2022-07-30,0.61924
2022-07-31,0.68549
2022-08-01,1.4545
2022-08-02,1.12213
2022-08-03,1.00346
2022-08-04,0.95565
2022-08-05,0.97869
2022-08-06,0.38249
2022-08-07,0.41705
2022-08-08,0.92973
2022-08-09,0.89229
2022-08-10,1.66015
2022-08-11,1.1636
2022-08-12,0.86752
2022-08-13,0.45392
2022-08-14,0.45046
2022-08-15,0.52419
2022-08-16,0.9666
2022-08-17,0.93261
2022-08-18,0.81798
2022-08-19,1.86234
2022-08-20,0.96487
2022-08-21,0.87097
2022-08-22,1.52939
2022-08-23,1.73677
2022-08-24,1.96142
2022-08-25,1.79034
2022-08-26,1.75808
2022-08-27,1.17052
2022-08-28,0.91994
2022-08-29,1.74541
2022-08-30,4.47067
2022-08-31,3.08874
2022-09-01,2.53286
2022-09-02,1.63193
2022-09-03,0.82892
2022-09-04,0.83007
2022-09-05,1.26844
2022-09-06,1.15554
2022-09-07,1.13768
2022-09-08,1.11522
2022-09-09,0.66245
2022-09-10,0.6083
2022-09-11,0.58353
2022-09-12,0.55588
2022-09-13,1.78746
2022-09-14,1.40554
2022-09-15,1.25519
2022-09-16,0.98906
2022-09-17,0.47005
2022-09-18,0.43433
2022-09-19,1.04148
2022-09-20,1.04609
2022-09-21,1.39402
2022-09-22,1.41764
2022-09-23,1.37271
2022-09-24,0.64862
2022-09-25,0.50403
2022-09-26,1.30301
2022-09-27,1.30819
2022-09-28,1.8514
2022-09-29,1.94702
2022-09-30,2.05129
2022-10-01,0.97696
2022-10-02,0.71544
2022-10-03,0.86406
2022-10-04,1.62674
2022-10-05,1.50059
2022-10-06,1.3128
2022-10-07,1.21717
2022-10-08,0.50749
2022-10-09,0.46832
2022-10-10,0.68433
2022-10-11,1.85255
2022-10-12,1.35139
2022-10-13,1.08987
2022-10-14,0.88768
2022-10-15,0.44931
2022-10-16,0.70219
2022-10-17,1.1613
2022-10-18,0.91936
2022-10-19,0.85254
2022-10-20,0.88825
2022-10-21,0.7644
2022-10-22,0.35772
2022-10-23,0.37788
2022-10-24,0.89689
2022-10-25,2.05589
2022-10-26,1.18664
2022-10-27,1.22063
2022-10-28,1.32201
2022-10-29,0.63019
2022-10-30,0.47581
2022-10-31,1.59794
2022-11-01,1.3439
2022-11-02,1.17052
2022-11-03,0.93376
2022-11-04,0.98618
2022-11-05,0.43721
2022-11-06,0.48675
2022-11-07,0.99194
2022-11-08,0.96199
2022-11-09,0.87328
2022-11-10,1.36983
2022-11-11,1.0121
2022-11-12,0.40841
2022-11-13,0.41705
2022-11-14,0.81798
2022-11-15,1.25347
2022-11-16,0.91994
2022-11-17,0.84159
2022-11-18,0.97639
2022-11-19,0.59332
2022-11-20,0.5409
2022-11-21,1.60485
2022-11-22,2.01788
2022-11-23,1.98331
2022-11-24,2.10774
2022-11-25,1.72179
2022-11-26,0.73157
2022-11-27,0.64401
2022-11-28,1.67455
2022-11-29,1.63538
2022-11-30,2.32375
2022-12-01,2.17053
2022-12-02,1.66361
2022-12-03,0.63825
2022-12-04,0.68261
2022-12-05,1.60716
2022-12-06,1.60543
2022-12-07,1.54091
2022-12-08,1.41591
2022-12-09,1.5916
2022-12-10,0.72523
2022-12-11,0.5841
2022-12-12,1.94069
2022-12-13,1.72582
2022-12-14,1.4378
2022-12-15,1.49368
2022-12-16,1.28918
2022-12-17,0.62385
2022-12-18,0.58641
2022-12-19,1.18492
2022-12-20,1.69817
2022-12-21,2.06108
2022-12-22,1.96258
2022-12-23,1.51384
2022-12-24,0.58756
2022-12-25,0.625
2022-12-26,1.54091
2022-12-27,2.2529
2022-12-28,1.98792
2022-12-29,2.14576
2022-12-30,1.99023
2022-12-31,0.93895
2023-01-01,1.17052
2023-01-02,2.42859
2023-01-03,2.09507
2023-01-04,1.77306
2023-01-05,1.69068
2023-01-06,1.52824
2023-01-07,0.6227
2023-01-08,0.7189
2023-01-09,1.84449
2023-01-10,2.53286
2023-01-11,1.93262
2023-01-12,1.81453
2023-01-13,1.3007
2023-01-14,0.6227
2023-01-15,0.86176
2023-01-16,1.93896
2023-01-17,1.71891
2023-01-18,1.72409
2023-01-19,1.74886
2023-01-20,1.57893
2023-01-21,0.67857
2023-01-22,0.60772
2023-01-23,0.64228
2023-01-24,0.74079
2023-01-25,2.83528
2023-01-26,2.09276
2023-01-27,1.70393
2023-01-28,0.82028
2023-01-29,0.68145
2023-01-30,2.29207
2023-01-31,3.121
2023-02-01,3.00061
2023-02-02,2.72468
2023-02-03,2.31857
2023-02-04,0.91878
2023-02-05,0.85484
2023-02-06,2.00635
2023-02-07,1.92571
2023-02-08,1.88999
2023-02-09,1.65958
2023-02-10,2.43551
2023-02-11,0.8174
2023-02-12,0.67051
2023-02-13,1.7529
2023-02-14,1.37386
2023-02-15,1.30877
2023-02-16,1.3128
2023-02-17,1.12155
2023-02-18,0.58526
2023-02-19,0.57316
2023-02-20,1.25635
2023-02-21,1.39517
2023-02-22,1.09448
2023-02-23,1.44586
2023-02-24,1.27593
2023-02-25,0.56394
2023-02-26,0.46486
2023-02-27,1.19817
2023-02-28,1.70624
2023-03-01,0.94874
2023-03-02,1.79379
2023-03-03,1.74195
2023-03-04,0.87385
2023-03-05,0.72351
2023-03-06,1.606
2023-03-07,1.37213
2023-03-08,1.30761
2023-03-09,1.2287
2023-03-10,1.57951
2023-03-11,0.57028
2023-03-12,0.49654
2023-03-13,1.00807
2023-03-14,0.97812
2023-03-15,0.95853
2023-03-16,0.928
2023-03-17,0.76383
2023-03-18,0.41129
2023-03-19,0.36809
2023-03-20,0.86348
2023-03-21,0.92454
2023-03-22,1.02305
2023-03-23,1.37213
2023-03-24,1.21141
2023-03-25,0.49539
2023-03-26,0.67224
2023-03-27,1.53342
2023-03-28,1.33987
2023-03-29,1.4545
2023-03-30,1.59045
2023-03-31,1.41591
2023-04-01,0.61867
2023-04-02,0.54954
2023-04-03,1.34851
2023-04-04,1.36579
2023-04-05,1.51038
2023-04-06,1.28803
2023-04-07,1.24425
2023-04-08,0.50115
2023-04-09,0.49078
2023-04-10,2.02364
2023-04-11,1.52593
2023-04-12,1.3802
2023-04-13,1.91707
2023-04-14,1.5507
2023-04-15,0.53802
2023-04-16,0.47177
2023-04-17,1.46603
2023-04-18,1.37616
2023-04-19,1.44068
2023-04-20,1.91592
2023-04-21,2.4597
2023-04-22,0.67454
2023-04-23,0.54608
2023-04-24,2.50694
2023-04-25,4.09048
2023-04-26,1.72121
2023-04-27,1.53976
2023-04-28,1.95739
2023-04-29,0.74136
2023-04-30,0.57143
2023-05-01,1.08411
2023-05-02,2.23965
2023-05-03,2.09679
2023-05-04,2.36581
2023-05-05,0.8007
2023-05-06,0.58814
2023-05-07,0.60138
2023-05-08,1.93262
2023-05-09,1.95105
2023-05-10,3.46086
2023-05-11,1.8635
2023-05-12,1.41994
2023-05-13,0.54551
2023-05-14,0.56509
2023-05-15,1.73792
2023-05-16,1.43204
2023-05-17,1.37213
2023-05-18,1.32144
2023-05-19,1.55186
2023-05-20,0.53802
2023-05-21,0.64401
2023-05-22,1.39748
2023-05-23,1.2719
2023-05-24,1.50001
2023-05-25,2.02652
2023-05-26,1.27017
2023-05-27,0.58641
2023-05-28,0.57546
2023-05-29,0.74482
