date,근저당설정
2020-03-20,75.32133
2020-03-21,39.20308
2020-03-22,38.30334
2020-03-23,74.16452
2020-03-24,70.43701
2020-03-25,80.33419
2020-03-26,75.83547
2020-03-27,73.90745
2020-03-28,44.60154
2020-03-29,39.46015
2020-03-30,81.10539
2020-03-31,84.06169
2020-04-01,75.96401
2020-04-02,79.17737
2020-04-03,70.95115
2020-04-04,39.33161
2020-04-05,35.86118
2020-04-06,74.67866
2020-04-07,78.9203
2020-04-08,80.97686
2020-04-09,89.58868
2020-04-10,74.03598
2020-04-11,40.10282
2020-04-12,34.70437
2020-04-13,67.99485
2020-04-14,68.38046
2020-04-15,44.73007
2020-04-16,79.56298
2020-04-17,72.87917
2020-04-18,41.90231
2020-04-19,39.33161
2020-04-20,78.79177
2020-04-21,85.47557
2020-04-22,81.491
2020-04-23,73.77892
2020-04-24,79.69151
2020-04-25,43.31619
2020-04-26,40.35989
2020-04-27,75.32133
2020-04-28,82.26221
2020-04-29,69.79434
2020-04-30,48.32904
2020-05-01,46.91516
2020-05-02,38.1748
2020-05-03,36.88946
2020-05-04,76.22107
2020-05-05,48.71465
2020-05-06,74.67866
2020-05-07,77.37789
2020-05-08,75.32133
2020-05-09,46.91516
2020-05-10,41.90231
2020-05-11,86.76092
2020-05-12,82.64781
2020-05-13,77.37789
2020-05-14,79.43444
2020-05-15,77.37789
2020-05-16,46.14395
2020-05-17,39.84575
2020-05-18,84.8329
2020-05-19,90.61696
2020-05-20,88.56041
2020-05-21,86.11825
2020-05-22,72.36503
2020-05-23,49.74293
2020-05-24,35.2185
2020-05-25,99.61439
2020-05-26,90.35989
2020-05-27,86.37532
2020-05-28,79.43444
2020-05-29,70.95115
2020-05-30,49.22879
2020-05-31,43.18766
2020-06-01,82.77634
2020-06-02,89.33161
2020-06-03,75.96401
2020-06-04,73.65038
2020-06-05,67.48071
2020-06-06,42.03084
2020-06-07,43.57326
2020-06-08,78.1491
2020-06-09,79.17737
2020-06-10,78.02056
2020-06-11,79.94858
2020-06-12,75.83547
2020-06-13,42.93059
2020-06-14,37.91773
2020-06-15,85.34704
2020-06-16,80.07712
2020-06-17,87.27506
2020-06-18,80.33419
2020-06-19,73.52185
2020-06-20,44.85861
2020-06-21,40.61696
2020-06-22,78.9203
2020-06-23,78.27763
2020-06-24,82.51928
2020-06-25,70.56555
2020-06-26,80.97686
2020-06-27,45.62982
2020-06-28,39.20308
2020-06-29,82.39074
2020-06-30,76.22107
2020-07-01,75.70694
2020-07-02,79.94858
2020-07-03,65.55269
2020-07-04,42.41645
2020-07-05,32.00514
2020-07-06,87.01799
2020-07-07,79.69151
2020-07-08,74.03598
2020-07-09,81.8766
2020-07-10,67.48071
2020-07-11,48.32904
2020-07-12,40.35989
2020-07-13,82.51928
2020-07-14,78.02056
2020-07-15,76.60668
2020-07-16,72.10796
2020-07-17,64.78149
2020-07-18,41.64524
2020-07-19,38.30334
2020-07-20,70.30848
2020-07-21,76.47814
2020-07-22,68.63753
2020-07-23,70.69408
2020-07-24,63.88174
2020-07-25,35.98971
2020-07-26,39.33161
2020-07-27,80.84832
2020-07-28,76.99228
2020-07-29,73.52185
2020-07-30,69.92287
2020-07-31,65.03856
2020-08-01,40.10282
2020-08-02,31.36246
2020-08-03,65.68123
2020-08-04,70.82262
2020-08-05,62.85347
2020-08-06,75.1928
2020-08-07,57.0694
2020-08-08,41.90231
2020-08-09,34.57583
2020-08-10,69.92287
2020-08-11,62.72493
2020-08-12,73.65038
2020-08-13,70.69408
2020-08-14,56.55526
2020-08-15,34.4473
2020-08-16,30.84832
2020-08-17,46.52956
2020-08-18,69.53727
2020-08-19,77.37789
2020-08-20,75.1928
2020-08-21,63.23907
2020-08-22,38.30334
2020-08-23,33.41902
2020-08-24,64.52442
2020-08-25,62.982
2020-08-26,62.33933
2020-08-27,61.18251
2020-08-28,58.99742
2020-08-29,33.03341
2020-08-30,39.46015
2020-08-31,70.43701
2020-09-01,75.1928
2020-09-02,68.38046
2020-09-03,61.82519
2020-09-04,60.0257
2020-09-05,34.96143
2020-09-06,33.67609
2020-09-07,67.86632
2020-09-08,73.90745
2020-09-09,70.95115
2020-09-10,67.35218
2020-09-11,67.73778
2020-09-12,42.03084
2020-09-13,41.64524
2020-09-14,85.08997
2020-09-15,82.64781
2020-09-16,77.50642
2020-09-17,77.12082
2020-09-18,74.67866
2020-09-19,39.84575
2020-09-20,37.91773
2020-09-21,68.38046
2020-09-22,79.94858
2020-09-23,76.22107
2020-09-24,68.25192
2020-09-25,59.89717
2020-09-26,37.7892
2020-09-27,31.23393
2020-09-28,64.26735
2020-09-29,51.54241
2020-09-30,19.92287
2020-10-01,21.33676
2020-10-02,29.69151
2020-10-03,33.03341
2020-10-04,35.08997
2020-10-05,82.39074
2020-10-06,74.93573
2020-10-07,79.69151
2020-10-08,67.73778
2020-10-09,45.62982
2020-10-10,41.5167
2020-10-11,35.34704
2020-10-12,76.73521
2020-10-13,71.07969
2020-10-14,76.99228
2020-10-15,74.67866
2020-10-16,58.86889
2020-10-17,43.83033
2020-10-18,32.90488
2020-10-19,64.26735
2020-10-20,76.47814
2020-10-21,78.1491
2020-10-22,69.40874
2020-10-23,61.82519
2020-10-24,38.30334
2020-10-25,34.96143
2020-10-26,66.45244
2020-10-27,79.94858
2020-10-28,70.56555
2020-10-29,69.2802
2020-10-30,66.83804
2020-10-31,39.71722
2020-11-01,34.31876
2020-11-02,78.02056
2020-11-03,69.79434
2020-11-04,66.3239
2020-11-05,73.90745
2020-11-06,59.89717
2020-11-07,43.18766
2020-11-08,39.84575
2020-11-09,78.79177
2020-11-10,79.69151
2020-11-11,73.13624
2020-11-12,67.60925
2020-11-13,67.99485
2020-11-14,35.86118
2020-11-15,35.60411
2020-11-16,78.5347
2020-11-17,100.0
2020-11-18,82.13367
2020-11-19,81.61953
2020-11-20,70.82262
2020-11-21,45.88688
2020-11-22,41.77377
2020-11-23,77.50642
2020-11-24,82.51928
2020-11-25,68.38046
2020-11-26,73.39331
2020-11-27,64.13881
2020-11-28,47.30077
2020-11-29,42.15938
2020-11-30,83.29048
2020-12-01,81.36246
2020-12-02,81.61953
2020-12-03,74.29305
2020-12-04,73.90745
2020-12-05,49.48586
2020-12-06,46.65809
2020-12-07,81.10539
2020-12-08,79.94858
2020-12-09,85.60411
2020-12-10,89.71722
2020-12-11,77.50642
2020-12-12,44.60154
2020-12-13,44.473
2020-12-14,80.97686
2020-12-15,75.44987
2020-12-16,74.29305
2020-12-17,69.2802
2020-12-18,71.46529
2020-12-19,49.61439
2020-12-20,42.15938
2020-12-21,63.62467
2020-12-22,74.80719
2020-12-23,77.37789
2020-12-24,64.26735
2020-12-25,37.14652
2020-12-26,40.7455
2020-12-27,46.01542
2020-12-28,83.67609
2020-12-29,82.00514
2020-12-30,72.49357
2020-12-31,57.19794
2021-01-01,31.61953
2021-01-02,38.43187
2021-01-03,36.50385
2021-01-04,77.12082
2021-01-05,81.36246
2021-01-06,75.44987
2021-01-07,67.22365
2021-01-08,60.41131
2021-01-09,39.71722
2021-01-10,42.15938
2021-01-11,77.24935
2021-01-12,76.09254
2021-01-13,76.99228
2021-01-14,80.71979
2021-01-15,73.26478
2021-01-16,51.79948
2021-01-17,52.69922
2021-01-18,81.74807
2021-01-19,77.63496
2021-01-20,78.27763
2021-01-21,79.04884
2021-01-22,75.06426
2021-01-23,47.94344
2021-01-24,45.11568
2021-01-25,92.03084
2021-01-26,83.54755
2021-01-27,77.50642
2021-01-28,76.22107
2021-01-29,71.59383
2021-01-30,49.35732
2021-01-31,43.83033
2021-02-01,80.59125
2021-02-02,77.37789
2021-02-03,83.16195
2021-02-04,74.03598
2021-02-05,62.5964
2021-02-06,46.01542
2021-02-07,43.95886
2021-02-08,77.37789
2021-02-09,84.70437
2021-02-10,62.33933
2021-02-11,30.20565
2021-02-12,29.43444
2021-02-13,32.39074
2021-02-14,38.68894
2021-02-15,96.40102
2021-02-16,93.05912
2021-02-17,84.70437
2021-02-18,84.06169
2021-02-19,74.42159
2021-02-20,48.45758
2021-02-21,44.473
2021-02-22,73.26478
2021-02-23,80.97686
2021-02-24,79.69151
2021-02-25,71.46529
2021-02-26,60.92544
2021-02-27,41.38817
2021-02-28,27.37789
2021-03-01,42.15938
2021-03-02,66.96658
2021-03-03,75.70694
2021-03-04,70.82262
2021-03-05,61.56812
2021-03-06,39.07455
2021-03-07,40.10282
2021-03-08,73.13624
2021-03-09,77.37789
2021-03-10,79.94858
2021-03-11,82.00514
2021-03-12,70.05141
2021-03-13,43.70179
2021-03-14,31.491
2021-03-15,75.83547
2021-03-16,83.03341
2021-03-17,66.45244
2021-03-18,67.35218
2021-03-19,55.78406
2021-03-20,32.13367
2021-03-21,31.491
2021-03-22,65.9383
2021-03-23,66.96658
2021-03-24,64.01028
2021-03-25,66.06683
2021-03-26,58.09768
2021-03-27,36.76092
2021-03-28,31.36246
2021-03-29,62.33933
2021-03-30,58.74035
2021-03-31,63.11053
2021-04-01,62.08226
2021-04-02,72.6221
2021-04-03,45.88688
2021-04-04,31.491
2021-04-05,60.28277
2021-04-06,68.12339
2021-04-07,65.80976
2021-04-08,70.17994
2021-04-09,57.32647
2021-04-10,34.96143
2021-04-11,31.74807
2021-04-12,61.69665
2021-04-13,64.65295
2021-04-14,58.22622
2021-04-15,61.82519
2021-04-16,65.42416
2021-04-17,40.61696
2021-04-18,35.08997
2021-04-19,64.39588
2021-04-20,62.72493
2021-04-21,66.19537
2021-04-22,56.6838
2021-04-23,58.48329
2021-04-24,29.94858
2021-04-25,29.56298
2021-04-26,63.23907
2021-04-27,71.46529
2021-04-28,67.22365
2021-04-29,66.45244
2021-04-30,50.89974
2021-05-01,33.93316
2021-05-02,32.51928
2021-05-03,60.79691
2021-05-04,63.75321
2021-05-05,38.68894
2021-05-06,59.89717
2021-05-07,58.74035
2021-05-08,37.14652
2021-05-09,35.34704
2021-05-10,83.29048
2021-05-11,65.16709
2021-05-12,72.36503
2021-05-13,71.33676
2021-05-14,55.78406
2021-05-15,39.46015
2021-05-16,36.24678
2021-05-17,66.58097
2021-05-18,64.78149
2021-05-19,44.85861
2021-05-20,64.39588
2021-05-21,67.35218
2021-05-22,36.37532
2021-05-23,32.26221
2021-05-24,72.87917
2021-05-25,73.52185
2021-05-26,76.86375
2021-05-27,70.05141
2021-05-28,61.95372
2021-05-29,40.35989
2021-05-30,30.71979
2021-05-31,69.40874
2021-06-01,67.35218
2021-06-02,62.46786
2021-06-03,68.50899
2021-06-04,57.32647
2021-06-05,34.57583
2021-06-06,29.43444
2021-06-07,69.79434
2021-06-08,74.80719
2021-06-09,68.8946
2021-06-10,59.76863
2021-06-11,50.7712
2021-06-12,32.51928
2021-06-13,28.9203
2021-06-14,62.21079
2021-06-15,61.43958
2021-06-16,57.19794
2021-06-17,56.55526
2021-06-18,61.95372
2021-06-19,31.36246
2021-06-20,20.69408
2021-06-21,63.62467
2021-06-22,57.0694
2021-06-23,58.74035
2021-06-24,53.08483
2021-06-25,51.15681
2021-06-26,28.5347
2021-06-27,31.8766
2021-06-28,62.982
2021-06-29,64.65295
2021-06-30,61.05398
2021-07-01,58.09768
2021-07-02,51.79948
2021-07-03,32.90488
2021-07-04,26.60668
2021-07-05,58.09768
2021-07-06,59.89717
2021-07-07,57.71208
2021-07-08,50.0
2021-07-09,47.4293
2021-07-10,30.59125
2021-07-11,25.44987
2021-07-12,57.96915
2021-07-13,50.12853
2021-07-14,52.95629
2021-07-15,49.61439
2021-07-16,45.75835
2021-07-17,27.24935
2021-07-18,27.89203
2021-07-19,46.65809
2021-07-20,51.92802
2021-07-21,47.17223
2021-07-22,53.47043
2021-07-23,52.31362
2021-07-24,29.82005
2021-07-25,31.8766
2021-07-26,61.56812
2021-07-27,59.25449
2021-07-28,57.32647
2021-07-29,61.43958
2021-07-30,44.98714
2021-07-31,30.46272
2021-08-01,22.87917
2021-08-02,54.88431
2021-08-03,55.14138
2021-08-04,50.3856
2021-08-05,48.71465
2021-08-06,47.30077
2021-08-07,28.1491
2021-08-08,28.9203
2021-08-09,55.39845
2021-08-10,60.0257
2021-08-11,67.22365
2021-08-12,51.54241
2021-08-13,61.69665
2021-08-14,34.8329
2021-08-15,26.60668
2021-08-16,39.20308
2021-08-17,74.67866
2021-08-18,64.78149
2021-08-19,61.95372
2021-08-20,56.55526
2021-08-21,32.77634
2021-08-22,32.90488
2021-08-23,66.96658
2021-08-24,65.80976
2021-08-25,66.70951
2021-08-26,63.11053
2021-08-27,52.82776
2021-08-28,35.47557
2021-08-29,34.70437
2021-08-30,57.58354
2021-08-31,63.49614
2021-09-01,54.49871
2021-09-02,54.24164
2021-09-03,53.98457
2021-09-04,35.60411
2021-09-05,32.39074
2021-09-06,61.05398
2021-09-07,56.55526
2021-09-08,58.99742
2021-09-09,56.6838
2021-09-10,47.55784
2021-09-11,30.84832
2021-09-12,31.36246
2021-09-13,61.56812
2021-09-14,65.03856
2021-09-15,54.24164
2021-09-16,50.64267
2021-09-17,42.67352
2021-09-18,22.87917
2021-09-19,23.00771
2021-09-20,18.8946
2021-09-21,23.77892
2021-09-22,30.97686
2021-09-23,69.2802
2021-09-24,63.88174
2021-09-25,37.27506
2021-09-26,30.71979
2021-09-27,71.97943
2021-09-28,72.6221
2021-09-29,62.08226
2021-09-30,61.43958
2021-10-01,55.01285
2021-10-02,33.80462
2021-10-03,28.79177
2021-10-04,39.97429
2021-10-05,65.16709
2021-10-06,57.96915
2021-10-07,65.16709
2021-10-08,56.2982
2021-10-09,30.97686
2021-10-10,29.82005
2021-10-11,42.15938
2021-10-12,60.79691
2021-10-13,65.80976
2021-10-14,60.28277
2021-10-15,52.82776
2021-10-16,34.19023
2021-10-17,28.02056
2021-10-18,55.01285
2021-10-19,56.6838
2021-10-20,58.61182
2021-10-21,56.94087
2021-10-22,58.99742
2021-10-23,34.19023
2021-10-24,33.54755
2021-10-25,67.99485
2021-10-26,64.78149
2021-10-27,59.89717
2021-10-28,59.12596
2021-10-29,56.6838
2021-10-30,31.61953
2021-10-31,27.76349
2021-11-01,58.09768
2021-11-02,55.26992
2021-11-03,60.41131
2021-11-04,62.72493
2021-11-05,52.18508
2021-11-06,31.74807
2021-11-07,30.07712
2021-11-08,61.31105
2021-11-09,59.76863
2021-11-10,53.3419
2021-11-11,54.37017
2021-11-12,50.7712
2021-11-13,29.69151
2021-11-14,28.79177
2021-11-15,66.96658
2021-11-16,60.28277
2021-11-17,55.65552
2021-11-18,55.78406
2021-11-19,50.3856
2021-11-20,28.27763
2021-11-21,32.51928
2021-11-22,65.42416
2021-11-23,58.61182
2021-11-24,54.75578
2021-11-25,68.50899
2021-11-26,55.14138
2021-11-27,33.03341
2021-11-28,34.19023
2021-11-29,66.83804
2021-11-30,66.3239
2021-12-01,58.86889
2021-12-02,58.86889
2021-12-03,48.07197
2021-12-04,33.41902
2021-12-05,34.96143
2021-12-06,71.33676
2021-12-07,66.3239
2021-12-08,58.74035
2021-12-09,61.82519
2021-12-10,58.86889
2021-12-11,34.06169
2021-12-12,31.10539
2021-12-13,64.01028
2021-12-14,62.5964
2021-12-15,57.71208
2021-12-16,60.79691
2021-12-17,57.19794
2021-12-18,35.34704
2021-12-19,30.33419
2021-12-20,64.13881
2021-12-21,60.0257
2021-12-22,54.11311
2021-12-23,60.15424
2021-12-24,44.473
2021-12-25,24.93573
2021-12-26,31.61953
2021-12-27,65.80976
2021-12-28,67.22365
2021-12-29,57.0694
2021-12-30,62.08226
2021-12-31,45.24421
2022-01-01,25.96401
2022-01-02,29.17737
2022-01-03,63.62467
2022-01-04,61.56812
2022-01-05,65.03856
2022-01-06,67.48071
2022-01-07,58.22622
2022-01-08,42.15938
2022-01-09,38.68894
2022-01-10,72.36503
2022-01-11,66.58097
2022-01-12,75.5784
2022-01-13,67.35218
2022-01-14,59.6401
2022-01-15,38.43187
2022-01-16,43.31619
2022-01-17,66.83804
2022-01-18,69.40874
2022-01-19,57.45501
2022-01-20,60.41131
2022-01-21,56.04113
2022-01-22,38.81748
2022-01-23,35.08997
2022-01-24,66.06683
2022-01-25,66.06683
2022-01-26,67.86632
2022-01-27,60.66838
2022-01-28,55.91259
2022-01-29,30.33419
2022-01-30,26.99228
2022-01-31,22.75064
2022-02-01,29.17737
2022-02-02,31.10539
2022-02-03,79.43444
2022-02-04,73.13624
2022-02-05,44.0874
2022-02-06,43.18766
2022-02-07,69.2802
2022-02-08,83.03341
2022-02-09,75.32133
2022-02-10,79.94858
2022-02-11,63.11053
2022-02-12,37.14652
2022-02-13,36.24678
2022-02-14,78.79177
2022-02-15,73.13624
2022-02-16,71.20822
2022-02-17,73.77892
2022-02-18,61.82519
2022-02-19,47.4293
