date,수술비보험
2020-10-04,49.22861
2020-10-05,36.32538
2020-10-06,33.38008
2020-10-07,58.90603
2020-10-08,35.34361
2020-10-09,49.78962
2020-10-10,75.17531
2020-10-11,26.92847
2020-10-12,49.92987
2020-10-13,37.30715
2020-10-14,61.85133
2020-10-15,60.72931
2020-10-16,62.27208
2020-10-17,26.50771
2020-10-18,46.56381
2020-10-19,38.00841
2020-10-20,63.25385
2020-10-21,36.04488
2020-10-22,33.80084
2020-10-23,48.38709
2020-10-24,30.01402
2020-10-25,16.26928
2020-10-26,25.10518
2020-10-27,44.03927
2020-10-28,58.62552
2020-10-29,39.69144
2020-10-30,34.64235
2020-10-31,38.99018
2020-11-01,76.43758
2020-11-02,38.14866
2020-11-03,53.43618
2020-11-04,45.7223
2020-11-05,36.88639
2020-11-06,36.74614
2020-11-07,33.66058
2020-11-08,21.87938
2020-11-09,32.25806
2020-11-10,36.04488
2020-11-11,29.31276
2020-11-12,44.88078
2020-11-13,33.52033
2020-11-14,23.56241
2020-11-15,19.21458
2020-11-16,42.07573
2020-11-17,43.0575
2020-11-18,43.89901
2020-11-19,40.67321
2020-11-20,31.8373
2020-11-21,58.20476
2020-11-22,28.75175
2020-11-23,52.31416
2020-11-24,46.42356
2020-11-25,30.57503
2020-11-26,46.98457
2020-11-27,45.02103
2020-11-28,26.2272
2020-11-29,27.62973
2020-11-30,46.42356
2020-12-01,32.25806
2020-12-02,32.67882
2020-12-03,30.43478
2020-12-04,33.23983
2020-12-05,24.68443
2020-12-06,31.69705
2020-12-07,35.20336
2020-12-08,32.11781
2020-12-09,33.66058
2020-12-10,36.88639
2020-12-11,39.55119
2020-12-12,22.44039
2020-12-13,21.59887
2020-12-14,37.30715
2020-12-15,36.18513
2020-12-16,30.01402
2020-12-17,35.06311
2020-12-18,31.69705
2020-12-19,19.49509
2020-12-20,21.45862
2020-12-21,27.91023
2020-12-22,34.22159
2020-12-23,35.34361
2020-12-24,38.99018
2020-12-25,30.43478
2020-12-26,21.87938
2020-12-27,49.64936
2020-12-28,56.38148
2020-12-29,43.47826
2020-12-30,37.02664
2020-12-31,33.23983
2021-01-01,17.6718
2021-01-02,29.03225
2021-01-03,31.27629
2021-01-04,25.9467
2021-01-05,28.33099
2021-01-06,30.29453
2021-01-07,24.12342
2021-01-08,29.03225
2021-01-09,21.03786
2021-01-10,16.54978
2021-01-11,27.76998
2021-01-12,32.53856
2021-01-13,30.43478
2021-01-14,32.81907
2021-01-15,31.41654
2021-01-16,21.73913
2021-01-17,23.56241
2021-01-18,29.45301
2021-01-19,30.85553
2021-01-20,26.36746
2021-01-21,28.05049
2021-01-22,28.47124
2021-01-23,20.19635
2021-01-24,24.12342
2021-01-25,29.45301
2021-01-26,31.97755
2021-01-27,40.95371
2021-01-28,30.29453
2021-01-29,25.38569
2021-01-30,19.35483
2021-01-31,22.44039
2021-02-01,30.57503
2021-02-02,38.00841
2021-02-03,33.09957
2021-02-04,28.33099
2021-02-05,26.2272
2021-02-06,26.36746
2021-02-07,22.72089
2021-02-08,25.10518
2021-02-09,26.78821
2021-02-10,21.31837
2021-02-11,13.18373
2021-02-12,13.18373
2021-02-13,17.95231
2021-02-14,21.73913
2021-02-15,28.47124
2021-02-16,30.29453
2021-02-17,29.31276
2021-02-18,37.30715
2021-02-19,39.13043
2021-02-20,26.50771
2021-02-21,18.93408
2021-02-22,29.31276
2021-02-23,40.67321
2021-02-24,29.17251
2021-02-25,29.73352
2021-02-26,27.62973
2021-02-27,20.19635
2021-02-28,22.01963
2021-03-01,25.52594
2021-03-02,28.05049
2021-03-03,31.97755
2021-03-04,23.14165
2021-03-05,28.19074
2021-03-06,18.09256
2021-03-07,16.83029
2021-03-08,30.29453
2021-03-09,35.20336
2021-03-10,37.30715
2021-03-11,35.34361
2021-03-12,36.18513
2021-03-13,21.87938
2021-03-14,23.70266
2021-03-15,28.47124
2021-03-16,34.08134
2021-03-17,39.27068
2021-03-18,36.60589
2021-03-19,24.12342
2021-03-20,36.32538
2021-03-21,25.9467
2021-03-22,29.03225
2021-03-23,38.70967
2021-03-24,40.67321
2021-03-25,32.39831
2021-03-26,25.10518
2021-03-27,25.66619
2021-03-28,27.20897
2021-03-29,37.02664
2021-03-30,39.13043
2021-03-31,28.33099
2021-04-01,25.66619
2021-04-02,24.68443
2021-04-03,24.82468
2021-04-04,18.51332
2021-04-05,25.10518
2021-04-06,31.13604
2021-04-07,31.8373
2021-04-08,27.34922
2021-04-09,25.10518
2021-04-10,12.20196
2021-04-11,19.21458
2021-04-12,28.75175
2021-04-13,29.17251
2021-04-14,26.2272
2021-04-15,41.23422
2021-04-16,37.86816
2021-04-17,18.51332
2021-04-18,17.53155
2021-04-19,26.78821
2021-04-20,29.03225
2021-04-21,26.36746
2021-04-22,30.85553
2021-04-23,25.80645
2021-04-24,30.15427
2021-04-25,16.69004
2021-04-26,25.66619
2021-04-27,26.50771
2021-04-28,26.08695
2021-04-29,24.68443
2021-04-30,23.42215
2021-05-01,17.6718
2021-05-02,12.62272
2021-05-03,22.15988
2021-05-04,20.89761
2021-05-05,26.50771
2021-05-06,26.36746
2021-05-07,26.92847
2021-05-08,13.88499
2021-05-09,10.93969
2021-05-10,24.54417
2021-05-11,30.29453
2021-05-12,23.42215
2021-05-13,25.10518
2021-05-14,24.26367
2021-05-15,18.65357
2021-05-16,11.07994
2021-05-17,20.0561
2021-05-18,22.15988
2021-05-19,11.5007
2021-05-20,23.2819
2021-05-21,23.56241
2021-05-22,14.86676
2021-05-23,19.63534
2021-05-24,23.0014
2021-05-25,26.36746
2021-05-26,23.2819
2021-05-27,23.42215
2021-05-28,18.65357
2021-05-29,30.01402
2021-05-30,28.19074
2021-05-31,23.56241
2021-06-01,25.24544
2021-06-02,24.68443
2021-06-03,21.59887
2021-06-04,21.17812
2021-06-05,18.37307
2021-06-06,13.74474
2021-06-07,22.15988
2021-06-08,20.89761
2021-06-09,25.9467
2021-06-10,32.67882
2021-06-11,33.09957
2021-06-12,16.97054
2021-06-13,13.74474
2021-06-14,25.24544
2021-06-15,23.56241
2021-06-16,25.24544
2021-06-17,26.50771
2021-06-18,24.96493
2021-06-19,15.28751
2021-06-20,13.60448
2021-06-21,24.12342
2021-06-22,23.84291
2021-06-23,29.03225
2021-06-24,33.52033
2021-06-25,28.47124
2021-06-26,29.31276
2021-06-27,21.73913
2021-06-28,27.06872
2021-06-29,28.33099
2021-06-30,35.34361
2021-07-01,20.75736
2021-07-02,18.65357
2021-07-03,18.51332
2021-07-04,17.11079
2021-07-05,29.45301
2021-07-06,27.20897
2021-07-07,23.14165
2021-07-08,21.45862
2021-07-09,15.56802
2021-07-10,13.46423
2021-07-11,13.18373
2021-07-12,15.42776
2021-07-13,19.63534
2021-07-14,19.63534
2021-07-15,20.3366
2021-07-16,19.77559
2021-07-17,14.86676
2021-07-18,13.74474
2021-07-19,21.59887
2021-07-20,21.03786
2021-07-21,19.07433
2021-07-22,22.30014
2021-07-23,20.19635
2021-07-24,15.98877
2021-07-25,16.83029
2021-07-26,21.45862
2021-07-27,25.38569
2021-07-28,27.48948
2021-07-29,23.42215
2021-07-30,26.50771
2021-07-31,100.0
2021-08-01,98.03646
2021-08-02,35.34361
2021-08-03,54.8387
2021-08-04,79.10238
2021-08-05,68.16269
2021-08-06,38.70967
2021-08-07,43.89901
2021-08-08,25.66619
2021-08-09,40.3927
2021-08-10,30.99579
2021-08-11,41.51472
2021-08-12,70.96774
2021-08-13,31.8373
2021-08-14,43.61851
2021-08-15,29.17251
2021-08-16,22.15988
2021-08-17,30.85553
2021-08-18,47.40532
2021-08-19,41.51472
2021-08-20,40.53295
2021-08-21,55.68022
2021-08-22,39.97194
2021-08-23,41.23422
2021-08-24,54.13744
2021-08-25,28.47124
2021-08-26,38.99018
2021-08-27,30.01402
2021-08-28,43.61851
2021-08-29,32.81907
2021-08-30,31.5568
2021-08-31,31.8373
2021-09-01,22.58064
2021-09-02,43.61851
2021-09-03,28.19074
2021-09-04,43.61851
2021-09-05,17.11079
2021-09-06,27.76998
2021-09-07,38.99018
2021-09-08,32.67882
2021-09-09,34.22159
2021-09-10,25.66619
2021-09-11,38.00841
2021-09-12,24.12342
2021-09-13,29.73352
2021-09-14,37.30715
2021-09-15,33.52033
2021-09-16,33.94109
2021-09-17,25.24544
2021-09-18,21.73913
2021-09-19,68.44319
2021-09-20,17.11079
2021-09-21,16.83029
2021-09-22,78.12061
2021-09-23,36.32538
2021-09-24,28.05049
2021-09-25,20.89761
2021-09-26,19.07433
2021-09-27,28.47124
2021-09-28,35.62412
2021-09-29,28.892
2021-09-30,27.34922
2021-10-01,21.87938
2021-10-02,12.90322
2021-10-03,11.22019
2021-10-04,15.70827
2021-10-05,27.76998
2021-10-06,22.58064
2021-10-07,31.13604
2021-10-08,27.06872
2021-10-09,12.62272
2021-10-10,12.76297
2021-10-11,16.54978
2021-10-12,18.79382
2021-10-13,21.31837
2021-10-14,24.12342
2021-10-15,17.3913
2021-10-16,13.88499
2021-10-17,11.07994
2021-10-18,21.31837
2021-10-19,19.21458
2021-10-20,22.15988
2021-10-21,22.15988
2021-10-22,37.1669
2021-10-23,13.74474
2021-10-24,16.26928
2021-10-25,20.47685
2021-10-26,16.83029
2021-10-27,25.66619
2021-10-28,18.23281
2021-10-29,20.0561
2021-10-30,10.23842
2021-10-31,13.60448
2021-11-01,32.81907
2021-11-02,23.98316
2021-11-03,20.89761
2021-11-04,21.31837
2021-11-05,20.19635
2021-11-06,15.98877
2021-11-07,14.446
2021-11-08,38.00841
2021-11-09,21.59887
2021-11-10,20.47685
2021-11-11,24.26367
2021-11-12,19.35483
2021-11-13,18.65357
2021-11-14,28.19074
2021-11-15,24.82468
2021-11-16,26.2272
2021-11-17,21.17812
2021-11-18,24.54417
2021-11-19,19.49509
2021-11-20,11.5007
2021-11-21,9.53716
2021-11-22,23.0014
2021-11-23,24.26367
2021-11-24,24.26367
2021-11-25,26.92847
2021-11-26,18.23281
2021-11-27,11.22019
2021-11-28,9.53716
2021-11-29,21.45862
2021-11-30,17.53155
2021-12-01,17.95231
2021-12-02,24.82468
2021-12-03,17.81206
2021-12-04,24.12342
2021-12-05,15.84852
2021-12-06,28.33099
2021-12-07,31.69705
2021-12-08,25.80645
2021-12-09,25.52594
2021-12-10,19.91584
2021-12-11,13.60448
2021-12-12,14.58625
2021-12-13,27.20897
2021-12-14,28.47124
2021-12-15,26.2272
2021-12-16,34.36185
2021-12-17,25.80645
2021-12-18,14.7265
2021-12-19,15.84852
2021-12-20,30.71528
2021-12-21,32.81907
2021-12-22,32.39831
2021-12-23,32.81907
2021-12-24,27.48948
2021-12-25,20.89761
2021-12-26,18.09256
2021-12-27,28.75175
2021-12-28,27.06872
2021-12-29,35.20336
2021-12-30,32.81907
2021-12-31,23.84291
2022-01-01,25.52594
2022-01-02,19.07433
2022-01-03,26.92847
2022-01-04,35.62412
2022-01-05,29.87377
2022-01-06,24.26367
2022-01-07,33.66058
2022-01-08,17.95231
2022-01-09,18.79382
2022-01-10,30.29453
2022-01-11,30.43478
2022-01-12,25.9467
2022-01-13,24.82468
2022-01-14,23.0014
2022-01-15,20.47685
2022-01-16,18.37307
2022-01-17,30.43478
2022-01-18,25.80645
2022-01-19,40.3927
2022-01-20,29.45301
2022-01-21,27.48948
2022-01-22,16.54978
2022-01-23,17.11079
2022-01-24,35.62412
2022-01-25,26.08695
2022-01-26,28.6115
2022-01-27,23.70266
2022-01-28,21.87938
2022-01-29,18.37307
2022-01-30,23.14165
2022-01-31,11.64095
2022-02-01,22.86115
2022-02-02,13.18373
2022-02-03,23.42215
2022-02-04,32.25806
2022-02-05,23.84291
2022-02-06,22.86115
2022-02-07,24.68443
2022-02-08,30.71528
2022-02-09,47.54558
2022-02-10,38.70967
2022-02-11,23.0014
2022-02-12,28.892
2022-02-13,20.19635
2022-02-14,26.64796
2022-02-15,30.43478
2022-02-16,27.34922
2022-02-17,23.56241
2022-02-18,20.3366
2022-02-19,16.54978
2022-02-20,16.12903
2022-02-21,25.52594
2022-02-22,25.80645
2022-02-23,24.40392
2022-02-24,31.41654
2022-02-25,26.92847
2022-02-26,22.86115
2022-02-27,14.7265
2022-02-28,21.87938
2022-03-01,15.56802
2022-03-02,21.31837
2022-03-03,21.17812
2022-03-04,24.54417
2022-03-05,14.86676
2022-03-06,14.30575
2022-03-07,27.06872
2022-03-08,26.50771
2022-03-09,13.60448
2022-03-10,20.47685
2022-03-11,24.68443
2022-03-12,15.98877
2022-03-13,16.12903
2022-03-14,18.93408
2022-03-15,25.80645
2022-03-16,23.84291
2022-03-17,29.03225
2022-03-18,23.84291
2022-03-19,17.25105
2022-03-20,14.16549
2022-03-21,22.01963
2022-03-22,28.892
2022-03-23,27.76998
2022-03-24,28.19074
2022-03-25,27.34922
2022-03-26,21.31837
2022-03-27,21.45862
2022-03-28,27.76998
2022-03-29,32.81907
2022-03-30,35.34361
2022-03-31,29.45301
2022-04-01,17.81206
2022-04-02,10.51893
2022-04-03,9.1164
2022-04-04,18.51332
2022-04-05,24.12342
2022-04-06,16.26928
2022-04-07,13.88499
2022-04-08,15.42776
2022-04-09,10.37868
2022-04-10,9.95792
2022-04-11,17.25105
2022-04-12,18.09256
2022-04-13,20.0561
2022-04-14,19.63534
2022-04-15,19.63534
2022-04-16,9.53716
2022-04-17,10.23842
2022-04-18,19.21458
2022-04-19,19.77559
2022-04-20,23.2819
2022-04-21,23.98316
2022-04-22,21.73913
2022-04-23,10.23842
2022-04-24,12.06171
2022-04-25,18.93408
2022-04-26,20.61711
2022-04-27,20.3366
2022-04-28,20.75736
2022-04-29,17.3913
2022-04-30,12.20196
2022-05-01,7.43338
2022-05-02,18.09256
2022-05-03,17.3913
2022-05-04,20.47685
2022-05-05,9.1164
2022-05-06,13.88499
2022-05-07,8.8359
2022-05-08,9.25666
2022-05-09,17.6718
2022-05-10,21.45862
2022-05-11,23.42215
2022-05-12,17.3913
2022-05-13,15.28751
2022-05-14,13.74474
2022-05-15,8.8359
2022-05-16,18.23281
2022-05-17,15.00701
2022-05-18,20.19635
2022-05-19,21.73913
2022-05-20,21.87938
2022-05-21,12.62272
2022-05-22,7.57363
2022-05-23,19.21458
2022-05-24,12.20196
2022-05-25,22.44039
2022-05-26,17.3913
2022-05-27,19.77559
2022-05-28,10.09817
2022-05-29,9.67741
2022-05-30,16.97054
2022-05-31,19.21458
2022-06-01,11.07994
2022-06-02,16.26928
2022-06-03,12.76297
2022-06-04,9.81767
2022-06-05,9.1164
2022-06-06,10.93969
2022-06-07,13.74474
2022-06-08,20.89761
2022-06-09,20.0561
2022-06-10,18.93408
2022-06-11,9.67741
2022-06-12,12.62272
2022-06-13,21.03786
2022-06-14,17.3913
2022-06-15,16.54978
2022-06-16,17.53155
2022-06-17,16.83029
2022-06-18,9.39691
2022-06-19,8.55539
2022-06-20,18.65357
2022-06-21,18.23281
2022-06-22,15.84852
2022-06-23,23.14165
2022-06-24,17.25105
2022-06-25,11.36044
2022-06-26,11.07994
2022-06-27,22.01963
2022-06-28,24.82468
2022-06-29,25.10518
2022-06-30,19.63534
2022-07-01,17.95231
2022-07-02,9.53716
2022-07-03,6.87237
2022-07-04,17.95231
2022-07-05,14.86676
2022-07-06,20.3366
2022-07-07,22.72089
2022-07-08,17.6718
2022-07-09,9.67741
2022-07-10,9.39691
2022-07-11,15.98877
2022-07-12,18.93408
2022-07-13,19.21458
2022-07-14,22.72089
2022-07-15,14.446
2022-07-16,11.22019
2022-07-17,7.29312
2022-07-18,17.6718
2022-07-19,17.81206
2022-07-20,21.45862
2022-07-21,18.93408
2022-07-22,15.14726
2022-07-23,9.53716
2022-07-24,10.79943
2022-07-25,18.93408
2022-07-26,17.6718
2022-07-27,20.0561
2022-07-28,21.73913
2022-07-29,22.58064
2022-07-30,8.41514
2022-07-31,11.64095
2022-08-01,16.26928
2022-08-02,13.18373
2022-08-03,15.00701
2022-08-04,17.81206
2022-08-05,19.49509
2022-08-06,12.20196
2022-08-07,10.93969
2022-08-08,16.12903
2022-08-09,16.40953
2022-08-10,19.63534
2022-08-11,15.56802
2022-08-12,13.32398
2022-08-13,9.1164
2022-08-14,10.37868
2022-08-15,11.7812
2022-08-16,14.16549
2022-08-17,16.97054
2022-08-18,17.6718
2022-08-19,19.35483
2022-08-20,10.79943
2022-08-21,11.64095
2022-08-22,17.11079
2022-08-23,17.11079
2022-08-24,21.17812
2022-08-25,20.47685
2022-08-26,21.45862
2022-08-27,12.62272
2022-08-28,11.92145
2022-08-29,20.47685
2022-08-30,19.77559
2022-08-31,18.37307
2022-09-01,12.48246
2022-09-02,14.16549
2022-09-03,9.95792
2022-09-04,10.79943
2022-09-05,17.81206
2022-09-06,16.26928
2022-09-07,17.6718
2022-09-08,9.25666
2022-09-09,5.46984
2022-09-10,7.01262
2022-09-11,8.13464
2022-09-12,11.92145
2022-09-13,15.42776
2022-09-14,21.31837
2022-09-15,15.00701
2022-09-16,16.69004
2022-09-17,11.92145
2022-09-18,9.1164
2022-09-19,16.54978
2022-09-20,24.12342
2022-09-21,18.37307
2022-09-22,23.42215
2022-09-23,18.51332
2022-09-24,8.97615
2022-09-25,11.64095
2022-09-26,18.65357
2022-09-27,20.19635
2022-09-28,24.40392
2022-09-29,22.44039
2022-09-30,22.72089
2022-10-01,11.36044
2022-10-02,9.1164
2022-10-03,10.79943
2022-10-04,15.70827
2022-10-05,15.98877
2022-10-06,20.61711
2022-10-07,13.46423
2022-10-08,7.15287
2022-10-09,6.87237
2022-10-10,12.62272
2022-10-11,16.97054
2022-10-12,13.74474
2022-10-13,15.00701
2022-10-14,10.93969
2022-10-15,11.07994
2022-10-16,7.57363
2022-10-17,14.16549
2022-10-18,17.81206
2022-10-19,18.93408
2022-10-20,21.45862
2022-10-21,13.18373
2022-10-22,10.37868
2022-10-23,8.55539
2022-10-24,16.12903
2022-10-25,20.75736
2022-10-26,18.65357
2022-10-27,12.06171
2022-10-28,12.76297
2022-10-29,8.13464
2022-10-30,5.75035
2022-10-31,14.58625
2022-11-01,16.12903
2022-11-02,15.84852
2022-11-03,16.97054
2022-11-04,17.25105
2022-11-05,10.51893
2022-11-06,11.92145
2022-11-07,14.86676
2022-11-08,17.53155
2022-11-09,17.81206
2022-11-10,19.63534
2022-11-11,13.88499
2022-11-12,8.41514
2022-11-13,8.27489
2022-11-14,15.42776
2022-11-15,13.88499
2022-11-16,15.28751
2022-11-17,13.88499
2022-11-18,17.81206
2022-11-19,10.79943
2022-11-20,8.55539
2022-11-21,15.98877
2022-11-22,20.0561
2022-11-23,15.56802
2022-11-24,18.09256
2022-11-25,14.58625
2022-11-26,9.67741
2022-11-27,9.39691
2022-11-28,21.45862
2022-11-29,22.30014
2022-11-30,19.35483
2022-12-01,17.6718
2022-12-02,15.84852
2022-12-03,8.8359
2022-12-04,11.07994
2022-12-05,19.07433
2022-12-06,21.59887
2022-12-07,20.19635
2022-12-08,20.89761
2022-12-09,20.75736
2022-12-10,16.12903
2022-12-11,12.76297
2022-12-12,15.14726
2022-12-13,22.44039
2022-12-14,21.73913
2022-12-15,16.26928
2022-12-16,17.81206
2022-12-17,11.07994
2022-12-18,9.53716
2022-12-19,16.54978
2022-12-20,22.44039
2022-12-21,21.87938
2022-12-22,19.63534
2022-12-23,14.16549
2022-12-24,8.8359
2022-12-25,11.64095
2022-12-26,16.83029
2022-12-27,20.89761
2022-12-28,23.0014
2022-12-29,21.73913
2022-12-30,19.49509
2022-12-31,11.64095
2023-01-01,9.39691
2023-01-02,15.98877
2023-01-03,17.11079
2023-01-04,17.25105
2023-01-05,19.63534
2023-01-06,15.56802
2023-01-07,11.22019
2023-01-08,7.57363
2023-01-09,21.59887
2023-01-10,18.23281
2023-01-11,19.21458
2023-01-12,19.07433
2023-01-13,18.09256
2023-01-14,11.07994
2023-01-15,12.76297
2023-01-16,19.07433
2023-01-17,21.03786
2023-01-18,17.11079
2023-01-19,15.56802
2023-01-20,13.46423
2023-01-21,8.13464
2023-01-22,6.45161
2023-01-23,12.20196
2023-01-24,16.12903
2023-01-25,15.42776
2023-01-26,20.89761
2023-01-27,21.87938
2023-01-28,13.04347
2023-01-29,16.69004
2023-01-30,23.14165
2023-01-31,26.08695
2023-02-01,20.89761
2023-02-02,20.0561
2023-02-03,15.28751
2023-02-04,17.81206
2023-02-05,14.02524
2023-02-06,18.93408
2023-02-07,20.0561
2023-02-08,22.58064
2023-02-09,18.37307
2023-02-10,19.63534
2023-02-11,15.56802
2023-02-12,13.88499
2023-02-13,21.59887
2023-02-14,26.78821
2023-02-15,18.23281
2023-02-16,17.81206
2023-02-17,20.0561
2023-02-18,14.02524
2023-02-19,8.97615
2023-02-20,19.63534
2023-02-21,23.2819
2023-02-22,21.73913
2023-02-23,19.35483
2023-02-24,23.14165
2023-02-25,14.02524
2023-02-26,11.64095
2023-02-27,15.00701
2023-02-28,16.97054
2023-03-01,13.32398
2023-03-02,17.81206
2023-03-03,16.83029
2023-03-04,13.74474
2023-03-05,10.37868
2023-03-06,16.12903
2023-03-07,20.75736
2023-03-08,25.9467
2023-03-09,18.09256
2023-03-10,19.49509
2023-03-11,11.36044
2023-03-12,12.76297
2023-03-13,22.86115
2023-03-14,24.96493
2023-03-15,22.86115
2023-03-16,22.01963
2023-03-17,20.3366
2023-03-18,13.60448
2023-03-19,14.7265
2023-03-20,19.63534
2023-03-21,24.54417
2023-03-22,18.79382
2023-03-23,20.75736
2023-03-24,19.07433
2023-03-25,13.32398
2023-03-26,15.84852
2023-03-27,20.47685
2023-03-28,22.86115
2023-03-29,25.10518
2023-03-30,24.96493
2023-03-31,18.51332
2023-04-01,11.07994
2023-04-02,7.99438
2023-04-03,17.53155
2023-04-04,17.53155
2023-04-05,18.51332
2023-04-06,18.23281
2023-04-07,12.48246
2023-04-08,10.65918
2023-04-09,8.97615
2023-04-10,18.09256
2023-04-11,19.35483
2023-04-12,24.40392
2023-04-13,19.07433
2023-04-14,16.83029
2023-04-15,24.26367
2023-04-16,10.09817
2023-04-17,21.73913
2023-04-18,21.73913
2023-04-19,15.28751
2023-04-20,18.51332
2023-04-21,19.63534
2023-04-22,10.93969
2023-04-23,15.42776
2023-04-24,16.54978
2023-04-25,21.17812
2023-04-26,20.19635
2023-04-27,17.53155
2023-04-28,18.09256
2023-04-29,14.02524
2023-04-30,7.71388
2023-05-01,13.46423
2023-05-02,15.42776
2023-05-03,17.3913
2023-05-04,16.12903
2023-05-05,13.88499
2023-05-06,11.64095
2023-05-07,9.1164
2023-05-08,15.42776
2023-05-09,16.97054
2023-05-10,17.3913
2023-05-11,20.75736
2023-05-12,21.45862
2023-05-13,13.32398
2023-05-14,12.06171
2023-05-15,15.42776
2023-05-16,24.96493
2023-05-17,24.96493
2023-05-18,24.96493
2023-05-19,26.78821
2023-05-20,7.43338
2023-05-21,12.06171
2023-05-22,23.0014
2023-05-23,23.14165
2023-05-24,21.17812
2023-05-25,20.19635
2023-05-26,16.83029
2023-05-27,11.7812
2023-05-28,10.51893
2023-05-29,11.5007
