date,세금
2020-03-20,38.73267
2020-03-21,25.26732
2020-03-22,23.12871
2020-03-23,35.0099
2020-03-24,49.0693
2020-03-25,46.17821
2020-03-26,36.95049
2020-03-27,34.81188
2020-03-28,25.50495
2020-03-29,25.34653
2020-03-30,66.13861
2020-03-31,50.93069
2020-04-01,37.18811
2020-04-02,35.40594
2020-04-03,40.19801
2020-04-04,24.55445
2020-04-05,21.62376
2020-04-06,37.62376
2020-04-07,38.41584
2020-04-08,37.26732
2020-04-09,34.97029
2020-04-10,38.73267
2020-04-11,23.0495
2020-04-12,22.61386
2020-04-13,36.63366
2020-04-14,33.86138
2020-04-15,33.66336
2020-04-16,57.26732
2020-04-17,39.76237
2020-04-18,22.0594
2020-04-19,20.59405
2020-04-20,38.0198
2020-04-21,38.41584
2020-04-22,38.0198
2020-04-23,37.74257
2020-04-24,37.66336
2020-04-25,23.88118
2020-04-26,22.57425
2020-04-27,34.41584
2020-04-28,38.45544
2020-04-29,35.16831
2020-04-30,24.87128
2020-05-01,27.16831
2020-05-02,19.84158
2020-05-03,24.11881
2020-05-04,37.54455
2020-05-05,26.65346
2020-05-06,37.22772
2020-05-07,37.54455
2020-05-08,37.50495
2020-05-09,23.40594
2020-05-10,24.51485
2020-05-11,39.88118
2020-05-12,38.37623
2020-05-13,38.73267
2020-05-14,36.75247
2020-05-15,36.51485
2020-05-16,24.79207
2020-05-17,24.31683
2020-05-18,36.59405
2020-05-19,39.44554
2020-05-20,36.43564
2020-05-21,35.52475
2020-05-22,33.74257
2020-05-23,25.62376
2020-05-24,25.22772
2020-05-25,52.95049
2020-05-26,54.099
2020-05-27,42.13861
2020-05-28,39.20792
2020-05-29,36.0792
2020-05-30,21.70297
2020-05-31,24.67326
2020-06-01,38.97029
2020-06-02,32.43564
2020-06-03,32.31683
2020-06-04,31.60396
2020-06-05,30.0198
2020-06-06,20.87128
2020-06-07,22.21782
2020-06-08,28.67326
2020-06-09,31.76237
2020-06-10,36.99009
2020-06-11,31.92079
2020-06-12,26.29702
2020-06-13,21.0297
2020-06-14,27.12871
2020-06-15,40.71287
2020-06-16,41.38613
2020-06-17,44.23762
2020-06-18,33.98019
2020-06-19,32.95049
2020-06-20,22.53465
2020-06-21,26.0594
2020-06-22,38.41584
2020-06-23,38.73267
2020-06-24,36.79207
2020-06-25,55.92079
2020-06-26,37.54455
2020-06-27,23.16831
2020-06-28,23.92079
2020-06-29,40.0792
2020-06-30,42.81188
2020-07-01,37.66336
2020-07-02,34.49504
2020-07-03,30.73267
2020-07-04,21.46534
2020-07-05,20.99009
2020-07-06,39.80198
2020-07-07,38.099
2020-07-08,38.33663
2020-07-09,39.20792
2020-07-10,50.97029
2020-07-11,27.44554
2020-07-12,29.98019
2020-07-13,49.54455
2020-07-14,51.84158
2020-07-15,45.30693
2020-07-16,58.85148
2020-07-17,47.60396
2020-07-18,35.92079
2020-07-19,29.66336
2020-07-20,46.89108
2020-07-21,46.29702
2020-07-22,100.0
2020-07-23,66.85148
2020-07-24,47.88118
2020-07-25,29.98019
2020-07-26,30.45544
2020-07-27,40.75247
2020-07-28,36.63366
2020-07-29,39.20792
2020-07-30,37.10891
2020-07-31,38.85148
2020-08-01,19.56435
2020-08-02,17.0297
2020-08-03,27.76237
2020-08-04,35.96039
2020-08-05,39.68316
2020-08-06,32.39603
2020-08-07,27.52475
2020-08-08,23.20792
2020-08-09,21.86138
2020-08-10,39.36633
2020-08-11,37.0297
2020-08-12,39.16831
2020-08-13,33.30693
2020-08-14,29.54455
2020-08-15,19.60396
2020-08-16,20.63366
2020-08-17,21.26732
2020-08-18,28.11881
2020-08-19,36.47524
2020-08-20,34.33663
2020-08-21,32.79207
2020-08-22,22.29702
2020-08-23,23.0891
2020-08-24,37.14851
2020-08-25,38.37623
2020-08-26,33.74257
2020-08-27,33.66336
2020-08-28,38.33663
2020-08-29,21.54455
2020-08-30,22.25742
2020-08-31,43.0495
2020-09-01,36.63366
2020-09-02,34.53465
2020-09-03,33.46534
2020-09-04,32.87128
2020-09-05,19.96039
2020-09-06,21.50495
2020-09-07,32.0792
2020-09-08,38.33663
2020-09-09,41.38613
2020-09-10,45.46534
2020-09-11,33.0297
2020-09-12,20.15841
2020-09-13,22.25742
2020-09-14,35.92079
2020-09-15,35.92079
2020-09-16,33.82178
2020-09-17,31.64356
2020-09-18,31.68316
2020-09-19,20.47524
2020-09-20,21.46534
2020-09-21,30.61386
2020-09-22,33.0693
2020-09-23,34.57425
2020-09-24,34.099
2020-09-25,33.38613
2020-09-26,19.24752
2020-09-27,19.56435
2020-09-28,35.40594
2020-09-29,33.66336
2020-09-30,18.73267
2020-10-01,15.0099
2020-10-02,17.10891
2020-10-03,17.42574
2020-10-04,22.21782
2020-10-05,41.94059
2020-10-06,34.65346
2020-10-07,33.86138
2020-10-08,32.71287
2020-10-09,20.39603
2020-10-10,20.55445
2020-10-11,18.81188
2020-10-12,32.0
2020-10-13,31.80198
2020-10-14,29.46534
2020-10-15,30.0198
2020-10-16,26.77227
2020-10-17,17.98019
2020-10-18,18.97029
2020-10-19,29.22772
2020-10-20,30.97029
2020-10-21,32.0396
2020-10-22,28.79207
2020-10-23,30.25742
2020-10-24,17.98019
2020-10-25,32.35643
2020-10-26,44.67326
2020-10-27,39.64356
2020-10-28,48.35643
2020-10-29,38.17821
2020-10-30,35.56435
2020-10-31,22.17821
2020-11-01,23.28712
2020-11-02,35.72277
2020-11-03,36.87128
2020-11-04,37.74257
2020-11-05,36.99009
2020-11-06,29.46534
2020-11-07,21.30693
2020-11-08,20.15841
2020-11-09,32.55445
2020-11-10,42.37623
2020-11-11,28.47524
2020-11-12,30.25742
2020-11-13,25.94059
2020-11-14,18.61386
2020-11-15,21.82178
2020-11-16,32.11881
2020-11-17,32.27722
2020-11-18,34.25742
2020-11-19,29.46534
2020-11-20,31.60396
2020-11-21,21.46534
2020-11-22,22.17821
2020-11-23,39.88118
2020-11-24,46.73267
2020-11-25,42.85148
2020-11-26,40.71287
2020-11-27,34.69306
2020-11-28,25.0297
2020-11-29,25.86138
2020-11-30,44.43564
2020-12-01,40.43564
2020-12-02,39.16831
2020-12-03,32.91089
2020-12-04,31.52475
2020-12-05,22.33663
2020-12-06,25.10891
2020-12-07,34.93069
2020-12-08,37.82178
2020-12-09,39.0891
2020-12-10,37.10891
2020-12-11,34.69306
2020-12-12,29.42574
2020-12-13,27.80198
2020-12-14,37.54455
2020-12-15,43.68316
2020-12-16,38.13861
2020-12-17,35.44554
2020-12-18,34.25742
2020-12-19,22.77227
2020-12-20,25.94059
2020-12-21,35.64356
2020-12-22,37.54455
2020-12-23,37.82178
2020-12-24,33.74257
2020-12-25,20.63366
2020-12-26,22.0198
2020-12-27,30.25742
2020-12-28,44.23762
2020-12-29,43.32673
2020-12-30,34.85148
2020-12-31,35.40594
2021-01-01,26.61386
2021-01-02,27.16831
2021-01-03,27.0891
2021-01-04,39.92079
2021-01-05,38.49504
2021-01-06,42.65346
2021-01-07,41.42574
2021-01-08,36.15841
2021-01-09,25.58415
2021-01-10,24.0396
2021-01-11,41.38613
2021-01-12,38.77227
2021-01-13,40.99009
2021-01-14,63.40594
2021-01-15,58.73267
2021-01-16,33.50495
2021-01-17,29.86138
2021-01-18,51.12871
2021-01-19,48.47524
2021-01-20,46.29702
2021-01-21,44.55445
2021-01-22,40.23762
2021-01-23,26.29702
2021-01-24,25.78217
2021-01-25,49.30693
2021-01-26,41.0297
2021-01-27,48.19801
2021-01-28,47.88118
2021-01-29,38.41584
2021-01-30,23.28712
2021-01-31,26.37623
2021-02-01,37.34653
2021-02-02,39.36633
2021-02-03,34.13861
2021-02-04,31.40594
2021-02-05,35.0891
2021-02-06,23.40594
2021-02-07,21.18811
2021-02-08,30.25742
2021-02-09,31.88118
2021-02-10,35.0495
2021-02-11,20.0792
2021-02-12,18.69306
2021-02-13,17.42574
2021-02-14,17.26732
2021-02-15,33.62376
2021-02-16,32.83168
2021-02-17,31.88118
2021-02-18,30.0594
2021-02-19,30.37623
2021-02-20,23.80198
2021-02-21,21.58415
2021-02-22,36.47524
2021-02-23,46.099
2021-02-24,39.68316
2021-02-25,47.60396
2021-02-26,39.68316
2021-02-27,22.69306
2021-02-28,28.0792
2021-03-01,27.64356
2021-03-02,44.15841
2021-03-03,38.41584
2021-03-04,32.51485
2021-03-05,29.58415
2021-03-06,18.0198
2021-03-07,19.80198
2021-03-08,31.16831
2021-03-09,30.0594
2021-03-10,36.43564
2021-03-11,30.099
2021-03-12,26.45544
2021-03-13,18.21782
2021-03-14,19.36633
2021-03-15,42.45544
2021-03-16,44.79207
2021-03-17,39.48514
2021-03-18,32.47524
2021-03-19,31.88118
2021-03-20,20.55445
2021-03-21,21.10891
2021-03-22,31.68316
2021-03-23,33.90099
2021-03-24,34.93069
2021-03-25,37.70297
2021-03-26,28.83168
2021-03-27,23.0099
2021-03-28,22.97029
2021-03-29,33.42574
2021-03-30,33.46534
2021-03-31,37.46534
2021-04-01,30.77227
2021-04-02,29.46534
2021-04-03,21.34653
2021-04-04,20.27722
2021-04-05,33.70297
2021-04-06,31.0891
2021-04-07,38.65346
2021-04-08,33.26732
2021-04-09,35.20792
2021-04-10,19.80198
2021-04-11,21.46534
2021-04-12,33.74257
2021-04-13,30.89108
2021-04-14,32.63366
2021-04-15,32.0792
2021-04-16,27.28712
2021-04-17,21.0297
2021-04-18,23.36633
2021-04-19,33.94059
2021-04-20,38.0594
2021-04-21,39.12871
2021-04-22,36.83168
2021-04-23,49.30693
2021-04-24,25.38613
2021-04-25,28.11881
2021-04-26,38.33663
2021-04-27,35.64356
2021-04-28,35.80198
2021-04-29,34.29702
2021-04-30,31.48514
2021-05-01,23.60396
2021-05-02,23.0495
2021-05-03,37.38613
2021-05-04,37.58415
2021-05-05,25.98019
2021-05-06,43.56435
2021-05-07,35.84158
2021-05-08,21.98019
2021-05-09,24.87128
2021-05-10,50.41584
2021-05-11,41.78217
2021-05-12,38.97029
2021-05-13,38.69306
2021-05-14,43.60396
2021-05-15,21.82178
2021-05-16,25.42574
