date,종합부동산세계산기
2023-05-25,1.57055
2023-05-26,1.36196
2023-05-27,0.67484
2023-05-28,0.84662
2023-05-29,1.06748
2023-05-30,1.69325
2023-05-31,1.44785
2023-06-01,1.25153
2023-06-02,0.92024
2023-06-03,0.53987
2023-06-04,0.76073
2023-06-05,1.46012
2023-06-06,1.00613
2023-06-07,1.59509
2023-06-08,1.15337
2023-06-09,1.19018
2023-06-10,0.46625
2023-06-11,0.73619
2023-06-12,1.25153
2023-06-13,1.32515
2023-06-14,1.36196
2023-06-15,1.11656
2023-06-16,1.07975
2023-06-17,0.74846
2023-06-18,0.74846
2023-06-19,1.16564
2023-06-20,1.43558
2023-06-21,1.05521
2023-06-22,1.04294
2023-06-23,1.0184
2023-06-24,0.73619
2023-06-25,0.87116
2023-06-26,1.43558
2023-06-27,0.85889
2023-06-28,0.96932
2023-06-29,0.73619
2023-06-30,1.03067
2023-07-01,0.58895
2023-07-02,0.76073
2023-07-03,0.90797
2023-07-04,1.88957
2023-07-05,2.07361
2023-07-06,1.48466
2023-07-07,1.32515
2023-07-08,0.79754
2023-07-09,1.20245
2023-07-10,1.28834
2023-07-11,1.22699
2023-07-12,1.48466
2023-07-13,1.71779
2023-07-14,1.57055
2023-07-15,0.95705
2023-07-16,0.93251
2023-07-17,1.82822
2023-07-18,1.37423
2023-07-19,1.23926
2023-07-20,1.31288
2023-07-21,0.92024
2023-07-22,0.72392
2023-07-23,0.73619
2023-07-24,1.49693
2023-07-25,1.54601
2023-07-26,1.20245
2023-07-27,1.30061
2023-07-28,1.16564
2023-07-29,0.73619
2023-07-30,0.78527
2023-07-31,1.21472
2023-08-01,1.12883
2023-08-02,1.0184
2023-08-03,0.90797
2023-08-04,0.94478
2023-08-05,0.57668
2023-08-06,0.60122
2023-08-07,1.1411
2023-08-08,1.03067
2023-08-09,1.0184
2023-08-10,1.03067
2023-08-11,1.0184
2023-08-12,1.05521
2023-08-13,0.5276
2023-08-14,0.96932
2023-08-15,0.82208
2023-08-16,1.0184
2023-08-17,1.21472
2023-08-18,1.23926
2023-08-19,0.63803
2023-08-20,0.69938
2023-08-21,1.00613
2023-08-22,1.0184
2023-08-23,0.87116
2023-08-24,1.07975
2023-08-25,1.04294
2023-08-26,0.35582
2023-08-27,0.60122
2023-08-28,0.90797
2023-08-29,0.84662
2023-08-30,0.98159
2023-08-31,0.8957
2023-09-01,0.92024
2023-09-02,0.68711
2023-09-03,0.71165
2023-09-04,0.99386
2023-09-05,1.1411
2023-09-06,1.09202
2023-09-07,1.06748
2023-09-08,1.28834
2023-09-09,0.55214
2023-09-10,0.76073
2023-09-11,4.04907
2023-09-12,3.28834
2023-09-13,1.97546
2023-09-14,1.86503
2023-09-15,1.53374
2023-09-16,0.85889
2023-09-17,1.07975
2023-09-18,2.19631
2023-09-19,1.92638
2023-09-20,1.73006
2023-09-21,1.41104
2023-09-22,1.21472
2023-09-23,0.71165
2023-09-24,0.93251
2023-09-25,1.91411
2023-09-26,1.53374
2023-09-27,1.00613
2023-09-28,0.56441
2023-09-29,0.42944
2023-09-30,0.773
2023-10-01,0.69938
2023-10-02,0.6503
2023-10-03,1.11656
2023-10-04,1.33742
2023-10-05,0.96932
2023-10-06,0.99386
2023-10-07,0.41717
2023-10-08,0.45398
2023-10-09,0.93251
2023-10-10,0.98159
2023-10-11,1.21472
2023-10-12,1.33742
2023-10-13,0.93251
2023-10-14,0.76073
2023-10-15,0.67484
2023-10-16,1.47239
2023-10-17,1.22699
2023-10-18,1.06748
2023-10-19,1.17791
2023-10-20,1.28834
2023-10-21,0.69938
2023-10-22,0.67484
2023-10-23,1.42331
2023-10-24,1.54601
2023-10-25,1.34969
2023-10-26,1.1411
2023-10-27,1.25153
2023-10-28,0.8957
2023-10-29,0.73619
2023-10-30,1.3865
2023-10-31,1.53374
2023-11-01,1.7546
2023-11-02,1.52147
2023-11-03,1.5092
2023-11-04,1.00613
2023-11-05,1.04294
2023-11-06,1.52147
2023-11-07,1.65644
2023-11-08,1.66871
2023-11-09,1.25153
2023-11-10,1.33742
2023-11-11,1.11656
2023-11-12,1.0184
2023-11-13,1.79141
2023-11-14,1.92638
2023-11-15,1.71779
2023-11-16,1.77914
2023-11-17,1.3865
2023-11-18,0.95705
2023-11-19,1.43558
2023-11-20,2.13496
2023-11-21,4.23312
2023-11-22,5.46012
2023-11-23,7.19018
2023-11-24,4.08588
2023-11-25,2.06134
2023-11-26,1.64417
2023-11-27,4.33128
2023-11-28,3.70552
2023-11-29,4.78527
2023-11-30,3.71779
2023-12-01,2.47852
2023-12-02,0.99386
2023-12-03,1.43558
2023-12-04,2.06134
2023-12-05,2.38036
2023-12-06,1.79141
2023-12-07,1.82822
2023-12-08,1.77914
2023-12-09,1.15337
2023-12-10,0.78527
2023-12-11,2.11042
2023-12-12,2.04907
2023-12-13,1.5092
2023-12-14,1.57055
2023-12-15,1.34969
2023-12-16,0.45398
2023-12-17,0.62576
2023-12-18,0.73619
2023-12-19,0.78527
2023-12-20,0.88343
2023-12-21,0.68711
2023-12-22,0.44171
2023-12-23,0.44171
2023-12-24,0.33128
2023-12-25,0.47852
2023-12-26,0.79754
2023-12-27,0.72392
2023-12-28,0.66257
2023-12-29,0.79754
2023-12-30,0.44171
2023-12-31,0.44171
2024-01-01,0.78527
2024-01-02,0.80981
2024-01-03,0.74846
2024-01-04,0.69938
2024-01-05,0.78527
2024-01-06,0.5276
2024-01-07,0.69938
2024-01-08,0.57668
2024-01-09,0.87116
2024-01-10,0.90797
2024-01-11,0.90797
2024-01-12,0.78527
2024-01-13,0.6503
2024-01-14,0.93251
2024-01-15,1.19018
2024-01-16,1.36196
2024-01-17,1.07975
2024-01-18,0.84662
2024-01-19,1.15337
2024-01-20,0.82208
2024-01-21,0.79754
2024-01-22,1.05521
2024-01-23,1.25153
2024-01-24,1.58282
2024-01-25,1.07975
2024-01-26,0.94478
2024-01-27,0.85889
2024-01-28,0.6503
2024-01-29,1.32515
2024-01-30,1.11656
2024-01-31,1.12883
2024-02-01,0.90797
2024-02-02,0.80981
2024-02-03,0.63803
2024-02-04,0.73619
2024-02-05,1.16564
2024-02-06,1.03067
2024-02-07,0.773
2024-02-08,0.69938
2024-02-09,0.58895
2024-02-10,0.60122
2024-02-11,0.85889
2024-02-12,0.73619
2024-02-13,1.28834
2024-02-14,1.17791
2024-02-15,0.96932
2024-02-16,1.31288
2024-02-17,0.92024
2024-02-18,0.66257
2024-02-19,1.22699
2024-02-20,1.17791
2024-02-21,1.34969
2024-02-22,1.19018
2024-02-23,1.10429
2024-02-24,1.10429
2024-02-25,1.03067
2024-02-26,1.93865
2024-02-27,1.23926
2024-02-28,0.95705
2024-02-29,1.04294
2024-03-01,0.85889
2024-03-02,0.95705
2024-03-03,0.72392
2024-03-04,1.42331
2024-03-05,1.19018
2024-03-06,1.04294
2024-03-07,1.39877
2024-03-08,1.00613
2024-03-09,0.773
2024-03-10,0.78527
2024-03-11,1.16564
2024-03-12,1.22699
2024-03-13,1.11656
2024-03-14,1.34969
2024-03-15,1.05521
2024-03-16,0.62576
2024-03-17,0.79754
2024-03-18,1.20245
2024-03-19,2.78527
2024-03-20,2.63803
