date,개인형퇴직연금IRP
2023-05-29,2.21715
2023-05-30,6.87968
2023-05-31,5.83632
2023-06-01,5.67329
2023-06-02,5.15161
2023-06-03,2.08672
2023-06-04,2.5758
2023-06-05,5.7059
2023-06-06,2.34757
2023-06-07,6.16237
2023-06-08,6.22758
2023-06-09,4.82556
2023-06-10,2.5432
2023-06-11,2.38017
2023-06-12,5.18421
2023-06-13,6.358
2023-06-14,5.90153
2023-06-15,5.93413
2023-06-16,5.0864
2023-06-17,2.41278
2023-06-18,2.11933
2023-06-19,4.82556
2023-06-20,7.04271
2023-06-21,6.78187
2023-06-22,6.09716
2023-06-23,5.80371
2023-06-24,2.18454
2023-06-25,2.80404
2023-06-26,6.12976
2023-06-27,6.58624
2023-06-28,6.12976
2023-06-29,5.119
2023-06-30,4.62993
2023-07-01,2.11933
2023-07-02,2.02151
2023-07-03,5.7059
2023-07-04,7.17313
2023-07-05,7.20573
2023-07-06,6.91229
2023-07-07,5.47766
2023-07-08,2.24975
2023-07-09,1.69546
2023-07-10,6.91229
2023-07-11,6.94489
2023-07-12,5.86892
2023-07-13,5.15161
2023-07-14,5.18421
2023-07-15,2.18454
2023-07-16,2.5758
2023-07-17,5.83632
2023-07-18,5.15161
2023-07-19,4.89077
2023-07-20,6.29279
2023-07-21,4.92337
2023-07-22,2.02151
2023-07-23,1.82588
2023-07-24,5.05379
2023-07-25,6.09716
2023-07-26,5.86892
2023-07-27,5.41245
2023-07-28,4.66253
2023-07-29,1.98891
2023-07-30,2.34757
2023-07-31,5.77111
2023-08-01,5.77111
2023-08-02,4.66253
2023-08-03,4.82556
2023-08-04,4.30388
2023-08-05,1.89109
2023-08-06,1.9563
2023-08-07,4.72774
2023-08-08,5.02119
2023-08-09,4.69514
2023-08-10,4.76035
2023-08-11,4.72774
2023-08-12,2.02151
2023-08-13,2.05412
2023-08-14,4.4669
2023-08-15,2.44538
2023-08-16,5.7385
2023-08-17,4.56472
2023-08-18,4.72774
2023-08-19,1.76067
2023-08-20,2.51059
2023-08-21,4.69514
2023-08-22,4.53211
2023-08-23,3.55396
2023-08-24,4.62993
2023-08-25,3.68438
2023-08-26,1.56504
2023-08-27,1.69546
2023-08-28,5.05379
2023-08-29,4.49951
2023-08-30,3.91261
2023-08-31,4.14085
2023-09-01,3.8474
2023-09-02,1.69546
2023-09-03,1.49983
2023-09-04,4.10824
2023-09-05,4.85816
2023-09-06,4.01043
2023-09-07,2.08672
2023-09-08,3.29312
2023-09-09,1.10857
2023-09-10,1.40202
2023-09-11,3.22791
2023-09-12,4.04303
2023-09-13,2.38017
2023-09-14,3.22791
2023-09-15,2.5432
2023-09-16,1.20639
2023-09-17,1.49983
2023-09-18,2.90185
2023-09-19,2.80404
2023-09-20,2.5432
2023-09-21,2.60841
2023-09-22,2.70622
2023-09-23,0.81512
2023-09-24,1.17378
2023-09-25,3.39093
2023-09-26,2.80404
2023-09-27,2.5758
2023-09-28,0.94554
2023-09-29,0.58689
2023-09-30,0.91294
2023-10-01,1.01075
2023-10-02,1.20639
2023-10-03,1.20639
2023-10-04,3.22791
2023-10-05,2.90185
2023-10-06,2.21715
2023-10-07,0.88033
2023-10-08,1.59765
2023-10-09,1.33681
2023-10-10,2.73883
2023-10-11,3.97782
2023-10-12,3.71698
2023-10-13,3.42354
2023-10-14,1.07597
2023-10-15,1.85849
2023-10-16,3.61917
2023-10-17,3.52135
2023-10-18,3.48875
2023-10-19,3.1953
2023-10-20,3.35833
2023-10-21,1.23899
2023-10-22,1.79328
2023-10-23,3.13009
2023-10-24,3.1953
2023-10-25,3.78219
2023-10-26,3.48875
2023-10-27,3.09748
2023-10-28,1.3042
2023-10-29,1.63025
2023-10-30,2.83664
2023-10-31,3.61917
2023-11-01,3.39093
2023-11-02,3.09748
2023-11-03,2.93446
2023-11-04,1.33681
2023-11-05,1.69546
2023-11-06,4.04303
2023-11-07,3.78219
2023-11-08,3.16269
2023-11-09,2.80404
2023-11-10,2.73883
2023-11-11,1.40202
2023-11-12,1.20639
2023-11-13,3.03227
2023-11-14,3.13009
2023-11-15,2.67362
2023-11-16,3.52135
2023-11-17,2.77143
2023-11-18,1.46723
2023-11-19,1.82588
2023-11-20,4.40169
2023-11-21,4.07564
2023-11-22,3.61917
2023-11-23,3.06488
2023-11-24,2.83664
2023-11-25,1.72807
2023-11-26,1.33681
2023-11-27,3.61917
2023-11-28,3.58656
2023-11-29,3.48875
2023-11-30,3.68438
2023-12-01,2.47799
2023-12-02,1.33681
2023-12-03,2.18454
2023-12-04,5.05379
2023-12-05,4.89077
2023-12-06,5.31463
2023-12-07,4.53211
2023-12-08,4.59732
2023-12-09,2.24975
2023-12-10,1.89109
2023-12-11,4.85816
2023-12-12,4.62993
2023-12-13,5.41245
2023-12-14,4.89077
2023-12-15,4.14085
2023-12-16,2.21715
2023-12-17,2.99967
2023-12-18,4.36909
2023-12-19,5.18421
2023-12-20,8.67297
2023-12-21,7.23834
2023-12-22,10.04238
2023-12-23,3.68438
2023-12-24,2.44538
2023-12-25,3.71698
2023-12-26,8.83599
2023-12-27,9.06423
2023-12-28,8.77078
2023-12-29,7.66221
2023-12-30,2.51059
2023-12-31,2.15194
2024-01-01,2.21715
2024-01-02,5.28203
2024-01-03,4.33648
2024-01-04,4.85816
2024-01-05,4.66253
2024-01-06,2.31496
2024-01-07,2.08672
2024-01-08,4.36909
2024-01-09,4.72774
2024-01-10,4.69514
2024-01-11,4.07564
2024-01-12,4.23866
2024-01-13,2.24975
2024-01-14,1.66286
2024-01-15,5.77111
2024-01-16,5.54287
2024-01-17,5.57548
2024-01-18,4.76035
2024-01-19,4.53211
2024-01-20,2.15194
2024-01-21,1.98891
2024-01-22,6.06455
2024-01-23,6.06455
2024-01-24,5.18421
2024-01-25,5.119
2024-01-26,4.92337
2024-01-27,3.22791
2024-01-28,2.77143
2024-01-29,4.53211
2024-01-30,5.18421
2024-01-31,5.93413
2024-02-01,6.52103
2024-02-02,5.15161
2024-02-03,2.96706
2024-02-04,2.96706
2024-02-05,5.31463
2024-02-06,5.60808
2024-02-07,5.64069
2024-02-08,4.33648
2024-02-09,2.34757
2024-02-10,1.2716
2024-02-11,1.17378
2024-02-12,3.06488
2024-02-13,7.23834
2024-02-14,6.45582
2024-02-15,7.36876
2024-02-16,5.67329
2024-02-17,2.05412
2024-02-18,2.99967
2024-02-19,5.64069
2024-02-20,5.83632
2024-02-21,7.04271
2024-02-22,5.60808
2024-02-23,6.16237
2024-02-24,2.90185
2024-02-25,3.03227
2024-02-26,6.48842
2024-02-27,5.96674
2024-02-28,5.119
2024-02-29,5.0864
2024-03-01,2.83664
2024-03-02,2.31496
2024-03-03,2.18454
2024-03-04,5.77111
2024-03-05,7.36876
2024-03-06,6.19497
2024-03-07,5.67329
2024-03-08,5.64069
2024-03-09,2.5432
2024-03-10,2.18454
2024-03-11,5.7385
2024-03-12,5.77111
2024-03-13,5.37985
2024-03-14,4.04303
2024-03-15,4.72774
2024-03-16,1.49983
2024-03-17,2.05412
2024-03-18,4.4669
2024-03-19,4.40169
2024-03-20,4.89077
