date,회사채
2020-08-30,2.45964
2020-08-31,5.86728
2020-09-01,5.84166
2020-09-02,6.40532
2020-09-03,6.17473
2020-09-04,7.50704
2020-09-05,3.79195
2020-09-06,4.53497
2020-09-07,8.73686
2020-09-08,8.42941
2020-09-09,6.12349
2020-09-10,7.04586
2020-09-11,6.53343
2020-09-12,3.07455
2020-09-13,2.92083
2020-09-14,6.48219
2020-09-15,5.45734
2020-09-16,7.04586
2020-09-17,6.2516
2020-09-18,5.58544
2020-09-19,2.20343
2020-09-20,3.02331
2020-09-21,5.30361
2020-09-22,5.76479
2020-09-23,5.35485
2020-09-24,4.94491
2020-09-25,5.43171
2020-09-26,2.48526
2020-09-27,3.04893
2020-09-28,5.14988
2020-09-29,3.68946
2020-09-30,2.63899
2020-10-01,1.35792
2020-10-02,2.28029
2020-10-03,2.4084
2020-10-04,2.74148
2020-10-05,5.84166
2020-10-06,6.35408
2020-10-07,6.2516
2020-10-08,4.58621
2020-10-09,2.7671
2020-10-10,2.97207
2020-10-11,3.20266
2020-10-12,5.48296
2020-10-13,5.99538
2020-10-14,4.76556
2020-10-15,4.6887
2020-10-16,4.15065
2020-10-17,3.30514
2020-10-18,2.94645
2020-10-19,5.40609
2020-10-20,7.02024
2020-10-21,6.27722
2020-10-22,6.68716
2020-10-23,4.30438
2020-10-24,2.8952
2020-10-25,2.74148
2020-10-26,4.02254
2020-10-27,5.38047
2020-10-28,5.79041
2020-10-29,5.71355
2020-10-30,4.07378
2020-10-31,2.8952
2020-11-01,3.07455
2020-11-02,4.76556
2020-11-03,4.61183
2020-11-04,3.92006
2020-11-05,3.81757
2020-11-06,4.02254
2020-11-07,2.10094
2020-11-08,2.69023
2020-11-09,4.91929
2020-11-10,4.25313
2020-11-11,4.04816
2020-11-12,4.73994
2020-11-13,4.12503
2020-11-14,2.35716
2020-11-15,2.43402
2020-11-16,5.55982
2020-11-17,5.22674
2020-11-18,5.58544
2020-11-19,5.61106
2020-11-20,5.14988
2020-11-21,2.92083
2020-11-22,3.33077
2020-11-23,5.5342
2020-11-24,5.32923
2020-11-25,5.61106
2020-11-26,4.97053
2020-11-27,4.20189
2020-11-28,2.74148
2020-11-29,3.07455
2020-11-30,4.56059
2020-12-01,5.68793
2020-12-02,5.84166
2020-12-03,7.07148
2020-12-04,4.63745
2020-12-05,2.84396
2020-12-06,2.81834
2020-12-07,5.20112
2020-12-08,5.73917
2020-12-09,4.97053
2020-12-10,5.35485
2020-12-11,5.09864
2020-12-12,2.48526
2020-12-13,3.02331
2020-12-14,5.04739
2020-12-15,4.71432
2020-12-16,6.2516
2020-12-17,5.71355
2020-12-18,4.63745
2020-12-19,2.48526
2020-12-20,2.35716
2020-12-21,4.25313
2020-12-22,3.86881
2020-12-23,3.81757
2020-12-24,3.2539
2020-12-25,2.43402
2020-12-26,1.691
2020-12-27,2.48526
2020-12-28,3.63822
2020-12-29,4.48373
2020-12-30,5.66231
2020-12-31,3.22828
2021-01-01,2.22905
2021-01-02,3.07455
2021-01-03,3.15142
2021-01-04,5.27799
2021-01-05,6.14911
2021-01-06,6.35408
2021-01-07,5.76479
2021-01-08,6.40532
2021-01-09,3.10017
2021-01-10,2.8952
2021-01-11,4.94491
2021-01-12,5.35485
2021-01-13,7.17396
2021-01-14,8.53189
2021-01-15,6.78964
2021-01-16,2.48526
2021-01-17,3.27952
2021-01-18,5.43171
2021-01-19,6.61029
2021-01-20,5.58544
2021-01-21,8.27568
2021-01-22,5.35485
2021-01-23,2.61337
2021-01-24,2.56213
2021-01-25,5.07302
2021-01-26,7.02024
2021-01-27,6.89213
2021-01-28,5.45734
2021-01-29,5.20112
2021-01-30,2.84396
2021-01-31,3.30514
2021-02-01,5.94414
2021-02-02,6.40532
2021-02-03,4.48373
2021-02-04,4.79118
2021-02-05,4.40686
2021-02-06,2.07532
2021-02-07,2.71585
2021-02-08,4.50935
2021-02-09,4.61183
2021-02-10,5.32923
2021-02-11,1.89597
2021-02-12,1.43479
2021-02-13,2.0497
2021-02-14,2.56213
2021-02-15,9.76172
2021-02-16,8.42941
2021-02-17,7.53266
2021-02-18,6.61029
2021-02-19,6.48219
2021-02-20,3.71509
2021-02-21,2.61337
2021-02-22,5.48296
2021-02-23,10.83781
2021-02-24,6.78964
2021-02-25,5.40609
2021-02-26,5.20112
2021-02-27,2.66461
2021-02-28,2.7671
2021-03-01,3.33077
2021-03-02,5.1755
2021-03-03,6.35408
2021-03-04,6.04663
2021-03-05,4.43248
2021-03-06,3.02331
2021-03-07,3.38201
2021-03-08,5.20112
2021-03-09,5.04739
2021-03-10,4.6887
2021-03-11,5.58544
2021-03-12,5.30361
2021-03-13,1.99846
2021-03-14,2.61337
2021-03-15,5.50858
2021-03-16,5.22674
2021-03-17,12.68255
2021-03-18,8.81373
2021-03-19,5.07302
2021-03-20,2.35716
2021-03-21,2.84396
2021-03-22,4.76556
2021-03-23,6.20035
2021-03-24,5.94414
2021-03-25,6.30284
2021-03-26,6.55905
2021-03-27,4.33
2021-03-28,3.48449
2021-03-29,6.7384
2021-03-30,6.50781
2021-03-31,6.12349
2021-04-01,5.07302
2021-04-02,4.79118
2021-04-03,2.86958
2021-04-04,2.86958
2021-04-05,5.81603
2021-04-06,10.2229
2021-04-07,9.63361
2021-04-08,6.81527
2021-04-09,5.96976
2021-04-10,3.45887
2021-04-11,2.45964
2021-04-12,6.66154
2021-04-13,6.12349
2021-04-14,5.32923
2021-04-15,5.14988
2021-04-16,5.22674
2021-04-17,3.45887
2021-04-18,3.02331
2021-04-19,7.5839
2021-04-20,7.37893
2021-04-21,6.35408
2021-04-22,5.20112
2021-04-23,6.71278
2021-04-24,2.35716
2021-04-25,2.45964
2021-04-26,5.14988
2021-04-27,4.76556
2021-04-28,4.56059
2021-04-29,4.02254
2021-04-30,3.84319
2021-05-01,2.20343
2021-05-02,2.20343
2021-05-03,6.20035
2021-05-04,4.89367
2021-05-05,2.45964
2021-05-06,4.17627
2021-05-07,3.9713
2021-05-08,1.76787
2021-05-09,1.71662
2021-05-10,3.94568
2021-05-11,4.20189
2021-05-12,5.50858
2021-05-13,4.22751
2021-05-14,4.22751
2021-05-15,1.99846
2021-05-16,2.56213
2021-05-17,5.71355
2021-05-18,4.79118
2021-05-19,2.7671
2021-05-20,4.15065
2021-05-21,4.58621
2021-05-22,2.10094
2021-05-23,2.56213
2021-05-24,5.04739
2021-05-25,4.99615
2021-05-26,5.14988
2021-05-27,5.04739
2021-05-28,4.71432
2021-05-29,2.22905
2021-05-30,2.79272
2021-05-31,5.02177
2021-06-01,4.56059
2021-06-02,4.91929
2021-06-03,10.32539
2021-06-04,8.48065
2021-06-05,3.02331
2021-06-06,3.02331
2021-06-07,4.43248
2021-06-08,6.32846
2021-06-09,6.48219
2021-06-10,5.25236
2021-06-11,6.3797
2021-06-12,2.35716
2021-06-13,3.22828
2021-06-14,5.27799
2021-06-15,5.35485
2021-06-16,4.33
2021-06-17,4.91929
2021-06-18,5.02177
2021-06-19,2.20343
2021-06-20,2.10094
2021-06-21,5.1755
2021-06-22,4.71432
2021-06-23,5.94414
2021-06-24,7.86574
2021-06-25,5.84166
2021-06-26,2.63899
2021-06-27,2.7671
2021-06-28,6.22598
2021-06-29,4.4581
2021-06-30,4.22751
2021-07-01,4.09941
2021-07-02,3.92006
2021-07-03,1.81911
2021-07-04,1.76787
2021-07-05,5.86728
2021-07-06,6.09787
2021-07-07,4.76556
2021-07-08,4.53497
2021-07-09,3.45887
2021-07-10,1.691
2021-07-11,1.89597
2021-07-12,3.94568
2021-07-13,5.07302
2021-07-14,4.76556
2021-07-15,3.27952
2021-07-16,3.45887
2021-07-17,1.51165
2021-07-18,1.5629
2021-07-19,4.40686
2021-07-20,6.14911
2021-07-21,3.71509
2021-07-22,4.12503
2021-07-23,4.02254
2021-07-24,1.5629
2021-07-25,1.58852
2021-07-26,3.86881
2021-07-27,4.94491
2021-07-28,4.79118
2021-07-29,3.92006
2021-07-30,3.35639
2021-07-31,1.46041
2021-08-01,2.12656
2021-08-02,3.1258
2021-08-03,4.12503
2021-08-04,3.68946
2021-08-05,3.74071
2021-08-06,3.40763
2021-08-07,1.2042
2021-08-08,1.53727
2021-08-09,3.68946
2021-08-10,3.6126
2021-08-11,3.1258
2021-08-12,4.35562
2021-08-13,3.48449
2021-08-14,1.691
2021-08-15,2.0497
2021-08-16,1.74224
2021-08-17,3.45887
2021-08-18,9.22367
2021-08-19,5.12426
2021-08-20,4.15065
2021-08-21,1.691
2021-08-22,1.87035
2021-08-23,7.0971
2021-08-24,5.71355
2021-08-25,4.79118
2021-08-26,5.32923
2021-08-27,4.38124
2021-08-28,2.79272
2021-08-29,2.15219
2021-08-30,4.71432
2021-08-31,4.89367
2021-09-01,5.22674
2021-09-02,5.38047
2021-09-03,5.81603
2021-09-04,3.71509
2021-09-05,2.45964
2021-09-06,5.07302
2021-09-07,5.81603
2021-09-08,5.14988
2021-09-09,4.02254
2021-09-10,3.81757
2021-09-11,1.48603
2021-09-12,1.94722
2021-09-13,7.27645
2021-09-14,9.45426
2021-09-15,5.81603
2021-09-16,5.73917
2021-09-17,3.79195
2021-09-18,1.61414
2021-09-19,2.17781
2021-09-20,1.89597
2021-09-21,2.38278
2021-09-22,3.71509
2021-09-23,5.12426
2021-09-24,4.84242
2021-09-25,2.7671
2021-09-26,2.84396
2021-09-27,5.32923
2021-09-28,5.35485
2021-09-29,5.8929
2021-09-30,5.5342
2021-10-01,4.04816
2021-10-02,2.94645
2021-10-03,2.17781
2021-10-04,3.17704
2021-10-05,4.99615
2021-10-06,5.35485
2021-10-07,4.40686
2021-10-08,5.43171
2021-10-09,2.28029
2021-10-10,2.79272
2021-10-11,3.30514
2021-10-12,5.07302
2021-10-13,4.58621
2021-10-14,5.73917
2021-10-15,3.58698
2021-10-16,2.10094
2021-10-17,3.2539
2021-10-18,4.97053
2021-10-19,6.66154
2021-10-20,5.5342
2021-10-21,6.07225
2021-10-22,4.61183
2021-10-23,2.25467
2021-10-24,2.45964
2021-10-25,4.76556
2021-10-26,5.32923
2021-10-27,4.84242
2021-10-28,3.81757
2021-10-29,4.02254
2021-10-30,1.79349
2021-10-31,2.22905
2021-11-01,4.35562
2021-11-02,5.14988
2021-11-03,4.50935
2021-11-04,4.09941
2021-11-05,3.84319
2021-11-06,1.691
2021-11-07,1.84473
2021-11-08,3.53574
2021-11-09,3.58698
2021-11-10,3.86881
2021-11-11,3.89444
2021-11-12,3.81757
2021-11-13,1.74224
2021-11-14,1.92159
2021-11-15,3.66384
2021-11-16,4.20189
2021-11-17,3.30514
2021-11-18,4.12503
2021-11-19,3.22828
2021-11-20,1.99846
2021-11-21,1.76787
2021-11-22,3.53574
2021-11-23,4.02254
2021-11-24,4.22751
2021-11-25,3.51012
2021-11-26,3.58698
2021-11-27,1.81911
2021-11-28,1.94722
2021-11-29,3.22828
2021-11-30,3.9713
2021-12-01,3.89444
2021-12-02,4.07378
2021-12-03,3.94568
2021-12-04,1.58852
2021-12-05,2.7671
2021-12-06,3.45887
2021-12-07,4.33
2021-12-08,3.79195
2021-12-09,4.02254
2021-12-10,3.68946
2021-12-11,2.15219
2021-12-12,2.48526
2021-12-13,4.71432
2021-12-14,3.68946
2021-12-15,3.40763
2021-12-16,3.99692
2021-12-17,2.7671
2021-12-18,1.48603
2021-12-19,1.46041
2021-12-20,2.66461
2021-12-21,4.02254
2021-12-22,2.99769
2021-12-23,2.94645
2021-12-24,1.76787
2021-12-25,0.76863
2021-12-26,1.10171
2021-12-27,2.81834
2021-12-28,3.76633
2021-12-29,4.15065
2021-12-30,5.14988
2021-12-31,3.02331
2022-01-01,1.61414
2022-01-02,1.76787
2022-01-03,4.22751
2022-01-04,4.4581
2022-01-05,3.84319
2022-01-06,3.58698
2022-01-07,3.63822
2022-01-08,2.07532
2022-01-09,2.10094
2022-01-10,4.94491
2022-01-11,5.58544
2022-01-12,4.50935
2022-01-13,5.66231
2022-01-14,5.27799
2022-01-15,1.97284
2022-01-16,2.02408
2022-01-17,4.63745
2022-01-18,6.07225
2022-01-19,5.73917
2022-01-20,5.45734
2022-01-21,4.58621
2022-01-22,3.71509
2022-01-23,3.56136
2022-01-24,4.61183
2022-01-25,5.43171
2022-01-26,4.66307
2022-01-27,4.33
2022-01-28,3.99692
2022-01-29,1.25544
2022-01-30,1.79349
2022-01-31,2.28029
2022-02-01,2.10094
2022-02-02,2.79272
2022-02-03,4.4581
2022-02-04,4.15065
2022-02-05,3.1258
2022-02-06,1.92159
2022-02-07,5.1755
2022-02-08,4.73994
2022-02-09,5.91852
2022-02-10,8.73686
2022-02-11,5.58544
2022-02-12,3.10017
2022-02-13,2.30591
2022-02-14,5.50858
2022-02-15,5.71355
2022-02-16,6.27722
2022-02-17,5.20112
2022-02-18,4.4581
2022-02-19,2.28029
2022-02-20,2.22905
2022-02-21,4.38124
2022-02-22,5.09864
2022-02-23,4.91929
2022-02-24,4.6887
2022-02-25,4.02254
2022-02-26,1.61414
2022-02-27,1.51165
2022-02-28,3.63822
2022-03-01,2.28029
2022-03-02,3.45887
2022-03-03,4.58621
2022-03-04,4.12503
2022-03-05,1.61414
2022-03-06,1.76787
2022-03-07,4.33
2022-03-08,3.51012
2022-03-09,1.76787
2022-03-10,3.58698
2022-03-11,3.71509
2022-03-12,1.74224
2022-03-13,2.25467
2022-03-14,4.61183
2022-03-15,4.50935
2022-03-16,4.02254
2022-03-17,4.79118
2022-03-18,4.58621
2022-03-19,2.22905
2022-03-20,2.22905
2022-03-21,4.63745
2022-03-22,5.73917
2022-03-23,5.25236
2022-03-24,4.6887
2022-03-25,3.63822
2022-03-26,1.94722
2022-03-27,1.94722
2022-03-28,5.5342
2022-03-29,5.20112
2022-03-30,5.27799
2022-03-31,4.6887
2022-04-01,4.76556
2022-04-02,2.0497
2022-04-03,2.4084
2022-04-04,6.17473
2022-04-05,6.27722
2022-04-06,7.25083
2022-04-07,5.38047
2022-04-08,5.20112
2022-04-09,2.94645
2022-04-10,2.22905
2022-04-11,5.91852
2022-04-12,5.76479
2022-04-13,5.96976
2022-04-14,9.47988
2022-04-15,8.25006
2022-04-16,3.40763
2022-04-17,3.68946
2022-04-18,6.86651
2022-04-19,6.7384
2022-04-20,7.02024
2022-04-21,7.4558
2022-04-22,6.43095
2022-04-23,3.53574
2022-04-24,3.58698
2022-04-25,6.32846
2022-04-26,8.66
2022-04-27,5.84166
2022-04-28,5.25236
2022-04-29,4.17627
2022-04-30,4.35562
2022-05-01,4.33
2022-05-02,4.97053
2022-05-03,5.30361
2022-05-04,5.66231
2022-05-05,2.30591
2022-05-06,5.58544
2022-05-07,2.8952
2022-05-08,3.02331
2022-05-09,7.5839
2022-05-10,6.96899
2022-05-11,6.021
2022-05-12,9.94107
2022-05-13,5.8929
2022-05-14,2.53651
2022-05-15,3.1258
2022-05-16,4.6887
2022-05-17,6.021
2022-05-18,6.71278
2022-05-19,6.27722
2022-05-20,5.04739
2022-05-21,2.94645
2022-05-22,3.04893
2022-05-23,6.20035
2022-05-24,5.61106
2022-05-25,5.61106
2022-05-26,6.84089
2022-05-27,5.22674
2022-05-28,2.20343
2022-05-29,2.84396
2022-05-30,5.09864
2022-05-31,5.20112
2022-06-01,2.66461
2022-06-02,4.73994
2022-06-03,6.14911
2022-06-04,2.53651
2022-06-05,2.71585
2022-06-06,4.02254
2022-06-07,8.66
2022-06-08,8.42941
2022-06-09,6.30284
2022-06-10,5.58544
2022-06-11,3.33077
2022-06-12,4.07378
2022-06-13,9.45426
2022-06-14,7.60953
2022-06-15,7.71201
2022-06-16,10.70971
2022-06-17,6.76402
2022-06-18,2.56213
2022-06-19,2.8952
2022-06-20,7.66077
2022-06-21,7.8145
2022-06-22,7.91698
2022-06-23,8.37817
2022-06-24,6.94337
2022-06-25,2.61337
2022-06-26,2.81834
2022-06-27,5.71355
2022-06-28,6.35408
2022-06-29,6.63592
2022-06-30,5.76479
2022-07-01,4.91929
2022-07-02,2.35716
2022-07-03,2.79272
2022-07-04,5.94414
2022-07-05,6.30284
2022-07-06,5.91852
2022-07-07,6.55905
2022-07-08,4.99615
2022-07-09,1.97284
2022-07-10,3.07455
2022-07-11,6.50781
2022-07-12,6.48219
2022-07-13,8.66
2022-07-14,7.53266
2022-07-15,6.14911
2022-07-16,2.35716
2022-07-17,2.84396
2022-07-18,6.20035
2022-07-19,6.40532
2022-07-20,5.40609
2022-07-21,5.50858
2022-07-22,4.17627
2022-07-23,2.4084
2022-07-24,2.28029
2022-07-25,5.27799
2022-07-26,8.63438
2022-07-27,5.27799
2022-07-28,6.20035
2022-07-29,4.84242
2022-07-30,2.45964
2022-07-31,2.07532
2022-08-01,5.76479
2022-08-02,5.58544
2022-08-03,6.17473
2022-08-04,5.40609
2022-08-05,4.99615
2022-08-06,2.61337
2022-08-07,3.40763
2022-08-08,6.43095
2022-08-09,7.9426
2022-08-10,6.3797
2022-08-11,5.8929
2022-08-12,5.04739
2022-08-13,2.97207
2022-08-14,1.99846
2022-08-15,3.30514
2022-08-16,6.53343
2022-08-17,6.45657
2022-08-18,6.12349
2022-08-19,5.43171
2022-08-20,2.51088
2022-08-21,3.04893
2022-08-22,5.8929
2022-08-23,5.35485
2022-08-24,5.99538
2022-08-25,7.8145
2022-08-26,6.43095
2022-08-27,3.71509
2022-08-28,2.97207
2022-08-29,6.14911
2022-08-30,6.78964
2022-08-31,6.09787
2022-09-01,6.91775
2022-09-02,6.71278
2022-09-03,2.74148
2022-09-04,3.81757
2022-09-05,6.89213
2022-09-06,6.48219
2022-09-07,9.94107
2022-09-08,9.27491
2022-09-09,3.76633
2022-09-10,2.56213
2022-09-11,2.92083
2022-09-12,2.63899
2022-09-13,7.73763
2022-09-14,7.89136
2022-09-15,8.37817
2022-09-16,6.99461
2022-09-17,3.68946
2022-09-18,3.89444
2022-09-19,8.83935
2022-09-20,9.32615
2022-09-21,8.40379
2022-09-22,9.45426
2022-09-23,8.3013
2022-09-24,3.53574
2022-09-25,4.43248
2022-09-26,12.42633
2022-09-27,9.5055
2022-09-28,12.37509
2022-09-29,11.45272
2022-09-30,8.50627
2022-10-01,4.50935
2022-10-02,3.84319
2022-10-03,5.68793
2022-10-04,8.25006
2022-10-05,6.86651
2022-10-06,8.96746
2022-10-07,8.81373
2022-10-08,4.09941
2022-10-09,3.92006
2022-10-10,5.68793
2022-10-11,8.81373
2022-10-12,11.40148
2022-10-13,12.73379
2022-10-14,10.14604
2022-10-15,6.12349
2022-10-16,7.53266
2022-10-17,10.99154
2022-10-18,12.09326
2022-10-19,20.3177
2022-10-20,23.8022
2022-10-21,33.25646
2022-10-22,24.49397
2022-10-23,38.25262
2022-10-24,62.7466
2022-10-25,53.31796
2022-10-26,57.03305
2022-10-27,54.80399
2022-10-28,27.20983
2022-10-29,14.29669
2022-10-30,11.60645
2022-10-31,20.90699
2022-11-01,26.74865
2022-11-02,24.289
2022-11-03,22.54675
2022-11-04,17.1919
2022-11-05,8.22444
2022-11-06,14.34793
2022-11-07,20.90699
2022-11-08,19.52344
2022-11-09,17.47373
2022-11-10,16.70509
2022-11-11,13.80988
2022-11-12,6.30284
2022-11-13,6.76402
2022-11-14,14.68101
2022-11-15,16.50012
2022-11-16,14.70663
2022-11-17,13.19497
2022-11-18,10.88905
2022-11-19,6.35408
2022-11-20,6.14911
2022-11-21,12.96438
2022-11-22,11.63207
2022-11-23,9.88982
2022-11-24,12.19574
2022-11-25,9.78734
2022-11-26,5.40609
2022-11-27,7.12272
2022-11-28,11.09403
2022-11-29,12.42633
2022-11-30,12.73379
2022-12-01,10.42787
2022-12-02,9.83858
2022-12-03,3.43325
2022-12-04,5.09864
2022-12-05,9.04432
2022-12-06,9.7361
2022-12-07,12.1445
2022-12-08,10.40225
2022-12-09,11.24775
2022-12-10,5.07302
2022-12-11,7.30207
2022-12-12,13.09249
2022-12-13,14.68101
2022-12-14,12.17012
2022-12-15,11.19651
2022-12-16,10.12042
2022-12-17,4.50935
2022-12-18,4.58621
2022-12-19,8.1732
2022-12-20,9.3774
2022-12-21,9.14681
2022-12-22,8.27568
2022-12-23,7.5839
2022-12-24,3.92006
2022-12-25,4.22751
2022-12-26,8.35254
2022-12-27,9.30053
2022-12-28,8.63438
2022-12-29,8.32692
2022-12-30,5.61106
2022-12-31,3.71509
2023-01-01,3.56136
2023-01-02,8.12195
2023-01-03,10.17166
2023-01-04,11.52959
2023-01-05,14.4248
2023-01-06,12.96438
2023-01-07,5.86728
2023-01-08,7.30207
2023-01-09,11.65769
2023-01-10,11.99077
2023-01-11,13.32308
2023-01-12,11.81142
2023-01-13,11.0684
2023-01-14,3.94568
2023-01-15,4.4581
2023-01-16,10.47911
2023-01-17,9.81296
2023-01-18,10.70971
2023-01-19,8.53189
2023-01-20,7.40456
2023-01-21,3.04893
2023-01-22,3.22828
2023-01-23,3.68946
2023-01-24,6.22598
2023-01-25,10.5816
2023-01-26,9.94107
2023-01-27,7.02024
2023-01-28,3.40763
2023-01-29,5.43171
2023-01-30,8.81373
2023-01-31,8.50627
2023-02-01,9.40302
2023-02-02,8.86497
2023-02-03,9.5055
2023-02-04,4.56059
2023-02-05,3.68946
2023-02-06,9.76172
2023-02-07,12.8619
2023-02-08,12.45196
2023-02-09,13.04125
2023-02-10,6.86651
2023-02-11,3.2539
2023-02-12,3.15142
2023-02-13,6.32846
2023-02-14,7.76325
2023-02-15,8.3013
2023-02-16,9.09556
2023-02-17,8.27568
2023-02-18,3.68946
2023-02-19,3.27952
2023-02-20,7.48142
2023-02-21,8.22444
2023-02-22,9.24929
2023-02-23,7.99385
2023-02-24,6.021
2023-02-25,3.79195
2023-02-26,3.71509
2023-02-27,9.14681
2023-02-28,8.19882
2023-03-01,3.9713
2023-03-02,6.96899
2023-03-03,6.53343
2023-03-04,3.99692
2023-03-05,3.45887
2023-03-06,6.99461
2023-03-07,7.32769
2023-03-08,7.96822
2023-03-09,7.63515
2023-03-10,5.94414
2023-03-11,3.10017
2023-03-12,3.58698
2023-03-13,7.04586
2023-03-14,7.78888
2023-03-15,7.5839
2023-03-16,6.84089
2023-03-17,5.40609
2023-03-18,2.22905
2023-03-19,3.45887
2023-03-20,7.84012
2023-03-21,7.4558
2023-03-22,7.84012
2023-03-23,7.25083
2023-03-24,6.2516
2023-03-25,3.22828
2023-03-26,2.81834
2023-03-27,7.14834
2023-03-28,8.32692
2023-03-29,7.12272
2023-03-30,6.96899
2023-03-31,5.07302
2023-04-01,2.71585
2023-04-02,2.38278
2023-04-03,6.7384
2023-04-04,7.76325
2023-04-05,8.04509
2023-04-06,9.06994
2023-04-07,7.02024
2023-04-08,3.1258
2023-04-09,4.91929
2023-04-10,7.32769
2023-04-11,8.1732
2023-04-12,7.50704
2023-04-13,7.66077
2023-04-14,7.48142
2023-04-15,3.58698
2023-04-16,3.40763
2023-04-17,7.35331
2023-04-18,7.40456
2023-04-19,7.04586
2023-04-20,7.43018
2023-04-21,6.09787
2023-04-22,2.92083
2023-04-23,3.30514
2023-04-24,6.99461
2023-04-25,6.20035
2023-04-26,5.76479
2023-04-27,5.14988
2023-04-28,4.35562
2023-04-29,2.30591
2023-04-30,2.0497
2023-05-01,3.2539
2023-05-02,6.12349
2023-05-03,5.27799
2023-05-04,5.32923
2023-05-05,2.51088
2023-05-06,2.22905
2023-05-07,2.10094
2023-05-08,5.66231
2023-05-09,8.09633
2023-05-10,5.91852
2023-05-11,5.81603
2023-05-12,4.04816
2023-05-13,2.71585
2023-05-14,2.43402
2023-05-15,5.45734
2023-05-16,6.30284
2023-05-17,6.20035
2023-05-18,5.07302
2023-05-19,5.1755
2023-05-20,2.53651
2023-05-21,2.20343
2023-05-22,6.58467
2023-05-23,7.04586
2023-05-24,5.94414
2023-05-25,5.8929
2023-05-26,5.71355
2023-05-27,2.48526
2023-05-28,2.63899
2023-05-29,3.17704
2023-05-30,5.61106
