date,미국주식사는법
2020-03-20,51.24967
2020-03-21,37.20073
2020-03-22,37.35858
2020-03-23,39.30544
2020-03-24,48.56616
2020-03-25,45.75111
2020-03-26,43.59379
2020-03-27,38.77926
2020-03-28,29.83425
2020-03-29,29.93948
2020-03-30,34.96448
2020-03-31,34.80662
2020-04-01,30.51828
2020-04-02,32.70192
2020-04-03,28.72928
2020-04-04,23.23072
2020-04-05,24.15153
2020-04-06,43.6464
2020-04-07,79.82109
2020-04-08,100.0
2020-04-09,68.58721
2020-04-10,40.09471
2020-04-11,25.46698
2020-04-12,30.22888
2020-04-13,35.3328
2020-04-14,58.11628
2020-04-15,54.98553
2020-04-16,39.1739
2020-04-17,40.59458
2020-04-18,32.51775
2020-04-19,29.12391
2020-04-20,40.0684
2020-04-21,37.0955
2020-04-22,41.77847
2020-04-23,35.41173
2020-04-24,22.94133
2020-04-25,22.52038
2020-04-26,20.67876
2020-04-27,27.22967
2020-04-28,25.96685
2020-04-29,25.04604
2020-04-30,28.96606
2020-05-01,22.04682
2020-05-02,18.57405
2020-05-03,16.60089
2020-05-04,20.83662
2020-05-05,22.49408
2020-05-06,21.54696
2020-05-07,15.83793
2020-05-08,15.20652
2020-05-09,16.96921
2020-05-10,13.6543
2020-05-11,17.44277
2020-05-12,19.10023
2020-05-13,16.49565
2020-05-14,14.60142
2020-05-15,12.4704
2020-05-16,9.47119
2020-05-17,10.1026
2020-05-18,14.78558
2020-05-19,24.83556
2020-05-20,19.70534
2020-05-21,17.65324
2020-05-22,16.67982
2020-05-23,13.20705
2020-05-24,12.41778
2020-05-25,18.20573
2020-05-26,20.70507
2020-05-27,18.73191
2020-05-28,15.86424
2020-05-29,13.20705
2020-05-30,10.73401
2020-05-31,13.97
2020-06-01,19.67903
2020-06-02,21.28387
2020-06-03,19.8895
2020-06-04,27.57169
2020-06-05,29.57116
2020-06-06,27.96632
2020-06-07,24.44093
2020-06-08,33.14917
2020-06-09,48.25046
2020-06-10,34.51723
2020-06-11,35.54327
2020-06-12,32.75453
2020-06-13,18.07419
2020-06-14,17.10076
2020-06-15,25.99315
2020-06-16,26.78242
2020-06-17,22.30991
2020-06-18,20.31044
2020-06-19,17.96895
2020-06-20,12.44409
2020-06-21,13.60168
2020-06-22,16.44304
2020-06-23,21.91528
2020-06-24,20.75769
2020-06-25,26.91397
2020-06-26,19.91581
2020-06-27,16.73243
2020-06-28,14.73296
2020-06-29,19.86319
2020-06-30,19.41594
2020-07-01,19.73164
2020-07-02,27.3086
2020-07-03,30.64982
2020-07-04,15.28545
2020-07-05,18.28466
2020-07-06,29.30807
2020-07-07,42.69928
2020-07-08,36.99026
2020-07-09,38.3057
2020-07-10,25.20389
2020-07-11,29.25545
2020-07-12,25.30912
2020-07-13,39.14759
2020-07-14,42.93606
2020-07-15,36.35885
2020-07-16,25.5196
2020-07-17,20.75769
2020-07-18,15.39068
2020-07-19,14.15416
2020-07-20,22.78347
2020-07-21,30.78137
2020-07-22,25.04604
2020-07-23,33.28071
2020-07-24,20.94185
2020-07-25,15.49592
2020-07-26,20.38937
2020-07-27,22.52038
2020-07-28,27.57169
2020-07-29,22.78347
2020-07-30,21.6785
2020-07-31,23.88845
2020-08-01,18.91607
2020-08-02,16.9166
2020-08-03,25.59852
2020-08-04,25.41436
2020-08-05,25.12496
2020-08-06,22.80978
2020-08-07,21.70481
2020-08-08,15.49592
2020-08-09,16.25887
2020-08-10,24.23046
2020-08-11,24.07261
2020-08-12,26.65088
2020-08-13,27.41383
2020-08-14,20.15259
2020-08-15,12.7598
2020-08-16,12.04946
2020-08-17,14.23309
2020-08-18,21.78374
2020-08-19,20.44198
2020-08-20,22.02052
2020-08-21,31.176
2020-08-22,24.09892
2020-08-23,19.46856
2020-08-24,30.72875
2020-08-25,29.78163
2020-08-26,26.83504
2020-08-27,33.57011
2020-08-28,30.59721
2020-08-29,21.99421
2020-08-30,26.4141
2020-08-31,38.77926
2020-09-01,67.45593
2020-09-02,49.06603
2020-09-03,39.88424
2020-09-04,45.06708
2020-09-05,24.70402
2020-09-06,17.36385
2020-09-07,20.04735
2020-09-08,22.49408
2020-09-09,37.67429
2020-09-10,27.65061
2020-09-11,17.41646
2020-09-12,11.39173
2020-09-13,9.31333
2020-09-14,15.68008
2020-09-15,19.54748
2020-09-16,17.36385
2020-09-17,13.57537
2020-09-18,10.07629
2020-09-19,7.4191
2020-09-20,6.70876
2020-09-21,10.18153
2020-09-22,8.36621
2020-09-23,8.9187
2020-09-24,10.83925
2020-09-25,6.73506
2020-09-26,4.28834
2020-09-27,4.39358
2020-09-28,6.2352
2020-09-29,5.76164
2020-09-30,6.52459
2020-10-01,7.86635
2020-10-02,10.02367
2020-10-03,7.60326
2020-10-04,6.36674
2020-10-05,8.0242
2020-10-06,8.20836
2020-10-07,7.81373
2020-10-08,7.68218
2020-10-09,9.5238
2020-10-10,6.49828
2020-10-11,5.26177
2020-10-12,7.20862
2020-10-13,7.62957
2020-10-14,7.81373
2020-10-15,6.73506
2020-10-16,6.15627
2020-10-17,3.84109
2020-10-18,4.4725
2020-10-19,6.10365
2020-10-20,6.49828
2020-10-21,6.52459
2020-10-22,7.07708
2020-10-23,5.6564
2020-10-24,3.36753
2020-10-25,4.10418
2020-10-26,4.97237
2020-10-27,5.63009
2020-10-28,6.41936
2020-10-29,8.44514
2020-10-30,5.76164
2020-10-31,4.13049
2020-11-01,4.81452
2020-11-02,7.94527
2020-11-03,5.86687
2020-11-04,5.57747
2020-11-05,5.99842
2020-11-06,4.86714
2020-11-07,4.49881
2020-11-08,3.70955
2020-11-09,7.94527
2020-11-10,8.97132
2020-11-11,5.60378
2020-11-12,4.49881
2020-11-13,4.89344
2020-11-14,4.39358
2020-11-15,4.31465
2020-11-16,7.10339
2020-11-17,10.1026
2020-11-18,10.15522
2020-11-19,9.8132
2020-11-20,9.18179
2020-11-21,7.86635
2020-11-22,7.4454
2020-11-23,10.81294
2020-11-24,15.39068
2020-11-25,17.60063
2020-11-26,14.8382
2020-11-27,10.81294
2020-11-28,10.89187
2020-11-29,10.54985
2020-11-30,13.62799
2020-12-01,18.15311
2020-12-02,16.10102
2020-12-03,18.7056
2020-12-04,19.49486
2020-12-05,12.94396
2020-12-06,13.0755
2020-12-07,18.36358
2020-12-08,23.88845
2020-12-09,24.12523
2020-12-10,25.41436
2020-12-11,23.7569
2020-12-12,12.89134
2020-12-13,11.18126
2020-12-14,16.20626
2020-12-15,18.38989
2020-12-16,17.5217
2020-12-17,14.28571
2020-12-18,16.31149
2020-12-19,16.3378
2020-12-20,13.15443
2020-12-21,17.57432
2020-12-22,22.17837
2020-12-23,23.1518
2020-12-24,18.65298
2020-12-25,14.65403
2020-12-26,14.12786
2020-12-27,16.39042
2020-12-28,22.44146
2020-12-29,26.44041
2020-12-30,23.67797
2020-12-31,20.83662
2021-01-01,18.25835
2021-01-02,20.86293
2021-01-03,24.09892
2021-01-04,34.22783
2021-01-05,33.2544
2021-01-06,30.91291
2021-01-07,31.64956
2021-01-08,59.03709
2021-01-09,42.30465
2021-01-10,32.49144
2021-01-11,47.1981
2021-01-12,39.779
2021-01-13,41.41015
2021-01-14,47.69797
2021-01-15,36.25361
2021-01-16,23.23072
2021-01-17,20.15259
2021-01-18,22.83609
2021-01-19,24.54617
2021-01-20,30.14996
2021-01-21,29.43962
2021-01-22,26.67719
2021-01-23,21.04709
2021-01-24,15.89055
2021-01-25,25.62483
2021-01-26,31.22862
2021-01-27,37.51644
2021-01-28,49.03972
2021-01-29,35.75374
2021-01-30,24.54617
2021-01-31,17.94264
2021-02-01,21.75743
2021-02-02,22.33622
2021-02-03,22.94133
2021-02-04,20.28413
2021-02-05,19.28439
2021-02-06,15.18021
2021-02-07,13.83846
2021-02-08,16.25887
2021-02-09,23.96737
2021-02-10,23.54643
2021-02-11,25.78268
2021-02-12,19.25808
2021-02-13,26.30886
2021-02-14,26.07208
2021-02-15,33.41225
2021-02-16,34.99079
2021-02-17,34.09629
2021-02-18,26.44041
2021-02-19,21.44172
2021-02-20,19.04761
2021-02-21,16.9429
2021-02-22,17.41646
2021-02-23,18.57405
2021-02-24,19.6001
2021-02-25,23.1518
2021-02-26,19.38963
2021-02-27,11.6022
2021-02-28,9.57642
2021-03-01,12.07576
2021-03-02,12.7861
2021-03-03,13.12812
2021-03-04,12.99657
2021-03-05,12.36516
2021-03-06,12.89134
2021-03-07,11.41804
2021-03-08,12.39147
2021-03-09,16.25887
2021-03-10,22.99394
2021-03-11,28.04525
2021-03-12,34.12259
2021-03-13,17.73217
2021-03-14,14.36464
2021-03-15,19.6001
2021-03-16,18.57405
2021-03-17,14.8645
2021-03-18,17.83741
2021-03-19,14.8645
2021-03-20,9.44488
2021-03-21,8.70823
2021-03-22,10.81294
2021-03-23,10.94448
2021-03-24,8.10313
2021-03-25,11.39173
2021-03-26,12.181
2021-03-27,11.99684
2021-03-28,8.89239
2021-03-29,13.3649
2021-03-30,11.65482
2021-03-31,10.97079
2021-04-01,16.9166
2021-04-02,16.07471
2021-04-03,9.07655
2021-04-04,12.89134
2021-04-05,10.73401
2021-04-06,11.86529
2021-04-07,10.81294
2021-04-08,12.49671
2021-04-09,10.9971
2021-04-10,10.47092
2021-04-11,9.89213
2021-04-12,11.39173
2021-04-13,13.99631
2021-04-14,22.04682
2021-04-15,25.09865
2021-04-16,19.3107
2021-04-17,11.47066
2021-04-18,10.86556
2021-04-19,13.28597
2021-04-20,12.60194
2021-04-21,16.39042
2021-04-22,13.44383
2021-04-23,10.1026
2021-04-24,8.49776
2021-04-25,7.23493
2021-04-26,10.02367
2021-04-27,13.3649
2021-04-28,14.81189
2021-04-29,13.75953
2021-04-30,9.10286
2021-05-01,7.18232
2021-05-02,7.47171
2021-05-03,9.99736
2021-05-04,11.02341
2021-05-05,15.39068
2021-05-06,9.70797
2021-05-07,10.23414
2021-05-08,6.94554
2021-05-09,6.62983
2021-05-10,10.23414
2021-05-11,11.99684
2021-05-12,9.76058
2021-05-13,9.55011
2021-05-14,8.28729
2021-05-15,7.15601
2021-05-16,5.76164
2021-05-17,7.62957
2021-05-18,7.76111
2021-05-19,6.68245
2021-05-20,6.5509
2021-05-21,6.91923
2021-05-22,5.367
2021-05-23,4.78821
2021-05-24,7.84004
2021-05-25,9.4975
2021-05-26,8.70823
2021-05-27,10.26045
2021-05-28,7.94527
2021-05-29,5.76164
2021-05-30,5.28808
2021-05-31,6.18258
2021-06-01,6.39305
2021-06-02,16.67982
2021-06-03,15.46961
2021-06-04,8.81347
2021-06-05,5.28808
2021-06-06,8.36621
2021-06-07,6.78768
2021-06-08,12.52302
2021-06-09,7.81373
2021-06-10,6.2352
2021-06-11,6.2352
2021-06-12,3.99894
2021-06-13,4.1831
2021-06-14,5.52486
2021-06-15,6.73506
2021-06-16,10.86556
2021-06-17,10.7077
2021-06-18,15.4433
2021-06-19,8.70823
2021-06-20,7.23493
2021-06-21,7.68218
2021-06-22,7.15601
2021-06-23,8.99763
2021-06-24,8.97132
2021-06-25,9.39226
