date,한국항공우주주가
2020-03-20,14.70292
2020-03-21,2.1258
2020-03-22,1.32108
2020-03-23,12.88894
2020-03-24,14.22009
2020-03-25,20.40303
2020-03-26,19.34683
2020-03-27,16.94608
2020-03-28,2.00174
2020-03-29,1.39149
2020-03-30,14.72304
2020-03-31,14.23685
2020-04-01,14.65598
2020-04-02,14.08597
2020-04-03,12.81518
2020-04-04,1.47532
2020-04-05,1.09643
2020-04-06,12.63747
2020-04-07,14.93763
2020-04-08,16.29224
2020-04-09,15.47076
2020-04-10,15.36011
2020-04-11,1.7335
2020-04-12,1.37137
2020-04-13,13.83114
2020-04-14,13.2913
2020-04-15,2.03862
2020-04-16,12.57376
2020-04-17,13.91832
2020-04-18,1.85756
2020-04-19,1.19031
2020-04-20,16.8019
2020-04-21,23.51461
2020-04-22,17.85474
2020-04-23,16.43307
2020-04-24,19.8129
2020-04-25,2.88693
2020-04-26,2.43428
2020-04-27,17.99222
2020-04-28,18.19675
2020-04-29,15.89994
2020-04-30,2.23645
2020-05-01,3.04788
2020-05-02,1.51891
2020-05-03,1.2339
2020-05-04,14.72304
2020-05-05,2.36051
2020-05-06,13.92837
2020-05-07,12.80847
2020-05-08,11.90651
2020-05-09,1.35126
2020-05-10,1.06625
2020-05-11,11.17221
2020-05-12,10.76314
2020-05-13,11.54439
2020-05-14,10.38425
2020-05-15,10.12271
2020-05-16,1.11655
2020-05-17,0.84495
2020-05-18,10.81008
2020-05-19,12.58047
2020-05-20,11.43374
2020-05-21,12.48658
2020-05-22,10.95091
2020-05-23,1.16349
2020-05-24,0.84831
2020-05-25,10.92408
2020-05-26,11.84616
2020-05-27,15.63841
2020-05-28,14.63586
2020-05-29,13.55284
2020-05-30,1.52561
2020-05-31,1.76703
2020-06-01,13.61319
2020-06-02,14.09603
2020-06-03,16.96284
2020-06-04,17.46579
2020-06-05,15.30311
2020-06-06,1.78044
2020-06-07,1.4552
2020-06-08,14.94769
2020-06-09,16.00724
2020-06-10,14.76327
2020-06-11,13.44219
2020-06-12,13.45225
2020-06-13,1.39149
2020-06-14,1.21043
2020-06-15,14.13626
2020-06-16,14.82027
2020-06-17,19.15571
2020-06-18,16.81866
2020-06-19,15.35675
2020-06-20,1.53567
2020-06-21,1.26408
2020-06-22,12.77159
2020-06-23,12.95265
2020-06-24,13.07001
2020-06-25,11.94675
2020-06-26,11.48739
2020-06-27,1.20037
2020-06-28,0.75107
2020-06-29,10.12607
2020-06-30,10.6592
2020-07-01,10.15625
2020-07-02,10.48484
2020-07-03,10.0523
2020-07-04,1.48202
2020-07-05,0.91537
2020-07-06,12.46311
2020-07-07,10.87379
2020-07-08,9.75388
2020-07-09,9.79747
2020-07-10,8.38586
2020-07-11,1.0629
2020-07-12,0.68736
2020-07-13,9.85112
2020-07-14,8.67086
2020-07-15,9.67006
2020-07-16,10.1093
2020-07-17,9.19393
2020-07-18,0.94554
2020-07-19,0.83154
2020-07-20,8.57363
2020-07-21,10.67261
2020-07-22,11.14873
2020-07-23,9.23082
2020-07-24,8.29868
2020-07-25,0.86842
2020-07-26,0.83489
2020-07-27,9.90142
2020-07-28,13.13036
2020-07-29,15.05163
2020-07-30,11.04814
2020-07-31,9.43535
2020-08-01,1.20708
2020-08-02,0.92878
2020-08-03,9.717
2020-08-04,10.2736
2020-08-05,10.0456
2020-08-06,10.80673
2020-08-07,9.54935
2020-08-08,1.4049
2020-08-09,1.1199
2020-08-10,11.67516
2020-08-11,14.7331
2020-08-12,13.02977
2020-08-13,12.69782
2020-08-14,11.04144
2020-08-15,0.91201
2020-08-16,0.7343
2020-08-17,1.89444
2020-08-18,10.34737
2020-08-19,10.15625
2020-08-20,10.23672
2020-08-21,10.01207
2020-08-22,0.9556
2020-08-23,0.66054
2020-08-24,9.67006
2020-08-25,9.44541
2020-08-26,8.68428
2020-08-27,8.47974
2020-08-28,9.28446
2020-08-29,0.83489
2020-08-30,0.66389
2020-08-31,9.2174
2020-09-01,9.66335
2020-09-02,10.98108
2020-09-03,11.39015
2020-09-04,10.8302
2020-09-05,1.24396
2020-09-06,0.90531
2020-09-07,10.07913
2020-09-08,10.7799
2020-09-09,9.90477
2020-09-10,9.12687
2020-09-11,8.90222
2020-09-12,1.07631
2020-09-13,0.7846
2020-09-14,9.78071
2020-09-15,9.06987
2020-09-16,8.77816
2020-09-17,8.45962
2020-09-18,9.1537
2020-09-19,1.00925
2020-09-20,0.77789
2020-09-21,8.8754
2020-09-22,7.97344
2020-09-23,7.75885
2020-09-24,7.43361
2020-09-25,7.8695
2020-09-26,0.81813
2020-09-27,0.45936
2020-09-28,7.18548
2020-09-29,6.43776
2020-09-30,0.60689
2020-10-01,0.48283
2020-10-02,0.51971
2020-10-03,0.38894
2020-10-04,0.42583
2020-10-05,7.66161
2020-10-06,7.23578
2020-10-07,7.23243
2020-10-08,7.4839
2020-10-09,1.07296
2020-10-10,0.55324
2020-10-11,0.55324
2020-10-12,7.39672
2020-10-13,6.97424
2020-10-14,6.60206
2020-10-15,6.85689
2020-10-16,6.649
2020-10-17,0.72089
2020-10-18,0.60689
2020-10-19,7.25925
2020-10-20,7.42355
2020-10-21,7.40343
2020-10-22,7.42019
2020-10-23,6.87701
2020-10-24,0.70077
2020-10-25,0.55324
2020-10-26,7.0346
2020-10-27,6.27682
2020-10-28,6.55847
2020-10-29,6.50147
2020-10-30,6.58865
2020-10-31,0.81142
2020-11-01,0.65383
2020-11-02,6.67918
2020-11-03,6.94742
2020-11-04,6.71606
2020-11-05,7.68843
2020-11-06,7.02454
2020-11-07,0.86507
2020-11-08,0.71418
2020-11-09,8.67757
2020-11-10,9.93159
2020-11-11,14.00214
2020-11-12,11.57121
2020-11-13,9.99195
2020-11-14,1.32443
2020-11-15,0.88519
2020-11-16,11.74222
2020-11-17,11.7288
2020-11-18,10.58543
2020-11-19,8.62057
2020-11-20,10.13613
2020-11-21,1.13666
2020-11-22,0.88184
2020-11-23,13.37178
2020-11-24,13.03648
2020-11-25,11.48739
2020-11-26,10.19648
2020-11-27,9.39176
2020-11-28,1.36131
2020-11-29,1.08972
2020-11-30,10.64578
2020-12-01,11.80928
2020-12-02,12.19822
2020-12-03,11.34321
2020-12-04,11.3298
2020-12-05,1.41496
2020-12-06,1.19702
2020-12-07,10.09924
2020-12-08,9.76394
2020-12-09,10.94755
2020-12-10,12.11775
2020-12-11,18.11292
2020-12-12,2.28674
2020-12-13,1.63291
2020-12-14,14.62245
2020-12-15,15.57135
2020-12-16,16.51689
2020-12-17,15.12204
2020-12-18,17.87486
2020-12-19,1.82403
2020-12-20,1.54238
2020-12-21,15.13881
2020-12-22,13.76743
2020-12-23,14.12956
2020-12-24,13.30136
2020-12-25,1.96821
2020-12-26,1.3412
2020-12-27,1.20372
2020-12-28,15.31652
2020-12-29,13.29801
2020-12-30,16.20171
2020-12-31,3.96995
2021-01-01,1.76703
2021-01-02,1.75026
2021-01-03,1.60944
2021-01-04,24.61775
2021-01-05,25.59012
2021-01-06,35.56196
2021-01-07,29.6875
2021-01-08,28.45359
2021-01-09,4.82497
2021-01-10,4.0236
2021-01-11,25.95225
2021-01-12,23.34026
2021-01-13,24.12486
2021-01-14,21.9387
2021-01-15,25.77789
2021-01-16,3.77212
2021-01-17,3.18535
2021-01-18,41.45654
2021-01-19,46.80123
2021-01-20,52.58851
2021-01-21,54.87526
2021-01-22,47.63277
2021-01-23,11.10179
2021-01-24,11.40692
2021-01-25,58.63733
2021-01-26,59.06987
2021-01-27,44.86655
2021-01-28,39.40115
2021-01-29,45.01408
2021-01-30,7.98685
2021-01-31,6.14605
2021-02-01,43.63599
2021-02-02,58.30539
2021-02-03,53.9163
2021-02-04,100.0
2021-02-05,86.22585
2021-02-06,10.30378
2021-02-07,8.80834
2021-02-08,62.96942
2021-02-09,56.6993
2021-02-10,51.7402
2021-02-11,6.65236
2021-02-12,5.56598
2021-02-13,6.15611
2021-02-14,5.85434
2021-02-15,56.18964
2021-02-16,48.17931
2021-02-17,42.35179
2021-02-18,42.50603
2021-02-19,41.68454
2021-02-20,5.29774
2021-02-21,4.32202
2021-02-22,37.45976
2021-02-23,33.77481
2021-02-24,35.48484
2021-02-25,34.97183
2021-02-26,32.7052
2021-02-27,4.43602
2021-02-28,3.37647
2021-03-01,6.74289
2021-03-02,37.3424
2021-03-03,32.3766
2021-03-04,28.94313
2021-03-05,28.33959
2021-03-06,4.0806
2021-03-07,3.72518
2021-03-08,29.59361
2021-03-09,27.16604
2021-03-10,24.48699
2021-03-11,33.13774
2021-03-12,32.6482
2021-03-13,4.03031
2021-03-14,3.55418
2021-03-15,36.19903
2021-03-16,32.32966
2021-03-17,28.86601
2021-03-18,28.95989
2021-03-19,31.46794
2021-03-20,6.62553
2021-03-21,4.7445
2021-03-22,46.57322
2021-03-23,37.8353
2021-03-24,34.4387
2021-03-25,32.01448
2021-03-26,36.87969
2021-03-27,4.35555
2021-03-28,4.00348
2021-03-29,33.98605
2021-03-30,30.33127
2021-03-31,29.41255
2021-04-01,25.41577
2021-04-02,25.26488
2021-04-03,4.21807
2021-04-04,3.63465
2021-04-05,33.03379
2021-04-06,28.51394
2021-04-07,27.49798
2021-04-08,28.32953
2021-04-09,35.14954
2021-04-10,5.67328
2021-04-11,3.38318
2021-04-12,29.01019
2021-04-13,26.20037
2021-04-14,24.60099
2021-04-15,22.26059
2021-04-16,22.16
2021-04-17,3.77883
2021-04-18,2.60528
2021-04-19,23.11225
2021-04-20,24.11145
2021-04-21,22.10971
2021-04-22,21.58664
2021-04-23,20.52038
2021-04-24,4.16107
2021-04-25,3.88277
2021-04-26,23.39391
2021-04-27,21.4391
2021-04-28,20.90598
2021-04-29,21.06021
2021-04-30,21.82805
2021-05-01,2.71593
2021-05-02,2.48457
2021-05-03,22.65289
2021-05-04,22.18682
2021-05-05,3.51059
2021-05-06,25.30847
2021-05-07,25.285
2021-05-08,3.36976
2021-05-09,3.52065
2021-05-10,26.88774
2021-05-11,22.58583
2021-05-12,21.20439
2021-05-13,23.39055
2021-05-14,22.62607
2021-05-15,2.80311
2021-05-16,2.22974
2021-05-17,20.86239
2021-05-18,22.96472
2021-05-19,3.19541
2021-05-20,20.48685
2021-05-21,19.61842
2021-05-22,3.6883
2021-05-23,3.23229
2021-05-24,36.11856
2021-05-25,42.6368
2021-05-26,33.66081
2021-05-27,30.42851
2021-05-28,29.55673
2021-05-29,3.45359
2021-05-30,3.18535
2021-05-31,28.16858
2021-06-01,32.8192
2021-06-02,29.07725
2021-06-03,28.40665
2021-06-04,24.05445
2021-06-05,3.20547
2021-06-06,2.78634
2021-06-07,30.21392
2021-06-08,38.63666
2021-06-09,30.90799
2021-06-10,30.99852
2021-06-11,27.20962
2021-06-12,2.98417
2021-06-13,2.61869
2021-06-14,24.36628
2021-06-15,23.41738
2021-06-16,23.43079
2021-06-17,21.14069
2021-06-18,31.14605
2021-06-19,5.11668
2021-06-20,4.27843
2021-06-21,26.86091
2021-06-22,26.38814
2021-06-23,23.81303
2021-06-24,23.79291
2021-06-25,35.18307
2021-06-26,5.06638
2021-06-27,3.77883
2021-06-28,25.97237
2021-06-29,23.18602
2021-06-30,20.42985
2021-07-01,19.2563
2021-07-02,20.02414
2021-07-03,2.49128
2021-07-04,2.37057
2021-07-05,26.47532
2021-07-06,26.05284
2021-07-07,30.1435
2021-07-08,26.07631
2021-07-09,24.92623
2021-07-10,2.71928
2021-07-11,2.19957
2021-07-12,26.83409
2021-07-13,24.1081
2021-07-14,21.42905
2021-07-15,22.37459
2021-07-16,20.29238
2021-07-17,2.63546
2021-07-18,2.93052
2021-07-19,26.70667
2021-07-20,23.2732
2021-07-21,28.29265
2021-07-22,26.38143
2021-07-23,22.30083
2021-07-24,2.24651
2021-07-25,2.74611
2021-07-26,19.73578
2021-07-27,19.8196
2021-07-28,18.67958
2021-07-29,18.75
2021-07-30,18.56558
2021-07-31,2.20292
2021-08-01,2.40745
2021-08-02,18.70976
2021-08-03,17.79439
2021-08-04,19.96714
2021-08-05,17.30485
2021-08-06,16.081
2021-08-07,1.86762
2021-08-08,1.58261
2021-08-09,16.45319
2021-08-10,15.48082
2021-08-11,16.41966
2021-08-12,17.56974
2021-08-13,16.55378
2021-08-14,1.80391
2021-08-15,1.9045
2021-08-16,3.34965
2021-08-17,16.05083
2021-08-18,16.50013
2021-08-19,16.24195
2021-08-20,15.35675
2021-08-21,1.79721
2021-08-22,1.30431
2021-08-23,17.11038
2021-08-24,17.22103
2021-08-25,16.03741
2021-08-26,14.7331
2021-08-27,13.87137
2021-08-28,1.79721
2021-08-29,1.37808
2021-08-30,16.26207
2021-08-31,16.38948
2021-09-01,16.22854
2021-09-02,14.83033
2021-09-03,14.64592
2021-09-04,1.62285
2021-09-05,1.49208
2021-09-06,14.20667
2021-09-07,15.19246
2021-09-08,13.63666
2021-09-09,13.82443
2021-09-10,13.08006
2021-09-11,1.6195
2021-09-12,1.18361
2021-09-13,13.43884
2021-09-14,14.62915
2021-09-15,13.77749
2021-09-16,13.03312
2021-09-17,16.36266
2021-09-18,1.96486
2021-09-19,1.73685
2021-09-20,1.55914
2021-09-21,1.61614
2021-09-22,1.54908
2021-09-23,17.20761
2021-09-24,16.8589
2021-09-25,2.44434
2021-09-26,1.97827
2021-09-27,18.64605
2021-09-28,17.0869
2021-09-29,16.41295
2021-09-30,16.45319
2021-10-01,15.59817
2021-10-02,2.38733
2021-10-03,2.06545
2021-10-04,3.11158
2021-10-05,17.11038
2021-10-06,16.85555
2021-10-07,17.10032
2021-10-08,14.39109
2021-10-09,1.54908
2021-10-10,1.36467
2021-10-11,2.56169
2021-10-12,16.70466
2021-10-13,18.36775
2021-10-14,19.88666
2021-10-15,19.28648
2021-10-16,2.47787
2021-10-17,2.61199
2021-10-18,24.53057
2021-10-19,22.73001
2021-10-20,25.52306
2021-10-21,50.47947
2021-10-22,32.34978
2021-10-23,3.5173
2021-10-24,2.33369
2021-10-25,19.78272
2021-10-26,19.61172
2021-10-27,17.98886
2021-10-28,19.32336
2021-10-29,16.18495
2021-10-30,2.10568
2021-10-31,1.77373
2021-11-01,16.72143
2021-11-02,16.61413
2021-11-03,16.0173
2021-11-04,17.49597
2021-11-05,15.0181
2021-11-06,2.36722
2021-11-07,1.99168
2021-11-08,18.06598
2021-11-09,16.12795
2021-11-10,15.27964
2021-11-11,16.58395
2021-11-12,16.62419
2021-11-13,2.56504
2021-11-14,2.88358
2021-11-15,20.75844
2021-11-16,19.27977
2021-11-17,18.00228
2021-11-18,19.78943
2021-11-19,18.00563
2021-11-20,3.10488
2021-11-21,2.92717
2021-11-22,19.48095
2021-11-23,16.06759
2021-11-24,15.75912
2021-11-25,14.63921
2021-11-26,13.69031
2021-11-27,2.06545
2021-11-28,1.90785
2021-11-29,15.0114
2021-11-30,16.98631
2021-12-01,17.09696
2021-12-02,15.625
2021-12-03,14.94098
2021-12-04,2.16604
2021-12-05,1.83744
2021-12-06,15.84294
2021-12-07,16.6309
2021-12-08,16.61078
2021-12-09,17.60662
2021-12-10,15.21258
