date,케이비손해보험
2023-05-30,50.05861
2023-05-31,49.35521
2023-06-01,39.27315
2023-06-02,33.2161
2023-06-03,14.49785
2023-06-04,8.87065
2023-06-05,36.49863
2023-06-06,10.62915
2023-06-07,40.0547
2023-06-08,36.14693
2023-06-09,36.8894
2023-06-10,11.44978
2023-06-11,8.87065
2023-06-12,44.04064
2023-06-13,37.47557
2023-06-14,41.85228
2023-06-15,40.83626
2023-06-16,34.89644
2023-06-17,12.93474
2023-06-18,9.37866
2023-06-19,40.95349
2023-06-20,40.0547
2023-06-21,35.01367
2023-06-22,34.07581
2023-06-23,35.99062
2023-06-24,12.34857
2023-06-25,12.27041
2023-06-26,46.58069
2023-06-27,49.9023
2023-06-28,41.38335
2023-06-29,41.30519
2023-06-30,47.51856
2023-07-01,13.5209
2023-07-02,10.66822
2023-07-03,42.8683
2023-07-04,34.81828
2023-07-05,37.28018
2023-07-06,33.91949
2023-07-07,32.23915
2023-07-08,12.42672
2023-07-09,9.18327
2023-07-10,40.83626
2023-07-11,37.82727
2023-07-12,33.41148
2023-07-13,34.85736
2023-07-14,34.74013
2023-07-15,13.75537
2023-07-16,10.55099
2023-07-17,40.48456
2023-07-18,34.58382
2023-07-19,37.39742
2023-07-20,35.48261
2023-07-21,34.62289
2023-07-22,11.33255
2023-07-23,9.88667
2023-07-24,43.80617
2023-07-25,42.32121
2023-07-26,39.58577
2023-07-27,37.51465
2023-07-28,38.10082
2023-07-29,12.93474
2023-07-30,11.059
2023-07-31,49.27706
2023-08-01,36.85033
2023-08-02,31.57483
2023-08-03,29.85541
2023-08-04,34.11488
2023-08-05,13.95076
2023-08-06,11.52794
2023-08-07,42.59476
2023-08-08,38.10082
2023-08-09,31.73114
2023-08-10,33.60687
2023-08-11,35.67799
2023-08-12,13.63813
2023-08-13,10.0039
2023-08-14,41.53966
2023-08-15,14.61508
2023-08-16,40.01563
2023-08-17,37.82727
2023-08-18,34.66197
2023-08-19,13.71629
2023-08-20,9.80851
2023-08-21,44.11879
2023-08-22,40.0547
2023-08-23,37.47557
2023-08-24,42.5166
2023-08-25,41.26611
2023-08-26,14.30246
2023-08-27,10.04298
2023-08-28,42.90738
2023-08-29,41.18796
2023-08-30,40.0547
2023-08-31,46.85423
2023-09-01,36.22508
2023-09-02,12.66119
2023-09-03,9.49589
2023-09-04,40.21101
2023-09-05,39.15592
2023-09-06,37.28018
2023-09-07,36.49863
2023-09-08,35.40445
2023-09-09,13.20828
2023-09-10,11.33255
2023-09-11,38.33528
2023-09-12,39.15592
2023-09-13,34.07581
2023-09-14,37.63188
2023-09-15,37.20203
2023-09-16,13.8726
2023-09-17,11.99687
2023-09-18,40.56271
2023-09-19,35.32629
2023-09-20,39.23407
2023-09-21,40.95349
2023-09-22,34.15396
2023-09-23,12.42672
2023-09-24,11.059
2023-09-25,53.771
2023-09-26,42.43845
2023-09-27,44.6268
2023-09-28,10.47284
2023-09-29,9.80851
2023-09-30,10.43376
2023-10-01,11.29347
2023-10-02,14.77139
2023-10-03,13.1692
2023-10-04,54.4744
2023-10-05,41.65689
2023-10-06,35.71707
2023-10-07,14.02891
2023-10-08,9.02696
2023-10-09,13.44275
2023-10-10,44.04064
2023-10-11,42.90738
2023-10-12,41.93044
2023-10-13,34.42751
2023-10-14,12.38765
2023-10-15,12.93474
2023-10-16,48.10472
2023-10-17,44.19695
2023-10-18,37.51465
2023-10-19,36.22508
2023-10-20,39.58577
2023-10-21,14.9277
2023-10-22,11.44978
2023-10-23,43.72801
2023-10-24,46.34622
2023-10-25,44.74404
2023-10-26,40.25009
2023-10-27,38.45252
2023-10-28,14.53692
2023-10-29,13.67721
2023-10-30,46.97147
2023-10-31,50.48847
2023-11-01,39.27315
2023-11-02,34.34935
2023-11-03,34.62289
2023-11-04,13.13012
2023-11-05,12.66119
2023-11-06,41.53966
2023-11-07,38.88237
2023-11-08,38.21805
2023-11-09,35.24814
2023-11-10,36.26416
2023-11-11,15.20125
2023-11-12,13.36459
2023-11-13,40.56271
2023-11-14,41.93044
2023-11-15,37.98358
2023-11-16,36.81125
2023-11-17,35.24814
2023-11-18,13.79445
2023-11-19,11.99687
2023-11-20,45.48651
2023-11-21,41.18796
2023-11-22,37.74912
2023-11-23,35.36537
2023-11-24,39.97655
2023-11-25,14.53692
2023-11-26,14.41969
2023-11-27,46.26807
2023-11-28,43.96248
2023-11-29,44.86127
2023-11-30,50.56662
2023-12-01,39.3513
2023-12-02,15.00586
2023-12-03,11.17624
2023-12-04,40.4064
2023-12-05,39.15592
2023-12-06,39.58577
2023-12-07,36.38139
2023-12-08,35.40445
2023-12-09,13.09105
2023-12-10,11.17624
2023-12-11,43.5717
2023-12-12,39.54669
2023-12-13,36.49863
2023-12-14,41.57874
2023-12-15,37.00664
2023-12-16,15.47479
2023-12-17,21.18014
2023-12-18,50.76201
2023-12-19,39.11684
2023-12-20,40.7581
2023-12-21,45.56467
2023-12-22,47.36225
2023-12-23,20.00781
2023-12-24,12.4658
2023-12-25,12.42672
2023-12-26,53.61469
2023-12-27,45.44744
2023-12-28,44.07971
2023-12-29,47.67487
2023-12-30,16.25635
2023-12-31,12.1141
2024-01-01,12.58304
2024-01-02,47.51856
2024-01-03,40.4064
2024-01-04,40.64087
2024-01-05,37.55373
2024-01-06,14.18522
2024-01-07,10.98085
2024-01-08,39.58577
2024-01-09,38.96053
2024-01-10,38.25713
2024-01-11,37.00664
2024-01-12,34.62289
2024-01-13,11.95779
2024-01-14,12.42672
2024-01-15,49.62876
2024-01-16,44.43141
2024-01-17,36.34232
2024-01-18,41.85228
2024-01-19,37.47557
2024-01-20,12.93474
2024-01-21,12.4658
2024-01-22,52.40328
2024-01-23,51.23094
2024-01-24,50.56662
2024-01-25,49.51152
2024-01-26,45.56467
2024-01-27,13.83352
2024-01-28,11.91871
2024-01-29,49.12075
2024-01-30,45.72098
2024-01-31,49.15982
2024-02-01,40.99257
2024-02-02,33.60687
2024-02-03,14.18522
2024-02-04,11.4107
2024-02-05,41.42243
2024-02-06,37.71004
2024-02-07,39.97655
2024-02-08,33.52872
2024-02-09,10.59007
2024-02-10,10.0039
2024-02-11,9.10511
2024-02-12,13.40367
2024-02-13,50.76201
2024-02-14,45.79914
2024-02-15,45.01758
2024-02-16,38.41344
2024-02-17,12.62211
2024-02-18,11.25439
2024-02-19,47.87026
2024-02-20,42.1649
2024-02-21,42.71199
2024-02-22,40.83626
2024-02-23,38.25713
2024-02-24,13.24736
2024-02-25,13.75537
2024-02-26,53.0676
2024-02-27,44.07971
2024-02-28,42.79015
2024-02-29,50.9574
2024-03-01,15.6311
2024-03-02,13.75537
2024-03-03,12.85658
2024-03-04,52.7159
2024-03-05,42.20398
2024-03-06,34.11488
2024-03-07,39.703
2024-03-08,38.9996
2024-03-09,15.20125
2024-03-10,11.84056
2024-03-11,43.88432
2024-03-12,39.82024
2024-03-13,38.60883
2024-03-14,41.4615
2024-03-15,42.63384
2024-03-16,13.5209
2024-03-17,10.78546
2024-03-18,46.18991
2024-03-19,39.89839
2024-03-20,40.36733
