date,질권설정
2020-06-24,52.5862
2020-06-25,50.38314
2020-06-26,44.44444
2020-06-27,18.77394
2020-06-28,14.08045
2020-06-29,55.65134
2020-06-30,50.57471
2020-07-01,49.3295
2020-07-02,52.77777
2020-07-03,43.96551
2020-07-04,23.08429
2020-07-05,16.47509
2020-07-06,52.68199
2020-07-07,52.77777
2020-07-08,53.73563
2020-07-09,52.77777
2020-07-10,44.7318
2020-07-11,19.54022
2020-07-12,19.54022
2020-07-13,51.9157
2020-07-14,53.83141
2020-07-15,52.5862
2020-07-16,46.93486
2020-07-17,46.16858
2020-07-18,19.15708
2020-07-19,16.09195
2020-07-20,49.42528
2020-07-21,53.63984
2020-07-22,48.85057
2020-07-23,46.55172
2020-07-24,45.88122
2020-07-25,20.30651
2020-07-26,15.51724
2020-07-27,54.5977
2020-07-28,51.72413
2020-07-29,53.73563
2020-07-30,80.36398
2020-07-31,100.0
2020-08-01,34.96168
2020-08-02,19.0613
2020-08-03,44.63601
2020-08-04,52.10727
2020-08-05,46.83908
2020-08-06,54.21455
2020-08-07,49.80842
2020-08-08,17.91187
2020-08-09,16.18773
2020-08-10,52.20306
2020-08-11,52.20306
2020-08-12,52.68199
2020-08-13,50.0
2020-08-14,57.8544
2020-08-15,22.89272
2020-08-16,16.47509
2020-08-17,22.70114
2020-08-18,49.52107
2020-08-19,52.96934
2020-08-20,54.98084
2020-08-21,47.41379
2020-08-22,20.11494
2020-08-23,15.80459
2020-08-24,47.79693
2020-08-25,54.40613
2020-08-26,54.21455
2020-08-27,53.9272
2020-08-28,44.63601
2020-08-29,16.57088
2020-08-30,14.65517
2020-08-31,46.83908
2020-09-01,47.50957
2020-09-02,51.53256
2020-09-03,45.49808
2020-09-04,38.60153
2020-09-05,20.97701
2020-09-06,16.37931
2020-09-07,47.12643
2020-09-08,50.0
2020-09-09,58.81226
2020-09-10,55.74712
2020-09-11,47.22222
2020-09-12,20.21072
2020-09-13,15.51724
2020-09-14,42.91187
2020-09-15,47.12643
2020-09-16,50.67049
2020-09-17,48.56321
2020-09-18,40.42145
2020-09-19,18.77394
2020-09-20,13.02681
2020-09-21,50.95785
2020-09-22,50.38314
2020-09-23,49.90421
2020-09-24,44.34865
2020-09-25,40.42145
2020-09-26,13.50574
2020-09-27,12.83524
2020-09-28,47.79693
2020-09-29,38.60153
2020-09-30,9.67432
2020-10-01,8.14176
2020-10-02,6.60919
2020-10-03,9.96168
2020-10-04,11.30268
2020-10-05,50.47892
2020-10-06,50.0
2020-10-07,48.27586
2020-10-08,42.81609
2020-10-09,16.47509
2020-10-10,19.34865
2020-10-11,14.65517
2020-10-12,47.89272
2020-10-13,51.14942
2020-10-14,52.39463
2020-10-15,50.38314
2020-10-16,46.55172
2020-10-17,21.83908
2020-10-18,18.00766
2020-10-19,53.63984
2020-10-20,54.88505
2020-10-21,56.13026
2020-10-22,49.61685
2020-10-23,46.16858
2020-10-24,18.96551
2020-10-25,14.17624
2020-10-26,58.14176
2020-10-27,50.28735
2020-10-28,53.44827
2020-10-29,46.26436
2020-10-30,41.18773
2020-10-31,16.76245
2020-11-01,15.99616
2020-11-02,45.01915
2020-11-03,48.56321
2020-11-04,42.43295
2020-11-05,41.28352
2020-11-06,40.13409
2020-11-07,16.85823
2020-11-08,14.4636
2020-11-09,48.27586
2020-11-10,47.9885
2020-11-11,47.318
2020-11-12,43.19923
2020-11-13,38.31417
2020-11-14,16.85823
2020-11-15,16.09195
2020-11-16,51.81992
2020-11-17,50.19157
2020-11-18,48.27586
2020-11-19,44.54022
2020-11-20,41.95402
2020-11-21,21.93486
2020-11-22,14.17624
2020-11-23,50.47892
2020-11-24,48.56321
2020-11-25,51.14942
2020-11-26,45.49808
2020-11-27,43.19923
2020-11-28,18.29501
2020-11-29,14.36781
2020-11-30,46.07279
2020-12-01,48.85057
2020-12-02,46.6475
2020-12-03,45.97701
2020-12-04,41.18773
2020-12-05,20.30651
2020-12-06,18.77394
2020-12-07,47.41379
2020-12-08,52.96934
2020-12-09,51.62835
2020-12-10,50.57471
2020-12-11,41.37931
2020-12-12,23.75478
2020-12-13,13.69731
2020-12-14,52.01149
2020-12-15,50.76628
2020-12-16,47.50957
2020-12-17,52.29885
2020-12-18,46.74329
2020-12-19,21.26436
2020-12-20,15.03831
2020-12-21,53.06513
2020-12-22,50.67049
2020-12-23,48.27586
2020-12-24,40.42145
2020-12-25,15.13409
2020-12-26,15.22988
2020-12-27,16.95402
2020-12-28,49.52107
2020-12-29,48.56321
2020-12-30,39.08045
2020-12-31,33.23754
2021-01-01,11.7816
2021-01-02,15.32567
2021-01-03,22.60536
2021-01-04,47.70114
2021-01-05,51.9157
2021-01-06,47.03065
2021-01-07,41.37931
2021-01-08,43.3908
2021-01-09,23.18007
2021-01-10,18.10344
2021-01-11,51.81992
2021-01-12,47.50957
2021-01-13,47.89272
2021-01-14,50.86206
2021-01-15,45.49808
2021-01-16,21.07279
2021-01-17,18.10344
2021-01-18,51.72413
2021-01-19,47.50957
2021-01-20,48.659
2021-01-21,46.07279
2021-01-22,47.12643
2021-01-23,22.60536
2021-01-24,17.0498
2021-01-25,50.0
2021-01-26,53.83141
2021-01-27,48.08429
2021-01-28,48.56321
2021-01-29,43.77394
2021-01-30,22.318
2021-01-31,17.81609
2021-02-01,46.74329
2021-02-02,47.12643
2021-02-03,44.25287
2021-02-04,48.27586
2021-02-05,45.11494
2021-02-06,19.54022
2021-02-07,17.24137
2021-02-08,49.90421
2021-02-09,47.50957
2021-02-10,39.55938
2021-02-11,13.60153
2021-02-12,12.64367
2021-02-13,12.93103
2021-02-14,16.76245
2021-02-15,49.04214
2021-02-16,52.87356
2021-02-17,51.34099
2021-02-18,50.76628
2021-02-19,43.48659
2021-02-20,18.29501
2021-02-21,16.47509
2021-02-22,49.80842
2021-02-23,52.77777
2021-02-24,47.9885
2021-02-25,51.62835
2021-02-26,42.33716
2021-02-27,21.16858
2021-02-28,16.66666
2021-03-01,21.55172
2021-03-02,55.55555
2021-03-03,51.05363
2021-03-04,48.659
2021-03-05,47.70114
2021-03-06,20.40229
2021-03-07,17.43295
2021-03-08,52.29885
2021-03-09,53.2567
2021-03-10,48.94636
2021-03-11,52.77777
2021-03-12,47.22222
2021-03-13,20.59386
2021-03-14,17.52873
2021-03-15,51.53256
2021-03-16,52.96934
2021-03-17,53.54406
2021-03-18,54.11877
2021-03-19,45.40229
2021-03-20,18.19923
2021-03-21,14.84674
2021-03-22,46.83908
2021-03-23,48.27586
2021-03-24,45.30651
2021-03-25,43.3908
2021-03-26,41.85823
2021-03-27,15.42145
2021-03-28,14.65517
2021-03-29,48.08429
2021-03-30,49.61685
2021-03-31,43.29501
2021-04-01,41.37931
2021-04-02,35.44061
2021-04-03,19.92337
2021-04-04,11.39846
2021-04-05,41.57088
2021-04-06,49.23371
2021-04-07,43.48659
2021-04-08,50.0
2021-04-09,39.84674
2021-04-10,18.58237
2021-04-11,12.26053
2021-04-12,55.55555
2021-04-13,47.70114
2021-04-14,44.63601
2021-04-15,39.75095
2021-04-16,42.7203
2021-04-17,18.10344
2021-04-18,14.4636
2021-04-19,45.30651
2021-04-20,45.40229
2021-04-21,48.37164
2021-04-22,49.61685
2021-04-23,35.72796
2021-04-24,17.24137
2021-04-25,12.93103
2021-04-26,45.68965
2021-04-27,46.74329
2021-04-28,40.99616
2021-04-29,51.9157
2021-04-30,38.98467
2021-05-01,13.31417
2021-05-02,13.50574
2021-05-03,44.54022
2021-05-04,41.37931
2021-05-05,17.91187
2021-05-06,42.7203
2021-05-07,36.68582
2021-05-08,15.03831
2021-05-09,13.21839
2021-05-10,48.659
2021-05-11,47.50957
2021-05-12,45.40229
2021-05-13,43.96551
2021-05-14,39.55938
2021-05-15,16.85823
2021-05-16,13.50574
2021-05-17,38.88888
2021-05-18,42.0498
2021-05-19,17.43295
2021-05-20,49.13793
2021-05-21,52.39463
2021-05-22,17.14559
2021-05-23,16.37931
2021-05-24,55.93869
2021-05-25,51.72413
2021-05-26,53.2567
2021-05-27,43.96551
2021-05-28,44.92337
2021-05-29,17.81609
2021-05-30,12.06896
2021-05-31,46.26436
2021-06-01,44.0613
2021-06-02,46.45593
2021-06-03,46.16858
2021-06-04,40.22988
2021-06-05,15.80459
2021-06-06,14.75095
2021-06-07,46.55172
2021-06-08,47.70114
2021-06-09,45.97701
2021-06-10,48.18007
2021-06-11,39.27203
2021-06-12,14.94252
2021-06-13,13.1226
2021-06-14,45.01915
2021-06-15,53.06513
2021-06-16,45.59386
2021-06-17,47.12643
2021-06-18,39.4636
2021-06-19,16.47509
2021-06-20,12.93103
2021-06-21,44.15708
2021-06-22,50.28735
2021-06-23,42.52873
2021-06-24,44.44444
2021-06-25,45.11494
2021-06-26,18.58237
2021-06-27,14.36781
2021-06-28,49.61685
2021-06-29,47.50957
2021-06-30,41.47509
2021-07-01,38.40996
2021-07-02,38.31417
2021-07-03,15.90038
2021-07-04,12.26053
2021-07-05,47.22222
2021-07-06,46.6475
2021-07-07,43.77394
2021-07-08,48.37164
2021-07-09,40.22988
2021-07-10,17.0498
2021-07-11,11.39846
2021-07-12,46.16858
2021-07-13,46.16858
2021-07-14,45.11494
2021-07-15,43.19923
2021-07-16,41.09195
2021-07-17,15.13409
2021-07-18,12.06896
2021-07-19,46.74329
2021-07-20,47.9885
2021-07-21,43.77394
2021-07-22,40.61302
2021-07-23,40.22988
2021-07-24,13.7931
2021-07-25,10.82375
2021-07-26,45.49808
2021-07-27,43.96551
2021-07-28,46.45593
2021-07-29,45.59386
2021-07-30,39.17624
2021-07-31,14.94252
2021-08-01,13.1226
2021-08-02,40.90038
2021-08-03,42.33716
2021-08-04,39.55938
2021-08-05,45.30651
2021-08-06,37.83524
2021-08-07,17.52873
2021-08-08,12.06896
2021-08-09,42.62452
2021-08-10,42.91187
2021-08-11,47.9885
2021-08-12,41.85823
2021-08-13,37.83524
2021-08-14,14.75095
2021-08-15,11.97318
2021-08-16,17.81609
2021-08-17,45.11494
2021-08-18,47.70114
2021-08-19,46.6475
2021-08-20,38.98467
2021-08-21,16.76245
2021-08-22,13.69731
2021-08-23,49.42528
2021-08-24,56.80076
2021-08-25,48.37164
2021-08-26,45.59386
2021-08-27,42.81609
2021-08-28,18.77394
2021-08-29,15.90038
2021-08-30,48.94636
2021-08-31,44.82758
2021-09-01,42.81609
2021-09-02,45.97701
2021-09-03,34.57854
2021-09-04,17.91187
2021-09-05,12.93103
2021-09-06,45.01915
2021-09-07,43.29501
2021-09-08,41.95402
2021-09-09,42.52873
2021-09-10,37.93103
2021-09-11,14.65517
2021-09-12,12.83524
2021-09-13,49.71264
2021-09-14,47.12643
2021-09-15,47.89272
2021-09-16,43.3908
2021-09-17,34.09961
2021-09-18,12.83524
2021-09-19,11.59003
2021-09-20,9.38697
2021-09-21,9.67432
2021-09-22,12.06896
2021-09-23,41.85823
2021-09-24,46.26436
2021-09-25,18.00766
2021-09-26,16.95402
2021-09-27,52.87356
2021-09-28,51.43678
2021-09-29,45.01915
2021-09-30,41.09195
2021-10-01,38.98467
2021-10-02,19.25287
2021-10-03,10.63218
2021-10-04,21.83908
2021-10-05,48.27586
2021-10-06,48.08429
2021-10-07,47.318
2021-10-08,45.59386
2021-10-09,17.62452
2021-10-10,15.70881
2021-10-11,20.78544
2021-10-12,48.75478
2021-10-13,50.47892
2021-10-14,51.05363
2021-10-15,47.50957
2021-10-16,16.95402
2021-10-17,15.13409
2021-10-18,46.07279
2021-10-19,49.3295
2021-10-20,45.49808
2021-10-21,44.0613
2021-10-22,42.0498
2021-10-23,13.40996
2021-10-24,9.1954
2021-10-25,44.82758
2021-10-26,42.43295
2021-10-27,45.97701
2021-10-28,47.22222
2021-10-29,38.31417
2021-10-30,14.36781
2021-10-31,12.35632
2021-11-01,39.36781
2021-11-02,48.85057
2021-11-03,41.09195
2021-11-04,37.35632
2021-11-05,32.37547
2021-11-06,14.27203
2021-11-07,13.02681
2021-11-08,42.43295
2021-11-09,43.29501
2021-11-10,40.22988
2021-11-11,42.52873
2021-11-12,37.35632
2021-11-13,13.60153
2021-11-14,12.16475
2021-11-15,41.76245
2021-11-16,41.37931
2021-11-17,38.21839
2021-11-18,38.69731
2021-11-19,36.20689
2021-11-20,17.24137
2021-11-21,11.68582
2021-11-22,47.50957
2021-11-23,43.10344
2021-11-24,38.7931
2021-11-25,38.69731
2021-11-26,38.98467
2021-11-27,13.02681
2021-11-28,9.00383
2021-11-29,38.50574
2021-11-30,38.31417
2021-12-01,37.93103
2021-12-02,38.60153
2021-12-03,35.34482
2021-12-04,15.99616
2021-12-05,10.91954
2021-12-06,45.97701
2021-12-07,43.48659
2021-12-08,42.43295
2021-12-09,44.7318
2021-12-10,39.27203
2021-12-11,18.67816
2021-12-12,15.22988
2021-12-13,43.3908
2021-12-14,43.67816
2021-12-15,43.96551
2021-12-16,39.4636
2021-12-17,36.20689
2021-12-18,12.16475
2021-12-19,11.68582
2021-12-20,45.97701
2021-12-21,46.07279
2021-12-22,43.19923
2021-12-23,41.76245
2021-12-24,31.99233
2021-12-25,9.67432
2021-12-26,9.48275
2021-12-27,40.51724
2021-12-28,39.08045
2021-12-29,43.00766
2021-12-30,36.87739
2021-12-31,24.52107
2022-01-01,7.37547
2022-01-02,12.83524
2022-01-03,42.14559
2022-01-04,43.77394
2022-01-05,39.94252
2022-01-06,38.98467
2022-01-07,36.7816
2022-01-08,18.00766
2022-01-09,12.93103
2022-01-10,46.36015
2022-01-11,42.62452
2022-01-12,46.83908
2022-01-13,58.71647
2022-01-14,41.28352
2022-01-15,19.0613
2022-01-16,19.15708
2022-01-17,39.55938
2022-01-18,51.43678
2022-01-19,43.3908
2022-01-20,60.24904
2022-01-21,44.0613
2022-01-22,17.33716
2022-01-23,14.84674
2022-01-24,41.37931
2022-01-25,44.15708
2022-01-26,42.62452
2022-01-27,40.70881
2022-01-28,37.06896
2022-01-29,14.17624
2022-01-30,9.09961
2022-01-31,7.75862
2022-02-01,6.99233
2022-02-02,12.06896
2022-02-03,46.36015
2022-02-04,43.00766
2022-02-05,18.86973
2022-02-06,14.75095
2022-02-07,46.26436
2022-02-08,47.22222
2022-02-09,50.0
2022-02-10,48.659
2022-02-11,39.36781
2022-02-12,18.48659
2022-02-13,16.47509
2022-02-14,48.85057
2022-02-15,52.01149
2022-02-16,48.56321
2022-02-17,47.79693
2022-02-18,45.59386
2022-02-19,16.95402
2022-02-20,14.94252
2022-02-21,53.44827
2022-02-22,50.47892
2022-02-23,49.80842
2022-02-24,46.26436
2022-02-25,44.82758
2022-02-26,18.19923
2022-02-27,13.69731
2022-02-28,40.90038
2022-03-01,20.88122
2022-03-02,43.19923
2022-03-03,42.0498
2022-03-04,45.49808
2022-03-05,18.00766
2022-03-06,14.84674
2022-03-07,46.93486
2022-03-08,43.3908
2022-03-09,16.85823
2022-03-10,40.99616
2022-03-11,46.45593
2022-03-12,16.85823
2022-03-13,16.95402
2022-03-14,51.05363
2022-03-15,48.56321
2022-03-16,47.50957
2022-03-17,43.3908
2022-03-18,38.50574
2022-03-19,18.67816
2022-03-20,15.03831
2022-03-21,48.659
2022-03-22,49.80842
2022-03-23,48.659
2022-03-24,47.89272
2022-03-25,44.44444
2022-03-26,16.57088
2022-03-27,11.97318
2022-03-28,47.70114
2022-03-29,43.67816
2022-03-30,43.86973
2022-03-31,42.14559
2022-04-01,39.4636
2022-04-02,16.57088
2022-04-03,15.13409
2022-04-04,45.88122
2022-04-05,45.49808
2022-04-06,46.16858
2022-04-07,45.21072
2022-04-08,34.38697
2022-04-09,15.70881
2022-04-10,12.93103
2022-04-11,45.11494
2022-04-12,43.48659
2022-04-13,46.83908
2022-04-14,52.29885
2022-04-15,46.26436
2022-04-16,20.49808
2022-04-17,17.24137
2022-04-18,53.06513
2022-04-19,52.5862
2022-04-20,50.09578
2022-04-21,45.21072
2022-04-22,45.11494
2022-04-23,17.14559
2022-04-24,15.51724
2022-04-25,48.94636
2022-04-26,53.83141
2022-04-27,53.44827
2022-04-28,50.38314
2022-04-29,42.14559
2022-04-30,22.70114
2022-05-01,12.54789
2022-05-02,49.80842
2022-05-03,46.45593
2022-05-04,41.66666
2022-05-05,17.52873
2022-05-06,33.23754
2022-05-07,18.10344
2022-05-08,15.61302
2022-05-09,49.80842
2022-05-10,53.73563
2022-05-11,51.34099
2022-05-12,51.34099
2022-05-13,46.07279
2022-05-14,20.59386
2022-05-15,15.90038
2022-05-16,44.34865
2022-05-17,49.04214
2022-05-18,46.74329
2022-05-19,48.37164
2022-05-20,46.83908
2022-05-21,18.3908
2022-05-22,16.37931
2022-05-23,51.53256
2022-05-24,54.31034
2022-05-25,49.80842
2022-05-26,54.40613
2022-05-27,44.34865
2022-05-28,15.61302
2022-05-29,12.83524
2022-05-30,54.21455
2022-05-31,45.78544
2022-06-01,17.7203
2022-06-02,46.55172
2022-06-03,41.57088
2022-06-04,18.67816
2022-06-05,9.8659
2022-06-06,15.61302
2022-06-07,48.75478
2022-06-08,50.09578
2022-06-09,50.86206
2022-06-10,44.15708
2022-06-11,17.52873
2022-06-12,14.84674
2022-06-13,49.80842
2022-06-14,45.40229
2022-06-15,48.46743
2022-06-16,49.42528
2022-06-17,44.15708
2022-06-18,14.75095
2022-06-19,15.22988
2022-06-20,52.87356
2022-06-21,50.67049
2022-06-22,51.05363
2022-06-23,47.70114
2022-06-24,45.11494
2022-06-25,13.69731
2022-06-26,14.55938
2022-06-27,45.01915
2022-06-28,49.80842
2022-06-29,49.71264
2022-06-30,41.09195
2022-07-01,35.53639
2022-07-02,13.02681
2022-07-03,12.16475
2022-07-04,47.89272
2022-07-05,49.90421
2022-07-06,47.9885
2022-07-07,47.03065
2022-07-08,40.42145
2022-07-09,16.09195
2022-07-10,12.26053
2022-07-11,45.68965
2022-07-12,54.21455
2022-07-13,45.49808
2022-07-14,53.2567
2022-07-15,44.0613
2022-07-16,16.09195
2022-07-17,13.69731
2022-07-18,61.68582
2022-07-19,52.20306
2022-07-20,49.80842
2022-07-21,50.86206
2022-07-22,47.318
2022-07-23,16.57088
2022-07-24,14.4636
2022-07-25,45.88122
2022-07-26,45.40229
2022-07-27,44.82758
2022-07-28,45.88122
2022-07-29,38.31417
2022-07-30,14.08045
2022-07-31,10.72796
2022-08-01,42.81609
2022-08-02,49.13793
2022-08-03,41.37931
2022-08-04,41.37931
2022-08-05,43.77394
2022-08-06,16.18773
2022-08-07,13.50574
2022-08-08,46.26436
2022-08-09,42.62452
2022-08-10,46.45593
2022-08-11,45.68965
2022-08-12,40.42145
2022-08-13,16.28352
2022-08-14,10.24904
2022-08-15,15.13409
2022-08-16,49.23371
2022-08-17,50.0
2022-08-18,43.96551
2022-08-19,42.52873
2022-08-20,17.43295
2022-08-21,12.4521
2022-08-22,46.55172
2022-08-23,46.83908
2022-08-24,50.47892
2022-08-25,48.94636
2022-08-26,43.10344
2022-08-27,13.88888
2022-08-28,12.06896
2022-08-29,47.60536
2022-08-30,45.78544
2022-08-31,45.59386
2022-09-01,45.49808
2022-09-02,37.54789
2022-09-03,15.80459
2022-09-04,12.83524
2022-09-05,42.52873
2022-09-06,48.37164
2022-09-07,41.37931
2022-09-08,32.37547
2022-09-09,11.7816
2022-09-10,9.1954
2022-09-11,8.62068
2022-09-12,14.08045
2022-09-13,47.318
2022-09-14,49.61685
2022-09-15,50.57471
2022-09-16,45.21072
2022-09-17,17.91187
2022-09-18,15.61302
2022-09-19,50.95785
2022-09-20,49.90421
2022-09-21,50.86206
2022-09-22,46.55172
2022-09-23,36.20689
2022-09-24,13.69731
2022-09-25,11.59003
2022-09-26,49.04214
2022-09-27,48.46743
2022-09-28,50.19157
2022-09-29,50.86206
2022-09-30,39.08045
2022-10-01,14.17624
2022-10-02,10.24904
2022-10-03,14.84674
2022-10-04,46.74329
2022-10-05,51.34099
2022-10-06,43.58237
2022-10-07,40.70881
2022-10-08,15.51724
2022-10-09,11.20689
2022-10-10,17.0498
2022-10-11,49.61685
2022-10-12,51.43678
2022-10-13,45.49808
2022-10-14,44.63601
2022-10-15,14.55938
2022-10-16,15.70881
2022-10-17,53.06513
2022-10-18,47.9885
2022-10-19,47.79693
2022-10-20,48.18007
2022-10-21,45.68965
2022-10-22,15.13409
2022-10-23,16.28352
2022-10-24,49.52107
2022-10-25,50.67049
2022-10-26,49.3295
2022-10-27,42.24137
2022-10-28,40.51724
2022-10-29,15.32567
2022-10-30,11.97318
2022-10-31,44.34865
2022-11-01,46.55172
2022-11-02,52.01149
2022-11-03,49.04214
2022-11-04,43.86973
2022-11-05,16.28352
2022-11-06,13.88888
2022-11-07,47.50957
2022-11-08,53.44827
2022-11-09,44.54022
2022-11-10,51.62835
2022-11-11,40.51724
2022-11-12,14.65517
2022-11-13,15.51724
2022-11-14,49.23371
2022-11-15,52.87356
2022-11-16,49.3295
2022-11-17,48.08429
2022-11-18,40.61302
2022-11-19,15.61302
2022-11-20,16.57088
2022-11-21,47.03065
2022-11-22,54.11877
2022-11-23,49.3295
2022-11-24,45.40229
2022-11-25,43.00766
2022-11-26,18.96551
2022-11-27,14.08045
2022-11-28,51.24521
2022-11-29,53.35249
2022-11-30,48.18007
2022-12-01,43.58237
2022-12-02,40.03831
2022-12-03,12.35632
2022-12-04,13.02681
2022-12-05,45.11494
2022-12-06,47.70114
2022-12-07,46.16858
2022-12-08,50.67049
2022-12-09,41.28352
2022-12-10,19.92337
2022-12-11,14.55938
2022-12-12,50.76628
2022-12-13,52.68199
2022-12-14,49.71264
2022-12-15,51.81992
2022-12-16,44.15708
2022-12-17,17.52873
2022-12-18,17.43295
2022-12-19,53.63984
2022-12-20,50.28735
2022-12-21,47.89272
2022-12-22,49.42528
2022-12-23,42.7203
2022-12-24,13.50574
2022-12-25,15.42145
2022-12-26,52.5862
2022-12-27,58.62068
2022-12-28,48.27586
2022-12-29,50.0
2022-12-30,37.16475
2022-12-31,14.27203
2023-01-01,12.73946
2023-01-02,46.26436
2023-01-03,48.37164
2023-01-04,48.659
2023-01-05,50.76628
2023-01-06,45.21072
2023-01-07,21.83908
2023-01-08,18.00766
2023-01-09,47.50957
2023-01-10,60.05747
2023-01-11,55.17241
2023-01-12,52.87356
2023-01-13,46.6475
2023-01-14,19.63601
2023-01-15,18.3908
2023-01-16,52.01149
2023-01-17,56.03448
2023-01-18,47.89272
2023-01-19,51.62835
2023-01-20,38.60153
2023-01-21,11.68582
2023-01-22,8.42911
2023-01-23,10.82375
2023-01-24,14.84674
2023-01-25,49.80842
2023-01-26,57.75862
2023-01-27,51.9157
2023-01-28,19.92337
2023-01-29,17.24137
2023-01-30,62.83524
2023-01-31,56.32183
2023-02-01,56.32183
2023-02-02,52.10727
2023-02-03,50.09578
2023-02-04,21.93486
2023-02-05,16.09195
2023-02-06,59.57854
2023-02-07,50.57471
2023-02-08,53.63984
2023-02-09,53.16091
2023-02-10,50.47892
2023-02-11,18.3908
2023-02-12,16.95402
2023-02-13,55.74712
2023-02-14,57.1839
2023-02-15,52.01149
2023-02-16,54.50191
2023-02-17,45.49808
2023-02-18,19.82758
2023-02-19,17.62452
2023-02-20,53.16091
2023-02-21,52.29885
2023-02-22,56.80076
2023-02-23,45.88122
2023-02-24,43.77394
2023-02-25,17.24137
2023-02-26,14.94252
2023-02-27,57.37547
2023-02-28,48.37164
2023-03-01,18.29501
2023-03-02,47.60536
2023-03-03,46.26436
2023-03-04,16.37931
2023-03-05,15.42145
2023-03-06,54.31034
2023-03-07,55.55555
2023-03-08,53.35249
2023-03-09,51.34099
2023-03-10,44.44444
2023-03-11,16.66666
2023-03-12,15.32567
2023-03-13,49.23371
2023-03-14,54.69348
2023-03-15,52.29885
2023-03-16,54.02298
2023-03-17,43.00766
2023-03-18,18.3908
2023-03-19,14.65517
2023-03-20,52.96934
2023-03-21,54.98084
2023-03-22,54.50191
2023-03-23,42.91187
2023-03-24,44.44444
2023-03-25,17.43295
2023-03-26,18.00766
2023-03-27,53.44827
2023-03-28,56.70498
2023-03-29,55.45977
2023-03-30,48.46743
2023-03-31,44.44444
2023-04-01,14.65517
2023-04-02,14.27203
2023-04-03,48.08429
2023-04-04,54.5977
2023-04-05,45.40229
2023-04-06,47.41379
2023-04-07,38.60153
2023-04-08,18.29501
2023-04-09,15.42145
2023-04-10,53.73563
2023-04-11,53.2567
2023-04-12,42.81609
2023-04-13,48.08429
2023-04-14,43.00766
2023-04-15,18.10344
2023-04-16,12.4521
2023-04-17,54.69348
2023-04-18,53.54406
2023-04-19,54.98084
2023-04-20,53.63984
2023-04-21,51.62835
2023-04-22,19.15708
2023-04-23,17.91187
2023-04-24,56.70498
2023-04-25,56.89655
2023-04-26,62.26053
2023-04-27,54.5977
2023-04-28,45.21072
2023-04-29,17.14559
2023-04-30,14.55938
2023-05-01,24.61685
2023-05-02,53.63984
2023-05-03,49.42528
2023-05-04,42.52873
2023-05-05,15.70881
2023-05-06,13.69731
2023-05-07,15.22988
2023-05-08,47.22222
2023-05-09,52.96934
2023-05-10,48.46743
2023-05-11,53.06513
2023-05-12,47.70114
2023-05-13,16.28352
2023-05-14,14.27203
2023-05-15,46.83908
2023-05-16,49.71264
2023-05-17,47.60536
2023-05-18,49.42528
2023-05-19,42.52873
2023-05-20,15.90038
2023-05-21,12.16475
2023-05-22,49.80842
2023-05-23,50.76628
2023-05-24,45.68965
2023-05-25,49.52107
2023-05-26,44.54022
2023-05-27,11.01532
2023-05-28,11.01532
2023-05-29,17.62452
2023-05-30,53.83141
