date,웹디자이너
2020-07-13,58.72756
2020-07-14,65.08972
2020-07-15,61.99021
2020-07-16,56.44371
2020-07-17,52.52854
2020-07-18,40.1305
2020-07-19,42.57748
2020-07-20,66.72104
2020-07-21,75.53017
2020-07-22,61.50081
2020-07-23,66.88417
2020-07-24,56.28058
2020-07-25,42.25122
2020-07-26,40.1305
2020-07-27,60.03262
2020-07-28,62.80587
2020-07-29,58.4013
2020-07-30,50.89722
2020-07-31,51.87601
2020-08-01,32.78955
2020-08-02,32.62642
2020-08-03,52.36541
2020-08-04,59.38009
2020-08-05,54.64926
2020-08-06,52.36541
2020-08-07,45.35073
2020-08-08,35.88907
2020-08-09,40.1305
2020-08-10,67.37357
2020-08-11,62.64274
2020-08-12,56.11745
2020-08-13,49.7553
2020-08-14,41.27243
2020-08-15,33.76835
2020-08-16,31.15823
2020-08-17,43.71941
2020-08-18,60.84828
2020-08-19,54.48613
2020-08-20,56.11745
2020-08-21,56.93311
2020-08-22,39.31484
2020-08-23,40.78303
2020-08-24,60.52202
2020-08-25,60.35889
2020-08-26,67.21044
2020-08-27,61.66394
2020-08-28,56.93311
2020-08-29,37.03099
2020-08-30,40.94616
2020-08-31,60.84828
2020-09-01,66.23164
2020-09-02,66.23164
2020-09-03,67.21044
2020-09-04,62.4796
2020-09-05,41.10929
2020-09-06,42.74061
2020-09-07,65.74225
2020-09-08,70.47308
2020-09-09,63.94779
2020-09-10,63.29526
2020-09-11,59.54323
2020-09-12,39.80424
2020-09-13,44.37194
2020-09-14,69.33115
2020-09-15,66.88417
2020-09-16,63.62153
2020-09-17,65.57911
2020-09-18,63.13213
2020-09-19,33.76835
2020-09-20,40.29363
2020-09-21,66.23164
2020-09-22,66.23164
2020-09-23,61.50081
2020-09-24,59.54323
2020-09-25,51.71288
2020-09-26,34.74714
2020-09-27,32.46329
2020-09-28,55.30179
2020-09-29,44.37194
2020-09-30,27.89559
2020-10-01,27.56933
2020-10-02,25.77487
2020-10-03,30.34257
2020-10-04,40.94616
2020-10-05,73.40946
2020-10-06,72.1044
2020-10-07,62.80587
2020-10-08,59.86949
2020-10-09,35.5628
2020-10-10,32.78955
2020-10-11,41.10929
2020-10-12,64.76345
2020-10-13,61.82707
2020-10-14,62.64274
2020-10-15,64.27406
2020-10-16,51.06035
2020-10-17,34.42088
2020-10-18,46.00326
2020-10-19,62.15334
2020-10-20,68.35236
2020-10-21,69.33115
2020-10-22,61.66394
2020-10-23,48.28711
2020-10-24,38.82544
2020-10-25,45.35073
2020-10-26,66.23164
2020-10-27,61.01141
2020-10-28,68.35236
2020-10-29,64.27406
2020-10-30,52.52854
2020-10-31,38.49918
2020-11-01,41.76182
2020-11-02,69.49429
2020-11-03,70.14681
2020-11-04,61.01141
2020-11-05,61.01141
2020-11-06,56.11745
2020-11-07,39.6411
2020-11-08,43.88254
2020-11-09,74.06199
2020-11-10,63.62153
2020-11-11,71.28874
2020-11-12,63.4584
2020-11-13,54.15986
2020-11-14,35.39967
2020-11-15,46.32952
2020-11-16,65.25285
2020-11-17,62.80587
2020-11-18,62.64274
2020-11-19,70.79934
2020-11-20,56.93311
2020-11-21,38.82544
2020-11-22,40.6199
2020-11-23,62.80587
2020-11-24,62.64274
2020-11-25,64.43719
2020-11-26,58.56443
2020-11-27,60.35889
2020-11-28,42.08809
2020-11-29,47.47145
2020-11-30,64.92659
2020-12-01,70.14681
2020-12-02,57.09624
2020-12-03,65.08972
2020-12-04,62.4796
2020-12-05,41.27243
2020-12-06,43.71941
2020-12-07,73.73572
2020-12-08,58.56443
2020-12-09,61.01141
2020-12-10,69.49429
2020-12-11,64.92659
2020-12-12,34.25774
2020-12-13,34.09461
2020-12-14,56.11745
2020-12-15,57.09624
2020-12-16,67.86296
2020-12-17,57.09624
2020-12-18,57.74877
2020-12-19,36.86786
2020-12-20,42.41435
2020-12-21,65.08972
2020-12-22,65.57911
2020-12-23,61.01141
2020-12-24,55.46492
2020-12-25,34.09461
2020-12-26,34.09461
2020-12-27,45.51386
2020-12-28,73.24632
2020-12-29,63.94779
2020-12-30,61.66394
2020-12-31,49.59216
2021-01-01,33.11582
2021-01-02,38.98858
2021-01-03,53.18107
2021-01-04,69.98368
2021-01-05,60.35889
2021-01-06,58.07504
2021-01-07,58.56443
2021-01-08,53.8336
2021-01-09,37.84665
2021-01-10,57.9119
2021-01-11,56.60685
2021-01-12,64.27406
2021-01-13,61.50081
2021-01-14,55.79119
2021-01-15,45.1876
2021-01-16,40.1305
2021-01-17,37.03099
2021-01-18,57.09624
2021-01-19,61.01141
2021-01-20,62.31647
2021-01-21,64.11092
2021-01-22,52.20228
2021-01-23,37.19412
2021-01-24,42.90375
2021-01-25,60.19575
2021-01-26,62.64274
2021-01-27,50.89722
2021-01-28,50.89722
2021-01-29,54.15986
2021-01-30,33.76835
2021-01-31,36.54159
2021-02-01,52.85481
2021-02-02,62.969
2021-02-03,51.87601
2021-02-04,50.08156
2021-02-05,46.65579
2021-02-06,29.03752
2021-02-07,26.59053
2021-02-08,47.79771
2021-02-09,51.06035
2021-02-10,43.55628
2021-02-11,30.83197
2021-02-12,29.85318
2021-02-13,36.54159
2021-02-14,36.86786
2021-02-15,58.07504
2021-02-16,59.86949
2021-02-17,61.17455
2021-02-18,44.6982
2021-02-19,46.32952
2021-02-20,31.97389
2021-02-21,37.84665
2021-02-22,61.66394
2021-02-23,57.42251
2021-02-24,43.88254
2021-02-25,52.52854
2021-02-26,50.89722
2021-02-27,29.69004
2021-02-28,33.93148
2021-03-01,42.08809
2021-03-02,83.68678
2021-03-03,70.30995
2021-03-04,76.01957
2021-03-05,61.33768
2021-03-06,34.74714
2021-03-07,54.48613
2021-03-08,75.20391
2021-03-09,75.36704
2021-03-10,75.20391
2021-03-11,67.37357
2021-03-12,63.4584
2021-03-13,34.58401
2021-03-14,42.90375
2021-03-15,67.37357
2021-03-16,72.5938
2021-03-17,73.57259
2021-03-18,53.8336
2021-03-19,55.95432
2021-03-20,39.6411
2021-03-21,41.10929
2021-03-22,72.92006
2021-03-23,66.55791
2021-03-24,68.84176
2021-03-25,58.4013
2021-03-26,51.71288
2021-03-27,38.66231
2021-03-28,37.68352
2021-03-29,64.43719
2021-03-30,62.64274
2021-03-31,63.29526
2021-04-01,53.67047
2021-04-02,47.30831
2021-04-03,39.80424
2021-04-04,49.42903
2021-04-05,72.75693
2021-04-06,69.49429
2021-04-07,67.86296
2021-04-08,59.70636
2021-04-09,57.25938
2021-04-10,33.60522
2021-04-11,40.78303
2021-04-12,69.16802
2021-04-13,61.99021
2021-04-14,68.18923
2021-04-15,57.42251
2021-04-16,63.29526
2021-04-17,43.39314
2021-04-18,44.6982
2021-04-19,60.35889
2021-04-20,60.52202
2021-04-21,53.99673
2021-04-22,48.93964
2021-04-23,53.8336
2021-04-24,31.15823
2021-04-25,32.46329
2021-04-26,55.46492
2021-04-27,53.50734
2021-04-28,55.46492
2021-04-29,46.32952
2021-04-30,52.36541
2021-05-01,31.32137
2021-05-02,34.58401
2021-05-03,52.69168
2021-05-04,53.50734
2021-05-05,35.5628
2021-05-06,52.52854
2021-05-07,48.93964
2021-05-08,35.88907
2021-05-09,40.1305
2021-05-10,66.88417
2021-05-11,60.68515
2021-05-12,59.38009
2021-05-13,55.13866
2021-05-14,53.50734
2021-05-15,28.54812
2021-05-16,40.94616
2021-05-17,69.00489
2021-05-18,55.13866
2021-05-19,37.35725
2021-05-20,50.73409
2021-05-21,52.03915
2021-05-22,33.44208
2021-05-23,38.66231
2021-05-24,67.69983
2021-05-25,63.62153
2021-05-26,61.82707
2021-05-27,59.86949
2021-05-28,54.64926
2021-05-29,37.35725
2021-05-30,38.82544
2021-05-31,64.76345
2021-06-01,67.69983
2021-06-02,66.72104
2021-06-03,55.62805
2021-06-04,52.69168
2021-06-05,31.97389
2021-06-06,36.21533
2021-06-07,64.76345
2021-06-08,63.78466
2021-06-09,56.93311
2021-06-10,53.67047
2021-06-11,44.04567
2021-06-12,25.77487
2021-06-13,38.82544
2021-06-14,54.64926
2021-06-15,58.23817
2021-06-16,66.88417
2021-06-17,61.99021
2021-06-18,56.28058
2021-06-19,32.95269
2021-06-20,37.84665
2021-06-21,70.47308
2021-06-22,65.57911
2021-06-23,53.18107
2021-06-24,53.18107
2021-06-25,47.79771
2021-06-26,30.66884
2021-06-27,34.42088
2021-06-28,61.50081
2021-06-29,59.54323
2021-06-30,58.4013
2021-07-01,46.32952
2021-07-02,47.79771
2021-07-03,29.03752
2021-07-04,37.84665
2021-07-05,67.21044
2021-07-06,61.01141
2021-07-07,61.82707
2021-07-08,68.35236
2021-07-09,61.01141
2021-07-10,31.81076
2021-07-11,40.94616
2021-07-12,68.67862
2021-07-13,64.92659
2021-07-14,64.43719
2021-07-15,63.29526
2021-07-16,53.01794
2021-07-17,35.0734
2021-07-18,39.80424
2021-07-19,61.01141
2021-07-20,43.39314
2021-07-21,57.09624
2021-07-22,50.40783
2021-07-23,43.39314
2021-07-24,31.97389
2021-07-25,32.95269
2021-07-26,52.85481
2021-07-27,54.15986
2021-07-28,55.46492
2021-07-29,50.57096
2021-07-30,48.28711
2021-07-31,32.78955
2021-08-01,33.76835
2021-08-02,45.84013
2021-08-03,49.59216
2021-08-04,52.03915
2021-08-05,46.98205
2021-08-06,46.49265
2021-08-07,33.76835
2021-08-08,31.81076
2021-08-09,50.73409
2021-08-10,52.20228
2021-08-11,47.96084
2021-08-12,50.08156
2021-08-13,48.93964
2021-08-14,35.0734
2021-08-15,31.81076
2021-08-16,45.51386
2021-08-17,65.90538
2021-08-18,66.88417
2021-08-19,64.76345
2021-08-20,51.87601
2021-08-21,33.93148
2021-08-22,38.00978
2021-08-23,66.06851
2021-08-24,60.68515
2021-08-25,66.88417
2021-08-26,65.41598
2021-08-27,61.33768
2021-08-28,38.49918
2021-08-29,44.2088
2021-08-30,68.18923
2021-08-31,59.86949
2021-09-01,60.03262
2021-09-02,62.64274
2021-09-03,53.01794
2021-09-04,31.4845
2021-09-05,40.78303
2021-09-06,69.00489
2021-09-07,64.43719
2021-09-08,55.30179
2021-09-09,54.81239
2021-09-10,49.91843
2021-09-11,30.17944
2021-09-12,38.82544
2021-09-13,61.17455
2021-09-14,59.86949
2021-09-15,56.11745
2021-09-16,54.323
2021-09-17,47.30831
2021-09-18,24.95921
2021-09-19,25.44861
2021-09-20,21.04404
2021-09-21,30.34257
2021-09-22,38.17292
2021-09-23,50.08156
2021-09-24,61.50081
2021-09-25,29.36378
2021-09-26,41.92495
2021-09-27,60.52202
2021-09-28,59.21696
2021-09-29,59.70636
2021-09-30,52.52854
2021-10-01,57.42251
2021-10-02,32.46329
2021-10-03,34.09461
2021-10-04,44.86133
2021-10-05,52.52854
2021-10-06,57.74877
2021-10-07,57.58564
2021-10-08,46.49265
2021-10-09,36.70473
2021-10-10,32.62642
2021-10-11,42.08809
2021-10-12,59.86949
2021-10-13,51.87601
2021-10-14,55.62805
2021-10-15,47.63458
2021-10-16,27.56933
2021-10-17,31.97389
2021-10-18,56.28058
2021-10-19,55.95432
2021-10-20,55.79119
2021-10-21,54.64926
2021-10-22,47.47145
2021-10-23,33.60522
2021-10-24,35.0734
2021-10-25,59.05383
2021-10-26,52.52854
2021-10-27,59.86949
2021-10-28,55.79119
2021-10-29,56.93311
2021-10-30,31.64763
2021-10-31,39.15171
2021-11-01,55.62805
2021-11-02,67.86296
2021-11-03,57.9119
2021-11-04,57.74877
2021-11-05,49.59216
2021-11-06,34.74714
2021-11-07,39.80424
2021-11-08,63.29526
2021-11-09,61.66394
2021-11-10,54.48613
2021-11-11,52.20228
2021-11-12,46.49265
2021-11-13,28.71125
2021-11-14,33.44208
2021-11-15,61.99021
2021-11-16,56.44371
2021-11-17,59.05383
2021-11-18,59.70636
2021-11-19,49.91843
2021-11-20,35.5628
2021-11-21,44.2088
2021-11-22,61.33768
2021-11-23,59.86949
2021-11-24,64.11092
2021-11-25,58.56443
2021-11-26,47.79771
2021-11-27,38.00978
2021-11-28,35.5628
2021-11-29,59.05383
2021-11-30,66.06851
2021-12-01,56.44371
2021-12-02,54.15986
2021-12-03,46.16639
2021-12-04,32.62642
2021-12-05,41.59869
2021-12-06,59.05383
2021-12-07,51.87601
2021-12-08,59.54323
2021-12-09,58.8907
2021-12-10,45.67699
2021-12-11,32.13703
2021-12-12,41.27243
2021-12-13,55.79119
2021-12-14,50.40783
2021-12-15,59.38009
2021-12-16,56.44371
2021-12-17,43.23001
2021-12-18,29.03752
2021-12-19,33.44208
2021-12-20,59.38009
2021-12-21,60.84828
2021-12-22,56.76998
2021-12-23,53.18107
2021-12-24,41.76182
2021-12-25,27.07993
2021-12-26,35.39967
2021-12-27,73.57259
2021-12-28,61.01141
2021-12-29,59.70636
2021-12-30,52.20228
2021-12-31,42.08809
2022-01-01,29.20065
2022-01-02,43.55628
2022-01-03,62.969
2022-01-04,60.19575
2022-01-05,55.30179
2022-01-06,59.70636
2022-01-07,54.97553
2022-01-08,34.09461
2022-01-09,38.82544
2022-01-10,62.15334
2022-01-11,49.7553
2022-01-12,56.11745
2022-01-13,51.22349
2022-01-14,43.71941
2022-01-15,34.09461
2022-01-16,35.23654
2022-01-17,57.25938
2022-01-18,56.44371
2022-01-19,58.23817
2022-01-20,55.13866
2022-01-21,41.59869
2022-01-22,39.96737
2022-01-23,34.74714
2022-01-24,56.93311
2022-01-25,56.76998
2022-01-26,51.38662
2022-01-27,42.74061
2022-01-28,38.17292
2022-01-29,26.75367
2022-01-30,25.12234
2022-01-31,30.5057
2022-02-01,27.73246
2022-02-02,37.84665
2022-02-03,56.76998
2022-02-04,51.22349
2022-02-05,35.39967
2022-02-06,38.98858
2022-02-07,57.42251
2022-02-08,54.81239
2022-02-09,53.01794
2022-02-10,51.22349
2022-02-11,47.47145
2022-02-12,28.22185
2022-02-13,35.72593
2022-02-14,52.85481
2022-02-15,55.13866
2022-02-16,54.81239
2022-02-17,53.67047
2022-02-18,51.87601
2022-02-19,34.09461
2022-02-20,31.64763
2022-02-21,57.09624
2022-02-22,47.30831
2022-02-23,56.28058
2022-02-24,48.45024
2022-02-25,43.23001
2022-02-26,30.01631
2022-02-27,34.42088
2022-02-28,52.85481
2022-03-01,39.31484
2022-03-02,89.23327
2022-03-03,73.24632
2022-03-04,57.25938
2022-03-05,38.00978
2022-03-06,47.63458
2022-03-07,64.60032
2022-03-08,57.9119
2022-03-09,34.74714
2022-03-10,64.11092
2022-03-11,55.13866
2022-03-12,40.1305
2022-03-13,40.94616
2022-03-14,61.82707
2022-03-15,62.15334
2022-03-16,59.21696
2022-03-17,57.58564
2022-03-18,51.06035
2022-03-19,34.25774
2022-03-20,44.04567
2022-03-21,69.82055
2022-03-22,65.41598
2022-03-23,70.63621
2022-03-24,57.74877
2022-03-25,47.79771
2022-03-26,39.80424
2022-03-27,39.47797
2022-03-28,61.50081
2022-03-29,71.77814
2022-03-30,69.33115
2022-03-31,68.84176
2022-04-01,50.73409
2022-04-02,32.30016
2022-04-03,35.72593
2022-04-04,61.99021
2022-04-05,60.19575
2022-04-06,62.4796
2022-04-07,63.13213
2022-04-08,49.91843
2022-04-09,27.89559
2022-04-10,35.0734
2022-04-11,60.03262
2022-04-12,65.57911
2022-04-13,56.11745
2022-04-14,58.72756
2022-04-15,45.67699
2022-04-16,30.9951
2022-04-17,39.15171
2022-04-18,66.06851
2022-04-19,51.22349
2022-04-20,54.81239
2022-04-21,59.86949
2022-04-22,51.87601
2022-04-23,32.13703
2022-04-24,35.88907
2022-04-25,54.48613
2022-04-26,60.84828
2022-04-27,54.97553
2022-04-28,54.48613
2022-04-29,42.25122
2022-04-30,32.78955
2022-05-01,30.66884
2022-05-02,60.84828
2022-05-03,55.79119
2022-05-04,45.02446
2022-05-05,30.01631
2022-05-06,36.0522
2022-05-07,30.01631
2022-05-08,32.13703
2022-05-09,65.25285
2022-05-10,60.52202
2022-05-11,56.60685
2022-05-12,58.07504
2022-05-13,50.24469
2022-05-14,31.64763
2022-05-15,39.80424
2022-05-16,69.00489
2022-05-17,70.47308
2022-05-18,62.80587
2022-05-19,63.94779
2022-05-20,60.52202
2022-05-21,32.62642
2022-05-22,45.35073
2022-05-23,66.88417
2022-05-24,66.88417
2022-05-25,60.52202
2022-05-26,65.41598
2022-05-27,53.50734
2022-05-28,32.62642
2022-05-29,36.86786
2022-05-30,59.05383
2022-05-31,44.04567
2022-06-01,36.0522
2022-06-02,56.60685
2022-06-03,45.02446
2022-06-04,32.78955
2022-06-05,27.07993
2022-06-06,33.44208
2022-06-07,64.92659
2022-06-08,60.52202
2022-06-09,44.6982
2022-06-10,48.93964
2022-06-11,23.98042
2022-06-12,35.0734
2022-06-13,69.00489
2022-06-14,60.52202
2022-06-15,54.97553
2022-06-16,56.11745
2022-06-17,43.88254
2022-06-18,32.46329
2022-06-19,34.91027
2022-06-20,55.13866
2022-06-21,50.73409
2022-06-22,47.96084
2022-06-23,51.38662
2022-06-24,41.43556
2022-06-25,29.36378
2022-06-26,32.30016
2022-06-27,53.99673
2022-06-28,51.38662
2022-06-29,48.61337
2022-06-30,41.92495
2022-07-01,43.71941
2022-07-02,30.01631
2022-07-03,31.32137
2022-07-04,47.47145
2022-07-05,49.59216
2022-07-06,52.36541
2022-07-07,56.93311
2022-07-08,50.08156
2022-07-09,22.67536
2022-07-10,30.9951
2022-07-11,51.06035
2022-07-12,56.44371
2022-07-13,53.8336
2022-07-14,50.24469
2022-07-15,42.74061
2022-07-16,26.10114
2022-07-17,29.20065
2022-07-18,52.52854
2022-07-19,53.18107
2022-07-20,48.61337
2022-07-21,50.40783
2022-07-22,37.35725
2022-07-23,27.07993
2022-07-24,29.85318
2022-07-25,42.74061
2022-07-26,45.35073
2022-07-27,43.39314
2022-07-28,37.03099
2022-07-29,33.11582
2022-07-30,24.95921
2022-07-31,28.87438
2022-08-01,46.65579
2022-08-02,48.12398
2022-08-03,41.27243
2022-08-04,93.47471
2022-08-05,44.37194
2022-08-06,30.5057
2022-08-07,34.09461
2022-08-08,47.47145
2022-08-09,43.55628
2022-08-10,51.87601
2022-08-11,50.08156
2022-08-12,37.35725
2022-08-13,25.938
2022-08-14,29.03752
2022-08-15,33.76835
2022-08-16,45.67699
2022-08-17,50.40783
2022-08-18,50.08156
2022-08-19,45.02446
2022-08-20,26.59053
2022-08-21,33.60522
2022-08-22,55.13866
2022-08-23,58.56443
2022-08-24,52.03915
2022-08-25,50.08156
2022-08-26,42.74061
2022-08-27,31.64763
2022-08-28,31.15823
2022-08-29,50.24469
2022-08-30,49.91843
2022-08-31,43.88254
2022-09-01,52.03915
2022-09-02,38.49918
2022-09-03,24.46982
2022-09-04,33.60522
2022-09-05,46.16639
2022-09-06,51.22349
2022-09-07,44.37194
2022-09-08,37.35725
2022-09-09,23.00163
2022-09-10,26.9168
2022-09-11,26.10114
2022-09-12,32.62642
2022-09-13,61.66394
2022-09-14,53.18107
2022-09-15,53.8336
2022-09-16,46.65579
2022-09-17,30.01631
2022-09-18,32.95269
2022-09-19,49.2659
2022-09-20,46.16639
2022-09-21,44.53507
2022-09-22,50.73409
2022-09-23,37.52039
2022-09-24,20.71778
2022-09-25,27.73246
2022-09-26,52.36541
2022-09-27,50.08156
2022-09-28,53.8336
2022-09-29,45.35073
2022-09-30,38.98858
2022-10-01,18.92332
2022-10-02,26.75367
2022-10-03,36.21533
2022-10-04,41.92495
2022-10-05,39.15171
2022-10-06,39.6411
2022-10-07,35.23654
2022-10-08,20.71778
2022-10-09,19.90212
2022-10-10,33.44208
2022-10-11,40.1305
2022-10-12,39.96737
2022-10-13,33.11582
2022-10-14,36.54159
2022-10-15,21.04404
2022-10-16,31.4845
2022-10-17,40.94616
2022-10-18,42.08809
2022-10-19,38.49918
2022-10-20,38.66231
2022-10-21,36.37846
2022-10-22,23.32789
2022-10-23,27.89559
2022-10-24,51.06035
2022-10-25,39.15171
2022-10-26,47.63458
2022-10-27,47.14518
2022-10-28,40.45676
2022-10-29,22.18597
2022-10-30,19.57585
2022-10-31,48.28711
2022-11-01,47.63458
2022-11-02,42.08809
2022-11-03,42.90375
2022-11-04,36.54159
2022-11-05,22.83849
2022-11-06,26.4274
2022-11-07,43.39314
2022-11-08,42.25122
2022-11-09,46.49265
2022-11-10,39.96737
2022-11-11,37.68352
2022-11-12,24.63295
2022-11-13,24.14355
2022-11-14,41.43556
2022-11-15,42.74061
2022-11-16,43.39314
2022-11-17,39.31484
2022-11-18,35.0734
2022-11-19,24.30668
2022-11-20,29.85318
2022-11-21,45.51386
2022-11-22,44.2088
2022-11-23,37.35725
2022-11-24,38.17292
2022-11-25,33.44208
2022-11-26,25.77487
2022-11-27,25.44861
2022-11-28,42.25122
2022-11-29,40.78303
2022-11-30,39.47797
2022-12-01,41.10929
2022-12-02,32.62642
2022-12-03,16.63947
2022-12-04,22.02283
2022-12-05,38.49918
2022-12-06,40.78303
2022-12-07,32.78955
2022-12-08,47.14518
2022-12-09,34.74714
2022-12-10,20.88091
2022-12-11,27.73246
2022-12-12,48.93964
2022-12-13,40.78303
2022-12-14,37.68352
2022-12-15,38.66231
2022-12-16,39.80424
2022-12-17,25.44861
2022-12-18,27.89559
2022-12-19,43.06688
2022-12-20,40.45676
2022-12-21,39.47797
2022-12-22,41.10929
2022-12-23,32.78955
2022-12-24,19.90212
2022-12-25,18.27079
2022-12-26,38.33605
2022-12-27,41.76182
2022-12-28,34.91027
2022-12-29,37.84665
2022-12-30,33.93148
2022-12-31,23.16476
2023-01-01,20.55464
2023-01-02,41.10929
2023-01-03,41.76182
2023-01-04,52.20228
2023-01-05,64.92659
2023-01-06,54.97553
2023-01-07,37.35725
2023-01-08,34.42088
2023-01-09,42.25122
2023-01-10,42.25122
2023-01-11,45.35073
2023-01-12,54.323
2023-01-13,39.31484
2023-01-14,24.79608
2023-01-15,27.24306
2023-01-16,38.66231
2023-01-17,42.25122
2023-01-18,48.28711
2023-01-19,44.86133
2023-01-20,32.13703
2023-01-21,26.9168
2023-01-22,21.69657
2023-01-23,24.46982
2023-01-24,30.5057
2023-01-25,51.71288
2023-01-26,40.45676
2023-01-27,36.21533
2023-01-28,25.77487
2023-01-29,26.9168
2023-01-30,39.96737
2023-01-31,46.32952
2023-02-01,39.96737
2023-02-02,37.19412
2023-02-03,34.25774
2023-02-04,22.51223
2023-02-05,24.95921
2023-02-06,37.52039
2023-02-07,42.74061
2023-02-08,49.59216
2023-02-09,41.76182
2023-02-10,38.00978
2023-02-11,23.32789
2023-02-12,25.77487
2023-02-13,38.66231
2023-02-14,34.25774
2023-02-15,38.82544
2023-02-16,37.03099
2023-02-17,35.0734
2023-02-18,24.14355
2023-02-19,34.09461
2023-02-20,47.30831
2023-02-21,44.6982
2023-02-22,47.47145
2023-02-23,34.25774
2023-02-24,33.11582
2023-02-25,25.938
2023-02-26,28.22185
2023-02-27,35.72593
2023-02-28,35.0734
2023-03-01,29.69004
2023-03-02,64.27406
2023-03-03,42.57748
2023-03-04,26.59053
2023-03-05,36.0522
2023-03-06,44.04567
2023-03-07,45.84013
2023-03-08,49.10277
2023-03-09,46.32952
2023-03-10,36.54159
2023-03-11,20.88091
2023-03-12,33.27895
2023-03-13,41.10929
2023-03-14,52.69168
2023-03-15,46.81892
2023-03-16,44.86133
2023-03-17,39.15171
2023-03-18,23.00163
2023-03-19,32.30016
2023-03-20,53.99673
2023-03-21,49.10277
2023-03-22,48.7765
2023-03-23,43.55628
2023-03-24,45.67699
2023-03-25,24.46982
2023-03-26,29.52691
2023-03-27,54.15986
2023-03-28,48.12398
2023-03-29,49.10277
2023-03-30,50.73409
2023-03-31,39.31484
2023-04-01,24.95921
2023-04-02,31.15823
2023-04-03,43.06688
2023-04-04,40.1305
2023-04-05,44.86133
2023-04-06,47.14518
2023-04-07,39.31484
2023-04-08,27.24306
2023-04-09,29.03752
2023-04-10,49.7553
2023-04-11,48.28711
2023-04-12,40.1305
2023-04-13,39.31484
2023-04-14,35.0734
2023-04-15,21.3703
2023-04-16,24.46982
2023-04-17,46.00326
2023-04-18,37.68352
2023-04-19,35.72593
2023-04-20,37.19412
2023-04-21,27.89559
2023-04-22,18.92332
2023-04-23,23.98042
2023-04-24,39.15171
2023-04-25,33.11582
2023-04-26,33.27895
2023-04-27,35.88907
2023-04-28,30.17944
2023-04-29,21.8597
2023-04-30,20.06525
2023-05-01,27.89559
2023-05-02,32.30016
2023-05-03,34.91027
2023-05-04,35.0734
2023-05-05,18.59706
2023-05-06,17.45513
2023-05-07,24.63295
2023-05-08,42.41435
2023-05-09,43.55628
2023-05-10,38.17292
2023-05-11,37.03099
2023-05-12,30.66884
2023-05-13,15.33442
2023-05-14,19.90212
2023-05-15,37.84665
2023-05-16,42.90375
2023-05-17,36.70473
2023-05-18,39.6411
2023-05-19,35.88907
2023-05-20,21.69657
2023-05-21,21.8597
2023-05-22,40.94616
2023-05-23,40.45676
2023-05-24,38.82544
2023-05-25,38.98858
2023-05-26,29.36378
2023-05-27,19.41272
2023-05-28,17.7814
