date,자동차보험료조회
2020-07-06,17.99065
2020-07-07,15.6542
2020-07-08,14.01869
2020-07-09,12.85046
2020-07-10,12.38317
2020-07-11,7.94392
2020-07-12,10.04672
2020-07-13,15.6542
2020-07-14,15.6542
2020-07-15,14.25233
2020-07-16,11.21495
2020-07-17,8.64485
2020-07-18,11.21495
2020-07-19,11.21495
2020-07-20,16.12149
2020-07-21,17.52336
2020-07-22,17.99065
2020-07-23,15.88785
2020-07-24,13.31775
2020-07-25,8.64485
2020-07-26,15.18691
2020-07-27,22.89719
2020-07-28,14.48598
2020-07-29,15.18691
2020-07-30,13.31775
2020-07-31,13.08411
2020-08-01,7.47663
2020-08-02,8.41121
2020-08-03,14.71962
2020-08-04,14.71962
2020-08-05,9.57943
2020-08-06,14.71962
2020-08-07,12.38317
2020-08-08,10.51401
2020-08-09,10.04672
2020-08-10,17.52336
2020-08-11,10.9813
2020-08-12,11.91588
2020-08-13,18.69158
2020-08-14,14.48598
2020-08-15,7.00934
2020-08-16,13.08411
2020-08-17,9.34579
2020-08-18,15.6542
2020-08-19,16.12149
2020-08-20,17.757
2020-08-21,17.757
2020-08-22,11.91588
2020-08-23,12.85046
2020-08-24,20.79439
2020-08-25,20.09345
2020-08-26,10.9813
2020-08-27,18.45794
2020-08-28,12.61682
2020-08-29,8.17757
2020-08-30,9.81308
2020-08-31,25.93457
2020-09-01,16.58878
2020-09-02,14.95327
2020-09-03,17.52336
2020-09-04,18.22429
2020-09-05,14.71962
2020-09-06,8.41121
2020-09-07,17.757
2020-09-08,17.28971
2020-09-09,17.05607
2020-09-10,12.85046
2020-09-11,17.757
2020-09-12,9.11214
2020-09-13,8.8785
2020-09-14,13.5514
2020-09-15,17.757
2020-09-16,16.58878
2020-09-17,9.57943
2020-09-18,14.95327
2020-09-19,7.94392
2020-09-20,10.74766
2020-09-21,12.61682
2020-09-22,29.2056
2020-09-23,20.56074
2020-09-24,12.61682
2020-09-25,11.21495
2020-09-26,10.04672
2020-09-27,9.34579
2020-09-28,14.01869
2020-09-29,13.08411
2020-09-30,7.47663
2020-10-01,12.85046
2020-10-02,6.7757
2020-10-03,8.17757
2020-10-04,10.04672
2020-10-05,17.757
2020-10-06,22.4299
2020-10-07,22.19626
2020-10-08,14.95327
2020-10-09,8.17757
2020-10-10,10.74766
2020-10-11,10.9813
2020-10-12,16.35514
2020-10-13,13.08411
2020-10-14,18.92523
2020-10-15,14.25233
2020-10-16,16.58878
2020-10-17,7.00934
2020-10-18,7.94392
2020-10-19,16.35514
2020-10-20,17.52336
2020-10-21,11.91588
2020-10-22,17.757
2020-10-23,14.48598
2020-10-24,10.28037
2020-10-25,11.21495
2020-10-26,22.19626
2020-10-27,19.39252
2020-10-28,17.28971
2020-10-29,14.01869
2020-10-30,11.44859
2020-10-31,8.64485
2020-11-01,5.60747
2020-11-02,16.58878
2020-11-03,12.61682
2020-11-04,12.85046
2020-11-05,10.28037
2020-11-06,8.8785
2020-11-07,10.74766
2020-11-08,10.51401
2020-11-09,16.35514
2020-11-10,17.05607
2020-11-11,12.38317
2020-11-12,13.31775
2020-11-13,9.57943
2020-11-14,11.21495
2020-11-15,13.5514
2020-11-16,12.61682
2020-11-17,17.52336
2020-11-18,16.58878
2020-11-19,10.9813
2020-11-20,10.9813
2020-11-21,10.28037
2020-11-22,11.68224
2020-11-23,18.69158
2020-11-24,11.21495
2020-11-25,11.44859
2020-11-26,15.6542
2020-11-27,9.57943
2020-11-28,11.44859
2020-11-29,7.24299
2020-11-30,12.38317
2020-12-01,13.78504
2020-12-02,15.88785
2020-12-03,10.28037
2020-12-04,13.78504
2020-12-05,7.47663
2020-12-06,11.44859
2020-12-07,16.35514
2020-12-08,14.48598
2020-12-09,17.99065
2020-12-10,14.01869
2020-12-11,13.31775
2020-12-12,8.64485
2020-12-13,8.8785
2020-12-14,14.95327
2020-12-15,19.15887
2020-12-16,11.91588
2020-12-17,14.71962
2020-12-18,16.82242
2020-12-19,11.21495
2020-12-20,11.21495
2020-12-21,19.39252
2020-12-22,16.35514
2020-12-23,12.14953
2020-12-24,12.38317
2020-12-25,11.44859
2020-12-26,11.68224
2020-12-27,12.61682
2020-12-28,15.88785
2020-12-29,14.25233
2020-12-30,11.91588
2020-12-31,12.38317
2021-01-01,11.44859
2021-01-02,12.85046
2021-01-03,11.68224
2021-01-04,19.39252
2021-01-05,18.22429
2021-01-06,19.39252
2021-01-07,14.95327
2021-01-08,15.42056
2021-01-09,9.34579
2021-01-10,8.8785
2021-01-11,16.35514
2021-01-12,18.22429
2021-01-13,34.57943
2021-01-14,88.31775
2021-01-15,29.43925
2021-01-16,20.56074
2021-01-17,19.85981
2021-01-18,25.0
2021-01-19,22.4299
2021-01-20,20.79439
2021-01-21,15.18691
2021-01-22,15.88785
2021-01-23,18.69158
2021-01-24,10.51401
2021-01-25,26.40186
2021-01-26,24.06542
2021-01-27,14.95327
2021-01-28,20.3271
2021-01-29,16.35514
2021-01-30,9.81308
2021-01-31,13.08411
2021-02-01,17.757
2021-02-02,14.01869
2021-02-03,13.08411
2021-02-04,16.35514
2021-02-05,17.05607
2021-02-06,16.35514
2021-02-07,16.82242
2021-02-08,16.58878
2021-02-09,16.12149
2021-02-10,15.88785
2021-02-11,11.44859
2021-02-12,9.81308
2021-02-13,15.88785
2021-02-14,18.92523
2021-02-15,21.02803
2021-02-16,23.59813
2021-02-17,24.29906
2021-02-18,44.39252
2021-02-19,18.45794
2021-02-20,12.85046
2021-02-21,13.31775
2021-02-22,26.16822
2021-02-23,17.52336
2021-02-24,21.96261
2021-02-25,17.99065
2021-02-26,15.18691
2021-02-27,9.34579
2021-02-28,14.71962
2021-03-01,13.5514
2021-03-02,15.6542
2021-03-03,16.35514
2021-03-04,16.58878
2021-03-05,14.95327
2021-03-06,10.04672
2021-03-07,10.9813
2021-03-08,20.56074
2021-03-09,14.95327
2021-03-10,19.62616
2021-03-11,17.52336
2021-03-12,17.05607
2021-03-13,14.95327
2021-03-14,14.48598
2021-03-15,18.92523
2021-03-16,14.71962
2021-03-17,14.48598
2021-03-18,16.35514
2021-03-19,14.95327
2021-03-20,11.44859
2021-03-21,10.9813
2021-03-22,18.69158
2021-03-23,19.62616
2021-03-24,18.22429
2021-03-25,16.58878
2021-03-26,14.71962
2021-03-27,10.9813
2021-03-28,16.12149
2021-03-29,15.6542
2021-03-30,17.99065
2021-03-31,16.82242
2021-04-01,14.01869
2021-04-02,14.48598
2021-04-03,9.81308
2021-04-04,15.6542
2021-04-05,13.78504
2021-04-06,14.48598
2021-04-07,17.28971
2021-04-08,16.12149
2021-04-09,14.71962
2021-04-10,8.8785
2021-04-11,11.91588
2021-04-12,17.99065
2021-04-13,14.25233
2021-04-14,13.5514
2021-04-15,15.42056
2021-04-16,15.42056
2021-04-17,9.57943
2021-04-18,13.08411
2021-04-19,18.92523
2021-04-20,14.95327
2021-04-21,14.01869
2021-04-22,16.58878
2021-04-23,10.04672
2021-04-24,14.25233
2021-04-25,12.85046
2021-04-26,19.15887
2021-04-27,15.18691
2021-04-28,15.42056
2021-04-29,13.31775
2021-04-30,16.35514
2021-05-01,9.57943
2021-05-02,10.74766
2021-05-03,15.6542
2021-05-04,11.21495
2021-05-05,10.04672
2021-05-06,13.78504
2021-05-07,15.6542
2021-05-08,11.21495
2021-05-09,9.81308
2021-05-10,15.42056
2021-05-11,19.15887
2021-05-12,17.52336
2021-05-13,14.48598
2021-05-14,14.25233
2021-05-15,14.01869
2021-05-16,12.14953
2021-05-17,23.36448
2021-05-18,15.6542
2021-05-19,15.42056
2021-05-20,17.757
2021-05-21,17.05607
2021-05-22,6.54205
2021-05-23,10.9813
2021-05-24,25.46728
2021-05-25,18.92523
2021-05-26,13.08411
2021-05-27,15.42056
2021-05-28,14.48598
2021-05-29,12.85046
2021-05-30,9.81308
2021-05-31,12.61682
2021-06-01,15.42056
2021-06-02,13.5514
2021-06-03,17.28971
2021-06-04,13.78504
2021-06-05,10.51401
2021-06-06,10.04672
2021-06-07,18.45794
2021-06-08,17.52336
2021-06-09,14.48598
2021-06-10,14.95327
2021-06-11,9.34579
2021-06-12,10.74766
2021-06-13,13.08411
2021-06-14,17.05607
2021-06-15,22.19626
2021-06-16,14.95327
2021-06-17,12.61682
2021-06-18,9.57943
2021-06-19,8.41121
2021-06-20,9.34579
2021-06-21,14.48598
2021-06-22,16.82242
2021-06-23,17.757
2021-06-24,19.85981
2021-06-25,16.82242
2021-06-26,12.38317
2021-06-27,11.68224
2021-06-28,13.31775
2021-06-29,14.48598
2021-06-30,12.85046
2021-07-01,13.78504
2021-07-02,12.38317
2021-07-03,11.44859
2021-07-04,12.38317
2021-07-05,17.52336
2021-07-06,15.18691
2021-07-07,15.88785
2021-07-08,13.78504
2021-07-09,14.95327
2021-07-10,10.28037
2021-07-11,8.17757
2021-07-12,18.92523
2021-07-13,11.68224
2021-07-14,16.58878
2021-07-15,16.82242
2021-07-16,18.92523
2021-07-17,8.41121
2021-07-18,13.08411
2021-07-19,23.13084
2021-07-20,14.95327
2021-07-21,15.42056
2021-07-22,14.25233
2021-07-23,15.42056
2021-07-24,9.81308
2021-07-25,12.14953
2021-07-26,17.05607
2021-07-27,22.89719
2021-07-28,21.26168
2021-07-29,14.71962
2021-07-30,13.5514
2021-07-31,10.28037
2021-08-01,17.05607
2021-08-02,17.28971
2021-08-03,19.15887
2021-08-04,12.85046
2021-08-05,18.22429
2021-08-06,15.18691
2021-08-07,11.44859
2021-08-08,11.68224
2021-08-09,22.19626
2021-08-10,62.61682
2021-08-11,40.88785
2021-08-12,25.46728
2021-08-13,23.83177
2021-08-14,16.82242
2021-08-15,18.22429
2021-08-16,21.49532
2021-08-17,19.62616
2021-08-18,24.06542
2021-08-19,23.59813
2021-08-20,19.39252
2021-08-21,17.99065
2021-08-22,14.71962
2021-08-23,23.59813
2021-08-24,21.26168
2021-08-25,18.45794
2021-08-26,22.4299
2021-08-27,17.99065
2021-08-28,10.9813
2021-08-29,13.78504
2021-08-30,24.53271
2021-08-31,21.72897
2021-09-01,22.19626
2021-09-02,22.4299
2021-09-03,17.99065
2021-09-04,15.18691
2021-09-05,15.42056
2021-09-06,24.76635
2021-09-07,21.02803
2021-09-08,21.49532
2021-09-09,16.12149
2021-09-10,16.58878
2021-09-11,13.08411
2021-09-12,15.18691
2021-09-13,20.56074
2021-09-14,23.13084
2021-09-15,21.96261
2021-09-16,18.92523
2021-09-17,16.35514
2021-09-18,11.21495
2021-09-19,10.51401
2021-09-20,13.5514
2021-09-21,14.71962
2021-09-22,10.04672
2021-09-23,24.06542
2021-09-24,16.58878
2021-09-25,9.81308
2021-09-26,11.44859
2021-09-27,19.62616
2021-09-28,16.58878
2021-09-29,22.66355
2021-09-30,14.48598
2021-10-01,19.39252
2021-10-02,8.8785
2021-10-03,8.41121
2021-10-04,15.18691
2021-10-05,18.92523
2021-10-06,18.92523
2021-10-07,20.09345
2021-10-08,11.91588
2021-10-09,11.68224
2021-10-10,10.74766
2021-10-11,11.91588
2021-10-12,18.45794
2021-10-13,21.72897
2021-10-14,17.757
2021-10-15,15.18691
2021-10-16,14.95327
2021-10-17,9.34579
2021-10-18,14.01869
2021-10-19,18.45794
2021-10-20,16.35514
2021-10-21,13.08411
2021-10-22,8.41121
2021-10-23,11.44859
2021-10-24,12.14953
2021-10-25,18.22429
2021-10-26,22.66355
2021-10-27,20.79439
2021-10-28,15.6542
2021-10-29,12.61682
2021-10-30,13.78504
2021-10-31,13.78504
2021-11-01,17.28971
2021-11-02,18.69158
2021-11-03,14.25233
2021-11-04,11.44859
2021-11-05,12.85046
2021-11-06,9.34579
2021-11-07,11.68224
2021-11-08,17.52336
2021-11-09,14.01869
2021-11-10,15.88785
2021-11-11,12.61682
2021-11-12,14.01869
2021-11-13,13.08411
2021-11-14,7.47663
2021-11-15,16.35514
2021-11-16,20.3271
2021-11-17,10.51401
2021-11-18,14.48598
2021-11-19,15.88785
2021-11-20,7.47663
2021-11-21,11.68224
2021-11-22,18.22429
2021-11-23,17.757
2021-11-24,14.48598
2021-11-25,18.92523
2021-11-26,14.95327
2021-11-27,8.41121
2021-11-28,8.8785
2021-11-29,21.72897
2021-11-30,14.01869
2021-12-01,15.88785
2021-12-02,12.85046
2021-12-03,16.12149
2021-12-04,11.91588
2021-12-05,11.21495
2021-12-06,17.757
2021-12-07,17.52336
2021-12-08,14.71962
2021-12-09,16.35514
2021-12-10,14.48598
2021-12-11,7.24299
2021-12-12,14.48598
2021-12-13,20.3271
2021-12-14,18.92523
2021-12-15,17.28971
2021-12-16,12.14953
2021-12-17,10.9813
2021-12-18,8.17757
2021-12-19,12.14953
2021-12-20,15.88785
2021-12-21,17.757
2021-12-22,12.14953
2021-12-23,18.69158
2021-12-24,14.25233
2021-12-25,9.81308
2021-12-26,12.14953
2021-12-27,17.99065
2021-12-28,20.3271
2021-12-29,19.62616
2021-12-30,15.42056
2021-12-31,15.88785
2022-01-01,14.25233
2022-01-02,13.78504
2022-01-03,20.09345
2022-01-04,20.56074
2022-01-05,18.92523
2022-01-06,17.757
2022-01-07,21.02803
2022-01-08,17.52336
2022-01-09,12.85046
2022-01-10,20.79439
2022-01-11,19.15887
2022-01-12,19.15887
2022-01-13,21.49532
2022-01-14,18.22429
2022-01-15,11.91588
2022-01-16,13.31775
2022-01-17,24.76635
2022-01-18,14.71962
2022-01-19,16.82242
2022-01-20,20.3271
2022-01-21,15.18691
2022-01-22,12.61682
2022-01-23,13.31775
2022-01-24,18.69158
2022-01-25,16.12149
2022-01-26,19.62616
2022-01-27,17.757
2022-01-28,11.68224
2022-01-29,9.57943
2022-01-30,13.31775
2022-01-31,10.28037
2022-02-01,10.9813
2022-02-02,10.04672
2022-02-03,18.22429
2022-02-04,17.99065
2022-02-05,14.95327
2022-02-06,10.74766
2022-02-07,19.15887
2022-02-08,18.22429
2022-02-09,15.88785
2022-02-10,20.79439
2022-02-11,18.22429
2022-02-12,10.9813
2022-02-13,13.08411
2022-02-14,19.62616
2022-02-15,25.46728
2022-02-16,15.6542
2022-02-17,15.42056
2022-02-18,18.45794
2022-02-19,10.28037
2022-02-20,9.11214
2022-02-21,17.757
2022-02-22,21.72897
2022-02-23,22.19626
2022-02-24,17.52336
2022-02-25,16.12149
2022-02-26,9.57943
2022-02-27,10.9813
2022-02-28,15.18691
2022-03-01,15.18691
2022-03-02,17.757
2022-03-03,15.6542
2022-03-04,15.42056
2022-03-05,9.11214
2022-03-06,10.9813
2022-03-07,20.79439
2022-03-08,18.45794
2022-03-09,13.5514
2022-03-10,12.14953
2022-03-11,15.18691
2022-03-12,13.31775
2022-03-13,13.78504
2022-03-14,21.96261
2022-03-15,17.99065
2022-03-16,17.52336
2022-03-17,14.01869
2022-03-18,18.22429
2022-03-19,9.57943
2022-03-20,16.12149
2022-03-21,16.35514
2022-03-22,18.45794
2022-03-23,19.39252
2022-03-24,15.42056
2022-03-25,11.21495
2022-03-26,9.11214
2022-03-27,14.01869
2022-03-28,20.09345
2022-03-29,16.82242
2022-03-30,18.69158
2022-03-31,13.31775
2022-04-01,12.61682
2022-04-02,10.74766
2022-04-03,8.64485
2022-04-04,16.58878
2022-04-05,16.82242
2022-04-06,18.69158
2022-04-07,14.01869
2022-04-08,18.69158
2022-04-09,8.8785
2022-04-10,9.81308
2022-04-11,17.52336
2022-04-12,16.58878
2022-04-13,12.85046
2022-04-14,16.12149
2022-04-15,14.01869
2022-04-16,12.61682
2022-04-17,14.25233
2022-04-18,18.22429
2022-04-19,16.58878
2022-04-20,17.99065
2022-04-21,14.95327
2022-04-22,12.85046
2022-04-23,9.11214
2022-04-24,11.68224
2022-04-25,14.95327
2022-04-26,15.88785
2022-04-27,11.68224
2022-04-28,15.18691
2022-04-29,10.9813
2022-04-30,7.94392
2022-05-01,16.82242
2022-05-02,19.85981
2022-05-03,17.05607
2022-05-04,20.79439
2022-05-05,11.91588
2022-05-06,20.79439
2022-05-07,10.9813
2022-05-08,15.6542
2022-05-09,19.15887
2022-05-10,17.05607
2022-05-11,14.48598
2022-05-12,19.39252
2022-05-13,14.71962
2022-05-14,12.14953
2022-05-15,15.42056
2022-05-16,20.3271
2022-05-17,16.35514
2022-05-18,13.5514
2022-05-19,13.31775
2022-05-20,14.25233
2022-05-21,10.51401
2022-05-22,8.64485
2022-05-23,21.96261
2022-05-24,15.6542
2022-05-25,15.18691
2022-05-26,11.91588
2022-05-27,13.78504
2022-05-28,10.74766
2022-05-29,10.51401
2022-05-30,17.28971
2022-05-31,14.01869
2022-06-01,8.64485
2022-06-02,14.71962
2022-06-03,12.14953
2022-06-04,10.04672
2022-06-05,7.24299
2022-06-06,10.04672
2022-06-07,13.5514
2022-06-08,15.42056
2022-06-09,14.48598
2022-06-10,13.5514
2022-06-11,8.41121
2022-06-12,15.18691
2022-06-13,16.35514
2022-06-14,18.45794
2022-06-15,20.09345
2022-06-16,15.88785
2022-06-17,14.25233
2022-06-18,10.04672
2022-06-19,10.74766
2022-06-20,16.12149
2022-06-21,18.45794
2022-06-22,12.38317
2022-06-23,16.35514
2022-06-24,12.85046
2022-06-25,12.61682
2022-06-26,10.28037
2022-06-27,18.22429
2022-06-28,19.39252
2022-06-29,19.62616
2022-06-30,14.71962
2022-07-01,10.04672
2022-07-02,10.51401
2022-07-03,12.85046
2022-07-04,18.92523
2022-07-05,16.35514
2022-07-06,15.88785
2022-07-07,11.68224
2022-07-08,14.71962
2022-07-09,7.24299
2022-07-10,9.11214
2022-07-11,14.95327
2022-07-12,16.35514
2022-07-13,17.28971
2022-07-14,17.28971
2022-07-15,12.14953
2022-07-16,10.51401
2022-07-17,10.28037
2022-07-18,16.35514
2022-07-19,13.31775
2022-07-20,14.01869
2022-07-21,13.78504
2022-07-22,15.88785
2022-07-23,7.24299
2022-07-24,10.04672
2022-07-25,21.02803
2022-07-26,15.42056
2022-07-27,13.08411
2022-07-28,15.18691
2022-07-29,14.71962
2022-07-30,8.41121
2022-07-31,10.51401
2022-08-01,14.01869
2022-08-02,17.05607
2022-08-03,20.3271
2022-08-04,15.42056
2022-08-05,15.6542
2022-08-06,11.21495
2022-08-07,7.24299
2022-08-08,14.01869
2022-08-09,16.58878
2022-08-10,20.79439
2022-08-11,17.99065
2022-08-12,15.88785
2022-08-13,10.04672
2022-08-14,10.74766
2022-08-15,9.81308
2022-08-16,20.56074
2022-08-17,14.95327
2022-08-18,17.52336
2022-08-19,17.99065
2022-08-20,10.28037
2022-08-21,12.61682
2022-08-22,15.42056
2022-08-23,18.22429
2022-08-24,14.95327
2022-08-25,17.99065
2022-08-26,18.45794
2022-08-27,10.28037
2022-08-28,10.28037
2022-08-29,16.82242
2022-08-30,19.15887
2022-08-31,18.45794
2022-09-01,14.25233
2022-09-02,14.95327
2022-09-03,9.81308
2022-09-04,12.85046
2022-09-05,14.71962
2022-09-06,18.92523
2022-09-07,12.85046
2022-09-08,14.01869
2022-09-09,11.91588
2022-09-10,6.7757
2022-09-11,12.61682
2022-09-12,11.21495
2022-09-13,23.59813
2022-09-14,21.26168
2022-09-15,19.39252
2022-09-16,17.52336
2022-09-17,11.21495
2022-09-18,15.42056
2022-09-19,17.99065
2022-09-20,14.71962
2022-09-21,15.18691
2022-09-22,14.95327
2022-09-23,10.9813
2022-09-24,7.94392
2022-09-25,11.44859
2022-09-26,14.95327
2022-09-27,19.62616
2022-09-28,14.71962
2022-09-29,14.48598
2022-09-30,12.85046
2022-10-01,8.41121
2022-10-02,11.44859
2022-10-03,9.34579
2022-10-04,18.45794
2022-10-05,18.45794
2022-10-06,18.92523
2022-10-07,13.08411
2022-10-08,10.74766
2022-10-09,10.51401
2022-10-10,12.61682
2022-10-11,19.15887
2022-10-12,16.12149
2022-10-13,16.58878
2022-10-14,14.71962
2022-10-15,13.5514
2022-10-16,11.91588
2022-10-17,15.18691
2022-10-18,19.15887
2022-10-19,18.69158
2022-10-20,18.92523
2022-10-21,17.28971
2022-10-22,8.17757
2022-10-23,12.14953
2022-10-24,19.85981
2022-10-25,17.52336
2022-10-26,14.48598
2022-10-27,12.61682
2022-10-28,12.14953
2022-10-29,10.28037
2022-10-30,9.11214
2022-10-31,18.92523
2022-11-01,18.22429
2022-11-02,14.01869
2022-11-03,13.31775
2022-11-04,14.95327
2022-11-05,7.47663
2022-11-06,11.91588
2022-11-07,16.82242
2022-11-08,15.18691
2022-11-09,14.01869
2022-11-10,18.22429
2022-11-11,12.14953
2022-11-12,10.04672
2022-11-13,11.91588
2022-11-14,16.35514
2022-11-15,14.95327
2022-11-16,15.88785
2022-11-17,14.25233
2022-11-18,13.31775
2022-11-19,11.21495
2022-11-20,10.28037
2022-11-21,20.3271
2022-11-22,12.38317
2022-11-23,13.5514
2022-11-24,11.91588
2022-11-25,12.85046
2022-11-26,10.28037
2022-11-27,6.7757
2022-11-28,14.71962
2022-11-29,10.51401
2022-11-30,19.62616
2022-12-01,16.12149
2022-12-02,16.12149
2022-12-03,9.57943
2022-12-04,9.34579
2022-12-05,14.25233
2022-12-06,16.58878
2022-12-07,18.45794
2022-12-08,13.08411
2022-12-09,15.42056
2022-12-10,12.14953
2022-12-11,10.28037
2022-12-12,17.28971
2022-12-13,18.22429
2022-12-14,16.12149
2022-12-15,13.08411
2022-12-16,16.82242
2022-12-17,9.81308
2022-12-18,8.64485
2022-12-19,17.99065
2022-12-20,18.22429
2022-12-21,14.01869
2022-12-22,17.05607
2022-12-23,15.42056
2022-12-24,9.34579
2022-12-25,10.51401
2022-12-26,18.92523
2022-12-27,18.22429
2022-12-28,17.05607
2022-12-29,17.757
2022-12-30,13.5514
2022-12-31,12.61682
2023-01-01,21.96261
2023-01-02,28.97196
2023-01-03,27.80373
2023-01-04,30.14018
2023-01-05,20.09345
2023-01-06,21.96261
2023-01-07,14.48598
2023-01-08,14.48598
2023-01-09,21.49532
2023-01-10,21.96261
2023-01-11,59.11214
2023-01-12,40.6542
2023-01-13,18.69158
2023-01-14,15.6542
2023-01-15,20.79439
2023-01-16,22.66355
2023-01-17,18.69158
2023-01-18,21.02803
2023-01-19,17.28971
2023-01-20,13.08411
2023-01-21,8.8785
2023-01-22,10.04672
2023-01-23,7.24299
2023-01-24,9.57943
2023-01-25,22.66355
2023-01-26,17.99065
2023-01-27,16.82242
2023-01-28,14.48598
2023-01-29,11.91588
2023-01-30,20.3271
2023-01-31,20.56074
2023-02-01,17.99065
2023-02-02,17.757
2023-02-03,16.58878
2023-02-04,14.48598
2023-02-05,10.28037
2023-02-06,24.53271
2023-02-07,21.72897
2023-02-08,21.02803
2023-02-09,21.02803
2023-02-10,19.39252
2023-02-11,11.68224
2023-02-12,14.95327
2023-02-13,22.66355
2023-02-14,17.99065
2023-02-15,21.72897
2023-02-16,19.62616
2023-02-17,21.02803
2023-02-18,12.61682
2023-02-19,14.95327
2023-02-20,22.4299
2023-02-21,18.69158
2023-02-22,17.05607
2023-02-23,20.09345
2023-02-24,21.02803
2023-02-25,16.58878
2023-02-26,11.91588
2023-02-27,24.06542
2023-02-28,20.56074
2023-03-01,13.5514
2023-03-02,21.72897
2023-03-03,17.28971
2023-03-04,12.85046
2023-03-05,12.85046
2023-03-06,18.69158
2023-03-07,22.4299
2023-03-08,24.29906
2023-03-09,19.85981
2023-03-10,14.01869
2023-03-11,13.31775
2023-03-12,12.85046
2023-03-13,19.62616
2023-03-14,23.36448
2023-03-15,22.19626
2023-03-16,23.83177
2023-03-17,20.79439
2023-03-18,14.71962
2023-03-19,14.01869
2023-03-20,19.39252
2023-03-21,20.79439
2023-03-22,19.85981
2023-03-23,16.58878
2023-03-24,21.49532
2023-03-25,23.59813
2023-03-26,23.13084
2023-03-27,32.24299
2023-03-28,29.90654
2023-03-29,29.2056
2023-03-30,32.94392
2023-03-31,29.90654
2023-04-01,22.19626
2023-04-02,24.76635
2023-04-03,33.41121
2023-04-04,28.27102
2023-04-05,25.0
2023-04-06,25.93457
2023-04-07,14.71962
2023-04-08,12.61682
2023-04-09,14.71962
2023-04-10,23.83177
2023-04-11,22.66355
2023-04-12,23.13084
2023-04-13,19.85981
2023-04-14,15.6542
2023-04-15,11.68224
2023-04-16,12.14953
2023-04-17,20.3271
2023-04-18,17.99065
2023-04-19,18.45794
2023-04-20,21.72897
2023-04-21,16.58878
2023-04-22,14.25233
2023-04-23,14.25233
2023-04-24,23.13084
2023-04-25,20.09345
2023-04-26,31.07476
2023-04-27,29.90654
2023-04-28,25.70093
2023-04-29,25.46728
2023-04-30,17.52336
2023-05-01,21.26168
2023-05-02,25.93457
2023-05-03,23.59813
2023-05-04,21.72897
2023-05-05,17.28971
2023-05-06,17.28971
2023-05-07,14.95327
2023-05-08,20.3271
2023-05-09,21.96261
2023-05-10,28.50467
2023-05-11,28.27102
2023-05-12,22.4299
2023-05-13,15.42056
2023-05-14,15.42056
2023-05-15,30.84112
2023-05-16,27.57009
2023-05-17,26.40186
2023-05-18,23.83177
2023-05-19,23.36448
2023-05-20,16.58878
2023-05-21,14.48598
2023-05-22,25.70093
2023-05-23,29.2056
2023-05-24,27.57009
2023-05-25,29.67289
2023-05-26,21.96261
2023-05-27,12.38317
2023-05-28,14.25233
2023-05-29,16.82242
