date,삼천리주가
2020-03-20,0.21691
2020-03-21,0.04572
2020-03-22,0.03869
2020-03-23,0.1665
2020-03-24,0.19229
2020-03-25,0.21105
2020-03-26,0.19581
2020-03-27,0.1876
2020-03-28,0.02227
2020-03-29,0.02345
2020-03-30,0.18408
2020-03-31,0.15243
2020-04-01,0.16532
2020-04-02,0.16063
2020-04-03,0.15712
2020-04-04,0.03634
2020-04-05,0.03283
2020-04-06,0.18526
2020-04-07,0.14773
2020-04-08,0.17236
2020-04-09,0.15125
2020-04-10,0.15008
2020-04-11,0.03048
2020-04-12,0.02345
2020-04-13,0.1067
2020-04-14,0.12311
2020-04-15,0.03986
2020-04-16,0.11842
2020-04-17,0.13835
2020-04-18,0.03986
2020-04-19,0.01289
2020-04-20,0.15946
2020-04-21,0.14187
2020-04-22,0.14891
2020-04-23,0.13718
2020-04-24,0.13366
2020-04-25,0.01993
2020-04-26,0.02814
2020-04-27,0.16415
2020-04-28,0.15243
2020-04-29,0.1407
2020-04-30,0.11021
2020-05-01,0.04572
2020-05-02,0.02345
2020-05-03,0.03048
2020-05-04,0.14539
2020-05-05,0.04338
2020-05-06,0.13835
2020-05-07,0.1149
2020-05-08,0.12311
2020-05-09,0.03752
2020-05-10,0.02814
2020-05-11,0.0938
2020-05-12,0.11256
2020-05-13,0.09145
2020-05-14,0.09263
2020-05-15,0.13366
2020-05-16,0.02345
2020-05-17,0.02227
2020-05-18,0.12077
2020-05-19,0.1407
2020-05-20,0.13249
2020-05-21,0.19698
2020-05-22,0.21574
2020-05-23,0.06683
2020-05-24,0.0551
2020-05-25,0.26147
2020-05-26,0.23568
2020-05-27,0.22864
2020-05-28,0.17822
2020-05-29,0.20167
2020-05-30,0.06214
2020-05-31,0.05276
2020-06-01,0.30017
2020-06-02,0.25678
2020-06-03,0.26264
2020-06-04,0.20871
2020-06-05,0.19346
2020-06-06,0.05745
2020-06-07,0.03165
2020-06-08,0.20284
2020-06-09,0.18174
2020-06-10,0.15594
2020-06-11,0.14539
2020-06-12,0.15243
2020-06-13,0.03283
2020-06-14,0.04807
2020-06-15,0.2005
2020-06-16,0.14773
2020-06-17,0.13366
2020-06-18,0.13718
2020-06-19,0.15946
2020-06-20,0.02579
2020-06-21,0.02345
2020-06-22,0.1536
2020-06-23,0.13953
2020-06-24,0.12897
2020-06-25,0.13366
2020-06-26,0.11959
2020-06-27,0.02814
2020-06-28,0.02462
2020-06-29,0.1278
2020-06-30,0.10904
2020-07-01,0.10201
2020-07-02,0.12077
2020-07-03,0.15946
2020-07-04,0.02931
2020-07-05,0.01524
2020-07-06,0.13132
2020-07-07,0.1278
2020-07-08,0.09614
2020-07-09,0.10552
2020-07-10,0.11139
2020-07-11,0.03634
2020-07-12,0.034
2020-07-13,0.13835
2020-07-14,0.17588
2020-07-15,0.15008
2020-07-16,0.11021
2020-07-17,0.10552
2020-07-18,0.034
2020-07-19,0.08442
2020-07-20,0.17119
2020-07-21,0.11959
2020-07-22,0.11139
2020-07-23,0.09145
2020-07-24,0.11373
2020-07-25,0.01993
2020-07-26,0.03986
2020-07-27,0.13132
2020-07-28,0.13484
2020-07-29,0.0938
2020-07-30,0.0938
2020-07-31,0.09849
2020-08-01,0.05041
2020-08-02,0.02579
2020-08-03,0.1067
2020-08-04,0.13015
2020-08-05,0.09145
2020-08-06,0.09732
2020-08-07,0.07152
2020-08-08,0.02345
2020-08-09,0.02462
2020-08-10,0.10318
2020-08-11,0.10201
2020-08-12,0.09732
2020-08-13,0.08207
2020-08-14,0.09497
2020-08-15,0.01993
2020-08-16,0.02227
2020-08-17,0.03752
2020-08-18,0.09145
2020-08-19,0.09497
2020-08-20,0.08207
2020-08-21,0.09849
2020-08-22,0.04221
2020-08-23,0.01758
2020-08-24,0.0938
2020-08-25,0.08794
2020-08-26,0.07035
2020-08-27,0.09732
2020-08-28,0.10201
2020-08-29,0.02579
2020-08-30,0.02814
2020-08-31,0.11256
2020-09-01,0.10201
2020-09-02,0.10201
2020-09-03,0.12311
2020-09-04,0.09849
2020-09-05,0.03986
2020-09-06,0.0211
2020-09-07,0.11959
2020-09-08,0.10787
2020-09-09,0.12428
2020-09-10,0.2814
2020-09-11,0.25209
2020-09-12,0.06214
2020-09-13,0.0551
2020-09-14,0.22395
2020-09-15,0.26499
2020-09-16,0.25209
2020-09-17,0.18643
2020-09-18,0.15477
2020-09-19,0.04807
2020-09-20,0.02579
2020-09-21,0.12428
2020-09-22,0.13132
2020-09-23,0.13601
2020-09-24,0.10083
2020-09-25,0.13366
2020-09-26,0.02345
2020-09-27,0.03048
2020-09-28,0.13015
2020-09-29,0.10904
2020-09-30,0.02462
2020-10-01,0.0211
2020-10-02,0.02227
2020-10-03,0.00938
2020-10-04,0.02814
2020-10-05,0.09614
2020-10-06,0.09732
2020-10-07,0.10318
2020-10-08,0.09145
2020-10-09,0.03517
2020-10-10,0.03517
2020-10-11,0.02931
2020-10-12,0.13484
2020-10-13,0.1149
2020-10-14,0.09849
2020-10-15,0.09849
2020-10-16,0.09263
2020-10-17,0.02462
2020-10-18,0.05628
2020-10-19,0.13718
2020-10-20,0.14539
2020-10-21,0.11959
2020-10-22,0.13484
2020-10-23,0.10904
2020-10-24,0.03048
2020-10-25,0.02696
2020-10-26,0.07856
2020-10-27,0.09614
2020-10-28,0.07504
2020-10-29,0.08207
2020-10-30,0.08442
2020-10-31,0.00938
2020-11-01,0.01758
2020-11-02,0.09497
2020-11-03,0.09849
2020-11-04,0.09263
2020-11-05,0.09263
2020-11-06,0.11139
2020-11-07,0.01289
2020-11-08,0.00938
2020-11-09,0.10083
2020-11-10,0.1067
2020-11-11,0.11139
2020-11-12,0.10552
2020-11-13,0.10552
2020-11-14,0.01172
2020-11-15,0.01758
2020-11-16,0.15477
2020-11-17,0.12077
2020-11-18,0.13366
2020-11-19,0.08325
2020-11-20,0.0809
2020-11-21,0.01055
2020-11-22,0.02931
2020-11-23,0.09145
2020-11-24,0.11373
2020-11-25,0.1149
2020-11-26,0.10552
2020-11-27,0.11842
2020-11-28,0.02345
2020-11-29,0.02462
2020-11-30,0.10201
2020-12-01,0.09614
2020-12-02,0.1149
2020-12-03,0.11725
2020-12-04,0.08911
2020-12-05,0.03634
2020-12-06,0.0211
2020-12-07,0.09263
2020-12-08,0.09497
2020-12-09,0.09145
2020-12-10,0.09263
2020-12-11,0.11959
2020-12-12,0.01524
2020-12-13,0.03048
2020-12-14,0.14773
2020-12-15,0.07504
2020-12-16,0.13601
2020-12-17,0.1278
2020-12-18,0.10552
2020-12-19,0.06097
2020-12-20,0.03634
2020-12-21,0.1278
2020-12-22,0.10435
2020-12-23,0.10787
2020-12-24,0.10435
2020-12-25,0.02462
2020-12-26,0.0082
2020-12-27,0.03283
2020-12-28,0.13249
2020-12-29,0.13718
2020-12-30,0.12663
2020-12-31,0.04807
2021-01-01,0.02462
2021-01-02,0.01641
2021-01-03,0.04338
2021-01-04,0.17001
2021-01-05,0.14187
2021-01-06,0.19464
2021-01-07,0.20284
2021-01-08,0.19698
2021-01-09,0.06331
2021-01-10,0.05041
2021-01-11,0.22043
2021-01-12,0.20636
2021-01-13,0.19346
2021-01-14,0.19815
2021-01-15,0.15594
2021-01-16,0.03165
2021-01-17,0.03283
2021-01-18,0.16532
2021-01-19,0.15477
2021-01-20,0.15477
2021-01-21,0.13835
2021-01-22,0.14304
2021-01-23,0.034
2021-01-24,0.03517
2021-01-25,0.17001
2021-01-26,0.15594
2021-01-27,0.11842
2021-01-28,0.14539
2021-01-29,0.15829
2021-01-30,0.03752
2021-01-31,0.01993
2021-02-01,0.1536
2021-02-02,0.13484
2021-02-03,0.10787
2021-02-04,0.09732
2021-02-05,0.11608
2021-02-06,0.03986
2021-02-07,0.04455
2021-02-08,0.13015
2021-02-09,0.10787
2021-02-10,0.09614
2021-02-11,0.0211
2021-02-12,0.0211
2021-02-13,0.02462
2021-02-14,0.02814
2021-02-15,0.12663
2021-02-16,0.11256
2021-02-17,0.11373
2021-02-18,0.13484
2021-02-19,0.20284
2021-02-20,0.04338
2021-02-21,0.03283
2021-02-22,0.13484
2021-02-23,0.12663
2021-02-24,0.14422
2021-02-25,0.14304
2021-02-26,0.12194
2021-02-27,0.02814
2021-02-28,0.04807
2021-03-01,0.02696
2021-03-02,0.12077
2021-03-03,0.12194
2021-03-04,0.0938
2021-03-05,0.12311
2021-03-06,0.04572
2021-03-07,0.04807
2021-03-08,0.13015
