date,TQQQ
2020-09-22,5.33684
2020-09-23,3.64839
2020-09-24,4.92109
2020-09-25,2.98659
2020-09-26,2.90174
2020-09-27,1.86662
2020-09-28,2.8678
2020-09-29,3.32597
2020-09-30,3.27507
2020-10-01,3.68233
2020-10-02,5.44714
2020-10-03,4.41201
2020-10-04,2.22297
2020-10-05,2.91871
2020-10-06,3.33446
2020-10-07,3.39385
2020-10-08,3.39385
2020-10-09,2.85932
2020-10-10,3.46173
2020-10-11,1.61208
2020-10-12,3.60597
2020-10-13,6.21924
2020-10-14,4.56473
2020-10-15,3.57203
2020-10-16,3.02901
2020-10-17,2.21449
2020-10-18,1.52723
2020-10-19,2.03631
2020-10-20,3.21567
2020-10-21,2.91871
2020-10-22,2.84235
2020-10-23,2.55387
2020-10-24,1.84116
2020-10-25,1.38299
2020-10-26,1.79025
2020-10-27,3.26658
2020-10-28,3.18174
2020-10-29,5.31138
2020-10-30,3.84354
2020-10-31,4.12353
2020-11-01,1.66298
2020-11-02,2.54539
2020-11-03,3.41931
2020-11-04,6.46529
2020-11-05,6.7368
2020-11-06,5.0823
2020-11-07,3.52112
2020-11-08,2.26539
2020-11-09,4.19989
2020-11-10,6.02409
2020-11-11,4.45443
2020-11-12,3.59748
2020-11-13,3.19871
2020-11-14,2.206
2020-11-15,1.39148
2020-11-16,2.07873
2020-11-17,3.1478
2020-11-18,2.8169
2020-11-19,2.63872
2020-11-20,2.74053
2020-11-21,1.9854
2020-11-22,1.4339
2020-11-23,2.08722
2020-11-24,2.41812
2020-11-25,3.67385
2020-11-26,2.55387
2020-11-27,2.60478
2020-11-28,2.58781
2020-11-29,2.13812
2020-11-30,2.3163
2020-12-01,3.12234
2020-12-02,4.06414
2020-12-03,3.45324
2020-12-04,3.00356
2020-12-05,2.89326
2020-12-06,2.39266
2020-12-07,2.39266
2020-12-08,4.03868
2020-12-09,3.85202
2020-12-10,4.20838
2020-12-11,3.60597
2020-12-12,2.61326
2020-12-13,1.68844
2020-12-14,2.01934
2020-12-15,3.45324
2020-12-16,3.69081
2020-12-17,3.54658
2020-12-18,3.8096
2020-12-19,2.63872
2020-12-20,2.11267
2020-12-21,3.24961
2020-12-22,4.09808
2020-12-23,4.10656
2020-12-24,3.07144
2020-12-25,2.91871
2020-12-26,3.50415
2020-12-27,3.0884
2020-12-28,3.83505
2020-12-29,6.81316
2020-12-30,5.69319
2020-12-31,4.3611
2021-01-01,4.1405
2021-01-02,3.34294
2021-01-03,3.91142
2021-01-04,4.96351
2021-01-05,6.05803
2021-01-06,5.62531
2021-01-07,5.71016
2021-01-08,7.59375
2021-01-09,10.51247
2021-01-10,4.98896
2021-01-11,4.92109
2021-01-12,4.65806
2021-01-13,4.41201
2021-01-14,4.17444
2021-01-15,4.59019
2021-01-16,3.67385
2021-01-17,2.90174
2021-01-18,4.38656
2021-01-19,4.07262
2021-01-20,6.04106
2021-01-21,18.0638
2021-01-22,19.30256
2021-01-23,10.51247
2021-01-24,7.40709
2021-01-25,10.31732
2021-01-26,10.77549
2021-01-27,8.28101
2021-01-28,9.18038
2021-01-29,7.50042
2021-01-30,7.57678
2021-01-31,4.49686
2021-02-01,5.55744
2021-02-02,9.19735
2021-02-03,10.66519
2021-02-04,8.2301
2021-02-05,9.29916
2021-02-06,6.11742
2021-02-07,4.63261
2021-02-08,5.91379
2021-02-09,8.09434
2021-02-10,6.91498
2021-02-11,6.33802
2021-02-12,6.2956
2021-02-13,8.07737
2021-02-14,6.55862
2021-02-15,6.49075
2021-02-16,7.69557
2021-02-17,7.15255
2021-02-18,7.33073
2021-02-19,6.43135
2021-02-20,4.83624
2021-02-21,3.75869
2021-02-22,5.84591
2021-02-23,11.71729
2021-02-24,12.42151
2021-02-25,8.70524
2021-02-26,11.96334
2021-02-27,11.94637
2021-02-28,9.56219
2021-03-01,6.89801
2021-03-02,10.41914
2021-03-03,8.62039
2021-03-04,11.66638
2021-03-05,14.61055
2021-03-06,10.45307
2021-03-07,5.80349
2021-03-08,8.6713
2021-03-09,13.72815
2021-03-10,10.69064
2021-03-11,9.51128
2021-03-12,9.46037
2021-03-13,6.31257
2021-03-14,4.73443
2021-03-15,5.44714
2021-03-16,7.78041
2021-03-17,6.90649
2021-03-18,8.3404
2021-03-19,8.09434
2021-03-20,4.55625
2021-03-21,2.46054
2021-03-22,4.13202
2021-03-23,7.08467
2021-03-24,5.20957
2021-03-25,5.87985
2021-03-26,5.73561
2021-03-27,5.03139
2021-03-28,2.57084
2021-03-29,3.49567
2021-03-30,5.29441
2021-03-31,5.5235
2021-04-01,6.43135
2021-04-02,6.15985
2021-04-03,3.21567
2021-04-04,2.0957
2021-04-05,4.4714
2021-04-06,7.80587
2021-04-07,5.51501
2021-04-08,6.64347
2021-04-09,6.48226
2021-04-10,5.3029
2021-04-11,3.16477
2021-04-12,4.42049
2021-04-13,6.32105
2021-04-14,8.23858
2021-04-15,7.13558
2021-04-16,8.28101
2021-04-17,5.62531
2021-04-18,3.19022
2021-04-19,4.48837
2021-04-20,5.83743
2021-04-21,5.8544
2021-04-22,5.80349
2021-04-23,5.70167
2021-04-24,4.49686
2021-04-25,2.89326
2021-04-26,4.15747
2021-04-27,5.75258
2021-04-28,4.89563
2021-04-29,4.53928
2021-04-30,4.74291
2021-05-01,3.24113
2021-05-02,2.55387
2021-05-03,3.3684
2021-05-04,4.92109
2021-05-05,7.43254
2021-05-06,5.54047
2021-05-07,5.93924
2021-05-08,3.86051
2021-05-09,2.54539
2021-05-10,4.38656
2021-05-11,10.12217
2021-05-12,7.88223
2021-05-13,10.04581
2021-05-14,6.54165
2021-05-15,4.98896
2021-05-16,2.93568
2021-05-17,4.19141
2021-05-18,6.34651
2021-05-19,5.58289
2021-05-20,6.74529
2021-05-21,6.02409
2021-05-22,3.75021
2021-05-23,2.50296
2021-05-24,3.95384
2021-05-25,6.27015
2021-05-26,4.74291
2021-05-27,5.1926
2021-05-28,4.64958
2021-05-29,3.76718
2021-05-30,2.45206
2021-05-31,3.15628
2021-06-01,3.74172
2021-06-02,3.88596
2021-06-03,4.23383
2021-06-04,4.19141
2021-06-05,3.92838
2021-06-06,2.18903
2021-06-07,3.66536
2021-06-08,4.81927
2021-06-09,4.41201
2021-06-10,3.86899
2021-06-11,4.98048
2021-06-12,3.30901
2021-06-13,2.43509
2021-06-14,3.35991
2021-06-15,5.43865
2021-06-16,4.49686
2021-06-17,4.31019
2021-06-18,5.71016
2021-06-19,4.05565
2021-06-20,2.71508
2021-06-21,3.76718
2021-06-22,4.68352
2021-06-23,6.26166
2021-06-24,5.68471
2021-06-25,5.58289
2021-06-26,3.59748
2021-06-27,2.76599
2021-06-28,3.99626
2021-06-29,6.74529
2021-06-30,5.87137
2021-07-01,4.57322
2021-07-02,5.91379
2021-07-03,6.04106
2021-07-04,3.90293
2021-07-05,5.1332
2021-07-06,6.23621
2021-07-07,7.29679
2021-07-08,9.01069
2021-07-09,6.38893
2021-07-10,7.10164
2021-07-11,3.95384
2021-07-12,6.21075
2021-07-13,7.81435
2021-07-14,8.53555
2021-07-15,7.47497
2021-07-16,6.24469
2021-07-17,5.54047
2021-07-18,3.91142
2021-07-19,6.09197
2021-07-20,7.96707
2021-07-21,6.44832
2021-07-22,6.58408
2021-07-23,6.89801
2021-07-24,7.11013
2021-07-25,5.4641
2021-07-26,7.26285
2021-07-27,9.57067
2021-07-28,10.13066
2021-07-29,7.48345
2021-07-30,7.54284
2021-07-31,5.25199
2021-08-01,3.65688
2021-08-02,5.45562
2021-08-03,6.92346
2021-08-04,7.01679
2021-08-05,6.37196
2021-08-06,7.68708
2021-08-07,5.06533
2021-08-08,4.81927
2021-08-09,5.99015
2021-08-10,8.13677
2021-08-11,7.178
2021-08-12,6.43984
2021-08-13,6.89801
2021-08-14,5.09078
2021-08-15,3.51264
2021-08-16,4.37807
2021-08-17,8.12828
2021-08-18,7.36466
2021-08-19,9.01917
2021-08-20,8.25555
2021-08-21,6.5162
2021-08-22,4.03868
2021-08-23,7.38163
2021-08-24,14.33056
2021-08-25,10.7161
2021-08-26,10.99609
2021-08-27,9.96945
2021-08-28,9.46037
2021-08-29,6.55014
2021-08-30,10.47004
2021-08-31,16.57899
2021-09-01,13.54148
2021-09-02,13.93178
2021-09-03,11.41184
2021-09-04,8.17071
2021-09-05,6.36348
2021-09-06,8.19616
2021-09-07,10.2749
2021-09-08,10.86882
2021-09-09,10.87731
2021-09-10,10.04581
2021-09-11,8.91735
2021-09-12,4.99745
2021-09-13,8.28949
2021-09-14,10.31732
2021-09-15,10.35126
2021-09-16,11.34396
2021-09-17,8.99372
2021-09-18,9.04462
2021-09-19,5.4132
2021-09-20,11.63244
2021-09-21,24.21517
2021-09-22,18.34379
2021-09-23,20.58374
2021-09-24,16.41778
2021-09-25,10.50398
2021-09-26,6.63499
2021-09-27,10.55489
2021-09-28,19.54013
2021-09-29,29.2211
2021-09-30,18.13168
2021-10-01,18.30985
2021-10-02,11.8191
2021-10-03,5.94773
2021-10-04,12.05667
2021-10-05,30.77379
2021-10-06,19.50619
2021-10-07,17.22382
2021-10-08,14.65297
2021-10-09,9.23977
2021-10-10,10.67368
2021-10-11,13.65179
2021-10-12,18.25046
2021-10-13,16.52808
2021-10-14,17.63957
2021-10-15,20.01527
2021-10-16,17.42745
2021-10-17,9.6131
2021-10-18,12.04819
2021-10-19,19.82861
2021-10-20,17.98744
2021-10-21,15.09417
2021-10-22,15.67961
2021-10-23,11.23366
2021-10-24,7.82284
2021-10-25,11.74274
2021-10-26,23.44306
2021-10-27,17.80078
2021-10-28,18.24198
2021-10-29,18.20804
2021-10-30,15.39962
2021-10-31,10.75004
2021-11-01,13.49906
2021-11-02,19.07347
2021-11-03,18.58136
2021-11-04,28.16052
2021-11-05,30.29017
2021-11-06,19.68437
2021-11-07,12.54878
2021-11-08,16.78262
2021-11-09,22.73884
2021-11-10,21.00797
2021-11-11,21.91583
2021-11-12,16.75716
2021-11-13,14.23723
2021-11-14,9.85915
2021-11-15,14.03359
2021-11-16,16.18021
2021-11-17,17.32564
2021-11-18,16.07839
2021-11-19,21.83098
2021-11-20,18.33531
2021-11-21,12.07364
2021-11-22,18.03835
2021-11-23,23.70609
2021-11-24,21.78856
2021-11-25,18.34379
2021-11-26,15.16205
2021-11-27,20.12557
2021-11-28,11.33548
2021-11-29,15.4675
2021-11-30,22.02613
2021-12-01,21.08433
2021-12-02,27.79568
2021-12-03,19.35347
2021-12-04,29.05141
2021-12-05,11.09791
2021-12-06,17.92805
2021-12-07,24.00305
2021-12-08,30.03563
2021-12-09,21.24554
2021-12-10,18.22501
2021-12-11,14.35601
2021-12-12,9.16341
2021-12-13,10.94518
2021-12-14,19.01408
2021-12-15,21.6528
2021-12-16,24.86848
2021-12-17,26.30239
2021-12-18,20.18496
2021-12-19,8.54403
2021-12-20,17.18988
2021-12-21,24.01153
2021-12-22,21.30493
2021-12-23,24.69879
2021-12-24,22.94247
2021-12-25,11.05548
2021-12-26,11.69183
2021-12-27,16.77413
2021-12-28,30.51077
2021-12-29,22.54369
2021-12-30,18.98014
2021-12-31,15.20447
2022-01-01,11.51366
2022-01-02,10.01187
2022-01-03,14.16935
2022-01-04,21.34736
2022-01-05,23.0358
2022-01-06,42.83047
2022-01-07,30.66349
2022-01-08,25.97997
2022-01-09,12.41303
2022-01-10,28.03325
2022-01-11,40.99779
2022-01-12,32.98829
2022-01-13,43.60257
2022-01-14,51.03512
2022-01-15,25.21635
2022-01-16,15.82385
2022-01-17,20.3292
2022-01-18,23.73154
2022-01-19,38.35058
2022-01-20,38.84269
2022-01-21,53.10537
2022-01-22,60.54641
2022-01-23,29.78109
2022-01-24,47.55642
2022-01-25,84.93975
2022-01-26,71.27948
2022-01-27,58.06041
2022-01-28,55.75258
2022-01-29,40.78567
2022-01-30,17.70744
2022-01-31,22.24673
2022-02-01,48.04853
2022-02-02,48.3964
2022-02-03,47.87035
2022-02-04,54.692
2022-02-05,34.65976
2022-02-06,19.92194
2022-02-07,24.46122
2022-02-08,31.71559
2022-02-09,31.64771
2022-02-10,34.63431
2022-02-11,32.39436
2022-02-12,35.36399
2022-02-13,20.13405
2022-02-14,27.90599
2022-02-15,36.4076
2022-02-16,31.1047
2022-02-17,27.79568
2022-02-18,39.10571
2022-02-19,37.33242
2022-02-20,19.98133
2022-02-21,22.60308
2022-02-22,45.37586
2022-02-23,48.45579
2022-02-24,100.0
2022-02-25,67.67351
2022-02-26,37.44272
2022-02-27,15.22144
2022-02-28,27.65993
2022-03-01,38.24876
2022-03-02,34.82097
2022-03-03,33.42949
2022-03-04,33.4804
2022-03-05,33.99796
2022-03-06,15.54386
2022-03-07,24.35092
2022-03-08,61.96334
2022-03-09,40.03902
2022-03-10,37.08637
2022-03-11,35.44883
2022-03-12,35.01612
2022-03-13,19.78618
2022-03-14,32.55557
2022-03-15,72.58611
2022-03-16,56.35499
2022-03-17,59.86763
2022-03-18,46.19888
2022-03-19,44.07771
2022-03-20,20.03224
2022-03-21,32.4283
2022-03-22,41.20142
2022-03-23,47.94671
2022-03-24,35.23672
2022-03-25,42.52502
2022-03-26,25.92906
2022-03-27,13.38876
2022-03-28,23.79093
2022-03-29,48.76124
2022-03-30,51.17088
2022-03-31,35.55913
2022-04-01,31.29136
2022-04-02,27.19328
2022-04-03,12.62514
2022-04-04,17.58866
2022-04-05,35.7458
2022-04-06,37.96029
2022-04-07,38.64754
2022-04-08,29.56049
2022-04-09,23.83336
2022-04-10,11.65789
2022-04-11,22.66248
2022-04-12,42.14322
2022-04-13,34.21856
2022-04-14,30.2732
2022-04-15,30.8247
2022-04-16,14.40692
2022-04-17,10.03733
2022-04-18,19.59104
2022-04-19,30.6041
2022-04-20,31.27439
2022-04-21,31.18954
2022-04-22,35.4658
2022-04-23,43.33107
2022-04-24,18.03835
2022-04-25,37.28152
2022-04-26,47.36976
2022-04-27,82.11437
2022-04-28,50.20363
2022-04-29,44.50195
2022-04-30,51.17936
2022-05-01,21.14372
2022-05-02,37.01849
2022-05-03,49.94909
2022-05-04,42.1517
2022-05-05,52.27388
2022-05-06,88.2827
2022-05-07,46.30069
2022-05-08,22.82368
2022-05-09,56.83862
2022-05-10,99.21941
2022-05-11,65.66265
2022-05-12,98.86305
2022-05-13,67.97895
2022-05-14,37.43424
2022-05-15,16.96928
2022-05-16,35.07551
2022-05-17,47.88732
2022-05-18,49.26183
2022-05-19,94.61225
2022-05-20,60.31732
2022-05-21,49.72849
2022-05-22,18.53045
2022-05-23,34.43916
2022-05-24,68.66621
2022-05-25,73.90972
2022-05-26,58.23858
2022-05-27,58.28949
2022-05-28,40.97234
2022-05-29,14.55116
2022-05-30,26.76056
2022-05-31,37.80756
2022-06-01,40.56507
2022-06-02,39.76752
2022-06-03,47.15764
2022-06-04,27.53266
2022-06-05,11.83607
2022-06-06,22.38248
2022-06-07,36.8488
2022-06-08,37.45969
2022-06-09,36.22094
2022-06-10,51.62056
2022-06-11,45.56253
2022-06-12,16.9014
2022-06-13,60.46156
2022-06-14,96.33463
2022-06-15,66.02749
2022-06-16,73.66366
2022-06-17,86.31427
2022-06-18,40.20023
2022-06-19,19.42134
2022-06-20,30.31562
2022-06-21,43.7553
2022-06-22,55.3029
2022-06-23,49.16002
2022-06-24,48.63397
2022-06-25,40.38689
2022-06-26,12.60817
2022-06-27,34.92278
2022-06-28,41.49838
2022-06-29,49.66061
2022-06-30,45.73222
2022-07-01,45.64737
2022-07-02,31.16409
2022-07-03,13.80451
2022-07-04,20.15951
2022-07-05,33.59918
2022-07-06,45.41829
2022-07-07,42.47412
2022-07-08,44.28983
2022-07-09,25.56422
2022-07-10,9.664
2022-07-11,24.34244
2022-07-12,39.05481
2022-07-13,42.38079
2022-07-14,40.50568
2022-07-15,36.64517
2022-07-16,23.48549
2022-07-17,10.37671
2022-07-18,27.82962
2022-07-19,38.36755
2022-07-20,51.78177
2022-07-21,51.14542
2022-07-22,48.37943
2022-07-23,23.62973
2022-07-24,9.0022
2022-07-25,24.24062
2022-07-26,35.2452
2022-07-27,42.27049
2022-07-28,54.31019
2022-07-29,59.13796
2022-07-30,35.22823
2022-07-31,12.40454
2022-08-01,32.69981
2022-08-02,45.39283
2022-08-03,48.09095
2022-08-04,65.17902
2022-08-05,51.12845
2022-08-06,25.57271
2022-08-07,9.48583
2022-08-08,40.68386
2022-08-09,50.13575
2022-08-10,46.95401
2022-08-11,61.00458
2022-08-12,44.07771
2022-08-13,34.23553
2022-08-14,11.45426
2022-08-15,25.89512
2022-08-16,53.69081
2022-08-17,47.27642
2022-08-18,41.86322
2022-08-19,38.93602
2022-08-20,23.23095
2022-08-21,11.64092
2022-08-22,31.74953
2022-08-23,45.09587
2022-08-24,27.43085
2022-08-25,19.89648
2022-08-26,17.67351
2022-08-27,23.01883
2022-08-28,8.59494
2022-08-29,19.0565
2022-08-30,19.13286
2022-08-31,19.42134
2022-09-01,19.96436
2022-09-02,17.82623
2022-09-03,12.2603
2022-09-04,7.12709
2022-09-05,9.59613
2022-09-06,12.23485
2022-09-07,15.06872
2022-09-08,13.38028
2022-09-09,12.03122
2022-09-10,10.45307
2022-09-11,6.77922
2022-09-12,10.03733
2022-09-13,21.79704
2022-09-14,32.11437
2022-09-15,15.21296
2022-09-16,19.18377
2022-09-17,14.42389
2022-09-18,6.52469
2022-09-19,12.02273
2022-09-20,14.70388
2022-09-21,13.51603
2022-09-22,20.89767
2022-09-23,20.62616
2022-09-24,15.67113
2022-09-25,8.25555
2022-09-26,17.05413
2022-09-27,18.69166
2022-09-28,19.17529
2022-09-29,18.05531
2022-09-30,20.83828
2022-10-01,14.12693
2022-10-02,9.63855
2022-10-03,13.88087
2022-10-04,17.83471
2022-10-05,15.53538
2022-10-06,11.9294
2022-10-07,10.47853
2022-10-08,13.38876
2022-10-09,6.61802
2022-10-10,10.1646
2022-10-11,21.30493
2022-10-12,16.43475
2022-10-13,21.22009
2022-10-14,18.75954
2022-10-15,13.17665
2022-10-16,8.29798
2022-10-17,12.2094
2022-10-18,16.29899
2022-10-19,12.20091
2022-10-20,9.71491
2022-10-21,10.34277
2022-10-22,7.73799
2022-10-23,5.3029
2022-10-24,9.19735
2022-10-25,11.03003
2022-10-26,14.53419
2022-10-27,11.70032
2022-10-28,11.75971
2022-10-29,11.70032
2022-10-30,4.95503
2022-10-31,11.55608
2022-11-01,13.26998
2022-11-02,12.50636
2022-11-03,17.77532
2022-11-04,14.55964
2022-11-05,8.79008
2022-11-06,5.93924
2022-11-07,8.90039
2022-11-08,12.2094
2022-11-09,11.29305
2022-11-10,17.92805
2022-11-11,32.95435
2022-11-12,12.40454
2022-11-13,7.20346
2022-11-14,10.23247
2022-11-15,12.8712
2022-11-16,12.15
2022-11-17,9.93551
2022-11-18,8.33191
2022-11-19,12.0991
2022-11-20,4.31868
2022-11-21,7.47497
2022-11-22,7.82284
2022-11-23,8.0095
2022-11-24,8.39131
2022-11-25,5.89682
2022-11-26,4.55625
2022-11-27,3.62294
2022-11-28,5.65077
2022-11-29,6.68589
2022-11-30,6.92346
2022-12-01,12.22637
2022-12-02,11.50517
2022-12-03,4.22535
2022-12-04,3.91142
2022-12-05,5.01442
2022-12-06,7.3477
2022-12-07,8.32343
2022-12-08,7.11861
2022-12-09,7.3477
2022-12-10,4.4714
2022-12-11,3.72475
2022-12-12,5.59137
2022-12-13,10.77549
2022-12-14,10.02036
2022-12-15,8.50161
2022-12-16,11.35245
2022-12-17,6.98286
2022-12-18,4.31019
2022-12-19,6.21075
2022-12-20,11.85304
2022-12-21,9.64703
2022-12-22,8.80705
2022-12-23,14.70388
2022-12-24,7.40709
2022-12-25,5.86288
2022-12-26,7.65314
2022-12-27,8.49312
2022-12-28,13.82148
2022-12-29,14.61055
2022-12-30,10.37671
2022-12-31,8.08586
2023-01-01,5.38774
2023-01-02,7.16952
2023-01-03,8.71372
2023-01-04,12.01425
2023-01-05,8.59494
2023-01-06,11.29305
2023-01-07,11.45426
2023-01-08,5.77804
2023-01-09,9.53673
2023-01-10,11.25063
2023-01-11,16.7911
2023-01-12,15.69658
2023-01-13,12.2603
2023-01-14,12.37909
2023-01-15,5.76107
2023-01-16,6.9574
2023-01-17,7.16103
2023-01-18,10.06278
2023-01-19,8.44221
2023-01-20,7.88223
2023-01-21,11.79365
2023-01-22,4.92109
2023-01-23,8.49312
2023-01-24,13.71966
2023-01-25,11.61547
2023-01-26,12.3706
2023-01-27,13.17665
2023-01-28,10.75004
2023-01-29,6.14288
2023-01-30,10.03733
2023-01-31,10.24096
2023-02-01,10.52944
2023-02-02,20.78737
2023-02-03,23.60427
2023-02-04,10.63125
2023-02-05,6.30408
2023-02-06,9.65552
2023-02-07,11.31002
2023-02-08,13.87239
2023-02-09,11.55608
2023-02-10,10.8264
2023-02-11,6.57559
2023-02-12,5.15017
2023-02-13,7.87374
2023-02-14,10.97912
2023-02-15,10.97064
2023-02-16,10.69913
2023-02-17,9.28219
2023-02-18,6.10894
2023-02-19,5.2435
2023-02-20,6.55014
2023-02-21,8.05192
2023-02-22,10.94518
2023-02-23,9.59613
2023-02-24,8.76463
2023-02-25,7.39012
2023-02-26,5.09078
2023-02-27,6.77922
2023-02-28,7.44103
2023-03-01,7.00831
2023-03-02,8.43373
2023-03-03,6.83013
2023-03-04,7.51739
2023-03-05,6.88952
2023-03-06,8.20464
2023-03-07,9.07008
2023-03-08,8.63736
2023-03-09,7.67011
2023-03-10,8.94281
2023-03-11,7.09316
2023-03-12,5.70167
2023-03-13,9.664
2023-03-14,10.2155
2023-03-15,9.8337
2023-03-16,8.03495
2023-03-17,11.35245
2023-03-18,5.9647
2023-03-19,5.03987
2023-03-20,7.21194
2023-03-21,8.80705
2023-03-22,9.98642
2023-03-23,10.86882
2023-03-24,8.79008
2023-03-25,4.81927
2023-03-26,4.08959
2023-03-27,8.14525
2023-03-28,8.6713
2023-03-29,9.69794
2023-03-30,10.65671
2023-03-31,10.08824
2023-04-01,8.64585
2023-04-02,5.58289
2023-04-03,7.3477
2023-04-04,8.79008
2023-04-05,7.98404
2023-04-06,7.70405
2023-04-07,6.71135
2023-04-08,3.70778
2023-04-09,3.38537
2023-04-10,6.45681
2023-04-11,7.73799
2023-04-12,8.20464
2023-04-13,7.69557
2023-04-14,7.75496
2023-04-15,4.11505
2023-04-16,3.34294
2023-04-17,6.32954
2023-04-18,7.04225
2023-04-19,6.01561
2023-04-20,6.64347
2023-04-21,5.44714
2023-04-22,3.6993
2023-04-23,2.84235
2023-04-24,4.73443
2023-04-25,8.30646
2023-04-26,7.61072
2023-04-27,6.12591
2023-04-28,7.22891
2023-04-29,5.03987
2023-04-30,3.07992
2023-05-01,4.50534
2023-05-02,5.95621
2023-05-03,5.31138
2023-05-04,5.68471
2023-05-05,4.63261
2023-05-06,4.9126
2023-05-07,3.17325
2023-05-08,5.03987
2023-05-09,5.31987
2023-05-10,5.48107
2023-05-11,6.92346
2023-05-12,5.59137
2023-05-13,3.62294
2023-05-14,2.76599
2023-05-15,5.27744
2023-05-16,6.27863
2023-05-17,6.76226
2023-05-18,10.13066
2023-05-19,14.67843
2023-05-20,5.45562
2023-05-21,4.39504
2023-05-22,7.78041
2023-05-23,9.78279
2023-05-24,7.33921
2023-05-25,11.27609
2023-05-26,13.11725
2023-05-27,13.95723
2023-05-28,6.97437
2023-05-29,8.60342
