date,판결문조회
2020-11-04,8.9983
2020-11-05,10.18675
2020-11-06,10.01697
2020-11-07,2.03735
2020-11-08,2.71646
2020-11-09,6.62139
2020-11-10,8.9983
2020-11-11,6.45161
2020-11-12,12.05432
2020-11-13,9.50764
2020-11-14,3.90492
2020-11-15,2.20713
2020-11-16,7.47028
2020-11-17,7.80984
2020-11-18,10.52631
2020-11-19,10.52631
2020-11-20,7.80984
2020-11-21,5.09337
2020-11-22,3.05602
2020-11-23,7.64006
2020-11-24,8.65874
2020-11-25,12.73344
2020-11-26,11.71477
2020-11-27,8.31918
2020-11-28,3.05602
2020-11-29,2.71646
2020-11-30,7.13073
2020-12-01,9.33786
2020-12-02,7.13073
2020-12-03,7.47028
2020-12-04,7.13073
2020-12-05,2.88624
2020-12-06,1.69779
2020-12-07,9.16808
2020-12-08,8.1494
2020-12-09,9.50764
2020-12-10,9.33786
2020-12-11,9.67741
2020-12-12,2.54668
2020-12-13,1.35823
2020-12-14,6.79117
2020-12-15,7.97962
2020-12-16,11.20543
2020-12-17,12.39388
2020-12-18,10.01697
2020-12-19,3.2258
2020-12-20,2.03735
2020-12-21,7.97962
2020-12-22,7.64006
2020-12-23,11.54499
2020-12-24,10.35653
2020-12-25,2.54668
2020-12-26,4.0747
2020-12-27,4.0747
2020-12-28,10.52631
2020-12-29,7.47028
2020-12-30,4.75382
2020-12-31,5.43293
2021-01-02,1.86757
2021-01-03,1.52801
2021-01-04,7.13073
2021-01-05,6.79117
2021-01-06,7.47028
2021-01-07,6.79117
2021-01-08,3.39558
2021-01-09,1.86757
2021-01-10,1.86757
2021-01-11,6.28183
2021-01-12,8.9983
2021-01-13,11.20543
2021-01-14,13.9219
2021-01-15,10.69609
2021-01-16,4.0747
2021-01-17,3.39558
2021-01-18,10.69609
2021-01-19,7.64006
2021-01-20,8.1494
2021-01-21,10.69609
2021-01-22,10.52631
2021-01-23,3.56536
2021-01-24,2.54668
2021-01-25,6.62139
2021-01-26,10.01697
2021-01-27,9.50764
2021-01-28,10.01697
2021-01-29,9.50764
2021-01-30,3.05602
2021-01-31,4.75382
2021-02-01,7.64006
2021-02-02,8.9983
2021-02-03,11.54499
2021-02-04,8.48896
2021-02-05,7.64006
2021-02-06,2.54668
2021-02-07,2.71646
2021-02-08,6.62139
2021-02-09,5.43293
2021-02-10,6.11205
2021-02-11,2.03735
2021-02-12,1.01867
2021-02-14,1.69779
2021-02-15,5.43293
2021-02-16,6.62139
2021-02-17,5.26315
2021-02-18,7.97962
2021-02-19,10.01697
2021-02-20,2.03735
2021-02-21,3.2258
2021-02-22,8.82852
2021-02-23,7.13073
2021-02-24,5.09337
2021-02-25,5.09337
2021-02-26,8.48896
2021-02-27,2.03735
2021-03-01,1.52801
2021-03-02,5.60271
2021-03-03,6.62139
2021-03-04,7.47028
2021-03-05,4.0747
2021-03-06,0.84889
2021-03-07,0.84889
2021-03-08,5.77249
2021-03-09,4.41426
2021-03-10,6.11205
2021-03-11,5.09337
2021-03-12,5.43293
2021-03-13,1.35823
2021-03-14,0.84889
2021-03-15,6.96095
2021-03-16,5.26315
2021-03-17,5.77249
2021-03-18,7.3005
2021-03-19,6.28183
2021-03-20,2.37691
2021-03-21,1.86757
2021-03-22,7.97962
2021-03-23,5.94227
2021-03-24,6.11205
2021-03-25,8.31918
2021-03-26,5.60271
2021-03-27,3.56536
2021-03-28,1.35823
2021-03-29,5.60271
2021-03-30,6.45161
2021-03-31,6.62139
2021-04-01,4.92359
2021-04-02,5.43293
2021-04-03,2.20713
2021-04-04,1.69779
2021-04-05,7.3005
2021-04-06,5.77249
2021-04-07,5.26315
2021-04-08,7.64006
2021-04-09,8.65874
2021-04-10,2.54668
2021-04-11,1.35823
2021-04-12,9.33786
2021-04-13,6.11205
2021-04-14,7.3005
2021-04-15,9.50764
2021-04-16,6.45161
2021-04-17,1.86757
2021-04-18,2.37691
2021-04-19,8.9983
2021-04-20,8.65874
2021-04-21,5.43293
2021-04-22,9.16808
2021-04-23,5.94227
2021-04-25,1.35823
2021-04-26,7.13073
2021-04-27,7.64006
2021-04-28,10.18675
2021-04-29,10.69609
2021-04-30,6.96095
2021-05-01,4.0747
2021-05-02,2.37691
2021-05-03,6.11205
2021-05-04,5.60271
2021-05-05,1.86757
2021-05-06,7.13073
2021-05-07,5.09337
2021-05-08,2.03735
2021-05-09,0.84889
2021-05-10,6.45161
2021-05-11,8.65874
2021-05-12,10.69609
2021-05-13,12.39388
2021-05-14,8.82852
2021-05-15,5.09337
2021-05-16,5.09337
2021-05-17,8.82852
2021-05-18,7.13073
2021-05-19,1.35823
2021-05-20,5.94227
2021-05-21,6.96095
2021-05-22,1.52801
2021-05-23,2.37691
2021-05-24,9.16808
2021-05-25,7.64006
2021-05-26,10.35653
2021-05-27,7.47028
2021-05-28,8.82852
2021-05-29,2.37691
2021-05-30,2.37691
2021-05-31,8.1494
2021-06-01,6.45161
2021-06-02,6.79117
2021-06-03,6.96095
2021-06-04,6.62139
2021-06-05,2.88624
2021-06-06,1.69779
2021-06-07,6.11205
2021-06-08,10.69609
2021-06-09,11.54499
2021-06-10,11.20543
2021-06-11,7.13073
2021-06-12,3.05602
2021-06-13,1.52801
2021-06-14,7.13073
2021-06-15,7.3005
2021-06-16,5.26315
2021-06-17,9.84719
2021-06-18,9.16808
2021-06-19,1.52801
2021-06-20,2.54668
2021-06-21,8.9983
2021-06-22,6.45161
2021-06-23,9.33786
2021-06-24,8.1494
2021-06-25,10.52631
2021-06-26,3.90492
2021-06-27,1.01867
2021-06-28,11.54499
2021-06-29,6.45161
2021-06-30,6.45161
2021-07-01,6.96095
2021-07-02,7.47028
2021-07-03,2.20713
2021-07-04,2.37691
2021-07-05,8.1494
2021-07-06,9.16808
2021-07-07,8.82852
2021-07-08,11.71477
2021-07-09,8.1494
2021-07-10,2.37691
2021-07-12,11.54499
2021-07-13,8.82852
2021-07-14,11.03565
2021-07-15,9.50764
2021-07-16,6.79117
2021-07-17,1.52801
2021-07-18,1.52801
2021-07-19,7.13073
2021-07-20,7.80984
2021-07-21,10.35653
2021-07-22,7.97962
2021-07-23,8.82852
2021-07-24,2.03735
2021-07-25,2.71646
2021-07-26,4.41426
2021-07-27,6.28183
2021-07-28,5.60271
2021-07-29,7.3005
2021-07-30,8.31918
2021-07-31,2.37691
2021-08-01,2.37691
2021-08-02,5.09337
2021-08-03,5.43293
2021-08-04,6.96095
2021-08-05,7.47028
2021-08-06,3.73514
2021-08-07,0.84889
2021-08-08,2.37691
2021-08-09,8.65874
2021-08-10,8.82852
2021-08-11,10.01697
2021-08-12,13.073
2021-08-13,10.69609
2021-08-14,3.2258
2021-08-15,3.90492
2021-08-16,3.39558
2021-08-17,9.33786
2021-08-18,13.24278
2021-08-19,12.90322
2021-08-20,10.86587
2021-08-21,2.88624
2021-08-22,2.20713
2021-08-23,8.1494
2021-08-24,7.3005
2021-08-25,9.16808
2021-08-26,14.43123
2021-08-27,8.65874
2021-08-28,2.71646
2021-08-29,2.71646
2021-08-30,9.33786
2021-08-31,9.50764
2021-09-01,5.94227
2021-09-02,8.82852
2021-09-03,7.64006
2021-09-04,3.56536
2021-09-06,10.01697
2021-09-07,9.67741
2021-09-08,13.24278
2021-09-09,11.37521
2021-09-10,11.03565
2021-09-11,4.41426
2021-09-12,3.56536
2021-09-13,10.52631
2021-09-14,10.18675
2021-09-15,9.33786
2021-09-16,12.2241
2021-09-17,8.65874
2021-09-18,2.37691
2021-09-19,2.37691
2021-09-20,1.01867
2021-09-21,2.20713
2021-09-22,1.01867
2021-09-23,11.03565
2021-09-24,8.1494
2021-09-25,0.84889
2021-09-26,1.86757
2021-09-27,11.37521
2021-09-28,8.82852
2021-09-29,12.39388
2021-09-30,10.18675
2021-10-01,8.9983
2021-10-02,3.73514
2021-10-03,3.73514
2021-10-04,3.90492
2021-10-05,11.88455
2021-10-06,9.50764
2021-10-07,11.37521
2021-10-08,9.33786
2021-10-09,3.56536
2021-10-10,3.05602
2021-10-11,3.90492
2021-10-12,9.67741
2021-10-13,10.35653
2021-10-14,14.60101
2021-10-15,14.77079
2021-10-16,16.97792
2021-10-17,4.92359
2021-10-18,9.84719
2021-10-19,10.52631
2021-10-20,11.71477
2021-10-21,11.54499
2021-10-22,9.33786
2021-10-23,4.24448
2021-10-24,4.41426
2021-10-25,11.71477
2021-10-26,12.73344
2021-10-27,13.41256
2021-10-28,10.18675
2021-10-29,10.86587
2021-10-30,1.86757
2021-10-31,4.58404
2021-11-01,11.20543
2021-11-02,10.52631
2021-11-03,10.52631
2021-11-04,13.24278
2021-11-05,8.1494
2021-11-06,3.2258
2021-11-07,4.24448
2021-11-08,8.65874
2021-11-09,9.84719
2021-11-10,10.69609
2021-11-11,11.88455
2021-11-12,12.05432
2021-11-13,3.56536
2021-11-14,4.75382
2021-11-15,8.82852
2021-11-16,8.9983
2021-11-17,12.39388
2021-11-18,12.2241
2021-11-19,13.24278
2021-11-20,3.90492
2021-11-21,3.39558
2021-11-22,9.33786
2021-11-23,13.58234
2021-11-24,12.39388
2021-11-25,15.28013
2021-11-26,12.05432
2021-11-27,3.73514
2021-11-28,4.75382
2021-11-29,10.01697
2021-11-30,10.01697
2021-12-01,9.84719
2021-12-02,10.18675
2021-12-03,8.9983
2021-12-04,3.39558
2021-12-05,3.39558
2021-12-06,8.31918
2021-12-07,8.82852
2021-12-08,11.37521
2021-12-09,10.18675
2021-12-10,13.75212
2021-12-11,2.03735
2021-12-12,2.20713
2021-12-13,9.67741
2021-12-14,9.16808
2021-12-15,8.82852
2021-12-16,12.2241
2021-12-17,10.69609
2021-12-18,4.24448
2021-12-19,2.03735
2021-12-20,7.47028
2021-12-21,7.64006
2021-12-22,9.84719
2021-12-23,10.86587
2021-12-24,6.79117
2021-12-25,1.18845
2021-12-26,2.37691
2021-12-27,10.52631
2021-12-28,6.96095
2021-12-29,8.9983
2021-12-30,6.45161
2021-12-31,5.60271
2022-01-01,2.71646
2022-01-02,3.05602
2022-01-03,6.79117
2022-01-04,9.50764
2022-01-05,11.03565
2022-01-06,11.37521
2022-01-07,7.64006
2022-01-08,3.39558
2022-01-09,1.86757
2022-01-10,6.79117
2022-01-11,10.35653
2022-01-12,10.35653
2022-01-13,12.56366
2022-01-14,13.58234
2022-01-15,5.09337
2022-01-16,5.60271
2022-01-17,10.69609
2022-01-18,9.16808
2022-01-19,8.9983
2022-01-20,10.52631
2022-01-21,9.16808
2022-01-22,3.05602
2022-01-23,2.71646
2022-01-24,13.073
2022-01-25,10.18675
2022-01-26,7.80984
2022-01-27,8.82852
2022-01-28,10.01697
2022-01-29,1.01867
2022-01-30,3.56536
2022-02-01,2.20713
2022-02-02,1.35823
2022-02-03,9.67741
2022-02-04,8.1494
2022-02-05,2.03735
2022-02-06,1.86757
2022-02-07,4.75382
2022-02-08,7.80984
2022-02-09,11.71477
2022-02-10,8.82852
2022-02-11,8.82852
2022-02-12,3.2258
2022-02-13,2.03735
2022-02-14,11.20543
2022-02-15,8.48896
2022-02-16,10.69609
2022-02-17,10.86587
2022-02-18,9.84719
2022-02-19,2.20713
2022-02-20,3.56536
2022-02-21,9.84719
2022-02-22,8.65874
2022-02-23,8.82852
2022-02-24,8.9983
2022-02-25,6.62139
2022-02-26,2.20713
2022-02-27,2.88624
2022-02-28,8.31918
2022-03-01,4.24448
2022-03-02,6.11205
2022-03-03,6.45161
2022-03-04,6.79117
2022-03-05,2.03735
2022-03-06,2.03735
2022-03-07,8.31918
2022-03-08,7.80984
2022-03-09,1.52801
2022-03-10,8.65874
2022-03-11,7.3005
2022-03-12,2.54668
2022-03-13,2.37691
2022-03-14,5.26315
2022-03-15,6.28183
2022-03-16,10.35653
2022-03-17,10.86587
2022-03-18,7.64006
2022-03-19,3.56536
2022-03-20,3.56536
2022-03-21,8.9983
2022-03-22,6.79117
2022-03-23,7.64006
2022-03-24,9.50764
2022-03-25,7.47028
2022-03-26,2.37691
2022-03-27,2.20713
2022-03-28,11.03565
2022-03-29,8.82852
2022-03-30,10.01697
2022-03-31,11.71477
2022-04-01,7.80984
2022-04-02,2.54668
2022-04-03,3.73514
2022-04-04,8.65874
2022-04-05,8.65874
2022-04-06,10.69609
2022-04-07,8.1494
2022-04-08,9.33786
2022-04-09,2.37691
2022-04-10,2.54668
2022-04-11,9.33786
2022-04-12,7.3005
2022-04-13,9.84719
2022-04-14,17.82682
2022-04-15,10.18675
2022-04-16,3.73514
2022-04-17,3.39558
2022-04-18,10.69609
2022-04-19,10.86587
2022-04-20,12.05432
2022-04-21,11.88455
2022-04-22,12.2241
2022-04-23,2.54668
2022-04-24,3.73514
2022-04-25,7.97962
2022-04-26,10.01697
2022-04-27,11.37521
2022-04-28,10.01697
2022-04-29,7.64006
2022-04-30,2.37691
2022-05-01,2.20713
2022-05-02,11.03565
2022-05-03,9.67741
2022-05-04,9.50764
2022-05-05,2.54668
2022-05-06,7.13073
2022-05-07,2.03735
2022-05-08,1.01867
2022-05-09,7.13073
2022-05-10,8.48896
2022-05-11,11.20543
2022-05-12,14.26146
2022-05-13,10.69609
2022-05-14,3.39558
2022-05-15,4.0747
2022-05-16,8.1494
2022-05-17,9.33786
2022-05-18,13.41256
2022-05-19,12.05432
2022-05-20,9.50764
2022-05-21,4.0747
2022-05-22,3.56536
2022-05-23,10.86587
2022-05-24,10.69609
2022-05-25,10.69609
2022-05-26,12.05432
2022-05-27,9.84719
2022-05-28,2.88624
2022-05-29,3.39558
2022-05-30,11.03565
2022-05-31,9.67741
2022-06-01,3.39558
2022-06-02,9.16808
2022-06-03,7.3005
2022-06-04,3.73514
2022-06-05,2.03735
2022-06-06,2.37691
2022-06-07,8.48896
2022-06-08,12.05432
2022-06-09,14.77079
2022-06-10,9.84719
2022-06-11,3.05602
2022-06-12,3.90492
2022-06-13,8.82852
2022-06-14,11.20543
2022-06-15,10.69609
2022-06-16,11.37521
2022-06-17,10.69609
2022-06-18,3.05602
2022-06-19,2.88624
2022-06-20,12.56366
2022-06-21,8.82852
2022-06-22,14.94057
2022-06-23,13.24278
2022-06-24,12.39388
2022-06-25,2.37691
2022-06-26,4.58404
2022-06-27,12.39388
2022-06-28,10.35653
2022-06-29,12.05432
2022-06-30,10.69609
2022-07-01,7.80984
2022-07-02,2.37691
2022-07-03,2.71646
2022-07-04,8.31918
2022-07-05,7.47028
2022-07-06,12.90322
2022-07-07,15.61969
2022-07-08,9.33786
2022-07-09,1.86757
2022-07-10,2.20713
2022-07-11,7.80984
2022-07-12,11.03565
2022-07-13,13.24278
2022-07-14,12.05432
2022-07-15,9.33786
2022-07-16,3.2258
2022-07-17,3.39558
2022-07-18,15.61969
2022-07-19,16.63837
2022-07-20,13.24278
2022-07-21,18.16638
2022-07-22,15.44991
2022-07-23,2.88624
2022-07-24,5.60271
2022-07-25,12.73344
2022-07-26,10.86587
2022-07-27,12.73344
2022-07-28,11.20543
2022-07-29,8.65874
2022-07-30,2.54668
2022-07-31,2.71646
2022-08-01,11.54499
2022-08-02,6.62139
2022-08-03,8.9983
2022-08-04,12.2241
2022-08-05,6.79117
2022-08-06,5.09337
2022-08-07,2.71646
2022-08-08,11.20543
2022-08-09,8.9983
2022-08-10,13.24278
2022-08-11,12.2241
2022-08-12,11.03565
2022-08-13,3.90492
2022-08-14,4.58404
2022-08-15,4.0747
2022-08-16,16.12903
2022-08-17,10.35653
2022-08-18,17.9966
2022-08-19,14.26146
2022-08-20,5.26315
2022-08-21,3.90492
2022-08-22,11.20543
2022-08-23,15.78947
2022-08-24,16.12903
2022-08-25,16.97792
2022-08-26,15.44991
2022-08-27,5.43293
2022-08-28,3.56536
2022-08-29,10.18675
2022-08-30,10.18675
2022-08-31,11.88455
2022-09-01,14.94057
2022-09-02,12.56366
2022-09-03,4.24448
2022-09-04,2.20713
2022-09-05,8.9983
2022-09-06,11.37521
2022-09-07,13.073
2022-09-08,9.67741
2022-09-09,2.71646
2022-09-10,2.20713
2022-09-11,2.03735
2022-09-12,5.09337
2022-09-13,14.94057
2022-09-14,15.44991
2022-09-15,12.90322
2022-09-16,10.52631
2022-09-17,4.75382
2022-09-18,6.11205
2022-09-19,12.2241
2022-09-20,16.12903
2022-09-21,15.28013
2022-09-22,16.46859
2022-09-23,14.26146
2022-09-24,5.09337
2022-09-25,3.73514
2022-09-26,14.09168
2022-09-27,15.95925
2022-09-28,16.29881
2022-09-29,15.61969
2022-09-30,26.48556
2022-10-01,15.44991
2022-10-02,10.86587
2022-10-03,19.52461
2022-10-04,43.80305
2022-10-05,39.38879
2022-10-06,46.17996
2022-10-07,46.51952
2022-10-08,12.05432
2022-10-09,12.73344
2022-10-10,17.1477
2022-10-11,43.46349
2022-10-12,42.95415
2022-10-13,58.06451
2022-10-14,61.12054
2022-10-15,25.29711
2022-10-16,33.61629
2022-10-17,53.14091
2022-10-18,55.00848
2022-10-19,64.17657
2022-10-20,58.57385
2022-10-21,58.91341
2022-10-22,23.08998
2022-10-23,17.48726
2022-10-24,49.23599
2022-10-25,52.97113
2022-10-26,56.36672
2022-10-27,78.6078
2022-10-28,59.7623
2022-10-29,25.97623
2022-10-30,18.8455
2022-10-31,52.46179
2022-11-01,53.48047
2022-11-02,50.08488
2022-11-03,47.5382
2022-11-04,51.78268
2022-11-05,21.22241
2022-11-06,21.56196
2022-11-07,46.01018
2022-11-08,45.8404
2022-11-09,57.38539
2022-11-10,70.28862
2022-11-11,62.13921
2022-11-12,25.29711
2022-11-13,23.7691
2022-11-14,49.40577
2022-11-15,52.97113
2022-11-16,56.02716
2022-11-17,67.91171
2022-11-18,63.83701
2022-11-19,24.78777
2022-11-20,25.80645
2022-11-21,59.93208
2022-11-22,65.19524
2022-11-23,62.30899
2022-11-24,65.02546
2022-11-25,69.26994
2022-11-26,26.9949
2022-11-27,18.16638
2022-11-28,48.89643
2022-11-29,57.72495
2022-11-30,60.10186
2022-12-01,56.87606
2022-12-02,51.78268
2022-12-03,16.46859
2022-12-04,15.28013
2022-12-05,49.06621
2022-12-06,46.85908
2022-12-07,52.63157
2022-12-08,59.93208
2022-12-09,61.29032
2022-12-10,23.08998
2022-12-11,20.71307
2022-12-12,60.44142
2022-12-13,53.48047
2022-12-14,60.78098
2022-12-15,57.21561
2022-12-16,59.59252
2022-12-17,18.16638
2022-12-18,18.50594
2022-12-19,45.8404
2022-12-20,56.36672
2022-12-21,58.91341
2022-12-22,75.382
2022-12-23,63.15789
2022-12-24,21.05263
2022-12-25,17.48726
2022-12-26,49.06621
2022-12-27,46.85908
2022-12-28,47.5382
2022-12-29,39.38879
2022-12-30,34.97453
2022-12-31,16.12903
2023-01-01,12.39388
2023-01-02,41.93548
2023-01-03,45.67062
2023-01-04,40.06791
2023-01-05,37.86078
2023-01-06,38.03056
2023-01-07,17.48726
2023-01-08,15.95925
2023-01-09,45.50084
2023-01-10,52.29202
2023-01-11,64.85568
2023-01-12,74.70288
2023-01-13,84.21052
2023-01-14,37.52122
2023-01-15,23.25976
2023-01-16,61.96943
2023-01-17,61.79966
2023-01-18,78.94736
2023-01-19,86.41765
2023-01-20,63.15789
2023-01-21,21.90152
2023-01-22,17.65704
2023-01-23,16.12903
2023-01-24,20.54329
2023-01-25,57.55517
2023-01-26,60.10186
2023-01-27,50.764
2023-01-28,21.73174
2023-01-29,21.56196
2023-01-30,60.27164
2023-01-31,58.91341
2023-02-01,61.29032
2023-02-02,67.40237
2023-02-03,70.28862
2023-02-04,27.50424
2023-02-05,25.80645
2023-02-06,64.17657
2023-02-07,69.77928
2023-02-08,75.89134
2023-02-09,84.55008
2023-02-10,93.3786
2023-02-11,26.48556
2023-02-12,28.86247
2023-02-13,86.07809
2023-02-14,84.04074
2023-02-15,74.19354
2023-02-16,81.49405
2023-02-17,60.78098
2023-02-18,28.69269
2023-02-19,25.12733
2023-02-20,65.70458
2023-02-21,61.29032
2023-02-22,55.51782
2023-02-23,55.34804
2023-02-24,47.5382
2023-02-25,25.12733
2023-02-26,24.95755
2023-02-27,71.64685
2023-02-28,47.87775
2023-03-01,25.97623
2023-03-02,41.93548
2023-03-03,47.70797
2023-03-04,23.7691
2023-03-05,18.67572
2023-03-06,49.74533
2023-03-07,59.93208
2023-03-08,48.89643
2023-03-09,53.98981
2023-03-10,47.5382
2023-03-11,17.82682
2023-03-12,17.1477
2023-03-13,52.63157
2023-03-14,52.46179
2023-03-15,47.87775
2023-03-16,56.19694
2023-03-17,51.78268
2023-03-18,27.67402
2023-03-19,22.41086
2023-03-20,51.44312
2023-03-21,50.764
2023-03-22,56.5365
2023-03-23,62.98811
2023-03-24,55.00848
2023-03-25,20.20373
2023-03-26,19.18505
2023-03-27,54.15959
2023-03-28,56.70628
2023-03-29,54.66893
2023-03-30,51.78268
2023-03-31,49.23599
2023-04-01,19.52461
2023-04-02,17.48726
2023-04-03,49.74533
2023-04-04,58.74363
2023-04-05,59.25297
2023-04-06,68.25127
2023-04-07,65.36502
2023-04-08,25.29711
2023-04-09,23.25976
2023-04-10,56.02716
2023-04-11,56.19694
2023-04-12,66.72325
2023-04-13,70.4584
2023-04-14,60.27164
2023-04-15,23.7691
2023-04-16,20.88285
2023-04-17,59.25297
2023-04-18,62.47877
2023-04-19,65.02546
2023-04-20,73.34465
2023-04-21,70.4584
2023-04-22,26.48556
2023-04-23,25.29711
2023-04-24,59.42275
2023-04-25,64.00679
2023-04-26,69.94906
2023-04-27,72.83531
2023-04-28,60.10186
2023-04-29,23.08998
2023-04-30,20.88285
2023-05-01,37.01188
2023-05-02,54.66893
2023-05-03,67.74193
2023-05-04,55.6876
2023-05-05,29.88115
2023-05-06,21.90152
2023-05-07,22.41086
2023-05-08,52.97113
2023-05-09,56.36672
2023-05-10,63.15789
2023-05-11,75.382
2023-05-12,73.68421
2023-05-13,25.12733
2023-05-14,20.54329
2023-05-15,58.57385
2023-05-16,59.59252
2023-05-17,66.55348
2023-05-18,79.62648
2023-05-19,62.30899
2023-05-20,28.35314
2023-05-21,26.9949
2023-05-22,57.21561
2023-05-23,65.19524
2023-05-24,64.85568
2023-05-25,72.32597
2023-05-26,70.4584
2023-05-27,27.50424
2023-05-28,19.01528
2023-05-29,27.16468
2023-05-30,62.30899
2023-05-31,75.55178
2023-06-01,76.74023
2023-06-02,61.79966
2023-06-03,27.67402
2023-06-04,27.67402
2023-06-05,43.46349
