date,주식회사설립
2023-05-30,39.68253
2023-05-31,47.61904
2023-06-01,50.0
2023-06-02,38.09523
2023-06-03,19.84126
2023-06-04,14.28571
2023-06-05,42.06349
2023-06-06,23.80952
2023-06-07,42.06349
2023-06-08,42.06349
2023-06-09,38.09523
2023-06-10,20.63492
2023-06-11,21.42857
2023-06-12,38.88888
2023-06-13,38.09523
2023-06-14,28.57142
2023-06-15,38.09523
2023-06-16,32.53968
2023-06-17,17.46031
2023-06-18,16.66666
2023-06-19,35.71428
2023-06-20,44.44444
2023-06-21,35.71428
2023-06-22,44.44444
2023-06-23,42.06349
2023-06-24,25.39682
2023-06-25,18.25396
2023-06-26,45.23809
2023-06-27,45.23809
2023-06-28,49.20634
2023-06-29,38.88888
2023-06-30,30.15873
2023-07-01,22.22222
2023-07-02,23.01587
2023-07-03,45.23809
2023-07-04,38.88888
2023-07-05,38.09523
2023-07-06,39.68253
2023-07-07,38.09523
2023-07-08,19.04761
2023-07-09,20.63492
2023-07-10,28.57142
2023-07-11,31.74603
2023-07-12,41.26984
2023-07-13,42.85714
2023-07-14,28.57142
2023-07-15,22.22222
2023-07-16,24.60317
2023-07-17,47.61904
2023-07-18,41.26984
2023-07-19,38.09523
2023-07-20,32.53968
2023-07-21,38.09523
2023-07-22,20.63492
2023-07-23,25.39682
2023-07-24,34.12698
2023-07-25,41.26984
2023-07-26,40.47619
2023-07-27,45.23809
2023-07-28,37.30158
2023-07-29,18.25396
2023-07-30,27.77777
2023-07-31,38.09523
2023-08-01,45.23809
2023-08-02,40.47619
2023-08-03,40.47619
2023-08-04,38.88888
2023-08-05,30.15873
2023-08-06,27.77777
2023-08-07,38.09523
2023-08-08,43.65079
2023-08-09,28.57142
2023-08-10,34.12698
2023-08-11,45.23809
2023-08-12,34.92063
2023-08-13,24.60317
2023-08-14,33.33333
2023-08-15,30.15873
2023-08-16,44.44444
2023-08-17,53.1746
2023-08-18,29.36507
2023-08-19,28.57142
2023-08-20,31.74603
2023-08-21,42.85714
2023-08-22,38.88888
2023-08-23,50.0
2023-08-24,51.5873
2023-08-25,40.47619
2023-08-26,19.84126
2023-08-27,25.39682
2023-08-28,42.85714
2023-08-29,43.65079
2023-08-30,46.03174
2023-08-31,43.65079
2023-09-01,41.26984
2023-09-02,17.46031
2023-09-03,19.84126
2023-09-04,45.23809
2023-09-05,53.96825
2023-09-06,36.50793
2023-09-07,49.20634
2023-09-08,37.30158
2023-09-09,21.42857
2023-09-10,29.36507
2023-09-11,45.23809
2023-09-12,46.03174
2023-09-13,37.30158
2023-09-14,46.82539
2023-09-15,41.26984
2023-09-16,43.65079
2023-09-17,22.22222
2023-09-18,45.23809
2023-09-19,37.30158
2023-09-20,44.44444
2023-09-21,38.09523
2023-09-22,42.06349
2023-09-23,35.71428
2023-09-24,18.25396
2023-09-25,40.47619
2023-09-26,34.12698
2023-09-27,31.74603
2023-09-28,31.74603
2023-09-29,36.50793
2023-09-30,11.90476
2023-10-01,16.66666
2023-10-02,27.77777
2023-10-03,28.57142
2023-10-04,46.03174
2023-10-05,41.26984
2023-10-06,26.19047
2023-10-07,18.25396
2023-10-08,19.84126
2023-10-09,29.36507
2023-10-10,53.1746
2023-10-11,37.30158
2023-10-12,39.68253
2023-10-13,38.09523
2023-10-14,23.80952
2023-10-15,23.01587
2023-10-16,38.88888
2023-10-17,45.23809
2023-10-18,45.23809
2023-10-19,31.74603
2023-10-20,36.50793
2023-10-21,30.95238
2023-10-22,19.04761
2023-10-23,45.23809
2023-10-24,38.09523
2023-10-25,50.0
2023-10-26,44.44444
2023-10-27,43.65079
2023-10-28,30.95238
2023-10-29,28.57142
2023-10-30,55.55555
2023-10-31,50.0
2023-11-01,38.88888
2023-11-02,46.03174
2023-11-03,46.82539
2023-11-04,20.63492
2023-11-05,26.19047
2023-11-06,54.7619
2023-11-07,33.33333
2023-11-08,42.85714
2023-11-09,53.96825
2023-11-10,46.82539
2023-11-11,26.98412
2023-11-12,27.77777
2023-11-13,33.33333
2023-11-14,38.88888
2023-11-15,46.82539
2023-11-16,34.12698
2023-11-17,33.33333
2023-11-18,20.63492
2023-11-19,17.46031
2023-11-20,37.30158
2023-11-21,38.09523
2023-11-22,33.33333
2023-11-23,27.77777
2023-11-24,35.71428
2023-11-25,19.84126
2023-11-26,24.60317
2023-11-27,26.98412
2023-11-28,50.0
2023-11-29,51.5873
2023-11-30,39.68253
2023-12-01,23.80952
2023-12-02,18.25396
2023-12-03,26.19047
2023-12-04,33.33333
2023-12-05,33.33333
2023-12-06,30.15873
2023-12-07,55.55555
2023-12-08,42.06349
2023-12-09,11.11111
2023-12-10,25.39682
2023-12-11,35.71428
2023-12-12,36.50793
2023-12-13,46.82539
2023-12-14,38.88888
2023-12-15,33.33333
2023-12-16,25.39682
2023-12-17,20.63492
2023-12-18,43.65079
2023-12-19,60.31746
2023-12-20,32.53968
2023-12-21,30.15873
2023-12-22,33.33333
2023-12-23,16.66666
2023-12-24,26.19047
2023-12-25,25.39682
2023-12-26,39.68253
2023-12-27,41.26984
2023-12-28,45.23809
2023-12-29,45.23809
2023-12-30,23.01587
2023-12-31,18.25396
2024-01-01,31.74603
2024-01-02,46.03174
2024-01-03,54.7619
2024-01-04,65.07936
2024-01-05,42.85714
2024-01-06,25.39682
2024-01-07,21.42857
2024-01-08,54.7619
2024-01-09,49.20634
2024-01-10,56.3492
2024-01-11,49.20634
2024-01-12,59.5238
2024-01-13,27.77777
2024-01-14,30.15873
2024-01-15,45.23809
2024-01-16,59.5238
2024-01-17,49.20634
2024-01-18,58.73015
2024-01-19,42.85714
2024-01-20,23.01587
2024-01-21,37.30158
2024-01-22,55.55555
2024-01-23,64.28571
2024-01-24,55.55555
2024-01-25,42.85714
2024-01-26,40.47619
2024-01-27,25.39682
2024-01-28,29.36507
2024-01-29,47.61904
2024-01-30,54.7619
2024-01-31,47.61904
2024-02-01,56.3492
2024-02-02,40.47619
2024-02-03,36.50793
2024-02-04,37.30158
2024-02-05,76.19047
2024-02-06,47.61904
2024-02-07,33.33333
2024-02-08,40.47619
2024-02-09,20.63492
2024-02-10,22.22222
2024-02-11,19.84126
2024-02-12,28.57142
2024-02-13,50.0
2024-02-14,50.79365
2024-02-15,48.41269
2024-02-16,43.65079
2024-02-17,23.01587
2024-02-18,31.74603
2024-02-19,65.07936
2024-02-20,53.1746
2024-02-21,53.96825
2024-02-22,53.96825
2024-02-23,37.30158
2024-02-24,35.71428
2024-02-25,27.77777
2024-02-26,44.44444
2024-02-27,53.96825
2024-02-28,48.41269
2024-02-29,46.03174
2024-03-01,27.77777
2024-03-02,23.80952
2024-03-03,35.71428
2024-03-04,58.73015
2024-03-05,53.1746
2024-03-06,57.14285
2024-03-07,63.49206
2024-03-08,39.68253
2024-03-09,33.33333
2024-03-10,30.95238
2024-03-11,50.79365
2024-03-12,56.3492
2024-03-13,56.3492
2024-03-14,49.20634
2024-03-15,48.41269
2024-03-16,32.53968
2024-03-17,26.98412
2024-03-18,46.03174
2024-03-19,46.03174
2024-03-20,34.12698
