date,5대골절
2021-04-22,40.05763
2021-04-23,34.87031
2021-04-24,22.1902
2021-04-25,18.73198
2021-04-26,42.93948
2021-04-27,39.76945
2021-04-28,39.19308
2021-04-29,39.76945
2021-04-30,33.71757
2021-05-01,15.85014
2021-05-02,12.96829
2021-05-03,40.34582
2021-05-04,39.19308
2021-05-05,18.4438
2021-05-06,35.1585
2021-05-07,35.44668
2021-05-08,21.61383
2021-05-09,14.98559
2021-05-10,47.26224
2021-05-11,40.34582
2021-05-12,40.34582
2021-05-13,35.73487
2021-05-14,38.04034
2021-05-15,14.98559
2021-05-16,8.06916
2021-05-17,41.78674
2021-05-18,34.87031
2021-05-19,22.47838
2021-05-20,38.90489
2021-05-21,46.97406
2021-05-22,23.05475
2021-05-23,14.98559
2021-05-24,49.8559
2021-05-25,47.55043
2021-05-26,49.56772
2021-05-27,43.80403
2021-05-28,42.36311
2021-05-29,21.61383
2021-05-30,10.951
2021-05-31,44.95677
2021-06-01,41.78674
2021-06-02,38.61671
2021-06-03,45.53314
2021-06-04,35.44668
2021-06-05,21.61383
2021-06-06,16.71469
2021-06-07,53.31412
2021-06-08,49.8559
2021-06-09,45.53314
2021-06-10,40.92219
2021-06-11,39.19308
2021-06-12,23.05475
2021-06-13,19.88472
2021-06-14,51.87319
2021-06-15,55.61959
2021-06-16,48.41498
2021-06-17,44.95677
2021-06-18,36.59942
2021-06-19,18.73198
2021-06-20,16.42651
2021-06-21,41.49855
2021-06-22,45.53314
2021-06-23,60.80691
2021-06-24,49.8559
2021-06-25,40.05763
2021-06-26,27.37752
2021-06-27,22.47838
2021-06-28,57.63688
2021-06-29,47.26224
2021-06-30,45.53314
2021-07-01,38.61671
2021-07-02,35.73487
2021-07-03,23.34293
2021-07-04,14.12103
2021-07-05,42.07492
2021-07-06,43.22766
2021-07-07,49.27953
2021-07-08,41.21037
2021-07-09,40.05763
2021-07-10,21.90201
2021-07-11,15.85014
2021-07-12,40.34582
2021-07-13,45.53314
2021-07-14,44.09221
2021-07-15,34.00576
2021-07-16,36.59942
2021-07-17,23.9193
2021-07-18,19.02017
2021-07-19,42.93948
2021-07-20,39.76945
2021-07-21,40.92219
2021-07-22,37.17579
2021-07-23,37.17579
2021-07-24,17.86743
2021-07-25,14.98559
2021-07-26,36.8876
2021-07-27,42.07492
2021-07-28,42.93948
2021-07-29,38.32853
2021-07-30,31.12391
2021-07-31,22.1902
2021-08-01,13.83285
2021-08-02,42.65129
2021-08-03,42.07492
2021-08-04,36.02305
2021-08-05,38.90489
2021-08-06,34.00576
2021-08-07,17.57925
2021-08-08,17.00288
2021-08-09,44.3804
2021-08-10,35.1585
2021-08-11,43.22766
2021-08-12,46.97406
2021-08-13,39.19308
2021-08-14,17.57925
2021-08-15,18.73198
2021-08-16,25.93659
2021-08-17,46.97406
2021-08-18,36.59942
2021-08-19,45.82132
2021-08-20,44.95677
2021-08-21,17.00288
2021-08-22,17.29106
2021-08-23,46.97406
2021-08-24,41.21037
2021-08-25,44.66858
2021-08-26,43.22766
2021-08-27,38.90489
2021-08-28,17.86743
2021-08-29,17.86743
2021-08-30,36.02305
2021-08-31,39.76945
2021-09-01,33.14121
2021-09-02,48.70317
2021-09-03,37.17579
2021-09-04,18.73198
2021-09-05,16.13832
2021-09-06,34.87031
2021-09-07,36.31123
2021-09-08,41.49855
2021-09-09,38.32853
2021-09-10,30.83573
2021-09-11,19.88472
2021-09-12,18.4438
2021-09-13,33.42939
2021-09-14,39.19308
2021-09-15,39.19308
2021-09-16,38.04034
2021-09-17,33.71757
2021-09-18,18.4438
2021-09-19,12.10374
2021-09-20,12.39193
2021-09-21,9.79827
2021-09-22,14.98559
2021-09-23,39.19308
2021-09-24,40.05763
2021-09-25,17.57925
2021-09-26,15.85014
2021-09-27,41.78674
2021-09-28,44.95677
2021-09-29,42.65129
2021-09-30,38.61671
2021-10-01,32.56484
2021-10-02,19.02017
2021-10-03,14.6974
2021-10-04,20.46109
2021-10-05,43.80403
2021-10-06,42.07492
2021-10-07,34.00576
2021-10-08,38.04034
2021-10-09,16.13832
2021-10-10,14.40922
2021-10-11,22.47838
2021-10-12,44.66858
2021-10-13,40.634
2021-10-14,40.05763
2021-10-15,38.04034
2021-10-16,16.71469
2021-10-17,17.86743
2021-10-18,34.87031
2021-10-19,40.05763
2021-10-20,42.65129
2021-10-21,33.71757
2021-10-22,46.39769
2021-10-23,19.30835
2021-10-24,12.39193
2021-10-25,41.78674
2021-10-26,36.59942
2021-10-27,42.07492
2021-10-28,35.1585
2021-10-29,30.54755
2021-10-30,20.17291
2021-10-31,16.71469
2021-11-01,44.95677
2021-11-02,38.04034
2021-11-03,44.95677
2021-11-04,38.32853
2021-11-05,34.58213
2021-11-06,16.13832
2021-11-07,14.98559
2021-11-08,38.90489
2021-11-09,42.93948
2021-11-10,39.76945
2021-11-11,36.02305
2021-11-12,33.71757
2021-11-13,17.86743
2021-11-14,12.39193
2021-11-15,44.95677
2021-11-16,43.22766
2021-11-17,41.49855
2021-11-18,41.21037
2021-11-19,43.80403
2021-11-20,21.61383
2021-11-21,17.86743
2021-11-22,47.26224
2021-11-23,46.10951
2021-11-24,42.07492
2021-11-25,36.59942
2021-11-26,38.61671
2021-11-27,21.90201
2021-11-28,16.13832
2021-11-29,42.36311
2021-11-30,39.19308
2021-12-01,33.71757
2021-12-02,33.42939
2021-12-03,36.02305
2021-12-04,17.00288
2021-12-05,14.6974
2021-12-06,47.83861
2021-12-07,39.48126
2021-12-08,48.99135
2021-12-09,40.05763
2021-12-10,44.3804
2021-12-11,17.86743
2021-12-12,12.96829
2021-12-13,43.22766
2021-12-14,49.56772
2021-12-15,36.31123
2021-12-16,37.75216
2021-12-17,40.34582
2021-12-18,22.76657
2021-12-19,20.46109
2021-12-20,61.0951
2021-12-21,52.44956
2021-12-22,47.83861
2021-12-23,42.36311
2021-12-24,40.05763
2021-12-25,22.76657
2021-12-26,16.42651
2021-12-27,48.41498
2021-12-28,43.51585
2021-12-29,46.97406
2021-12-30,46.39769
2021-12-31,23.63112
2022-01-01,12.68011
2022-01-02,15.85014
2022-01-03,36.59942
2022-01-04,48.1268
2022-01-05,50.43227
2022-01-06,46.39769
2022-01-07,40.634
2022-01-08,22.1902
2022-01-09,21.32564
2022-01-10,51.87319
2022-01-11,35.1585
2022-01-12,53.6023
2022-01-13,47.26224
2022-01-14,51.00864
2022-01-15,25.93659
2022-01-16,23.9193
2022-01-17,44.3804
2022-01-18,43.22766
2022-01-19,45.82132
2022-01-20,51.29682
2022-01-21,41.21037
2022-01-22,23.63112
2022-01-23,15.85014
2022-01-24,49.56772
2022-01-25,47.26224
2022-01-26,44.95677
2022-01-27,44.09221
2022-01-28,36.02305
2022-01-29,18.73198
2022-01-30,16.13832
2022-01-31,13.25648
2022-02-01,14.6974
2022-02-02,15.85014
2022-02-03,53.31412
2022-02-04,57.3487
2022-02-05,27.08933
2022-02-06,19.30835
2022-02-07,48.70317
2022-02-08,54.17867
2022-02-09,53.89048
2022-02-10,48.99135
2022-02-11,53.89048
2022-02-12,26.22478
2022-02-13,19.02017
2022-02-14,45.53314
2022-02-15,49.8559
2022-02-16,39.76945
2022-02-17,41.21037
2022-02-18,50.72046
2022-02-19,16.71469
2022-02-20,18.4438
2022-02-21,46.68587
2022-02-22,51.00864
2022-02-23,54.75504
2022-02-24,45.24495
2022-02-25,44.95677
2022-02-26,27.37752
2022-02-27,15.56195
2022-02-28,44.3804
2022-03-01,29.39481
2022-03-02,40.92219
2022-03-03,42.36311
2022-03-04,42.07492
2022-03-05,17.57925
2022-03-06,20.17291
2022-03-07,45.53314
2022-03-08,44.09221
2022-03-09,18.15561
2022-03-10,43.80403
2022-03-11,44.09221
2022-03-12,20.17291
2022-03-13,20.17291
2022-03-14,44.66858
2022-03-15,46.39769
2022-03-16,44.95677
2022-03-17,40.92219
2022-03-18,40.634
2022-03-19,24.20749
2022-03-20,12.96829
2022-03-21,51.29682
2022-03-22,44.3804
2022-03-23,37.46397
2022-03-24,45.24495
2022-03-25,40.05763
2022-03-26,20.74927
2022-03-27,15.27377
2022-03-28,44.95677
2022-03-29,49.27953
2022-03-30,49.27953
2022-03-31,46.39769
2022-04-01,35.73487
2022-04-02,18.4438
2022-04-03,17.00288
2022-04-04,48.41498
2022-04-05,38.04034
2022-04-06,42.36311
2022-04-07,45.53314
2022-04-08,49.8559
2022-04-09,21.03746
2022-04-10,15.85014
2022-04-11,48.70317
2022-04-12,42.65129
2022-04-13,39.48126
2022-04-14,46.97406
2022-04-15,46.97406
2022-04-16,24.20749
2022-04-17,20.46109
2022-04-18,49.8559
2022-04-19,48.41498
2022-04-20,44.66858
2022-04-21,47.26224
2022-04-22,48.99135
2022-04-23,22.47838
2022-04-24,16.13832
2022-04-25,49.8559
2022-04-26,53.89048
2022-04-27,44.3804
2022-04-28,48.1268
2022-04-29,51.87319
2022-04-30,32.27665
2022-05-01,13.54466
2022-05-02,46.97406
2022-05-03,39.48126
2022-05-04,41.49855
2022-05-05,19.59654
2022-05-06,38.90489
2022-05-07,24.20749
2022-05-08,16.71469
2022-05-09,49.8559
2022-05-10,57.63688
2022-05-11,51.29682
2022-05-12,50.43227
2022-05-13,53.02593
2022-05-14,27.95389
2022-05-15,23.05475
2022-05-16,61.67146
2022-05-17,55.04322
2022-05-18,55.90778
2022-05-19,52.16138
2022-05-20,43.51585
2022-05-21,28.53025
2022-05-22,22.1902
2022-05-23,56.19596
2022-05-24,67.14697
2022-05-25,54.46685
2022-05-26,53.89048
2022-05-27,47.55043
2022-05-28,29.97118
2022-05-29,24.20749
2022-05-30,55.90778
2022-05-31,50.43227
2022-06-01,23.9193
2022-06-02,47.26224
2022-06-03,51.87319
2022-06-04,27.08933
2022-06-05,15.27377
2022-06-06,21.61383
2022-06-07,56.77233
2022-06-08,61.38328
2022-06-09,55.61959
2022-06-10,58.78962
2022-06-11,25.07204
2022-06-12,23.05475
2022-06-13,65.12968
2022-06-14,53.6023
2022-06-15,57.92507
2022-06-16,59.65417
2022-06-17,45.82132
2022-06-18,26.22478
2022-06-19,25.64841
2022-06-20,65.41786
2022-06-21,72.0461
2022-06-22,60.80691
2022-06-23,57.92507
2022-06-24,56.19596
2022-06-25,39.48126
2022-06-26,23.34293
2022-06-27,65.12968
2022-06-28,61.95965
2022-06-29,63.97694
2022-06-30,54.75504
2022-07-01,39.19308
2022-07-02,20.74927
2022-07-03,17.86743
2022-07-04,64.84149
2022-07-05,51.29682
2022-07-06,50.72046
2022-07-07,56.19596
2022-07-08,56.48414
2022-07-09,27.37752
2022-07-10,21.61383
2022-07-11,66.85878
2022-07-12,59.94236
2022-07-13,48.99135
2022-07-14,40.634
2022-07-15,50.72046
2022-07-16,26.80115
2022-07-17,22.1902
2022-07-18,54.46685
2022-07-19,53.31412
2022-07-20,59.65417
2022-07-21,56.77233
2022-07-22,59.65417
2022-07-23,27.08933
2022-07-24,21.90201
2022-07-25,66.28242
2022-07-26,57.3487
2022-07-27,59.65417
2022-07-28,56.77233
2022-07-29,53.31412
2022-07-30,27.37752
2022-07-31,18.73198
2022-08-01,53.31412
2022-08-02,46.97406
2022-08-03,48.99135
2022-08-04,65.70605
2022-08-05,47.55043
2022-08-06,27.08933
2022-08-07,21.61383
2022-08-08,46.68587
2022-08-09,62.24783
2022-08-10,60.23054
2022-08-11,52.44956
2022-08-12,44.66858
2022-08-13,24.49567
2022-08-14,20.46109
2022-08-15,22.76657
2022-08-16,65.12968
2022-08-17,62.53602
2022-08-18,58.21325
2022-08-19,58.50144
2022-08-20,28.53025
2022-08-21,25.64841
2022-08-22,63.11239
2022-08-23,63.11239
2022-08-24,55.61959
2022-08-25,57.3487
2022-08-26,49.27953
2022-08-27,28.53025
2022-08-28,18.4438
2022-08-29,61.67146
2022-08-30,50.43227
2022-08-31,53.89048
2022-09-01,61.38328
2022-09-02,47.55043
2022-09-03,24.78386
2022-09-04,17.86743
2022-09-05,57.3487
2022-09-06,46.68587
2022-09-07,49.8559
2022-09-08,43.51585
2022-09-09,20.17291
2022-09-10,12.96829
2022-09-11,13.54466
2022-09-12,29.97118
2022-09-13,71.75792
2022-09-14,69.74063
2022-09-15,60.23054
2022-09-16,59.65417
2022-09-17,24.49567
2022-09-18,21.32564
2022-09-19,62.8242
2022-09-20,62.24783
2022-09-21,60.23054
2022-09-22,57.06051
2022-09-23,63.11239
2022-09-24,30.25936
2022-09-25,21.03746
2022-09-26,74.92795
2022-09-27,63.11239
2022-09-28,60.51873
2022-09-29,63.68876
2022-09-30,56.19596
2022-10-01,25.07204
2022-10-02,23.34293
2022-10-03,26.51296
2022-10-04,53.89048
2022-10-05,56.19596
2022-10-06,60.80691
2022-10-07,49.56772
2022-10-08,30.54755
2022-10-09,19.30835
2022-10-10,21.90201
2022-10-11,58.21325
2022-10-12,60.80691
2022-10-13,55.04322
2022-10-14,53.31412
2022-10-15,25.64841
2022-10-16,25.07204
2022-10-17,66.28242
2022-10-18,61.95965
2022-10-19,54.17867
2022-10-20,51.29682
2022-10-21,60.23054
2022-10-22,25.07204
2022-10-23,24.78386
2022-10-24,79.5389
2022-10-25,55.61959
2022-10-26,61.67146
2022-10-27,62.53602
2022-10-28,53.31412
2022-10-29,31.98847
2022-10-30,23.9193
2022-10-31,66.28242
2022-11-01,68.29971
2022-11-02,61.95965
2022-11-03,54.46685
2022-11-04,56.19596
2022-11-05,25.93659
2022-11-06,24.78386
2022-11-07,68.01152
2022-11-08,75.21613
2022-11-09,67.14697
2022-11-10,65.12968
2022-11-11,46.39769
2022-11-12,36.02305
2022-11-13,23.05475
2022-11-14,72.62247
2022-11-15,66.28242
2022-11-16,65.70605
2022-11-17,63.11239
2022-11-18,47.83861
2022-11-19,26.51296
2022-11-20,20.74927
2022-11-21,62.8242
2022-11-22,68.29971
2022-11-23,59.36599
2022-11-24,51.00864
2022-11-25,59.36599
2022-11-26,29.39481
2022-11-27,19.59654
2022-11-28,57.63688
2022-11-29,61.0951
2022-11-30,57.92507
2022-12-01,61.67146
2022-12-02,57.63688
2022-12-03,28.81844
2022-12-04,25.36023
2022-12-05,59.65417
2022-12-06,64.26512
2022-12-07,69.45244
2022-12-08,56.48414
2022-12-09,60.51873
2022-12-10,31.70028
2022-12-11,24.78386
2022-12-12,69.16426
2022-12-13,56.48414
2022-12-14,54.46685
2022-12-15,55.61959
2022-12-16,68.58789
2022-12-17,33.71757
2022-12-18,27.6657
2022-12-19,68.29971
2022-12-20,70.02881
2022-12-21,77.52161
2022-12-22,76.36887
2022-12-23,66.85878
2022-12-24,33.71757
2022-12-25,28.24207
2022-12-26,76.08069
2022-12-27,80.11527
2022-12-28,92.79538
2022-12-29,68.29971
2022-12-30,63.11239
2022-12-31,26.51296
2023-01-01,33.71757
2023-01-02,76.65706
2023-01-03,65.41786
2023-01-04,64.26512
2023-01-05,59.36599
2023-01-06,66.5706
2023-01-07,36.02305
2023-01-08,29.39481
2023-01-09,81.26801
2023-01-10,71.18155
2023-01-11,70.89337
2023-01-12,57.92507
2023-01-13,70.02881
2023-01-14,37.17579
2023-01-15,22.47838
2023-01-16,63.11239
2023-01-17,67.14697
2023-01-18,52.73775
2023-01-19,62.24783
2023-01-20,46.97406
2023-01-21,23.05475
2023-01-22,19.88472
2023-01-23,19.30835
2023-01-24,21.61383
2023-01-25,74.63976
2023-01-26,75.50432
2023-01-27,68.29971
2023-01-28,36.31123
2023-01-29,28.53025
2023-01-30,75.7925
2023-01-31,56.77233
2023-02-01,60.23054
2023-02-02,57.3487
2023-02-03,53.6023
2023-02-04,27.95389
2023-02-05,21.90201
2023-02-06,81.84438
2023-02-07,68.87608
2023-02-08,61.38328
2023-02-09,61.38328
2023-02-10,57.3487
2023-02-11,32.27665
2023-02-12,22.76657
2023-02-13,57.63688
2023-02-14,60.80691
2023-02-15,64.26512
2023-02-16,57.06051
2023-02-17,58.50144
2023-02-18,26.22478
2023-02-19,22.1902
2023-02-20,69.45244
2023-02-21,65.70605
2023-02-22,70.60518
2023-02-23,64.55331
2023-02-24,62.53602
2023-02-25,28.24207
2023-02-26,24.20749
2023-02-27,60.23054
2023-02-28,58.50144
2023-03-01,26.51296
2023-03-02,56.19596
2023-03-03,44.09221
2023-03-04,37.75216
2023-03-05,27.95389
2023-03-06,70.60518
2023-03-07,58.50144
2023-03-08,65.70605
2023-03-09,61.95965
2023-03-10,55.33141
2023-03-11,25.36023
2023-03-12,28.53025
2023-03-13,57.63688
2023-03-14,69.16426
2023-03-15,63.11239
2023-03-16,66.28242
2023-03-17,61.0951
2023-03-18,31.70028
2023-03-19,20.17291
2023-03-20,75.21613
2023-03-21,70.60518
2023-03-22,69.74063
2023-03-23,59.36599
2023-03-24,57.3487
2023-03-25,37.46397
2023-03-26,28.24207
2023-03-27,75.50432
2023-03-28,64.26512
2023-03-29,57.63688
2023-03-30,53.89048
2023-03-31,61.95965
2023-04-01,25.93659
2023-04-02,24.78386
2023-04-03,67.14697
2023-04-04,66.28242
2023-04-05,70.02881
2023-04-06,58.50144
2023-04-07,62.24783
2023-04-08,27.37752
2023-04-09,21.03746
2023-04-10,58.78962
2023-04-11,75.21613
2023-04-12,66.28242
2023-04-13,68.29971
2023-04-14,64.84149
2023-04-15,30.83573
2023-04-16,23.63112
2023-04-17,78.09798
2023-04-18,70.317
2023-04-19,59.65417
2023-04-20,63.11239
2023-04-21,58.50144
2023-04-22,28.53025
2023-04-23,27.95389
2023-04-24,72.33429
2023-04-25,73.77521
2023-04-26,68.29971
2023-04-27,62.53602
2023-04-28,59.36599
2023-04-29,33.71757
2023-04-30,25.36023
2023-05-01,40.34582
2023-05-02,68.87608
2023-05-03,65.12968
2023-05-04,61.95965
2023-05-05,31.4121
2023-05-06,22.47838
2023-05-07,31.4121
2023-05-08,85.0144
2023-05-09,69.45244
2023-05-10,65.12968
2023-05-11,65.41786
2023-05-12,64.26512
2023-05-13,31.98847
2023-05-14,22.47838
2023-05-15,72.62247
2023-05-16,66.85878
2023-05-17,68.87608
2023-05-18,70.317
2023-05-19,63.97694
2023-05-20,31.70028
2023-05-21,33.14121
2023-05-22,74.35158
2023-05-23,79.5389
2023-05-24,75.7925
2023-05-25,72.33429
2023-05-26,71.18155
2023-05-27,21.61383
2023-05-28,25.36023
2023-05-29,34.58213
2023-05-30,75.50432
