date,FX
2023-05-30,0.96751
2023-05-31,1.00521
2023-06-01,0.92772
2023-06-02,0.87746
2023-06-03,0.99474
2023-06-04,0.756
2023-06-05,0.81883
2023-06-06,0.7916
2023-06-07,0.81464
2023-06-08,1.01777
2023-06-09,0.99474
2023-06-10,0.87746
2023-06-11,0.84605
2023-06-12,0.88793
2023-06-13,0.8628
2023-06-14,0.89841
2023-06-15,0.91516
2023-06-16,0.86699
2023-06-17,0.85652
2023-06-18,0.72249
2023-06-19,0.76019
2023-06-20,0.80836
2023-06-21,0.78532
2023-06-22,0.75391
2023-06-23,0.77694
2023-06-24,0.78532
2023-06-25,0.70155
2023-06-26,0.72668
2023-06-27,0.94657
2023-06-28,0.75809
2023-06-29,0.74343
2023-06-30,0.72249
2023-07-01,0.7937
2023-07-02,0.66176
2023-07-03,0.85233
2023-07-04,0.74762
2023-07-05,0.83767
2023-07-06,0.83977
2023-07-07,0.83977
2023-07-08,0.75809
2023-07-09,0.86909
2023-07-10,0.77275
2023-07-11,0.79788
2023-07-12,0.83767
2023-07-13,0.76647
2023-07-14,0.74134
2023-07-15,0.73087
2023-07-16,0.68061
2023-07-17,0.88165
2023-07-18,0.81045
2023-07-19,0.85024
2023-07-20,0.87746
2023-07-21,0.83139
2023-07-22,0.75181
2023-07-23,0.72249
2023-07-24,0.74972
2023-07-25,1.05966
2023-07-26,0.90259
2023-07-27,0.87746
2023-07-28,0.77694
2023-07-29,0.85233
2023-07-30,0.92354
2023-07-31,1.28164
2023-08-01,0.76857
2023-08-02,0.82511
2023-08-03,0.79788
2023-08-04,0.73506
2023-08-05,0.72668
2023-08-06,0.65129
2023-08-07,0.82301
2023-08-08,0.8272
2023-08-09,0.76857
2023-08-10,0.62616
2023-08-11,0.82092
2023-08-12,0.87537
2023-08-13,0.79788
2023-08-14,0.80207
2023-08-15,0.74134
2023-08-16,0.85862
2023-08-17,0.756
2023-08-18,0.87118
2023-08-19,1.17065
2023-08-20,0.76647
2023-08-21,0.80417
2023-08-22,0.81883
2023-08-23,0.79998
2023-08-24,0.81464
2023-08-25,0.71621
2023-08-26,0.60312
2023-08-27,0.59475
2023-08-28,0.64082
2023-08-29,0.78741
2023-08-30,0.78532
2023-08-31,0.67433
2023-09-01,0.72878
2023-09-02,0.71412
2023-09-03,0.62616
2023-09-04,0.62407
2023-09-05,0.87118
2023-09-06,0.92982
2023-09-07,0.9005
2023-09-08,0.8628
2023-09-09,0.75391
2023-09-10,0.88165
2023-09-11,0.94029
2023-09-12,0.65338
2023-09-13,0.67433
2023-09-14,0.8272
2023-09-15,0.66176
2023-09-16,0.66386
2023-09-17,0.68061
2023-09-18,0.73506
2023-09-19,0.76228
2023-09-20,0.74762
2023-09-21,0.62825
2023-09-22,0.70574
2023-09-23,0.76438
2023-09-24,0.63873
2023-09-25,0.63035
2023-09-26,0.73296
2023-09-27,0.71202
2023-09-28,0.69108
2023-09-29,0.62197
2023-09-30,0.72668
2023-10-01,0.69946
2023-10-02,0.7204
2023-10-03,0.6827
2023-10-04,0.74762
2023-10-05,0.73506
2023-10-06,0.74762
2023-10-07,0.6471
2023-10-08,0.67642
2023-10-09,0.67851
2023-10-10,0.66386
2023-10-11,0.76647
2023-10-12,0.6492
2023-10-13,0.74553
2023-10-14,0.68061
2023-10-15,0.59894
2023-10-16,0.74343
2023-10-17,0.80626
2023-10-18,0.79788
2023-10-19,0.83349
2023-10-20,0.69317
2023-10-21,0.67223
2023-10-22,0.76438
2023-10-23,0.73925
2023-10-24,0.7937
2023-10-25,0.78113
2023-10-26,0.76019
2023-10-27,0.84605
2023-10-28,0.78113
2023-10-29,0.72668
2023-10-30,0.756
2023-10-31,0.81254
2023-11-01,0.77485
2023-11-02,0.69527
2023-11-03,0.70365
2023-11-04,0.67014
2023-11-05,0.6492
2023-11-06,0.74553
2023-11-07,0.68061
2023-11-08,0.69946
2023-11-09,0.69946
2023-11-10,0.59894
2023-11-11,0.63035
2023-11-12,0.62407
2023-11-13,0.7937
2023-11-14,1.16646
2023-11-15,1.0806
2023-11-16,0.8628
2023-11-17,0.7916
2023-11-18,0.7183
2023-11-19,0.65548
2023-11-20,0.76019
2023-11-21,0.69736
2023-11-22,0.72249
2023-11-23,0.65757
2023-11-24,1.22719
2023-11-25,0.83349
2023-11-26,0.6848
2023-11-27,0.83767
2023-11-28,0.86699
2023-11-29,0.72249
2023-11-30,0.69317
2023-12-01,0.63244
2023-12-02,0.91516
2023-12-03,0.71202
2023-12-04,0.69527
2023-12-05,0.69108
2023-12-06,0.64501
2023-12-07,0.79579
2023-12-08,0.68061
2023-12-09,0.54658
2023-12-10,0.58846
2023-12-11,0.60312
2023-12-12,0.66804
2023-12-13,0.6827
2023-12-14,0.64291
2023-12-15,0.64501
2023-12-16,0.59475
2023-12-17,0.56752
2023-12-18,0.66595
2023-12-19,0.71412
2023-12-20,0.74134
2023-12-21,0.68899
2023-12-22,0.70993
2023-12-23,0.61359
2023-12-24,0.68899
2023-12-25,0.66595
2023-12-26,0.77694
2023-12-27,0.69317
2023-12-28,0.67642
2023-12-29,0.72878
2023-12-30,0.82511
2023-12-31,1.06385
2024-01-01,0.78951
2024-01-02,0.65548
2024-01-03,0.65967
2024-01-04,0.68689
2024-01-05,0.77904
2024-01-06,0.58637
2024-01-07,0.66176
2024-01-08,0.63035
2024-01-09,0.63035
2024-01-10,0.67851
2024-01-11,0.70155
2024-01-12,0.72459
2024-01-13,0.68899
2024-01-14,0.67223
2024-01-15,0.7183
2024-01-16,0.65338
2024-01-17,0.76647
2024-01-18,0.80417
2024-01-19,0.73087
2024-01-20,0.75809
2024-01-21,0.6848
2024-01-22,0.66595
2024-01-23,0.75181
2024-01-24,0.8293
2024-01-25,0.68061
2024-01-26,0.72249
2024-01-27,0.71621
2024-01-28,1.18112
2024-01-29,0.80836
2024-01-30,0.78322
2024-01-31,0.67642
2024-02-01,0.68689
2024-02-02,0.66595
2024-02-03,0.48585
2024-02-04,1.1183
2024-02-05,0.64082
2024-02-06,0.70783
2024-02-07,0.59056
2024-02-08,0.61359
2024-02-09,0.52983
2024-02-10,0.64501
2024-02-11,0.54239
2024-02-12,0.60731
2024-02-13,0.70155
2024-02-14,0.65129
2024-02-15,0.70574
2024-02-16,0.58218
2024-02-17,0.56124
2024-02-18,0.54449
2024-02-19,0.59475
2024-02-20,0.63663
2024-02-21,0.6471
2024-02-22,0.76438
2024-02-23,0.69317
2024-02-24,0.66804
2024-02-25,0.58218
2024-02-26,0.67223
2024-02-27,0.72878
2024-02-28,0.67433
2024-02-29,0.69317
2024-03-01,0.68061
2024-03-02,0.71202
2024-03-03,0.60103
2024-03-04,0.62197
2024-03-05,0.59894
2024-03-06,0.60103
2024-03-07,0.71621
2024-03-08,0.65548
2024-03-09,0.5759
2024-03-10,0.6827
2024-03-11,0.60522
2024-03-12,0.65338
2024-03-13,0.64291
2024-03-14,0.65548
2024-03-15,0.65967
2024-03-16,0.6827
2024-03-17,0.71202
2024-03-18,0.65967
2024-03-19,0.78741
2024-03-20,0.60522
