date,상속세세율
2023-05-26,4.59566
2023-05-27,3.93984
2023-05-28,3.90532
2023-05-29,4.35404
2023-05-30,5.00986
2023-05-31,5.54733
2023-06-01,8.14595
2023-06-02,5.51282
2023-06-03,4.67948
2023-06-04,4.52169
2023-06-05,5.54733
2023-06-06,6.36587
2023-06-07,6.91321
2023-06-08,5.02465
2023-06-09,4.56114
2023-06-10,4.10749
2023-06-11,4.08777
2023-06-12,5.75443
2023-06-13,5.07396
2023-06-14,5.04437
2023-06-15,4.93589
2023-06-16,4.61045
2023-06-17,4.15187
2023-06-18,3.81656
2023-06-19,5.43885
2023-06-20,4.97534
2023-06-21,7.47534
2023-06-22,6.25246
2023-06-23,5.25641
2023-06-24,4.74852
2023-06-25,4.10256
2023-06-26,5.29092
2023-06-27,5.50788
2023-06-28,5.01972
2023-06-29,5.80374
2023-06-30,5.34023
2023-07-01,4.02366
2023-07-02,4.28007
2023-07-03,4.74358
2023-07-04,5.10355
2023-07-05,5.04437
2023-07-06,4.74852
2023-07-07,4.6499
2023-07-08,4.38362
2023-07-09,4.25049
2023-07-10,5.12327
2023-07-11,4.87672
2023-07-12,5.30078
2023-07-13,4.99013
2023-07-14,4.37376
2023-07-15,3.98422
2023-07-16,4.30473
2023-07-17,4.94575
2023-07-18,4.96055
2023-07-19,4.47238
2023-07-20,4.45266
2023-07-21,4.11735
2023-07-22,4.0138
2023-07-23,3.81163
2023-07-24,5.07396
2023-07-25,4.73372
2023-07-26,4.61538
2023-07-27,5.46351
2023-07-28,4.86686
2023-07-29,4.1568
2023-07-30,3.70808
2023-07-31,4.67455
2023-08-01,4.48224
2023-08-02,4.30473
2023-08-03,4.16666
2023-08-04,3.74753
2023-08-05,3.71301
2023-08-06,3.31854
2023-08-07,4.67948
2023-08-08,4.05818
2023-08-09,4.59566
2023-08-10,3.76725
2023-08-11,4.03353
2023-08-12,3.60453
2023-08-13,4.23076
2023-08-14,4.857
2023-08-15,3.88067
2023-08-16,4.88658
2023-08-17,4.59566
2023-08-18,4.62031
2023-08-19,3.6637
2023-08-20,3.89546
2023-08-21,5.26627
2023-08-22,4.9211
2023-08-23,4.3639
2023-08-24,4.68934
2023-08-25,4.99506
2023-08-26,4.21597
2023-08-27,4.38362
2023-08-28,5.63116
2023-08-29,5.3994
2023-08-30,5.58185
2023-08-31,5.03944
2023-09-01,4.47238
2023-09-02,4.64003
2023-09-03,4.94082
2023-09-04,5.45857
2023-09-05,6.05029
2023-09-06,5.16765
2023-09-07,5.23668
2023-09-08,4.87179
2023-09-09,4.62524
2023-09-10,4.51183
2023-09-11,5.36489
2023-09-12,5.52761
2023-09-13,5.9566
2023-09-14,5.65581
2023-09-15,7.23372
2023-09-16,5.21696
2023-09-17,5.24161
2023-09-18,5.85798
2023-09-19,5.84812
2023-09-20,5.11834
2023-09-21,5.49802
2023-09-22,5.34516
2023-09-23,4.90138
2023-09-24,5.4783
2023-09-25,6.83431
2023-09-26,5.84319
2023-09-27,5.12327
2023-09-28,5.90729
2023-09-29,8.56015
2023-09-30,6.42504
2023-10-01,5.67554
2023-10-02,7.66765
2023-10-03,6.5138
2023-10-04,7.59368
2023-10-05,7.75641
2023-10-06,6.92307
2023-10-07,6.17357
2023-10-08,5.8136
2023-10-09,6.06015
2023-10-10,6.50887
2023-10-11,5.97633
2023-10-12,4.95562
2023-10-13,5.16272
2023-10-14,4.17652
2023-10-15,4.60552
2023-10-16,5.86291
2023-10-17,5.67061
2023-10-18,5.87771
2023-10-19,4.97041
2023-10-20,4.80276
2023-10-21,3.97435
2023-10-22,4.27514
2023-10-23,4.89644
2023-10-24,4.857
2023-10-25,4.70414
2023-10-26,4.47731
2023-10-27,4.50197
2023-10-28,3.95956
2023-10-29,3.87573
2023-10-30,5.25147
2023-10-31,4.76824
2023-11-01,4.76824
2023-11-02,4.80276
2023-11-03,4.857
2023-11-04,4.00394
2023-11-05,4.56114
2023-11-06,6.14398
2023-11-07,5.48323
2023-11-08,5.94181
2023-11-09,5.09861
2023-11-10,4.95069
2023-11-11,6.36587
2023-11-12,6.55325
2023-11-13,6.1785
2023-11-14,6.25739
2023-11-15,5.7495
2023-11-16,5.12327
2023-11-17,4.82741
2023-11-18,4.45266
2023-11-19,4.26528
2023-11-20,6.05029
2023-11-21,5.21203
2023-11-22,4.6351
2023-11-23,4.78796
2023-11-24,4.33431
2023-11-25,3.75739
2023-11-26,3.48126
2023-11-27,4.33925
2023-11-28,6.04043
2023-11-29,4.89151
2023-11-30,4.49704
2023-12-01,4.07297
2023-12-02,3.84122
2023-12-03,3.92504
2023-12-04,4.82248
2023-12-05,4.82741
2023-12-06,4.84714
2023-12-07,4.64497
2023-12-08,4.40335
2023-12-09,3.86587
2023-12-10,4.18639
2023-12-11,4.40828
2023-12-12,4.23076
2023-12-13,4.46745
2023-12-14,4.27021
2023-12-15,4.35897
2023-12-16,3.3284
2023-12-17,3.33826
2023-12-18,4.05325
2023-12-19,4.10749
2023-12-20,3.81656
2023-12-21,5.88264
2023-12-22,4.27021
2023-12-23,3.76232
2023-12-24,3.30374
2023-12-25,3.42702
2023-12-26,4.39349
2023-12-27,4.27021
2023-12-28,4.2998
2023-12-29,4.52662
2023-12-30,3.80177
2023-12-31,3.5355
2024-01-01,3.87573
2024-01-02,4.28007
2024-01-03,4.20611
2024-01-04,4.69428
2024-01-05,4.31459
2024-01-06,3.85601
2024-01-07,3.62426
2024-01-08,4.02366
2024-01-09,4.61045
2024-01-10,4.79289
2024-01-11,6.25246
2024-01-12,5.36489
2024-01-13,4.53155
2024-01-14,4.37376
2024-01-15,4.86193
2024-01-16,5.86785
2024-01-17,7.66272
2024-01-18,6.70611
2024-01-19,5.95167
2024-01-20,5.52761
2024-01-21,5.07396
2024-01-22,5.07889
2024-01-23,5.9714
2024-01-24,4.64497
2024-01-25,4.4428
2024-01-26,4.36883
2024-01-27,4.60059
2024-01-28,5.27613
2024-01-29,5.94674
2024-01-30,5.41913
2024-01-31,5.23175
2024-02-01,4.74852
2024-02-02,4.28007
2024-02-03,3.93491
2024-02-04,4.21597
2024-02-05,5.21696
2024-02-06,4.95562
2024-02-07,3.98422
2024-02-08,4.41814
2024-02-09,4.83727
2024-02-10,6.61242
2024-02-11,5.3353
2024-02-12,5.46844
2024-02-13,6.29191
2024-02-14,5.49309
2024-02-15,5.14299
2024-02-16,5.13313
2024-02-17,4.22583
2024-02-18,4.84714
2024-02-19,6.26725
2024-02-20,6.29191
2024-02-21,5.96153
2024-02-22,6.04043
2024-02-23,5.01479
2024-02-24,4.90631
2024-02-25,5.03944
2024-02-26,5.67061
2024-02-27,5.35009
2024-02-28,4.88165
2024-02-29,4.428
2024-03-01,4.47238
2024-03-02,4.57593
2024-03-03,4.33431
2024-03-04,4.70907
2024-03-05,4.88658
2024-03-06,4.79289
2024-03-07,4.70907
2024-03-08,4.24556
2024-03-09,4.37869
2024-03-10,4.6499
2024-03-11,4.46745
2024-03-12,4.49704
2024-03-13,4.46745
2024-03-14,4.7781
2024-03-15,4.31459
2024-03-16,4.18639
2024-03-17,3.7426
2024-03-18,4.79783
2024-03-19,4.30966
2024-03-20,4.27514
