date,전원주택조경
2023-06-06,7.51879
2023-06-07,17.29323
2023-06-08,9.77443
2023-06-09,13.53383
2023-06-10,7.51879
2023-06-11,13.53383
2023-06-12,12.03007
2023-06-13,13.53383
2023-06-14,4.51127
2023-06-15,9.77443
2023-06-16,12.03007
2023-06-17,9.02255
2023-06-18,23.30827
2023-06-19,5.26315
2023-06-20,12.03007
2023-06-21,9.77443
2023-06-22,15.78947
2023-06-23,16.54135
2023-06-24,7.51879
2023-06-25,9.77443
2023-06-26,15.03759
2023-06-27,13.53383
2023-06-28,6.76691
2023-06-29,15.78947
2023-06-30,13.53383
2023-07-01,11.27819
2023-07-02,8.27067
2023-07-03,3.75939
2023-07-04,13.53383
2023-07-05,10.52631
2023-07-06,12.78195
2023-07-07,18.04511
2023-07-08,6.76691
2023-07-09,11.27819
2023-07-11,13.53383
2023-07-12,15.78947
2023-07-13,6.01503
2023-07-14,6.01503
2023-07-16,9.77443
2023-07-17,12.78195
2023-07-18,12.78195
2023-07-20,18.04511
2023-07-21,3.75939
2023-07-23,6.76691
2023-07-24,15.03759
2023-07-25,7.51879
2023-07-26,4.51127
2023-07-27,5.26315
2023-07-28,12.78195
2023-07-29,8.27067
2023-07-30,10.52631
2023-07-31,8.27067
2023-08-01,6.01503
2023-08-02,10.52631
2023-08-03,5.26315
2023-08-06,12.03007
2023-08-07,9.77443
2023-08-08,8.27067
2023-08-09,6.76691
2023-08-10,13.53383
2023-08-11,17.29323
2023-08-12,7.51879
2023-08-13,23.30827
2023-08-14,24.06015
2023-08-15,33.0827
2023-08-16,21.80451
2023-08-17,24.06015
2023-08-18,15.03759
2023-08-19,19.54887
2023-08-20,22.55639
2023-08-21,13.53383
2023-08-22,19.54887
2023-08-23,21.05263
2023-08-24,20.30075
2023-08-25,18.79699
2023-08-26,22.55639
2023-08-27,15.03759
2023-08-28,20.30075
2023-08-29,23.30827
2023-08-30,13.53383
2023-08-31,12.78195
2023-09-01,21.80451
2023-09-02,38.34586
2023-09-03,24.81203
2023-09-04,24.06015
2023-09-05,30.07518
2023-09-06,20.30075
2023-09-07,24.06015
2023-09-08,33.83458
2023-09-09,13.53383
2023-09-10,18.04511
2023-09-11,19.54887
2023-09-12,30.07518
2023-09-13,16.54135
2023-09-14,28.57142
2023-09-15,26.31578
2023-09-16,23.30827
2023-09-17,18.04511
2023-09-18,13.53383
2023-09-19,12.03007
2023-09-20,10.52631
2023-09-21,13.53383
2023-09-22,14.28571
2023-09-23,14.28571
2023-09-24,19.54887
2023-09-25,18.79699
2023-09-26,20.30075
2023-09-27,9.02255
2023-09-28,18.04511
2023-09-29,25.5639
2023-09-30,12.03007
2023-10-01,18.04511
2023-10-02,21.05263
2023-10-03,24.06015
2023-10-04,20.30075
2023-10-05,20.30075
2023-10-06,16.54135
2023-10-07,12.03007
2023-10-08,15.78947
2023-10-09,19.54887
2023-10-10,20.30075
2023-10-11,20.30075
2023-10-12,16.54135
2023-10-13,22.55639
2023-10-14,12.78195
2023-10-15,16.54135
2023-10-16,17.29323
2023-10-17,18.04511
2023-10-18,25.5639
2023-10-19,20.30075
2023-10-20,15.03759
2023-10-21,27.81954
2023-10-22,21.05263
2023-10-23,21.05263
2023-10-24,33.0827
2023-10-25,24.81203
2023-10-26,19.54887
2023-10-27,16.54135
2023-10-28,14.28571
2023-10-29,21.80451
2023-10-30,25.5639
2023-10-31,16.54135
2023-11-01,13.53383
2023-11-02,21.05263
2023-11-03,15.03759
2023-11-04,15.03759
2023-11-05,18.04511
2023-11-06,18.04511
2023-11-07,23.30827
2023-11-08,12.78195
2023-11-09,18.04511
2023-11-10,18.79699
2023-11-11,21.05263
2023-11-12,16.54135
2023-11-13,24.06015
2023-11-14,25.5639
2023-11-15,27.81954
2023-11-16,20.30075
2023-11-17,16.54135
2023-11-18,14.28571
2023-11-19,15.78947
2023-11-20,20.30075
2023-11-21,18.04511
2023-11-22,23.30827
2023-11-23,19.54887
2023-11-24,16.54135
2023-11-25,23.30827
2023-11-26,21.05263
2023-11-27,15.03759
2023-11-28,21.80451
2023-11-29,26.31578
2023-11-30,18.79699
2023-12-01,18.04511
2023-12-02,11.27819
2023-12-03,18.04511
2023-12-04,10.52631
2023-12-05,21.80451
2023-12-06,20.30075
2023-12-07,18.04511
2023-12-08,15.78947
2023-12-09,21.80451
2023-12-10,30.07518
2023-12-11,19.54887
2023-12-12,25.5639
2023-12-13,15.78947
2023-12-14,17.29323
2023-12-15,13.53383
2023-12-16,14.28571
2023-12-17,21.05263
2023-12-18,24.06015
2023-12-19,13.53383
2023-12-20,9.77443
2023-12-21,14.28571
2023-12-22,21.05263
2023-12-23,12.78195
2023-12-24,22.55639
2023-12-25,23.30827
2023-12-26,14.28571
2023-12-27,9.77443
2023-12-28,19.54887
2023-12-29,18.79699
2023-12-30,12.78195
2023-12-31,5.26315
2024-01-01,17.29323
2024-01-02,22.55639
2024-01-03,10.52631
2024-01-04,19.54887
2024-01-05,19.54887
2024-01-06,10.52631
2024-01-07,20.30075
2024-01-08,18.04511
2024-01-09,20.30075
2024-01-10,14.28571
2024-01-11,22.55639
2024-01-12,27.06766
2024-01-13,21.05263
2024-01-14,15.03759
2024-01-15,26.31578
2024-01-16,27.06766
2024-01-17,24.06015
2024-01-18,22.55639
2024-01-19,39.84962
2024-01-20,31.57894
2024-01-21,41.35338
2024-01-22,67.66917
2024-01-23,57.14285
2024-01-24,71.42857
2024-01-25,69.17293
2024-01-26,62.40601
2024-01-27,66.16541
2024-01-28,33.83458
2024-01-29,73.68421
2024-01-30,60.15037
2024-01-31,63.15789
2024-02-01,42.10526
2024-02-02,40.6015
2024-02-03,63.90977
2024-02-04,39.84962
2024-02-05,76.69172
2024-02-06,81.95488
2024-02-07,67.66917
2024-02-08,45.86466
2024-02-09,53.38345
2024-02-10,42.85714
2024-02-11,44.3609
2024-02-12,69.17293
2024-02-13,53.38345
2024-02-14,56.39097
2024-02-15,51.12781
2024-02-16,48.1203
2024-02-17,37.59398
2024-02-18,39.84962
2024-02-19,57.89473
2024-02-20,72.18045
2024-02-21,43.60902
2024-02-22,45.86466
2024-02-23,47.36842
2024-02-24,48.1203
2024-02-25,35.33834
2024-02-26,45.11278
2024-02-27,39.84962
2024-02-28,40.6015
2024-02-29,54.88721
2024-03-01,47.36842
2024-03-02,35.33834
2024-03-03,37.59398
2024-03-04,40.6015
2024-03-05,26.31578
2024-03-06,28.57142
2024-03-07,39.09774
2024-03-08,39.84962
2024-03-09,38.34586
2024-03-10,34.58646
2024-03-11,62.40601
2024-03-12,38.34586
2024-03-13,34.58646
2024-03-14,51.12781
2024-03-15,55.63909
2024-03-16,50.37593
2024-03-17,34.58646
2024-03-18,39.84962
2024-03-19,38.34586
2024-03-20,38.34586
