date,전원주택조경
2020-10-10,43.60902
2020-10-11,56.39097
2020-10-12,30.82706
2020-10-13,30.82706
2020-10-14,33.83458
2020-10-15,43.60902
2020-10-16,41.35338
2020-10-17,30.82706
2020-10-18,42.10526
2020-10-19,33.83458
2020-10-20,45.11278
2020-10-21,39.09774
2020-10-22,33.83458
2020-10-23,28.57142
2020-10-24,32.33082
2020-10-25,39.84962
2020-10-26,48.1203
2020-10-27,35.33834
2020-10-28,44.3609
2020-10-29,32.33082
2020-10-30,39.84962
2020-10-31,32.33082
2020-11-01,44.3609
2020-11-02,33.0827
2020-11-03,38.34586
2020-11-04,44.3609
2020-11-05,39.84962
2020-11-06,30.82706
2020-11-07,32.33082
2020-11-08,41.35338
2020-11-09,30.82706
2020-11-10,32.33082
2020-11-11,32.33082
2020-11-12,31.57894
2020-11-13,36.09022
2020-11-14,27.81954
2020-11-15,43.60902
2020-11-16,34.58646
2020-11-17,36.09022
2020-11-18,33.0827
2020-11-19,38.34586
2020-11-20,34.58646
2020-11-21,47.36842
2020-11-22,24.81203
2020-11-23,30.07518
2020-11-24,51.87969
2020-11-25,32.33082
2020-11-26,27.81954
2020-11-27,30.07518
2020-11-28,24.81203
2020-11-29,21.80451
2020-11-30,33.0827
2020-12-01,27.81954
2020-12-02,42.10526
2020-12-03,18.04511
2020-12-04,26.31578
2020-12-05,23.30827
2020-12-06,36.8421
2020-12-07,27.81954
2020-12-08,40.6015
2020-12-09,24.81203
2020-12-10,42.85714
2020-12-11,22.55639
2020-12-12,32.33082
2020-12-13,40.6015
2020-12-14,41.35338
2020-12-15,27.81954
2020-12-16,33.83458
2020-12-17,17.29323
2020-12-18,33.0827
2020-12-19,39.09774
2020-12-20,23.30827
2020-12-21,34.58646
2020-12-22,25.5639
2020-12-23,25.5639
2020-12-24,9.02255
2020-12-25,33.0827
2020-12-26,48.87218
2020-12-27,30.82706
2020-12-28,35.33834
2020-12-29,44.3609
2020-12-30,24.06015
2020-12-31,21.80451
2021-01-01,28.57142
2021-01-02,19.54887
2021-01-03,39.84962
2021-01-04,14.28571
2021-01-05,17.29323
2021-01-06,14.28571
2021-01-07,21.80451
2021-01-08,17.29323
2021-01-09,25.5639
2021-01-10,39.09774
2021-01-11,18.04511
2021-01-12,21.05263
2021-01-13,36.8421
2021-01-14,23.30827
2021-01-15,23.30827
2021-01-16,18.04511
2021-01-17,36.09022
2021-01-18,32.33082
2021-01-19,24.06015
2021-01-20,21.05263
2021-01-21,43.60902
2021-01-22,21.05263
2021-01-23,36.09022
2021-01-24,45.86466
2021-01-25,30.82706
2021-01-26,27.81954
2021-01-27,38.34586
2021-01-28,30.82706
2021-01-29,10.52631
2021-01-30,30.82706
2021-01-31,55.63909
2021-02-01,30.07518
2021-02-02,30.82706
2021-02-03,24.06015
2021-02-04,39.09774
2021-02-05,38.34586
2021-02-06,38.34586
2021-02-07,51.12781
2021-02-08,30.82706
2021-02-09,25.5639
2021-02-10,36.8421
2021-02-11,33.0827
2021-02-12,35.33834
2021-02-13,42.85714
2021-02-14,42.85714
2021-02-15,44.3609
2021-02-16,45.11278
2021-02-17,33.83458
2021-02-18,41.35338
2021-02-19,14.28571
2021-02-20,37.59398
2021-02-21,39.84962
2021-02-22,24.06015
2021-02-23,52.63157
2021-02-24,38.34586
2021-02-25,40.6015
2021-02-26,44.3609
2021-02-27,35.33834
2021-02-28,49.62406
2021-03-01,72.18045
2021-03-02,58.64661
2021-03-03,56.39097
2021-03-04,30.07518
2021-03-05,55.63909
2021-03-06,45.86466
2021-03-07,57.89473
2021-03-08,56.39097
2021-03-09,42.10526
2021-03-10,38.34586
2021-03-11,47.36842
2021-03-12,66.91729
2021-03-13,44.3609
2021-03-14,52.63157
2021-03-15,64.66165
2021-03-16,55.63909
2021-03-17,63.15789
2021-03-18,42.10526
2021-03-19,60.90225
2021-03-20,57.14285
2021-03-21,51.87969
2021-03-22,53.38345
2021-03-23,29.3233
2021-03-24,47.36842
2021-03-25,39.09774
2021-03-26,51.12781
2021-03-27,54.88721
2021-03-28,60.15037
2021-03-29,53.38345
2021-03-30,33.0827
2021-03-31,54.13533
2021-04-01,56.39097
2021-04-02,30.82706
2021-04-03,54.13533
2021-04-04,72.93233
2021-04-05,51.12781
2021-04-06,56.39097
2021-04-07,35.33834
2021-04-08,41.35338
2021-04-09,31.57894
2021-04-10,45.11278
2021-04-11,69.17293
2021-04-12,53.38345
2021-04-13,51.87969
2021-04-14,33.0827
2021-04-15,32.33082
2021-04-16,27.06766
2021-04-17,55.63909
2021-04-18,53.38345
2021-04-19,50.37593
2021-04-20,50.37593
2021-04-21,33.83458
2021-04-22,36.09022
2021-04-23,35.33834
2021-04-24,33.0827
2021-04-25,42.85714
2021-04-26,36.8421
2021-04-27,35.33834
2021-04-28,46.61654
2021-04-29,35.33834
2021-04-30,35.33834
2021-05-01,37.59398
2021-05-02,48.1203
2021-05-03,42.10526
2021-05-04,46.61654
2021-05-05,51.87969
2021-05-06,40.6015
2021-05-07,33.83458
2021-05-08,39.09774
2021-05-09,29.3233
2021-05-10,55.63909
2021-05-11,22.55639
2021-05-12,32.33082
2021-05-13,21.80451
2021-05-14,37.59398
2021-05-15,42.85714
2021-05-16,58.64661
2021-05-17,45.86466
2021-05-18,30.07518
2021-05-19,45.86466
2021-05-20,27.06766
2021-05-21,39.84962
2021-05-22,39.09774
2021-05-23,43.60902
2021-05-24,33.0827
2021-05-25,36.8421
2021-05-26,50.37593
2021-05-27,39.09774
2021-05-28,33.83458
2021-05-29,42.10526
2021-05-30,50.37593
2021-05-31,42.10526
2021-06-01,25.5639
2021-06-02,27.06766
2021-06-03,43.60902
2021-06-04,33.0827
2021-06-05,28.57142
2021-06-06,44.3609
2021-06-07,24.81203
2021-06-08,37.59398
2021-06-09,33.0827
2021-06-10,36.09022
2021-06-11,42.10526
2021-06-12,27.06766
2021-06-13,45.86466
2021-06-14,57.89473
2021-06-15,46.61654
2021-06-16,35.33834
2021-06-17,33.0827
2021-06-18,25.5639
2021-06-19,16.54135
2021-06-20,49.62406
2021-06-21,54.88721
2021-06-22,43.60902
2021-06-23,38.34586
2021-06-24,24.81203
2021-06-25,33.0827
2021-06-26,26.31578
2021-06-27,35.33834
2021-06-28,24.81203
2021-06-29,26.31578
2021-06-30,21.05263
2021-07-01,36.09022
2021-07-02,27.06766
2021-07-03,32.33082
2021-07-04,42.10526
2021-07-05,29.3233
2021-07-06,33.83458
2021-07-07,30.07518
2021-07-08,22.55639
2021-07-09,22.55639
2021-07-10,22.55639
2021-07-11,28.57142
2021-07-12,34.58646
2021-07-13,30.82706
2021-07-14,18.79699
2021-07-15,37.59398
2021-07-16,36.09022
2021-07-17,17.29323
2021-07-18,57.89473
2021-07-19,28.57142
2021-07-20,28.57142
2021-07-21,29.3233
2021-07-22,46.61654
2021-07-23,36.09022
2021-07-24,35.33834
2021-07-25,57.89473
2021-07-26,36.09022
2021-07-27,39.84962
2021-07-28,31.57894
2021-07-29,32.33082
2021-07-30,22.55639
2021-07-31,27.81954
2021-08-01,33.0827
2021-08-02,24.81203
2021-08-03,27.06766
2021-08-04,30.07518
2021-08-05,45.86466
2021-08-06,39.84962
2021-08-07,36.09022
2021-08-08,33.0827
2021-08-09,34.58646
2021-08-10,30.07518
2021-08-11,35.33834
2021-08-12,20.30075
2021-08-13,30.07518
2021-08-14,33.83458
2021-08-15,43.60902
2021-08-16,40.6015
2021-08-17,30.82706
2021-08-18,30.82706
2021-08-19,30.07518
2021-08-20,20.30075
2021-08-21,47.36842
2021-08-22,36.09022
2021-08-23,51.12781
2021-08-24,30.07518
2021-08-25,36.09022
2021-08-26,31.57894
2021-08-27,22.55639
2021-08-28,27.06766
2021-08-29,44.3609
2021-08-30,35.33834
2021-08-31,33.0827
2021-09-01,38.34586
2021-09-02,26.31578
2021-09-03,19.54887
2021-09-04,22.55639
2021-09-05,27.06766
2021-09-06,30.82706
2021-09-07,32.33082
2021-09-08,27.06766
2021-09-09,28.57142
2021-09-10,30.07518
2021-09-11,23.30827
2021-09-12,45.86466
2021-09-13,31.57894
2021-09-14,27.81954
2021-09-15,20.30075
2021-09-16,26.31578
2021-09-17,42.85714
2021-09-18,17.29323
2021-09-19,40.6015
2021-09-20,20.30075
2021-09-21,27.06766
2021-09-22,39.84962
2021-09-23,24.06015
2021-09-24,43.60902
2021-09-25,16.54135
2021-09-26,42.85714
2021-09-27,35.33834
2021-09-28,37.59398
2021-09-29,32.33082
2021-09-30,35.33834
2021-10-01,27.81954
2021-10-02,22.55639
2021-10-03,43.60902
2021-10-04,59.39849
2021-10-05,30.07518
2021-10-06,28.57142
2021-10-07,39.84962
2021-10-08,50.37593
2021-10-09,28.57142
2021-10-10,33.83458
2021-10-11,40.6015
2021-10-12,42.85714
2021-10-13,37.59398
2021-10-14,32.33082
2021-10-15,26.31578
2021-10-16,24.81203
2021-10-17,42.10526
2021-10-18,23.30827
2021-10-19,36.09022
2021-10-20,31.57894
2021-10-21,26.31578
2021-10-22,27.06766
2021-10-23,21.80451
2021-10-24,21.80451
2021-10-25,27.81954
2021-10-26,19.54887
2021-10-27,14.28571
2021-10-28,15.03759
2021-10-29,27.81954
2021-10-30,21.05263
2021-10-31,25.5639
2021-11-01,33.0827
2021-11-02,36.09022
2021-11-03,34.58646
2021-11-04,31.57894
2021-11-05,24.06015
2021-11-06,24.81203
2021-11-07,39.84962
2021-11-08,36.09022
2021-11-09,26.31578
2021-11-10,25.5639
2021-11-11,21.05263
2021-11-12,23.30827
2021-11-13,26.31578
2021-11-14,22.55639
2021-11-15,39.09774
2021-11-16,31.57894
2021-11-17,22.55639
2021-11-18,22.55639
2021-11-19,18.79699
2021-11-20,30.07518
2021-11-21,20.30075
2021-11-22,17.29323
2021-11-23,20.30075
2021-11-24,24.81203
2021-11-25,23.30827
2021-11-26,25.5639
2021-11-27,19.54887
2021-11-28,30.07518
2021-11-29,35.33834
2021-11-30,27.81954
2021-12-01,20.30075
2021-12-02,16.54135
2021-12-03,24.06015
2021-12-04,12.78195
2021-12-05,30.82706
2021-12-06,26.31578
2021-12-07,22.55639
2021-12-08,26.31578
2021-12-09,28.57142
2021-12-10,21.80451
2021-12-11,21.80451
2021-12-12,27.06766
2021-12-13,21.80451
2021-12-14,15.03759
2021-12-15,21.80451
2021-12-16,12.78195
2021-12-17,13.53383
2021-12-18,14.28571
2021-12-19,31.57894
2021-12-20,28.57142
2021-12-21,22.55639
2021-12-22,21.05263
2021-12-23,35.33834
2021-12-24,21.80451
2021-12-25,12.03007
2021-12-26,19.54887
2021-12-27,9.02255
2021-12-28,14.28571
2021-12-29,14.28571
2021-12-30,30.82706
2021-12-31,12.78195
2022-01-01,18.04511
2022-01-02,21.05263
2022-01-03,28.57142
2022-01-04,25.5639
2022-01-05,13.53383
2022-01-06,24.06015
2022-01-07,15.03759
2022-01-08,21.05263
2022-01-09,18.04511
2022-01-10,24.81203
2022-01-11,18.04511
2022-01-12,31.57894
2022-01-13,23.30827
2022-01-14,12.78195
2022-01-15,45.11278
2022-01-16,22.55639
2022-01-17,32.33082
2022-01-18,21.05263
2022-01-19,24.06015
2022-01-20,17.29323
2022-01-21,15.03759
2022-01-22,17.29323
2022-01-23,29.3233
2022-01-24,34.58646
2022-01-25,31.57894
2022-01-26,21.05263
2022-01-27,27.81954
2022-01-28,15.03759
2022-01-29,39.84962
2022-01-30,16.54135
2022-01-31,12.78195
2022-02-01,18.04511
2022-02-02,40.6015
2022-02-03,27.06766
2022-02-04,39.84962
2022-02-05,35.33834
2022-02-06,21.05263
2022-02-07,36.09022
2022-02-08,21.80451
2022-02-09,21.80451
2022-02-10,30.82706
2022-02-11,30.82706
2022-02-12,47.36842
2022-02-13,27.06766
2022-02-14,26.31578
2022-02-15,40.6015
2022-02-16,24.81203
2022-02-17,32.33082
2022-02-18,34.58646
2022-02-19,30.07518
2022-02-20,19.54887
2022-02-21,34.58646
2022-02-22,38.34586
2022-02-23,41.35338
2022-02-24,42.85714
2022-02-25,24.06015
2022-02-26,28.57142
2022-02-27,49.62406
2022-02-28,39.09774
2022-03-01,47.36842
2022-03-02,30.07518
2022-03-03,24.06015
2022-03-04,22.55639
2022-03-05,49.62406
2022-03-06,35.33834
2022-03-07,21.80451
2022-03-08,40.6015
2022-03-09,30.82706
2022-03-10,40.6015
2022-03-11,39.09774
2022-03-12,39.84962
2022-03-13,37.59398
2022-03-14,42.85714
2022-03-15,31.57894
2022-03-16,38.34586
2022-03-17,46.61654
2022-03-18,30.07518
2022-03-19,46.61654
2022-03-20,39.84962
2022-03-21,40.6015
2022-03-22,39.09774
2022-03-23,26.31578
2022-03-24,26.31578
2022-03-25,33.83458
2022-03-26,36.8421
2022-03-27,59.39849
2022-03-28,55.63909
2022-03-29,48.1203
2022-03-30,43.60902
2022-03-31,46.61654
2022-04-01,42.10526
2022-04-02,34.58646
2022-04-03,42.85714
2022-04-04,60.90225
2022-04-05,39.09774
2022-04-06,50.37593
2022-04-07,40.6015
2022-04-08,36.8421
2022-04-09,54.88721
2022-04-10,47.36842
2022-04-11,51.87969
2022-04-12,41.35338
2022-04-13,49.62406
2022-04-14,30.82706
2022-04-15,48.1203
2022-04-16,32.33082
2022-04-17,41.35338
2022-04-18,49.62406
2022-04-19,43.60902
2022-04-20,42.10526
2022-04-21,45.86466
2022-04-22,37.59398
2022-04-23,49.62406
2022-04-24,50.37593
2022-04-25,39.84962
2022-04-26,74.43609
2022-04-27,51.12781
2022-04-28,38.34586
2022-04-29,33.83458
2022-04-30,34.58646
2022-05-01,67.66917
2022-05-02,37.59398
2022-05-03,45.86466
2022-05-04,36.8421
2022-05-05,36.8421
2022-05-06,39.09774
2022-05-07,33.0827
2022-05-08,36.8421
2022-05-09,51.12781
2022-05-10,44.3609
2022-05-11,45.11278
2022-05-12,34.58646
2022-05-13,26.31578
2022-05-14,49.62406
2022-05-15,36.8421
2022-05-16,36.8421
2022-05-17,59.39849
2022-05-18,42.10526
2022-05-19,35.33834
2022-05-20,37.59398
2022-05-21,32.33082
2022-05-22,21.05263
2022-05-23,43.60902
2022-05-24,46.61654
2022-05-25,36.8421
2022-05-26,19.54887
2022-05-27,25.5639
2022-05-28,27.81954
2022-05-29,21.05263
2022-05-30,32.33082
2022-05-31,30.82706
2022-06-01,30.82706
2022-06-02,42.85714
2022-06-03,36.09022
2022-06-04,29.3233
2022-06-05,33.83458
2022-06-06,39.84962
2022-06-07,22.55639
2022-06-08,24.81203
2022-06-09,14.28571
2022-06-10,30.82706
2022-06-11,27.81954
2022-06-12,44.3609
2022-06-13,43.60902
2022-06-14,45.11278
2022-06-15,21.05263
2022-06-16,24.81203
2022-06-17,11.27819
2022-06-18,34.58646
2022-06-19,36.09022
2022-06-20,23.30827
2022-06-21,24.06015
2022-06-22,21.80451
2022-06-23,19.54887
2022-06-24,25.5639
2022-06-25,20.30075
2022-06-26,21.05263
2022-06-27,30.07518
2022-06-28,29.3233
2022-06-29,30.07518
2022-06-30,14.28571
2022-07-01,21.80451
2022-07-02,22.55639
2022-07-03,16.54135
2022-07-04,20.30075
2022-07-05,23.30827
2022-07-06,25.5639
2022-07-07,12.03007
2022-07-08,22.55639
2022-07-09,19.54887
2022-07-10,16.54135
2022-07-11,29.3233
2022-07-12,19.54887
2022-07-13,30.82706
2022-07-14,19.54887
2022-07-15,24.06015
2022-07-16,27.06766
2022-07-17,27.81954
2022-07-18,25.5639
2022-07-19,32.33082
2022-07-20,21.05263
2022-07-21,14.28571
2022-07-22,9.77443
2022-07-23,24.81203
2022-07-24,38.34586
2022-07-25,36.09022
2022-07-26,22.55639
2022-07-27,21.05263
2022-07-28,29.3233
2022-07-29,30.82706
2022-07-30,9.02255
2022-07-31,34.58646
2022-08-01,29.3233
2022-08-02,23.30827
2022-08-03,30.07518
2022-08-04,25.5639
2022-08-05,34.58646
2022-08-06,20.30075
2022-08-07,16.54135
2022-08-08,22.55639
2022-08-09,20.30075
2022-08-10,20.30075
2022-08-11,18.04511
2022-08-12,29.3233
2022-08-13,18.79699
2022-08-14,27.81954
2022-08-15,18.79699
2022-08-16,27.81954
2022-08-17,30.07518
2022-08-18,27.81954
2022-08-19,18.04511
2022-08-20,27.06766
2022-08-21,14.28571
2022-08-22,23.30827
2022-08-23,26.31578
2022-08-24,24.81203
2022-08-25,15.03759
2022-08-26,12.78195
2022-08-27,18.79699
2022-08-28,17.29323
2022-08-29,36.09022
2022-08-30,26.31578
2022-08-31,32.33082
2022-09-01,15.78947
2022-09-02,26.31578
2022-09-03,11.27819
2022-09-04,21.80451
2022-09-05,20.30075
2022-09-06,15.78947
2022-09-08,12.78195
2022-09-09,17.29323
2022-09-10,5.26315
2022-09-11,30.82706
2022-09-12,21.80451
2022-09-13,11.27819
2022-09-14,24.81203
2022-09-15,21.80451
2022-09-16,23.30827
2022-09-17,13.53383
2022-09-18,15.03759
2022-09-19,21.80451
2022-09-20,30.82706
2022-09-21,30.82706
2022-09-22,15.03759
2022-09-23,15.03759
2022-09-24,21.05263
2022-09-25,30.82706
2022-09-26,24.81203
2022-09-27,32.33082
2022-09-28,18.79699
2022-09-29,25.5639
2022-09-30,30.07518
2022-10-01,19.54887
2022-10-02,30.82706
2022-10-03,31.57894
2022-10-04,15.03759
2022-10-05,20.30075
2022-10-06,18.79699
2022-10-07,9.77443
2022-10-08,18.04511
2022-10-09,21.05263
2022-10-10,17.29323
2022-10-11,18.79699
2022-10-12,16.54135
2022-10-13,12.03007
2022-10-14,19.54887
2022-10-15,13.53383
2022-10-16,24.06015
2022-10-17,19.54887
2022-10-18,10.52631
2022-10-19,15.03759
2022-10-20,13.53383
2022-10-21,19.54887
2022-10-22,15.03759
2022-10-23,21.05263
2022-10-24,10.52631
2022-10-25,9.02255
2022-10-26,30.82706
2022-10-27,6.01503
2022-10-28,15.03759
2022-10-29,14.28571
2022-10-30,7.51879
2022-10-31,16.54135
2022-11-01,20.30075
2022-11-02,16.54135
2022-11-03,17.29323
2022-11-04,9.77443
2022-11-05,13.53383
2022-11-06,10.52631
2022-11-07,14.28571
2022-11-08,12.78195
2022-11-09,15.78947
2022-11-10,21.80451
2022-11-11,13.53383
2022-11-12,24.06015
2022-11-13,20.30075
2022-11-14,8.27067
2022-11-15,18.79699
2022-11-16,6.76691
2022-11-17,9.77443
2022-11-18,11.27819
2022-11-19,10.52631
2022-11-20,12.03007
2022-11-21,16.54135
2022-11-22,17.29323
2022-11-23,16.54135
2022-11-24,19.54887
2022-11-25,16.54135
2022-11-26,15.78947
2022-11-27,10.52631
2022-11-28,12.78195
2022-11-29,17.29323
2022-11-30,15.78947
2022-12-01,13.53383
2022-12-02,21.80451
2022-12-03,6.01503
2022-12-04,22.55639
2022-12-05,19.54887
2022-12-06,14.28571
2022-12-07,12.03007
2022-12-08,12.78195
2022-12-09,15.03759
2022-12-10,5.26315
2022-12-11,27.06766
2022-12-12,17.29323
2022-12-13,18.04511
2022-12-14,11.27819
2022-12-15,16.54135
2022-12-16,12.03007
2022-12-17,8.27067
2022-12-18,8.27067
2022-12-19,11.27819
2022-12-20,5.26315
2022-12-22,8.27067
2022-12-23,5.26315
2022-12-24,9.02255
2022-12-25,9.02255
2022-12-27,3.75939
2022-12-28,10.52631
2022-12-29,4.51127
2022-12-30,3.75939
2022-12-31,6.76691
2023-01-01,5.26315
2023-01-03,12.03007
2023-01-05,15.03759
2023-01-07,12.78195
2023-01-08,6.01503
2023-01-09,13.53383
2023-01-10,9.77443
2023-01-11,6.76691
2023-01-13,4.51127
2023-01-14,7.51879
2023-01-15,14.28571
2023-01-16,7.51879
2023-01-17,17.29323
2023-01-18,9.02255
2023-01-19,4.51127
2023-01-20,11.27819
2023-01-21,7.51879
2023-01-22,4.51127
2023-01-23,10.52631
2023-01-24,18.04511
2023-01-25,9.02255
2023-01-26,20.30075
2023-01-27,10.52631
2023-01-28,9.02255
2023-01-29,6.76691
2023-01-30,9.77443
2023-01-31,6.01503
2023-02-01,15.03759
2023-02-02,9.02255
2023-02-03,3.75939
2023-02-04,6.01503
2023-02-06,16.54135
2023-02-07,11.27819
2023-02-08,18.04511
2023-02-09,13.53383
2023-02-10,19.54887
2023-02-11,15.03759
2023-02-12,7.51879
2023-02-13,21.80451
2023-02-14,16.54135
2023-02-15,19.54887
2023-02-16,6.01503
2023-02-17,6.76691
2023-02-18,21.05263
2023-02-19,17.29323
2023-02-20,27.06766
2023-02-21,14.28571
2023-02-22,14.28571
2023-02-23,13.53383
2023-02-24,21.80451
2023-02-25,10.52631
2023-02-26,17.29323
2023-02-27,24.81203
2023-02-28,29.3233
2023-03-01,25.5639
2023-03-02,13.53383
2023-03-03,18.79699
2023-03-04,15.78947
2023-03-05,27.81954
2023-03-06,27.81954
2023-03-07,19.54887
2023-03-08,19.54887
2023-03-09,15.03759
2023-03-10,15.78947
2023-03-11,23.30827
2023-03-12,33.0827
2023-03-13,23.30827
2023-03-14,21.80451
2023-03-15,15.03759
2023-03-16,19.54887
2023-03-17,37.59398
2023-03-18,33.83458
2023-03-19,28.57142
2023-03-20,21.80451
2023-03-21,21.05263
2023-03-22,20.30075
2023-03-23,30.07518
2023-03-24,18.79699
2023-03-25,14.28571
2023-03-26,19.54887
2023-03-27,14.28571
2023-03-28,17.29323
2023-03-29,22.55639
2023-03-30,24.06015
2023-03-31,13.53383
2023-04-01,11.27819
2023-04-02,23.30827
2023-04-03,25.5639
2023-04-04,14.28571
2023-04-05,24.81203
2023-04-06,28.57142
2023-04-07,18.04511
2023-04-08,22.55639
2023-04-09,24.81203
2023-04-10,19.54887
2023-04-11,24.06015
2023-04-12,12.78195
2023-04-13,15.78947
2023-04-14,15.03759
2023-04-15,21.05263
2023-04-16,12.78195
2023-04-17,19.54887
2023-04-18,13.53383
2023-04-19,18.79699
2023-04-20,24.06015
2023-04-21,9.02255
2023-04-22,13.53383
2023-04-23,13.53383
2023-04-24,21.05263
2023-04-25,33.83458
2023-04-26,16.54135
2023-04-27,16.54135
2023-04-28,18.04511
2023-04-29,15.03759
2023-04-30,15.03759
2023-05-01,24.81203
2023-05-02,15.03759
2023-05-03,12.78195
2023-05-04,9.02255
2023-05-05,9.77443
2023-05-06,9.77443
2023-05-07,11.27819
2023-05-08,14.28571
2023-05-09,20.30075
2023-05-10,12.03007
2023-05-11,12.78195
2023-05-12,11.27819
2023-05-13,9.77443
2023-05-14,11.27819
2023-05-15,9.77443
2023-05-16,11.27819
2023-05-17,14.28571
2023-05-18,12.78195
2023-05-19,17.29323
2023-05-20,18.04511
2023-05-21,9.02255
2023-05-22,10.52631
2023-05-23,17.29323
2023-05-24,9.77443
2023-05-25,14.28571
2023-05-26,11.27819
2023-05-27,6.01503
2023-05-28,13.53383
2023-05-29,17.29323
2023-05-30,21.05263
2023-05-31,8.27067
2023-06-01,8.27067
2023-06-02,10.52631
2023-06-03,11.27819
2023-06-04,10.52631
2023-06-05,15.78947
