date,연금저축세액공제한도
2020-03-20,7.61421
2020-03-21,5.41455
2020-03-22,4.39932
2020-03-23,7.2194
2020-03-24,9.08065
2020-03-25,9.58826
2020-03-26,8.12182
2020-03-27,9.47546
2020-03-28,5.80936
2020-03-29,4.90693
2020-03-30,9.08065
2020-03-31,8.40383
2020-04-01,9.53186
2020-04-02,6.26057
2020-04-03,7.163
2020-04-04,4.39932
2020-04-05,4.17371
2020-04-06,7.72701
2020-04-07,6.59898
2020-04-08,7.163
2020-04-09,6.37337
2020-04-10,6.54258
2020-04-11,5.07614
2020-04-12,4.68133
2020-04-13,6.65538
2020-04-14,5.30174
2020-04-15,5.58375
2020-04-16,5.64015
2020-04-17,5.35815
2020-04-18,3.15848
2020-04-19,3.55329
2020-04-20,7.50141
2020-04-21,7.89622
2020-04-22,7.2194
2020-04-23,8.34743
2020-04-24,6.65538
2020-04-25,4.17371
2020-04-26,3.8917
2020-04-27,7.163
2020-04-28,6.76818
2020-04-29,6.26057
2020-04-30,4.00451
2020-05-01,5.64015
2020-05-02,4.51212
2020-05-03,3.7225
2020-05-04,7.05019
2020-05-05,6.03496
2020-05-06,8.74224
2020-05-07,9.24985
2020-05-08,7.67061
2020-05-09,6.03496
2020-05-10,4.73773
2020-05-11,9.81387
2020-05-12,10.8291
2020-05-13,12.69035
2020-05-14,10.15228
2020-05-15,11.0547
2020-05-16,7.78341
2020-05-17,6.76818
2020-05-18,13.70558
2020-05-19,14.72081
2020-05-20,13.93119
2020-05-21,13.70558
2020-05-22,15.05922
2020-05-23,8.46023
2020-05-24,6.59898
2020-05-25,15.84884
2020-05-26,13.25437
2020-05-27,11.78793
2020-05-28,10.49069
2020-05-29,9.08065
2020-05-30,4.73773
2020-05-31,4.56852
2020-06-01,9.70107
2020-06-02,7.05019
2020-06-03,10.20868
2020-06-04,7.89622
2020-06-05,7.89622
2020-06-06,5.30174
2020-06-07,3.44049
2020-06-08,8.46023
2020-06-09,6.65538
2020-06-10,8.51663
2020-06-11,5.92216
2020-06-12,6.65538
2020-06-13,2.82007
2020-06-14,2.87648
2020-06-15,5.47095
2020-06-16,8.85504
2020-06-17,7.67061
2020-06-18,9.98307
2020-06-19,5.92216
2020-06-20,3.38409
2020-06-21,2.36886
2020-06-22,7.2194
2020-06-23,9.08065
2020-06-24,8.62944
2020-06-25,10.49069
2020-06-26,7.2758
2020-06-27,3.15848
2020-06-28,3.32769
2020-06-29,7.3886
2020-06-30,5.52735
2020-07-01,4.85053
2020-07-02,4.23011
2020-07-03,2.98928
2020-07-04,2.14326
2020-07-05,2.14326
2020-07-06,4.85053
2020-07-07,5.75296
2020-07-08,5.13254
2020-07-09,5.47095
2020-07-10,5.75296
2020-07-11,3.49689
2020-07-12,4.23011
2020-07-13,5.75296
2020-07-14,5.64015
2020-07-15,5.64015
2020-07-16,4.90693
2020-07-17,5.18894
2020-07-18,2.59447
2020-07-19,3.04568
2020-07-20,5.69655
2020-07-21,6.59898
2020-07-22,5.24534
2020-07-23,6.26057
2020-07-24,7.50141
2020-07-25,3.32769
2020-07-26,3.7789
2020-07-27,6.20417
2020-07-28,6.82459
2020-07-29,4.45572
2020-07-30,5.52735
2020-07-31,4.56852
2020-08-01,2.93288
2020-08-02,3.44049
2020-08-03,5.13254
2020-08-04,5.92216
2020-08-05,6.88099
2020-08-06,5.92216
2020-08-07,4.79413
2020-08-08,4.23011
2020-08-09,3.55329
2020-08-10,5.24534
2020-08-11,6.42978
2020-08-12,6.71178
2020-08-13,6.71178
2020-08-14,4.17371
2020-08-15,3.21489
2020-08-16,2.14326
2020-08-17,3.32769
2020-08-18,4.45572
2020-08-19,5.24534
2020-08-20,4.96333
2020-08-21,5.69655
2020-08-22,2.59447
2020-08-23,3.32769
2020-08-24,5.01974
2020-08-25,6.65538
2020-08-26,6.31697
2020-08-27,5.69655
2020-08-28,5.07614
2020-08-29,3.94811
2020-08-30,4.11731
2020-08-31,6.03496
2020-09-01,7.2194
2020-09-02,8.46023
2020-09-03,8.06542
2020-09-04,5.58375
2020-09-05,3.6661
2020-09-06,4.96333
2020-09-07,5.58375
2020-09-08,6.14777
2020-09-09,5.97856
2020-09-10,6.59898
2020-09-11,5.01974
2020-09-12,3.38409
2020-09-13,2.98928
2020-09-14,4.79413
2020-09-15,5.18894
2020-09-16,5.35815
2020-09-17,7.163
2020-09-18,5.41455
2020-09-19,3.8353
2020-09-20,3.27129
2020-09-21,6.88099
2020-09-22,5.86576
2020-09-23,5.41455
2020-09-24,4.96333
2020-09-25,5.01974
2020-09-26,4.56852
2020-09-27,2.82007
2020-09-28,6.82459
2020-09-29,6.03496
2020-09-30,2.42526
2020-10-01,2.53807
2020-10-02,2.76367
2020-10-03,3.7789
2020-10-04,3.7225
2020-10-05,7.10659
2020-10-06,6.31697
2020-10-07,8.85504
2020-10-08,8.62944
2020-10-09,5.92216
2020-10-10,3.7225
2020-10-11,4.06091
2020-10-12,7.163
2020-10-13,6.99379
2020-10-14,6.65538
2020-10-15,6.37337
2020-10-16,7.3322
2020-10-17,4.34292
2020-10-18,3.8917
2020-10-19,8.06542
2020-10-20,10.54709
2020-10-21,10.7727
2020-10-22,14.04399
2020-10-23,11.33671
2020-10-24,6.88099
2020-10-25,6.03496
2020-10-26,10.8291
2020-10-27,11.73152
2020-10-28,12.29554
2020-10-29,15.22842
2020-10-30,12.85956
2020-10-31,6.59898
2020-11-01,9.75747
2020-11-02,11.16751
2020-11-03,20.64297
2020-11-04,10.26508
2020-11-05,11.56232
2020-11-06,10.43429
2020-11-07,6.14777
2020-11-08,7.05019
2020-11-09,16.07445
2020-11-10,11.73152
2020-11-11,12.74675
2020-11-12,14.4388
2020-11-13,11.95713
2020-11-14,7.50141
2020-11-15,7.83981
2020-11-16,14.66441
2020-11-17,14.77721
2020-11-18,14.326
2020-11-19,13.25437
2020-11-20,11.90073
2020-11-21,6.99379
2020-11-22,9.70107
2020-11-23,14.608
2020-11-24,14.21319
2020-11-25,16.52566
2020-11-26,16.07445
2020-11-27,32.09249
2020-11-28,12.91596
2020-11-29,10.37789
2020-11-30,23.63226
2020-12-01,25.54991
2020-12-02,20.58657
2020-12-03,19.06373
2020-12-04,17.59729
2020-12-05,12.46474
2020-12-06,12.06993
2020-12-07,21.7146
2020-12-08,21.771
2020-12-09,52.00225
2020-12-10,42.69599
2020-12-11,28.8776
2020-12-12,13.53637
2020-12-13,13.70558
2020-12-14,39.4811
2020-12-15,47.15172
2020-12-16,32.1489
2020-12-17,37.67625
2020-12-18,32.54371
2020-12-19,16.92047
2020-12-20,17.8793
2020-12-21,43.76762
2020-12-22,45.45967
2020-12-23,48.73096
2020-12-24,52.73547
2020-12-25,25.2679
2020-12-26,23.51945
2020-12-27,24.76029
2020-12-28,59.22165
2020-12-29,65.03102
2020-12-30,65.53863
2020-12-31,60.7445
2021-01-01,11.95713
2021-01-02,10.49069
2021-01-03,12.12633
2021-01-04,14.608
2021-01-05,15.34122
2021-01-06,15.22842
2021-01-07,14.83361
2021-01-08,12.91596
2021-01-09,8.23463
2021-01-10,8.17822
2021-01-11,13.36717
2021-01-12,12.01353
2021-01-13,14.15679
2021-01-14,15.00282
2021-01-15,31.47208
2021-01-16,17.08967
2021-01-17,15.51043
2021-01-18,45.00846
2021-01-19,50.53581
2021-01-20,52.28426
2021-01-21,56.85279
2021-01-22,46.6441
2021-01-23,25.54991
2021-01-24,24.42188
2021-01-25,45.29046
2021-01-26,42.47038
2021-01-27,37.28144
2021-01-28,31.35927
2021-01-29,25.60631
2021-01-30,12.29554
2021-01-31,13.14156
2021-02-01,21.31979
2021-02-02,22.27862
2021-02-03,24.08347
2021-02-04,21.88381
2021-02-05,19.28934
2021-02-06,10.03948
2021-02-07,10.8291
2021-02-08,20.07896
2021-02-09,21.771
2021-02-10,21.6582
2021-02-11,10.49069
2021-02-12,8.46023
2021-02-13,5.58375
2021-02-14,7.95262
2021-02-15,20.07896
2021-02-16,25.49351
2021-02-17,24.08347
2021-02-18,23.23745
2021-02-19,25.49351
2021-02-20,11.0547
2021-02-21,10.43429
2021-02-22,21.20699
2021-02-23,19.90975
2021-02-24,16.97687
2021-02-25,16.18725
2021-02-26,13.19796
2021-02-27,10.15228
2021-02-28,8.23463
2021-03-01,9.41906
2021-03-02,13.08516
2021-03-03,12.69035
2021-03-04,10.7727
2021-03-05,10.54709
2021-03-06,7.55781
2021-03-07,7.05019
2021-03-08,12.52115
2021-03-09,11.22391
2021-03-10,11.28031
2021-03-11,9.81387
2021-03-12,9.92667
2021-03-13,6.20417
2021-03-14,5.07614
2021-03-15,10.65989
2021-03-16,8.34743
2021-03-17,8.79864
2021-03-18,8.17822
2021-03-19,7.445
2021-03-20,4.06091
2021-03-21,3.7789
2021-03-22,8.96785
2021-03-23,8.68584
2021-03-24,10.20868
2021-03-25,11.39311
2021-03-26,7.67061
2021-03-27,6.65538
2021-03-28,5.30174
2021-03-29,7.83981
2021-03-30,8.91144
2021-03-31,7.83981
2021-04-01,7.89622
2021-04-02,7.2194
2021-04-03,4.56852
2021-04-04,4.73773
2021-04-05,6.88099
2021-04-06,6.65538
2021-04-07,9.24985
2021-04-08,7.78341
2021-04-09,6.71178
2021-04-10,3.8353
2021-04-11,3.49689
2021-04-12,6.99379
2021-04-13,7.3322
2021-04-14,7.89622
2021-04-15,7.3322
2021-04-16,9.64467
2021-04-17,4.62492
2021-04-18,5.41455
2021-04-19,6.88099
2021-04-20,8.40383
2021-04-21,7.83981
2021-04-22,8.91144
2021-04-23,8.17822
2021-04-24,4.06091
2021-04-25,4.68133
2021-04-26,9.08065
2021-04-27,10.32148
2021-04-28,7.10659
2021-04-29,6.76818
2021-04-30,4.85053
2021-05-01,4.06091
2021-05-02,3.44049
2021-05-03,8.29103
2021-05-04,7.05019
2021-05-05,5.30174
2021-05-06,9.70107
2021-05-07,8.00902
2021-05-08,5.47095
2021-05-09,5.92216
2021-05-10,11.22391
2021-05-11,8.62944
2021-05-12,11.16751
2021-05-13,9.81387
2021-05-14,8.91144
2021-05-15,5.41455
2021-05-16,6.82459
2021-05-17,9.75747
2021-05-18,8.96785
2021-05-19,8.85504
2021-05-20,14.4388
2021-05-21,11.78793
2021-05-22,7.83981
2021-05-23,6.37337
2021-05-24,11.50592
2021-05-25,15.17202
2021-05-26,11.50592
2021-05-27,11.22391
2021-05-28,10.15228
2021-05-29,4.56852
2021-05-30,4.28652
2021-05-31,9.13705
2021-06-01,7.445
2021-06-02,5.47095
2021-06-03,8.57304
2021-06-04,7.3886
2021-06-05,3.7789
2021-06-06,3.04568
2021-06-07,6.65538
2021-06-08,8.96785
2021-06-09,6.31697
2021-06-10,7.72701
2021-06-11,8.00902
2021-06-12,3.8917
2021-06-13,2.93288
2021-06-14,6.99379
2021-06-15,8.85504
2021-06-16,6.82459
2021-06-17,5.92216
2021-06-18,7.50141
2021-06-19,3.7225
2021-06-20,3.55329
2021-06-21,6.65538
2021-06-22,7.89622
2021-06-23,7.61421
2021-06-24,7.163
2021-06-25,8.79864
2021-06-26,4.85053
2021-06-27,4.68133
2021-06-28,9.08065
2021-06-29,8.57304
2021-06-30,7.89622
2021-07-01,6.88099
2021-07-02,7.163
2021-07-03,4.00451
2021-07-04,3.8917
2021-07-05,6.42978
2021-07-06,7.3886
2021-07-07,7.445
2021-07-08,6.54258
2021-07-09,6.76818
2021-07-10,4.85053
2021-07-11,3.27129
2021-07-12,7.2758
2021-07-13,7.78341
2021-07-14,6.59898
2021-07-15,6.37337
2021-07-16,5.24534
2021-07-17,3.44049
2021-07-18,3.27129
2021-07-19,5.75296
2021-07-20,5.41455
2021-07-21,7.89622
2021-07-22,6.31697
2021-07-23,7.2194
2021-07-24,4.34292
2021-07-25,3.7789
2021-07-26,7.83981
2021-07-27,6.54258
2021-07-28,6.71178
2021-07-29,6.71178
2021-07-30,6.54258
2021-07-31,2.14326
2021-08-01,3.55329
2021-08-02,5.86576
2021-08-03,5.41455
2021-08-04,5.64015
2021-08-05,6.88099
2021-08-06,6.88099
2021-08-07,3.6661
2021-08-08,3.55329
2021-08-09,5.24534
2021-08-10,6.99379
2021-08-11,5.47095
2021-08-12,6.03496
2021-08-13,5.41455
2021-08-14,5.13254
2021-08-15,3.8917
2021-08-16,4.85053
2021-08-17,6.48618
2021-08-18,6.65538
2021-08-19,6.14777
2021-08-20,6.20417
2021-08-21,4.23011
2021-08-22,4.90693
2021-08-23,7.67061
2021-08-24,6.88099
2021-08-25,6.82459
2021-08-26,7.2194
2021-08-27,5.41455
2021-08-28,4.96333
2021-08-29,4.39932
2021-08-30,5.80936
2021-08-31,7.3322
2021-09-01,7.445
2021-09-02,7.3322
2021-09-03,5.13254
2021-09-04,4.62492
2021-09-05,4.17371
2021-09-06,7.2758
2021-09-07,6.59898
2021-09-08,6.42978
2021-09-09,6.82459
2021-09-10,5.97856
2021-09-11,3.94811
2021-09-12,4.23011
2021-09-13,5.35815
2021-09-14,5.07614
2021-09-15,5.24534
2021-09-16,5.69655
2021-09-17,5.64015
2021-09-18,3.38409
2021-09-19,3.21489
2021-09-20,8.68584
2021-09-21,4.11731
2021-09-22,6.54258
2021-09-23,9.75747
2021-09-24,9.81387
2021-09-25,5.18894
2021-09-26,6.14777
2021-09-27,8.40383
2021-09-28,8.40383
2021-09-29,7.3322
2021-09-30,7.72701
2021-10-01,5.18894
2021-10-02,3.21489
2021-10-03,3.55329
2021-10-04,3.32769
2021-10-05,6.82459
2021-10-06,6.59898
2021-10-07,7.10659
2021-10-08,6.37337
2021-10-09,3.49689
2021-10-10,3.21489
2021-10-11,3.04568
2021-10-12,6.99379
2021-10-13,5.92216
2021-10-14,6.37337
2021-10-15,6.93739
2021-10-16,3.38409
2021-10-17,3.7789
2021-10-18,6.54258
2021-10-19,6.42978
2021-10-20,7.67061
2021-10-21,7.3322
2021-10-22,5.86576
2021-10-23,4.68133
2021-10-24,4.79413
2021-10-25,8.29103
2021-10-26,9.30626
2021-10-27,7.89622
2021-10-28,6.71178
2021-10-29,7.2758
2021-10-30,5.35815
2021-10-31,5.47095
2021-11-01,10.37789
2021-11-02,10.8855
2021-11-03,9.53186
2021-11-04,8.34743
2021-11-05,7.55781
2021-11-06,6.09137
2021-11-07,6.20417
2021-11-08,9.75747
2021-11-09,10.9983
2021-11-10,12.29554
2021-11-11,9.70107
2021-11-12,7.83981
2021-11-13,6.88099
2021-11-14,6.03496
2021-11-15,9.81387
2021-11-16,11.78793
2021-11-17,10.20868
2021-11-18,10.60349
2021-11-19,10.8291
2021-11-20,7.2758
2021-11-21,6.99379
2021-11-22,12.01353
2021-11-23,11.11111
2021-11-24,11.0547
2021-11-25,13.70558
2021-11-26,9.58826
2021-11-27,5.80936
2021-11-28,6.31697
2021-11-29,12.69035
2021-11-30,11.73152
2021-12-01,13.19796
2021-12-02,10.9419
2021-12-03,9.30626
2021-12-04,7.445
2021-12-05,7.05019
2021-12-06,14.326
2021-12-07,15.51043
2021-12-08,15.39763
2021-12-09,20.36097
2021-12-10,15.05922
2021-12-11,10.03948
2021-12-12,14.94641
2021-12-13,20.69937
2021-12-14,18.1613
2021-12-15,17.8793
2021-12-16,15.62323
2021-12-17,14.94641
2021-12-18,6.65538
2021-12-19,10.09588
2021-12-20,20.36097
2021-12-21,26.33953
2021-12-22,23.46305
2021-12-23,23.12464
2021-12-24,25.77552
2021-12-25,11.78793
2021-12-26,14.04399
2021-12-27,32.82571
2021-12-28,34.57416
2021-12-29,31.86689
2021-12-30,40.38353
2021-12-31,43.1472
2022-01-01,7.50141
2022-01-02,5.58375
2022-01-03,9.58826
2022-01-04,8.06542
2022-01-05,7.55781
2022-01-06,6.54258
2022-01-07,6.88099
2022-01-08,3.38409
2022-01-09,4.56852
2022-01-10,7.2194
2022-01-11,8.46023
2022-01-12,6.82459
2022-01-13,8.00902
2022-01-14,7.3322
2022-01-15,11.50592
2022-01-16,8.29103
2022-01-17,26.62154
2022-01-18,34.57416
2022-01-19,30.51325
2022-01-20,32.3745
2022-01-21,33.10772
2022-01-22,16.13085
2022-01-23,15.39763
2022-01-24,38.29667
2022-01-25,36.15341
2022-01-26,30.06204
2022-01-27,22.67343
2022-01-28,19.74055
2022-01-29,11.22391
2022-01-30,8.46023
2022-01-31,6.65538
2022-02-01,7.50141
2022-02-02,8.40383
2022-02-03,19.51494
2022-02-04,17.8793
2022-02-05,10.49069
2022-02-06,8.12182
2022-02-07,16.18725
2022-02-08,18.66892
2022-02-09,21.6582
2022-02-10,19.79695
2022-02-11,15.62323
2022-02-12,9.53186
2022-02-13,7.2194
2022-02-14,18.61252
2022-02-15,17.82289
2022-02-16,19.85335
2022-02-17,18.21771
2022-02-18,17.9921
2022-02-19,9.64467
2022-02-20,7.55781
2022-02-21,20.02256
2022-02-22,17.31528
2022-02-23,16.63846
2022-02-24,14.4388
2022-02-25,17.54089
2022-02-26,11.56232
2022-02-27,8.29103
2022-02-28,11.90073
2022-03-01,6.20417
2022-03-02,9.98307
2022-03-03,9.58826
2022-03-04,9.19345
2022-03-05,4.79413
2022-03-06,4.90693
2022-03-07,8.29103
2022-03-08,7.3322
2022-03-09,4.73773
2022-03-10,8.74224
2022-03-11,6.93739
2022-03-12,3.8353
2022-03-13,3.8353
2022-03-14,5.69655
2022-03-15,6.09137
2022-03-16,7.95262
2022-03-17,6.82459
2022-03-18,5.52735
2022-03-19,4.39932
2022-03-20,4.06091
2022-03-21,5.30174
2022-03-22,6.37337
2022-03-23,6.76818
2022-03-24,5.47095
2022-03-25,7.2758
2022-03-26,4.17371
2022-03-27,4.62492
2022-03-28,6.09137
2022-03-29,5.58375
2022-03-30,6.65538
2022-03-31,7.2194
2022-04-01,4.79413
2022-04-02,3.6097
2022-04-03,4.23011
2022-04-04,4.68133
2022-04-05,5.41455
2022-04-06,4.85053
2022-04-07,5.69655
2022-04-08,5.35815
2022-04-09,2.36886
2022-04-10,1.74844
2022-04-11,4.96333
2022-04-12,6.09137
2022-04-13,6.14777
2022-04-14,5.47095
2022-04-15,3.8353
2022-04-16,2.36886
2022-04-17,2.93288
2022-04-18,3.49689
2022-04-19,4.00451
2022-04-20,4.68133
2022-04-21,4.90693
2022-04-22,5.41455
2022-04-23,2.31246
2022-04-24,2.65087
2022-04-25,5.58375
2022-04-26,5.86576
2022-04-27,5.80936
2022-04-28,4.85053
2022-04-29,3.32769
2022-04-30,2.65087
2022-05-01,2.87648
2022-05-02,4.90693
2022-05-03,7.3322
2022-05-04,7.163
2022-05-05,2.76367
2022-05-06,4.56852
2022-05-07,4.51212
2022-05-08,3.10208
2022-05-09,6.14777
2022-05-10,6.99379
2022-05-11,7.55781
2022-05-12,7.50141
2022-05-13,6.09137
2022-05-14,3.7225
2022-05-15,4.79413
2022-05-16,8.17822
2022-05-17,6.42978
2022-05-18,8.40383
2022-05-19,9.92667
2022-05-20,8.57304
2022-05-21,3.8917
2022-05-22,4.39932
2022-05-23,7.3322
2022-05-24,8.06542
2022-05-25,10.54709
2022-05-26,9.24985
2022-05-27,8.85504
2022-05-28,4.68133
2022-05-29,3.44049
2022-05-30,7.163
2022-05-31,7.95262
2022-06-01,3.04568
2022-06-02,4.28652
2022-06-03,4.51212
2022-06-04,1.69204
2022-06-05,3.21489
2022-06-06,2.87648
2022-06-07,4.06091
2022-06-08,6.42978
2022-06-09,5.64015
2022-06-10,5.13254
2022-06-11,1.91765
2022-06-12,2.19966
2022-06-13,4.90693
2022-06-14,6.03496
2022-06-15,6.37337
2022-06-16,11.73152
2022-06-17,16.80767
2022-06-18,5.58375
2022-06-19,4.73773
2022-06-20,9.92667
2022-06-21,9.98307
2022-06-22,7.78341
2022-06-23,6.42978
2022-06-24,6.82459
2022-06-25,2.82007
2022-06-26,3.7225
2022-06-27,6.31697
2022-06-28,8.29103
2022-06-29,6.14777
2022-06-30,6.03496
2022-07-01,6.20417
2022-07-02,2.25606
2022-07-03,3.44049
2022-07-04,5.13254
2022-07-05,5.47095
2022-07-06,5.52735
2022-07-07,5.01974
2022-07-08,4.85053
2022-07-09,2.59447
2022-07-10,2.31246
2022-07-11,5.18894
2022-07-12,5.01974
2022-07-13,5.13254
2022-07-14,4.34292
2022-07-15,3.8353
2022-07-16,2.48166
2022-07-17,2.70727
2022-07-18,3.6661
2022-07-19,9.08065
2022-07-20,9.30626
2022-07-21,16.18725
2022-07-22,16.80767
2022-07-23,6.99379
2022-07-24,10.09588
2022-07-25,14.04399
2022-07-26,13.42357
2022-07-27,13.14156
2022-07-28,9.41906
2022-07-29,8.62944
2022-07-30,4.51212
2022-07-31,5.52735
2022-08-01,7.83981
2022-08-02,9.70107
2022-08-03,8.85504
2022-08-04,10.15228
2022-08-05,8.06542
2022-08-06,4.28652
2022-08-07,7.2194
2022-08-08,7.10659
2022-08-09,7.61421
2022-08-10,6.82459
2022-08-11,7.2758
2022-08-12,6.82459
2022-08-13,4.62492
2022-08-14,4.23011
2022-08-15,5.80936
2022-08-16,9.98307
2022-08-17,9.02425
2022-08-18,7.55781
2022-08-19,9.98307
2022-08-20,4.56852
2022-08-21,3.7225
2022-08-22,7.83981
2022-08-23,8.29103
2022-08-24,9.75747
2022-08-25,9.36266
2022-08-26,7.10659
2022-08-27,3.8353
2022-08-28,5.07614
2022-08-29,7.72701
2022-08-30,8.57304
2022-08-31,9.41906
2022-09-01,6.99379
2022-09-02,6.65538
2022-09-03,4.85053
2022-09-04,5.58375
2022-09-05,8.40383
2022-09-06,7.163
2022-09-07,7.2758
2022-09-08,5.64015
2022-09-09,3.55329
2022-09-10,3.49689
2022-09-11,4.28652
2022-09-12,4.68133
2022-09-13,8.79864
2022-09-14,9.53186
2022-09-15,7.3322
2022-09-16,7.445
2022-09-17,3.6661
2022-09-18,5.07614
2022-09-19,7.50141
2022-09-20,7.78341
2022-09-21,7.3886
2022-09-22,7.83981
2022-09-23,7.78341
2022-09-24,4.06091
2022-09-25,4.39932
2022-09-26,5.80936
2022-09-27,7.2758
2022-09-28,6.88099
2022-09-29,5.97856
2022-09-30,5.97856
2022-10-01,3.21489
2022-10-02,2.98928
2022-10-03,4.79413
2022-10-04,6.59898
2022-10-05,6.82459
2022-10-06,6.71178
2022-10-07,6.88099
2022-10-08,2.87648
2022-10-09,4.28652
2022-10-10,5.52735
2022-10-11,11.67512
2022-10-12,7.78341
2022-10-13,7.78341
2022-10-14,6.99379
2022-10-15,4.51212
2022-10-16,5.30174
2022-10-17,7.67061
2022-10-18,9.53186
2022-10-19,7.89622
2022-10-20,8.17822
2022-10-21,6.88099
2022-10-22,3.8917
2022-10-23,6.59898
2022-10-24,7.3322
2022-10-25,10.9419
2022-10-26,9.30626
2022-10-27,12.01353
2022-10-28,9.24985
2022-10-29,3.8917
2022-10-30,4.56852
2022-10-31,8.06542
2022-11-01,10.54709
2022-11-02,13.64918
2022-11-03,9.98307
2022-11-04,9.41906
2022-11-05,8.74224
2022-11-06,8.51663
2022-11-07,10.8291
2022-11-08,12.06993
2022-11-09,9.58826
2022-11-10,8.91144
2022-11-11,10.43429
2022-11-12,8.06542
2022-11-13,7.05019
2022-11-14,11.50592
2022-11-15,10.26508
2022-11-16,10.8291
2022-11-17,11.22391
2022-11-18,11.11111
2022-11-19,5.58375
2022-11-20,10.49069
2022-11-21,14.4952
2022-11-22,12.80315
2022-11-23,12.69035
2022-11-24,11.0547
2022-11-25,12.46474
2022-11-26,6.88099
2022-11-27,7.445
2022-11-28,12.74675
2022-11-29,13.31077
2022-11-30,14.26959
2022-12-01,19.23293
2022-12-02,14.10039
2022-12-03,9.41906
2022-12-04,8.34743
2022-12-05,24.64749
2022-12-06,21.5454
2022-12-07,20.98138
2022-12-08,19.79695
2022-12-09,22.16582
2022-12-10,10.54709
2022-12-11,15.79244
2022-12-12,26.84715
2022-12-13,26.00112
2022-12-14,23.68866
2022-12-15,21.771
2022-12-16,20.36097
2022-12-17,11.95713
2022-12-18,14.72081
2022-12-19,23.97067
2022-12-20,27.07275
2022-12-21,27.18556
2022-12-22,27.46756
