date,연금저축세액공제한도
2023-05-30,15.90524
2023-05-31,15.28482
2023-06-01,13.25437
2023-06-02,12.23914
2023-06-03,6.93739
2023-06-04,7.89622
2023-06-05,13.08516
2023-06-06,7.83981
2023-06-07,12.01353
2023-06-08,11.44952
2023-06-09,11.16751
2023-06-10,5.69655
2023-06-11,7.55781
2023-06-12,12.23914
2023-06-13,12.57755
2023-06-14,10.03948
2023-06-15,12.18274
2023-06-16,10.37789
2023-06-17,6.71178
2023-06-18,7.163
2023-06-19,10.7727
2023-06-20,13.19796
2023-06-21,15.05922
2023-06-22,13.36717
2023-06-23,12.91596
2023-06-24,6.20417
2023-06-25,8.46023
2023-06-26,13.47997
2023-06-27,13.47997
2023-06-28,12.52115
2023-06-29,10.8855
2023-06-30,11.28031
2023-07-01,6.88099
2023-07-02,6.93739
2023-07-03,13.02876
2023-07-04,13.87478
2023-07-05,11.73152
2023-07-06,8.68584
2023-07-07,10.49069
2023-07-08,4.68133
2023-07-09,6.14777
2023-07-10,10.20868
2023-07-11,12.85956
2023-07-12,10.49069
2023-07-13,10.20868
2023-07-14,7.83981
2023-07-15,4.56852
2023-07-16,6.99379
2023-07-17,10.9419
2023-07-18,11.67512
2023-07-19,10.32148
2023-07-20,10.9983
2023-07-21,11.0547
2023-07-22,5.35815
2023-07-23,6.88099
2023-07-24,12.35194
2023-07-25,15.11562
2023-07-26,11.28031
2023-07-27,10.43429
2023-07-28,9.75747
2023-07-29,6.37337
2023-07-30,5.86576
2023-07-31,11.44952
2023-08-01,12.40834
2023-08-02,11.28031
2023-08-03,9.64467
2023-08-04,8.46023
2023-08-05,5.52735
2023-08-06,5.97856
2023-08-07,10.9983
2023-08-08,11.44952
2023-08-09,10.49069
2023-08-10,11.16751
2023-08-11,8.34743
2023-08-12,6.54258
2023-08-13,7.163
2023-08-14,12.01353
2023-08-15,9.13705
2023-08-16,12.40834
2023-08-17,10.9983
2023-08-18,11.0547
2023-08-19,6.26057
2023-08-20,6.31697
2023-08-21,11.44952
2023-08-22,11.84433
2023-08-23,10.9419
2023-08-24,14.10039
2023-08-25,13.31077
2023-08-26,7.3886
2023-08-27,8.91144
2023-08-28,12.52115
2023-08-29,13.31077
2023-08-30,13.53637
2023-08-31,11.95713
2023-09-01,10.60349
2023-09-02,7.3886
2023-09-03,6.71178
2023-09-04,11.90073
2023-09-05,12.23914
2023-09-06,12.18274
2023-09-07,10.8291
2023-09-08,11.39311
2023-09-09,5.64015
2023-09-10,8.79864
2023-09-11,13.98759
2023-09-12,11.90073
2023-09-13,10.09588
2023-09-14,11.28031
2023-09-15,11.67512
2023-09-16,6.42978
2023-09-17,8.79864
2023-09-18,10.65989
2023-09-19,10.60349
2023-09-20,12.74675
2023-09-21,12.46474
2023-09-22,11.39311
2023-09-23,5.24534
2023-09-24,6.54258
2023-09-25,12.80315
2023-09-26,14.10039
2023-09-27,11.95713
2023-09-28,4.23011
2023-09-29,5.07614
2023-09-30,5.75296
2023-10-01,6.65538
2023-10-02,6.88099
2023-10-03,8.62944
2023-10-04,14.26959
2023-10-05,13.25437
2023-10-06,11.90073
2023-10-07,5.24534
2023-10-08,9.92667
2023-10-09,9.36266
2023-10-10,14.94641
2023-10-11,13.93119
2023-10-12,14.66441
2023-10-13,12.85956
2023-10-14,8.06542
2023-10-15,7.50141
2023-10-16,11.78793
2023-10-17,13.31077
2023-10-18,13.47997
2023-10-19,11.95713
2023-10-20,13.93119
2023-10-21,7.55781
2023-10-22,5.92216
2023-10-23,15.05922
2023-10-24,17.9357
2023-10-25,16.86407
2023-10-26,14.4952
2023-10-27,12.69035
2023-10-28,7.78341
2023-10-29,9.24985
2023-10-30,16.75126
2023-10-31,14.77721
2023-11-01,20.30456
2023-11-02,21.489
2023-11-03,24.25267
2023-11-04,11.33671
2023-11-05,8.91144
2023-11-06,17.42808
2023-11-07,16.01804
2023-11-08,15.22842
2023-11-09,15.56683
2023-11-10,16.24365
2023-11-11,8.12182
2023-11-12,8.85504
2023-11-13,18.89452
2023-11-14,17.71009
2023-11-15,22.39142
2023-11-16,21.6582
2023-11-17,18.55611
2023-11-18,10.49069
2023-11-19,13.98759
2023-11-20,24.13987
2023-11-21,25.77552
2023-11-22,23.85786
2023-11-23,23.29385
2023-11-24,26.00112
2023-11-25,14.608
2023-11-26,14.26959
2023-11-27,27.52397
2023-11-28,24.42188
2023-11-29,28.25719
2023-11-30,27.18556
2023-12-01,27.18556
2023-12-02,15.45403
2023-12-03,20.86858
2023-12-04,36.0406
2023-12-05,39.4247
2023-12-06,40.89114
2023-12-07,31.97969
2023-12-08,28.93401
2023-12-09,15.96164
2023-12-10,20.36097
2023-12-11,35.42019
2023-12-12,37.61985
2023-12-13,35.70219
2023-12-14,35.9278
2023-12-15,34.91257
2023-12-16,21.94021
2023-12-17,21.6582
2023-12-18,38.86068
2023-12-19,44.50084
2023-12-20,53.07388
2023-12-21,60.23688
2023-12-22,70.27636
2023-12-23,30.96446
2023-12-24,28.5956
2023-12-25,37.56345
2023-12-26,90.86294
2023-12-27,96.95431
2023-12-28,98.02594
2023-12-29,100.0
2023-12-30,33.50253
2023-12-31,36.60462
2024-01-01,12.80315
2024-01-02,20.58657
2024-01-03,20.41737
2024-01-04,15.39763
2024-01-05,14.326
2024-01-06,9.58826
2024-01-07,12.23914
2024-01-08,13.42357
2024-01-09,18.1049
2024-01-10,17.31528
2024-01-11,17.65369
2024-01-12,15.62323
2024-01-13,12.12633
2024-01-14,13.14156
2024-01-15,43.93683
2024-01-16,45.68527
2024-01-17,42.9216
2024-01-18,43.1472
2024-01-19,38.86068
2024-01-20,25.94472
2024-01-21,26.05752
2024-01-22,70.89678
2024-01-23,71.06598
2024-01-24,67.39988
2024-01-25,62.38014
2024-01-26,47.15172
2024-01-27,27.69317
2024-01-28,26.33953
2024-01-29,42.978
2024-01-30,40.32712
2024-01-31,38.46587
2024-02-01,34.74337
2024-02-02,27.29836
2024-02-03,15.79244
2024-02-04,18.83812
2024-02-05,27.86238
2024-02-06,30.00564
2024-02-07,29.21601
2024-02-08,28.99041
2024-02-09,15.05922
2024-02-10,13.87478
2024-02-11,13.47997
2024-02-12,16.18725
2024-02-13,36.20981
2024-02-14,33.10772
2024-02-15,32.82571
2024-02-16,31.58488
2024-02-17,17.76649
2024-02-18,16.01804
2024-02-19,31.35927
2024-02-20,35.25098
2024-02-21,31.81049
2024-02-22,29.10321
2024-02-23,32.54371
2024-02-24,18.0485
2024-02-25,17.14608
2024-02-26,28.14438
2024-02-27,25.88832
2024-02-28,25.0423
2024-02-29,20.69937
2024-03-01,12.74675
2024-03-02,11.56232
2024-03-03,13.08516
2024-03-04,19.68415
2024-03-05,21.489
2024-03-06,20.07896
2024-03-07,19.00733
2024-03-08,16.92047
2024-03-09,12.52115
2024-03-10,11.44952
2024-03-11,16.69486
2024-03-12,16.07445
2024-03-13,14.15679
2024-03-14,13.36717
2024-03-15,14.15679
2024-03-16,7.78341
2024-03-17,9.75747
2024-03-18,14.04399
2024-03-19,13.08516
2024-03-20,15.96164
