date,유류분
2020-09-30,4.79666
2020-10-01,6.25651
2020-10-02,5.16162
2020-10-03,5.83941
2020-10-04,5.37017
2020-10-05,7.19499
2020-10-06,6.77789
2020-10-07,8.65484
2020-10-08,7.40354
2020-10-09,5.96976
2020-10-10,5.683
2020-10-11,6.67361
2020-10-12,7.58602
2020-10-13,8.1074
2020-10-14,8.96767
2020-10-15,10.27111
2020-10-16,6.64754
2020-10-17,5.78727
2020-10-18,6.12617
2020-10-19,8.13347
2020-10-20,8.42022
2020-10-21,10.66214
2020-10-22,7.32533
2020-10-23,6.1001
2020-10-24,4.71845
2020-10-25,5.16162
2020-10-26,9.7758
2020-10-27,7.11678
2020-10-28,9.43691
2020-10-29,7.84671
2020-10-30,5.96976
2020-10-31,2.89363
2020-11-01,4.48383
2020-11-02,9.17622
2020-11-03,6.23044
2020-11-04,5.3441
2020-11-05,6.9343
2020-11-06,6.04796
2020-11-07,3.80604
2020-11-08,4.74452
2020-11-09,5.50052
2020-11-10,5.65693
2020-11-11,5.50052
2020-11-12,6.23044
2020-11-13,5.70907
2020-11-14,3.72784
2020-11-15,5.31803
2020-11-16,6.25651
2020-11-17,6.72575
2020-11-18,5.99582
2020-11-19,7.06465
2020-11-20,6.02189
2020-11-21,3.36287
2020-11-22,4.17101
2020-11-23,6.04796
2020-11-24,6.1001
2020-11-25,6.59541
2020-11-26,5.03128
2020-11-27,5.57872
2020-11-28,3.70177
2020-11-29,4.45776
2020-11-30,5.3441
2020-12-01,4.14494
2020-12-02,5.2659
2020-12-03,5.83941
2020-12-04,5.16162
2020-12-05,3.54535
2020-12-06,4.01459
2020-12-07,6.59541
2020-12-08,6.46506
2020-12-09,6.8561
2020-12-10,6.23044
2020-12-11,5.31803
2020-12-12,4.58811
2020-12-13,4.43169
2020-12-14,5.42231
2020-12-15,6.36079
2020-12-16,6.64754
2020-12-17,5.60479
2020-12-18,5.05735
2020-12-19,4.14494
2020-12-20,4.64025
2020-12-21,6.56934
2020-12-22,5.47445
2020-12-23,5.29197
2020-12-24,3.3368
2020-12-25,2.32012
2020-12-26,3.41501
2020-12-27,3.49322
2020-12-28,4.27528
2020-12-29,4.06673
2020-12-30,5.70907
2020-12-31,4.58811
2021-01-01,2.73722
2021-01-02,3.49322
2021-01-03,3.10218
2021-01-04,3.38894
2021-01-05,4.04066
2021-01-06,3.46715
2021-01-07,3.3368
2021-01-08,3.70177
2021-01-09,2.9197
2021-01-10,2.34619
2021-01-11,3.64963
2021-01-12,3.96246
2021-01-13,4.30135
2021-01-14,4.06673
2021-01-15,5.08342
2021-01-16,2.52867
2021-01-17,2.5026
2021-01-18,3.70177
2021-01-19,4.17101
2021-01-20,4.19708
2021-01-21,4.27528
2021-01-22,3.70177
2021-01-23,2.58081
2021-01-24,2.97184
2021-01-25,3.6757
2021-01-26,4.04066
2021-01-27,3.91032
2021-01-28,3.80604
2021-01-29,3.77997
2021-01-30,2.39833
2021-01-31,2.9197
2021-02-01,3.83211
2021-02-02,4.43169
2021-02-03,6.43899
2021-02-04,3.88425
2021-02-05,3.28467
2021-02-06,3.51929
2021-02-07,3.44108
2021-02-08,10.14077
2021-02-09,6.72575
2021-02-10,4.61418
2021-02-11,10.1147
2021-02-12,8.75912
2021-02-13,5.44838
2021-02-14,4.64025
2021-02-15,6.69968
2021-02-16,5.50052
2021-02-17,5.73514
2021-02-18,20.5683
2021-02-19,5.44838
2021-02-20,2.99791
2021-02-21,3.41501
2021-02-22,6.15224
2021-02-23,6.1001
2021-02-24,4.74452
2021-02-25,4.11887
2021-02-26,5.00521
2021-02-27,3.64963
2021-02-28,3.07612
2021-03-01,3.15432
2021-03-02,5.37017
2021-03-03,4.24921
2021-03-04,4.32742
2021-03-05,3.31074
2021-03-06,2.29405
2021-03-07,3.10218
2021-03-08,3.91032
2021-03-09,5.683
2021-03-10,4.64025
2021-03-11,4.43169
2021-03-12,3.77997
2021-03-13,3.10218
2021-03-14,3.83211
2021-03-15,5.55265
2021-03-16,5.60479
2021-03-17,4.5099
2021-03-18,4.74452
2021-03-19,4.77059
2021-03-20,3.41501
2021-03-21,2.97184
2021-03-22,4.95307
2021-03-23,5.18769
2021-03-24,4.01459
2021-03-25,4.66631
2021-03-26,5.08342
2021-03-27,3.10218
2021-03-28,2.68508
2021-03-29,4.927
2021-03-30,5.10948
2021-03-31,6.20437
2021-04-01,6.75182
2021-04-02,5.78727
2021-04-03,4.79666
2021-04-04,3.64963
2021-04-05,5.23983
2021-04-06,5.42231
2021-04-07,5.52659
2021-04-08,4.30135
2021-04-09,4.48383
2021-04-10,3.98852
2021-04-11,5.37017
2021-04-12,5.29197
2021-04-13,4.8488
2021-04-14,5.683
2021-04-15,5.42231
2021-04-16,5.42231
2021-04-17,3.46715
2021-04-18,3.46715
2021-04-19,6.98644
2021-04-20,6.69968
2021-04-21,6.72575
2021-04-22,6.38686
2021-04-23,6.1001
2021-04-24,3.51929
2021-04-25,3.70177
2021-04-26,6.28258
2021-04-27,6.25651
2021-04-28,6.43899
2021-04-29,6.33472
2021-04-30,5.13555
2021-05-01,3.62356
2021-05-02,3.88425
2021-05-03,5.50052
2021-05-04,5.55265
2021-05-05,3.51929
2021-05-06,5.50052
2021-05-07,5.00521
2021-05-08,4.24921
2021-05-09,3.85818
2021-05-10,7.89885
2021-05-11,7.87278
2021-05-12,5.73514
2021-05-13,11.96558
2021-05-14,5.16162
2021-05-15,3.41501
2021-05-16,4.04066
2021-05-17,5.55265
2021-05-18,5.78727
2021-05-19,3.02398
2021-05-20,5.52659
2021-05-21,6.12617
2021-05-22,4.58811
2021-05-23,3.2586
2021-05-24,6.36079
2021-05-25,5.31803
2021-05-26,5.18769
2021-05-27,6.28258
2021-05-28,5.60479
2021-05-29,3.41501
2021-05-30,3.6757
2021-05-31,5.10948
2021-06-01,6.1001
2021-06-02,5.63086
2021-06-03,5.7612
2021-06-04,6.38686
2021-06-05,4.66631
2021-06-06,3.85818
2021-06-07,6.67361
2021-06-08,8.08133
2021-06-09,7.48175
2021-06-10,6.62148
2021-06-11,7.82064
2021-06-12,5.03128
2021-06-13,5.29197
2021-06-14,7.95099
2021-06-15,7.19499
2021-06-16,8.28988
2021-06-17,6.49113
2021-06-18,5.86548
2021-06-19,6.20437
2021-06-20,4.14494
2021-06-21,6.20437
2021-06-22,5.86548
2021-06-23,4.74452
2021-06-24,6.41293
2021-06-25,4.927
2021-06-26,4.19708
2021-06-27,3.91032
2021-06-28,6.15224
2021-06-29,5.65693
2021-06-30,5.39624
2021-07-01,6.12617
2021-07-02,5.05735
2021-07-03,3.10218
2021-07-04,4.35349
2021-07-05,5.3441
2021-07-06,6.30865
2021-07-07,5.37017
2021-07-08,4.69238
2021-07-09,4.35349
2021-07-10,3.70177
2021-07-11,3.05005
2021-07-12,4.66631
2021-07-13,5.96976
2021-07-14,5.60479
2021-07-15,9.38477
2021-07-16,5.73514
2021-07-17,3.05005
2021-07-18,3.2586
2021-07-19,4.71845
2021-07-20,5.89155
2021-07-21,5.44838
2021-07-22,9.61939
2021-07-23,4.56204
2021-07-24,2.76329
2021-07-25,3.18039
2021-07-26,4.40563
2021-07-27,4.24921
2021-07-28,7.95099
2021-07-29,5.42231
2021-07-30,6.20437
2021-07-31,5.05735
2021-08-01,3.70177
2021-08-02,8.62877
2021-08-03,12.98227
2021-08-04,7.11678
2021-08-05,6.07403
2021-08-06,7.82064
2021-08-07,6.62148
2021-08-08,4.0928
2021-08-09,6.41293
2021-08-10,5.83941
2021-08-11,5.29197
2021-08-12,5.63086
2021-08-13,7.2732
2021-08-14,4.97914
2021-08-15,3.64963
2021-08-16,4.71845
2021-08-17,5.23983
2021-08-18,6.23044
2021-08-19,7.7685
2021-08-20,6.69968
2021-08-21,4.48383
2021-08-22,15.58915
2021-08-23,5.7612
2021-08-24,5.99582
2021-08-25,5.55265
2021-08-26,5.39624
2021-08-27,5.3441
2021-08-28,3.46715
2021-08-29,3.02398
2021-08-30,5.96976
2021-08-31,7.37747
2021-09-01,4.8488
2021-09-02,5.39624
2021-09-03,4.82273
2021-09-04,4.04066
2021-09-05,3.93639
2021-09-06,5.55265
2021-09-07,24.89572
2021-09-08,13.47758
2021-09-09,8.1074
2021-09-10,5.86548
2021-09-11,4.97914
2021-09-12,4.90093
2021-09-13,7.03858
2021-09-14,6.69968
2021-09-15,5.55265
2021-09-16,6.41293
2021-09-17,5.65693
2021-09-18,4.37956
2021-09-19,4.69238
2021-09-20,5.83941
2021-09-21,5.52659
2021-09-22,5.94369
2021-09-23,10.03649
2021-09-24,7.82064
2021-09-25,10.47966
2021-09-26,5.99582
2021-09-27,8.02919
2021-09-28,10.71428
2021-09-29,8.39416
2021-09-30,8.08133
2021-10-01,6.33472
2021-10-02,4.56204
2021-10-03,6.33472
2021-10-04,7.06465
2021-10-05,8.13347
2021-10-06,7.29927
2021-10-07,6.72575
2021-10-08,6.12617
2021-10-09,4.64025
2021-10-10,4.77059
2021-10-11,5.94369
2021-10-12,7.29927
2021-10-13,7.06465
2021-10-14,7.22106
2021-10-15,7.40354
2021-10-16,4.06673
2021-10-17,5.10948
2021-10-18,7.14285
2021-10-19,5.94369
2021-10-20,6.30865
2021-10-21,11.54848
2021-10-22,6.41293
2021-10-23,4.77059
2021-10-24,4.30135
2021-10-25,6.5172
2021-10-26,7.06465
2021-10-27,5.94369
2021-10-28,7.16892
2021-10-29,5.50052
2021-10-30,3.28467
2021-10-31,3.41501
2021-11-01,4.71845
2021-11-02,5.37017
2021-11-03,10.63607
2021-11-04,11.13138
2021-11-05,6.20437
2021-11-06,4.56204
2021-11-07,4.82273
2021-11-08,6.33472
2021-11-09,49.58289
2021-11-10,100.0
2021-11-11,27.63295
2021-11-12,19.89051
2021-11-13,13.00834
2021-11-14,10.89676
2021-11-15,11.31386
2021-11-16,9.38477
2021-11-17,8.86339
2021-11-18,7.16892
2021-11-19,8.23774
2021-11-20,6.59541
2021-11-21,7.71637
2021-11-22,7.55995
2021-11-23,7.61209
2021-11-24,9.22836
2021-11-25,8.28988
2021-11-26,7.19499
2021-11-27,4.53597
2021-11-28,5.3441
2021-11-29,7.66423
2021-11-30,8.28988
2021-12-01,7.03858
2021-12-02,6.67361
2021-12-03,6.77789
2021-12-04,4.30135
2021-12-05,5.00521
2021-12-06,6.23044
2021-12-07,7.95099
2021-12-08,11.93952
2021-12-09,7.03858
2021-12-10,6.88216
2021-12-11,6.12617
2021-12-12,5.47445
2021-12-13,7.09071
2021-12-14,7.84671
2021-12-15,7.22106
2021-12-16,7.37747
2021-12-17,5.05735
2021-12-18,3.62356
2021-12-19,4.40563
2021-12-20,5.50052
2021-12-21,5.2659
2021-12-22,5.55265
2021-12-23,5.18769
2021-12-24,4.64025
2021-12-25,2.65901
2021-12-26,3.28467
2021-12-27,4.01459
2021-12-28,4.0928
2021-12-29,5.29197
2021-12-30,8.5245
2021-12-31,3.64963
2022-01-01,2.99791
2022-01-02,5.70907
2022-01-03,4.40563
2022-01-04,5.03128
2022-01-05,5.00521
2022-01-06,5.63086
2022-01-07,4.48383
2022-01-08,4.35349
2022-01-09,4.77059
2022-01-10,4.58811
2022-01-11,4.32742
2022-01-12,4.45776
2022-01-13,5.13555
2022-01-14,3.91032
2022-01-15,3.70177
2022-01-16,2.99791
2022-01-17,4.74452
2022-01-18,4.06673
2022-01-19,4.22314
2022-01-20,3.28467
2022-01-21,3.44108
2022-01-22,3.3368
2022-01-23,2.24191
2022-01-24,4.87486
2022-01-25,3.83211
2022-01-26,4.43169
2022-01-27,4.48383
2022-01-28,4.87486
2022-01-29,4.01459
2022-01-30,3.75391
2022-01-31,5.70907
2022-02-01,5.86548
2022-02-02,6.07403
2022-02-03,7.24713
2022-02-04,6.12617
2022-02-05,4.56204
2022-02-06,4.87486
2022-02-07,6.15224
2022-02-08,6.04796
2022-02-09,5.39624
2022-02-10,5.60479
2022-02-11,5.31803
2022-02-12,4.56204
2022-02-13,3.51929
2022-02-14,6.12617
2022-02-15,5.13555
2022-02-16,3.93639
2022-02-17,4.79666
2022-02-18,4.32742
2022-02-19,4.01459
2022-02-20,3.46715
2022-02-21,4.61418
2022-02-22,3.46715
2022-02-23,4.71845
2022-02-24,3.64963
2022-02-25,3.72784
2022-02-26,2.58081
2022-02-27,3.28467
2022-02-28,4.04066
2022-03-01,3.57142
2022-03-02,4.90093
2022-03-03,3.72784
2022-03-04,4.24921
2022-03-05,2.58081
2022-03-06,2.68508
2022-03-07,4.56204
2022-03-08,4.45776
2022-03-09,2.94577
2022-03-10,4.53597
2022-03-11,4.04066
2022-03-12,2.8415
2022-03-13,3.51929
2022-03-14,4.56204
2022-03-15,4.27528
2022-03-16,5.16162
2022-03-17,4.74452
2022-03-18,5.29197
2022-03-19,3.83211
2022-03-20,2.9197
2022-03-21,4.74452
2022-03-22,4.53597
2022-03-23,5.2659
2022-03-24,3.80604
2022-03-25,4.74452
2022-03-26,2.94577
2022-03-27,3.12825
2022-03-28,4.5099
2022-03-29,8.47236
2022-03-30,5.03128
2022-03-31,5.94369
2022-04-01,4.24921
2022-04-02,2.71115
2022-04-03,3.2586
2022-04-04,5.39624
2022-04-05,18.11783
2022-04-06,11.52241
2022-04-07,9.04588
2022-04-08,6.23044
2022-04-09,4.71845
2022-04-10,4.19708
2022-04-11,6.07403
2022-04-12,6.5172
2022-04-13,5.42231
2022-04-14,5.86548
2022-04-15,5.70907
2022-04-16,4.0928
2022-04-17,4.64025
2022-04-18,7.61209
2022-04-19,6.98644
2022-04-20,6.23044
2022-04-21,6.90823
2022-04-22,7.16892
2022-04-23,4.43169
2022-04-24,4.97914
2022-04-25,6.17831
2022-04-26,6.67361
2022-04-27,6.07403
2022-04-28,5.70907
2022-04-29,4.61418
2022-04-30,3.54535
2022-05-01,3.93639
2022-05-02,5.29197
2022-05-03,5.7612
2022-05-04,4.77059
2022-05-05,3.83211
2022-05-06,4.66631
2022-05-07,4.30135
2022-05-08,5.16162
2022-05-09,6.38686
2022-05-10,5.60479
2022-05-11,5.683
2022-05-12,6.25651
2022-05-13,5.60479
2022-05-14,3.46715
2022-05-15,3.54535
2022-05-16,6.75182
2022-05-17,5.81334
2022-05-18,6.43899
2022-05-19,5.94369
2022-05-20,5.13555
2022-05-21,3.64963
2022-05-22,4.64025
2022-05-23,5.78727
2022-05-24,5.10948
2022-05-25,5.91762
2022-05-26,6.69968
2022-05-27,6.25651
2022-05-28,3.98852
2022-05-29,4.11887
2022-05-30,8.00312
2022-05-31,5.47445
2022-06-01,4.37956
2022-06-02,5.50052
2022-06-03,5.47445
2022-06-04,5.10948
2022-06-05,10.45359
2022-06-06,6.33472
2022-06-07,6.59541
2022-06-08,8.83733
2022-06-09,8.18561
2022-06-10,8.02919
2022-06-11,6.43899
2022-06-12,6.04796
2022-06-13,8.44629
2022-06-14,10.68821
2022-06-15,8.44629
2022-06-16,10.79249
2022-06-17,7.37747
2022-06-18,5.47445
2022-06-19,7.19499
2022-06-20,7.97705
2022-06-21,7.29927
2022-06-22,6.43899
2022-06-23,5.63086
2022-06-24,4.90093
2022-06-25,5.08342
2022-06-26,5.23983
2022-06-27,6.59541
2022-06-28,6.38686
2022-06-29,6.5172
2022-06-30,5.96976
2022-07-01,5.3441
2022-07-02,4.22314
2022-07-03,4.48383
2022-07-04,6.25651
2022-07-05,8.13347
2022-07-06,5.86548
2022-07-07,6.30865
2022-07-08,6.49113
2022-07-09,5.2659
2022-07-10,4.77059
2022-07-11,7.01251
2022-07-12,7.09071
2022-07-13,6.41293
2022-07-14,5.94369
2022-07-15,6.02189
2022-07-16,4.40563
2022-07-17,5.37017
2022-07-18,6.15224
2022-07-19,5.63086
2022-07-20,5.89155
2022-07-21,5.70907
2022-07-22,6.04796
2022-07-23,4.19708
2022-07-24,3.85818
2022-07-25,6.77789
2022-07-26,5.86548
2022-07-27,5.29197
2022-07-28,5.60479
2022-07-29,5.21376
2022-07-30,3.46715
2022-07-31,3.46715
2022-08-01,5.2659
2022-08-02,5.96976
2022-08-03,5.2659
2022-08-04,5.37017
2022-08-05,5.03128
2022-08-06,3.96246
2022-08-07,3.44108
2022-08-08,5.60479
2022-08-09,4.69238
2022-08-10,5.65693
2022-08-11,5.18769
2022-08-12,4.66631
2022-08-13,3.49322
2022-08-14,3.49322
2022-08-15,3.93639
2022-08-16,4.64025
2022-08-17,6.62148
2022-08-18,4.90093
2022-08-19,5.18769
2022-08-20,3.18039
2022-08-21,3.72784
2022-08-22,6.30865
2022-08-23,7.03858
2022-08-24,6.9343
2022-08-25,6.33472
2022-08-26,6.12617
2022-08-27,4.58811
2022-08-28,4.27528
2022-08-29,6.46506
2022-08-30,6.88216
2022-08-31,35.55787
2022-09-01,34.51511
2022-09-02,19.29092
2022-09-03,13.00834
2022-09-04,10.1147
2022-09-05,10.03649
2022-09-06,8.1074
2022-09-07,11.73096
2022-09-08,7.29927
2022-09-09,6.12617
2022-09-10,8.05526
2022-09-11,10.61001
2022-09-12,8.91553
2022-09-13,11.33993
2022-09-14,9.25443
2022-09-15,9.56725
2022-09-16,8.34202
2022-09-17,8.34202
2022-09-18,6.90823
2022-09-19,8.44629
2022-09-20,9.22836
2022-09-21,7.6903
2022-09-22,7.84671
2022-09-23,5.99582
2022-09-24,5.23983
2022-09-25,5.60479
2022-09-26,9.17622
2022-09-27,9.04588
2022-09-28,8.36809
2022-09-29,8.81126
2022-09-30,8.02919
2022-10-01,7.32533
2022-10-02,7.79457
2022-10-03,8.86339
2022-10-04,13.29509
2022-10-05,11.7831
2022-10-06,10.71428
2022-10-07,9.04588
2022-10-08,6.46506
2022-10-09,6.49113
2022-10-10,10.66214
2022-10-11,11.60062
2022-10-12,9.74973
2022-10-13,11.26173
2022-10-14,9.17622
2022-10-15,8.9416
2022-10-16,8.83733
2022-10-17,10.74035
2022-10-18,9.30656
2022-10-19,9.09801
2022-10-20,8.21167
2022-10-21,8.15954
2022-10-22,6.15224
2022-10-23,6.75182
2022-10-24,8.83733
2022-10-25,9.15015
2022-10-26,8.42022
2022-10-27,8.31595
2022-10-28,6.77789
2022-10-29,5.05735
2022-10-30,5.73514
2022-10-31,8.02919
2022-11-01,6.56934
2022-11-02,7.89885
2022-11-03,7.79457
2022-11-04,6.96037
2022-11-05,5.63086
2022-11-06,5.96976
2022-11-07,6.33472
2022-11-08,8.44629
2022-11-09,7.14285
2022-11-10,7.01251
2022-11-11,7.7685
2022-11-12,5.99582
2022-11-13,6.43899
2022-11-14,7.82064
2022-11-15,8.18561
2022-11-16,8.9416
2022-11-17,8.49843
2022-11-18,6.54327
2022-11-19,5.89155
2022-11-20,5.42231
2022-11-21,8.36809
2022-11-22,7.19499
2022-11-23,7.11678
2022-11-24,7.14285
2022-11-25,7.01251
2022-11-26,7.3514
2022-11-27,6.96037
2022-11-28,6.54327
2022-11-29,7.22106
2022-11-30,7.40354
2022-12-01,8.1074
2022-12-02,7.63816
2022-12-03,6.04796
2022-12-04,5.683
2022-12-05,7.82064
2022-12-06,8.31595
2022-12-07,8.96767
2022-12-08,8.86339
2022-12-09,6.9343
2022-12-10,6.49113
2022-12-11,6.88216
2022-12-12,8.68091
2022-12-13,7.82064
2022-12-14,8.34202
2022-12-15,9.2805
2022-12-16,6.15224
2022-12-17,11.00104
2022-12-18,14.5464
2022-12-19,9.12408
2022-12-20,9.01981
2022-12-21,7.95099
2022-12-22,7.2732
2022-12-23,5.65693
2022-12-24,4.37956
2022-12-25,5.18769
2022-12-26,6.43899
2022-12-27,6.75182
2022-12-28,6.62148
2022-12-29,7.2732
2022-12-30,6.41293
2022-12-31,5.63086
2023-01-01,5.18769
2023-01-02,6.62148
2023-01-03,7.95099
2023-01-04,7.79457
2023-01-05,7.45568
2023-01-06,7.84671
2023-01-07,6.23044
2023-01-08,5.65693
2023-01-09,8.05526
2023-01-10,7.45568
2023-01-11,8.47236
2023-01-12,8.47236
2023-01-13,8.39416
2023-01-14,6.20437
2023-01-15,5.86548
2023-01-16,17.90928
2023-01-17,8.5245
2023-01-18,7.89885
2023-01-19,7.16892
2023-01-20,7.01251
2023-01-21,5.10948
2023-01-22,8.39416
2023-01-23,7.95099
2023-01-24,7.29927
2023-01-25,17.49217
2023-01-26,11.52241
2023-01-27,7.87278
2023-01-28,6.72575
2023-01-29,5.55265
2023-01-30,8.86339
2023-01-31,7.95099
2023-02-01,8.23774
2023-02-02,18.24817
2023-02-03,8.81126
2023-02-04,6.1001
2023-02-05,5.86548
2023-02-06,8.44629
2023-02-07,24.42648
2023-02-08,10.89676
2023-02-09,10.29718
2023-02-10,11.00104
2023-02-11,14.33785
2023-02-12,6.90823
2023-02-13,10.84462
2023-02-14,7.97705
2023-02-15,7.87278
2023-02-16,8.42022
2023-02-17,8.18561
2023-02-18,5.70907
2023-02-19,4.927
2023-02-20,8.08133
2023-02-21,7.58602
2023-02-22,7.82064
2023-02-23,8.73305
2023-02-24,7.03858
2023-02-25,5.16162
2023-02-26,5.86548
2023-02-27,7.63816
2023-02-28,6.72575
2023-03-01,6.17831
2023-03-02,12.122
2023-03-03,11.33993
2023-03-04,7.24713
2023-03-05,5.99582
2023-03-06,6.96037
2023-03-07,9.30656
2023-03-08,27.55474
2023-03-09,10.1929
2023-03-10,9.82794
2023-03-11,8.65484
2023-03-12,6.62148
2023-03-13,8.88946
2023-03-14,9.09801
2023-03-15,8.00312
2023-03-16,9.48905
2023-03-17,7.6903
2023-03-18,6.1001
2023-03-19,5.42231
2023-03-20,7.29927
2023-03-21,8.88946
2023-03-22,9.56725
2023-03-23,8.00312
2023-03-24,5.78727
2023-03-25,5.29197
2023-03-26,4.43169
2023-03-27,6.75182
2023-03-28,7.14285
2023-03-29,7.7685
2023-03-30,8.18561
2023-03-31,8.00312
2023-04-01,5.39624
2023-04-02,5.96976
2023-04-03,7.2732
2023-04-04,8.70698
2023-04-05,10.47966
2023-04-06,8.05526
2023-04-07,7.24713
2023-04-08,5.86548
2023-04-09,6.15224
2023-04-10,8.73305
2023-04-11,8.55057
2023-04-12,8.42022
2023-04-13,7.95099
2023-04-14,7.22106
2023-04-15,5.683
2023-04-16,5.683
2023-04-17,8.5245
2023-04-18,8.57664
2023-04-19,8.65484
2023-04-20,11.23566
2023-04-21,9.74973
2023-04-22,6.33472
2023-04-23,6.41293
2023-04-24,8.99374
2023-04-25,7.6903
2023-04-26,9.07194
2023-04-27,7.32533
2023-04-28,6.49113
2023-04-29,4.79666
2023-04-30,4.95307
2023-05-01,6.59541
2023-05-02,7.92492
2023-05-03,7.7685
2023-05-04,8.42022
2023-05-05,5.65693
2023-05-06,6.38686
2023-05-07,6.23044
2023-05-08,8.73305
2023-05-09,8.02919
2023-05-10,9.15015
2023-05-11,9.25443
2023-05-12,7.50782
2023-05-13,7.03858
2023-05-14,5.2659
2023-05-15,8.81126
2023-05-16,13.99895
2023-05-17,61.88738
2023-05-18,35.16684
2023-05-19,14.93743
2023-05-20,12.22627
2023-05-21,24.97393
2023-05-22,32.53388
2023-05-23,20.35974
2023-05-24,17.3879
2023-05-25,17.98748
2023-05-26,12.64337
2023-05-27,8.42022
2023-05-28,11.67883
2023-05-29,11.28779
