date,SPDRS&P500
2023-05-29,12.45551
2023-05-30,21.70818
2023-05-31,20.28469
2023-06-01,21.35231
2023-06-02,22.06405
2023-06-03,9.60854
2023-06-04,8.89679
2023-06-05,19.21708
2023-06-06,16.72597
2023-06-07,20.64056
2023-06-08,17.79359
2023-06-09,21.35231
2023-06-10,14.59074
2023-06-11,13.879
2023-06-12,18.50533
2023-06-13,25.62277
2023-06-14,28.46975
2023-06-15,18.8612
2023-06-16,24.55516
2023-06-17,12.45551
2023-06-18,8.54092
2023-06-19,17.43772
2023-06-20,21.70818
2023-06-21,27.758
2023-06-22,13.879
2023-06-23,19.57295
2023-06-24,13.879
2023-06-25,6.04982
2023-06-26,19.21708
2023-06-27,12.45551
2023-06-28,20.28469
2023-06-29,18.8612
2023-06-30,22.7758
2023-07-01,12.09964
2023-07-02,11.3879
2023-07-03,25.97864
2023-07-04,30.60498
2023-07-05,23.84341
2023-07-06,23.84341
2023-07-07,18.14946
2023-07-08,11.3879
2023-07-09,7.4733
2023-07-10,19.57295
2023-07-11,24.19928
2023-07-12,30.24911
2023-07-13,33.45195
2023-07-14,25.97864
2023-07-15,14.59074
2023-07-16,9.60854
2023-07-17,19.92882
2023-07-18,19.21708
2023-07-19,25.2669
2023-07-20,30.96085
2023-07-21,20.64056
2023-07-22,6.40569
2023-07-23,7.82918
2023-07-24,25.2669
2023-07-25,29.18149
2023-07-26,22.41992
2023-07-27,32.74021
2023-07-28,20.28469
2023-07-29,18.50533
2023-07-30,15.30249
2023-07-31,27.40213
2023-08-01,43.06049
2023-08-02,40.92526
2023-08-03,23.48754
2023-08-04,18.50533
2023-08-05,8.18505
2023-08-06,10.32028
2023-08-07,17.08185
2023-08-08,22.06405
2023-08-09,25.2669
2023-08-10,25.2669
2023-08-11,20.28469
2023-08-12,13.52313
2023-08-13,8.18505
2023-08-14,14.94661
2023-08-15,24.19928
2023-08-16,27.40213
2023-08-17,27.40213
2023-08-18,23.13167
2023-08-19,9.96441
2023-08-20,10.32028
2023-08-21,25.97864
2023-08-22,25.2669
2023-08-23,22.06405
2023-08-24,25.97864
2023-08-25,17.79359
2023-08-26,12.81138
2023-08-27,8.89679
2023-08-28,16.01423
2023-08-29,24.91103
2023-08-30,23.84341
2023-08-31,21.35231
2023-09-01,14.94661
2023-09-02,6.40569
2023-09-03,7.82918
2023-09-04,22.7758
2023-09-05,25.62277
2023-09-06,22.06405
2023-09-07,16.72597
2023-09-08,17.79359
2023-09-09,11.74377
2023-09-10,7.11743
2023-09-11,23.48754
2023-09-12,22.41992
2023-09-13,13.879
2023-09-14,18.8612
2023-09-15,17.08185
2023-09-16,14.59074
2023-09-17,11.74377
2023-09-18,12.45551
2023-09-19,19.92882
2023-09-20,16.01423
2023-09-21,22.06405
2023-09-22,17.08185
2023-09-23,10.67615
2023-09-24,6.04982
2023-09-25,18.8612
2023-09-26,23.13167
2023-09-27,13.52313
2023-09-28,14.94661
2023-09-29,11.74377
2023-09-30,11.03202
2023-10-01,6.76156
2023-10-02,11.74377
2023-10-03,17.08185
2023-10-04,30.24911
2023-10-05,25.97864
2023-10-06,19.92882
2023-10-07,10.67615
2023-10-08,9.60854
2023-10-09,9.25266
2023-10-10,28.82562
2023-10-11,23.84341
2023-10-12,21.70818
2023-10-13,10.67615
2023-10-14,8.89679
2023-10-15,5.69395
2023-10-16,18.8612
2023-10-17,15.30249
2023-10-18,21.35231
2023-10-19,21.35231
2023-10-20,16.01423
2023-10-21,17.43772
2023-10-22,9.60854
2023-10-23,16.01423
2023-10-24,24.91103
2023-10-25,16.72597
2023-10-26,18.50533
2023-10-27,24.55516
2023-10-28,14.23487
2023-10-29,10.32028
2023-10-30,13.52313
2023-10-31,23.13167
2023-11-01,16.3701
2023-11-02,13.52313
2023-11-03,19.92882
2023-11-04,13.879
2023-11-05,9.25266
2023-11-06,29.89323
2023-11-07,29.53736
2023-11-08,28.46975
2023-11-09,17.79359
2023-11-10,19.92882
2023-11-11,4.62633
2023-11-12,6.76156
2023-11-13,21.35231
2023-11-14,22.7758
2023-11-15,26.33451
2023-11-16,21.70818
2023-11-17,19.21708
2023-11-18,9.96441
2023-11-19,12.45551
2023-11-20,16.72597
2023-11-21,23.13167
2023-11-22,20.99644
2023-11-23,20.28469
2023-11-24,22.41992
2023-11-25,13.52313
2023-11-26,10.67615
2023-11-27,13.52313
2023-11-28,17.79359
2023-11-29,26.69039
2023-11-30,21.35231
2023-12-01,18.14946
2023-12-02,16.72597
2023-12-03,12.45551
2023-12-04,20.64056
2023-12-05,25.62277
2023-12-06,24.91103
2023-12-07,29.18149
2023-12-08,22.06405
2023-12-09,17.79359
2023-12-10,9.25266
2023-12-11,27.40213
2023-12-12,28.82562
2023-12-13,25.62277
2023-12-14,39.1459
2023-12-15,37.01067
2023-12-16,17.08185
2023-12-17,16.72597
2023-12-18,28.46975
2023-12-19,26.33451
2023-12-20,41.63701
2023-12-21,29.18149
2023-12-22,31.31672
2023-12-23,18.14946
2023-12-24,12.81138
2023-12-25,15.65836
2023-12-26,33.09608
2023-12-27,32.74021
2023-12-28,41.28113
2023-12-29,24.19928
2023-12-30,12.81138
2023-12-31,18.50533
2024-01-01,15.30249
2024-01-02,42.34875
2024-01-03,42.34875
2024-01-04,36.6548
2024-01-05,30.24911
2024-01-06,29.53736
2024-01-07,18.8612
2024-01-08,29.89323
2024-01-09,40.56939
2024-01-10,35.94306
2024-01-11,39.1459
2024-01-12,41.28113
2024-01-13,19.92882
2024-01-14,21.35231
2024-01-15,23.48754
2024-01-16,30.60498
2024-01-17,37.72241
2024-01-18,30.60498
2024-01-19,32.38434
2024-01-20,24.19928
2024-01-21,21.70818
2024-01-22,39.1459
2024-01-23,39.50177
2024-01-24,37.01067
2024-01-25,46.26334
2024-01-26,37.01067
2024-01-27,19.92882
2024-01-28,20.64056
2024-01-29,41.63701
2024-01-30,50.88967
2024-01-31,48.75444
2024-02-01,45.19572
2024-02-02,36.6548
2024-02-03,27.40213
2024-02-04,23.48754
2024-02-05,39.50177
2024-02-06,47.33096
2024-02-07,33.45195
2024-02-08,48.0427
2024-02-09,38.43416
2024-02-10,42.70462
2024-02-11,23.84341
2024-02-12,39.1459
2024-02-13,61.20996
2024-02-14,54.09252
2024-02-15,47.68683
2024-02-16,52.31316
2024-02-17,27.04626
2024-02-18,22.41992
2024-02-19,37.01067
2024-02-20,43.77224
2024-02-21,58.36298
2024-02-22,55.87188
2024-02-23,63.70106
2024-02-24,32.74021
2024-02-25,30.96085
2024-02-26,55.51601
2024-02-27,62.63345
2024-02-28,64.41281
2024-02-29,47.33096
2024-03-01,40.21352
2024-03-02,43.41637
2024-03-03,23.13167
2024-03-04,63.34519
2024-03-05,64.41281
2024-03-06,55.16014
2024-03-07,58.00711
2024-03-08,64.76868
2024-03-09,31.31672
2024-03-10,28.46975
2024-03-11,47.33096
2024-03-12,60.14234
2024-03-13,62.63345
2024-03-14,55.51601
2024-03-15,39.50177
2024-03-16,27.04626
2024-03-17,18.8612
2024-03-18,46.61921
2024-03-19,45.5516
2024-03-20,51.24555
