date,선물옵션
2020-09-06,27.8669
2020-09-07,39.33452
2020-09-08,59.83363
2020-09-09,100.0
2020-09-10,78.66904
2020-09-11,36.12596
2020-09-12,16.51812
2020-09-13,15.50802
2020-09-14,25.54961
2020-09-15,26.32204
2020-09-16,24.8366
2020-09-17,28.10457
2020-09-18,27.45098
2020-09-19,16.10219
2020-09-20,14.91384
2020-09-21,23.11348
2020-09-22,28.16399
2020-09-23,25.54961
2020-09-24,27.62923
2020-09-25,18.53832
2020-09-26,12.35888
2020-09-27,10.87344
2020-09-28,16.04278
2020-09-29,17.4688
2020-09-30,12.83422
2020-10-01,9.20974
2020-10-02,14.31966
2020-10-03,9.32857
2020-10-04,9.92275
2020-10-05,18.36007
2020-10-06,18.06298
2020-10-07,23.11348
2020-10-08,26.44087
2020-10-09,13.60665
2020-10-10,10.10101
2020-10-11,9.50683
2020-10-12,14.02257
2020-10-13,14.4385
2020-10-14,18.18181
2020-10-15,17.34997
2020-10-16,16.33986
2020-10-17,12.53713
2020-10-18,8.49673
2020-10-19,15.09209
2020-10-20,16.28045
2020-10-21,15.21093
2020-10-22,12.65597
2020-10-23,11.40819
2020-10-24,7.90255
2020-10-25,7.13012
2020-10-26,12.95306
2020-10-27,13.30956
2020-10-28,16.28045
2020-10-29,15.8051
2020-10-30,15.4486
2020-10-31,7.24896
2020-11-01,7.7243
2020-11-02,14.26024
2020-11-03,14.31966
2020-11-04,13.30956
2020-11-05,15.92394
2020-11-06,13.84432
2020-11-07,7.48663
2020-11-08,6.17944
2020-11-09,11.88354
2020-11-10,15.09209
2020-11-11,19.19191
2020-11-12,21.98455
2020-11-13,13.54723
2020-11-14,6.41711
2020-11-15,6.35769
2020-11-16,14.37908
2020-11-17,14.37908
2020-11-18,10.93285
2020-11-19,13.19073
2020-11-20,10.33868
2020-11-21,7.66488
2020-11-22,8.61556
2020-11-23,14.08199
2020-11-24,14.67617
2020-11-25,14.08199
2020-11-26,14.91384
2020-11-27,13.7849
2020-11-28,10.10101
2020-11-29,10.21984
2020-11-30,17.4688
2020-12-01,16.81521
2020-12-02,19.1325
2020-12-03,21.1527
2020-12-04,25.78728
2020-12-05,14.08199
2020-12-06,17.52822
2020-12-07,33.21449
2020-12-08,56.68449
2020-12-09,63.45811
2020-12-10,58.34818
2020-12-11,23.23232
2020-12-12,11.88354
2020-12-13,12.71538
2020-12-14,15.4486
2020-12-15,17.4688
2020-12-16,16.4587
2020-12-17,16.69637
2020-12-18,16.69637
2020-12-19,10.39809
2020-12-20,10.93285
2020-12-21,19.1325
2020-12-22,21.09328
2020-12-23,21.62804
2020-12-24,18.53832
2020-12-25,11.58645
2020-12-26,14.31966
2020-12-27,14.4385
2020-12-28,20.20202
2020-12-29,23.29174
2020-12-30,23.64824
2020-12-31,20.85561
2021-01-01,12.35888
2021-01-02,13.4284
2021-01-03,18.00356
2021-01-04,30.77837
2021-01-05,27.8669
2021-01-06,35.5912
2021-01-07,25.07427
2021-01-08,60.19013
2021-01-09,31.43196
2021-01-10,30.12477
2021-01-11,56.3874
2021-01-12,58.16993
2021-01-13,55.61497
2021-01-14,69.8158
2021-01-15,45.81105
2021-01-16,39.39393
2021-01-17,32.38265
2021-01-18,31.31313
2021-01-19,26.91622
2021-01-20,23.94533
2021-01-21,24.65834
2021-01-22,22.81639
2021-01-23,16.39928
2021-01-24,16.81521
2021-01-25,24.89601
2021-01-26,30.5407
2021-01-27,27.09447
2021-01-28,31.84789
2021-01-29,34.34343
2021-01-30,26.79738
2021-01-31,22.87581
2021-02-01,32.5609
2021-02-02,32.08556
2021-02-03,33.15508
2021-02-04,31.72905
2021-02-05,28.69875
2021-02-06,16.16161
2021-02-07,18.89483
2021-02-08,24.42067
2021-02-09,32.97682
2021-02-10,33.33333
2021-02-11,15.92394
2021-02-12,11.88354
2021-02-13,11.17052
2021-02-14,12.29946
2021-02-15,22.45989
2021-02-16,22.40047
2021-02-17,24.00475
2021-02-18,23.88591
2021-02-19,19.19191
2021-02-20,10.69518
2021-02-21,12.7748
2021-02-22,20.43969
2021-02-23,21.1527
2021-02-24,26.32204
2021-02-25,22.81639
2021-02-26,25.31194
2021-02-27,14.73559
2021-02-28,12.95306
2021-03-01,14.14141
2021-03-02,16.28045
2021-03-03,18.59774
2021-03-04,22.57872
2021-03-05,25.1931
2021-03-06,15.74569
2021-03-07,13.84432
2021-03-08,26.38146
2021-03-09,32.97682
2021-03-10,52.40641
2021-03-11,50.98039
2021-03-12,27.27272
2021-03-13,20.4991
2021-03-14,14.08199
2021-03-15,19.19191
2021-03-16,18.59774
2021-03-17,19.72667
2021-03-18,18.77599
2021-03-19,23.11348
2021-03-20,11.7647
2021-03-21,10.27926
2021-03-22,15.8051
2021-03-23,17.11229
2021-03-24,16.39928
2021-03-25,18.30065
2021-03-26,19.489
2021-03-27,11.70528
2021-03-28,15.09209
2021-03-29,16.63695
2021-03-30,17.52822
2021-03-31,22.22222
2021-04-01,16.4587
2021-04-02,16.51812
2021-04-03,11.70528
2021-04-04,9.7445
2021-04-05,15.32976
2021-04-06,17.23113
2021-04-07,17.64705
2021-04-08,22.10338
2021-04-09,14.08199
2021-04-10,8.02139
2021-04-11,9.32857
2021-04-12,16.33986
2021-04-13,18.95424
2021-04-14,14.91384
2021-04-15,18.71657
2021-04-16,15.09209
2021-04-17,10.45751
2021-04-18,11.22994
2021-04-19,15.50802
2021-04-20,16.63695
2021-04-21,16.75579
2021-04-22,16.10219
2021-04-23,20.1426
2021-04-24,12.00237
2021-04-25,10.69518
2021-04-26,15.74569
2021-04-27,15.38918
2021-04-28,18.41948
2021-04-29,17.05288
2021-04-30,17.52822
2021-05-01,12.35888
2021-05-02,7.42721
2021-05-03,14.73559
2021-05-04,19.25133
2021-05-05,9.32857
2021-05-06,15.50802
2021-05-07,16.4587
2021-05-08,12.95306
2021-05-09,11.11111
2021-05-10,17.11229
2021-05-11,21.1527
2021-05-12,34.5811
2021-05-13,38.50267
2021-05-14,18.24123
2021-05-15,10.93285
2021-05-16,10.04159
2021-05-17,16.10219
2021-05-18,15.09209
2021-05-19,11.22994
2021-05-20,18.1224
2021-05-21,18.18181
2021-05-22,11.34878
2021-05-23,8.79382
2021-05-24,15.98336
2021-05-25,14.85442
2021-05-26,15.92394
2021-05-27,16.28045
2021-05-28,21.5092
2021-05-29,11.70528
2021-05-30,11.11111
2021-05-31,14.795
2021-06-01,16.04278
2021-06-02,15.98336
2021-06-03,20.26143
2021-06-04,17.05288
2021-06-05,11.46761
2021-06-06,9.98217
2021-06-07,19.37017
2021-06-08,27.2133
2021-06-09,49.49494
2021-06-10,46.16755
2021-06-11,19.37017
2021-06-12,9.0909
2021-06-13,7.30837
2021-06-14,11.17052
2021-06-15,11.05169
2021-06-16,12.95306
2021-06-17,12.00237
2021-06-18,12.59655
2021-06-19,8.7344
2021-06-20,6.95187
2021-06-21,12.4183
2021-06-22,11.70528
2021-06-23,15.74569
2021-06-24,14.49792
2021-06-25,14.91384
2021-06-26,7.24896
2021-06-27,7.84313
2021-06-28,12.47771
2021-06-29,13.07189
2021-06-30,11.7647
2021-07-01,11.34878
2021-07-02,11.11111
2021-07-03,8.02139
2021-07-04,7.7243
2021-07-05,14.31966
2021-07-06,12.7748
2021-07-07,16.39928
2021-07-08,36.72014
2021-07-09,19.37017
2021-07-10,13.66607
2021-07-11,9.32857
2021-07-12,15.32976
2021-07-13,13.25014
2021-07-14,14.85442
2021-07-15,12.06179
2021-07-16,14.14141
2021-07-17,9.15032
2021-07-18,8.0808
2021-07-19,13.72549
2021-07-20,14.85442
2021-07-21,12.89364
2021-07-22,13.48781
2021-07-23,13.19073
2021-07-24,7.30837
2021-07-25,7.30837
2021-07-26,14.31966
2021-07-27,12.06179
2021-07-28,12.06179
2021-07-29,13.30956
2021-07-30,13.90374
2021-07-31,9.03149
2021-08-01,8.55614
2021-08-02,10.10101
2021-08-03,12.83422
2021-08-04,14.31966
2021-08-05,12.83422
2021-08-06,13.66607
2021-08-07,8.37789
2021-08-08,9.26916
2021-08-09,12.95306
2021-08-10,17.29055
2021-08-11,25.72786
2021-08-12,29.23351
2021-08-13,24.95543
2021-08-14,9.62566
2021-08-15,9.7445
2021-08-16,10.39809
2021-08-17,14.85442
2021-08-18,15.98336
2021-08-19,21.80629
2021-08-20,23.88591
2021-08-21,14.26024
2021-08-22,11.46761
2021-08-23,17.82531
2021-08-24,17.70647
2021-08-25,17.70647
2021-08-26,16.57754
2021-08-27,14.91384
2021-08-28,10.27926
2021-08-29,10.45751
2021-08-30,14.49792
2021-08-31,16.57754
2021-09-01,18.30065
2021-09-02,18.06298
2021-09-03,15.32976
2021-09-04,11.46761
2021-09-05,11.58645
2021-09-06,18.59774
2021-09-07,23.76708
2021-09-08,47.95008
2021-09-09,61.49732
2021-09-10,23.1729
2021-09-11,10.10101
2021-09-12,9.80392
2021-09-13,14.31966
2021-09-14,15.98336
2021-09-15,14.37908
2021-09-16,14.67617
2021-09-17,23.23232
2021-09-18,42.12715
2021-09-19,36.48247
2021-09-20,34.69994
2021-09-21,34.64052
2021-09-22,35.53178
2021-09-23,30.5407
2021-09-24,28.46108
2021-09-25,24.48009
2021-09-26,24.8366
2021-09-27,24.95543
2021-09-28,29.64943
2021-09-29,28.16399
2021-09-30,22.93523
2021-10-01,21.56862
2021-10-02,19.42959
2021-10-03,17.70647
2021-10-04,18.77599
2021-10-05,28.46108
2021-10-06,28.57991
2021-10-07,20.67736
2021-10-08,18.06298
2021-10-09,14.97326
2021-10-10,16.87462
2021-10-11,16.99346
2021-10-12,20.61794
2021-10-13,20.55852
2021-10-14,22.28163
2021-10-15,16.81521
2021-10-16,12.06179
2021-10-17,11.82412
2021-10-18,13.19073
2021-10-19,14.85442
2021-10-20,14.61675
2021-10-21,13.30956
2021-10-22,12.53713
2021-10-23,11.22994
2021-10-24,11.82412
2021-10-25,13.96316
2021-10-26,17.23113
2021-10-27,15.92394
2021-10-28,14.85442
2021-10-29,14.08199
2021-10-30,11.22994
2021-10-31,9.80392
2021-11-01,12.71538
2021-11-02,11.22994
2021-11-03,14.61675
2021-11-04,14.67617
2021-11-05,12.24004
2021-11-06,7.24896
2021-11-07,8.14022
2021-11-08,13.66607
2021-11-09,15.74569
2021-11-10,17.88472
2021-11-11,17.05288
2021-11-12,17.64705
2021-11-13,10.51693
2021-11-14,11.28936
2021-11-15,17.70647
2021-11-16,18.95424
2021-11-17,14.795
2021-11-18,14.97326
2021-11-19,14.67617
2021-11-20,8.49673
2021-11-21,8.19964
2021-11-22,11.34878
2021-11-23,12.06179
2021-11-24,15.32976
2021-11-25,13.30956
2021-11-26,14.91384
2021-11-27,10.63576
2021-11-28,9.68508
2021-11-29,15.03267
2021-11-30,19.01366
2021-12-01,18.83541
2021-12-02,19.90493
2021-12-03,14.795
2021-12-04,9.56625
2021-12-05,10.04159
2021-12-06,17.11229
2021-12-07,21.33095
2021-12-08,31.25371
2021-12-09,39.75044
2021-12-10,17.52822
2021-12-11,9.15032
2021-12-12,9.62566
2021-12-13,14.4385
2021-12-14,13.25014
2021-12-15,12.95306
2021-12-16,15.8051
2021-12-17,14.20083
2021-12-18,7.90255
2021-12-19,6.47653
2021-12-20,11.34878
2021-12-21,13.30956
2021-12-22,10.81402
2021-12-23,11.11111
2021-12-24,9.86333
2021-12-25,5.76351
2021-12-26,6.12002
2021-12-27,10.27926
2021-12-28,13.07189
2021-12-29,12.24004
2021-12-30,12.47771
2021-12-31,12.89364
2022-01-01,6.83303
2022-01-02,6.95187
2022-01-03,12.06179
2022-01-04,10.04159
2022-01-05,11.88354
2022-01-06,12.95306
2022-01-07,11.94295
2022-01-08,9.15032
2022-01-09,8.0808
2022-01-10,13.84432
2022-01-11,16.39928
2022-01-12,16.22103
2022-01-13,19.19191
2022-01-14,12.59655
2022-01-15,9.26916
2022-01-16,8.31847
2022-01-17,12.47771
2022-01-18,12.53713
2022-01-19,13.25014
2022-01-20,11.58645
2022-01-21,14.37908
2022-01-22,10.87344
2022-01-23,8.85323
2022-01-24,18.00356
2022-01-25,24.77718
2022-01-26,20.43969
2022-01-27,26.2032
2022-01-28,17.23113
2022-01-29,10.51693
2022-01-30,8.31847
2022-01-31,10.45751
2022-02-01,9.32857
2022-02-02,9.20974
2022-02-03,16.51812
2022-02-04,15.98336
2022-02-05,10.33868
2022-02-06,10.99227
2022-02-07,14.795
2022-02-08,13.7849
2022-02-09,16.93404
2022-02-10,19.90493
2022-02-11,14.08199
2022-02-12,8.7344
2022-02-13,7.60546
2022-02-14,12.24004
2022-02-15,14.37908
2022-02-16,15.38918
2022-02-17,14.20083
2022-02-18,11.94295
2022-02-19,8.79382
2022-02-20,7.42721
2022-02-21,12.29946
2022-02-22,16.75579
2022-02-23,24.42067
2022-02-24,16.93404
2022-02-25,15.09209
2022-02-26,9.50683
2022-02-27,6.95187
2022-02-28,10.99227
2022-03-01,8.91265
2022-03-02,9.38799
2022-03-03,12.71538
2022-03-04,12.7748
2022-03-05,8.61556
2022-03-06,8.55614
2022-03-07,16.39928
2022-03-08,17.52822
2022-03-09,10.33868
2022-03-10,16.81521
2022-03-11,12.4183
2022-03-12,7.78371
2022-03-13,7.90255
2022-03-14,10.99227
2022-03-15,14.31966
2022-03-16,12.06179
2022-03-17,12.59655
2022-03-18,14.31966
2022-03-19,9.15032
2022-03-20,6.59536
2022-03-21,10.57635
2022-03-22,11.34878
2022-03-23,11.46761
2022-03-24,10.99227
2022-03-25,9.86333
2022-03-26,6.95187
2022-03-27,6.65478
2022-03-28,8.55614
2022-03-29,7.90255
2022-03-30,9.86333
2022-03-31,9.38799
2022-04-01,7.60546
2022-04-02,5.16934
2022-04-03,4.87225
2022-04-04,9.44741
2022-04-05,10.16042
2022-04-06,9.62566
2022-04-07,10.7546
2022-04-08,12.29946
2022-04-09,6.47653
2022-04-10,4.99108
2022-04-11,6.89245
2022-04-12,11.64587
2022-04-13,12.29946
2022-04-14,15.98336
2022-04-15,11.64587
2022-04-16,6.95187
2022-04-17,7.0707
2022-04-18,8.7344
2022-04-19,9.0909
2022-04-20,10.99227
2022-04-21,9.7445
2022-04-22,10.93285
2022-04-23,6.12002
2022-04-24,5.40701
2022-04-25,12.18062
2022-04-26,9.44741
2022-04-27,10.21984
2022-04-28,10.10101
2022-04-29,11.94295
2022-04-30,8.02139
2022-05-01,6.83303
2022-05-02,10.69518
2022-05-03,10.69518
2022-05-04,8.31847
2022-05-05,8.25906
2022-05-06,10.63576
2022-05-07,6.95187
2022-05-08,5.88235
2022-05-09,45.92988
2022-05-10,26.61913
2022-05-11,16.4587
2022-05-12,21.80629
2022-05-13,14.795
2022-05-14,9.80392
2022-05-15,8.31847
2022-05-16,12.4183
2022-05-17,13.66607
2022-05-18,13.66607
2022-05-19,13.96316
2022-05-20,12.53713
2022-05-21,7.30837
2022-05-22,6.95187
2022-05-23,11.28936
2022-05-24,12.35888
2022-05-25,12.06179
2022-05-26,12.29946
2022-05-27,11.22994
2022-05-28,9.20974
2022-05-29,9.0909
2022-05-30,9.86333
2022-05-31,10.7546
2022-06-01,6.83303
2022-06-02,8.31847
2022-06-03,10.45751
2022-06-04,6.7142
2022-06-05,7.36779
2022-06-06,9.62566
2022-06-07,12.83422
2022-06-08,17.40938
2022-06-09,25.37136
2022-06-10,11.11111
2022-06-11,7.78371
2022-06-12,7.66488
2022-06-13,14.49792
2022-06-14,15.86452
2022-06-15,14.37908
2022-06-16,17.58764
2022-06-17,15.21093
2022-06-18,7.78371
2022-06-19,7.13012
2022-06-20,14.4385
2022-06-21,12.12121
2022-06-22,16.69637
2022-06-23,17.23113
2022-06-24,14.31966
2022-06-25,7.18954
2022-06-26,6.77361
2022-06-27,12.24004
2022-06-28,12.00237
2022-06-29,13.07189
2022-06-30,11.40819
2022-07-01,10.39809
2022-07-02,7.60546
2022-07-03,7.30837
2022-07-04,9.26916
2022-07-05,11.22994
2022-07-06,14.02257
2022-07-07,15.15151
2022-07-08,11.22994
2022-07-09,7.66488
2022-07-10,6.89245
2022-07-11,11.17052
2022-07-12,11.52703
2022-07-13,15.50802
2022-07-14,14.91384
2022-07-15,9.38799
2022-07-16,6.41711
2022-07-17,4.99108
2022-07-18,9.50683
2022-07-19,9.56625
2022-07-20,7.48663
2022-07-21,7.66488
2022-07-22,10.16042
2022-07-23,5.28817
2022-07-24,6.83303
2022-07-25,7.78371
2022-07-26,6.47653
2022-07-27,8.61556
2022-07-28,8.37789
2022-07-29,7.48663
2022-07-30,4.33749
2022-07-31,5.34759
2022-08-01,6.65478
2022-08-02,8.0808
2022-08-03,7.84313
2022-08-04,7.66488
2022-08-05,8.14022
2022-08-06,5.88235
2022-08-07,3.86215
2022-08-08,9.50683
2022-08-09,7.13012
2022-08-10,7.0707
2022-08-11,10.16042
2022-08-12,7.66488
2022-08-13,5.16934
2022-08-14,4.33749
2022-08-15,5.58526
2022-08-16,8.0808
2022-08-17,9.0909
2022-08-18,9.7445
2022-08-19,8.67498
2022-08-20,4.69399
2022-08-21,4.81283
2022-08-22,8.79382
2022-08-23,10.04159
2022-08-24,10.27926
2022-08-25,9.0909
2022-08-26,7.36779
2022-08-27,5.94177
2022-08-28,5.46642
2022-08-29,10.51693
2022-08-30,11.7647
2022-08-31,12.00237
2022-09-01,8.55614
2022-09-02,11.52703
2022-09-03,9.7445
2022-09-04,9.38799
2022-09-05,12.47771
2022-09-06,11.17052
2022-09-07,16.63695
2022-09-08,15.4486
2022-09-09,5.22875
2022-09-10,5.28817
2022-09-11,5.94177
2022-09-12,9.26916
2022-09-13,13.54723
2022-09-14,15.32976
2022-09-15,12.53713
2022-09-16,12.00237
2022-09-17,6.41711
2022-09-18,6.23885
2022-09-19,10.39809
2022-09-20,12.65597
2022-09-21,14.31966
2022-09-22,14.20083
2022-09-23,11.82412
2022-09-24,7.36779
2022-09-25,6.53594
2022-09-26,12.95306
2022-09-27,14.85442
2022-09-28,16.16161
2022-09-29,13.66607
2022-09-30,12.53713
2022-10-01,6.77361
2022-10-02,5.94177
2022-10-03,9.15032
2022-10-04,13.7849
2022-10-05,16.51812
2022-10-06,14.26024
2022-10-07,10.21984
2022-10-08,8.67498
2022-10-09,9.32857
2022-10-10,8.55614
2022-10-11,13.13131
2022-10-12,12.71538
2022-10-13,17.52822
2022-10-14,13.19073
2022-10-15,8.67498
2022-10-16,6.47653
2022-10-17,9.44741
2022-10-18,10.57635
2022-10-19,11.05169
2022-10-20,10.27926
2022-10-21,10.7546
2022-10-22,7.18954
2022-10-23,6.41711
2022-10-24,11.94295
2022-10-25,10.87344
2022-10-26,12.95306
2022-10-27,10.99227
2022-10-28,11.22994
2022-10-29,7.60546
2022-10-30,5.22875
2022-10-31,9.26916
2022-11-01,9.56625
2022-11-02,9.92275
2022-11-03,12.18062
2022-11-04,11.58645
2022-11-05,6.59536
2022-11-06,6.47653
2022-11-07,8.85323
2022-11-08,12.59655
2022-11-09,14.4385
2022-11-10,16.69637
2022-11-11,14.37908
2022-11-12,8.37789
2022-11-13,6.59536
2022-11-14,10.45751
2022-11-15,12.7748
2022-11-16,13.25014
2022-11-17,12.7748
2022-11-18,11.34878
2022-11-19,5.88235
2022-11-20,6.41711
2022-11-21,8.67498
2022-11-22,9.62566
2022-11-23,12.47771
2022-11-24,7.60546
2022-11-25,7.7243
2022-11-26,5.22875
2022-11-27,6.35769
2022-11-28,6.29827
2022-11-29,10.10101
2022-11-30,11.34878
2022-12-01,9.56625
2022-12-02,9.7445
2022-12-03,7.01128
2022-12-04,7.66488
2022-12-05,10.81402
2022-12-06,10.63576
2022-12-07,14.55733
2022-12-08,22.81639
2022-12-09,9.92275
2022-12-10,7.24896
2022-12-11,9.56625
2022-12-12,10.87344
2022-12-13,14.73559
2022-12-14,12.71538
2022-12-15,13.54723
2022-12-16,11.40819
2022-12-17,8.02139
2022-12-18,7.13012
2022-12-19,8.31847
2022-12-20,10.39809
2022-12-21,10.10101
2022-12-22,10.04159
2022-12-23,9.86333
2022-12-24,5.88235
2022-12-25,6.53594
2022-12-26,9.32857
2022-12-27,9.32857
2022-12-28,11.46761
2022-12-29,11.34878
2022-12-30,10.51693
2022-12-31,5.94177
2023-01-01,6.59536
2023-01-02,10.51693
2023-01-03,11.11111
2023-01-04,11.52703
2023-01-05,11.70528
2023-01-06,11.7647
2023-01-07,9.56625
2023-01-08,7.36779
2023-01-09,13.96316
2023-01-10,11.22994
2023-01-11,13.84432
2023-01-12,13.66607
2023-01-13,11.28936
2023-01-14,8.25906
2023-01-15,8.43731
2023-01-16,12.83422
2023-01-17,9.86333
2023-01-18,9.7445
2023-01-19,9.38799
2023-01-20,8.14022
2023-01-21,6.53594
2023-01-22,6.95187
2023-01-23,6.89245
2023-01-24,6.77361
2023-01-25,11.11111
2023-01-26,13.19073
2023-01-27,11.46761
2023-01-28,8.61556
2023-01-29,7.90255
2023-01-30,12.47771
2023-01-31,14.08199
2023-02-01,10.51693
2023-02-02,12.4183
2023-02-03,11.40819
2023-02-04,9.26916
2023-02-05,7.24896
2023-02-06,11.88354
2023-02-07,13.19073
2023-02-08,14.26024
2023-02-09,14.55733
2023-02-10,13.54723
2023-02-11,7.54604
2023-02-12,7.0707
2023-02-13,10.57635
2023-02-14,10.57635
2023-02-15,9.56625
2023-02-16,12.59655
2023-02-17,11.46761
2023-02-18,7.18954
2023-02-19,6.35769
2023-02-20,10.04159
2023-02-21,9.7445
2023-02-22,11.40819
2023-02-23,9.38799
2023-02-24,7.0707
2023-02-25,6.23885
2023-02-26,6.17944
2023-02-27,9.50683
2023-02-28,9.0909
2023-03-01,5.88235
2023-03-02,8.91265
2023-03-03,10.87344
2023-03-04,6.23885
2023-03-05,5.22875
2023-03-06,9.32857
2023-03-07,13.01247
2023-03-08,15.50802
2023-03-09,22.45989
2023-03-10,12.47771
2023-03-11,6.95187
2023-03-12,7.84313
2023-03-13,12.7748
2023-03-14,14.49792
2023-03-15,11.52703
2023-03-16,11.17052
2023-03-17,11.88354
2023-03-18,8.02139
2023-03-19,7.30837
2023-03-20,10.39809
2023-03-21,9.68508
2023-03-22,11.28936
2023-03-23,13.07189
2023-03-24,10.21984
2023-03-25,5.88235
2023-03-26,6.65478
2023-03-27,10.33868
2023-03-28,9.50683
2023-03-29,10.69518
2023-03-30,11.64587
2023-03-31,11.7647
2023-04-01,7.36779
2023-04-02,6.23885
2023-04-03,9.62566
2023-04-04,9.44741
2023-04-05,11.28936
2023-04-06,16.81521
2023-04-07,10.04159
2023-04-08,6.95187
2023-04-09,5.76351
2023-04-10,12.24004
2023-04-11,11.58645
2023-04-12,14.55733
2023-04-13,16.22103
2023-04-14,11.70528
2023-04-15,8.43731
2023-04-16,8.43731
2023-04-17,10.87344
2023-04-18,11.58645
2023-04-19,12.59655
2023-04-20,12.24004
2023-04-21,13.54723
2023-04-22,8.37789
2023-04-23,9.0909
2023-04-24,11.05169
2023-04-25,13.19073
2023-04-26,15.15151
2023-04-27,14.55733
2023-04-28,13.96316
2023-04-29,8.97207
2023-04-30,7.48663
2023-05-01,8.79382
2023-05-02,12.53713
2023-05-03,12.35888
2023-05-04,12.12121
2023-05-05,8.25906
2023-05-06,7.24896
2023-05-07,6.83303
2023-05-08,10.33868
2023-05-09,10.21984
2023-05-10,11.88354
2023-05-11,12.59655
2023-05-12,10.27926
2023-05-13,7.60546
2023-05-14,5.76351
2023-05-15,9.44741
2023-05-16,9.38799
2023-05-17,9.7445
2023-05-18,8.91265
2023-05-19,9.03149
2023-05-20,7.96197
2023-05-21,5.88235
2023-05-22,10.87344
2023-05-23,9.38799
2023-05-24,10.99227
2023-05-25,9.32857
2023-05-26,7.48663
2023-05-27,5.10992
2023-05-28,5.0505
2023-05-29,5.16934
