date,신용카드발급
2020-06-12,26.13065
2020-06-13,11.65829
2020-06-14,15.67839
2020-06-15,32.86432
2020-06-16,27.43718
2020-06-17,25.22613
2020-06-18,27.03517
2020-06-19,21.50753
2020-06-20,13.16582
2020-06-21,14.27135
2020-06-22,30.15075
2020-06-23,25.62814
2020-06-24,22.21105
2020-06-25,24.82412
2020-06-26,25.32663
2020-06-27,14.17085
2020-06-28,17.48743
2020-06-29,24.3216
2020-06-30,27.33668
2020-07-01,28.1407
2020-07-02,25.42713
2020-07-03,24.62311
2020-07-04,15.47738
2020-07-05,12.76381
2020-07-06,31.35678
2020-07-07,27.73869
2020-07-08,29.64824
2020-07-09,26.23115
2020-07-10,20.80402
2020-07-11,14.87437
2020-07-12,15.57788
2020-07-13,33.56783
2020-07-14,31.45728
2020-07-15,29.64824
2020-07-16,31.15577
2020-07-17,23.91959
2020-07-18,12.46231
2020-07-19,14.97487
2020-07-20,28.3417
2020-07-21,33.06532
2020-07-22,29.24623
2020-07-23,26.83417
2020-07-24,27.23618
2020-07-25,16.1809
2020-07-26,19.19597
2020-07-27,36.3819
2020-07-28,32.66331
2020-07-29,27.53768
2020-07-30,29.54773
2020-07-31,24.2211
2020-08-01,14.47236
2020-08-02,15.07537
2020-08-03,33.56783
2020-08-04,27.83919
2020-08-05,25.42713
2020-08-06,27.03517
2020-08-07,24.62311
2020-08-08,15.87939
2020-08-09,17.38693
2020-08-10,33.66834
2020-08-11,32.56281
2020-08-12,28.84422
2020-08-13,26.33165
2020-08-14,26.33165
2020-08-15,15.37688
2020-08-16,15.37688
2020-08-17,23.01507
2020-08-18,36.0804
2020-08-19,30.35175
2020-08-20,31.75879
2020-08-21,29.24623
2020-08-22,16.2814
2020-08-23,21.40703
2020-08-24,31.45728
2020-08-25,33.36683
2020-08-26,29.24623
2020-08-27,28.84422
2020-08-28,24.1206
2020-08-29,17.58793
2020-08-30,19.49748
2020-08-31,33.06532
2020-09-01,31.05527
2020-09-02,30.55276
2020-09-03,28.64321
2020-09-04,26.13065
2020-09-05,16.78391
2020-09-06,17.48743
2020-09-07,32.56281
2020-09-08,28.44221
2020-09-09,29.04522
2020-09-10,31.15577
2020-09-11,24.52261
2020-09-12,16.68341
2020-09-13,17.08542
2020-09-14,32.2613
2020-09-15,34.47236
2020-09-16,30.05025
2020-09-17,27.13567
2020-09-18,26.73366
2020-09-19,14.77386
2020-09-20,15.27638
2020-09-21,26.03015
2020-09-22,26.73366
2020-09-23,28.1407
2020-09-24,25.42713
2020-09-25,25.02512
2020-09-26,13.86934
2020-09-27,16.58291
2020-09-28,23.71859
2020-09-29,21.60804
2020-09-30,12.46231
2020-10-01,11.75879
2020-10-02,12.1608
2020-10-03,10.35175
2020-10-04,13.96984
2020-10-05,33.46733
2020-10-06,34.37185
2020-10-07,30.55276
2020-10-08,27.43718
2020-10-09,19.69849
2020-10-10,16.58291
2020-10-11,17.28643
2020-10-12,40.40201
2020-10-13,33.46733
2020-10-14,31.85929
2020-10-15,33.66834
2020-10-16,24.3216
2020-10-17,16.1809
2020-10-18,15.07537
2020-10-19,31.55778
2020-10-20,28.3417
2020-10-21,31.75879
2020-10-22,31.55778
2020-10-23,32.76381
2020-10-24,17.98994
2020-10-25,16.1809
2020-10-26,33.56783
2020-10-27,33.56783
2020-10-28,33.86934
2020-10-29,26.83417
2020-10-30,25.42713
2020-10-31,15.67839
2020-11-01,17.28643
2020-11-02,31.75879
2020-11-03,31.95979
2020-11-04,25.32663
2020-11-05,29.14572
2020-11-06,25.62814
2020-11-07,17.68844
2020-11-08,17.28643
2020-11-09,35.07537
2020-11-10,35.67839
2020-11-11,32.56281
2020-11-12,28.0402
2020-11-13,23.41708
2020-11-14,20.201
2020-11-15,19.59798
2020-11-16,37.18592
2020-11-17,33.46733
2020-11-18,36.68341
2020-11-19,33.66834
2020-11-20,28.1407
2020-11-21,16.3819
2020-11-22,17.78894
2020-11-23,29.44723
2020-11-24,34.17085
2020-11-25,35.17587
2020-11-26,67.43718
2020-11-27,100.0
2020-11-28,28.0402
2020-11-29,24.1206
2020-11-30,45.62814
2020-12-01,38.09045
2020-12-02,34.47236
2020-12-03,33.76884
2020-12-04,31.25628
2020-12-05,20.50251
2020-12-06,22.01005
2020-12-07,36.68341
2020-12-08,35.27638
2020-12-09,36.98492
2020-12-10,36.68341
2020-12-11,34.37185
2020-12-12,20.60301
2020-12-13,22.51256
2020-12-14,40.50251
2020-12-15,35.87939
2020-12-16,37.78894
2020-12-17,32.86432
2020-12-18,32.46231
2020-12-19,20.201
2020-12-20,23.21608
2020-12-21,36.58291
2020-12-22,42.61306
2020-12-23,39.09547
2020-12-24,29.74874
2020-12-25,19.29648
2020-12-26,15.47738
2020-12-27,23.41708
2020-12-28,37.48743
2020-12-29,35.77889
2020-12-30,39.69849
2020-12-31,52.0603
2021-01-01,36.3819
2021-01-02,30.45226
2021-01-03,32.46231
2021-01-04,55.47738
2021-01-05,53.96984
2021-01-06,46.43216
2021-01-07,40.40201
2021-01-08,37.28643
2021-01-09,28.74371
2021-01-10,28.3417
2021-01-11,46.43216
2021-01-12,45.22613
2021-01-13,47.33668
2021-01-14,40.201
2021-01-15,45.62814
2021-01-16,29.44723
2021-01-17,26.43216
2021-01-18,48.1407
2021-01-19,52.46231
2021-01-20,47.53768
2021-01-21,42.41206
2021-01-22,41.00502
2021-01-23,27.13567
2021-01-24,23.61809
2021-01-25,46.13065
2021-01-26,40.50251
2021-01-27,46.83417
2021-01-28,50.95477
2021-01-29,44.3216
2021-01-30,27.03517
2021-01-31,24.2211
2021-02-01,51.05527
2021-02-02,44.82412
2021-02-03,41.50753
2021-02-04,41.80904
2021-02-05,32.76381
2021-02-06,21.20603
2021-02-07,21.90954
2021-02-08,42.61306
2021-02-09,30.75376
2021-02-10,32.0603
2021-02-11,18.39195
2021-02-12,17.58793
2021-02-13,16.1809
2021-02-14,22.01005
2021-02-15,47.93969
2021-02-16,46.23115
2021-02-17,43.51758
2021-02-18,41.00502
2021-02-19,38.29145
2021-02-20,22.11055
2021-02-21,20.80402
2021-02-22,40.90452
2021-02-23,44.42211
2021-02-24,41.10552
2021-02-25,39.79899
2021-02-26,38.39195
2021-02-27,23.81909
2021-02-28,17.38693
2021-03-01,25.02512
2021-03-02,42.91457
2021-03-03,39.39698
2021-03-04,34.17085
2021-03-05,30.75376
2021-03-06,21.20603
2021-03-07,19.09547
2021-03-08,37.48743
2021-03-09,42.71356
2021-03-10,40.3015
2021-03-11,38.79396
2021-03-12,36.58291
2021-03-13,19.39698
2021-03-14,22.01005
2021-03-15,43.91959
2021-03-16,41.40703
2021-03-17,37.88944
2021-03-18,37.08542
2021-03-19,30.65326
2021-03-20,20.1005
2021-03-21,21.60804
2021-03-22,39.39698
2021-03-23,38.39195
2021-03-24,34.97487
2021-03-25,35.57788
2021-03-26,29.94974
2021-03-27,21.30653
2021-03-28,23.31658
2021-03-29,37.18592
2021-03-30,37.88944
2021-03-31,37.88944
2021-04-01,38.69346
2021-04-02,28.84422
2021-04-03,21.30653
2021-04-04,18.89447
2021-04-05,41.80904
2021-04-06,37.68844
2021-04-07,37.58793
2021-04-08,36.68341
2021-04-09,35.97989
2021-04-10,20.80402
2021-04-11,23.91959
2021-04-12,43.41708
2021-04-13,38.49246
2021-04-14,37.58793
2021-04-15,33.76884
2021-04-16,34.77386
2021-04-17,21.90954
2021-04-18,22.71356
2021-04-19,39.89949
2021-04-20,41.10552
2021-04-21,44.0201
2021-04-22,35.17587
2021-04-23,28.2412
2021-04-24,19.49748
2021-04-25,23.71859
2021-04-26,38.39195
2021-04-27,36.88442
2021-04-28,37.28643
2021-04-29,33.26633
2021-04-30,35.07537
2021-05-01,22.11055
2021-05-02,21.00502
2021-05-03,41.90954
2021-05-04,37.88944
2021-05-05,25.72864
2021-05-06,38.09045
2021-05-07,34.87437
2021-05-08,21.10552
2021-05-09,19.79899
2021-05-10,39.59798
2021-05-11,42.41206
2021-05-12,38.19095
2021-05-13,40.80402
2021-05-14,29.54773
2021-05-15,20.0
2021-05-16,23.61809
2021-05-17,43.51758
2021-05-18,36.68341
2021-05-19,24.42211
2021-05-20,37.98994
2021-05-21,34.87437
2021-05-22,19.09547
2021-05-23,16.48241
2021-05-24,41.40703
2021-05-25,45.12562
2021-05-26,40.3015
2021-05-27,39.59798
2021-05-28,28.64321
2021-05-29,19.79899
2021-05-30,18.69346
2021-05-31,40.50251
2021-06-01,43.61809
2021-06-02,38.69346
2021-06-03,36.98492
2021-06-04,28.94472
2021-06-05,20.80402
2021-06-06,16.88442
2021-06-07,37.48743
2021-06-08,38.69346
2021-06-09,38.69346
2021-06-10,36.58291
2021-06-11,34.87437
2021-06-12,18.89447
2021-06-13,17.48743
2021-06-14,39.79899
2021-06-15,42.21105
2021-06-16,44.82412
2021-06-17,38.09045
2021-06-18,33.86934
2021-06-19,22.61306
2021-06-20,22.51256
2021-06-21,45.22613
2021-06-22,38.99497
2021-06-23,32.1608
2021-06-24,39.49748
2021-06-25,34.07035
2021-06-26,16.68341
2021-06-27,18.49246
2021-06-28,43.21608
2021-06-29,37.78894
2021-06-30,37.08542
2021-07-01,36.48241
2021-07-02,34.87437
2021-07-03,22.21105
2021-07-04,23.91959
2021-07-05,40.40201
2021-07-06,42.81407
2021-07-07,33.16582
2021-07-08,34.77386
2021-07-09,34.57286
2021-07-10,20.80402
2021-07-11,20.60301
2021-07-12,41.90954
2021-07-13,41.70854
2021-07-14,41.80904
2021-07-15,41.60804
2021-07-16,34.17085
2021-07-17,21.40703
2021-07-18,21.80904
2021-07-19,43.01507
2021-07-20,37.18592
2021-07-21,36.2814
2021-07-22,34.77386
2021-07-23,36.88442
2021-07-24,20.0
2021-07-25,22.11055
2021-07-26,40.40201
2021-07-27,46.03015
2021-07-28,39.09547
2021-07-29,39.69849
2021-07-30,36.3819
2021-07-31,22.91457
2021-08-01,26.43216
2021-08-02,42.41206
2021-08-03,46.33165
2021-08-04,41.50753
2021-08-05,39.49748
2021-08-06,40.0
2021-08-07,24.92462
2021-08-08,23.31658
2021-08-09,46.83417
2021-08-10,45.42713
2021-08-11,45.82914
2021-08-12,43.61809
2021-08-13,37.68844
2021-08-14,24.92462
2021-08-15,21.50753
2021-08-16,27.23618
2021-08-17,50.75376
2021-08-18,50.45226
2021-08-19,40.60301
2021-08-20,43.51758
2021-08-21,21.90954
2021-08-22,21.10552
2021-08-23,44.3216
2021-08-24,44.42211
2021-08-25,47.13567
2021-08-26,43.61809
2021-08-27,40.1005
2021-08-28,22.61306
2021-08-29,21.40703
2021-08-30,45.32663
2021-08-31,41.70854
2021-09-01,44.1206
2021-09-02,37.58793
2021-09-03,34.17085
2021-09-04,21.40703
2021-09-05,26.93467
2021-09-06,49.74874
2021-09-07,46.03015
2021-09-08,36.98492
2021-09-09,43.11557
2021-09-10,34.87437
2021-09-11,20.70351
2021-09-12,17.38693
2021-09-13,38.79396
2021-09-14,37.68844
2021-09-15,33.56783
2021-09-16,35.17587
2021-09-17,28.44221
2021-09-18,16.88442
2021-09-19,13.96984
2021-09-20,13.66834
2021-09-21,17.18592
2021-09-22,21.00502
2021-09-23,43.81909
2021-09-24,37.68844
2021-09-25,23.71859
2021-09-26,19.79899
2021-09-27,48.0402
2021-09-28,36.3819
2021-09-29,39.29648
2021-09-30,35.47738
2021-10-01,43.01507
2021-10-02,22.61306
2021-10-03,18.89447
2021-10-04,29.64824
2021-10-05,46.73366
2021-10-06,41.90954
2021-10-07,36.98492
2021-10-08,34.17085
2021-10-09,23.61809
2021-10-10,20.50251
2021-10-11,23.51758
2021-10-12,46.63316
2021-10-13,42.01005
2021-10-14,42.01005
2021-10-15,34.77386
2021-10-16,21.80904
2021-10-17,20.80402
2021-10-18,40.0
2021-10-19,40.201
2021-10-20,37.88944
2021-10-21,36.3819
2021-10-22,36.58291
2021-10-23,18.29145
2021-10-24,19.89949
2021-10-25,39.19597
2021-10-26,40.201
2021-10-27,36.2814
2021-10-28,37.38693
2021-10-29,34.77386
2021-10-30,21.50753
2021-10-31,21.20603
2021-11-01,40.60301
2021-11-02,39.49748
2021-11-03,40.3015
2021-11-04,36.78391
2021-11-05,31.65829
2021-11-06,21.60804
2021-11-07,23.11557
2021-11-08,39.19597
2021-11-09,39.69849
2021-11-10,38.29145
2021-11-11,36.48241
2021-11-12,31.85929
2021-11-13,21.80904
2021-11-14,21.40703
2021-11-15,41.90954
2021-11-16,42.41206
2021-11-17,40.40201
2021-11-18,34.07035
2021-11-19,30.25125
2021-11-20,17.58793
2021-11-21,22.61306
2021-11-22,42.91457
2021-11-23,38.69346
2021-11-24,40.3015
2021-11-25,38.39195
2021-11-26,28.74371
2021-11-27,19.69849
2021-11-28,19.09547
2021-11-29,42.01005
2021-11-30,43.01507
2021-12-01,37.88944
2021-12-02,33.96984
2021-12-03,28.84422
2021-12-04,19.49748
2021-12-05,18.39195
2021-12-06,39.89949
2021-12-07,40.3015
2021-12-08,42.71356
2021-12-09,34.97487
2021-12-10,32.46231
2021-12-11,20.1005
2021-12-12,23.61809
2021-12-13,40.50251
2021-12-14,40.0
2021-12-15,45.32663
2021-12-16,40.60301
2021-12-17,34.67336
2021-12-18,22.41206
2021-12-19,22.31155
2021-12-20,40.80402
2021-12-21,44.62311
2021-12-22,38.29145
2021-12-23,38.09045
2021-12-24,31.95979
2021-12-25,17.78894
2021-12-26,25.62814
2021-12-27,45.12562
2021-12-28,43.81909
2021-12-29,43.41708
2021-12-30,41.70854
2021-12-31,32.96482
2022-01-01,21.40703
2022-01-02,27.43718
2022-01-03,50.15075
2022-01-04,49.24623
2022-01-05,42.51256
2022-01-06,44.1206
2022-01-07,41.80904
2022-01-08,22.51256
2022-01-09,25.92964
2022-01-10,52.56281
2022-01-11,48.84422
2022-01-12,54.07035
2022-01-13,44.1206
2022-01-14,40.80402
2022-01-15,26.53266
2022-01-16,28.44221
2022-01-17,51.15577
2022-01-18,51.45728
2022-01-19,44.82412
2022-01-20,45.22613
2022-01-21,38.49246
2022-01-22,26.03015
2022-01-23,26.63316
2022-01-24,46.53266
2022-01-25,43.51758
2022-01-26,54.47236
2022-01-27,39.09547
2022-01-28,28.54271
2022-01-29,23.61809
2022-01-30,18.79396
2022-01-31,21.80904
2022-02-01,20.70351
2022-02-02,25.02512
2022-02-03,49.44723
2022-02-04,43.01507
2022-02-05,26.33165
2022-02-06,28.74371
2022-02-07,46.73366
2022-02-08,47.13567
2022-02-09,42.91457
2022-02-10,47.33668
2022-02-11,43.51758
2022-02-12,27.33668
2022-02-13,26.13065
2022-02-14,57.48743
2022-02-15,49.14572
2022-02-16,48.1407
2022-02-17,40.201
2022-02-18,37.58793
2022-02-19,22.91457
2022-02-20,23.61809
2022-02-21,47.83919
2022-02-22,43.51758
2022-02-23,42.81407
2022-02-24,41.60804
2022-02-25,38.89447
2022-02-26,24.92462
2022-02-27,28.3417
2022-02-28,43.61809
2022-03-01,34.17085
2022-03-02,46.03015
2022-03-03,48.54271
2022-03-04,40.50251
2022-03-05,22.61306
2022-03-06,24.42211
2022-03-07,46.83417
2022-03-08,37.18592
2022-03-09,22.21105
2022-03-10,42.51256
2022-03-11,38.39195
2022-03-12,25.82914
2022-03-13,25.02512
2022-03-14,45.02512
2022-03-15,44.52261
2022-03-16,43.91959
2022-03-17,38.09045
2022-03-18,36.78391
2022-03-19,25.42713
2022-03-20,28.0402
2022-03-21,40.70351
2022-03-22,43.11557
2022-03-23,41.70854
2022-03-24,38.19095
2022-03-25,34.97487
2022-03-26,23.51758
2022-03-27,26.23115
2022-03-28,45.12562
2022-03-29,43.31658
2022-03-30,40.201
2022-03-31,39.89949
2022-04-01,36.68341
2022-04-02,19.29648
2022-04-03,26.13065
2022-04-04,47.13567
2022-04-05,41.30653
2022-04-06,42.91457
2022-04-07,38.29145
2022-04-08,36.98492
2022-04-09,23.41708
2022-04-10,24.2211
2022-04-11,44.82412
2022-04-12,46.53266
2022-04-13,40.80402
2022-04-14,39.59798
2022-04-15,37.58793
2022-04-16,23.51758
2022-04-17,24.92462
2022-04-18,48.74371
2022-04-19,40.40201
2022-04-20,38.89447
2022-04-21,39.49748
2022-04-22,34.97487
2022-04-23,22.31155
2022-04-24,23.71859
2022-04-25,46.13065
2022-04-26,38.99497
2022-04-27,35.87939
2022-04-28,34.57286
2022-04-29,35.97989
2022-04-30,23.11557
2022-05-01,24.52261
2022-05-02,40.60301
2022-05-03,38.49246
2022-05-04,34.97487
2022-05-05,21.70854
2022-05-06,37.88944
2022-05-07,20.50251
2022-05-08,25.22613
2022-05-09,48.2412
2022-05-10,45.32663
2022-05-11,40.80402
2022-05-12,34.57286
2022-05-13,34.57286
2022-05-14,21.10552
2022-05-15,24.2211
2022-05-16,46.13065
2022-05-17,41.10552
2022-05-18,40.3015
2022-05-19,40.40201
2022-05-20,37.58793
2022-05-21,20.3015
2022-05-22,28.2412
2022-05-23,40.70351
2022-05-24,43.41708
2022-05-25,49.64824
2022-05-26,39.49748
2022-05-27,36.2814
2022-05-28,23.01507
2022-05-29,22.01005
2022-05-30,46.73366
2022-05-31,37.98994
2022-06-01,31.95979
2022-06-02,40.1005
2022-06-03,31.25628
2022-06-04,23.61809
2022-06-05,19.29648
2022-06-06,26.73366
2022-06-07,44.92462
2022-06-08,39.89949
2022-06-09,38.49246
2022-06-10,36.88442
2022-06-11,17.78894
2022-06-12,25.52763
2022-06-13,44.92462
2022-06-14,45.02512
2022-06-15,41.20603
2022-06-16,41.70854
2022-06-17,33.86934
2022-06-18,20.40201
2022-06-19,24.3216
2022-06-20,44.42211
2022-06-21,38.69346
2022-06-22,42.91457
2022-06-23,35.97989
2022-06-24,32.86432
2022-06-25,22.11055
2022-06-26,19.89949
2022-06-27,45.82914
2022-06-28,40.50251
2022-06-29,41.90954
2022-06-30,36.98492
2022-07-01,37.78894
2022-07-02,23.21608
2022-07-03,22.41206
2022-07-04,45.62814
2022-07-05,47.73869
2022-07-06,42.71356
2022-07-07,32.56281
2022-07-08,33.86934
2022-07-09,22.91457
2022-07-10,22.71356
2022-07-11,48.44221
2022-07-12,45.92964
2022-07-13,39.49748
2022-07-14,38.49246
2022-07-15,37.58793
2022-07-16,21.40703
2022-07-17,21.50753
2022-07-18,44.62311
2022-07-19,43.01507
2022-07-20,41.90954
2022-07-21,40.40201
2022-07-22,37.28643
2022-07-23,22.11055
2022-07-24,29.44723
2022-07-25,49.44723
2022-07-26,48.3417
2022-07-27,41.50753
2022-07-28,45.62814
2022-07-29,37.38693
2022-07-30,23.31658
2022-07-31,23.91959
2022-08-01,48.2412
2022-08-02,45.82914
2022-08-03,42.11055
2022-08-04,38.29145
2022-08-05,38.39195
2022-08-06,21.00502
2022-08-07,23.11557
2022-08-08,43.71859
2022-08-09,44.72361
2022-08-10,44.1206
2022-08-11,45.92964
2022-08-12,43.41708
2022-08-13,24.42211
2022-08-14,22.41206
2022-08-15,31.05527
2022-08-16,50.95477
2022-08-17,47.33668
2022-08-18,43.21608
2022-08-19,40.0
2022-08-20,22.21105
2022-08-21,26.83417
2022-08-22,45.12562
2022-08-23,47.63819
2022-08-24,37.38693
2022-08-25,43.41708
2022-08-26,36.1809
2022-08-27,19.39698
2022-08-28,21.60804
2022-08-29,39.49748
2022-08-30,38.19095
2022-08-31,37.68844
2022-09-01,44.92462
2022-09-02,39.49748
2022-09-03,23.01507
2022-09-04,25.22613
2022-09-05,37.28643
2022-09-06,45.72864
2022-09-07,36.48241
2022-09-08,31.95979
2022-09-09,15.37688
2022-09-10,16.3819
2022-09-11,19.49748
2022-09-12,23.31658
2022-09-13,57.38693
2022-09-14,46.53266
2022-09-15,43.31658
2022-09-16,41.80904
2022-09-17,26.43216
2022-09-18,24.62311
2022-09-19,46.93467
2022-09-20,47.13567
2022-09-21,49.44723
2022-09-22,43.61809
2022-09-23,36.48241
2022-09-24,22.91457
2022-09-25,25.22613
2022-09-26,47.53768
2022-09-27,49.34673
2022-09-28,44.72361
2022-09-29,44.0201
2022-09-30,42.51256
2022-10-01,26.13065
2022-10-02,24.72361
2022-10-03,31.55778
2022-10-04,50.45226
2022-10-05,42.81407
2022-10-06,48.94472
2022-10-07,38.79396
2022-10-08,26.83417
2022-10-09,21.70854
2022-10-10,25.62814
2022-10-11,54.57286
2022-10-12,45.02512
2022-10-13,48.0402
2022-10-14,36.1809
2022-10-15,29.34673
2022-10-16,26.83417
2022-10-17,50.25125
2022-10-18,45.02512
2022-10-19,44.1206
2022-10-20,41.60804
2022-10-21,38.29145
2022-10-22,20.40201
2022-10-23,26.13065
2022-10-24,43.31658
2022-10-25,47.53768
2022-10-26,47.93969
2022-10-27,42.01005
2022-10-28,38.29145
2022-10-29,23.71859
2022-10-30,20.80402
2022-10-31,45.82914
2022-11-01,43.51758
2022-11-02,43.71859
2022-11-03,44.3216
2022-11-04,38.49246
2022-11-05,24.2211
2022-11-06,23.71859
2022-11-07,45.62814
2022-11-08,41.70854
2022-11-09,46.23115
2022-11-10,43.91959
2022-11-11,37.18592
2022-11-12,25.22613
2022-11-13,23.41708
2022-11-14,47.33668
2022-11-15,43.91959
2022-11-16,47.13567
2022-11-17,42.51256
2022-11-18,35.37688
2022-11-19,24.0201
2022-11-20,23.61809
2022-11-21,38.99497
2022-11-22,48.0402
2022-11-23,44.72361
2022-11-24,39.59798
2022-11-25,38.89447
2022-11-26,25.32663
2022-11-27,24.1206
2022-11-28,45.22613
2022-11-29,43.91959
2022-11-30,43.91959
2022-12-01,44.72361
2022-12-02,35.27638
2022-12-03,22.51256
2022-12-04,24.62311
2022-12-05,48.0402
2022-12-06,41.80904
2022-12-07,46.83417
2022-12-08,41.30653
2022-12-09,41.80904
2022-12-10,23.91959
2022-12-11,25.32663
2022-12-12,52.46231
2022-12-13,42.61306
2022-12-14,43.11557
2022-12-15,37.38693
2022-12-16,31.95979
2022-12-17,21.90954
2022-12-18,24.3216
2022-12-19,45.12562
2022-12-20,44.82412
2022-12-21,42.11055
2022-12-22,39.19597
2022-12-23,35.77889
2022-12-24,20.40201
2022-12-25,27.03517
2022-12-26,47.03517
2022-12-27,46.03015
2022-12-28,43.11557
2022-12-29,40.0
2022-12-30,35.17587
2022-12-31,20.0
2023-01-01,31.65829
2023-01-02,57.08542
2023-01-03,50.05025
2023-01-04,46.63316
2023-01-05,52.1608
2023-01-06,42.91457
2023-01-07,29.34673
2023-01-08,27.43718
2023-01-09,52.3618
2023-01-10,50.15075
2023-01-11,50.55276
2023-01-12,51.75879
2023-01-13,47.33668
2023-01-14,27.83919
2023-01-15,27.83919
2023-01-16,53.56783
2023-01-17,44.82412
2023-01-18,45.02512
2023-01-19,40.60301
2023-01-20,35.47738
2023-01-21,22.11055
2023-01-22,19.79899
2023-01-23,24.42211
2023-01-24,28.74371
2023-01-25,59.69849
2023-01-26,51.95979
2023-01-27,43.01507
2023-01-28,29.74874
2023-01-29,30.35175
2023-01-30,52.2613
2023-01-31,53.36683
2023-02-01,51.75879
2023-02-02,49.84924
2023-02-03,51.25628
2023-02-04,30.95477
2023-02-05,28.64321
2023-02-06,54.87437
2023-02-07,53.56783
2023-02-08,55.67839
2023-02-09,52.2613
2023-02-10,42.81407
2023-02-11,26.63316
2023-02-12,29.34673
2023-02-13,54.57286
2023-02-14,49.24623
2023-02-15,51.45728
2023-02-16,47.83919
2023-02-17,42.71356
2023-02-18,25.42713
2023-02-19,32.2613
2023-02-20,57.28643
2023-02-21,47.43718
2023-02-22,48.1407
2023-02-23,46.33165
2023-02-24,45.92964
2023-02-25,26.43216
2023-02-26,28.1407
2023-02-27,54.47236
2023-02-28,48.74371
2023-03-01,36.68341
2023-03-02,52.46231
2023-03-03,47.03517
2023-03-04,29.64824
2023-03-05,27.73869
2023-03-06,51.75879
2023-03-07,51.45728
2023-03-08,40.80402
2023-03-09,40.3015
2023-03-10,41.40703
2023-03-11,24.72361
2023-03-12,29.34673
2023-03-13,50.25125
2023-03-14,54.57286
2023-03-15,54.17085
2023-03-16,49.64824
2023-03-17,39.89949
2023-03-18,26.43216
2023-03-19,24.72361
2023-03-20,49.44723
2023-03-21,66.33165
2023-03-22,61.50753
2023-03-23,54.77386
2023-03-24,45.52763
2023-03-25,26.23115
2023-03-26,26.23115
2023-03-27,53.66834
2023-03-28,51.75879
2023-03-29,44.72361
2023-03-30,43.11557
2023-03-31,34.67336
2023-04-01,25.52763
2023-04-02,23.01507
2023-04-03,46.43216
2023-04-04,43.91959
2023-04-05,43.51758
2023-04-06,35.87939
2023-04-07,39.69849
2023-04-08,21.90954
2023-04-09,22.01005
2023-04-10,47.63819
2023-04-11,46.63316
2023-04-12,44.82412
2023-04-13,41.20603
2023-04-14,35.37688
2023-04-15,28.2412
2023-04-16,26.23115
2023-04-17,45.72864
2023-04-18,44.92462
2023-04-19,47.23618
2023-04-20,38.99497
2023-04-21,34.87437
2023-04-22,26.93467
2023-04-23,25.12562
2023-04-24,43.81909
2023-04-25,43.31658
2023-04-26,43.91959
2023-04-27,38.29145
2023-04-28,34.07035
2023-04-29,21.90954
2023-04-30,24.92462
2023-05-01,33.26633
2023-05-02,44.92462
2023-05-03,46.43216
2023-05-04,44.3216
2023-05-05,23.91959
2023-05-06,24.82412
2023-05-07,28.0402
2023-05-08,43.91959
2023-05-09,41.30653
2023-05-10,47.43718
2023-05-11,44.52261
2023-05-12,34.37185
2023-05-13,22.11055
2023-05-14,26.13065
2023-05-15,47.33668
2023-05-16,44.0201
2023-05-17,42.81407
2023-05-18,42.01005
2023-05-19,35.17587
2023-05-20,23.51758
2023-05-21,26.13065
2023-05-22,43.11557
2023-05-23,44.92462
2023-05-24,42.41206
2023-05-25,42.91457
2023-05-26,39.69849
2023-05-27,21.00502
2023-05-28,21.90954
2023-05-29,30.35175
