date,니콜라주가
2020-11-12,9.73087
2020-11-13,6.03091
2020-11-14,5.95254
2020-11-15,1.71282
2020-11-16,3.76063
2020-11-17,7.78798
2020-11-18,7.34429
2020-11-19,13.81385
2020-11-20,9.68663
2020-11-21,5.57332
2020-11-22,1.8367
2020-11-23,3.60009
2020-11-24,12.06815
2020-11-25,19.05092
2020-11-26,10.48932
2020-11-27,6.09159
2020-11-28,6.60228
2020-11-29,2.16915
2020-11-30,6.89428
2020-12-01,18.82718
2020-12-02,18.98266
2020-12-03,14.19433
2020-12-04,10.98231
2020-12-05,7.20398
2020-12-06,2.45231
2020-12-07,4.38003
2020-12-08,9.35418
2020-12-09,8.83843
2020-12-10,8.3682
2020-12-11,7.28867
2020-12-12,5.60871
2020-12-13,1.8721
2020-12-14,3.50402
2020-12-15,8.60963
2020-12-16,7.86383
2020-12-17,6.89681
2020-12-18,6.77925
2020-12-19,5.12457
2020-12-20,1.6572
2020-12-21,3.21834
2020-12-22,6.50494
2020-12-23,7.54275
2020-12-24,8.86245
2020-12-25,6.94737
2020-12-26,2.39922
2020-12-27,1.82532
2020-12-28,3.93381
2020-12-29,11.62067
2020-12-30,8.73604
2020-12-31,6.16617
2021-01-01,4.12974
2021-01-02,1.8721
2021-01-03,1.61043
2021-01-04,3.62032
2021-01-05,8.11538
2021-01-06,7.02448
2021-01-07,7.88785
2021-01-08,12.20467
2021-01-09,7.90807
2021-01-10,2.65203
2021-01-11,4.45714
2021-01-12,8.07872
2021-01-13,12.65721
2021-01-14,23.9821
2021-01-15,12.74064
2021-01-16,8.01425
2021-01-17,2.79487
2021-01-18,3.59883
2021-01-19,5.54551
2021-01-20,8.59573
2021-01-21,8.59194
2021-01-22,7.39486
2021-01-23,5.43048
2021-01-24,2.01367
2021-01-25,3.89336
2021-01-26,10.1063
2021-01-27,100.0
2021-01-28,22.33121
2021-01-29,12.94416
2021-01-30,7.08263
2021-01-31,2.11101
2021-02-01,4.13353
2021-02-02,8.3328
2021-02-03,7.9738
2021-02-04,8.34797
2021-02-05,7.02195
2021-02-06,4.83636
2021-02-07,1.73684
2021-02-08,2.88083
2021-02-09,6.24075
2021-02-10,5.66054
2021-02-11,4.52919
2021-02-12,4.44576
2021-02-13,4.20306
2021-02-14,2.00482
2021-02-15,2.53447
2021-02-16,3.9869
2021-02-17,6.40003
2021-02-18,5.55941
2021-02-19,5.16502
2021-02-20,4.05642
2021-02-21,1.54344
2021-02-22,2.20202
2021-02-23,5.4861
2021-02-24,5.83877
2021-02-25,5.52781
2021-02-26,5.24213
2021-02-27,4.63032
2021-02-28,1.39301
2021-03-01,1.85693
2021-03-02,4.53425
2021-03-03,4.75419
2021-03-04,5.45955
2021-03-05,5.4191
2021-03-06,5.60113
2021-03-07,1.79751
2021-03-08,2.67226
2021-03-09,5.22064
2021-03-10,5.53287
2021-03-11,4.72133
2021-03-12,4.74029
2021-03-13,3.32831
2021-03-14,1.11112
2021-03-15,1.86198
2021-03-16,4.70742
2021-03-17,4.47989
2021-03-18,5.46966
2021-03-19,5.53034
2021-03-20,3.3359
2021-03-21,1.08457
2021-03-22,2.1957
2021-03-23,3.87819
2021-03-24,3.58239
2021-03-25,4.15755
2021-03-26,3.68984
2021-03-27,2.93139
2021-03-28,0.8937
2021-03-29,1.85313
2021-03-30,3.77327
2021-03-31,3.50276
2021-04-01,3.70627
2021-04-02,3.03378
2021-04-03,1.67996
2021-04-04,1.05171
2021-04-05,2.45484
2021-04-06,4.88313
2021-04-07,3.38393
2021-04-08,3.90726
2021-04-09,3.1703
2021-04-10,2.18685
2021-04-11,0.88991
2021-04-12,1.76465
2021-04-13,4.45966
2021-04-14,3.71133
2021-04-15,3.42438
2021-04-16,5.13595
2021-04-17,2.56481
2021-04-18,0.87727
2021-04-19,1.87589
2021-04-20,4.17019
2021-04-21,4.63916
2021-04-22,4.33578
2021-04-23,6.17881
2021-04-24,2.56228
2021-04-25,0.88611
2021-04-26,1.78487
2021-04-27,3.88451
2021-04-28,2.97058
2021-04-29,2.80119
2021-04-30,2.59388
2021-05-01,1.7242
2021-05-02,0.73695
2021-05-03,1.25523
2021-05-04,2.39669
2021-05-05,2.2096
2021-05-06,2.59768
2021-05-07,2.67099
2021-05-08,2.44346
2021-05-09,0.79636
2021-05-10,1.54723
2021-05-11,2.84164
2021-05-12,2.9453
2021-05-13,3.58113
2021-05-14,2.84417
2021-05-15,1.9985
2021-05-16,0.76476
2021-05-17,1.86325
2021-05-18,3.9515
2021-05-19,3.4484
2021-05-20,2.97184
2021-05-21,2.4877
2021-05-22,1.76718
2021-05-23,0.69777
2021-05-24,1.35382
2021-05-25,2.57998
2021-05-26,2.42703
2021-05-27,2.74178
2021-05-28,6.28626
2021-05-29,2.62675
2021-05-30,0.76476
2021-05-31,1.48402
2021-06-01,2.36256
2021-06-02,3.31188
2021-06-03,7.22547
2021-06-04,3.88957
2021-06-05,2.5054
2021-06-06,0.8937
2021-06-07,1.93024
2021-06-08,4.19168
2021-06-09,4.36233
2021-06-10,3.46104
2021-06-11,3.04895
2021-06-12,2.20328
2021-06-13,0.74454
2021-06-14,1.7242
2021-06-15,3.31188
2021-06-16,3.79855
2021-06-17,3.27396
2021-06-18,3.27269
2021-06-19,2.05159
2021-06-20,0.74833
2021-06-21,1.50425
2021-06-22,2.84164
2021-06-23,3.88704
2021-06-24,3.83142
2021-06-25,3.2196
2021-06-26,2.28419
2021-06-27,0.78246
2021-06-28,1.90243
2021-06-29,3.92749
2021-06-30,3.33969
2021-07-01,3.0894
2021-07-02,2.82268
2021-07-03,1.98713
2021-07-04,0.58274
2021-07-05,1.22489
2021-07-06,2.0971
2021-07-07,2.94024
2021-07-08,3.09952
2021-07-09,2.45736
2021-07-10,1.68375
2021-07-11,0.56504
2021-07-12,1.20593
2021-07-13,2.29177
2021-07-14,2.30947
2021-07-15,2.59009
2021-07-16,2.1957
2021-07-17,1.42461
2021-07-18,0.46138
2021-07-19,1.21351
2021-07-20,2.16157
2021-07-21,2.27154
2021-07-22,2.24247
2021-07-23,2.00356
2021-07-24,1.4638
2021-07-25,0.43989
2021-07-26,0.89496
2021-07-27,1.95426
2021-07-28,2.17421
2021-07-29,3.15008
2021-07-30,5.4191
2021-07-31,2.19064
2021-08-01,0.81659
2021-08-02,1.57883
2021-08-03,3.30935
2021-08-04,3.58871
2021-08-05,2.86819
2021-08-06,2.78982
2021-08-07,1.82532
2021-08-08,0.61434
2021-08-09,1.91634
2021-08-10,2.82395
2021-08-11,2.51298
2021-08-12,2.71397
2021-08-13,2.60147
2021-08-14,1.99598
2021-08-15,0.69777
2021-08-16,1.33486
2021-08-17,2.72408
2021-08-18,2.6849
2021-08-19,2.34613
2021-08-20,2.50919
2021-08-21,1.63698
2021-08-22,0.74959
2021-08-23,1.43978
2021-08-24,2.49149
2021-08-25,2.38278
2021-08-26,2.29556
2021-08-27,2.19696
2021-08-28,1.72041
2021-08-29,0.61434
2021-08-30,1.48655
2021-08-31,2.36761
2021-09-01,2.60273
2021-09-02,3.25247
2021-09-03,2.6672
2021-09-04,1.51942
2021-09-05,0.61813
2021-09-06,1.13514
2021-09-07,1.83923
2021-09-08,2.42703
2021-09-09,2.24753
2021-09-10,1.98081
2021-09-11,1.32096
2021-09-12,0.53344
2021-09-13,1.08584
2021-09-14,1.99218
2021-09-15,2.04022
2021-09-16,2.245
2021-09-17,2.41186
2021-09-18,1.6749
2021-09-19,0.59538
2021-09-20,0.96954
2021-09-21,1.94162
2021-09-22,2.19444
2021-09-23,2.72661
2021-09-24,2.69375
2021-09-25,1.87715
2021-09-26,0.70535
2021-09-27,1.72167
2021-09-28,2.93519
2021-09-29,2.65456
2021-09-30,2.39163
2021-10-01,2.07814
2021-10-02,1.40439
2021-10-03,0.51953
2021-10-04,1.06688
2021-10-05,2.14008
2021-10-06,2.0971
2021-10-07,2.20455
2021-10-08,2.10721
2021-10-09,1.22742
2021-10-10,0.48034
2021-10-11,0.90508
2021-10-12,2.11227
2021-10-13,2.79993
2021-10-14,2.26902
2021-10-15,2.07688
2021-10-16,1.47644
2021-10-17,0.50689
2021-10-18,1.01126
2021-10-19,2.10721
2021-10-20,2.08193
2021-10-21,2.0162
2021-10-22,1.87083
2021-10-23,1.33992
2021-10-24,0.48034
2021-10-25,1.08331
2021-10-26,2.75189
2021-10-27,2.25638
2021-10-28,1.97449
2021-10-29,2.85681
2021-10-30,1.77223
2021-10-31,0.70914
2021-11-01,2.07308
2021-11-02,4.28143
2021-11-03,3.6102
2021-11-04,5.13089
2021-11-05,10.88877
2021-11-06,4.62147
2021-11-07,1.81774
2021-11-08,3.11468
2021-11-09,6.37474
2021-11-10,4.35727
2021-11-11,4.15376
2021-11-12,3.9553
2021-11-13,2.59768
2021-11-14,1.2489
2021-11-15,1.99345
2021-11-16,3.59883
2021-11-17,4.34337
2021-11-18,3.71639
2021-11-19,3.53057
2021-11-20,2.96932
2021-11-21,1.2843
2021-11-22,2.3082
2021-11-23,4.11836
2021-11-24,4.04378
2021-11-25,3.40542
2021-11-26,2.30947
2021-11-27,2.16663
2021-11-28,0.8937
2021-11-29,1.65088
2021-11-30,3.08308
2021-12-01,2.90611
2021-12-02,3.46357
2021-12-03,3.20443
2021-12-04,2.30694
2021-12-05,0.82165
2021-12-06,1.65973
2021-12-07,3.29292
2021-12-08,3.06159
2021-12-09,2.7342
2021-12-10,2.75442
2021-12-11,2.16283
2021-12-12,0.82923
2021-12-13,1.49919
2021-12-14,2.70133
2021-12-15,2.53953
2021-12-16,2.73167
2021-12-17,2.59641
2021-12-18,2.83027
2021-12-19,1.16295
2021-12-20,1.6749
2021-12-21,3.13744
2021-12-22,3.11342
2021-12-23,3.29166
2021-12-24,6.92462
2021-12-25,2.12238
2021-12-26,1.33486
2021-12-27,2.89726
2021-12-28,3.73914
2021-12-29,2.87957
2021-12-30,2.78476
2021-12-31,2.29683
2022-01-01,1.39048
2022-01-02,0.83934
2022-01-03,1.53585
2022-01-04,3.47874
2022-01-05,3.33211
2022-01-06,3.61905
2022-01-07,2.98954
2022-01-08,2.34233
2022-01-09,0.94047
2022-01-10,1.62939
2022-01-11,3.03252
2022-01-12,3.29292
2022-01-13,2.93519
2022-01-14,2.81383
2022-01-15,1.93404
2022-01-16,0.69271
2022-01-17,1.0555
2022-01-18,1.73052
2022-01-19,3.15893
2022-01-20,3.49644
2022-01-21,4.37624
2022-01-22,3.24868
2022-01-23,1.14525
2022-01-24,2.17674
2022-01-25,3.74799
2022-01-26,3.09952
2022-01-27,3.38014
2022-01-28,3.84659
2022-01-29,2.87451
2022-01-30,0.97334
2022-01-31,1.04539
2022-02-01,2.70892
2022-02-02,3.0578
2022-02-03,2.91622
2022-02-04,2.74178
2022-02-05,2.11606
2022-02-06,0.80648
2022-02-07,1.30579
2022-02-08,2.36003
2022-02-09,2.62169
2022-02-10,2.46748
2022-02-11,2.06297
2022-02-12,1.81016
2022-02-13,0.64847
2022-02-14,1.16295
2022-02-15,2.32211
2022-02-16,2.44725
2022-02-17,1.96311
2022-02-18,1.75833
2022-02-19,1.45621
2022-02-20,0.54102
2022-02-21,0.83429
2022-02-22,1.34497
2022-02-23,1.99092
2022-02-24,2.83027
2022-02-25,4.0046
2022-02-26,1.89738
2022-02-27,0.584
2022-02-28,0.97334
2022-03-01,2.1287
2022-03-02,2.04401
2022-03-03,2.07435
2022-03-04,1.93783
2022-03-05,1.88726
2022-03-06,0.68892
2022-03-07,1.08837
2022-03-08,2.09457
2022-03-09,2.7026
2022-03-10,2.07056
2022-03-11,2.30947
2022-03-12,1.74822
2022-03-13,0.66237
2022-03-14,1.22742
2022-03-15,2.4738
2022-03-16,2.31073
2022-03-17,2.82647
2022-03-18,2.61032
2022-03-19,1.96311
2022-03-20,0.63077
2022-03-21,1.14651
2022-03-22,2.30315
2022-03-23,2.86945
2022-03-24,4.98931
2022-03-25,4.23719
2022-03-26,2.62549
2022-03-27,1.06309
2022-03-28,2.43967
2022-03-29,3.64054
2022-03-30,4.40025
2022-03-31,3.41554
2022-04-01,2.44472
2022-04-02,1.81774
2022-04-03,0.69145
2022-04-04,1.42082
2022-04-05,2.93266
2022-04-06,2.24626
2022-04-07,2.37141
2022-04-08,2.3082
2022-04-09,1.53711
2022-04-10,0.53976
2022-04-11,1.12755
2022-04-12,2.18938
2022-04-13,2.15019
2022-04-14,2.08067
2022-04-15,1.71914
2022-04-16,0.73063
2022-04-17,0.43357
2022-04-18,1.0416
2022-04-19,2.09584
2022-04-20,1.88094
2022-04-21,2.10089
2022-04-22,2.02505
2022-04-23,1.65594
2022-04-24,0.58147
2022-04-25,1.23374
2022-04-26,2.0971
2022-04-27,2.3082
2022-04-28,1.97575
2022-04-29,1.94162
2022-04-30,1.46506
2022-05-01,0.49551
2022-05-02,1.17053
2022-05-03,2.30567
2022-05-04,2.06044
2022-05-05,2.51678
2022-05-06,3.59124
2022-05-07,2.14008
2022-05-08,0.70788
2022-05-09,1.89991
2022-05-10,3.88704
2022-05-11,3.08055
2022-05-12,3.63422
2022-05-13,2.99333
2022-05-14,2.01367
2022-05-15,0.69524
2022-05-16,1.64835
2022-05-17,2.70007
2022-05-18,2.31326
2022-05-19,2.49781
2022-05-20,2.41565
2022-05-21,1.87462
2022-05-22,0.64594
2022-05-23,1.33107
2022-05-24,2.52689
2022-05-25,2.43461
2022-05-26,2.32843
2022-05-27,2.60526
2022-05-28,1.73052
2022-05-29,0.54102
2022-05-30,1.10986
2022-05-31,1.89611
2022-06-01,2.11859
2022-06-02,1.87842
2022-06-03,2.27534
2022-06-04,1.36394
2022-06-05,0.54861
2022-06-06,1.0732
2022-06-07,1.98081
2022-06-08,2.09584
2022-06-09,2.82521
2022-06-10,2.1325
2022-06-11,1.53206
2022-06-12,0.64341
2022-06-13,1.81016
2022-06-14,3.23224
2022-06-15,2.74684
2022-06-16,2.48012
2022-06-17,2.45104
2022-06-18,1.75454
2022-06-19,0.63835
2022-06-20,1.14272
2022-06-21,1.93277
2022-06-22,2.44093
2022-06-23,2.06929
2022-06-24,2.02505
2022-06-25,1.45621
2022-06-26,0.48161
2022-06-27,1.12376
2022-06-28,1.88979
2022-06-29,2.245
2022-06-30,2.60779
2022-07-01,2.1957
2022-07-02,1.19581
2022-07-03,0.41588
2022-07-04,0.8128
2022-07-05,1.61675
2022-07-06,2.41944
2022-07-07,1.97701
2022-07-08,2.10216
2022-07-09,1.3336
2022-07-10,0.43484
2022-07-11,1.11491
2022-07-12,1.84808
2022-07-13,1.91002
2022-07-14,1.88474
2022-07-15,1.68628
2022-07-16,1.08205
2022-07-17,0.44369
2022-07-18,1.34371
2022-07-19,2.27028
2022-07-20,2.11101
2022-07-21,2.64698
2022-07-22,3.16272
2022-07-23,1.2211
2022-07-24,0.36279
2022-07-25,1.19329
2022-07-26,1.71788
2022-07-27,1.68628
2022-07-28,2.76074
2022-07-29,2.74937
2022-07-30,1.35256
2022-07-31,0.46012
2022-08-01,1.44104
2022-08-02,3.57355
2022-08-03,3.79855
2022-08-04,4.29913
2022-08-05,3.72144
2022-08-06,2.07182
2022-08-07,0.73316
2022-08-08,3.40542
2022-08-09,3.77833
2022-08-10,3.39278
2022-08-11,2.963
2022-08-12,2.62801
2022-08-13,1.7558
2022-08-14,0.62698
2022-08-15,1.45874
2022-08-16,2.42703
2022-08-17,2.57745
2022-08-18,2.38152
2022-08-19,2.10089
2022-08-20,1.46506
2022-08-21,0.48414
2022-08-22,1.47517
2022-08-23,2.39416
2022-08-24,2.42703
2022-08-25,2.35497
2022-08-26,2.47253
2022-08-27,1.32349
2022-08-28,0.39186
2022-08-29,1.32601
2022-08-30,2.46116
2022-08-31,2.72661
2022-09-01,2.0339
2022-09-02,1.71661
2022-09-03,0.97334
2022-09-04,0.36152
2022-09-05,0.75465
2022-09-06,1.23121
2022-09-07,1.93783
2022-09-08,1.7419
2022-09-09,1.37278
2022-09-10,1.06309
2022-09-11,0.4045
2022-09-12,1.1225
2022-09-13,2.30567
2022-09-14,2.52057
2022-09-15,2.96932
2022-09-16,1.886
2022-09-17,1.10101
2022-09-18,0.39818
2022-09-19,1.2173
2022-09-20,3.18421
2022-09-21,2.64698
2022-09-22,2.54838
2022-09-23,2.6672
2022-09-24,1.48276
2022-09-25,0.49172
2022-09-26,1.64456
2022-09-27,2.33854
2022-09-28,2.19949
2022-09-29,2.03137
2022-09-30,2.32464
2022-10-01,1.15031
2022-10-02,0.45633
2022-10-03,1.09469
2022-10-04,2.47759
2022-10-05,2.57366
2022-10-06,2.06929
2022-10-07,1.79878
2022-10-08,1.41071
2022-10-09,0.58274
2022-10-10,1.32349
2022-10-11,2.92002
2022-10-12,2.17168
2022-10-13,2.17168
2022-10-14,2.01999
2022-10-15,1.75327
2022-10-16,1.06688
2022-10-17,1.56492
2022-10-18,2.59768
2022-10-19,2.00609
2022-10-20,2.17674
2022-10-21,1.77476
2022-10-22,1.13261
2022-10-23,0.38807
2022-10-24,1.47391
2022-10-25,2.9276
2022-10-26,3.19938
2022-10-27,2.80751
2022-10-28,2.60273
2022-10-29,1.76971
2022-10-30,0.70535
2022-10-31,2.21213
2022-11-01,6.21421
2022-11-02,3.06286
2022-11-03,3.54574
2022-11-04,3.96035
2022-11-05,1.75201
2022-11-06,0.55998
2022-11-07,1.66858
2022-11-08,3.41806
2022-11-09,3.7265
2022-11-10,4.62147
2022-11-11,4.29028
2022-11-12,2.7481
2022-11-13,0.87474
2022-11-14,2.10216
2022-11-15,3.7265
2022-11-16,3.28281
2022-11-17,2.86061
2022-11-18,2.62549
2022-11-19,1.89991
2022-11-20,0.584
2022-11-21,1.49287
2022-11-22,3.47621
2022-11-23,5.22317
2022-11-24,2.70512
2022-11-25,1.77476
2022-11-26,1.6117
2022-11-27,0.64341
2022-11-28,1.42588
2022-11-29,2.6672
2022-11-30,2.46368
2022-12-01,3.49391
2022-12-02,2.60273
2022-12-03,2.43335
2022-12-04,0.78878
2022-12-05,1.68628
2022-12-06,2.60273
2022-12-07,2.82395
2022-12-08,2.66594
2022-12-09,2.829
2022-12-10,1.88979
2022-12-11,0.60928
2022-12-12,1.46253
2022-12-13,3.22592
2022-12-14,5.56573
2022-12-15,3.54574
2022-12-16,3.21202
2022-12-17,3.32831
2022-12-18,0.94805
2022-12-19,2.18812
2022-12-20,3.10204
2022-12-21,3.3359
2022-12-22,3.49264
2022-12-23,3.76063
2022-12-24,2.64192
2022-12-25,0.8583
2022-12-26,1.42967
2022-12-27,2.37393
2022-12-28,3.88704
2022-12-29,3.19053
2022-12-30,2.41944
2022-12-31,2.15272
2023-01-01,0.73822
2023-01-02,1.39427
2023-01-03,2.27407
2023-01-04,3.50655
2023-01-05,2.82774
2023-01-06,2.78097
2023-01-07,1.97069
2023-01-08,0.65858
2023-01-09,1.50298
2023-01-10,2.8783
2023-01-11,2.72788
2023-01-12,3.00092
2023-01-13,3.10331
2023-01-14,2.06297
2023-01-15,0.66996
2023-01-16,1.19202
2023-01-17,1.98081
2023-01-18,2.77591
2023-01-19,2.47253
2023-01-20,2.2134
2023-01-21,1.75833
2023-01-22,0.61434
2023-01-23,1.27419
2023-01-24,3.23351
2023-01-25,2.89474
2023-01-26,3.39784
2023-01-27,3.43576
2023-01-28,3.68226
2023-01-29,1.0062
2023-01-30,2.33854
2023-01-31,3.37003
2023-02-01,3.49644
2023-02-02,3.65697
2023-02-03,3.6279
2023-02-04,2.49023
2023-02-05,0.7635
2023-02-06,1.91255
2023-02-07,2.82395
2023-02-08,2.87704
2023-02-09,2.82395
2023-02-10,3.01356
2023-02-11,1.76844
2023-02-12,0.61055
2023-02-13,1.54849
2023-02-14,2.9276
2023-02-15,2.88209
2023-02-16,3.34475
2023-02-17,2.67352
2023-02-18,1.79246
2023-02-19,0.61307
2023-02-20,1.1541
2023-02-21,1.82912
2023-02-22,2.65077
2023-02-23,3.32831
2023-02-24,3.46483
2023-02-25,1.88726
2023-02-26,0.65984
2023-02-27,1.49414
2023-02-28,2.49402
2023-03-01,2.44599
2023-03-02,2.62549
2023-03-03,2.52815
2023-03-04,1.70271
2023-03-05,0.65352
2023-03-06,1.42208
2023-03-07,2.73925
2023-03-08,3.13617
2023-03-09,2.77718
2023-03-10,3.08435
2023-03-11,2.58251
2023-03-12,0.90381
2023-03-13,2.30062
2023-03-14,3.31315
2023-03-15,3.35107
2023-03-16,2.72661
2023-03-17,2.66847
2023-03-18,1.48276
2023-03-19,0.51953
2023-03-20,1.69007
2023-03-21,4.15629
2023-03-22,3.07929
2023-03-23,3.21202
2023-03-24,4.03367
2023-03-25,2.00609
2023-03-26,0.74075
2023-03-27,1.98839
2023-03-28,2.75821
2023-03-29,2.46621
2023-03-30,2.65203
2023-03-31,5.02471
2023-04-01,3.48632
2023-04-02,0.97586
2023-04-03,2.3891
2023-04-04,3.54574
2023-04-05,2.95541
2023-04-06,2.99965
2023-04-07,3.0578
2023-04-08,1.20213
2023-04-09,0.75591
2023-04-10,2.1325
2023-04-11,2.98196
2023-04-12,3.87187
2023-04-13,4.47736
2023-04-14,4.30418
2023-04-15,3.97047
2023-04-16,1.14272
2023-04-17,2.78982
2023-04-18,4.12089
2023-04-19,3.65065
2023-04-20,3.24994
2023-04-21,3.17915
2023-04-22,1.7065
2023-04-23,0.72052
2023-04-24,1.63951
2023-04-25,3.26005
2023-04-26,2.66847
2023-04-27,2.70007
2023-04-28,2.74052
2023-04-29,1.56366
2023-04-30,0.53849
2023-05-01,1.2173
2023-05-02,2.41439
2023-05-03,2.73293
2023-05-04,3.19559
2023-05-05,2.30188
2023-05-06,1.96564
2023-05-07,0.69397
2023-05-08,2.27786
2023-05-09,3.39152
2023-05-10,3.45219
2023-05-11,3.04516
2023-05-12,2.63433
2023-05-13,1.70524
2023-05-14,0.61055
2023-05-15,1.74316
2023-05-16,2.7304
2023-05-17,2.67099
2023-05-18,2.37393
2023-05-19,2.25764
2023-05-20,1.40691
2023-05-21,0.517
2023-05-22,1.43725
2023-05-23,2.75316
2023-05-24,2.10721
2023-05-25,2.47253
2023-05-26,6.59849
2023-05-27,2.9946
2023-05-28,0.94932
2023-05-29,1.32981
2023-05-30,2.77212
2023-05-31,2.87957
2023-06-01,2.62549
2023-06-02,2.96173
2023-06-03,1.55228
2023-06-04,0.5524
2023-06-05,1.72546
2023-06-06,2.62801
2023-06-07,2.69122
2023-06-08,2.63433
2023-06-09,3.05022
2023-06-10,2.50161
2023-06-11,0.66869
2023-06-12,2.245
2023-06-13,3.59377
2023-06-14,7.01816
2023-06-15,8.95852
2023-06-16,13.24122
2023-06-17,5.13847
2023-06-18,1.21604
2023-06-19,2.04148
2023-06-20,3.90853
2023-06-21,5.99552
2023-06-22,5.4052
2023-06-23,4.0539
2023-06-24,2.09331
2023-06-25,0.72684
2023-06-26,2.67479
2023-06-27,4.30671
2023-06-28,4.32314
2023-06-29,4.67077
2023-06-30,4.14744
2023-07-01,2.77338
2023-07-02,0.83682
2023-07-03,2.9769
2023-07-04,3.20191
2023-07-05,3.0755
2023-07-06,3.97931
2023-07-07,3.24488
2023-07-08,2.52057
2023-07-09,0.77361
2023-07-10,2.38658
2023-07-11,3.62916
2023-07-12,3.43197
2023-07-13,3.89589
2023-07-14,18.43532
2023-07-15,5.83625
2023-07-16,1.58009
2023-07-17,4.51655
2023-07-18,6.85509
2023-07-19,7.27856
2023-07-20,6.19272
2023-07-21,4.89704
2023-07-22,2.57366
2023-07-23,0.943
2023-07-24,3.79602
2023-07-25,4.35222
2023-07-26,5.3382
2023-07-27,4.84394
2023-07-28,3.9376
2023-07-29,2.51298
2023-07-30,0.84819
2023-07-31,3.69363
2023-08-01,10.17836
2023-08-02,9.35671
2023-08-03,6.59722
2023-08-04,11.57896
2023-08-05,5.96771
2023-08-06,1.63824
2023-08-07,5.7111
2023-08-08,6.35957
2023-08-09,5.74018
2023-08-10,6.06252
2023-08-11,4.67077
2023-08-12,2.76201
2023-08-13,1.03401
