date,마그네틱카드
2020-03-20,4.09356
2020-03-21,5.84795
2020-03-22,15.20467
2020-03-23,11.6959
2020-03-24,18.71345
2020-03-25,16.95906
2020-03-26,7.60233
2020-03-27,14.03508
2020-03-28,11.6959
2020-03-29,7.01754
2020-03-30,15.78947
2020-03-31,10.52631
2020-04-01,14.61988
2020-04-02,14.03508
2020-04-03,5.26315
2020-04-04,7.60233
2020-04-05,11.6959
2020-04-06,9.35672
2020-04-07,15.20467
2020-04-08,23.39181
2020-04-09,21.63742
2020-04-10,22.80701
2020-04-11,16.95906
2020-04-12,16.37426
2020-04-13,32.16374
2020-04-14,39.76608
2020-04-15,25.14619
2020-04-16,22.22222
2020-04-17,37.4269
2020-04-18,19.29824
2020-04-19,25.73099
2020-04-20,43.85964
2020-04-21,53.80116
2020-04-22,41.52046
2020-04-23,43.27485
2020-04-24,49.7076
2020-04-25,47.95321
2020-04-26,53.80116
2020-04-27,65.49707
2020-04-28,67.25146
2020-04-29,79.53216
2020-04-30,63.74269
2020-05-01,62.57309
2020-05-02,45.02923
2020-05-03,37.4269
2020-05-04,50.29239
2020-05-05,59.64912
2020-05-06,36.8421
2020-05-07,54.38596
2020-05-08,53.21637
2020-05-09,35.08771
2020-05-10,52.04678
2020-05-11,60.81871
2020-05-12,45.02923
2020-05-13,54.38596
2020-05-14,49.1228
2020-05-15,41.52046
2020-05-16,29.23976
2020-05-17,33.33333
2020-05-18,46.78362
2020-05-19,52.63157
2020-05-20,48.53801
2020-05-21,38.01169
2020-05-22,39.76608
2020-05-23,28.07017
2020-05-24,26.31578
2020-05-25,30.99415
2020-05-26,32.74853
2020-05-27,26.90058
2020-05-28,19.29824
2020-05-29,24.5614
2020-05-30,19.29824
2020-05-31,20.46783
2020-06-01,24.5614
2020-06-02,28.07017
2020-06-03,21.05263
2020-06-04,18.71345
2020-06-05,27.48538
2020-06-06,16.37426
2020-06-07,12.2807
2020-06-08,21.05263
2020-06-09,16.95906
2020-06-10,18.71345
2020-06-11,12.2807
2020-06-12,15.20467
2020-06-13,9.94152
2020-06-14,14.03508
2020-06-15,18.12865
2020-06-16,19.88304
2020-06-17,9.94152
2020-06-18,12.86549
2020-06-19,10.52631
2020-06-20,11.6959
2020-06-21,6.43274
2020-06-22,14.03508
2020-06-23,13.45029
2020-06-24,15.78947
2020-06-25,9.35672
2020-06-26,17.54385
2020-06-27,3.50877
2020-06-28,8.18713
2020-06-29,13.45029
2020-06-30,11.11111
2020-07-01,13.45029
2020-07-02,4.67836
2020-07-03,23.9766
2020-07-04,3.50877
2020-07-05,8.77192
2020-07-06,11.6959
2020-07-07,11.6959
2020-07-08,17.54385
2020-07-09,12.2807
2020-07-10,22.22222
2020-07-11,12.2807
2020-07-12,12.2807
2020-07-13,19.88304
2020-07-14,11.6959
2020-07-15,13.45029
2020-07-16,16.95906
2020-07-17,13.45029
2020-07-18,3.50877
2020-07-19,9.94152
2020-07-20,13.45029
2020-07-21,12.2807
2020-07-22,4.67836
2020-07-23,15.78947
2020-07-24,8.18713
2020-07-25,4.09356
2020-07-26,7.60233
2020-07-27,18.12865
2020-07-28,12.86549
2020-07-29,14.61988
2020-07-30,10.52631
2020-07-31,12.86549
2020-08-01,6.43274
2020-08-02,4.67836
2020-08-03,3.50877
2020-08-04,12.2807
2020-08-05,12.86549
2020-08-06,9.35672
2020-08-07,7.01754
2020-08-08,7.60233
2020-08-09,8.77192
2020-08-10,12.2807
2020-08-11,18.71345
2020-08-12,14.61988
2020-08-13,16.37426
2020-08-14,5.26315
2020-08-15,4.09356
2020-08-16,9.35672
2020-08-17,8.77192
2020-08-18,11.11111
2020-08-19,9.94152
2020-08-20,16.95906
2020-08-21,13.45029
2020-08-22,8.77192
2020-08-23,8.18713
2020-08-24,18.12865
2020-08-25,14.61988
2020-08-26,21.05263
2020-08-27,14.03508
2020-08-28,6.43274
2020-08-29,5.26315
2020-08-30,5.26315
2020-08-31,12.86549
2020-09-01,15.20467
2020-09-02,15.78947
2020-09-03,12.2807
2020-09-04,12.2807
2020-09-05,8.18713
2020-09-06,5.26315
2020-09-07,5.26315
2020-09-08,12.86549
2020-09-09,13.45029
2020-09-10,9.35672
2020-09-11,16.95906
2020-09-12,8.77192
2020-09-13,6.43274
2020-09-14,17.54385
2020-09-15,13.45029
2020-09-16,12.2807
2020-09-17,14.61988
2020-09-18,14.03508
2020-09-19,12.2807
2020-09-20,7.01754
2020-09-21,20.46783
2020-09-22,8.77192
2020-09-23,11.11111
2020-09-24,14.03508
2020-09-25,15.78947
2020-09-26,8.77192
2020-09-27,12.86549
2020-09-28,10.52631
2020-09-29,10.52631
2020-09-30,7.01754
2020-10-01,8.18713
2020-10-02,4.09356
2020-10-03,7.01754
2020-10-04,9.35672
2020-10-05,18.71345
2020-10-06,11.6959
2020-10-07,16.37426
2020-10-08,14.03508
2020-10-09,12.2807
2020-10-10,10.52631
2020-10-11,8.18713
2020-10-12,13.45029
2020-10-13,13.45029
2020-10-14,15.20467
2020-10-15,22.80701
2020-10-16,7.60233
2020-10-17,7.60233
2020-10-18,5.26315
2020-10-19,14.61988
2020-10-20,9.35672
2020-10-21,10.52631
2020-10-22,16.95906
2020-10-23,5.84795
2020-10-24,5.26315
2020-10-25,4.09356
2020-10-26,9.94152
2020-10-27,12.86549
2020-10-28,11.11111
2020-10-29,18.12865
2020-10-30,11.6959
2020-10-31,7.01754
2020-11-01,10.52631
2020-11-02,13.45029
2020-11-03,7.60233
2020-11-04,14.03508
2020-11-05,14.03508
2020-11-06,15.20467
2020-11-07,6.43274
2020-11-08,9.35672
2020-11-09,16.95906
2020-11-10,12.86549
2020-11-11,11.6959
2020-11-12,7.60233
2020-11-13,13.45029
2020-11-14,8.77192
2020-11-15,6.43274
2020-11-16,11.11111
2020-11-17,8.77192
2020-11-18,11.11111
2020-11-19,19.88304
2020-11-20,12.2807
2020-11-21,11.6959
2020-11-22,8.77192
2020-11-23,11.6959
2020-11-24,4.09356
2020-11-25,6.43274
2020-11-26,14.61988
2020-11-27,6.43274
2020-11-28,5.26315
2020-11-29,5.84795
2020-11-30,12.2807
2020-12-01,8.18713
2020-12-02,9.35672
2020-12-03,15.78947
2020-12-04,14.03508
2020-12-05,6.43274
2020-12-06,9.94152
2020-12-07,8.77192
2020-12-08,16.95906
2020-12-09,14.61988
2020-12-10,4.67836
2020-12-11,7.60233
2020-12-12,5.26315
2020-12-13,7.01754
2020-12-14,6.43274
2020-12-15,14.61988
2020-12-16,8.77192
2020-12-17,5.84795
2020-12-18,7.60233
2020-12-19,5.84795
2020-12-20,5.84795
2020-12-21,11.6959
2020-12-22,9.94152
2020-12-23,8.18713
2020-12-24,8.18713
2020-12-25,4.09356
2020-12-26,4.67836
2020-12-27,3.50877
2020-12-28,14.03508
2020-12-29,12.86549
2020-12-30,9.35672
2020-12-31,8.77192
2021-01-01,5.84795
2021-01-02,14.03508
2021-01-03,5.84795
2021-01-04,16.37426
2021-01-05,8.18713
2021-01-06,9.35672
2021-01-07,12.2807
2021-01-09,7.01754
2021-01-10,4.67836
2021-01-11,9.35672
2021-01-12,5.26315
2021-01-13,13.45029
2021-01-14,5.84795
2021-01-15,19.88304
2021-01-16,4.09356
2021-01-17,2.92397
2021-01-18,9.94152
2021-01-19,6.43274
2021-01-20,10.52631
2021-01-21,10.52631
2021-01-22,14.03508
2021-01-23,8.77192
2021-01-24,5.26315
2021-01-25,9.94152
2021-01-26,16.95906
2021-01-27,14.61988
2021-01-28,13.45029
2021-01-29,4.67836
2021-01-30,4.67836
2021-01-31,7.01754
2021-02-01,8.18713
2021-02-02,11.6959
2021-02-03,10.52631
2021-02-04,9.94152
2021-02-05,10.52631
2021-02-06,5.84795
2021-02-07,6.43274
2021-02-08,12.2807
2021-02-09,7.01754
2021-02-10,12.86549
2021-02-11,4.67836
2021-02-12,11.6959
2021-02-13,5.26315
2021-02-14,8.18713
2021-02-15,14.03508
2021-02-16,23.9766
2021-02-17,11.11111
2021-02-18,11.6959
2021-02-19,11.11111
2021-02-20,7.01754
2021-02-21,6.43274
2021-02-22,14.61988
2021-02-23,13.45029
2021-02-24,16.95906
2021-02-25,9.35672
2021-02-26,8.77192
2021-02-27,10.52631
2021-02-28,2.92397
2021-03-01,4.67836
2021-03-02,2.92397
2021-03-03,10.52631
2021-03-04,12.86549
2021-03-05,16.95906
2021-03-06,7.01754
2021-03-07,7.60233
2021-03-08,13.45029
2021-03-09,14.61988
2021-03-10,5.26315
2021-03-11,15.20467
2021-03-12,5.26315
2021-03-13,7.01754
2021-03-14,5.26315
2021-03-15,7.60233
2021-03-16,7.01754
2021-03-17,9.35672
2021-03-18,5.26315
2021-03-19,15.78947
2021-03-20,8.18713
2021-03-21,8.18713
2021-03-22,11.6959
2021-03-23,7.01754
2021-03-24,10.52631
2021-03-25,12.86549
2021-03-26,12.2807
2021-03-27,5.26315
2021-03-28,7.60233
2021-03-29,11.6959
2021-03-30,12.86549
2021-03-31,9.35672
2021-04-01,6.43274
2021-04-02,5.84795
2021-04-04,11.6959
2021-04-05,14.61988
2021-04-06,6.43274
2021-04-07,12.2807
2021-04-08,11.11111
2021-04-09,14.61988
2021-04-10,4.67836
2021-04-11,9.94152
2021-04-12,13.45029
2021-04-13,12.86549
2021-04-14,12.2807
2021-04-15,10.52631
2021-04-16,8.77192
2021-04-17,14.03508
2021-04-18,5.26315
2021-04-19,12.2807
2021-04-20,5.84795
2021-04-21,9.94152
2021-04-22,15.78947
2021-04-23,4.67836
2021-04-24,4.09356
2021-04-25,4.67836
2021-04-26,7.01754
2021-04-27,9.94152
2021-04-28,15.78947
2021-04-29,8.77192
2021-04-30,8.77192
2021-05-01,5.26315
2021-05-02,4.67836
2021-05-03,8.18713
2021-05-04,6.43274
2021-05-05,7.60233
2021-05-06,6.43274
2021-05-07,9.94152
2021-05-08,4.67836
2021-05-09,8.18713
2021-05-10,9.94152
2021-05-11,13.45029
2021-05-12,12.2807
2021-05-13,8.18713
2021-05-14,8.77192
2021-05-15,4.09356
2021-05-16,6.43274
2021-05-17,9.35672
2021-05-18,5.84795
2021-05-19,4.67836
2021-05-20,7.60233
2021-05-21,8.77192
2021-05-22,10.52631
2021-05-23,3.50877
2021-05-24,7.60233
2021-05-25,18.12865
2021-05-26,9.94152
2021-05-27,9.35672
2021-05-28,7.01754
2021-05-29,8.18713
2021-05-30,10.52631
2021-05-31,9.35672
2021-06-01,12.86549
2021-06-02,11.11111
2021-06-03,16.37426
2021-06-04,16.37426
2021-06-05,7.60233
2021-06-06,12.86549
2021-06-07,18.12865
2021-06-08,12.86549
2021-06-09,9.35672
2021-06-10,12.2807
2021-06-11,12.2807
2021-06-12,6.43274
2021-06-13,8.18713
2021-06-14,18.12865
2021-06-15,11.6959
2021-06-16,18.12865
2021-06-17,14.03508
2021-06-18,15.20467
2021-06-19,2.92397
2021-06-20,9.94152
2021-06-21,4.67836
2021-06-22,10.52631
2021-06-23,12.86549
2021-06-24,10.52631
2021-06-25,12.86549
2021-06-26,14.03508
2021-06-27,8.77192
2021-06-28,7.60233
2021-06-29,6.43274
2021-06-30,14.61988
2021-07-01,12.86549
2021-07-02,10.52631
2021-07-03,7.01754
2021-07-04,8.18713
2021-07-05,15.78947
2021-07-06,7.60233
2021-07-07,16.95906
2021-07-08,14.03508
2021-07-09,13.45029
2021-07-10,11.6959
2021-07-11,5.26315
2021-07-12,8.77192
2021-07-13,11.11111
2021-07-14,11.11111
2021-07-15,14.61988
2021-07-16,4.09356
2021-07-17,12.2807
2021-07-18,7.01754
2021-07-19,13.45029
2021-07-20,11.6959
2021-07-21,10.52631
2021-07-22,5.84795
2021-07-23,9.94152
2021-07-24,7.60233
2021-07-25,8.18713
2021-07-26,9.94152
2021-07-27,12.86549
2021-07-28,11.6959
2021-07-29,9.94152
2021-07-30,10.52631
2021-07-31,8.18713
2021-08-01,5.84795
2021-08-02,10.52631
2021-08-03,14.61988
2021-08-04,9.35672
2021-08-05,6.43274
2021-08-06,8.77192
2021-08-07,9.94152
2021-08-08,7.60233
2021-08-09,7.01754
2021-08-10,8.77192
2021-08-11,8.77192
2021-08-12,13.45029
2021-08-13,5.26315
2021-08-14,7.60233
2021-08-15,5.84795
2021-08-16,8.77192
2021-08-17,9.35672
2021-08-18,10.52631
2021-08-19,12.86549
2021-08-20,12.86549
2021-08-21,4.67836
2021-08-22,9.94152
2021-08-23,8.18713
2021-08-24,12.86549
2021-08-25,9.94152
2021-08-26,9.94152
2021-08-28,8.18713
2021-08-29,5.84795
2021-08-30,12.86549
2021-08-31,10.52631
2021-09-01,5.26315
2021-09-02,15.78947
2021-09-03,17.54385
2021-09-04,10.52631
2021-09-05,9.94152
2021-09-06,11.6959
2021-09-07,14.03508
2021-09-08,8.18713
2021-09-09,13.45029
2021-09-10,11.11111
2021-09-11,15.78947
2021-09-12,15.20467
2021-09-13,21.63742
2021-09-14,25.14619
2021-09-15,22.22222
2021-09-16,18.12865
2021-09-17,13.45029
2021-09-18,10.52631
2021-09-19,10.52631
2021-09-20,7.60233
2021-09-21,8.77192
2021-09-22,5.26315
2021-09-23,8.77192
2021-09-24,14.61988
2021-09-25,16.37426
2021-09-26,14.03508
2021-09-27,22.22222
2021-09-28,38.59649
2021-09-29,39.76608
2021-09-30,25.14619
2021-10-01,19.29824
2021-10-02,15.78947
2021-10-03,15.78947
2021-10-04,9.35672
2021-10-05,18.71345
2021-10-06,17.54385
2021-10-07,20.46783
2021-10-08,21.63742
2021-10-09,11.11111
2021-10-10,7.01754
2021-10-11,12.86549
2021-10-12,16.37426
2021-10-13,18.71345
2021-10-14,19.29824
2021-10-15,15.78947
2021-10-16,5.84795
2021-10-17,4.67836
2021-10-18,12.86549
2021-10-19,14.03508
2021-10-20,9.94152
2021-10-21,9.35672
