date,레인보우로보틱스주가
2021-07-16,1.04099
2021-07-17,0.13773
2021-07-18,0.12171
2021-07-19,1.03779
2021-07-20,1.32607
2021-07-21,1.07303
2021-07-22,0.93529
2021-07-23,0.88725
2021-07-24,0.11531
2021-07-25,0.06085
2021-07-26,0.81037
2021-07-27,0.80717
2021-07-28,0.71428
2021-07-29,0.88084
2021-07-30,0.81358
2021-07-31,0.04804
2021-08-01,0.04804
2021-08-02,0.64381
2021-08-03,0.61178
2021-08-04,0.7303
2021-08-05,0.72709
2021-08-06,0.77834
2021-08-07,0.06406
2021-08-08,0.13132
2021-08-09,0.95131
2021-08-10,1.27482
2021-08-11,1.26841
2021-08-12,0.99295
2021-08-13,0.93529
2021-08-14,0.11851
2021-08-15,0.11531
2021-08-16,0.20819
2021-08-17,0.82959
2021-08-18,0.78795
2021-08-19,0.70147
2021-08-20,0.64061
2021-08-21,0.13132
2021-08-22,0.1089
2021-08-23,0.81998
2021-08-24,0.75272
2021-08-25,0.631
2021-08-26,0.60217
2021-08-27,0.50288
2021-08-28,0.09288
2021-08-29,0.12812
2021-08-30,0.66944
2021-08-31,0.58616
2021-09-01,0.64702
2021-09-02,0.836
2021-09-03,0.9385
2021-09-04,0.15374
2021-09-05,0.13452
2021-09-06,0.90006
2021-09-07,0.91607
2021-09-08,0.76553
2021-09-09,0.76233
2021-09-10,0.65663
2021-09-11,0.17296
2021-09-12,0.06726
2021-09-13,0.7367
2021-09-14,0.88725
2021-09-15,0.63741
2021-09-16,0.64061
2021-09-17,0.78475
2021-09-18,0.14413
2021-09-19,0.03523
2021-09-20,0.05445
2021-09-21,0.05445
2021-09-22,0.06726
2021-09-23,0.65663
2021-09-24,0.64702
2021-09-25,0.08327
2021-09-26,0.06726
2021-09-27,0.57975
2021-09-28,0.66303
2021-09-29,1.57591
2021-09-30,1.08584
2021-10-01,0.90326
2021-10-02,0.06085
2021-10-03,0.04484
2021-10-04,0.14093
2021-10-05,0.70467
2021-10-06,0.78795
2021-10-07,0.92248
2021-10-08,0.8392
2021-10-09,0.06085
2021-10-10,0.02562
2021-10-11,0.12171
2021-10-12,0.71108
2021-10-13,0.78155
2021-10-14,0.85201
2021-10-15,0.90006
2021-10-16,0.06406
2021-10-17,0.08327
2021-10-18,0.72389
2021-10-19,0.81678
2021-10-20,0.96732
2021-10-21,0.8392
2021-10-22,0.58295
2021-10-23,0.03203
2021-10-24,0.11851
2021-10-25,0.95451
2021-10-26,0.83279
2021-10-27,0.79115
2021-10-28,0.79115
2021-10-29,0.57975
2021-10-30,0.24023
2021-10-31,0.15054
2021-11-01,0.7367
2021-11-02,0.80717
2021-11-03,0.69186
2021-11-04,0.79115
2021-11-05,0.82959
2021-11-06,0.10249
2021-11-07,0.09609
2021-11-08,0.7303
2021-11-09,0.67905
2021-11-10,0.7335
2021-11-11,0.65342
2021-11-12,0.61499
2021-11-13,0.1089
2021-11-14,0.67264
2021-11-15,1.03459
2021-11-16,1.02178
2021-11-17,0.81998
2021-11-18,1.06021
2021-11-19,1.1467
2021-11-20,0.18257
2021-11-21,0.17296
2021-11-22,1.05381
2021-11-23,0.93529
2021-11-24,0.79756
2021-11-25,0.87764
2021-11-26,0.68225
2021-11-27,0.11531
2021-11-28,0.08648
2021-11-29,0.75272
2021-11-30,0.76233
2021-12-01,0.78155
2021-12-02,0.80397
2021-12-03,0.80397
2021-12-04,0.08968
2021-12-05,0.05124
2021-12-06,0.66623
2021-12-07,0.70467
2021-12-08,0.95131
2021-12-09,0.77514
2021-12-10,0.61819
2021-12-11,0.1057
2021-12-12,0.13452
2021-12-13,2.38629
2021-12-14,2.18449
2021-12-15,1.55669
2021-12-16,3.68994
2021-12-17,2.36386
2021-12-18,0.45483
2021-12-19,0.57975
2021-12-20,2.16207
2021-12-21,4.19602
2021-12-22,3.05573
2021-12-23,3.21588
2021-12-24,2.20371
2021-12-25,0.39397
2021-12-26,0.40999
2021-12-27,3.82767
2021-12-28,2.95323
2021-12-29,2.57527
2021-12-30,3.55541
2021-12-31,1.18193
2022-01-01,0.58295
2022-01-02,0.69186
2022-01-03,4.32415
2022-01-04,5.80717
2022-01-05,4.12876
2022-01-06,2.89557
2022-01-07,3.50416
2022-01-08,0.90326
2022-01-09,0.76233
2022-01-10,3.2383
2022-01-11,2.22293
2022-01-12,1.97309
2022-01-13,1.76809
2022-01-14,1.63677
2022-01-15,0.30429
2022-01-16,0.27226
2022-01-17,1.44458
2022-01-18,1.45739
2022-01-19,1.48302
2022-01-20,1.50864
2022-01-21,1.1531
2022-01-22,0.13452
2022-01-23,0.13452
2022-01-24,0.88725
2022-01-25,0.87764
2022-01-26,1.23318
2022-01-27,1.05381
2022-01-28,1.05381
2022-01-29,0.15374
2022-01-30,0.1121
2022-01-31,0.12812
2022-02-01,0.08648
2022-02-02,0.1121
2022-02-03,1.08263
2022-02-04,0.8424
2022-02-05,0.20499
2022-02-06,0.14093
2022-02-07,0.98654
2022-02-08,0.9417
2022-02-09,0.85522
2022-02-10,0.69827
2022-02-11,0.62139
2022-02-12,0.11531
2022-02-13,0.08968
2022-02-14,0.54131
2022-02-15,0.53811
2022-02-16,0.56374
2022-02-17,0.64061
2022-02-18,0.59256
2022-02-19,0.09609
2022-02-20,0.08327
2022-02-21,0.51569
2022-02-22,0.45803
2022-02-23,0.57655
2022-02-24,0.81037
2022-02-25,0.97373
2022-02-26,0.08968
2022-02-27,0.11531
2022-02-28,0.65983
2022-03-01,0.1057
2022-03-02,0.65663
2022-03-03,0.69827
2022-03-04,0.57014
2022-03-05,0.09929
2022-03-06,0.07687
2022-03-07,0.51889
2022-03-08,0.47085
2022-03-09,0.05445
2022-03-10,0.61499
2022-03-11,0.54772
2022-03-12,0.08327
2022-03-13,0.09288
2022-03-14,0.67584
2022-03-15,0.71108
2022-03-16,0.86483
2022-03-17,1.33247
2022-03-18,1.47021
2022-03-19,0.30108
2022-03-20,0.25624
2022-03-21,1.20115
2022-03-22,0.92889
2022-03-23,0.99615
2022-03-24,0.69506
2022-03-25,0.61499
2022-03-26,0.18898
2022-03-27,0.06726
2022-03-28,0.77514
2022-03-29,0.71748
2022-03-30,0.65022
2022-03-31,0.65022
2022-04-01,0.50288
2022-04-02,0.18577
2022-04-03,0.16976
2022-04-04,0.63741
2022-04-05,0.88084
2022-04-06,0.58295
2022-04-07,0.5285
2022-04-08,0.47085
2022-04-09,0.05765
2022-04-10,0.08327
2022-04-11,0.95771
2022-04-12,0.60217
2022-04-13,0.58616
2022-04-14,0.51569
2022-04-15,0.57655
2022-04-16,0.16335
2022-04-17,0.17296
2022-04-18,0.5253
2022-04-19,0.56053
2022-04-20,0.66944
2022-04-21,0.62139
2022-04-22,0.56053
2022-04-23,0.12812
2022-04-24,0.2114
2022-04-25,0.45803
2022-04-26,0.57014
2022-04-27,0.38757
2022-04-28,0.39397
2022-04-29,0.37475
2022-04-30,0.08648
2022-05-01,0.15054
2022-05-02,0.54131
2022-05-03,0.6278
2022-05-04,0.70787
2022-05-05,0.14734
2022-05-06,0.57975
2022-05-07,0.1121
2022-05-08,0.07367
2022-05-09,0.47725
2022-05-10,0.59256
2022-05-11,0.41319
2022-05-12,0.43561
2022-05-13,0.42921
2022-05-14,0.03843
2022-05-15,0.04804
2022-05-16,0.44522
2022-05-17,0.38436
2022-05-18,0.45163
2022-05-19,0.34272
2022-05-20,0.37796
2022-05-21,0.07367
2022-05-22,0.32671
2022-05-23,0.74951
2022-05-24,1.26521
2022-05-25,0.87764
2022-05-26,0.81037
2022-05-27,0.60538
2022-05-28,0.10249
2022-05-29,0.17296
2022-05-30,1.10506
2022-05-31,0.87123
2022-06-01,0.25304
2022-06-02,1.3581
2022-06-03,0.83279
2022-06-04,0.09609
2022-06-05,0.1121
2022-06-06,0.08007
2022-06-07,0.79756
2022-06-08,0.78155
2022-06-09,1.6688
2022-06-10,2.21652
2022-06-11,0.27226
2022-06-12,0.18577
2022-06-13,1.31326
2022-06-14,2.13324
2022-06-15,2.01473
2022-06-16,1.90262
2022-06-17,1.52146
2022-06-18,0.23382
2022-06-19,0.17616
2022-06-20,1.33247
2022-06-21,1.47341
2022-06-22,1.3613
2022-06-23,1.28443
2022-06-24,1.83215
2022-06-25,0.40038
2022-06-26,0.24023
2022-06-27,1.72966
2022-06-28,1.4606
2022-06-29,1.75208
2022-06-30,1.58231
2022-07-01,2.06598
2022-07-02,0.23702
2022-07-03,0.23382
2022-07-04,1.57911
2022-07-05,1.12107
2022-07-06,1.22037
2022-07-07,1.44778
2022-07-08,1.19154
2022-07-09,0.2146
2022-07-10,0.29468
2022-07-11,1.29083
2022-07-12,1.21716
2022-07-13,1.07943
2022-07-14,1.04099
2022-07-15,0.90967
2022-07-16,0.27546
2022-07-17,0.18577
2022-07-18,1.12427
2022-07-19,1.15951
2022-07-20,1.29404
2022-07-21,1.28443
2022-07-22,0.96732
2022-07-23,0.14093
2022-07-24,0.14734
2022-07-25,0.96092
2022-07-26,1.07943
2022-07-27,1.08904
2022-07-28,1.23638
2022-07-29,1.54388
2022-07-30,0.34913
2022-07-31,0.43882
2022-08-01,3.71556
2022-08-02,4.46828
2022-08-03,3.60025
2022-08-04,3.36963
2022-08-05,2.36066
2022-08-06,0.38116
2022-08-07,0.4228
2022-08-08,2.90198
2022-08-09,2.26137
2022-08-10,2.0916
2022-08-11,2.07238
2022-08-12,3.99103
2022-08-13,0.85201
2022-08-14,0.54131
2022-08-15,0.86162
2022-08-16,2.83472
2022-08-17,3.25432
2022-08-18,3.50736
2022-08-19,2.81229
2022-08-20,0.47085
2022-08-21,0.31069
2022-08-22,1.97309
2022-08-23,1.99871
2022-08-24,2.67136
2022-08-25,2.21652
2022-08-26,1.82254
2022-08-27,0.25624
2022-08-28,0.22741
2022-08-29,1.44458
2022-08-30,1.49583
2022-08-31,1.51185
2022-09-01,1.30365
2022-09-02,1.66239
2022-09-03,0.33311
2022-09-04,0.34272
2022-09-05,1.64638
2022-09-06,1.44458
2022-09-07,1.29724
2022-09-08,1.89622
2022-09-09,0.23702
2022-09-10,0.33311
2022-09-11,0.34272
2022-09-12,0.40358
2022-09-13,3.77001
2022-09-14,3.959
2022-09-15,4.08392
2022-09-16,4.64766
2022-09-17,0.80397
2022-09-18,0.87764
2022-09-19,4.83344
2022-09-20,6.10185
2022-09-21,4.99359
2022-09-22,4.64125
2022-09-23,3.86611
2022-09-24,0.62459
2022-09-25,0.69506
2022-09-26,4.34657
2022-09-27,4.81422
2022-09-28,5.32671
2022-09-29,4.64445
2022-09-30,3.8565
2022-10-01,0.81998
2022-10-02,0.71108
2022-10-03,0.69506
2022-10-04,4.34336
2022-10-05,3.57783
2022-10-06,4.15438
2022-10-07,4.64445
2022-10-08,0.72389
2022-10-09,0.9417
2022-10-10,0.88725
2022-10-11,4.14157
2022-10-12,3.35361
2022-10-13,3.15502
2022-10-14,3.04932
2022-10-15,0.57655
2022-10-16,0.46444
2022-10-17,3.67392
2022-10-18,3.62267
2022-10-19,3.68673
2022-10-20,3.48814
2022-10-21,3.09737
2022-10-22,0.57014
2022-10-23,0.41319
2022-10-24,2.64573
2022-10-25,2.44714
2022-10-26,2.63292
2022-10-27,2.91479
2022-10-28,2.54964
2022-10-29,0.40038
2022-10-30,0.32991
2022-10-31,2.35426
2022-11-01,2.79948
2022-11-02,2.36066
2022-11-03,2.58808
2022-11-04,2.53683
2022-11-05,0.35554
2022-11-06,0.4228
2022-11-07,2.22934
2022-11-08,3.37283
2022-11-09,2.59769
2022-11-10,2.29019
2022-11-11,2.66816
2022-11-12,0.43561
2022-11-13,0.44843
2022-11-14,2.48238
2022-11-15,2.82831
2022-11-16,2.55605
2022-11-17,3.29596
2022-11-18,4.18641
2022-11-19,0.60538
2022-11-20,0.60217
2022-11-21,3.20627
2022-11-22,3.78923
2022-11-23,3.71877
2022-11-24,3.4401
2022-11-25,2.74823
2022-11-26,0.48686
2022-11-27,0.37155
2022-11-28,3.19346
2022-11-29,2.34144
2022-11-30,2.58488
2022-12-01,2.32543
2022-12-02,1.92825
2022-12-03,0.31069
2022-12-04,0.29788
2022-12-05,2.1877
2022-12-06,1.84817
2022-12-07,2.04035
2022-12-08,1.8834
2022-12-09,1.74567
2022-12-10,0.33952
2022-12-11,0.29147
2022-12-12,1.80653
2022-12-13,1.86418
2022-12-14,1.91223
2022-12-15,1.69442
2022-12-16,1.62395
2022-12-17,0.35554
2022-12-18,0.31069
2022-12-19,2.72261
2022-12-20,2.64253
2022-12-21,2.12684
2022-12-22,1.84817
2022-12-23,1.86739
2022-12-24,0.33632
2022-12-25,0.32351
2022-12-26,2.23894
2022-12-27,1.87379
2022-12-28,2.10121
2022-12-29,1.91543
2022-12-30,0.77194
2022-12-31,0.33311
2023-01-01,0.426
2023-01-02,2.13004
2023-01-03,48.74119
2023-01-04,34.76937
2023-01-05,19.59
2023-01-06,25.76553
2023-01-07,5.57335
2023-01-08,5.68225
2023-01-09,29.21844
2023-01-10,18.51697
2023-01-11,17.6073
2023-01-12,25.12812
2023-01-13,26.40294
2023-01-14,12.11402
2023-01-15,8.26073
2023-01-16,21.34849
2023-01-17,43.37283
2023-01-18,29.55156
2023-01-19,21.27482
2023-01-20,37.96925
2023-01-21,9.66047
2023-01-22,8.28635
2023-01-23,8.28635
2023-01-24,10.37475
2023-01-25,100.0
2023-01-26,61.12748
2023-01-27,51.70723
2023-01-28,12.21332
2023-01-29,10.07687
2023-01-30,32.98526
2023-01-31,33.66431
2023-02-01,24.08071
2023-02-02,32.42472
2023-02-03,22.09481
2023-02-04,3.57142
2023-02-05,3.22869
2023-02-06,18.99743
2023-02-07,16.62395
2023-02-08,17.73862
2023-02-09,17.03395
2023-02-10,16.84817
2023-02-11,2.79948
2023-02-12,2.71941
2023-02-13,23.61627
2023-02-14,18.05573
2023-02-15,15.0064
2023-02-16,13.34721
2023-02-17,11.30685
2023-02-18,2.07559
2023-02-19,1.93465
2023-02-20,13.03651
2023-02-21,12.38949
2023-02-22,12.58167
2023-02-23,18.66111
2023-02-24,18.28955
2023-02-25,2.70339
2023-02-26,2.67456
2023-02-27,56.69762
2023-02-28,28.76361
2023-03-01,3.63549
2023-03-02,18.74119
2023-03-03,19.795
2023-03-04,2.31262
2023-03-05,2.44394
2023-03-06,16.80012
2023-03-07,14.0647
2023-03-08,16.01217
2023-03-09,14.33376
2023-03-10,13.73158
2023-03-11,2.04676
2023-03-12,1.73606
2023-03-13,11.79051
2023-03-14,11.09865
2023-03-15,21.39013
2023-03-16,94.72453
2023-03-17,84.15438
2023-03-18,11.80973
2023-03-19,10.33952
2023-03-20,44.08712
2023-03-21,43.78283
2023-03-22,34.88789
2023-03-23,42.81229
2023-03-24,36.86739
2023-03-25,5.96412
2023-03-26,5.32351
2023-03-27,29.1736
2023-03-28,25.82959
2023-03-29,24.34977
2023-03-30,27.22613
2023-03-31,27.30301
2023-04-01,3.93337
2023-04-02,3.47533
2023-04-03,21.95067
2023-04-04,20.04804
2023-04-05,20.17296
2023-04-06,19.21524
2023-04-07,27.43113
2023-04-08,3.50416
2023-04-09,2.69698
2023-04-10,19.97757
2023-04-11,19.88148
2023-04-12,17.36707
2023-04-13,16.672
2023-04-14,14.98718
2023-04-15,2.12363
2023-04-16,2.02434
2023-04-17,15.5221
2023-04-18,14.97117
2023-04-19,13.91095
2023-04-20,14.73414
2023-04-21,24.91672
2023-04-22,2.5016
2023-04-23,1.80973
2023-04-24,13.4465
2023-04-25,13.52978
2023-04-26,13.03651
2023-04-27,14.08712
2023-04-28,13.99103
2023-04-29,1.88981
2023-04-30,1.89942
2023-05-01,3.11338
2023-05-02,14.91031
2023-05-03,11.78731
2023-05-04,13.11018
2023-05-05,1.92504
2023-05-06,1.38372
2023-05-07,1.40294
2023-05-08,11.58872
2023-05-09,18.81165
2023-05-10,15.45163
2023-05-11,16.70723
2023-05-12,14.21204
2023-05-13,1.80653
2023-05-14,1.55028
2023-05-15,16.47341
2023-05-16,13.67713
2023-05-17,11.72005
2023-05-18,12.94362
2023-05-19,11.45739
2023-05-20,1.45099
2023-05-21,1.26841
2023-05-22,10.79115
2023-05-23,10.53491
2023-05-24,9.18962
2023-05-25,9.76297
2023-05-26,8.57142
2023-05-27,1.03779
2023-05-28,1.06342
2023-05-29,1.42536
2023-05-30,10.77514
2023-05-31,9.01345
2023-06-01,8.87572
2023-06-02,8.91415
2023-06-03,0.92248
2023-06-04,0.90967
2023-06-05,8.81165
2023-06-06,1.29404
2023-06-07,10.26585
2023-06-08,9.1768
2023-06-09,9.1736
2023-06-10,1.18513
2023-06-11,1.06342
2023-06-12,10.24983
2023-06-13,9.13837
2023-06-14,8.68033
2023-06-15,8.10377
2023-06-16,7.13004
2023-06-17,0.90647
2023-06-18,0.72069
2023-06-19,7.1941
2023-06-20,7.48558
2023-06-21,8.91736
2023-06-22,9.08392
2023-06-23,6.82254
2023-06-24,0.75912
2023-06-25,0.70147
2023-06-26,6.88981
2023-06-27,7.8187
2023-06-28,7.43433
2023-06-29,6.60474
2023-06-30,6.55349
2023-07-01,0.79115
2023-07-02,0.66623
2023-07-03,7.73862
2023-07-04,6.68161
2023-07-05,6.55669
2023-07-06,6.07623
2023-07-07,6.0474
2023-07-08,0.8392
2023-07-09,0.87443
2023-07-10,7.01153
2023-07-11,6.72005
2023-07-12,6.5663
2023-07-13,6.30365
2023-07-14,6.24919
2023-07-15,1.01537
2023-07-16,0.75272
2023-07-17,11.2556
2023-07-18,7.74183
2023-07-19,8.11659
2023-07-20,8.28315
2023-07-21,10.69506
2023-07-22,1.41255
2023-07-23,1.19795
2023-07-24,11.78411
2023-07-25,8.89814
2023-07-26,8.63869
2023-07-27,9.02946
2023-07-28,8.97821
2023-07-29,1.31005
2023-07-30,0.99615
2023-07-31,17.09481
2023-08-01,13.37283
2023-08-02,12.40871
2023-08-03,10.69186
2023-08-04,40.50608
2023-08-05,5.55092
2023-08-06,2.79948
2023-08-07,23.72517
2023-08-08,15.57975
2023-08-09,13.86611
2023-08-10,12.62011
2023-08-11,13.05253
2023-08-12,1.65598
2023-08-13,1.38372
2023-08-14,11.52466
2023-08-15,2.02754
2023-08-16,13.79884
2023-08-17,10.68545
2023-08-18,9.2761
2023-08-19,1.15631
2023-08-20,1.00576
2023-08-21,8.42408
2023-08-22,8.27354
2023-08-23,8.11338
2023-08-24,9.87187
2023-08-25,7.66495
2023-08-26,1.17552
2023-08-27,1.00256
2023-08-28,10.11531
2023-08-29,10.36835
2023-08-30,9.39782
2023-08-31,77.16527
2023-09-01,64.85265
2023-09-02,6.60794
2023-09-03,4.84945
2023-09-04,37.64573
2023-09-05,41.32286
2023-09-06,34.55477
2023-09-07,56.44458
2023-09-08,68.16143
2023-09-09,14.64445
2023-09-10,10.64702
2023-09-11,72.74823
2023-09-12,45.85522
2023-09-13,33.67713
2023-09-14,32.75144
2023-09-15,31.80333
2023-09-16,4.54836
2023-09-17,3.63549
2023-09-18,21.55028
2023-09-19,17.918
2023-09-20,18.82447
2023-09-21,16.06021
2023-09-22,25.26265
2023-09-23,1.91543
2023-09-24,1.5695
2023-09-25,17.84112
2023-09-26,15.68545
2023-09-27,14.2793
2023-09-28,1.29404
2023-09-29,1.1499
2023-09-30,1.18193
2023-10-01,0.97053
2023-10-02,1.29404
2023-10-03,1.55989
2023-10-04,15.85522
2023-10-05,21.80012
2023-10-06,13.26713
2023-10-07,1.61434
2023-10-08,1.03139
2023-10-09,1.11467
2023-10-10,12.60089
2023-10-11,11.13709
2023-10-12,14.77258
2023-10-13,10.87123
2023-10-14,1.467
2023-10-15,1.26841
2023-10-16,11.8834
2023-10-17,17.03395
2023-10-18,14.1768
2023-10-19,11.7713
2023-10-20,11.74887
2023-10-21,1.83536
2023-10-22,1.51505
2023-10-23,11.62716
2023-10-24,11.73606
2023-10-25,10.64702
2023-10-26,12.02114
2023-10-27,11.28763
2023-10-28,1.81934
2023-10-29,1.52786
2023-10-30,16.18834
2023-10-31,15.46124
2023-11-01,13.43369
2023-11-02,13.76361
2023-11-03,16.5695
2023-11-04,2.89237
2023-11-05,2.59769
2023-11-06,23.50416
2023-11-07,16.73606
2023-11-08,14.34336
2023-11-09,13.0301
2023-11-10,12.52402
2023-11-11,2.28699
2023-11-12,1.73926
2023-11-13,12.75144
2023-11-14,11.20115
2023-11-15,15.02242
2023-11-16,16.51185
2023-11-17,12.21012
2023-11-18,1.68802
2023-11-19,1.47341
2023-11-20,16.44778
2023-11-21,14.19282
2023-11-22,15.70787
2023-11-23,14.74695
2023-11-24,14.57078
2023-11-25,3.04932
2023-11-26,2.17809
2023-11-27,14.72133
2023-11-28,53.19666
2023-11-29,40.16976
2023-11-30,20.75592
2023-12-01,17.89237
2023-12-02,2.40871
2023-12-03,2.01473
2023-12-04,15.02242
2023-12-05,14.39141
2023-12-06,14.51633
2023-12-07,12.27738
2023-12-08,14.24087
2023-12-09,2.10442
2023-12-10,1.75528
2023-12-11,16.18193
2023-12-12,13.66752
2023-12-13,12.05317
2023-12-14,18.97501
2023-12-15,17.20371
2023-12-16,2.51441
2023-12-17,2.18129
2023-12-18,18.86611
2023-12-19,16.61434
2023-12-20,16.99871
2023-12-21,18.11338
2023-12-22,13.24791
2023-12-23,1.78731
2023-12-24,1.48942
2023-12-25,1.68802
2023-12-26,12.41191
2023-12-27,13.67713
2023-12-28,12.86995
2023-12-29,3.41768
2023-12-30,1.50224
2023-12-31,1.40614
2024-01-01,1.30685
2024-01-02,11.18193
2024-01-03,10.80076
2024-01-04,10.32991
2024-01-05,12.3991
2024-01-06,2.54003
2024-01-07,1.79372
2024-01-08,10.72389
2024-01-09,10.79115
2024-01-10,20.31069
2024-01-11,17.5016
2024-01-12,16.7713
2024-01-13,2.96604
2024-01-14,2.54964
2024-01-15,12.62011
2024-01-16,12.64573
2024-01-17,11.21716
2024-01-18,12.33504
2024-01-19,14.04548
2024-01-20,2.37347
2024-01-21,3.8597
2024-01-22,13.91095
2024-01-23,12.00192
2024-01-24,10.8424
2024-01-25,10.5253
2024-01-26,10.09288
2024-01-27,2.37027
2024-01-28,1.66559
2024-01-29,11.7745
2024-01-30,13.25112
2024-01-31,12.98526
2024-02-01,15.55733
2024-02-02,16.31326
2024-02-03,2.10121
2024-02-04,2.07238
2024-02-05,13.81165
2024-02-06,13.70275
2024-02-07,18.01409
2024-02-08,56.79692
2024-02-09,4.57719
2024-02-10,3.28315
2024-02-11,2.85714
2024-02-12,3.65791
2024-02-13,25.59577
2024-02-14,25.37155
2024-02-15,20.76873
2024-02-16,16.72005
2024-02-17,2.03715
2024-02-18,2.00512
2024-02-19,15.02562
2024-02-20,15.25944
2024-02-21,13.24151
2024-02-22,15.17616
2024-02-23,13.6515
2024-02-24,2.05317
2024-02-25,1.73606
2024-02-26,12.83151
2024-02-27,13.08456
2024-02-28,12.6137
2024-02-29,12.00192
2024-03-01,1.99231
2024-03-02,1.80012
2024-03-03,1.62716
2024-03-04,13.68033
2024-03-05,13.72517
2024-03-06,13.77001
2024-03-07,12.73862
2024-03-08,13.69634
2024-03-09,2.32543
2024-03-10,1.81934
2024-03-11,13.69314
2024-03-12,12.27738
2024-03-13,12.95323
2024-03-14,18.754
2024-03-15,23.38244
