date,앱
2020-08-26,16.1466
2020-08-27,18.22684
2020-08-28,16.19613
2020-08-29,11.58989
2020-08-30,11.68895
2020-08-31,17.28578
2020-09-01,18.3259
2020-09-02,27.58791
2020-09-03,17.92966
2020-09-04,18.47449
2020-09-05,11.54036
2020-09-06,14.31401
2020-09-07,21.44626
2020-09-08,21.64437
2020-09-09,19.96037
2020-09-10,20.75284
2020-09-11,18.17731
2020-09-12,12.53095
2020-09-13,11.83754
2020-09-14,18.62308
2020-09-15,19.96037
2020-09-16,20.25755
2020-09-17,19.71272
2020-09-18,16.74096
2020-09-19,12.08519
2020-09-20,14.36354
2020-09-21,19.21743
2020-09-22,18.42496
2020-09-23,18.52402
2020-09-24,18.42496
2020-09-25,15.75037
2020-09-26,11.19366
2020-09-27,13.1253
2020-09-28,15.99801
2020-09-29,16.19613
2020-09-30,9.90589
2020-10-01,7.08271
2020-10-02,9.01436
2020-10-03,10.5993
2020-10-04,13.57107
2020-10-05,17.03813
2020-10-06,16.9886
2020-10-07,18.3259
2020-10-08,18.37543
2020-10-09,13.52154
2020-10-10,13.17483
2020-10-11,12.48142
2020-10-12,16.74096
2020-10-13,15.70084
2020-10-14,15.3046
2020-10-15,14.26448
2020-10-16,12.92719
2020-10-17,11.19366
2020-10-18,10.64883
2020-10-19,14.85884
2020-10-20,14.61119
2020-10-21,15.05695
2020-10-22,14.26448
2020-10-23,14.95789
2020-10-24,10.64883
2020-10-25,10.50024
2020-10-26,15.89895
2020-10-27,13.32342
2020-10-28,12.97672
2020-10-29,17.8306
2020-10-30,17.28578
2020-10-31,9.65824
2020-11-01,10.20307
2020-11-02,15.10648
2020-11-03,16.19613
2020-11-04,14.41307
2020-11-05,11.9366
2020-11-06,13.17483
2020-11-07,10.10401
2020-11-08,11.19366
2020-11-09,13.81872
2020-11-10,14.26448
2020-11-11,16.69143
2020-11-12,15.25507
2020-11-13,14.21495
2020-11-14,11.4413
2020-11-15,11.49083
2020-11-16,15.94848
2020-11-17,15.40366
2020-11-18,15.3046
2020-11-19,17.38484
2020-11-20,15.20554
2020-11-21,11.39177
2020-11-22,21.74343
2020-11-23,15.94848
2020-11-24,17.4839
2020-11-25,16.1466
2020-11-26,15.89895
2020-11-27,14.01684
2020-11-28,12.18424
2020-11-29,11.63942
2020-11-30,15.89895
2020-12-01,15.50272
2020-12-02,16.9886
2020-12-03,15.84943
2020-12-04,14.21495
2020-12-05,11.54036
2020-12-06,11.83754
2020-12-07,14.26448
2020-12-08,18.57355
2020-12-09,16.44378
2020-12-10,15.45319
2020-12-11,15.84943
2020-12-12,12.38236
2020-12-13,11.98613
2020-12-14,15.55225
2020-12-15,15.70084
2020-12-16,16.9886
2020-12-17,16.9886
2020-12-18,14.11589
2020-12-19,11.73848
2020-12-20,11.49083
2020-12-21,16.54284
2020-12-22,14.90837
2020-12-23,15.75037
2020-12-24,14.26448
2020-12-25,10.2526
2020-12-26,11.24318
2020-12-27,12.92719
2020-12-28,17.88013
2020-12-29,18.27637
2020-12-30,16.59237
2020-12-31,12.87766
2021-01-01,24.7152
2021-01-02,12.08519
2021-01-03,11.0946
2021-01-04,15.45319
2021-01-05,16.49331
2021-01-06,18.3259
2021-01-07,16.39425
2021-01-08,15.89895
2021-01-09,12.43189
2021-01-10,13.37295
2021-01-11,16.9886
2021-01-12,15.45319
2021-01-13,16.88954
2021-01-14,16.39425
2021-01-15,16.44378
2021-01-16,11.4413
2021-01-17,13.6206
2021-01-18,15.84943
2021-01-19,16.39425
2021-01-20,16.88954
2021-01-21,18.12778
2021-01-22,15.35413
2021-01-23,11.4413
2021-01-24,12.67954
2021-01-25,14.21495
2021-01-26,14.16542
2021-01-27,17.4839
2021-01-28,16.79049
2021-01-29,16.39425
2021-01-30,10.45071
2021-01-31,12.38236
2021-02-01,16.84001
2021-02-02,16.34472
2021-02-03,16.34472
2021-02-04,14.61119
2021-02-05,24.66567
2021-02-06,10.40118
2021-02-07,11.0946
2021-02-08,17.73155
2021-02-09,16.9886
2021-02-10,13.67013
2021-02-11,11.39177
2021-02-12,10.5993
2021-02-13,10.5993
2021-02-14,11.78801
2021-02-15,14.51213
2021-02-16,17.38484
2021-02-17,18.17731
2021-02-18,16.74096
2021-02-19,16.44378
2021-02-20,9.80683
2021-02-21,12.53095
2021-02-22,16.1466
2021-02-23,16.24566
2021-02-24,14.61119
2021-02-25,15.15601
2021-02-26,13.86825
2021-02-27,10.5993
2021-02-28,11.14413
2021-03-01,14.21495
2021-03-02,15.35413
2021-03-03,15.99801
2021-03-04,17.23625
2021-03-05,14.26448
2021-03-06,12.87766
2021-03-07,18.3259
2021-03-08,18.96978
2021-03-09,19.36602
2021-03-10,20.8519
2021-03-11,17.28578
2021-03-12,17.4839
2021-03-13,11.29271
2021-03-14,13.17483
2021-03-15,17.18672
2021-03-16,16.84001
2021-03-17,17.88013
2021-03-18,16.93907
2021-03-19,16.44378
2021-03-20,12.13472
2021-03-21,11.83754
2021-03-22,15.60178
2021-03-23,100.0
2021-03-24,25.75532
2021-03-25,17.78107
2021-03-26,14.26448
2021-03-27,11.29271
2021-03-28,12.87766
2021-03-29,13.96731
2021-03-30,15.75037
2021-03-31,17.92966
2021-04-01,16.74096
2021-04-02,16.59237
2021-04-03,10.94601
2021-04-04,12.18424
2021-04-05,15.45319
2021-04-06,13.81872
2021-04-07,14.75978
2021-04-08,14.66072
2021-04-09,13.52154
2021-04-10,15.35413
2021-04-11,12.48142
2021-04-12,17.8306
2021-04-13,19.41555
2021-04-14,17.43437
2021-04-15,16.59237
2021-04-16,17.28578
2021-04-17,11.63942
2021-04-18,14.71025
2021-04-19,14.01684
2021-04-20,15.15601
2021-04-21,14.21495
2021-04-22,52.84794
2021-04-23,14.11589
2021-04-24,10.20307
2021-04-25,10.5993
2021-04-26,14.90837
2021-04-27,15.3046
2021-04-28,15.3046
2021-04-29,16.09707
2021-04-30,14.01684
2021-05-01,11.78801
2021-05-02,10.30212
2021-05-03,12.82813
2021-05-04,12.92719
2021-05-05,11.04507
2021-05-06,14.31401
2021-05-07,12.82813
2021-05-08,11.73848
2021-05-09,11.34224
2021-05-10,18.07825
2021-05-11,16.04754
2021-05-12,14.21495
2021-05-13,14.31401
2021-05-14,12.23377
2021-05-15,10.74789
2021-05-16,10.84695
2021-05-17,15.35413
2021-05-18,13.57107
2021-05-19,12.03566
2021-05-20,13.91778
2021-05-21,13.76919
2021-05-22,9.95542
2021-05-23,11.19366
2021-05-24,14.71025
2021-05-25,16.39425
2021-05-26,16.09707
2021-05-27,17.63249
2021-05-28,17.73155
2021-05-29,11.34224
2021-05-30,9.90589
2021-05-31,14.11589
2021-06-01,18.42496
2021-06-02,14.31401
2021-06-03,14.90837
2021-06-04,14.41307
2021-06-05,10.2526
2021-06-06,11.24318
2021-06-07,14.41307
2021-06-08,16.39425
2021-06-09,15.89895
2021-06-10,13.6206
2021-06-11,14.41307
2021-06-12,9.7573
2021-06-13,9.11342
2021-06-14,12.48142
2021-06-15,15.15601
2021-06-16,15.3046
2021-06-17,19.21743
2021-06-18,15.50272
2021-06-19,8.51906
2021-06-20,10.99554
2021-06-21,14.16542
2021-06-22,14.36354
2021-06-23,13.71966
2021-06-24,14.56166
2021-06-25,12.82813
2021-06-26,8.22189
2021-06-27,10.40118
2021-06-28,10.89648
2021-06-29,13.86825
2021-06-30,12.63001
2021-07-01,11.9366
2021-07-02,13.02625
2021-07-03,8.71718
2021-07-04,10.2526
2021-07-05,13.37295
2021-07-06,13.71966
2021-07-07,13.47201
2021-07-08,20.65378
2021-07-09,12.33283
2021-07-10,10.40118
2021-07-11,9.7573
2021-07-12,12.48142
2021-07-13,13.42248
2021-07-14,13.6206
2021-07-15,14.56166
2021-07-16,12.18424
2021-07-17,9.06389
2021-07-18,8.81624
2021-07-19,11.63942
2021-07-20,13.17483
2021-07-21,12.58048
2021-07-22,12.08519
2021-07-23,12.33283
2021-07-24,7.77612
2021-07-25,7.62753
2021-07-26,12.48142
2021-07-27,12.08519
2021-07-28,11.4413
2021-07-29,12.03566
2021-07-30,9.90589
2021-07-31,7.28083
2021-08-01,7.42942
2021-08-02,14.75978
2021-08-03,14.06636
2021-08-04,13.1253
2021-08-05,11.4413
2021-08-06,11.34224
2021-08-07,25.35908
2021-08-08,9.31154
2021-08-09,13.07578
2021-08-10,13.81872
2021-08-11,12.97672
2021-08-12,11.83754
2021-08-13,12.33283
2021-08-14,9.55918
2021-08-15,9.16295
2021-08-16,12.87766
2021-08-17,14.06636
2021-08-18,15.84943
2021-08-19,13.86825
2021-08-20,12.7786
2021-08-21,10.5993
2021-08-22,8.61812
2021-08-23,14.80931
2021-08-24,15.50272
2021-08-25,15.05695
2021-08-26,16.1466
2021-08-27,14.66072
2021-08-28,10.5993
2021-08-29,9.21248
2021-08-30,14.80931
2021-08-31,18.02872
2021-09-01,17.97919
2021-09-02,17.03813
2021-09-03,16.04754
2021-09-04,11.68895
2021-09-05,14.95789
2021-09-06,19.51461
2021-09-07,17.8306
2021-09-08,18.02872
2021-09-09,15.75037
2021-09-10,13.02625
2021-09-11,12.48142
2021-09-12,11.29271
2021-09-13,14.85884
2021-09-14,20.40614
2021-09-15,14.80931
2021-09-16,13.96731
2021-09-17,11.63942
2021-09-18,7.72659
2021-09-19,8.02377
2021-09-20,7.578
2021-09-21,6.93412
2021-09-22,9.50965
2021-09-23,12.97672
2021-09-24,17.8306
2021-09-25,11.73848
2021-09-26,10.2526
2021-09-27,14.56166
2021-09-28,12.92719
2021-09-29,14.56166
2021-09-30,15.10648
2021-10-01,13.71966
2021-10-02,9.46012
2021-10-03,10.20307
2021-10-04,9.21248
2021-10-05,13.86825
2021-10-06,13.86825
2021-10-07,14.01684
2021-10-08,14.06636
2021-10-09,12.7786
2021-10-10,9.36106
2021-10-11,10.69836
2021-10-12,15.7999
2021-10-13,13.02625
2021-10-14,13.91778
2021-10-15,13.6206
2021-10-16,8.96483
2021-10-17,8.27142
2021-10-18,12.2833
2021-10-19,13.52154
2021-10-20,13.96731
2021-10-21,12.7786
2021-10-22,10.89648
2021-10-23,14.71025
2021-10-24,11.19366
2021-10-25,12.08519
2021-10-26,12.48142
2021-10-27,13.27389
2021-10-28,15.15601
2021-10-29,12.48142
2021-10-30,9.01436
2021-10-31,10.74789
2021-11-01,14.95789
2021-11-02,14.4626
2021-11-03,14.01684
2021-11-04,13.6206
2021-11-05,13.81872
2021-11-06,8.96483
2021-11-07,10.35165
2021-11-08,14.71025
2021-11-09,14.51213
2021-11-10,13.07578
2021-11-11,13.1253
2021-11-12,14.80931
2021-11-13,10.40118
2021-11-14,11.19366
2021-11-15,18.96978
2021-11-16,13.71966
2021-11-17,14.16542
2021-11-18,12.53095
2021-11-19,12.87766
2021-11-20,10.89648
2021-11-21,11.29271
2021-11-22,12.13472
2021-11-23,13.57107
2021-11-24,13.6206
2021-11-25,15.99801
2021-11-26,12.18424
2021-11-27,9.31154
2021-11-28,9.31154
2021-11-29,10.79742
2021-11-30,14.4626
2021-12-01,32.68945
2021-12-02,32.54086
2021-12-03,22.98167
2021-12-04,9.70777
2021-12-05,10.54977
2021-12-06,14.01684
2021-12-07,13.96731
2021-12-08,14.16542
2021-12-09,13.81872
2021-12-10,12.03566
2021-12-11,9.46012
2021-12-12,10.94601
2021-12-13,16.29519
2021-12-14,16.59237
2021-12-15,16.44378
2021-12-16,13.6206
2021-12-17,12.18424
2021-12-18,10.64883
2021-12-19,10.89648
2021-12-20,15.70084
2021-12-21,14.06636
2021-12-22,16.88954
2021-12-23,21.49578
2021-12-24,12.43189
2021-12-25,9.7573
2021-12-26,12.38236
2021-12-27,13.17483
2021-12-28,13.22436
2021-12-29,14.11589
2021-12-30,13.57107
2021-12-31,11.73848
2022-01-01,8.22189
2022-01-02,9.7573
2022-01-03,14.26448
2022-01-04,13.96731
2022-01-05,14.75978
2022-01-06,15.75037
2022-01-07,13.86825
2022-01-08,12.08519
2022-01-09,10.35165
2022-01-10,15.94848
2022-01-11,14.21495
2022-01-12,13.52154
2022-01-13,15.00742
2022-01-14,12.08519
2022-01-15,13.81872
2022-01-16,10.30212
2022-01-17,13.42248
2022-01-18,14.66072
2022-01-19,15.20554
2022-01-20,14.11589
2022-01-21,14.71025
2022-01-22,10.20307
2022-01-23,10.15354
2022-01-24,13.1253
2022-01-25,14.51213
2022-01-26,14.11589
2022-01-27,12.63001
2022-01-28,12.33283
2022-01-29,10.30212
2022-01-30,8.76671
2022-01-31,7.62753
2022-02-01,8.81624
2022-02-02,10.40118
2022-02-03,14.4626
2022-02-04,13.71966
2022-02-05,10.15354
2022-02-06,11.14413
2022-02-07,15.75037
2022-02-08,13.76919
2022-02-09,16.04754
2022-02-10,15.3046
2022-02-11,14.36354
2022-02-12,8.86577
2022-02-13,10.50024
2022-02-14,14.80931
2022-02-15,13.32342
2022-02-16,14.71025
2022-02-17,14.95789
2022-02-18,11.98613
2022-02-19,11.29271
2022-02-20,10.94601
2022-02-21,14.95789
2022-02-22,15.05695
2022-02-23,15.35413
2022-02-24,15.00742
2022-02-25,14.11589
2022-02-26,10.45071
2022-02-27,9.90589
2022-02-28,11.4413
2022-03-01,12.38236
2022-03-02,15.00742
2022-03-03,16.29519
2022-03-04,14.61119
2022-03-05,11.49083
2022-03-06,20.30708
2022-03-07,15.70084
2022-03-08,13.6206
2022-03-09,10.2526
2022-03-10,13.67013
2022-03-11,13.37295
2022-03-12,9.41059
2022-03-13,11.78801
2022-03-14,15.60178
2022-03-15,16.88954
2022-03-16,16.39425
2022-03-17,13.96731
2022-03-18,14.61119
2022-03-19,12.08519
2022-03-20,10.94601
2022-03-21,14.75978
2022-03-22,14.06636
2022-03-23,15.20554
2022-03-24,13.81872
2022-03-25,13.27389
2022-03-26,10.30212
2022-03-27,10.69836
2022-03-28,13.81872
2022-03-29,14.95789
2022-03-30,15.00742
2022-03-31,15.00742
2022-04-01,16.88954
2022-04-02,8.66765
2022-04-03,9.90589
2022-04-04,13.57107
2022-04-05,12.82813
2022-04-06,14.71025
2022-04-07,14.01684
2022-04-08,12.03566
2022-04-09,10.10401
2022-04-10,10.30212
2022-04-11,11.58989
2022-04-12,12.72907
2022-04-13,12.67954
2022-04-14,14.11589
2022-04-15,13.6206
2022-04-16,10.45071
2022-04-17,8.76671
2022-04-18,12.72907
2022-04-19,12.38236
2022-04-20,14.4626
2022-04-21,12.48142
2022-04-22,13.07578
2022-04-23,8.96483
2022-04-24,9.46012
2022-04-25,12.97672
2022-04-26,13.22436
2022-04-27,13.47201
2022-04-28,13.07578
2022-04-29,11.73848
2022-04-30,9.65824
2022-05-01,10.10401
2022-05-02,12.03566
2022-05-03,12.08519
2022-05-04,11.88707
2022-05-05,8.56859
2022-05-06,9.80683
2022-05-07,7.77612
2022-05-08,7.92471
2022-05-09,13.22436
2022-05-10,14.80931
2022-05-11,13.86825
2022-05-12,12.63001
2022-05-13,10.84695
2022-05-14,7.97424
2022-05-15,9.06389
2022-05-16,11.58989
2022-05-17,13.57107
2022-05-18,12.82813
2022-05-19,12.13472
2022-05-20,11.88707
2022-05-21,9.80683
2022-05-22,9.50965
2022-05-23,12.97672
2022-05-24,12.18424
2022-05-25,13.67013
2022-05-26,13.57107
2022-05-27,12.7786
2022-05-28,9.01436
2022-05-29,9.36106
2022-05-30,14.36354
2022-05-31,13.32342
2022-06-01,9.06389
2022-06-02,13.27389
2022-06-03,12.92719
2022-06-04,8.61812
2022-06-05,7.62753
2022-06-06,8.86577
2022-06-07,14.31401
2022-06-08,14.61119
2022-06-09,14.31401
2022-06-10,12.53095
2022-06-11,10.10401
2022-06-12,10.5993
2022-06-13,14.66072
2022-06-14,13.1253
2022-06-15,14.11589
2022-06-16,12.33283
2022-06-17,13.76919
2022-06-18,9.06389
2022-06-19,9.11342
2022-06-20,13.07578
2022-06-21,12.87766
2022-06-22,11.49083
2022-06-23,12.87766
2022-06-24,10.35165
2022-06-25,6.83506
2022-06-26,6.68647
2022-06-27,12.2833
2022-06-28,11.78801
2022-06-29,12.7786
2022-06-30,11.83754
2022-07-01,10.35165
2022-07-02,7.67706
2022-07-03,8.42
2022-07-04,10.54977
2022-07-05,13.32342
2022-07-06,13.86825
2022-07-07,11.73848
2022-07-08,12.58048
2022-07-09,9.06389
2022-07-10,9.46012
2022-07-11,12.72907
2022-07-12,13.6206
2022-07-13,12.87766
2022-07-14,14.56166
2022-07-15,12.03566
2022-07-16,7.92471
2022-07-17,8.37048
2022-07-18,13.1253
2022-07-19,12.63001
2022-07-20,13.02625
2022-07-21,10.30212
2022-07-22,11.9366
2022-07-23,8.71718
2022-07-24,8.02377
2022-07-25,12.92719
2022-07-26,11.68895
2022-07-27,12.82813
2022-07-28,10.79742
2022-07-29,10.20307
2022-07-30,8.0733
2022-07-31,6.88459
2022-08-01,9.90589
2022-08-02,10.50024
2022-08-03,11.63942
2022-08-04,11.63942
2022-08-05,10.15354
2022-08-06,8.02377
2022-08-07,8.42
2022-08-08,11.34224
2022-08-09,11.24318
2022-08-10,11.34224
2022-08-11,10.64883
2022-08-12,11.49083
2022-08-13,8.61812
2022-08-14,7.97424
2022-08-15,7.28083
2022-08-16,11.04507
2022-08-17,13.02625
2022-08-18,12.63001
2022-08-19,10.99554
2022-08-20,9.36106
2022-08-21,8.0733
2022-08-22,12.03566
2022-08-23,11.0946
2022-08-24,13.71966
2022-08-25,13.47201
2022-08-26,11.4413
2022-08-27,8.22189
2022-08-28,8.17236
2022-08-29,11.58989
2022-08-30,14.31401
2022-08-31,13.02625
2022-09-01,13.67013
2022-09-02,12.53095
2022-09-03,9.50965
2022-09-04,9.65824
2022-09-05,14.11589
2022-09-06,13.07578
2022-09-07,13.86825
2022-09-08,10.35165
2022-09-09,7.18177
2022-09-10,7.37989
2022-09-11,8.17236
2022-09-12,9.50965
2022-09-13,13.17483
2022-09-14,15.35413
2022-09-15,14.36354
2022-09-16,11.98613
2022-09-17,9.80683
2022-09-18,9.7573
2022-09-19,13.6206
2022-09-20,12.67954
2022-09-21,13.32342
2022-09-22,11.14413
2022-09-23,12.2833
2022-09-24,9.65824
2022-09-25,10.40118
2022-09-26,13.22436
2022-09-27,13.02625
2022-09-28,13.86825
2022-09-29,14.01684
2022-09-30,10.89648
2022-10-01,8.66765
2022-10-02,8.02377
2022-10-03,10.69836
2022-10-04,14.31401
2022-10-05,15.15601
2022-10-06,14.75978
2022-10-07,13.17483
2022-10-08,10.74789
2022-10-09,10.79742
2022-10-10,11.34224
2022-10-11,13.52154
2022-10-12,14.56166
2022-10-13,15.15601
2022-10-14,11.0946
2022-10-15,10.84695
2022-10-16,12.2833
2022-10-17,16.59237
2022-10-18,14.4626
2022-10-19,14.56166
2022-10-20,14.61119
2022-10-21,14.21495
2022-10-22,11.19366
2022-10-23,9.60871
2022-10-24,14.36354
2022-10-25,15.35413
2022-10-26,13.1253
2022-10-27,14.41307
2022-10-28,13.57107
2022-10-29,10.30212
2022-10-30,9.31154
2022-10-31,12.53095
2022-11-01,14.51213
2022-11-02,12.7786
2022-11-03,14.56166
2022-11-04,12.08519
2022-11-05,8.86577
2022-11-06,10.45071
2022-11-07,13.67013
2022-11-08,15.89895
2022-11-09,14.90837
2022-11-10,16.49331
2022-11-11,13.17483
2022-11-12,10.84695
2022-11-13,10.20307
2022-11-14,15.25507
2022-11-15,14.85884
2022-11-16,12.53095
2022-11-17,14.56166
2022-11-18,14.36354
2022-11-19,10.35165
2022-11-20,9.01436
2022-11-21,12.48142
2022-11-22,16.84001
2022-11-23,14.85884
2022-11-24,13.67013
2022-11-25,12.87766
2022-11-26,8.86577
2022-11-27,10.5993
2022-11-28,13.57107
2022-11-29,14.06636
2022-11-30,14.71025
2022-12-01,14.4626
2022-12-02,11.63942
2022-12-03,9.85636
2022-12-04,11.34224
2022-12-05,14.41307
2022-12-06,14.95789
2022-12-07,14.31401
2022-12-08,16.79049
2022-12-09,14.06636
2022-12-10,12.23377
2022-12-11,10.89648
2022-12-12,16.19613
2022-12-13,16.9886
2022-12-14,14.80931
2022-12-15,14.21495
2022-12-16,14.66072
2022-12-17,9.65824
2022-12-18,11.9366
2022-12-19,13.6206
2022-12-20,13.81872
2022-12-21,13.86825
2022-12-22,16.24566
2022-12-23,11.78801
2022-12-24,9.36106
2022-12-25,10.15354
2022-12-26,14.66072
2022-12-27,14.80931
2022-12-28,13.57107
2022-12-29,13.76919
2022-12-30,12.03566
2022-12-31,8.37048
2023-01-01,9.65824
2023-01-02,14.11589
2023-01-03,14.90837
2023-01-04,15.35413
2023-01-05,15.40366
2023-01-06,14.85884
2023-01-07,10.35165
2023-01-08,11.98613
2023-01-09,15.25507
2023-01-10,13.91778
2023-01-11,14.4626
2023-01-12,13.07578
2023-01-13,14.01684
2023-01-14,10.45071
2023-01-15,10.50024
2023-01-16,14.26448
2023-01-17,17.28578
2023-01-18,13.6206
2023-01-19,14.41307
2023-01-20,11.88707
2023-01-21,9.26201
2023-01-22,8.51906
2023-01-23,8.86577
2023-01-24,11.04507
2023-01-25,14.80931
2023-01-26,14.85884
2023-01-27,13.17483
2023-01-28,11.24318
2023-01-29,9.60871
2023-01-30,14.71025
2023-01-31,15.35413
2023-02-01,14.26448
2023-02-02,16.19613
2023-02-03,14.31401
2023-02-04,10.99554
2023-02-05,11.4413
2023-02-06,14.26448
2023-02-07,15.99801
2023-02-08,16.19613
2023-02-09,15.7999
2023-02-10,14.71025
2023-02-11,11.34224
2023-02-12,12.7786
2023-02-13,14.31401
2023-02-14,17.18672
2023-02-15,17.33531
2023-02-16,16.39425
2023-02-17,14.06636
2023-02-18,11.19366
2023-02-19,11.19366
2023-02-20,14.41307
2023-02-21,17.33531
2023-02-22,13.76919
2023-02-23,15.05695
2023-02-24,13.52154
2023-02-25,9.85636
2023-02-26,11.24318
2023-02-27,13.32342
2023-02-28,15.50272
2023-03-01,11.68895
2023-03-02,14.36354
2023-03-03,14.31401
2023-03-04,10.15354
2023-03-05,10.40118
2023-03-06,14.4626
2023-03-07,15.50272
2023-03-08,14.21495
2023-03-09,15.84943
2023-03-10,15.10648
2023-03-11,10.69836
2023-03-12,11.0946
2023-03-13,14.11589
2023-03-14,16.84001
2023-03-15,13.27389
2023-03-16,15.65131
2023-03-17,16.04754
2023-03-18,10.15354
2023-03-19,10.74789
2023-03-20,16.09707
2023-03-21,14.06636
2023-03-22,19.41555
2023-03-23,17.38484
2023-03-24,13.86825
2023-03-25,9.95542
2023-03-26,11.83754
2023-03-27,14.95789
2023-03-28,15.35413
2023-03-29,14.06636
2023-03-30,15.50272
2023-03-31,13.6206
2023-04-01,10.89648
2023-04-02,10.64883
2023-04-03,13.32342
2023-04-04,15.7999
2023-04-05,14.36354
2023-04-06,15.10648
2023-04-07,13.81872
2023-04-08,11.34224
2023-04-09,10.79742
2023-04-10,14.31401
2023-04-11,14.61119
2023-04-12,16.1466
2023-04-13,15.40366
2023-04-14,14.75978
2023-04-15,11.14413
2023-04-16,11.24318
2023-04-17,13.42248
2023-04-18,16.24566
2023-04-19,16.29519
2023-04-20,15.3046
2023-04-21,17.33531
2023-04-22,11.0946
2023-04-23,9.60871
2023-04-24,15.60178
2023-04-25,14.90837
2023-04-26,13.86825
2023-04-27,15.25507
2023-04-28,14.21495
2023-04-29,10.64883
2023-04-30,9.85636
2023-05-01,10.35165
2023-05-02,15.20554
2023-05-03,16.04754
2023-05-04,13.57107
2023-05-05,9.65824
2023-05-06,9.16295
2023-05-07,10.84695
2023-05-08,14.75978
2023-05-09,15.35413
2023-05-10,12.58048
2023-05-11,12.67954
2023-05-12,12.92719
2023-05-13,10.5993
2023-05-14,10.2526
2023-05-15,14.11589
2023-05-16,14.61119
2023-05-17,15.84943
2023-05-18,13.86825
2023-05-19,14.4626
2023-05-20,10.05448
2023-05-21,9.7573
2023-05-22,13.22436
2023-05-23,15.20554
2023-05-24,15.05695
2023-05-25,15.94848
2023-05-26,11.63942
2023-05-27,9.26201
2023-05-28,17.97919
2023-05-29,14.80931
