date,사물인터넷
2020-03-20,33.8166
2020-03-21,26.82131
2020-03-22,28.95976
2020-03-23,42.04421
2020-03-24,44.21891
2020-03-25,39.57955
2020-03-26,46.35737
2020-03-27,43.2403
2020-03-28,29.28597
2020-03-29,31.09822
2020-03-30,38.23849
2020-03-31,35.91881
2020-04-01,30.69952
2020-04-02,31.78687
2020-04-03,31.60565
2020-04-04,22.61689
2020-04-05,25.55273
2020-04-06,26.20514
2020-04-07,32.43928
2020-04-08,28.85103
2020-04-09,39.43457
2020-04-10,43.2403
2020-04-11,18.1225
2020-04-12,26.38637
2020-04-13,46.28488
2020-04-14,42.80536
2020-04-15,25.33526
2020-04-16,79.30409
2020-04-17,84.99456
2020-04-18,24.03044
2020-04-19,30.91699
2020-04-20,82.38492
2020-04-21,100.0
2020-04-22,85.86444
2020-04-23,88.76404
2020-04-24,50.12685
2020-04-25,22.47191
2020-04-26,25.33526
2020-04-27,55.78108
2020-04-28,59.29684
2020-04-29,57.73831
2020-04-30,28.70605
2020-05-01,40.23196
2020-05-02,23.05183
2020-05-03,23.2693
2020-05-04,42.00797
2020-05-05,23.12432
2020-05-06,51.50416
2020-05-07,51.75788
2020-05-08,42.5154
2020-05-09,24.21167
2020-05-10,30.88075
2020-05-11,43.38528
2020-05-12,48.42334
2020-05-13,47.11852
2020-05-14,55.27364
2020-05-15,44.58137
2020-05-16,19.64479
2020-05-17,26.13265
2020-05-18,42.37042
2020-05-19,46.68358
2020-05-20,42.8416
2020-05-21,45.66872
2020-05-22,41.0656
2020-05-23,22.36317
2020-05-24,28.56107
2020-05-25,42.08046
2020-05-26,42.26168
2020-05-27,41.46429
2020-05-28,38.45596
2020-05-29,31.75063
2020-05-30,22.90685
2020-05-31,36.13628
2020-06-01,42.80536
2020-06-02,52.41029
2020-06-03,38.23849
2020-06-04,39.03588
2020-06-05,32.00434
2020-06-06,18.33997
2020-06-07,27.87241
2020-06-08,37.80355
2020-06-09,40.81188
2020-06-10,36.10003
2020-06-11,39.2171
2020-06-12,31.89561
2020-06-13,19.64479
2020-06-14,28.08988
2020-06-15,36.42624
2020-06-16,40.3407
2020-06-17,41.64552
2020-06-18,39.54331
2020-06-19,36.3175
2020-06-20,23.9942
2020-06-21,36.7162
2020-06-22,54.15005
2020-06-23,52.12033
2020-06-24,49.58318
2020-06-25,49.14824
2020-06-26,42.29793
2020-06-27,23.19681
2020-06-28,27.00253
2020-06-29,49.58318
2020-06-30,46.10366
2020-07-01,42.66038
2020-07-02,37.94853
2020-07-03,30.15585
2020-07-04,16.70895
2020-07-05,22.5444
2020-07-06,36.78869
2020-07-07,34.1428
2020-07-08,35.33889
2020-07-09,35.30264
2020-07-10,29.10474
2020-07-11,15.73033
2020-07-12,19.5723
2020-07-13,36.49873
2020-07-14,37.4411
2020-07-15,36.24501
2020-07-16,32.58426
2020-07-17,26.42261
2020-07-18,12.722
2020-07-19,19.60855
2020-07-20,30.73577
2020-07-21,26.35012
2020-07-22,22.79811
2020-07-23,24.24791
2020-07-24,22.76187
2020-07-25,12.10583
2020-07-26,15.98405
2020-07-27,23.84922
2020-07-28,27.69119
2020-07-29,26.20514
2020-07-30,24.13918
2020-07-31,22.43566
2020-08-01,10.90974
2020-08-02,14.38927
2020-08-03,23.48677
2020-08-04,24.17542
2020-08-05,22.58064
2020-08-06,25.0453
2020-08-07,25.00906
2020-08-08,13.26567
2020-08-09,16.6727
2020-08-10,26.38637
2020-08-11,25.40775
2020-08-12,27.9449
2020-08-13,22.58064
2020-08-14,19.5723
2020-08-15,9.27872
2020-08-16,10.69227
2020-08-17,14.60674
2020-08-18,19.35483
2020-08-19,20.47843
2020-08-20,19.10112
2020-08-21,17.65132
2020-08-22,11.05472
2020-08-23,15.65784
2020-08-24,23.81297
2020-08-25,23.88546
2020-08-26,26.09641
2020-08-27,29.53968
2020-08-28,28.48858
2020-08-29,13.41065
2020-08-30,18.91989
2020-08-31,37.29612
2020-09-01,42.1167
2020-09-02,40.6669
2020-09-03,48.49583
2020-09-04,37.62232
2020-09-05,19.53606
2020-09-06,23.84922
2020-09-07,52.88147
2020-09-08,50.1631
2020-09-09,49.4382
2020-09-10,47.00978
2020-09-11,44.03769
2020-09-12,22.83436
2020-09-13,34.39652
2020-09-14,48.85828
2020-09-15,44.83508
2020-09-16,42.95034
2020-09-17,37.7673
2020-09-18,38.27473
2020-09-19,24.3204
2020-09-20,29.10474
2020-09-21,43.63899
2020-09-22,50.01812
2020-09-23,48.24211
2020-09-24,40.52192
2020-09-25,37.29612
2020-09-26,21.23957
2020-09-27,28.95976
2020-09-28,43.13156
2020-09-29,37.58608
2020-09-30,14.02682
2020-10-01,10.4748
2020-10-02,13.55563
2020-10-03,14.24429
2020-10-04,21.63827
2020-10-05,42.18919
2020-10-06,44.36389
2020-10-07,38.38347
2020-10-08,31.02573
2020-10-09,18.59369
2020-10-10,18.30373
2020-10-11,23.77673
2020-10-12,41.53678
2020-10-13,34.43276
2020-10-14,32.25806
2020-10-15,34.17905
2020-10-16,30.33707
2020-10-17,17.76005
2020-10-18,22.97934
2020-10-19,35.44762
2020-10-20,36.78869
2020-10-21,42.29793
2020-10-22,41.13809
2020-10-23,35.52011
2020-10-24,23.2693
2020-10-25,26.45886
2020-10-26,41.17433
2020-10-27,37.65857
2020-10-28,40.6669
2020-10-29,40.59441
2020-10-30,34.97644
2020-10-31,20.87712
2020-11-01,25.11779
2020-11-02,36.06379
2020-11-03,34.57774
2020-11-04,31.93185
2020-11-05,34.28778
2020-11-06,28.56107
2020-11-07,17.10764
2020-11-08,25.19028
2020-11-09,39.57955
2020-11-10,37.07865
2020-11-11,38.05726
2020-11-12,40.59441
2020-11-13,29.75715
2020-11-14,19.93475
2020-11-15,27.9449
2020-11-16,41.97172
2020-11-17,36.7162
2020-11-18,31.82312
2020-11-19,36.42624
2020-11-20,33.16418
2020-11-21,21.52953
2020-11-22,28.37984
2020-11-23,34.57774
2020-11-24,35.08517
2020-11-25,28.05364
2020-11-26,32.83798
2020-11-27,29.82964
2020-11-28,18.48495
2020-11-29,22.43566
2020-11-30,34.5415
2020-12-01,30.62703
2020-12-02,29.50344
2020-12-03,29.32221
2020-12-04,38.67343
2020-12-05,23.12432
2020-12-06,29.3947
2020-12-07,38.81841
2020-12-08,45.95868
2020-12-09,46.35737
2020-12-10,43.42152
2020-12-11,38.60094
2020-12-12,25.26277
2020-12-13,30.69952
2020-12-14,36.96991
2020-12-15,35.88256
2020-12-16,34.25154
2020-12-17,39.07212
2020-12-18,37.29612
2020-12-19,18.30373
2020-12-20,23.19681
2020-12-21,31.38818
2020-12-22,33.88909
2020-12-23,27.18376
2020-12-24,23.5955
2020-12-25,9.45994
2020-12-26,12.10583
2020-12-27,16.78144
2020-12-28,26.93004
2020-12-29,26.42261
2020-12-30,27.9449
2020-12-31,24.90032
2021-01-01,12.54077
2021-01-02,12.21457
2021-01-03,17.0714
2021-01-04,24.3204
2021-01-05,27.69119
2021-01-06,26.74882
2021-01-07,25.95143
2021-01-08,22.18194
2021-01-09,13.37441
2021-01-10,18.01377
2021-01-11,23.37803
2021-01-12,21.05835
2021-01-13,19.60855
2021-01-14,18.19499
2021-01-15,18.05001
2021-01-16,11.56216
2021-01-17,12.79449
2021-01-18,18.01377
2021-01-19,18.23124
2021-01-20,18.41246
2021-01-21,17.76005
2021-01-22,18.23124
2021-01-23,12.90322
2021-01-24,13.22943
2021-01-25,15.18666
2021-01-26,18.30373
2021-01-27,17.50634
2021-01-28,19.5723
2021-01-29,14.46176
2021-01-30,11.01848
2021-01-31,11.5984
2021-02-01,17.10764
2021-02-02,18.1225
2021-02-03,16.63646
2021-02-04,16.74519
2021-02-05,13.62812
2021-02-06,9.64117
2021-02-07,11.2722
2021-02-08,21.52953
2021-02-09,13.95433
2021-02-10,12.35955
2021-02-11,10.00362
2021-02-12,8.04639
2021-02-13,9.4237
2021-02-14,10.61978
2021-02-15,17.61507
2021-02-16,20.47843
2021-02-17,17.90503
2021-02-18,15.36788
2021-02-19,13.91808
2021-02-20,9.38745
2021-02-21,11.9971
2021-02-22,13.26567
2021-02-23,15.91156
2021-02-24,15.58535
2021-02-25,14.8967
2021-02-26,12.39579
2021-02-27,7.9739
2021-02-28,9.64117
2021-03-01,14.71547
2021-03-02,25.29902
2021-03-03,34.68648
2021-03-04,36.24501
2021-03-05,29.86589
2021-03-06,14.60674
2021-03-07,25.0453
2021-03-08,48.74954
2021-03-09,63.13881
2021-03-10,59.69554
2021-03-11,62.63138
2021-03-12,51.17796
2021-03-13,21.16708
2021-03-14,30.69952
2021-03-15,61.07285
2021-03-16,65.89343
2021-03-17,55.16491
2021-03-18,52.88147
2021-03-19,41.3918
2021-03-20,20.18847
2021-03-21,35.9913
2021-03-22,54.29503
2021-03-23,50.01812
2021-03-24,49.36571
2021-03-25,55.2374
2021-03-26,47.2635
2021-03-27,20.00724
2021-03-28,29.14099
2021-03-29,44.58137
2021-03-30,56.65096
2021-03-31,49.72816
2021-04-01,52.08408
2021-04-02,41.28307
2021-04-03,21.67451
2021-04-04,27.40123
2021-04-05,45.48749
2021-04-06,48.78579
2021-04-07,46.57484
2021-04-08,52.48278
2021-04-09,42.15295
2021-04-10,23.77673
2021-04-11,32.04059
2021-04-12,50.34432
2021-04-13,46.35737
2021-04-14,41.68176
2021-04-15,44.50888
2021-04-16,37.11489
2021-04-17,21.747
2021-04-18,25.08155
2021-04-19,48.02464
2021-04-20,48.85828
2021-04-21,51.14171
2021-04-22,47.80717
2021-04-23,34.65023
2021-04-24,21.0221
2021-04-25,25.33526
2021-04-26,39.39833
2021-04-27,38.20224
2021-04-28,34.25154
2021-04-29,30.59079
2021-04-30,26.56759
2021-05-01,13.55563
2021-05-02,18.99238
2021-05-03,32.54802
2021-05-04,26.20514
2021-05-05,15.73033
2021-05-06,28.08988
2021-05-07,29.03225
2021-05-08,16.41899
2021-05-09,26.4951
2021-05-10,41.86299
2021-05-11,37.65857
2021-05-12,41.21058
2021-05-13,42.76911
2021-05-14,34.07031
2021-05-15,20.87712
2021-05-16,27.6187
2021-05-17,44.18267
2021-05-18,34.36027
2021-05-19,22.90685
2021-05-20,39.36208
2021-05-21,36.96991
2021-05-22,20.6959
2021-05-23,29.97462
2021-05-24,45.92243
2021-05-25,47.69844
2021-05-26,46.5386
2021-05-27,42.40666
2021-05-28,30.95324
2021-05-29,19.49981
2021-05-30,32.58426
2021-05-31,42.04421
2021-06-01,40.26821
2021-06-02,36.13628
2021-06-03,32.54802
2021-06-04,35.15766
2021-06-05,24.64661
2021-06-06,31.75063
2021-06-07,39.47082
2021-06-08,41.82674
2021-06-09,38.99963
2021-06-10,41.46429
2021-06-11,40.73939
2021-06-12,18.41246
2021-06-13,28.16237
2021-06-14,39.47082
2021-06-15,41.7905
2021-06-16,35.33889
2021-06-17,34.39652
2021-06-18,31.64189
2021-06-19,14.67923
2021-06-20,15.29539
2021-06-21,25.73396
2021-06-22,29.28597
2021-06-23,22.94309
2021-06-24,24.90032
2021-06-25,22.36317
2021-06-26,12.21457
2021-06-27,13.41065
2021-06-28,19.82602
2021-06-29,20.76839
2021-06-30,18.41246
2021-07-01,18.33997
2021-07-02,17.65132
2021-07-03,10.98223
2021-07-04,14.38927
2021-07-05,25.95143
2021-07-06,27.32874
2021-07-07,34.25154
2021-07-08,38.38347
2021-07-09,33.56288
2021-07-10,14.53425
2021-07-11,22.21819
2021-07-12,39.86951
2021-07-13,37.47734
2021-07-14,36.20877
2021-07-15,31.46067
2021-07-16,20.55092
2021-07-17,12.46828
2021-07-18,14.53425
2021-07-19,21.71076
2021-07-20,18.05001
2021-07-21,17.21638
2021-07-22,15.18666
2021-07-23,15.11417
2021-07-24,10.1486
2021-07-25,11.12722
2021-07-26,15.54911
2021-07-27,15.04168
2021-07-28,14.8967
2021-07-29,14.86045
2021-07-30,11.09097
2021-07-31,8.98876
2021-08-01,10.40231
2021-08-02,13.48314
2021-08-03,13.7731
2021-08-04,14.38927
2021-08-05,15.36788
2021-08-06,12.75824
2021-08-07,9.67741
2021-08-08,11.70714
2021-08-09,15.54911
2021-08-10,14.498
2021-08-11,16.3465
2021-08-12,15.00543
2021-08-13,13.48314
2021-08-14,8.3001
2021-08-15,10.98223
2021-08-16,13.62812
2021-08-17,21.4208
2021-08-18,23.2693
2021-08-19,27.83617
2021-08-20,25.73396
2021-08-21,10.29358
2021-08-22,12.43204
2021-08-23,32.43928
2021-08-24,37.33236
2021-08-25,33.45415
2021-08-26,38.27473
2021-08-27,26.42261
2021-08-28,12.54077
2021-08-29,16.52772
2021-08-30,34.94019
2021-08-31,27.87241
2021-09-01,31.31569
2021-09-02,35.62885
2021-09-03,33.49039
2021-09-04,14.71547
