date,코인물타기계산기
2021-11-28,24.01242
2021-11-29,22.96894
2021-11-30,22.83229
2021-12-01,23.18012
2021-12-02,25.82608
2021-12-03,20.03726
2021-12-04,68.85714
2021-12-05,32.77018
2021-12-06,60.40993
2021-12-07,34.45962
2021-12-08,27.75155
2021-12-09,24.6708
2021-12-10,31.46583
2021-12-11,20.60869
2021-12-12,15.57763
2021-12-13,24.74534
2021-12-14,45.15527
2021-12-15,24.62111
2021-12-16,25.44099
2021-12-17,19.80124
2021-12-18,16.16149
2021-12-19,13.04347
2021-12-20,24.79503
2021-12-21,19.0559
2021-12-22,16.79503
2021-12-23,18.57142
2021-12-24,18.70807
2021-12-25,11.7267
2021-12-26,11.88819
2021-12-27,16.83229
2021-12-28,17.62732
2021-12-29,23.63975
2021-12-30,20.28571
2021-12-31,12.85714
2022-01-01,9.77639
2022-01-02,12.74534
2022-01-03,16.27329
2022-01-04,19.86335
2022-01-05,16.4472
2022-01-06,40.38509
2022-01-07,28.29813
2022-01-08,18.70807
2022-01-09,23.62732
2022-01-10,39.00621
2022-01-11,34.99378
2022-01-12,22.80745
2022-01-13,17.60248
2022-01-14,19.40372
2022-01-15,14.49689
2022-01-16,12.48447
2022-01-17,16.59627
2022-01-18,22.43478
2022-01-19,22.73291
2022-01-20,18.7826
2022-01-21,36.02484
2022-01-22,60.19875
2022-01-23,30.3354
2022-01-24,45.2795
2022-01-25,30.96894
2022-01-26,27.66459
2022-01-27,25.82608
2022-01-28,21.42857
2022-01-29,19.59006
2022-01-30,12.45962
2022-01-31,10.80745
2022-02-01,11.62732
2022-02-02,12.70807
2022-02-03,21.0559
2022-02-04,18.54658
2022-02-05,25.68944
2022-02-06,19.80124
2022-02-07,26.08695
2022-02-08,30.94409
2022-02-09,19.91304
2022-02-10,20.80745
2022-02-11,18.60869
2022-02-12,21.95031
2022-02-13,13.0559
2022-02-14,20.1118
2022-02-15,15.2795
2022-02-16,14.0
2022-02-17,14.74534
2022-02-18,18.80745
2022-02-19,17.2795
2022-02-20,21.25465
2022-02-21,21.03105
2022-02-22,36.73291
2022-02-23,18.29813
2022-02-24,41.66459
2022-02-25,22.3354
2022-02-26,15.87577
2022-02-27,12.65838
2022-02-28,16.13664
2022-03-01,19.52795
2022-03-02,17.6149
2022-03-03,13.37888
2022-03-04,15.32919
2022-03-05,14.06211
2022-03-06,10.23602
2022-03-07,17.35403
2022-03-08,14.21118
2022-03-09,10.72049
2022-03-10,16.04968
2022-03-11,14.45962
2022-03-12,10.1118
2022-03-13,9.49068
2022-03-14,15.30434
2022-03-15,14.47204
2022-03-16,12.42236
2022-03-17,12.84472
2022-03-18,12.37267
2022-03-19,13.49068
2022-03-20,14.91925
2022-03-21,16.559
2022-03-22,20.3354
2022-03-23,19.8385
2022-03-24,20.7826
2022-03-25,20.86956
2022-03-26,11.87577
2022-03-27,18.95652
2022-03-28,28.86956
2022-03-29,24.58385
2022-03-30,22.88198
2022-03-31,27.90062
2022-04-01,21.60248
2022-04-02,19.52795
2022-04-03,18.48447
2022-04-04,20.1118
2022-04-05,19.67701
2022-04-06,25.78881
2022-04-07,22.53416
2022-04-08,14.83229
2022-04-09,11.98757
2022-04-10,8.77018
2022-04-11,23.14285
2022-04-12,23.24223
2022-04-13,14.53416
2022-04-14,12.45962
2022-04-15,13.04347
2022-04-16,8.23602
2022-04-17,6.45962
2022-04-18,18.99378
2022-04-19,11.49068
2022-04-20,11.0559
2022-04-21,12.93167
2022-04-22,13.54037
2022-04-23,10.70807
2022-04-24,8.90683
2022-04-25,23.60248
2022-04-26,14.57142
2022-04-27,20.559
2022-04-28,13.80124
2022-04-29,16.0
2022-04-30,15.31677
2022-05-01,27.00621
2022-05-02,16.43478
2022-05-03,14.1118
2022-05-04,13.00621
2022-05-05,12.73291
2022-05-06,17.86335
2022-05-07,8.98136
2022-05-08,15.81366
2022-05-09,27.76397
2022-05-10,41.26708
2022-05-11,47.82608
2022-05-12,83.7267
2022-05-13,47.81366
2022-05-14,24.03726
2022-05-15,17.30434
2022-05-16,19.93788
2022-05-17,17.46583
2022-05-18,16.94409
2022-05-19,22.63354
2022-05-20,14.28571
2022-05-21,12.19875
2022-05-22,12.14906
2022-05-23,16.0
2022-05-24,16.60869
2022-05-25,16.85714
2022-05-26,20.57142
2022-05-27,18.08695
2022-05-28,10.23602
2022-05-29,9.85093
2022-05-30,14.34782
2022-05-31,19.00621
2022-06-01,15.98757
2022-06-02,16.36024
2022-06-03,13.34161
2022-06-04,9.49068
2022-06-05,7.96273
2022-06-06,10.77018
2022-06-07,12.8944
2022-06-08,12.49689
2022-06-09,11.52795
2022-06-10,13.62732
2022-06-11,14.91925
2022-06-12,27.91304
2022-06-13,41.97515
2022-06-14,34.36024
2022-06-15,23.55279
2022-06-16,20.98136
2022-06-17,14.48447
2022-06-18,12.26086
2022-06-19,14.99378
2022-06-20,16.01242
2022-06-21,16.42236
2022-06-22,12.90683
2022-06-23,12.18633
2022-06-24,14.16149
2022-06-25,9.52795
2022-06-26,8.81987
2022-06-27,10.6708
2022-06-28,11.66459
2022-06-29,11.51552
2022-06-30,14.77018
2022-07-01,10.63354
2022-07-02,7.98757
2022-07-03,7.15527
2022-07-04,8.95652
2022-07-05,9.25465
2022-07-06,8.73291
2022-07-07,8.72049
2022-07-08,9.45341
2022-07-09,6.86956
2022-07-10,6.81987
2022-07-11,8.90683
2022-07-12,10.12422
2022-07-13,9.66459
2022-07-14,8.06211
2022-07-15,8.80745
2022-07-16,5.37888
2022-07-17,7.30434
2022-07-18,13.13043
2022-07-19,14.13664
2022-07-20,16.559
2022-07-21,11.19254
2022-07-22,10.72049
2022-07-23,6.99378
2022-07-24,5.90062
2022-07-25,9.54037
2022-07-26,10.62111
2022-07-27,7.70186
2022-07-28,12.93167
2022-07-29,17.45341
2022-07-30,9.76397
2022-07-31,9.65217
2022-08-01,13.96273
2022-08-02,12.81987
2022-08-03,9.97515
2022-08-04,9.54037
2022-08-05,10.79503
2022-08-06,9.46583
2022-08-07,5.47826
2022-08-08,11.26708
2022-08-09,9.76397
2022-08-10,11.22981
2022-08-11,13.11801
2022-08-12,11.86335
2022-08-13,10.59627
2022-08-14,9.37888
2022-08-15,8.84472
2022-08-16,10.02484
2022-08-17,10.93167
2022-08-18,9.3913
2022-08-19,17.13043
2022-08-20,9.93788
2022-08-21,6.93167
2022-08-22,9.77639
2022-08-23,9.57763
2022-08-24,8.12422
2022-08-25,8.54658
2022-08-26,7.8385
2022-08-27,10.21118
2022-08-28,6.95652
2022-08-29,10.60869
2022-08-30,7.29192
2022-08-31,7.03105
2022-09-01,7.01863
2022-09-02,6.2236
2022-09-03,4.52173
2022-09-04,5.3913
2022-09-05,6.54658
2022-09-06,7.98757
2022-09-07,11.08074
2022-09-08,7.56521
2022-09-09,7.14285
2022-09-10,4.88198
2022-09-11,4.98136
2022-09-12,6.57142
2022-09-13,9.52795
2022-09-14,10.26086
2022-09-15,8.01242
2022-09-16,8.59627
2022-09-17,5.97515
2022-09-18,5.80124
2022-09-19,16.54658
2022-09-20,8.62111
2022-09-21,9.56521
2022-09-22,10.7826
2022-09-23,12.42236
2022-09-24,6.54658
2022-09-25,5.20496
2022-09-26,8.37267
2022-09-27,6.69565
2022-09-28,8.23602
2022-09-29,7.57763
2022-09-30,7.10559
2022-10-01,3.52795
2022-10-02,3.71428
2022-10-03,3.56521
2022-10-04,4.06211
2022-10-05,4.12422
2022-10-06,2.99378
2022-10-07,3.70186
2022-10-08,3.42857
2022-10-09,2.6708
2022-10-10,3.1677
2022-10-11,6.91925
2022-10-12,4.4472
2022-10-13,9.01863
2022-10-14,5.56521
2022-10-15,3.92546
2022-10-16,2.48447
2022-10-17,3.70186
2022-10-18,3.78881
2022-10-19,4.09937
2022-10-20,4.1118
2022-10-21,4.7826
2022-10-22,2.63354
2022-10-23,2.59627
2022-10-24,3.45341
2022-10-25,4.6708
2022-10-26,4.53416
2022-10-27,5.59006
2022-10-28,4.99378
2022-10-29,5.87577
2022-10-30,7.49068
2022-10-31,5.63975
2022-11-01,6.72049
2022-11-02,6.17391
2022-11-03,5.45341
2022-11-04,5.96273
2022-11-05,4.39751
2022-11-06,3.13043
2022-11-07,4.36024
2022-11-08,7.73913
2022-11-09,18.75776
2022-11-10,20.31055
2022-11-11,9.0559
2022-11-12,6.72049
2022-11-13,7.88819
2022-11-14,12.85714
2022-11-15,6.95652
2022-11-16,5.5031
2022-11-17,4.48447
2022-11-18,4.37267
2022-11-19,3.73913
2022-11-20,4.16149
2022-11-21,6.70807
2022-11-22,5.55279
2022-11-23,5.32919
2022-11-24,5.42857
2022-11-25,5.24223
2022-11-26,3.18012
2022-11-27,3.47826
2022-11-28,3.96273
2022-11-29,3.3913
2022-11-30,3.08074
2022-12-01,2.70807
2022-12-02,2.98136
2022-12-03,2.04968
2022-12-04,2.79503
2022-12-05,3.63975
2022-12-06,3.36645
2022-12-07,4.52173
2022-12-08,4.69565
2022-12-09,3.71428
2022-12-10,2.83229
2022-12-11,3.14285
2022-12-12,5.18012
2022-12-13,4.68322
2022-12-14,3.01863
2022-12-15,3.67701
2022-12-16,4.1118
2022-12-17,6.40993
2022-12-18,3.21739
2022-12-19,4.0
2022-12-20,6.07453
2022-12-21,4.39751
2022-12-22,2.91925
2022-12-23,2.85714
2022-12-24,1.47826
2022-12-25,1.82608
2022-12-26,3.08074
2022-12-27,3.09316
2022-12-28,5.32919
2022-12-29,4.57142
2022-12-30,4.12422
2022-12-31,2.48447
2023-01-01,1.71428
2023-01-02,3.15527
2023-01-03,2.74534
2023-01-04,3.42857
2023-01-05,3.06832
2023-01-06,2.3354
2023-01-07,1.92546
2023-01-08,2.01242
2023-01-09,4.45962
2023-01-10,3.63975
2023-01-11,3.31677
2023-01-12,3.77639
2023-01-13,4.24844
2023-01-14,9.0559
2023-01-15,6.01242
2023-01-16,6.3354
2023-01-17,4.62111
2023-01-18,4.3354
2023-01-19,4.60869
2023-01-20,3.3913
2023-01-21,5.6149
2023-01-22,3.65217
2023-01-23,4.75776
2023-01-24,6.54658
2023-01-25,6.84472
2023-01-26,5.76397
2023-01-27,4.85714
2023-01-28,4.29813
2023-01-29,3.20496
2023-01-30,4.79503
2023-01-31,4.59627
2023-02-01,3.68944
2023-02-02,5.3913
2023-02-03,4.8944
2023-02-04,4.64596
2023-02-05,5.10559
2023-02-06,4.88198
2023-02-07,4.53416
2023-02-08,6.34782
2023-02-09,5.31677
2023-02-10,7.08074
2023-02-11,3.08074
2023-02-12,2.27329
2023-02-13,5.10559
2023-02-14,3.54037
2023-02-15,3.73913
2023-02-16,6.17391
2023-02-17,4.42236
2023-02-18,3.80124
2023-02-19,3.6149
2023-02-20,7.24223
2023-02-21,7.78881
2023-02-22,5.5031
2023-02-23,4.43478
2023-02-24,5.10559
2023-02-25,4.42236
2023-02-26,2.91925
2023-02-27,4.29813
2023-02-28,3.29192
2023-03-01,2.64596
2023-03-02,5.0559
2023-03-03,6.47204
2023-03-04,2.8944
2023-03-05,3.42857
2023-03-06,4.29813
2023-03-07,3.49068
2023-03-08,5.66459
2023-03-09,5.11801
2023-03-10,8.43478
2023-03-11,3.47826
2023-03-12,2.69565
2023-03-13,4.74534
2023-03-14,5.11801
2023-03-15,4.74534
2023-03-16,4.23602
2023-03-17,3.93788
2023-03-18,3.93788
2023-03-19,3.47826
2023-03-20,4.98136
2023-03-21,5.14285
2023-03-22,4.75776
2023-03-23,4.08695
2023-03-24,3.56521
2023-03-25,3.11801
2023-03-26,2.62111
2023-03-27,4.2236
2023-03-28,5.81366
2023-03-29,6.54658
2023-03-30,5.31677
2023-03-31,4.91925
2023-04-01,3.86335
2023-04-02,3.63975
2023-04-03,3.73913
2023-04-04,5.5031
2023-04-05,5.6149
2023-04-06,6.48447
2023-04-07,3.93788
2023-04-08,3.14285
2023-04-09,2.68322
2023-04-10,3.63975
2023-04-11,4.06211
2023-04-12,4.93167
2023-04-13,4.57142
2023-04-14,5.56521
2023-04-15,3.22981
2023-04-16,2.69565
2023-04-17,3.55279
2023-04-18,3.87577
2023-04-19,4.13664
2023-04-20,4.26086
2023-04-21,4.86956
2023-04-22,4.90683
2023-04-23,2.06211
2023-04-24,3.93788
2023-04-25,3.96273
2023-04-26,3.1677
2023-04-27,3.04347
2023-04-28,2.64596
2023-04-29,1.98757
2023-04-30,1.46583
2023-05-01,2.16149
2023-05-02,2.77018
2023-05-03,2.60869
2023-05-04,2.19875
2023-05-05,1.63975
2023-05-06,1.67701
2023-05-07,2.12422
2023-05-08,4.74534
2023-05-09,5.00621
2023-05-10,4.02484
2023-05-11,3.10559
2023-05-12,5.09316
2023-05-13,1.96273
2023-05-14,1.24223
2023-05-15,2.4472
2023-05-16,1.97515
2023-05-17,2.29813
2023-05-18,2.12422
2023-05-19,1.98757
2023-05-20,1.01863
2023-05-21,1.0559
2023-05-22,2.49689
2023-05-23,2.24844
2023-05-24,2.28571
2023-05-25,3.2795
2023-05-26,2.02484
2023-05-27,1.0559
2023-05-28,1.63975
2023-05-29,1.49068
2023-05-30,2.01242
2023-05-31,2.75776
2023-06-01,2.13664
2023-06-02,1.85093
2023-06-03,1.25465
2023-06-04,1.2795
2023-06-05,2.09937
2023-06-06,5.03105
2023-06-07,2.83229
2023-06-08,4.17391
2023-06-09,2.95652
2023-06-10,8.21118
2023-06-11,3.8385
2023-06-12,4.02484
2023-06-13,3.25465
2023-06-14,2.72049
2023-06-15,4.7826
2023-06-16,2.57142
2023-06-17,2.21118
2023-06-18,1.01863
2023-06-19,2.3354
2023-06-20,1.77639
2023-06-21,4.12422
2023-06-22,4.80745
2023-06-23,2.86956
2023-06-24,4.57142
2023-06-25,3.26708
2023-06-26,2.79503
2023-06-27,2.8944
2023-06-28,2.64596
2023-06-29,2.8944
2023-06-30,4.4472
2023-07-01,3.87577
2023-07-02,2.40993
2023-07-03,2.8944
2023-07-04,2.62111
2023-07-05,2.85714
2023-07-06,2.80745
2023-07-07,2.58385
2023-07-08,1.35403
2023-07-09,1.42857
2023-07-10,2.39751
2023-07-11,2.75776
2023-07-12,2.85714
2023-07-13,2.59627
2023-07-14,6.60869
2023-07-15,4.34782
2023-07-16,2.70807
2023-07-17,3.76397
2023-07-18,3.91304
2023-07-19,3.76397
2023-07-20,3.62732
2023-07-21,3.34161
2023-07-22,2.48447
2023-07-23,2.80745
2023-07-24,4.06211
2023-07-25,4.59627
2023-07-26,3.76397
2023-07-27,3.8385
2023-07-28,5.22981
2023-07-29,4.64596
2023-07-30,4.17391
2023-07-31,4.52173
2023-08-01,2.37267
2023-08-02,2.28571
2023-08-03,2.50931
2023-08-04,2.70807
2023-08-05,2.54658
2023-08-06,1.90062
2023-08-07,2.38509
2023-08-08,2.62111
2023-08-09,2.54658
2023-08-10,2.54658
2023-08-11,2.4472
2023-08-12,1.56521
2023-08-13,1.25465
2023-08-14,1.95031
2023-08-15,1.5031
2023-08-16,4.45962
2023-08-17,4.65838
2023-08-18,8.31055
2023-08-19,2.86956
2023-08-20,2.0
2023-08-21,2.70807
2023-08-22,2.54658
2023-08-23,2.62111
2023-08-24,1.87577
2023-08-25,2.48447
2023-08-26,1.2795
2023-08-27,1.19254
2023-08-28,2.80745
2023-08-29,2.59627
2023-08-30,2.79503
2023-08-31,1.86335
2023-09-01,2.68322
2023-09-02,2.19875
2023-09-03,1.88819
2023-09-04,2.47204
2023-09-05,2.6708
2023-09-06,2.24844
2023-09-07,1.68944
2023-09-08,1.97515
2023-09-09,1.34161
2023-09-10,1.34161
2023-09-11,3.44099
2023-09-12,3.51552
2023-09-13,3.1677
2023-09-14,2.98136
2023-09-15,3.40372
2023-09-16,2.4472
2023-09-17,2.2236
2023-09-18,3.01863
2023-09-19,3.01863
2023-09-20,2.79503
2023-09-21,2.88198
2023-09-22,2.02484
2023-09-23,1.85093
2023-09-24,1.78881
2023-09-25,4.06211
2023-09-26,3.49068
2023-09-27,2.57142
2023-09-28,1.45341
2023-09-29,1.2795
2023-09-30,1.31677
2023-10-01,1.35403
2023-10-02,1.88819
2023-10-03,1.49068
2023-10-04,2.40993
2023-10-05,1.93788
2023-10-06,2.0
2023-10-07,1.56521
2023-10-08,1.22981
2023-10-09,3.01863
2023-10-10,3.14285
2023-10-11,2.91925
2023-10-12,2.53416
2023-10-13,2.31055
2023-10-14,1.35403
2023-10-15,2.42236
2023-10-16,3.45341
2023-10-17,3.55279
2023-10-18,4.31055
2023-10-19,5.01863
2023-10-20,4.04968
2023-10-21,2.75776
2023-10-22,2.7826
2023-10-23,4.28571
2023-10-24,7.2795
2023-10-25,6.17391
2023-10-26,4.3354
2023-10-27,3.51552
2023-10-28,3.04347
2023-10-29,2.91925
2023-10-30,5.20496
2023-10-31,5.00621
2023-11-01,5.57763
2023-11-02,7.24223
2023-11-03,5.67701
2023-11-04,4.69565
2023-11-05,6.73291
2023-11-06,7.97515
2023-11-07,6.34782
2023-11-08,5.7267
2023-11-09,9.95031
2023-11-10,10.559
2023-11-11,7.65217
2023-11-12,8.03726
2023-11-13,7.7267
2023-11-14,6.77018
2023-11-15,7.08074
2023-11-16,6.74534
2023-11-17,5.75155
2023-11-18,5.1677
2023-11-19,2.86956
2023-11-20,4.4472
2023-11-21,4.23602
2023-11-22,6.8944
2023-11-23,4.18633
2023-11-24,4.43478
2023-11-25,3.45341
2023-11-26,3.40372
2023-11-27,5.5031
2023-11-28,5.22981
2023-11-29,4.37267
2023-11-30,4.3354
2023-12-01,3.80124
2023-12-02,2.65838
2023-12-03,3.31677
2023-12-04,7.18012
2023-12-05,7.36645
2023-12-06,12.84472
2023-12-07,9.85093
2023-12-08,10.52173
2023-12-09,11.88819
2023-12-10,8.99378
2023-12-11,10.69565
2023-12-12,8.72049
2023-12-13,7.59006
2023-12-14,7.71428
2023-12-15,6.12422
2023-12-16,4.47204
2023-12-17,3.46583
2023-12-18,8.83229
2023-12-19,6.39751
2023-12-20,6.12422
2023-12-21,5.65217
2023-12-22,6.07453
2023-12-23,4.03726
2023-12-24,4.45962
2023-12-25,4.96894
2023-12-26,7.0559
2023-12-27,7.22981
2023-12-28,6.42236
2023-12-29,5.20496
2023-12-30,3.34161
2023-12-31,3.55279
2024-01-01,3.54037
2024-01-02,5.87577
2024-01-03,7.6149
2024-01-04,7.92546
2024-01-05,5.52795
2024-01-06,6.36024
2024-01-07,5.95031
2024-01-08,10.98136
2024-01-09,7.01863
2024-01-10,7.32919
2024-01-11,12.02484
2024-01-12,6.98136
2024-01-13,5.78881
2024-01-14,3.42857
2024-01-15,5.57763
2024-01-16,5.25465
2024-01-17,4.77018
2024-01-18,5.41614
2024-01-19,7.25465
2024-01-20,4.69565
2024-01-21,3.2795
2024-01-22,5.67701
2024-01-23,9.88819
2024-01-24,5.18012
2024-01-25,4.73291
2024-01-26,3.80124
2024-01-27,3.06832
2024-01-28,2.39751
2024-01-29,3.54037
2024-01-30,3.36645
2024-01-31,3.96273
2024-02-01,3.92546
2024-02-02,3.06832
2024-02-03,1.90062
2024-02-04,2.09937
2024-02-05,2.94409
2024-02-06,2.74534
2024-02-07,3.01863
2024-02-08,3.22981
2024-02-09,2.74534
2024-02-10,2.40993
2024-02-11,2.80745
2024-02-12,2.4472
2024-02-13,5.10559
2024-02-14,4.81987
2024-02-15,7.71428
2024-02-16,6.19875
2024-02-17,4.2236
2024-02-18,3.21739
2024-02-19,5.54037
2024-02-20,5.09316
2024-02-21,5.51552
2024-02-22,4.559
2024-02-23,4.54658
2024-02-24,4.2236
2024-02-25,4.48447
2024-02-26,5.32919
2024-02-27,9.52795
2024-02-28,10.91925
2024-02-29,18.27329
2024-03-01,11.97515
2024-03-02,15.40372
2024-03-03,11.49068
2024-03-04,16.39751
2024-03-05,23.20496
2024-03-06,16.79503
2024-03-07,13.60248
2024-03-08,12.12422
2024-03-09,9.3913
2024-03-10,10.38509
2024-03-11,15.1677
2024-03-12,14.03726
2024-03-13,14.16149
2024-03-14,12.04968
2024-03-15,15.3913
2024-03-16,8.49689
2024-03-17,14.03726
2024-03-18,9.45341
2024-03-19,18.4472
2024-03-20,13.01863
