date,R&D
2023-05-30,11.868
2023-05-31,12.6785
2023-06-01,11.52064
2023-06-02,10.63296
2023-06-03,4.7086
2023-06-04,5.65418
2023-06-05,10.34349
2023-06-06,5.86646
2023-06-07,10.51717
2023-06-08,10.90312
2023-06-09,10.84523
2023-06-10,5.46121
2023-06-11,6.71555
2023-06-12,13.4311
2023-06-13,11.98379
2023-06-14,13.02585
2023-06-15,11.0382
2023-06-16,10.49787
2023-06-17,6.15592
2023-06-18,5.92435
2023-06-19,10.86453
2023-06-20,11.19258
2023-06-21,11.21188
2023-06-22,9.41721
2023-06-23,8.56812
2023-06-24,4.26476
2023-06-25,4.01389
2023-06-26,9.43651
2023-06-27,9.18564
2023-06-28,9.22423
2023-06-29,14.56966
2023-06-30,11.50135
2023-07-01,4.47703
2023-07-02,6.23311
2023-07-03,18.2169
2023-07-04,17.69587
2023-07-05,15.55384
2023-07-06,12.33114
2023-07-07,11.30837
2023-07-08,4.28406
2023-07-09,5.17174
2023-07-10,11.0575
2023-07-11,10.32419
2023-07-12,13.16094
2023-07-13,12.50482
2023-07-14,9.39791
2023-07-15,4.11038
2023-07-16,4.65071
2023-07-17,10.72944
2023-07-18,12.56271
2023-07-19,10.43998
2023-07-20,10.20841
2023-07-21,8.54882
2023-07-22,4.63141
2023-07-23,4.43844
2023-07-24,11.0382
2023-07-25,12.58201
2023-07-26,12.35044
2023-07-27,11.0382
2023-07-28,7.62253
2023-07-29,3.70513
2023-07-30,3.68583
2023-07-31,8.97336
2023-08-01,8.62601
2023-08-02,8.27865
2023-08-03,8.41373
2023-08-04,7.54534
2023-08-05,3.35777
2023-08-06,3.76302
2023-08-07,9.14704
2023-08-08,9.59089
2023-08-09,9.97684
2023-08-10,10.59436
2023-08-11,14.83983
2023-08-12,4.94017
2023-08-13,5.98224
2023-08-14,10.53647
2023-08-15,6.92782
2023-08-16,14.95561
2023-08-17,13.85565
2023-08-18,11.8487
2023-08-19,5.96294
2023-08-20,5.34542
2023-08-21,11.17329
2023-08-22,26.36047
2023-08-23,25.357
2023-08-24,17.05905
2023-08-25,13.58548
2023-08-26,6.04013
2023-08-27,5.84716
2023-08-28,14.06792
2023-08-29,37.59166
2023-08-30,34.34967
2023-08-31,19.60632
2023-09-01,14.04862
2023-09-02,8.22076
2023-09-03,8.16287
2023-09-04,19.54843
2023-09-05,26.39907
2023-09-06,21.03434
2023-09-07,22.26939
2023-09-08,17.3871
2023-09-09,7.69972
2023-09-10,9.61018
2023-09-11,18.13971
2023-09-12,18.71864
2023-09-13,17.48359
2023-09-14,15.70822
2023-09-15,13.35391
2023-09-16,8.39444
2023-09-17,7.44886
2023-09-18,16.86607
2023-09-19,17.69587
2023-09-20,27.44114
2023-09-21,19.52913
2023-09-22,14.37668
2023-09-23,12.17676
2023-09-24,10.47857
2023-09-25,16.32574
2023-09-26,24.31493
2023-09-27,13.27672
2023-09-28,6.73485
2023-09-29,6.25241
2023-09-30,5.71208
2023-10-01,5.71208
2023-10-02,6.61906
2023-10-03,9.10845
2023-10-04,14.37668
2023-10-05,15.34156
2023-10-06,16.48012
2023-10-07,9.84175
2023-10-08,8.06638
2023-10-09,12.21536
2023-10-10,19.68351
2023-10-11,25.91663
2023-10-12,21.05364
2023-10-13,17.63797
2023-10-14,10.45928
2023-10-15,11.61713
2023-10-16,19.68351
2023-10-17,22.36588
2023-10-18,19.06599
2023-10-19,19.97298
2023-10-20,18.2169
2023-10-21,10.45928
2023-10-22,10.36279
2023-10-23,19.35546
2023-10-24,18.56426
2023-10-25,15.09069
2023-10-26,17.3871
2023-10-27,13.21883
2023-10-28,7.42956
2023-10-29,7.48745
2023-10-30,16.94326
2023-10-31,32.03396
2023-11-01,24.89386
2023-11-02,29.3323
2023-11-03,30.66383
2023-11-04,11.36626
2023-11-05,9.93824
2023-11-06,17.59938
2023-11-07,16.07487
2023-11-08,16.90467
2023-11-09,14.99421
2023-11-10,13.52759
2023-11-11,7.06291
2023-11-12,9.4944
2023-11-13,29.04284
2023-11-14,41.89502
2023-11-15,34.52335
2023-11-16,26.36047
2023-11-17,17.83095
2023-11-18,10.55576
2023-11-19,11.30837
2023-11-20,17.94673
2023-11-21,16.34504
2023-11-22,17.29062
2023-11-23,16.94326
2023-11-24,14.53106
2023-11-25,9.35932
2023-11-26,8.78039
2023-11-27,21.82554
2023-11-28,18.27479
2023-11-29,16.84677
2023-11-30,15.0135
2023-12-01,13.85565
2023-12-02,6.79274
2023-12-03,7.41026
2023-12-04,12.25395
2023-12-05,14.2609
2023-12-06,13.21883
2023-12-07,12.29255
2023-12-08,11.53994
2023-12-09,7.44886
2023-12-10,8.33654
2023-12-11,14.64685
2023-12-12,15.43805
2023-12-13,14.33809
2023-12-14,12.09957
2023-12-15,10.88382
2023-12-16,7.35237
2023-12-17,6.63836
2023-12-18,12.79428
2023-12-19,12.27325
2023-12-20,29.27441
2023-12-21,22.90621
2023-12-22,12.75569
2023-12-23,8.12427
2023-12-24,8.14357
2023-12-25,5.01736
2023-12-26,11.13469
2023-12-27,11.32767
2023-12-28,10.98031
2023-12-29,8.89617
2023-12-30,4.7279
2023-12-31,5.07526
2024-01-01,6.44538
2024-01-02,20.64839
2024-01-03,23.25357
2024-01-04,32.61289
2024-01-05,25.78155
2024-01-06,11.8294
2024-01-07,7.69972
2024-01-08,11.52064
2024-01-09,13.56619
2024-01-10,13.52759
2024-01-11,14.68544
2024-01-12,10.3049
2024-01-13,5.90505
2024-01-14,6.79274
2024-01-15,18.31339
2024-01-16,13.79776
2024-01-17,14.62755
2024-01-18,15.26437
2024-01-19,12.56271
2024-01-20,11.30837
2024-01-21,9.08915
2024-01-22,13.54689
2024-01-23,13.77846
2024-01-24,14.2223
2024-01-25,13.16094
2024-01-26,13.19953
2024-01-27,7.66113
2024-01-28,6.19451
2024-01-29,13.35391
2024-01-30,13.10304
2024-01-31,11.59783
2024-02-01,16.6538
2024-02-02,10.84523
2024-02-03,5.28753
2024-02-04,6.77344
2024-02-05,11.0575
2024-02-06,12.83288
2024-02-07,11.868
2024-02-08,8.7032
2024-02-09,4.16827
2024-02-10,4.14897
2024-02-11,4.30335
2024-02-12,5.90505
2024-02-13,15.22578
2024-02-14,13.58548
2024-02-15,12.85218
2024-02-16,100.0
2024-02-17,60.03473
2024-02-18,23.85179
2024-02-19,33.23041
2024-02-20,24.5658
2024-02-21,19.50984
2024-02-22,19.78
2024-02-23,14.91702
2024-02-24,8.95407
2024-02-25,7.912
2024-02-26,13.35391
2024-02-27,12.91007
2024-02-28,12.33114
2024-02-29,11.32767
2024-03-01,6.46468
2024-03-02,6.07873
2024-03-03,7.66113
2024-03-04,15.24507
2024-03-05,21.94133
2024-03-06,18.12041
2024-03-07,19.78
2024-03-08,13.60478
2024-03-09,7.79621
2024-03-10,11.36626
2024-03-11,21.15013
2024-03-12,19.91509
2024-03-13,16.05557
2024-03-14,17.21343
2024-03-15,14.97491
2024-03-16,8.16287
2024-03-17,9.41721
2024-03-18,15.39945
2024-03-19,15.0714
2024-03-20,16.22925
