date,동거주택상속공제
2020-03-20,11.92411
2020-03-21,6.50406
2020-03-22,9.48509
2020-03-23,14.63414
2020-03-24,13.55013
2020-03-25,6.77506
2020-03-26,8.67208
2020-03-27,6.23306
2020-03-28,4.87804
2020-03-29,7.85907
2020-03-30,17.88617
2020-03-31,11.92411
2020-04-01,7.58807
2020-04-02,10.0271
2020-04-03,17.61517
2020-04-04,5.14905
2020-04-05,7.85907
2020-04-06,13.00813
2020-04-07,10.2981
2020-04-08,10.2981
2020-04-09,11.65311
2020-04-10,10.2981
2020-04-11,9.21409
2020-04-12,10.5691
2020-04-13,14.09214
2020-04-14,10.5691
2020-04-15,7.04607
2020-04-16,10.0271
2020-04-17,11.11111
2020-04-18,6.50406
2020-04-19,4.87804
2020-04-20,17.34417
2020-04-21,14.90514
2020-04-22,13.82113
2020-04-23,11.11111
2020-04-24,16.80216
2020-04-25,8.13008
2020-04-26,11.92411
2020-04-27,14.90514
2020-04-28,18.15718
2020-04-29,14.09214
2020-04-30,8.13008
2020-05-01,11.38211
2020-05-02,8.13008
2020-05-03,10.2981
2020-05-04,15.17615
2020-05-05,9.21409
2020-05-06,14.63414
2020-05-07,14.09214
2020-05-08,9.21409
2020-05-09,8.13008
2020-05-10,8.94308
2020-05-11,15.71815
2020-05-12,13.82113
2020-05-13,14.36314
2020-05-14,10.2981
2020-05-15,8.94308
2020-05-16,7.04607
2020-05-17,10.0271
2020-05-18,13.55013
2020-05-19,15.71815
2020-05-20,10.0271
2020-05-21,15.17615
2020-05-22,18.15718
2020-05-23,11.65311
2020-05-24,9.75609
2020-05-25,17.07317
2020-05-26,11.38211
2020-05-27,14.63414
2020-05-28,11.11111
2020-05-29,12.46612
2020-05-30,8.40108
2020-05-31,8.67208
2020-06-01,11.11111
2020-06-02,7.85907
2020-06-03,11.11111
2020-06-04,12.19512
2020-06-05,12.19512
2020-06-06,5.14905
2020-06-07,8.13008
2020-06-08,21.13821
2020-06-09,13.27913
2020-06-10,8.67208
2020-06-11,12.19512
2020-06-12,13.27913
2020-06-13,6.77506
2020-06-14,9.21409
2020-06-15,16.80216
2020-06-16,14.09214
2020-06-17,17.88617
2020-06-18,17.88617
2020-06-19,7.04607
2020-06-20,8.40108
2020-06-21,10.0271
2020-06-22,15.71815
2020-06-23,17.34417
2020-06-24,15.98915
2020-06-25,10.2981
2020-06-26,9.21409
2020-06-27,9.48509
2020-06-28,8.67208
2020-06-29,17.61517
2020-06-30,13.55013
2020-07-01,10.2981
2020-07-02,14.90514
2020-07-03,10.5691
2020-07-04,2.71002
2020-07-05,13.55013
2020-07-06,20.0542
2020-07-07,11.65311
2020-07-08,16.26016
2020-07-09,17.88617
2020-07-10,15.71815
2020-07-11,24.11924
2020-07-12,20.5962
2020-07-13,18.97018
2020-07-14,20.3252
2020-07-15,16.53116
2020-07-16,17.34417
2020-07-17,18.15718
2020-07-18,11.11111
2020-07-19,10.8401
2020-07-20,18.15718
2020-07-21,15.71815
2020-07-22,21.68021
2020-07-23,17.07317
2020-07-24,9.21409
2020-07-25,11.38211
2020-07-26,10.5691
2020-07-27,15.98915
2020-07-28,20.3252
2020-07-29,17.61517
2020-07-30,15.17615
2020-07-31,13.82113
2020-08-01,10.0271
2020-08-02,14.36314
2020-08-03,16.26016
2020-08-04,18.69918
2020-08-05,16.80216
2020-08-06,11.65311
2020-08-07,16.53116
2020-08-08,6.50406
2020-08-09,9.21409
2020-08-10,14.63414
2020-08-11,16.80216
2020-08-12,19.24119
2020-08-13,21.13821
2020-08-14,14.63414
2020-08-15,9.75609
2020-08-16,7.04607
2020-08-17,12.46612
2020-08-18,14.09214
2020-08-19,20.5962
2020-08-20,11.11111
2020-08-21,16.80216
2020-08-22,10.5691
2020-08-23,9.21409
2020-08-24,17.61517
2020-08-25,18.42818
2020-08-26,10.0271
2020-08-27,17.07317
2020-08-28,13.27913
2020-08-29,10.0271
2020-08-30,11.65311
2020-08-31,15.71815
2020-09-01,15.71815
2020-09-02,10.8401
2020-09-03,17.07317
2020-09-04,14.63414
2020-09-05,11.11111
2020-09-06,12.73712
2020-09-07,22.22222
2020-09-08,14.90514
2020-09-09,15.98915
2020-09-10,15.17615
2020-09-11,10.5691
2020-09-12,8.13008
2020-09-13,13.00813
2020-09-14,13.82113
2020-09-15,14.63414
2020-09-16,15.17615
2020-09-17,18.15718
2020-09-18,17.61517
2020-09-19,11.65311
2020-09-20,13.55013
2020-09-21,10.8401
2020-09-22,10.0271
2020-09-23,10.8401
2020-09-24,10.8401
2020-09-25,9.48509
2020-09-26,7.31707
2020-09-27,5.42005
2020-09-28,11.38211
2020-09-29,11.92411
2020-09-30,5.69105
2020-10-01,8.13008
2020-10-02,7.31707
2020-10-03,16.53116
2020-10-04,9.21409
2020-10-05,15.17615
2020-10-06,14.09214
2020-10-07,10.5691
2020-10-08,16.26016
2020-10-09,9.48509
2020-10-10,7.31707
2020-10-11,11.65311
2020-10-12,14.90514
2020-10-13,11.11111
2020-10-14,17.61517
2020-10-15,11.11111
2020-10-16,17.34417
2020-10-17,9.75609
2020-10-18,5.96205
2020-10-19,17.34417
2020-10-20,21.68021
2020-10-21,21.40921
2020-10-22,18.69918
2020-10-23,15.17615
2020-10-24,10.2981
2020-10-25,18.69918
2020-10-26,21.68021
2020-10-27,28.18428
2020-10-28,24.11924
2020-10-29,18.69918
2020-10-30,20.0542
2020-10-31,17.61517
2020-11-01,11.92411
2020-11-02,19.78319
2020-11-03,21.13821
2020-11-04,14.36314
2020-11-05,12.46612
2020-11-06,10.0271
2020-11-07,12.19512
2020-11-08,17.88617
2020-11-09,14.09214
2020-11-10,14.09214
2020-11-11,11.92411
2020-11-12,13.00813
2020-11-13,21.40921
2020-11-14,14.90514
2020-11-15,12.73712
2020-11-16,23.03523
2020-11-17,20.5962
2020-11-18,17.34417
2020-11-19,17.34417
2020-11-20,15.98915
2020-11-21,17.07317
2020-11-22,8.94308
2020-11-23,20.3252
2020-11-24,17.34417
2020-11-25,12.46612
2020-11-26,17.34417
2020-11-27,20.0542
2020-11-28,11.65311
2020-11-29,16.80216
2020-11-30,20.3252
2020-12-01,15.44715
2020-12-02,14.63414
2020-12-03,15.17615
2020-12-04,13.27913
2020-12-05,13.00813
2020-12-06,13.55013
2020-12-07,17.07317
2020-12-08,13.27913
2020-12-09,13.00813
2020-12-10,12.73712
2020-12-11,11.92411
2020-12-12,13.55013
2020-12-13,13.27913
2020-12-14,16.26016
2020-12-15,15.17615
2020-12-16,28.45528
2020-12-17,21.68021
2020-12-18,15.98915
2020-12-19,9.75609
2020-12-20,13.00813
2020-12-21,17.07317
2020-12-22,15.71815
2020-12-23,20.8672
2020-12-24,12.73712
2020-12-25,12.73712
2020-12-26,10.5691
2020-12-27,11.65311
2020-12-28,18.15718
2020-12-29,16.53116
2020-12-30,15.17615
2020-12-31,14.90514
2021-01-01,13.55013
2021-01-02,10.2981
2021-01-03,16.80216
2021-01-04,15.44715
2021-01-05,13.27913
2021-01-06,17.61517
2021-01-07,12.73712
2021-01-08,10.2981
2021-01-09,12.19512
2021-01-10,15.71815
2021-01-11,14.36314
2021-01-12,11.11111
2021-01-13,13.82113
2021-01-14,14.36314
2021-01-15,15.44715
2021-01-16,10.0271
2021-01-17,11.38211
2021-01-18,16.53116
2021-01-19,23.03523
2021-01-20,15.44715
2021-01-21,17.88617
2021-01-22,12.46612
2021-01-23,12.19512
2021-01-24,10.2981
2021-01-25,15.17615
2021-01-26,13.27913
2021-01-27,14.63414
2021-01-28,20.5962
2021-01-29,15.71815
2021-01-30,12.73712
2021-01-31,12.19512
2021-02-01,23.84823
2021-02-02,15.71815
2021-02-03,17.88617
2021-02-04,13.00813
2021-02-05,9.75609
2021-02-06,8.40108
2021-02-07,12.73712
2021-02-08,18.15718
2021-02-09,11.38211
2021-02-10,16.80216
2021-02-11,7.58807
2021-02-12,9.21409
2021-02-13,12.46612
2021-02-14,14.36314
2021-02-15,20.0542
2021-02-16,19.51219
2021-02-17,8.94308
2021-02-18,19.78319
2021-02-19,13.82113
2021-02-20,14.90514
2021-02-21,15.71815
2021-02-22,17.34417
2021-02-23,17.34417
2021-02-24,22.76422
2021-02-25,15.44715
2021-02-26,18.42818
2021-02-27,13.82113
2021-02-28,14.36314
2021-03-01,15.44715
2021-03-02,15.98915
2021-03-03,15.98915
2021-03-04,15.17615
2021-03-05,11.65311
2021-03-06,11.38211
2021-03-07,14.63414
2021-03-08,19.78319
2021-03-09,16.26016
2021-03-10,14.63414
2021-03-11,8.67208
2021-03-12,12.73712
2021-03-13,11.38211
2021-03-14,11.92411
2021-03-15,17.88617
2021-03-16,18.42818
2021-03-17,14.90514
2021-03-18,14.63414
2021-03-19,16.26016
2021-03-20,13.27913
2021-03-21,12.46612
2021-03-22,17.34417
2021-03-23,17.07317
2021-03-24,11.11111
2021-03-25,15.44715
2021-03-26,13.82113
2021-03-27,9.48509
2021-03-28,10.5691
2021-03-29,17.07317
2021-03-30,13.00813
2021-03-31,17.88617
2021-04-01,11.92411
2021-04-02,12.46612
2021-04-03,9.21409
